"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"maxlog10TPM"	"day"
"1"	"ENSMUSG00000001138"	"Cnnm3"	0.254213763676948	"housekeeping"	"FAPs"	1	0.93588383365751	"D7"
"2"	"ENSMUSG00000001143"	"Lman2l"	0.132647857557474	"housekeeping"	"M2"	1	0.756012576204791	"D7"
"3"	"ENSMUSG00000001305"	"Rrp15"	0.175827834481126	"housekeeping"	"FAPs"	1	0.617690262875011	"D7"
"4"	"ENSMUSG00000001674"	"Ddx18"	0.156937187413151	"housekeeping"	"ECs"	1	1.07901710358114	"D7"
"5"	"ENSMUSG00000001855"	"Nup214"	0.0868318523271607	"housekeeping"	"ECs"	1	1.0685306303107	"D7"
"6"	"ENSMUSG00000002459"	"Rgs20"	0.77186290649723	"intermediate"	"FAPs"	1	0.600204521791099	"D7"
"7"	"ENSMUSG00000002546"	"Golga2"	0.383706592420846	"housekeeping"	"FAPs"	1	1.48856084675781	"D7"
"8"	"ENSMUSG00000002550"	"Uck1"	0.260635078123609	"housekeeping"	"FAPs"	1	0.95026628894282	"D7"
"9"	"ENSMUSG00000002881"	"Nab1"	0.0685303830565581	"housekeeping"	"ECs"	1	1.25095120588651	"D7"
"10"	"ENSMUSG00000003135"	"Cnot11"	0.130098705824499	"housekeeping"	"M2"	1	0.916253762978684	"D7"
"11"	"ENSMUSG00000003418"	"St8sia6"	0.873658413050716	"specific"	"ECs"	1	0.759532624010801	"D7"
"12"	"ENSMUSG00000003458"	"Ncstn"	0.151742476215724	"housekeeping"	"FAPs"	1	1.53512678213836	"D7"
"13"	"ENSMUSG00000003464"	"Pex19"	0.196522875587301	"housekeeping"	"FAPs"	1	1.12252942656477	"D7"
"14"	"ENSMUSG00000003721"	"Insig2"	0.227330576301145	"housekeeping"	"FAPs"	1	1.10406931287994	"D7"
"15"	"ENSMUSG00000004105"	"Angptl2"	0.557767631413605	"intermediate"	"FAPs"	1	1.9081029530665	"D7"
"16"	"ENSMUSG00000004364"	"Cul3"	0.0762999050324001	"housekeeping"	"FAPs"	1	1.45922811318464	"D7"
"17"	"ENSMUSG00000004552"	"Ctse"	0.999885194109559	"specific"	"M2"	1	0.469045420660445	"D7"
"18"	"ENSMUSG00000004707"	"Ly9"	0.999694177401936	"specific"	"M2"	1	1.61570408548267	"D7"
"19"	"ENSMUSG00000004709"	"Cd244a"	0.999591150461658	"specific"	"M2"	1	0.589484760684256	"D7"
"20"	"ENSMUSG00000004872"	"Pax3"	0.999770503303456	"specific"	"sCs"	1	0.234640315032243	"D7"
"21"	"ENSMUSG00000004880"	"Lbr"	0.390783857736035	"housekeeping"	"ECs"	1	1.59716543914115	"D7"
"22"	"ENSMUSG00000005338"	"Cadm3"	0.707374479277575	"intermediate"	"FAPs"	1	0.920318260045882	"D7"
"23"	"ENSMUSG00000005501"	"Usp40"	0.0623808705283388	"housekeeping"	"FAPs"	1	1.09932517579234	"D7"
"24"	"ENSMUSG00000005674"	"Tomm40l"	0.164253202395618	"housekeeping"	"FAPs"	1	0.395684481678031	"D7"
"25"	"ENSMUSG00000005677"	"Nr1i3"	0.576874605902874	"intermediate"	"M2"	1	0.533286035230015	"D7"
"26"	"ENSMUSG00000005681"	"Apoa2"	0.982316667205872	"specific"	"M2"	1	0.461584585970672	"D7"
"27"	"ENSMUSG00000005763"	"Cd247"	0.817678536885384	"specific"	"ECs"	1	0.861585852951947	"D7"
"28"	"ENSMUSG00000005886"	"Ncoa2"	0.149443522803072	"housekeeping"	"FAPs"	1	1.36972536217573	"D7"
"29"	"ENSMUSG00000006010"	"Odr4"	0.348665228029452	"housekeeping"	"FAPs"	1	1.22984813636074	"D7"
"30"	"ENSMUSG00000006299"	"Aamp"	0.159400344355998	"housekeeping"	"FAPs"	1	1.18913583896161	"D7"
"31"	"ENSMUSG00000006301"	"Tmbim1"	0.0680826384545267	"housekeeping"	"ECs"	1	1.17869938594626	"D7"
"32"	"ENSMUSG00000006412"	"Pfdn2"	0.0632691853287791	"housekeeping"	"FAPs"	1	0.455356266273409	"D7"
"33"	"ENSMUSG00000006471"	"Ndor1"	0.0903999892353059	"housekeeping"	"ECs"	1	0.692060589008802	"D7"
"34"	"ENSMUSG00000006542"	"Prkag3"	0.928553566940872	"specific"	"M2"	1	0.115684584079555	"D7"
"35"	"ENSMUSG00000006576"	"Slc4a3"	0.752670704076376	"intermediate"	"FAPs"	1	0.888850018273325	"D7"
"36"	"ENSMUSG00000007097"	"Atp1a2"	0.581300093285285	"intermediate"	"sCs"	1	0.956057750359551	"D7"
"37"	"ENSMUSG00000007107"	"Atp1a4"	0.845196692166537	"specific"	"FAPs"	1	0.292609685678969	"D7"
"38"	"ENSMUSG00000008136"	"Fhl2"	0.861872271220475	"specific"	"FAPs"	1	1.37160756313344	"D7"
"39"	"ENSMUSG00000008475"	"Arpc5"	0.223338662020712	"housekeeping"	"M2"	1	1.85907854183827	"D7"
"40"	"ENSMUSG00000009030"	"Pdcl"	0.142160475961549	"housekeeping"	"ECs"	1	0.921992965348364	"D7"
"41"	"ENSMUSG00000009214"	"Mymk"	0.958648978545177	"specific"	"sCs"	1	0.119078268498927	"D7"
"42"	"ENSMUSG00000009418"	"Nav1"	0.293658833658181	"housekeeping"	"FAPs"	1	1.8211761573625	"D7"
"43"	"ENSMUSG00000009551"	"6330409D20Rik"	0.990077228009195	"specific"	"ECs"	1	1.06421196290055	"D7"
"44"	"ENSMUSG00000009563"	"Tor2a"	0.237805448040783	"housekeeping"	"FAPs"	1	1.00189726936076	"D7"
"45"	"ENSMUSG00000009614"	"Sardh"	0.700112514784411	"intermediate"	"FAPs"	1	0.69198918004674	"D7"
"46"	"ENSMUSG00000009633"	"G0s2"	0.701394141987492	"intermediate"	"FAPs"	1	0.812149008366592	"D7"
"47"	"ENSMUSG00000009772"	"Nuak2"	0.646613265930175	"intermediate"	"M2"	1	1.3461584811617	"D7"
"48"	"ENSMUSG00000009905"	"Kdsr"	0.380057774745662	"housekeeping"	"FAPs"	1	1.01440016538373	"D7"
"49"	"ENSMUSG00000009907"	"Vps4b"	0.127089351198162	"housekeeping"	"M2"	1	1.31544743978739	"D7"
"50"	"ENSMUSG00000010175"	"Prox1"	0.996205188665505	"specific"	"sCs"	1	0.996734130200583	"D7"
"51"	"ENSMUSG00000010290"	"AI597479"	0.364891560757087	"housekeeping"	"FAPs"	1	0.833827949920494	"D7"
"52"	"ENSMUSG00000010311"	"Optc"	0.908045421102917	"specific"	"FAPs"	1	0.575784721944638	"D7"
