"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"maxlog10TPM"	"day"
"1"	"ENSMUSG00000000247"	"Lhx2"	0.85318919985942	"specific"	"FAPs"	1	0.211258185699874	"D2"
"2"	"ENSMUSG00000001138"	"Cnnm3"	0.22913964481807	"housekeeping"	"Neutro"	1	0.887705428770689	"D2"
"3"	"ENSMUSG00000001143"	"Lman2l"	0.322365348941945	"housekeeping"	"M2"	1	0.940941001485873	"D2"
"4"	"ENSMUSG00000001305"	"Rrp15"	0.503472602298865	"intermediate"	"FAPs"	1	1.0011298547916	"D2"
"5"	"ENSMUSG00000001674"	"Ddx18"	0.336278818180538	"housekeeping"	"FAPs"	1	1.38006288097441	"D2"
"6"	"ENSMUSG00000001855"	"Nup214"	0.144695105315662	"housekeeping"	"M2"	1	1.18124086650724	"D2"
"7"	"ENSMUSG00000002459"	"Rgs20"	0.692557836438333	"intermediate"	"sCs"	1	0.271455424510768	"D2"
"8"	"ENSMUSG00000002546"	"Golga2"	0.242717785742038	"housekeeping"	"FAPs"	1	1.2364921563475	"D2"
"9"	"ENSMUSG00000002550"	"Uck1"	0.244563728223312	"housekeeping"	"M2"	1	0.849868895499196	"D2"
"10"	"ENSMUSG00000002881"	"Nab1"	0.210792657621023	"housekeeping"	"Neutro"	1	1.57761114301003	"D2"
"11"	"ENSMUSG00000003135"	"Cnot11"	0.374228357508172	"housekeeping"	"Neutro"	1	1.43657364952047	"D2"
"12"	"ENSMUSG00000003418"	"St8sia6"	0.864060649927228	"specific"	"ECs"	1	0.522624200867161	"D2"
"13"	"ENSMUSG00000003458"	"Ncstn"	0.152544141277445	"housekeeping"	"M2"	1	1.61317023819681	"D2"
"14"	"ENSMUSG00000003464"	"Pex19"	0.265789139151343	"housekeeping"	"sCs"	1	1.06957382252374	"D2"
"15"	"ENSMUSG00000003721"	"Insig2"	0.279022665976608	"housekeeping"	"sCs"	1	1.12120944519706	"D2"
"16"	"ENSMUSG00000004031"	"Brinp2"	1	"specific"	"sCs"	1	0.0394909640299216	"D2"
"17"	"ENSMUSG00000004105"	"Angptl2"	0.578085353978809	"intermediate"	"FAPs"	1	1.72009571955189	"D2"
