"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"maxlog10TPM"	"day"
"1"	"ENSMUSG00000000247"	"Lhx2"	0.972976128943286	"specific"	"sCs"	1	0.157731067038422	"D7"
"2"	"ENSMUSG00000001138"	"Cnnm3"	0.147217312330367	"housekeeping"	"FAPs"	1	0.902547715653144	"D7"
"3"	"ENSMUSG00000001143"	"Lman2l"	0.215886391227374	"housekeeping"	"sCs"	1	0.872090396235862	"D7"
"4"	"ENSMUSG00000001305"	"Rrp15"	0.428717922113433	"housekeeping"	"sCs"	1	0.84145464820479	"D7"
"5"	"ENSMUSG00000001674"	"Ddx18"	0.156121593854616	"housekeeping"	"sCs"	1	1.11973494560163	"D7"
"6"	"ENSMUSG00000001855"	"Nup214"	0.136448340285235	"housekeeping"	"sCs"	1	1.16971062003202	"D7"
"7"	"ENSMUSG00000002459"	"Rgs20"	0.660485377176914	"intermediate"	"sCs"	1	0.374184228409201	"D7"
"8"	"ENSMUSG00000002546"	"Golga2"	0.317637745653221	"housekeeping"	"FAPs"	1	1.44799654693111	"D7"
"9"	"ENSMUSG00000002550"	"Uck1"	0.334756380671182	"housekeeping"	"FAPs"	1	1.02714823828473	"D7"
"10"	"ENSMUSG00000002881"	"Nab1"	0.0457100040561062	"housekeeping"	"sCs"	1	1.33333978769687	"D7"
"11"	"ENSMUSG00000003135"	"Cnot11"	0.0632490110127833	"housekeeping"	"M2"	1	0.967058199596892	"D7"
"12"	"ENSMUSG00000003458"	"Ncstn"	0.0851571866225083	"housekeeping"	"M2"	1	1.54052737921884	"D7"
"13"	"ENSMUSG00000003464"	"Pex19"	0.295150380787867	"housekeeping"	"sCs"	1	1.30607643510098	"D7"
"14"	"ENSMUSG00000003721"	"Insig2"	0.335122369678693	"housekeeping"	"sCs"	1	1.32587348519656	"D7"
"15"	"ENSMUSG00000004105"	"Angptl2"	0.582127076021532	"intermediate"	"FAPs"	1	2.11307709524235	"D7"
"16"	"ENSMUSG00000004364"	"Cul3"	0.0465840120727864	"housekeeping"	"sCs"	1	1.51431119321989	"D7"
"17"	"ENSMUSG00000004552"	"Ctse"	0.998543944441772	"specific"	"M2"	1	0.696500646585261	"D7"
"18"	"ENSMUSG00000004707"	"Ly9"	0.99939417701924	"specific"	"M2"	1	1.52264284955	"D7"
"19"	"ENSMUSG00000004709"	"Cd244a"	0.998689704579749	"specific"	"M2"	1	0.749591517191685	"D7"
"20"	"ENSMUSG00000004872"	"Pax3"	0.999847794571568	"specific"	"sCs"	1	0.353792750565823	"D7"
"21"	"ENSMUSG00000004880"	"Lbr"	0.327265482781399	"housekeeping"	"ECs"	1	1.6403807701881	"D7"
"22"	"ENSMUSG00000005338"	"Cadm3"	0.777026511351718	"intermediate"	"FAPs"	1	0.834077270883889	"D7"
"23"	"ENSMUSG00000005501"	"Usp40"	0.0794248355334586	"housekeeping"	"sCs"	1	1.21118607771579	"D7"
"24"	"ENSMUSG00000005674"	"Tomm40l"	0.32341329277443	"housekeeping"	"ECs"	1	0.482308983525839	"D7"
"25"	"ENSMUSG00000005677"	"Nr1i3"	0.238964925664647	"housekeeping"	"M2"	1	0.494423696020209	"D7"
"26"	"ENSMUSG00000005681"	"Apoa2"	0.85066687300828	"specific"	"M2"	1	0.447058670271191	"D7"
"27"	"ENSMUSG00000005763"	"Cd247"	0.765063751176804	"intermediate"	"ECs"	1	0.612413168718843	"D7"
"28"	"ENSMUSG00000005886"	"Ncoa2"	0.0476837510018983	"housekeeping"	"FAPs"	1	1.38373753594007	"D7"
"29"	"ENSMUSG00000006010"	"Odr4"	0.284946307965793	"housekeeping"	"FAPs"	1	1.24380343876647	"D7"
