"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"day"
"736"	"ENSMUSG00000068950"	"Olfr338"	0.907500548397797	"specific"	"ECs"	1	"D0"
"741"	"ENSMUSG00000070501"	"Ifi214"	1	"specific"	"ECs"	1	"D0"
"742"	"ENSMUSG00000070532"	"Ccdc190"	1	"specific"	"sCs"	1	"D0"
"743"	"ENSMUSG00000070594"	"Gm4788"	0.891150013672721	"specific"	"FAPs"	1	"D0"
"745"	"ENSMUSG00000070732"	"Rbm44"	0.869513094139965	"specific"	"ECs"	1	"D0"
"752"	"ENSMUSG00000073491"	"Ifi213"	0.96878132377946	"specific"	"ECs"	1	"D0"
"753"	"ENSMUSG00000073530"	"Pappa2"	1	"specific"	"FAPs"	1	"D0"
"761"	"ENSMUSG00000075334"	"Rprm"	1	"specific"	"FAPs"	1	"D0"
"770"	"ENSMUSG00000079164"	"Tlr5"	1	"specific"	"FAPs"	1	"D0"
"772"	"ENSMUSG00000079421"	"4930402F06Rik"	1	"specific"	"ECs"	1	"D0"
"774"	"ENSMUSG00000079434"	"Neu2"	1	"specific"	"sCs"	1	"D0"
"776"	"ENSMUSG00000079457"	"Gm7609"	1	"specific"	"ECs"	1	"D0"
"779"	"ENSMUSG00000079497"	"Gm13420"	1	"specific"	"ECs"	1	"D0"
"781"	"ENSMUSG00000079588"	"Tmem182"	1	"specific"	"sCs"	1	"D0"
"784"	"ENSMUSG00000087236"	"Kif28"	0.82306780626906	"specific"	"FAPs"	1	"D0"
"791"	"ENSMUSG00000090145"	"Ugt1a6b"	0.967318048468603	"specific"	"FAPs"	1	"D0"
"797"	"ENSMUSG00000091318"	"Gm5415"	1	"specific"	"FAPs"	1	"D0"
"798"	"ENSMUSG00000091476"	"Catspere2"	0.825421047352087	"specific"	"FAPs"	1	"D0"
"801"	"ENSMUSG00000094638"	"Gm21972"	1	"specific"	"ECs"	1	"D0"
"802"	"ENSMUSG00000096094"	"A630095N17Rik"	1	"specific"	"FAPs"	1	"D0"
"803"	"ENSMUSG00000096141"	"Dnah7a"	0.883203756037491	"specific"	"FAPs"	1	"D0"
"804"	"ENSMUSG00000096822"	"Olfr344"	1	"specific"	"FAPs"	1	"D0"
"805"	"ENSMUSG00000096968"	"Gm26620"	1	"specific"	"sCs"	1	"D0"
"807"	"ENSMUSG00000099032"	"Tcf24"	0.832499408178395	"specific"	"FAPs"	1	"D0"
"809"	"ENSMUSG00000101315"	"Krtap28-13"	1	"specific"	"sCs"	1	"D0"
"810"	"ENSMUSG00000101337"	"Dnah7c"	0.834109451593849	"specific"	"FAPs"	1	"D0"
"811"	"ENSMUSG00000101904"	"Gm29427"	1	"specific"	"FAPs"	1	"D0"
"812"	"ENSMUSG00000102752"	"Gm7694"	0.945108376193604	"specific"	"FAPs"	1	"D0"
"813"	"ENSMUSG00000104217"	"Gm37988"	1	"specific"	"ECs"	1	"D0"
"816"	"ENSMUSG00000113846"	"Gm6217"	1	"specific"	"FAPs"	1	"D0"
"819"	"ENSMUSG00000114299"	"Gm47791"	1	"specific"	"ECs"	1	"D0"
"821"	"ENSMUSG00000118578"	"AL845275.1"	0.990957111823885	"specific"	"sCs"	1	"D0"
"822"	"ENSMUSG00000118607"	"AC147806.2"	0.875011358348139	"specific"	"ECs"	1	"D0"
"824"	"ENSMUSG00000000223"	"Drp2"	0.814099215351575	"specific"	"sCs"	1	"D0"
"827"	"ENSMUSG00000000394"	"Gcg"	1	"specific"	"FAPs"	1	"D0"
"842"	"ENSMUSG00000001986"	"Gria3"	0.867242862833481	"specific"	"FAPs"	1	"D0"
"845"	"ENSMUSG00000002012"	"Pnck"	1	"specific"	"sCs"	1	"D0"
"879"	"ENSMUSG00000009596"	"Taf7l"	1	"specific"	"sCs"	1	"D0"
"880"	"ENSMUSG00000009731"	"Kcnd1"	1	"specific"	"FAPs"	1	"D0"
"881"	"ENSMUSG00000009876"	"Cox4i2"	0.840431480099149	"specific"	"sCs"	1	"D0"
"898"	"ENSMUSG00000016349"	"Eef1a2"	1	"specific"	"sCs"	1	"D0"
"913"	"ENSMUSG00000017817"	"Jph2"	1	"specific"	"sCs"	1	"D0"
"933"	"ENSMUSG00000026888"	"Grb14"	1	"specific"	"sCs"	1	"D0"
"937"	"ENSMUSG00000026971"	"Itgb6"	1	"specific"	"FAPs"	1	"D0"
"940"	"ENSMUSG00000027004"	"Frzb"	0.829446385534776	"specific"	"sCs"	1	"D0"
"950"	"ENSMUSG00000027071"	"P2rx3"	1	"specific"	"FAPs"	1	"D0"
"975"	"ENSMUSG00000027168"	"Pax6"	1	"specific"	"sCs"	1	"D0"
"983"	"ENSMUSG00000027188"	"Pamr1"	0.868293796750062	"specific"	"FAPs"	1	"D0"
"993"	"ENSMUSG00000027209"	"Fam227b"	1	"specific"	"FAPs"	1	"D0"
"996"	"ENSMUSG00000027217"	"Tspan18"	1	"specific"	"FAPs"	1	"D0"
"997"	"ENSMUSG00000027219"	"Slc28a2"	0.934510485467395	"specific"	"ECs"	1	"D0"
"1001"	"ENSMUSG00000027224"	"Duoxa1"	1	"specific"	"FAPs"	1	"D0"
"1007"	"ENSMUSG00000027246"	"Ell3"	1	"specific"	"FAPs"	1	"D0"
"1022"	"ENSMUSG00000027298"	"Tyro3"	0.941788157522982	"specific"	"FAPs"	1	"D0"
"1027"	"ENSMUSG00000027314"	"Dll4"	0.881491509399316	"specific"	"ECs"	1	"D0"
"1028"	"ENSMUSG00000027316"	"Gfra4"	0.936401734557232	"specific"	"FAPs"	1	"D0"
"1034"	"ENSMUSG00000027335"	"Adra1d"	0.901967956191848	"specific"	"sCs"	1	"D0"
"1039"	"ENSMUSG00000027344"	"Fsip1"	1	"specific"	"sCs"	1	"D0"
"1044"	"ENSMUSG00000027360"	"Hdc"	1	"specific"	"ECs"	1	"D0"
"1049"	"ENSMUSG00000027368"	"Dusp2"	1	"specific"	"ECs"	1	"D0"
"1050"	"ENSMUSG00000027375"	"Mal"	1	"specific"	"sCs"	1	"D0"
"1053"	"ENSMUSG00000027386"	"Fbln7"	0.936499763255898	"specific"	"FAPs"	1	"D0"
"1056"	"ENSMUSG00000027398"	"Il1b"	1	"specific"	"ECs"	1	"D0"
"1059"	"ENSMUSG00000027408"	"Cpxm1"	0.917189305682627	"specific"	"FAPs"	1	"D0"
"1067"	"ENSMUSG00000027435"	"Cd93"	0.851468187782225	"specific"	"ECs"	1	"D0"
"1069"	"ENSMUSG00000027452"	"Acss1"	0.901958525281567	"specific"	"sCs"	1	"D0"
"1072"	"ENSMUSG00000027456"	"Sdcbp2"	1	"specific"	"ECs"	1	"D0"
"1073"	"ENSMUSG00000027459"	"Fam110a"	1	"specific"	"sCs"	1	"D0"
"1079"	"ENSMUSG00000027474"	"Ccm2l"	0.961459890541787	"specific"	"ECs"	1	"D0"
"1092"	"ENSMUSG00000027524"	"Edn3"	1	"specific"	"sCs"	1	"D0"
"1093"	"ENSMUSG00000027525"	"Phactr3"	1	"specific"	"FAPs"	1	"D0"
"1100"	"ENSMUSG00000027574"	"Nkain4"	1	"specific"	"sCs"	1	"D0"
"1102"	"ENSMUSG00000027579"	"Srms"	1	"specific"	"FAPs"	1	"D0"
"1111"	"ENSMUSG00000027612"	"Mmp24"	1	"specific"	"FAPs"	1	"D0"
"1123"	"ENSMUSG00000027654"	"Fam83d"	1	"specific"	"ECs"	1	"D0"
"1134"	"ENSMUSG00000031101"	"Sash3"	1	"specific"	"ECs"	1	"D0"
"1139"	"ENSMUSG00000031137"	"Fgf13"	1	"specific"	"sCs"	1	"D0"
"1144"	"ENSMUSG00000031147"	"Magix"	0.87310942042784	"specific"	"ECs"	1	"D0"
"1154"	"ENSMUSG00000031165"	"Was"	1	"specific"	"sCs"	1	"D0"
"1160"	"ENSMUSG00000031189"	"Aff2"	0.933589652756361	"specific"	"FAPs"	1	"D0"
"1167"	"ENSMUSG00000031210"	"Gpr165"	1	"specific"	"FAPs"	1	"D0"
"1171"	"ENSMUSG00000031220"	"Awat2"	1	"specific"	"FAPs"	1	"D0"
"1176"	"ENSMUSG00000031230"	"Fgf16"	0.817292567954834	"specific"	"FAPs"	1	"D0"
"1186"	"ENSMUSG00000031262"	"Cenpi"	0.865205542017623	"specific"	"ECs"	1	"D0"
"1192"	"ENSMUSG00000031312"	"Itgb1bp2"	1	"specific"	"ECs"	1	"D0"
"1200"	"ENSMUSG00000031343"	"Gabra3"	0.801916525327401	"specific"	"FAPs"	1	"D0"
"1201"	"ENSMUSG00000031344"	"Gabrq"	1	"specific"	"sCs"	1	"D0"
"1225"	"ENSMUSG00000032841"	"Prr5l"	0.821946833970763	"specific"	"ECs"	1	"D0"
"1228"	"ENSMUSG00000033213"	"AA467197"	1	"specific"	"ECs"	1	"D0"
"1230"	"ENSMUSG00000033268"	"Duox1"	0.882885285846643	"specific"	"FAPs"	1	"D0"
"1239"	"ENSMUSG00000033737"	"Fndc3c1"	1	"specific"	"sCs"	1	"D0"
"1240"	"ENSMUSG00000033777"	"Tlr13"	1	"specific"	"ECs"	1	"D0"
"1243"	"ENSMUSG00000033906"	"Zdhhc15"	0.810695931389447	"specific"	"FAPs"	1	"D0"
"1253"	"ENSMUSG00000034607"	"Pof1b"	1	"specific"	"sCs"	1	"D0"
"1263"	"ENSMUSG00000035109"	"Shc4"	0.898274780126145	"specific"	"sCs"	1	"D0"
"1266"	"ENSMUSG00000035277"	"Arx"	1	"specific"	"FAPs"	1	"D0"
"1275"	"ENSMUSG00000036131"	"Frmd7"	1	"specific"	"FAPs"	1	"D0"
"1276"	"ENSMUSG00000036502"	"Tmem255a"	1	"specific"	"sCs"	1	"D0"
"1285"	"ENSMUSG00000037005"	"Xpnpep2"	0.841970814921209	"specific"	"FAPs"	1	"D0"
"1290"	"ENSMUSG00000037341"	"Slc9a7"	0.813733328994789	"specific"	"sCs"	1	"D0"
"1298"	"ENSMUSG00000037754"	"Ppp1r16b"	0.953929962818005	"specific"	"ECs"	1	"D0"
"1300"	"ENSMUSG00000037813"	"D630003M21Rik"	0.849962104023477	"specific"	"FAPs"	1	"D0"
"1309"	"ENSMUSG00000038572"	"Bpifb5"	1	"specific"	"sCs"	1	"D0"
"1310"	"ENSMUSG00000038605"	"Samd10"	1	"specific"	"ECs"	1	"D0"
"1343"	"ENSMUSG00000040310"	"Alx4"	1	"specific"	"FAPs"	1	"D0"
"1347"	"ENSMUSG00000040456"	"H2ap"	1	"specific"	"sCs"	1	"D0"
"1352"	"ENSMUSG00000041219"	"Arhgap11a"	1	"specific"	"ECs"	1	"D0"
"1358"	"ENSMUSG00000042155"	"Klhl23"	0.918201616171534	"specific"	"sCs"	1	"D0"
"1365"	"ENSMUSG00000042796"	"Olfr1032"	1	"specific"	"sCs"	1	"D0"
"1369"	"ENSMUSG00000042854"	"Trp53rkb"	1	"specific"	"sCs"	1	"D0"
"1375"	"ENSMUSG00000044145"	"1810024B03Rik"	1	"specific"	"sCs"	1	"D0"
"1379"	"ENSMUSG00000044349"	"Snhg11"	0.96600945685936	"specific"	"sCs"	1	"D0"
"1383"	"ENSMUSG00000045225"	"Olfr1152"	1	"specific"	"ECs"	1	"D0"
"1391"	"ENSMUSG00000046229"	"Scand1"	1	"specific"	"sCs"	1	"D0"
"1393"	"ENSMUSG00000046287"	"Pnma3"	1	"specific"	"sCs"	1	"D0"
"1394"	"ENSMUSG00000046338"	"Gpat2"	1	"specific"	"sCs"	1	"D0"
"1396"	"ENSMUSG00000046971"	"Pla2g4f"	1	"specific"	"FAPs"	1	"D0"
"1397"	"ENSMUSG00000047344"	"Lancl3"	0.83506684039993	"specific"	"sCs"	1	"D0"
"1400"	"ENSMUSG00000047797"	"Gjb1"	1	"specific"	"sCs"	1	"D0"
"1406"	"ENSMUSG00000048327"	"Ckap2l"	0.902374469287107	"specific"	"ECs"	1	"D0"
"1407"	"ENSMUSG00000048388"	"Fam171b"	0.803015636701338	"specific"	"FAPs"	1	"D0"
"1410"	"ENSMUSG00000049804"	"Armcx4"	0.853635391404821	"specific"	"FAPs"	1	"D0"
"1418"	"ENSMUSG00000050468"	"Astl"	1	"specific"	"ECs"	1	"D0"
"1419"	"ENSMUSG00000050587"	"Lrrc4c"	1	"specific"	"sCs"	1	"D0"
"1423"	"ENSMUSG00000051220"	"Ercc6l"	1	"specific"	"ECs"	1	"D0"
"1436"	"ENSMUSG00000052372"	"Il1rapl1"	1	"specific"	"sCs"	1	"D0"
"1438"	"ENSMUSG00000052821"	"Cysltr1"	1	"specific"	"ECs"	1	"D0"
"1439"	"ENSMUSG00000053141"	"Ptprt"	1	"specific"	"sCs"	1	"D0"
"1441"	"ENSMUSG00000053916"	"Nanp"	1	"specific"	"sCs"	1	"D0"
"1442"	"ENSMUSG00000054293"	"P2ry10b"	1	"specific"	"ECs"	1	"D0"
"1448"	"ENSMUSG00000055612"	"Cdca7"	0.892070262895977	"specific"	"ECs"	1	"D0"
"1455"	"ENSMUSG00000056854"	"Pou3f4"	1	"specific"	"sCs"	1	"D0"
"1458"	"ENSMUSG00000057182"	"Scn3a"	1	"specific"	"sCs"	1	"D0"
"1460"	"ENSMUSG00000057378"	"Ryr3"	0.883263163870092	"specific"	"sCs"	1	"D0"
"1463"	"ENSMUSG00000058147"	"Xlr3c"	1	"specific"	"sCs"	1	"D0"
"1469"	"ENSMUSG00000059334"	"Zfp36l3"	1	"specific"	"sCs"	1	"D0"
"1476"	"ENSMUSG00000060445"	"Sycp2"	0.860727083149743	"specific"	"sCs"	1	"D0"
"1478"	"ENSMUSG00000060890"	"Arr3"	1	"specific"	"FAPs"	1	"D0"
"1482"	"ENSMUSG00000062184"	"Hs6st2"	1	"specific"	"sCs"	1	"D0"
"1485"	"ENSMUSG00000063364"	"3300002I08Rik"	0.801172855455382	"specific"	"FAPs"	1	"D0"
"1499"	"ENSMUSG00000068079"	"Tcf15"	1	"specific"	"sCs"	1	"D0"
"1503"	"ENSMUSG00000068154"	"Insm1"	0.887077197416799	"specific"	"FAPs"	1	"D0"
"1513"	"ENSMUSG00000069038"	"H2al1j"	1	"specific"	"sCs"	1	"D0"
"1515"	"ENSMUSG00000070708"	"Gtsf1l"	1	"specific"	"FAPs"	1	"D0"
"1521"	"ENSMUSG00000072980"	"Oip5"	0.810420109375418	"specific"	"ECs"	1	"D0"
"1527"	"ENSMUSG00000073207"	"Ccdc160"	1	"specific"	"sCs"	1	"D0"
