Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
FAPs,Agt,Mas1,FAPs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,0.561887216676742,0.561887216676742,0.2977810008509988,0.2977810008509988,1.894944226676545,0.2977810008509988,1.894944226676545,0.2977810008509988
FAPs,Agt,Mas1,sCs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,1.32502704269837,1.32502704269837,0.7022189991490011,0.7022189991490011,4.468605567504989,0.7022189991490011,4.468605567504989,0.7022189991490011
FAPs,Agt,Agtr1a,ECs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,1.40380208883996,1.40380208883996,0.02951595783692422,0.02951595783692422,4.734271548971984,0.02951595783692422,4.734271548971984,0.02951595783692422
FAPs,Agt,Agtr1a,FAPs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,10.5347689272172,10.5347689272172,0.2215011631265148,0.2215011631265148,35.52812551257318,0.2215011631265148,35.52812551257318,0.2215011631265148
FAPs,Agt,Agtr1a,sCs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,35.622212767277,35.622212767277,0.7489828790365609,0.7489828790365609,120.1346185165653,0.7489828790365609,120.1346185165653,0.7489828790365609
FAPs,Agt,Agtr2,FAPs,1,1,3.37246367319782,3.37246367319782,1.0,1.0,1,1,3.58248163700329,3.58248163700329,1.0,1.0,12.08178918069185,1.0,12.08178918069185,1.0
ECs,Serping1,Sele,ECs,1,1,11.5417598041587,11.5417598041587,0.01328527708676818,0.01328527708676818,1,1,3.20250548638032,3.20250548638032,1.0,1.0,36.96254909530208,0.01328527708676818,36.96254909530208,0.01328527708676818
FAPs,Serping1,Sele,ECs,1,1,647.188220337169,647.188220337169,0.7449535409126804,0.7449535409126804,1,1,3.20250548638032,3.20250548638032,1.0,1.0,2072.623826350499,0.7449535409126804,2072.623826350499,0.7449535409126804
M1,Serping1,Sele,ECs,1,1,0.321253301182145,0.321253301182145,0.0003697823550015289,0.0003697823550015289,1,1,3.20250548638032,3.20250548638032,1.0,1.0,1.028815459553609,0.0003697823550015289,1.028815459553609,0.0003697823550015289
sCs,Serping1,Sele,ECs,1,1,209.711964252028,209.711964252028,0.2413913996455498,0.2413913996455498,1,1,3.20250548638032,3.20250548638032,1.0,1.0,671.6037160767132,0.2413913996455498,671.6037160767132,0.2413913996455498
