"ensembl"	"FAPs"	"MuSCs"	"ECs"
"ENSMUSG00000000247"	1.73159581530105	0	0
"ENSMUSG00000001138"	9.52005234578611	5.16245796251128	5.0533783944925
"ENSMUSG00000001143"	3.28283861696159	3.86147746756754	3.57392599870205
"ENSMUSG00000001305"	3.94499781824213	1.94521529905313	2.1482660912826
"ENSMUSG00000001674"	9.24730269776365	5.47900137669385	8.38529927458667
"ENSMUSG00000001855"	10.5945232048096	8.81100404398596	8.98835664596177
"ENSMUSG00000002459"	2.16686353563037	0.253553392495375	0
"ENSMUSG00000002546"	26.1065155481272	7.02588754653671	10.3819188096701
"ENSMUSG00000002550"	8.89095561606908	4.45343443290306	2.91423213900378
"ENSMUSG00000002881"	13.4240125437574	24.4337943518394	21.3526519511455
"ENSMUSG00000003135"	6.33918077216437	3.51510120374327	8.87556696478224
"ENSMUSG00000003458"	29.2544654525052	12.0814649233862	21.7262959960364
"ENSMUSG00000003464"	13.0125692310327	8.99857166800748	5.72420110281771
"ENSMUSG00000003721"	15.3035656444091	10.0586551721725	5.06214102973054
"ENSMUSG00000004031"	0	0.632517099727193	0
"ENSMUSG00000004105"	36.3660632429885	28.8937156320897	3.999766893178
"ENSMUSG00000004364"	24.5730380672074	16.8960175146748	31.0251607472896
"ENSMUSG00000004872"	0	0.94648032520052	0
"ENSMUSG00000004880"	10.2124093260525	9.41504936204573	43.7097425330685
"ENSMUSG00000005338"	39.0214983205743	2.78202490670411	0
"ENSMUSG00000005501"	11.3240051559958	10.8708169304653	12.3285359318362
"ENSMUSG00000005674"	1.25280297340323	1.24777686262703	1.18770228081196
"ENSMUSG00000005677"	1.27871763629769	1.53384529277636	1.21750883299939
"ENSMUSG00000005681"	0	0.319932414285314	0
"ENSMUSG00000005763"	0.538247261758098	0.614703973693781	2.11204893088515
"ENSMUSG00000005886"	25.1721979410229	13.9896927713103	20.2356572544206
"ENSMUSG00000006010"	11.2276665927866	6.34717261229072	5.57321227266529
"ENSMUSG00000006299"	15.7548947191201	7.95387704643427	10.137292369866
"ENSMUSG00000006301"	23.9548605460053	12.3070004397467	8.36959040927791
"ENSMUSG00000006412"	2.74278875937124	1.64198989651403	2.02606051099684
"ENSMUSG00000006471"	6.06178667492292	4.87203155391277	5.06056763598964
"ENSMUSG00000006542"	0.96507154895937	0.286094284191263	0
"ENSMUSG00000006576"	3.64707615180978	11.9576793558655	0
"ENSMUSG00000007097"	18.1715425468183	56.1597066389212	0.566777131413654
"ENSMUSG00000007107"	0.567903843086083	0.502190322124709	0
"ENSMUSG00000008136"	5.67379522823902	2.96862986444347	0
"ENSMUSG00000008475"	30.5652242666002	17.8064476382305	60.6652481715736
"ENSMUSG00000009030"	8.80922577773104	4.44372346946909	8.42875660108594
"ENSMUSG00000009418"	96.8554831070163	7.27721476478378	15.9336431302104
"ENSMUSG00000009551"	0	1.56692713010227	9.05523567072302
"ENSMUSG00000009563"	5.65382302317964	2.84565406623937	7.43684330702434
"ENSMUSG00000009614"	1.83629544858338	1.24201734767874	0
"ENSMUSG00000009633"	19.8503447785537	9.51903755704425	2.36460285062995
"ENSMUSG00000009772"	2.95175284365362	0.514941681238144	9.02377010663736
"ENSMUSG00000009905"	8.19955778120137	2.69317725689949	4.30148463223468
"ENSMUSG00000009907"	16.1602444204006	9.43806568991922	21.0159069057781
"ENSMUSG00000010175"	0	6.20344122878328	0
"ENSMUSG00000010290"	3.61669872905013	2.57716708719952	2.44271357452441
