"ensembl"	"FAPs"	"MuSCs"	"ECs"
"ENSMUSG00000009907"	12.9342510177594	12.4419478967428	26.8654677004995
"ENSMUSG00000010175"	0	7.8187441809709	0
"ENSMUSG00000010290"	4.39113510007755	3.57940553793816	2.61962282704751
"ENSMUSG00000010311"	7.64519958259512	0	0
"ENSMUSG00000010453"	9.40433483176703	11.0620785961391	12.9811757972418
"ENSMUSG00000010609"	5.30697185443574	1.75631007497	6.824273988538
"ENSMUSG00000013275"	5.52761776575686	8.20819374394859	4.29713829479826
"ENSMUSG00000013465"	13.4779190911467	8.48639243627906	12.0613163502254
"ENSMUSG00000013698"	40.7874020252692	23.5386807836864	23.1108650235946
"ENSMUSG00000013973"	6.57123747753973	5.95242431509492	6.95575814047059
"ENSMUSG00000013997"	6.77095758947281	6.47678788910716	6.02758447496752
"ENSMUSG00000014602"	0.3559614072725	0.694290679818105	0
"ENSMUSG00000014867"	43.2313461659668	18.6617001538393	21.3990257056297
"ENSMUSG00000014873"	14.9704669061123	14.6235176161632	10.1167725167972
"ENSMUSG00000014980"	13.1101317852369	7.421244961993	3.78605744920292
"ENSMUSG00000015085"	76.7523179563609	2.89823547908971	0
"ENSMUSG00000015087"	12.4219103206442	11.9009986410951	8.42399257008897
"ENSMUSG00000015092"	19.8422520003086	22.7457134726211	20.5323896224128
"ENSMUSG00000015093"	0.857026552209792	0	0
"ENSMUSG00000015094"	58.3579035031081	12.4193191916563	0
"ENSMUSG00000015095"	6.4181480468908	7.25275224654247	5.49673982823762
"ENSMUSG00000015222"	6.59032077677517	29.450492378256	0
"ENSMUSG00000015335"	1.32260202296844	2.00009389913653	2.56881589487877
"ENSMUSG00000015488"	13.3013533142613	6.11601616086771	12.842228250978
"ENSMUSG00000015790"	21.5921472188549	10.5787462889288	13.7438678158329
"ENSMUSG00000015846"	8.26774519914046	5.6262011979742	6.64940320657141
"ENSMUSG00000016181"	3.39043283916111	5.14537733518114	2.23391032260225
"ENSMUSG00000016194"	52.2914305540342	2.33083482018308	0
"ENSMUSG00000016200"	0	0.319904559806835	0
"ENSMUSG00000016262"	25.735082885164	4.71906113692076	0
"ENSMUSG00000016493"	4.23970773589604	2.3062381860194	8.84961309101663
"ENSMUSG00000016494"	293.91255438341	13.7856035218008	27.9007627174468
"ENSMUSG00000016918"	81.9405688576419	24.8048658035811	0
"ENSMUSG00000017418"	12.6332935808682	10.0687131367183	20.356270998228
"ENSMUSG00000018196"	5.66612005016254	3.5390127148145	5.03342339250051
"ENSMUSG00000018199"	10.0742034550674	5.95763539919316	7.8944813674629
"ENSMUSG00000018417"	10.761150881768	44.0558907744845	7.83823364100818
"ENSMUSG00000019230"	0	0.0691204105042827	0
"ENSMUSG00000019699"	19.0281071976846	11.2727472506492	16.7266429967796
"ENSMUSG00000022995"	3.77707716396558	20.7440375515193	11.8255177990496
"ENSMUSG00000023094"	1.6155768155501	0.612919149417374	1.5875906837367
"ENSMUSG00000023150"	25.1022770766621	61.9219423559576	44.5941276901546
"ENSMUSG00000023206"	6.55863850486853	4.9819632317585	4.30510865382479
"ENSMUSG00000025776"	8.09944221624391	0	0
"ENSMUSG00000025779"	0	2.18745892393939	9.6990155688522
"ENSMUSG00000025780"	123.472071580359	10.1069483810622	2.76237334384822
"ENSMUSG00000025781"	53.3136115508624	79.5070656046004	52.2435457403163
"ENSMUSG00000025782"	5.26117737982549	4.52914325501206	5.58675829726258
"ENSMUSG00000025815"	0.926129373611229	1.6132288312819	0
"ENSMUSG00000025816"	9.96578366156873	14.081299279379	7.741815173034
"ENSMUSG00000025817"	6.98105117750187	11.8222696543833	5.48368054628286
"ENSMUSG00000025903"	18.3673929802735	17.7104001046152	32.1634973004679
"ENSMUSG00000025911"	0.875969699616043	0.360902629501505	1.70690923303996
"ENSMUSG00000025912"	1.03069598105255	2.92367394718164	1.23811073587693
"ENSMUSG00000025915"	5.31871342028985	2.51294006567064	13.9274220462181
"ENSMUSG00000025917"	12.8922034324262	17.1297919182277	12.3004249193288
"ENSMUSG00000025921"	5.84772139178806	3.60856510841097	2.88381205644545
"ENSMUSG00000025925"	6.68826869695834	7.54417502223935	8.83330276193169
"ENSMUSG00000025930"	5.08022260100397	4.79150429908075	0
"ENSMUSG00000025931"	1.3154222347795	0.993785814683399	0
"ENSMUSG00000025934"	4.22591574949977	0.163937655756883	0
"ENSMUSG00000025935"	58.618102655272	19.7245295320221	32.3962539051398
"ENSMUSG00000025937"	5.33865544683902	3.9939849232332	2.81786675133872
"ENSMUSG00000025938"	2.24991843280646	1.09284890527543	0
"ENSMUSG00000025949"	10.4051957140376	7.489228354441	10.5199061601079
"ENSMUSG00000025956"	5.17325413834698	3.72531662998917	3.37806730894184
"ENSMUSG00000025958"	16.4003882966475	18.7953775344303	36.6119597489546
"ENSMUSG00000025969"	5.30764142092037	4.87847594642468	23.9735047618377
"ENSMUSG00000025971"	2.52487560675987	2.09956456408192	1.69675408047078
"ENSMUSG00000025978"	7.93892746476393	5.59856355438295	2.50859671891313
"ENSMUSG00000025979"	12.0129523524859	19.4140277055499	20.6685468149189
"ENSMUSG00000025981"	25.3123903461223	30.0490900127723	32.9347975631943
"ENSMUSG00000025982"	54.4656857392847	66.3630659315426	106.587488873436
"ENSMUSG00000025983"	0	0.187235738146884	0
"ENSMUSG00000025995"	9.35637356647262	15.0047112682526	6.64770664451503
"ENSMUSG00000025997"	1.08519574785639	0.852716685442352	0
"ENSMUSG00000026000"	3.72187224861888	2.71555729508926	1.20811898624087
"ENSMUSG00000026003"	12.3571371137132	17.7456606853924	13.6422146361699
"ENSMUSG00000026004"	16.9041516736321	19.3939719885169	40.4062368233212
"ENSMUSG00000026020"	27.3815724589158	47.0348661400041	12.5923440950052
"ENSMUSG00000026024"	2.91466508576834	2.72590300838219	7.1620266389999
"ENSMUSG00000026028"	14.80829907913	13.4254211709355	16.4681654404709
"ENSMUSG00000026029"	3.84008880851547	2.67008315634903	16.2273680957525
"ENSMUSG00000026032"	6.6144747927306	8.06218748265526	5.82216522299897
"ENSMUSG00000026036"	4.51918210701518	3.72710299315384	2.18502933240244
"ENSMUSG00000026037"	4.33661478552989	6.80808324069091	2.88296329473217
"ENSMUSG00000026039"	1.37215532201039	3.13250502840816	0.783006570386885
"ENSMUSG00000026042"	217.550252091188	37.1750687771677	0.970312172610053
"ENSMUSG00000026043"	2160.16680585383	89.9165772364755	0
"ENSMUSG00000026047"	10.0918654821723	7.91020415402029	3.29656304435403
"ENSMUSG00000026049"	1.90784736246254	6.77313169652451	4.47938843299091
"ENSMUSG00000026062"	0	0.855209211913981	0
"ENSMUSG00000026069"	2.74073982950518	0	0
"ENSMUSG00000026072"	24.9072810593093	11.0234782730986	3.52188298829941
"ENSMUSG00000026074"	48.2980401136317	70.0435430346789	46.9980434396249
"ENSMUSG00000026078"	6.35561670374072	5.5984947817059	4.00822432037354
"ENSMUSG00000026080"	1.16337440800014	0	0
"ENSMUSG00000026082"	10.6679043479286	11.3871972763295	8.76543277415954
"ENSMUSG00000026083"	11.7775045554354	14.2140115414269	14.534995243399
"ENSMUSG00000026087"	14.5266898317742	15.6913353120707	10.1161871428087
"ENSMUSG00000026088"	6.95761027072798	4.38668439241444	12.5898752335094
"ENSMUSG00000026094"	6.02443548639355	9.19956694484321	31.2232261998135
"ENSMUSG00000026095"	8.75017291327837	8.26382875173853	8.38298613138536
"ENSMUSG00000026096"	4.73862592428255	4.99042020058119	2.53334844305406
"ENSMUSG00000026097"	1.39921669909525	2.57300389919573	1.81763070967129
"ENSMUSG00000026107"	21.993757461828	11.2954047109232	74.4393596214013
"ENSMUSG00000026109"	13.3703414847855	0	0
"ENSMUSG00000026110"	5.90829115102272	7.35319173435716	30.4176720202415
"ENSMUSG00000026111"	13.4225953975425	9.17826193947709	14.5104182349167
"ENSMUSG00000026113"	12.4959487344574	7.69918227010888	16.9743638346355
"ENSMUSG00000026116"	18.4629887722825	24.9435314237034	25.0601800962632
"ENSMUSG00000026121"	8.44807132847813	4.73901101380298	0
"ENSMUSG00000026123"	2.50889903538978	3.19846229361286	6.90413658617943
"ENSMUSG00000026126"	0	0	2.47219268750261
"ENSMUSG00000026127"	3.68216332943484	4.21673629410244	5.58941631924556
"ENSMUSG00000026134"	4.31480656844861	5.30590764917245	4.73907952697163
"ENSMUSG00000026141"	0	3.12758307110207	0
"ENSMUSG00000026142"	6.11348999525288	4.47384589844318	6.56073794568431
"ENSMUSG00000026149"	1.16475401005925	0.782135564592785	0.886866603300221
"ENSMUSG00000026150"	33.6327515020696	31.780946417589	35.5303927220002
"ENSMUSG00000026153"	7.61507986233308	10.4472929132632	0
"ENSMUSG00000026154"	3.32905609022621	3.13657305035685	0
"ENSMUSG00000026155"	23.2242969822149	16.0246856798498	19.8898397152689
"ENSMUSG00000026158"	6.62499163447302	1.50323469950737	10.0296335989095
"ENSMUSG00000026159"	18.3367347283076	12.4964462689492	15.7196073726071
"ENSMUSG00000026162"	0.947586888637789	0.621168138095323	0
"ENSMUSG00000026163"	0.931568267809814	0	0
"ENSMUSG00000026175"	0.409845488247569	0.273131129675901	0
"ENSMUSG00000026179"	7.78178915387965	7.39928982590795	16.0192445977701
"ENSMUSG00000026185"	380.474608049243	115.399545702156	0
"ENSMUSG00000026187"	3.66456377196595	6.74218111107126	0.734277951854733
"ENSMUSG00000026189"	2.42937194365735	2.27093044104902	0.493952614750263
"ENSMUSG00000026192"	10.2439100642149	12.5074034727267	2.5203937390643
"ENSMUSG00000026193"	379.954067822278	26.63661054454	18.9966555357926
"ENSMUSG00000026196"	0.269790929812263	2.12244322630646	0.383567414549954
"ENSMUSG00000026197"	5.45528772776498	2.55005160386508	4.47595467161519
"ENSMUSG00000026199"	3.71908973036751	2.3737957894477	5.07817435642352
"ENSMUSG00000026200"	7.63244891716858	2.86648747340298	3.35409425413615
"ENSMUSG00000026202"	2.3469285011727	4.94839547142146	9.44546914641021
"ENSMUSG00000026204"	0.436001350936189	0.794707184657245	0
"ENSMUSG00000026207"	1.10717319425314	9.24988670224264	0
"ENSMUSG00000026208"	3.18745537391743	55.908639327308	0
"ENSMUSG00000026209"	13.0411067156376	5.69245791457567	6.87350955998404
"ENSMUSG00000026211"	7.47045458324478	4.01177187847036	0
"ENSMUSG00000026219"	40.4255678586697	39.0633774712538	49.4569981173419
"ENSMUSG00000026222"	38.5029401730341	6.79690887346606	124.300606139541
"ENSMUSG00000026224"	0.312491777278643	0.162608882226802	0.175865346582072
"ENSMUSG00000026229"	17.3896350524487	22.2728496573719	15.3100077853109
"ENSMUSG00000026234"	39.0472367066975	85.4591464104101	50.7160264024768
"ENSMUSG00000026235"	6.63244646469018	1.4513083088773	0
"ENSMUSG00000026239"	11.2523911785978	7.33802472134748	8.68390752048799
"ENSMUSG00000026240"	2.20129549880523	2.29341888848604	1.60295131634853
"ENSMUSG00000026245"	11.6198447957036	15.2100938134032	7.93596821719397
"ENSMUSG00000026249"	166.629366142964	23.3249557901724	2.17699362819391
"ENSMUSG00000026253"	0	0.611556769379398	0
"ENSMUSG00000026254"	19.47860416029	19.1986522346655	17.3859160682014
"ENSMUSG00000026255"	29.9344439081631	0	0
"ENSMUSG00000026259"	3.13145098293724	0.250199738852626	0
"ENSMUSG00000026269"	11.2405457748002	6.57832426081905	16.474071563585
"ENSMUSG00000026271"	1.12573953803873	0	0
"ENSMUSG00000026273"	5.5222340635278	2.31011999487728	2.37001919806694
"ENSMUSG00000026274"	1.9400054621438	0.958196983208897	0
"ENSMUSG00000026275"	2.39698243991792	3.00983705275142	2.96885495871572
"ENSMUSG00000026276"	81.8266135321078	38.7725804431856	43.5053064465707
"ENSMUSG00000026277"	16.5425547092012	10.5893862392421	13.6001062948269
"ENSMUSG00000026279"	4.85254484309032	3.07381629434599	3.45453320419397
"ENSMUSG00000026281"	10.9349864203945	18.2414677831015	5.97705502504976
"ENSMUSG00000026283"	3.01211244925094	3.35897256516479	2.88020818938243
"ENSMUSG00000026288"	0	0	20.5792970059641
"ENSMUSG00000026303"	0	0.313435722602617	0
"ENSMUSG00000026307"	6.63853217481667	3.92639335777252	5.6600932300565
"ENSMUSG00000026309"	13.3783321572097	29.3824440775917	12.2869751512611
"ENSMUSG00000026313"	12.8813944725901	10.4596085074849	11.6833591460858
"ENSMUSG00000026315"	1.60382918557579	0	1.31711695239477
"ENSMUSG00000026319"	14.1397093748946	11.5476023454813	18.3485966873015
"ENSMUSG00000026321"	0	0	2.83217895695143
"ENSMUSG00000026339"	6.47896110553655	5.19653703897058	7.97066293176863
"ENSMUSG00000026341"	45.5722054560857	47.7248144775489	91.2723219779136
"ENSMUSG00000026342"	16.174131881927	6.56387780872684	6.48836312465885
"ENSMUSG00000026353"	18.8161533830526	18.3429990773646	23.7534169242969
"ENSMUSG00000026355"	5.96591371866793	17.0765968757158	8.39528561189805
"ENSMUSG00000026356"	15.7473247530306	28.7229696180925	15.3718646882756
"ENSMUSG00000026361"	10.2702432862502	10.8190191100139	12.3895889164053
"ENSMUSG00000026374"	6.45146512125077	7.22643137459194	6.66025231123723
"ENSMUSG00000026377"	6.00342873986322	9.91156495221159	5.2931274818172
"ENSMUSG00000026384"	3.1902466053715	5.23438757337318	4.46479402926568
"ENSMUSG00000026385"	26.8276356866005	24.7039640710166	19.8178328530283
"ENSMUSG00000026388"	2.49243650540724	1.82682142488558	0
"ENSMUSG00000026399"	98.3078895737103	1.13956927168815	4.72036164112746
"ENSMUSG00000026414"	0	3.81776672147582	0
"ENSMUSG00000026421"	17.1703473863376	32.855896724095	14.2535623076511
"ENSMUSG00000026424"	0	1.02410448232537	0
"ENSMUSG00000026425"	18.8200631284594	12.0618282357579	36.7809469169672
"ENSMUSG00000026426"	12.8297345539939	7.36708863002238	17.4289239954372
"ENSMUSG00000026427"	5.40465015353771	3.74681537666681	6.05717413541347
"ENSMUSG00000026429"	0.253387106069503	0.942314139812584	0
"ENSMUSG00000026430"	2.88729150874634	0.832853711878658	3.21486204315476
"ENSMUSG00000026433"	4.25298227036974	1.64563133384984	4.32266339017673
"ENSMUSG00000026439"	6.3959094601614	5.25048365779093	7.91546562307544
"ENSMUSG00000026443"	6.50174611162457	0	0
"ENSMUSG00000026447"	3.3382147911097	3.40327985013285	9.63575135709976
"ENSMUSG00000026452"	2.20711146035406	0.93460714450986	0
"ENSMUSG00000026455"	4.51883703527753	3.9702331178925	6.05474321681636
"ENSMUSG00000026456"	5.97441834315832	8.9315241352142	23.6244769240727
"ENSMUSG00000026458"	0.174613761207815	0.612073095360854	0.492826174787669
"ENSMUSG00000026463"	24.8717072316134	17.1982992941948	5.36584567192013
"ENSMUSG00000026469"	9.81461425685468	12.4918728612592	27.2087679235374
"ENSMUSG00000026471"	8.55361239572467	2.75950133912637	2.09626241917953
"ENSMUSG00000026473"	55.5381598785203	34.0384078660497	27.6246152905808
"ENSMUSG00000026475"	0	6.83979548425591	0
"ENSMUSG00000026478"	262.357788344995	47.083130009921	16.4941443238866
"ENSMUSG00000026479"	3.82455588274851	0.735789562748875	0
"ENSMUSG00000026483"	36.3872570776369	14.8263173039559	18.6012755299429
"ENSMUSG00000026484"	15.060538723621	13.5883133067598	14.6369517358268
"ENSMUSG00000026489"	3.13875104918578	4.08638747665485	1.53187173482065
"ENSMUSG00000026490"	43.7906324708247	37.9897930774321	8.31854202953743
"ENSMUSG00000026492"	4.74273976006246	7.19089000526876	5.77749531622283
"ENSMUSG00000026495"	0	0.593879994879919	1.06599339812539
"ENSMUSG00000026502"	7.44444271512305	5.7477480964692	4.7443248909941
"ENSMUSG00000026504"	9.54871036745982	4.88271817272967	7.1325498129381
"ENSMUSG00000026509"	50.5654159406738	34.3042487480439	22.6857792222652
"ENSMUSG00000026516"	7.20103722393905	10.0006882935934	7.3463037751659
"ENSMUSG00000026526"	5.76071702840917	8.56735634928412	4.01605442260622
"ENSMUSG00000026536"	59.3922903693282	3.12231299658565	8.60228842817268
"ENSMUSG00000026544"	1.42997056663427	0	0
"ENSMUSG00000026546"	3.42432358208871	1.49747016513885	2.45674388349129
"ENSMUSG00000026553"	76.7725810519284	41.6921898804451	40.5927123039118
"ENSMUSG00000026558"	1.78554738696138	6.18916280767351	2.59050748307096
"ENSMUSG00000026565"	7.58215133414367	10.5699422152843	10.0531724868024
"ENSMUSG00000026567"	0.254234768930795	0	0.361590529517252
"ENSMUSG00000026568"	11.8777858391777	6.10674453954723	8.78872617835095
"ENSMUSG00000026574"	190.831061328767	3.91738099300814	0
"ENSMUSG00000026576"	1.42328457708456	7.19383491243816	0
"ENSMUSG00000026577"	5.61974322471756	3.71270487036309	3.61006784237451
"ENSMUSG00000026578"	1.65439917642421	1.796374298114	2.0325485384018
"ENSMUSG00000026579"	0	0	1.04953393445662
"ENSMUSG00000026580"	0	0	7.69417104994304
"ENSMUSG00000026582"	0	0	3.12570219519085
"ENSMUSG00000026584"	7.88290330735037	5.85694244985863	9.11245795665505
"ENSMUSG00000026586"	56.7813604730342	20.321936190329	0
"ENSMUSG00000026587"	0	1.06827767310417	0
"ENSMUSG00000026594"	3.06454018583227	2.51404629614631	0.166331524535257
"ENSMUSG00000026596"	7.43757874114962	9.23087207171412	9.52838478256267
"ENSMUSG00000026600"	6.17636687317019	11.5558063021517	9.20152291317815
"ENSMUSG00000026601"	0	0.304070315215615	0
"ENSMUSG00000026603"	6.80882856032014	6.75726048392822	2.21408061918231
"ENSMUSG00000026605"	0.955842922671697	3.16304379705407	0.592763587254112
"ENSMUSG00000026608"	6.29225174761982	5.47321293225386	2.68588783073974
"ENSMUSG00000026609"	0.114775107069675	0	0
"ENSMUSG00000026616"	0	0.335398791808148	1.05045664344559
"ENSMUSG00000026617"	4.44379917706445	6.7054463849316	3.2139701686007
"ENSMUSG00000026620"	1.58693902122635	6.89275731602625	0
"ENSMUSG00000026627"	2.29560993638606	3.15602335630198	6.49190184356321
"ENSMUSG00000026634"	10.7278145580223	8.80279407264098	17.0545868861494
"ENSMUSG00000026637"	9.39751165326816	3.60874631611519	3.76379182141894
"ENSMUSG00000026638"	0	0.447413990739765	0
"ENSMUSG00000026641"	3.10913377127137	3.98079395950028	8.0139097169926
"ENSMUSG00000026648"	2.68920033490085	3.32828811022684	7.87356576027624
"ENSMUSG00000026649"	1.38816756544348	1.08320114064351	0
"ENSMUSG00000026655"	1.86877342416205	11.7091387556703	9.86606043009131
"ENSMUSG00000026656"	0	0.505328802531705	0
"ENSMUSG00000026657"	19.062962119984	17.3016956732643	6.93777217803241
"ENSMUSG00000026662"	5.78786760953563	6.45712363447304	2.37732785730534
"ENSMUSG00000026663"	9.93434588395291	10.0685960366822	10.3700634542425
"ENSMUSG00000026664"	10.6284027882675	6.51869299880436	6.30666832972992
"ENSMUSG00000026667"	6.82803094025974	7.00777768313776	14.0205874970823
"ENSMUSG00000026670"	129.818073066923	17.8347529300643	19.0461383458517
"ENSMUSG00000026674"	83.7785677066466	22.7084603972938	0
"ENSMUSG00000026675"	5.78636166116485	3.11388627629831	0.635048864883194
"ENSMUSG00000026676"	25.7464595907285	6.56909452534612	0
"ENSMUSG00000026678"	0	400.416731975384	42.4759154119634
"ENSMUSG00000026683"	1.01282772597076	4.43866955694875	0
"ENSMUSG00000026686"	1.80908746379927	0	0
"ENSMUSG00000026688"	3.625755798326	6.0615655229232	2.04136232147192
"ENSMUSG00000026692"	1.04402942173662	0	0
"ENSMUSG00000026694"	1.60610383725775	2.24725727157297	3.02592478701233
"ENSMUSG00000026696"	25.496579767305	11.9906598465926	22.6094300009396
"ENSMUSG00000026697"	346.92784610755	1.20044089250806	0
"ENSMUSG00000026701"	17.7769119306902	14.9484449692002	16.8835675743125
"ENSMUSG00000026705"	6.30758391118737	4.69130186253646	6.56351775854008
"ENSMUSG00000026707"	3.44895272377528	2.09251355834713	9.25865712850185
"ENSMUSG00000026712"	0	0.202670973443344	0
"ENSMUSG00000026715"	2.64861107438257	2.31456909987399	3.30652267834351
"ENSMUSG00000026718"	18.1779486179757	18.9222480723122	15.4921633623741
"ENSMUSG00000026721"	38.0278715802745	10.2475219010501	18.7486550874396
"ENSMUSG00000026725"	1.11131570090395	0	0.310056159414406
"ENSMUSG00000026727"	43.1963024591925	31.7331286366131	42.1123260958657
"ENSMUSG00000026730"	6.61951111283959	4.88495656253654	0.369395466216929
"ENSMUSG00000026737"	6.78707066762835	4.26282654549505	12.6250683736963
"ENSMUSG00000026740"	21.0143259644022	12.2315908918435	16.2200841088703
"ENSMUSG00000026743"	19.0416765130706	21.9104529536354	33.5059981671836
"ENSMUSG00000026748"	113.084397535735	15.4317791358531	0
"ENSMUSG00000026749"	4.38690672867659	4.85286794366852	10.1490032515757
"ENSMUSG00000026750"	6.16384889637241	9.34313586418343	5.42588368034809
"ENSMUSG00000026754"	8.14610481452756	8.12219035696135	6.99857507339565
"ENSMUSG00000026755"	8.82290492289622	8.30886313676999	7.71744751054694
"ENSMUSG00000026761"	34.7606455625262	35.5412090593822	32.1740664516634
"ENSMUSG00000026766"	17.6362978753893	16.291126466271	7.97655845303036
"ENSMUSG00000026767"	11.6580018689208	13.860141948604	20.7886331519336
"ENSMUSG00000026774"	0.411320248888183	0	0
"ENSMUSG00000026775"	24.7423362012501	23.5259575154478	29.5449658055015
"ENSMUSG00000026779"	1.55611362282427	1.70438667966696	2.26129238846521
"ENSMUSG00000026786"	21.5081116189824	0.537658586266312	2.69338926729084
"ENSMUSG00000026790"	17.9081221461585	11.3831557150953	11.4213212684468
"ENSMUSG00000026791"	3.95017409157715	1.77219485690898	1.42016277433949
"ENSMUSG00000026792"	5.66797787791353	3.22403287416772	3.09986476588866
"ENSMUSG00000026796"	12.4768760234055	13.6329200023255	18.3599376890123
"ENSMUSG00000026803"	3.41362564079599	2.69989761195253	3.90450509494949
"ENSMUSG00000026806"	3.0110304322987	4.43277435730131	1.77054642696764
"ENSMUSG00000026811"	10.5020265817864	3.45699860763769	4.72092744861079
"ENSMUSG00000026812"	6.00196888773516	5.68373235607756	5.97440010849288
"ENSMUSG00000026814"	40.290959532207	11.095858225337	42.6256670268557
"ENSMUSG00000026816"	6.01461439076424	5.8922149094453	4.64525652167409
"ENSMUSG00000026817"	3.91657008859256	0	0
"ENSMUSG00000026821"	8.85669716669318	6.04705391549692	23.7305782922938
"ENSMUSG00000026826"	18.2688056527817	21.1604822574129	23.7923592936984
"ENSMUSG00000026827"	1.91383009243328	3.97369010251366	7.71661348929686
"ENSMUSG00000026828"	0.642510659335889	0	0
"ENSMUSG00000026833"	16.5875804733288	10.89058198289	0
"ENSMUSG00000026837"	165.280757220066	15.4491771498541	0
"ENSMUSG00000026840"	1.52029752856697	0.577426092728082	0
"ENSMUSG00000026842"	19.9837468591373	15.2886125154245	12.2187078920398
"ENSMUSG00000026843"	7.27819134454922	8.29770750003057	3.33242175236563
"ENSMUSG00000026848"	10.9602953608867	7.10960278179459	6.59318944133131
"ENSMUSG00000026851"	6.80535560373486	4.85915480991022	7.81582883674178
"ENSMUSG00000026853"	8.26406103917141	5.06092115912563	7.73778215011883
"ENSMUSG00000026856"	7.41445190755552	3.86299580568553	3.77204068178065
"ENSMUSG00000026857"	5.45053929546832	6.03494163652498	2.72077933997836
"ENSMUSG00000026858"	4.70796490718117	5.68544805196005	0.940398806690796
"ENSMUSG00000026860"	8.06937085179766	5.87633260005795	7.52054292494146
"ENSMUSG00000026869"	5.07222465474431	5.85031299574225	5.44012585989266
"ENSMUSG00000026872"	87.8232220932564	91.3695642323635	32.606012089884
"ENSMUSG00000026875"	0	0.638546760318234	6.19867909622864
"ENSMUSG00000026878"	41.6086100697845	45.3020366082849	53.543872384632
"ENSMUSG00000026879"	4424.99656630824	35.2202845214996	12.1298875011466
"ENSMUSG00000026883"	7.47687721665018	10.1489940698703	18.3932038540255
"ENSMUSG00000026885"	0.399482487826879	0.493531035831375	0.233600874127366
"ENSMUSG00000026887"	6.21540333784125	4.38386103812003	7.45075638860408
"ENSMUSG00000026889"	9.49782957194976	10.0296321222779	18.4015199482116
"ENSMUSG00000026915"	2.98952117295183	2.82559698772064	6.7042925179444
"ENSMUSG00000026917"	5.36037720781231	7.91772719949766	6.21162691198307
"ENSMUSG00000026918"	10.3661213474837	12.707984859062	8.05507769927239
"ENSMUSG00000026921"	1.16420612437452	1.36712615896296	36.9406364918362
"ENSMUSG00000026922"	3.64600432308199	2.01999112160442	35.0810150210514
"ENSMUSG00000026924"	20.1004184770303	12.4142049651021	16.4100603824912
"ENSMUSG00000026927"	25.036031448753	21.1434843485906	28.1629575001953
