"ensembl"	"Inflammatory.Mac"	"Resolving.Mac"	"FAPs"	"MuSCs"	"ECs"	"Neutrophils"
"ENSMUSG00000004707"	36.4357384919246	49.3532121844951	0	0	0	0
"ENSMUSG00000004709"	5.10166367723829	6.75132556716658	0	0	0	0
"ENSMUSG00000004880"	13.2431988846287	17.2014979445551	14.4289046946539	17.1618125121457	32.3721884151763	26.8801104240328
"ENSMUSG00000005338"	0	0.269068977085994	4.31747306585428	2.11835723970203	7.36331973587729	2.02466679969921
"ENSMUSG00000005501"	12.3841471464764	14.977945099965	7.12390401379352	12.8377650969409	12.5807663572924	8.74980904721652
"ENSMUSG00000005674"	2.94776127116444	2.91433438475405	0.530822587032171	1.61879249652017	1.79611750735496	1.26855297662544
"ENSMUSG00000005677"	3.04400491185489	3.08390680887801	1.18814867779283	1.20030406151858	1.61918469514105	1.31103344094559
"ENSMUSG00000005681"	0.955723936318441	3.03530756750247	0	0	0	0
"ENSMUSG00000005763"	0	0	0	0.653126223544883	8.01277561206852	3.85834346171575
"ENSMUSG00000005886"	23.6920181246061	23.258739648942	10.427585082005	16.6772675879714	15.7635655460051	10.5221366718579
"ENSMUSG00000006007"	0	0	0	0.0188693660465846	0	0
"ENSMUSG00000006010"	8.94668178669589	9.63321262903339	9.23034636360134	5.44619576080717	8.51608747547816	5.73051458638278
"ENSMUSG00000006299"	15.0862767082876	16.1471271835301	10.0543234212759	15.711936601212	11.4073913818035	7.83228791471176
"ENSMUSG00000006301"	15.8272472466639	11.8564580919081	8.39196732445319	15.178794966483	15.9657042924777	13.1994144950882
"ENSMUSG00000006412"	2.8297242113745	2.74140422455308	2.83736631148	3.02576319459868	2.09456245900474	1.78057433564235
"ENSMUSG00000006471"	3.61887858522356	5.51307440109686	3.24441050422707	6.02627443017583	4.24555382861506	2.86119326207317
"ENSMUSG00000006542"	0	0.400020063924583	0	1.22146252195104	0	0
"ENSMUSG00000006576"	0	0	2.17508807086801	3.7953585616977	0.0809510187891419	0.188478667669869
"ENSMUSG00000007097"	0	0	0.332816499246296	19.7471470828748	0.889556355190608	1.19013060087024
"ENSMUSG00000007107"	0	0	0	0.680247683166948	0	0
"ENSMUSG00000008136"	0	0	7.2662709499583	1.9960184258651	0.816877356273266	0.427010319924721
"ENSMUSG00000008475"	125.111319836143	119.92665102077	33.7400315269002	21.847226235305	40.885133035352	34.2929472501524
"ENSMUSG00000009030"	6.89647703767845	8.00155619991441	5.38986025801149	6.59460904488507	8.53173706360405	6.00885483932405
"ENSMUSG00000009214"	0	0	0	15.188151700415	0	0
"ENSMUSG00000009418"	19.2355268416272	16.7997751082516	19.403609541706	18.2320338027453	43.6280982719021	28.7287178111925
"ENSMUSG00000009551"	0	1.14723684055814	0	0	9.33344041446658	6.56826001890171
"ENSMUSG00000009563"	6.77498998738403	7.67169613913958	4.05617893730015	4.60233813928573	8.8766497254489	6.99489203415237
"ENSMUSG00000009614"	0	0.317053080599024	2.24021153343821	1.95836949214085	1.2508276323119	0.417872478113873
"ENSMUSG00000009633"	0	0	1.49030185904134	3.82004619565759	0	0.64726932634328
"ENSMUSG00000009772"	21.4149592869459	31.1407970637737	1.71742340934541	1.10706575484928	5.00554468444544	2.01098058308978
"ENSMUSG00000009905"	2.61646625384247	3.81482559334135	4.59097186356942	4.52744255149969	5.19764562227938	3.51350138974043
"ENSMUSG00000009907"	25.2788960014678	28.1969016554406	9.60215719847796	11.1446716113639	17.0856095404447	9.99628532981592
"ENSMUSG00000010175"	0	0	0	11.2952853559917	0	0
"ENSMUSG00000010290"	2.55327436081788	2.73685134327528	2.52045977937095	4.6785434918297	2.91028827705161	1.81492692382955
"ENSMUSG00000010311"	0	0	0.963312465988859	0	0	0
"ENSMUSG00000010453"	7.75773271223109	8.54571748948005	6.22262073194431	15.5473962081085	12.3379938860635	8.78945232155039
"ENSMUSG00000010609"	10.7418973980789	11.5371727425834	2.54564244379724	1.81854906614587	4.8462732810732	2.01744373924279
"ENSMUSG00000013275"	1.78515527122199	2.49712905811562	4.85986108819073	10.6174242717092	6.18231075205849	3.65405974158138
"ENSMUSG00000013465"	6.5591683044639	8.47952913756716	8.60354017491267	9.47212030128778	17.0257321784251	13.3066493256263
"ENSMUSG00000013698"	25.8559892834425	41.116563293896	24.348925343761	25.6491607104993	45.6581947105639	30.4672054790249
"ENSMUSG00000013973"	5.1396515949159	7.08743383391866	4.19718034529543	7.76043245688435	7.25163842034902	3.44569414453531
"ENSMUSG00000013997"	7.23841036468175	6.72523029066521	4.83930202025641	7.75760227036164	7.77521622208669	4.52689066528318
"ENSMUSG00000014602"	0.841074675925154	1.60194701562553	0	1.10603834108045	0	0
"ENSMUSG00000014867"	42.1194184862706	32.3636966067232	81.780541069176	26.3311228149952	20.2124785424177	15.6657444861044
"ENSMUSG00000014873"	12.5010357379397	11.3255296030617	10.8202319708381	17.8637386324756	12.9538448776898	6.3408093680923
"ENSMUSG00000014980"	3.1216038766074	4.96662783199858	12.048822262187	11.5342878240562	8.01779923700513	7.27776915048839
"ENSMUSG00000015085"	0	0	7.67120945061511	4.89953221389471	0	0.297478204897659
"ENSMUSG00000015087"	12.0619562706872	12.0616868821422	12.3736794785618	15.5205753784618	11.6376928120268	7.17667583607684
"ENSMUSG00000015092"	31.8391556849609	32.3754849996475	33.524115791774	33.6216672655272	25.7392902795625	18.147383850835
"ENSMUSG00000015094"	0	0	33.7756324215443	16.4347677012202	27.1327294752938	18.1812110531147
"ENSMUSG00000015095"	6.85229081207363	7.98578310630279	5.44491969659723	7.68470659042621	7.2764681563536	4.86999979533399
"ENSMUSG00000015222"	0.0452054257799717	0	5.1499263710515	36.8495735832952	2.67550454066612	0.828801639154407
"ENSMUSG00000015314"	1.69867288933706	3.78576797694575	0	0	0	0
"ENSMUSG00000015335"	1.91881770180455	1.73152978426007	1.58050421518091	2.10245836581655	4.46364984816305	2.34737069596823
"ENSMUSG00000015355"	109.363461904066	111.059016259952	0	0	0	0.265108329461342
"ENSMUSG00000015488"	7.29299046485813	6.98606739778517	6.63262784779308	6.81756820851321	2.41280159637091	2.77847269980561
"ENSMUSG00000015619"	0	0	0	0.138098436421272	0	0.509125652342211
"ENSMUSG00000015790"	8.9622481308892	15.5005891326058	9.97402333515706	13.5163521737164	14.7126858426947	9.67754852884553
"ENSMUSG00000015829"	0.0238113602628017	0	0	0	0	0
"ENSMUSG00000015846"	10.5246154525965	10.9586127176555	6.23073115095602	6.29949041698866	7.05434705441049	4.08474275206816
"ENSMUSG00000015962"	0	0	0	0	0.499505077676894	0.459588524292387
"ENSMUSG00000016181"	2.38264384759173	2.78772219740767	1.86889755296137	7.62743561196783	2.69264464215165	1.69519301899886
"ENSMUSG00000016194"	0	0	11.1724133847263	1.62182950306128	0	0
"ENSMUSG00000016200"	0	0	0	0.636509793795822	0	0
"ENSMUSG00000016262"	0	0	5.0799317256314	6.70586113675701	0	0
"ENSMUSG00000016493"	0.583938746742756	0	0	2.60321122502843	3.54097546517566	3.04870612724997
"ENSMUSG00000016494"	0.139229399122395	0.341018578847393	53.8973048579944	11.4297039276709	278.944029823705	166.676336384112
"ENSMUSG00000016526"	0	0.626586812259987	0	0	0	0
"ENSMUSG00000016529"	18.492997818269	17.0552542773413	2.79599918485837	1.24148519062371	1.48305634497952	1.06819889108717
"ENSMUSG00000016918"	0	0	38.9004826662235	33.1843949046837	10.4710686183363	6.98265423581927
"ENSMUSG00000017418"	20.1809235391524	30.8484015687691	10.4824502295429	16.6428915064878	13.4607834838794	10.9565482093092
"ENSMUSG00000018196"	5.53648201474613	3.67683916833226	3.35751350181064	4.31717778741761	5.65987975585136	3.50403575138733
"ENSMUSG00000018199"	2.95667996734302	2.92639482011193	5.92186696814867	6.76330094791737	10.2785140902904	6.00583341382386
"ENSMUSG00000018417"	0.61111936143154	0.290124107855557	14.1672796739175	39.0424349002041	54.2793944599998	41.549748053419
"ENSMUSG00000019230"	0	0	0	0.111001405756864	0.187053703347461	0.0196245753808624
"ENSMUSG00000019699"	8.5225757948814	10.7234356700086	8.84495514835227	15.1091370316145	24.5202701389129	16.8185749782105
"ENSMUSG00000022995"	0.400209036603846	0.323741443659559	11.2084709683219	28.3705857525898	18.0998167210486	15.1261146869954
"ENSMUSG00000023094"	1.29044039870965	1.88409630620236	1.58352551264741	0.750994759285975	1.98409070426001	0.912436640806182
"ENSMUSG00000023150"	54.2392987595024	86.2218958769266	24.573644010936	79.2231058081833	39.4710784211811	22.8192606549911
"ENSMUSG00000023206"	2.2969174752461	2.95642863749525	8.82870580155788	4.66397411923908	4.73653630557478	4.84776526631231
"ENSMUSG00000025776"	0	0	0.259832804826868	0	1.56679927711753	1.35114275022081
"ENSMUSG00000025779"	24.4550626448665	22.2590509332975	4.27098499671465	2.06286458560566	10.2313951581383	6.08441519206073
"ENSMUSG00000025780"	0	0	8.52362398741119	14.5588333568708	5.46110550662702	1.97080597381841
"ENSMUSG00000025781"	101.09991219706	103.331238726646	89.439894336914	110.342287354233	53.5892651028135	44.106856853706
"ENSMUSG00000025782"	4.88246137592302	4.45017289963356	2.91894604969487	4.6526586498932	4.90642829161173	3.2407728589699
"ENSMUSG00000025815"	0	0	0.25450802568133	1.5376919730102	0	0
"ENSMUSG00000025816"	6.25822796366566	9.94827648633835	8.62642220235357	12.2429114086606	7.55177110260236	4.96890682209322
"ENSMUSG00000025817"	7.12782034087467	7.39258462111972	12.1040309787555	14.4760342357106	8.73468928264801	5.39094723276377
"ENSMUSG00000025902"	0	0	0	0	44.0089080555071	33.865560215072
"ENSMUSG00000025903"	34.8011945070496	27.3450980767163	28.5579213784474	22.1524275073076	32.1029806097861	21.3530354963524
"ENSMUSG00000025911"	0.364715491560689	0.492753554825884	0.672991760099494	0.54826276762516	2.31702747244654	1.53408671814111
"ENSMUSG00000025912"	0.555942281091193	1.31193553696365	3.20431735420373	4.41579609439136	2.58624733006339	2.10868179492668
"ENSMUSG00000025915"	37.7121517194404	41.8968466613539	3.52210023657288	2.8781292549665	8.20893090922807	5.89802060626088
"ENSMUSG00000025917"	20.228082030679	18.4064738255587	24.9981999845524	24.9556589883505	16.6783950017434	12.4291492104332
"ENSMUSG00000025921"	1.66427312363924	1.54491200142731	12.8156482325916	5.45279920859589	2.70980912342881	2.22819689350609
"ENSMUSG00000025925"	5.3258999371866	6.82791884702184	8.89766756774342	7.94928461295682	10.8662609767999	7.20276596459447
"ENSMUSG00000025930"	0	0	0.689650797403263	10.1297608584115	0	0
"ENSMUSG00000025931"	0	0.335523171846769	1.64916622030993	0	3.99076333119417	2.15755290679021
"ENSMUSG00000025934"	0	0	0.258217066249199	0	0	0.0518846910188082
"ENSMUSG00000025935"	77.6682708600651	58.0488553563836	68.2206743907889	23.807157146145	31.7427655108006	23.5787298076348
"ENSMUSG00000025937"	5.90509821018748	5.62212981925072	3.34819229815127	4.25806950167373	2.9532690742379	2.06023025358365
"ENSMUSG00000025938"	0	0	1.44080689676882	1.22636832257564	1.12629344955522	0.387341368588823
"ENSMUSG00000025949"	19.8943675468803	20.0947916607678	6.31720560494535	8.48856670402224	10.2193547687286	7.2425476730854
"ENSMUSG00000025956"	2.21411470112917	2.77632942592715	4.60050901207235	3.58898644660954	3.97201293638075	1.60203810864619
"ENSMUSG00000025958"	24.6937360577444	27.8449554366797	12.1465798296788	20.5058134591613	32.2740750077132	13.8443367312214
"ENSMUSG00000025969"	22.938662210862	13.2448557018721	14.6566037714556	4.55922139607258	64.2012754864048	32.94198910647
"ENSMUSG00000025971"	1.80892324854609	2.18342641822572	1.37893370554882	3.03740875499825	2.23579527673041	0.875090637103844
"ENSMUSG00000025977"	0	0	0	0.368622230913981	0.878471454086586	0
"ENSMUSG00000025978"	0.712467913943689	0.783374642703392	5.74506762624178	6.02349782720904	4.11202845513987	2.15021351351448
"ENSMUSG00000025979"	15.1232018121698	15.7157109142526	9.80996427113572	18.3901829135172	17.0725105018439	12.8118974422175
"ENSMUSG00000025981"	43.2778339036553	50.9465131393568	20.9303717008225	27.9063512976885	18.8708208163956	14.3659931939106
"ENSMUSG00000025982"	91.0125257238273	99.229423969826	55.6159584407941	75.408758791673	79.5888551560192	53.013847804919
"ENSMUSG00000025983"	0	0.183939705700469	0.303022341198394	0.432484848686055	0.41396822747525	0.212321635430892
"ENSMUSG00000025995"	6.52530241531263	4.22293076515504	18.2773067053751	18.2140894946469	5.70214227020188	5.96023735511717
"ENSMUSG00000025997"	0.7093635752263	1.43378506307539	0.757950597448583	1.36452027346317	0.134834005855348	0
"ENSMUSG00000026000"	0.850599782204252	2.04724329573697	1.84048834585348	3.24635620150932	1.36531241473994	1.40677813969223
"ENSMUSG00000026003"	15.6956799905539	18.6913367885921	16.8552111438638	27.3382392315524	16.3467033281852	10.6668538370167
"ENSMUSG00000026004"	40.6478099236092	48.3160310649411	10.1460298180117	26.6115577298526	17.1547783106964	16.2990139582694
"ENSMUSG00000026020"	10.6594022010153	9.1484553542172	34.6793749857635	58.6675901558253	15.8841753964292	13.8321558258601
"ENSMUSG00000026023"	0	0	0	0.248758074803613	0	0
"ENSMUSG00000026024"	5.62759653007681	5.48590432934743	2.01617743408856	3.76230420473092	4.5163903868873	3.44888235475455
"ENSMUSG00000026028"	11.3131814592811	10.2006172986186	10.9249574058333	16.7620134319543	15.1564790456829	11.9371251549232
"ENSMUSG00000026029"	24.9552759571288	27.8189326750289	8.2225835564244	3.52295213558459	22.4689829938359	15.9137539609411
"ENSMUSG00000026032"	11.515269275033	12.1886681856527	8.58005512973155	10.628895478514	7.81499022753688	4.22195882212924
"ENSMUSG00000026036"	2.05787912171963	1.60725284313657	2.87587809037256	3.54632317079606	3.07425290936514	1.94190507667398
"ENSMUSG00000026037"	3.86182233109858	3.28520885935142	6.37013640918579	8.94221934263128	3.47867986775113	3.38485109651433
"ENSMUSG00000026039"	1.19980456832839	0.772457407356787	5.66172877266009	6.31393402544079	7.54429899029578	3.26913356333639
"ENSMUSG00000026042"	0	0.139134914471384	194.463039258355	53.3222331561289	7.39831492823704	5.70054958080055
"ENSMUSG00000026043"	0.443756546767467	1.20967780837969	985.411543362938	109.468251615701	20.5492112728621	17.5796401248952
"ENSMUSG00000026047"	3.56519004035196	3.98047522682426	12.911796655928	10.8290191003133	6.83148820586225	4.59735027669536
"ENSMUSG00000026049"	6.21414372515499	7.26746778527644	7.92080452191568	10.9546024650152	3.90706737967648	3.46970541139376
"ENSMUSG00000026062"	0	0	0	0.57989338856207	0	0
"ENSMUSG00000026069"	0	0.549692375627552	20.8323460610387	0	0	0
"ENSMUSG00000026072"	0.289509678950694	0.355955655560954	80.3774915008784	13.0083678131839	17.9402206690813	10.0097900643193
"ENSMUSG00000026074"	32.4126034168166	32.1063993132782	46.9466891666209	87.1912589068553	72.370025039202	42.6139834756085
"ENSMUSG00000026078"	5.49134296097188	5.14720017322699	4.70672187228046	5.75025360609643	3.61432544860933	3.80686662473133
"ENSMUSG00000026080"	0	0	1.23381774735603	0.138684581464559	0	0
"ENSMUSG00000026082"	8.49224571393228	8.2748815339888	7.18880821008994	10.7577634016011	8.8513225080137	6.73483682574486
"ENSMUSG00000026083"	21.0311728350026	20.2012166331301	15.8305333999067	16.725981266896	15.3024433231326	11.0177857652436
"ENSMUSG00000026087"	19.44100613467	21.8383391305473	18.6001381798204	19.3058442409268	13.9064719517023	8.16056841602304
"ENSMUSG00000026088"	7.17426202234376	9.40614492763738	7.5547471686366	3.67406583323789	15.2468553796001	11.6169566066783
"ENSMUSG00000026090"	0	0	0	0	0.391088929232214	0.195905894193546
"ENSMUSG00000026094"	51.3385125370261	64.5606127774392	7.19087784448908	15.690486439389	6.90376167332542	5.8041994300639
"ENSMUSG00000026095"	15.9177309173686	14.8644734789282	15.054974926472	10.4617469576873	7.97251044141932	5.64863535181326
"ENSMUSG00000026096"	2.08986806319526	2.17153441929154	3.64409853749906	4.27342005447019	2.61801627129092	1.94260276399535
"ENSMUSG00000026097"	6.57295286326964	6.63997266474623	2.51315057490599	2.84093284054727	1.42023388136884	1.15806053685797
"ENSMUSG00000026107"	49.5484374053157	72.4692121512282	10.6075711615198	12.91762058169	24.540558155907	30.188841221836
"ENSMUSG00000026109"	0	0	7.05081039835547	3.35122794656765	0.593849302365508	0.365182928998453
"ENSMUSG00000026110"	14.0427213272305	23.1444548540482	2.23411579668233	7.00288041609994	36.071410148399	28.303850791371
"ENSMUSG00000026111"	12.9301105507534	15.741839066478	12.2447961986398	8.81751934744279	18.2879387064094	10.3121139494834
"ENSMUSG00000026113"	19.3375257838973	24.1847923153526	4.45894986922629	10.8794300470892	11.0460210665442	6.99144004230655
"ENSMUSG00000026116"	30.3644225335016	33.9353132306801	12.89053079099	27.4270261541498	25.2601449783685	16.5671001089574
"ENSMUSG00000026117"	0	0	0	0	0	0.341938705453286
"ENSMUSG00000026121"	0.48627461695758	1.04358432331247	3.30306142448697	7.94338605002174	15.7019104114038	10.0649142465609
"ENSMUSG00000026123"	26.4388105181927	28.4382493877398	2.07351938732392	4.09198117755141	3.89214974878884	3.56687927368378
"ENSMUSG00000026125"	0.234599188863269	0.44892617714345	0	0	0	0
"ENSMUSG00000026126"	20.0503967485708	28.2914032129246	0	0	3.86055948948051	1.32750995792039
"ENSMUSG00000026127"	7.26339527016409	6.487192817485	3.73180252956378	4.92225482480946	4.36249251157638	3.33480355631845
"ENSMUSG00000026134"	4.17178423599176	5.95345510853844	11.179103348943	7.82657569125936	1.74993035716996	3.5273995137804
"ENSMUSG00000026141"	0	0	0	5.66429056399087	0	0
"ENSMUSG00000026142"	4.15044593322768	5.54991359617115	3.15342594698033	5.46899256945335	4.1146446126227	3.88934851539136
"ENSMUSG00000026149"	0.792840504477772	1.16090186215611	0	0	1.58148816684191	0
"ENSMUSG00000026150"	36.8815713058561	35.3251929399218	28.0665557177998	33.1684406106594	34.0438164222044	22.105012876087
"ENSMUSG00000026153"	0.546756047759203	0.755146629728622	5.41711245210647	10.9792451540361	8.69835682275095	4.8538198400569
"ENSMUSG00000026154"	4.8482913616724	5.43373108954953	4.41239547266982	5.37328606665828	3.79721746587551	2.5033133709617
"ENSMUSG00000026155"	20.3968117246483	17.7429928407296	19.0871183249319	19.6898885420979	17.2719067293438	10.8126031606912
"ENSMUSG00000026156"	0.816677707759447	0	0	0	0	0
"ENSMUSG00000026158"	11.5786518072666	12.2648739170706	4.4711075518718	2.08370735743962	3.73875395463315	2.72507135138245
"ENSMUSG00000026159"	25.8169005638422	16.0843803052906	19.8527369426746	14.7888470471108	16.3916726559303	9.86103689372601
"ENSMUSG00000026162"	1.35730186845468	1.37124038680668	1.1990300649185	1.03905110322111	0	0.878976715566781
"ENSMUSG00000026163"	0	0	2.32064752475882	0	0	0
"ENSMUSG00000026166"	0	0	0.81236859118897	0	0	0
"ENSMUSG00000026175"	0	0.651182295570964	0.402898851427995	0.482005087025023	0.6206453101861	0.486129610733894
"ENSMUSG00000026179"	5.92240522927988	5.68111554606674	3.63222961429706	10.4403007540499	19.587999568442	14.8626492766829
"ENSMUSG00000026185"	0	0	17.3928794945241	246.001089579183	12.6730426127233	12.9413435299127
"ENSMUSG00000026187"	0	0.482846099857829	5.51911214749544	13.8854141954768	0.352759243946916	0.670749517979185
"ENSMUSG00000026189"	0.599430525932951	0.698064503780886	1.92770591878869	2.97650402741874	0	0
"ENSMUSG00000026192"	10.221466848815	7.19572237757105	25.6319440329337	16.6331844980842	4.40971878459001	4.70400025294359
"ENSMUSG00000026193"	124.704849261112	39.3596523797394	330.770233336439	21.7135627023294	39.5081721297966	22.4013115348323
"ENSMUSG00000026196"	0.867424582388713	1.04962859006213	2.03721664760458	3.43537429820042	0.875230716202876	0.673063869261891
"ENSMUSG00000026197"	5.81594395049959	6.36177868451146	3.25549510401545	3.2895721890863	4.16077339078806	3.12101013639069
"ENSMUSG00000026199"	3.9862715971882	4.93584499795108	4.6842400259476	2.67801309619557	2.76347781532329	2.56182263737719
"ENSMUSG00000026200"	4.50537239028871	6.61744259092516	7.78118531104918	4.25677633803034	6.23158005240958	3.48002098195969
"ENSMUSG00000026202"	12.3121040526039	10.4191111520562	9.59962542786028	8.9242677957679	2.06640393887546	3.25287489916786
"ENSMUSG00000026204"	0	0	2.07677791295509	1.53361562210516	0	0
"ENSMUSG00000026207"	0	0.50685752810836	1.17037977597725	12.1979443885601	0.33361805335593	0.57726530383143
"ENSMUSG00000026208"	0	0.598623124333653	5.49542875029963	88.3057752991656	1.64093634629013	3.06828658909413
"ENSMUSG00000026209"	6.68963850989877	7.45622468959361	14.1904828628829	6.29530220955944	8.97402045643623	6.55149637678029
"ENSMUSG00000026211"	0	0	8.39173890683255	5.06684417604538	0.21733893710976	0.250888233773059
"ENSMUSG00000026219"	61.2802965807706	60.2225179119845	37.1053801701862	48.9833162141387	49.2822697421211	32.3390349863446
"ENSMUSG00000026222"	103.596698371101	176.624401284355	23.1281700974622	6.88400146061039	138.308215938639	82.2138973494487
"ENSMUSG00000026224"	0.0568622841008955	0.265365023711889	0.397017294834279	0.0739714551431834	3.39437414384758	0.985026809361796
"ENSMUSG00000026229"	32.5376132598996	21.0143337105896	34.9169638692898	32.0852550041016	21.8103345386141	17.8982188953916
"ENSMUSG00000026234"	64.6588717865507	69.1065706813238	114.87714628659	121.750969467302	44.4674795219597	39.4480990829152
"ENSMUSG00000026235"	0	0	1.83240741284493	1.65502685291085	10.3792757903497	5.8392634676081
"ENSMUSG00000026239"	7.63680973505368	7.82513620790579	8.82044181005315	10.7029309451364	12.1431045524192	8.22602806094971
"ENSMUSG00000026240"	2.98423433841383	2.49357040571967	3.06421762891391	3.4237090114725	1.92718173298939	1.44167849478054
"ENSMUSG00000026241"	0	0	0	0.572263887465389	0	0
"ENSMUSG00000026245"	17.7643326523986	11.7518683431226	18.5075551239511	17.6130706176527	14.2157639476305	9.49374105622321
"ENSMUSG00000026249"	2.16426397278295	5.22776632739534	34.3495240739955	28.7779208691425	3.17335731216798	5.04333956249106
"ENSMUSG00000026251"	0	0	0	7.32800304491783	0	0
"ENSMUSG00000026253"	0	0	0	4.74335380641324	0	0
"ENSMUSG00000026254"	24.7095656148514	25.9269609096643	30.7085642007662	28.4443440965905	17.2353229243449	11.5557587578515
"ENSMUSG00000026255"	0	0	1.85094389882193	1.73409314476011	2.0529927416613	0
"ENSMUSG00000026269"	16.1716150030241	15.6823010125259	3.50369481069696	7.52339582359083	15.4663380448307	11.7861035231727
"ENSMUSG00000026271"	32.3966560139643	35.1120223494613	0	0	0	0
"ENSMUSG00000026273"	1.87002076016538	2.56101126297241	7.46333155844379	3.00156078221548	2.537009091383	2.20946057493167
"ENSMUSG00000026274"	0.272835587869887	0	6.08092257300883	1.76335096942724	1.31540737082776	0.744781735878667
"ENSMUSG00000026275"	2.26944689700813	2.81993198276234	5.73882015204023	3.10852438276041	1.97919185434839	2.07570823801281
"ENSMUSG00000026276"	31.8744631568233	35.3753297616562	42.5501074039797	51.8122828513212	59.7040512008084	51.7193387550942
"ENSMUSG00000026277"	6.75882496272746	7.72867767355193	9.45221703043737	11.4814289656575	19.3583612812647	11.9005748815752
"ENSMUSG00000026279"	2.02106441161523	1.77404572534184	2.7471630408706	3.42022090108812	3.55204978269337	1.62314716908391
"ENSMUSG00000026281"	5.46496769233571	5.69216672409128	16.7671050121395	24.2477562245248	10.0495824534736	4.60146703880634
"ENSMUSG00000026283"	2.61062209477632	3.10319947882422	2.76625338684962	3.69770489331098	2.14921104741368	1.66769154614941
"ENSMUSG00000026288"	80.7535194176533	93.0027370568337	0	0.107999636027164	11.3747865472974	7.90778457874458
"ENSMUSG00000026303"	0	0	0	0.400413930357074	0	0
"ENSMUSG00000026307"	6.76469941911943	9.06895893734124	4.464057356726	4.68913236529446	4.63904406258014	4.47021044499054
"ENSMUSG00000026309"	7.52898729296916	7.78134671185312	9.5380196258937	17.032316578424	10.542882371271	6.76499654538865
"ENSMUSG00000026313"	8.56361363417371	5.07310384123782	5.19611945699567	10.9846604194538	6.17842450319893	5.81996772216144
"ENSMUSG00000026315"	11.5434186478839	14.5988459675554	0	0.743209973424738	1.54962139416439	0
"ENSMUSG00000026319"	17.885827768826	22.4649194484914	8.01963104969483	11.9965695743947	18.1073868307541	10.6043944786871
"ENSMUSG00000026321"	30.1777423858709	28.2997291844685	0	1.0318017576463	2.20240712079034	0.964085997011701
"ENSMUSG00000026339"	8.99861345273554	8.95869320005999	5.547601738299	5.52331812136781	7.81239846105228	3.79507309312477
"ENSMUSG00000026341"	274.680439828317	309.901371682856	84.1193215857562	58.1630674365644	77.186747514339	63.7790571023879
"ENSMUSG00000026342"	12.4600777923043	12.5320978986307	12.7956406849351	7.45406138062278	7.63523668331866	5.71521688308048
"ENSMUSG00000026347"	1.92859410646157	1.7026021660057	0.296708138235376	0	0	0
"ENSMUSG00000026353"	23.6257992917862	21.6833537930682	22.3867943425942	23.8235088999249	18.2696995461855	12.6576972409495
"ENSMUSG00000026354"	0	0	0.363843833243638	0.419797099139572	0.566303705185654	0.318236734005192
"ENSMUSG00000026355"	16.9959136738766	13.3989363703525	34.307441712258	29.7410515778906	16.3643886169725	13.5841413018445
"ENSMUSG00000026356"	23.4933068752551	20.2177652281743	28.4883999695293	37.8209449010141	18.7700373890263	15.6358725769206
"ENSMUSG00000026357"	9.27583657147134	10.5494129590853	0	0	0	0
"ENSMUSG00000026358"	95.5501569443897	102.742650887211	0	0	0	0.20607022876147
"ENSMUSG00000026361"	9.32387627651929	7.57705561463042	6.29932203341673	12.3175009268173	7.99775948859829	7.82181244194598
