"ensembl"	"Resolving.Mac"	"Inflammatory.Mac"	"FAPs"	"MuSCs"	"ECs"
"ENSMUSG00000010290"	0	2.44256998594311	4.68777892025521	2.23807098048022	2.32828052258614
"ENSMUSG00000010311"	0	0	2.20473230190569	0	0
"ENSMUSG00000010453"	7.8892579071001	6.97833350066348	9.03446565409813	5.65357990617649	10.685478454929
"ENSMUSG00000010609"	13.1349805945193	13.8998699374613	4.31235448164892	0.792616600894389	5.43456751968899
"ENSMUSG00000013275"	2.66457165671089	1.72423447118585	7.45485944080264	2.31333059365794	4.85812722766572
"ENSMUSG00000013465"	6.67911657167496	8.44482525631393	18.2147040196497	4.53592990897787	15.8184834849951
"ENSMUSG00000013698"	24.7734028556923	22.5416075731551	31.1698301996098	11.723981220836	46.9230865578341
"ENSMUSG00000013973"	5.77233274699208	6.00139679186341	5.55361691411286	3.02988647357088	9.44777176571669
"ENSMUSG00000013997"	6.60998313183577	7.31410229865714	5.17529311221855	3.75698769487419	5.5767027372865
"ENSMUSG00000014602"	1.04766844117671	0.333622639646203	0	0.0742514333607103	0
"ENSMUSG00000014867"	45.1487900267161	51.1441204898322	107.106196523854	16.0744894997363	23.5058293916706
"ENSMUSG00000014873"	11.2942789293773	10.4922908450959	16.6364414198304	7.50253405797492	10.2702067303031
"ENSMUSG00000014980"	3.45459179345857	5.82406959871581	13.1727353787687	6.02877106052032	7.6369062292275
"ENSMUSG00000015085"	0	0	21.0769990885995	0.740712089944902	0
"ENSMUSG00000015087"	12.9287562632259	12.5774014415009	16.5950734182312	6.61289056278894	10.8832330478469
"ENSMUSG00000015090"	0	0	0	0.782231704393789	0
"ENSMUSG00000015092"	32.4623791853897	39.0293530577158	26.4950558040779	18.9270068872589	20.628700062421
"ENSMUSG00000015094"	0	0	45.2004431844381	5.34660695260695	25.9153922838306
"ENSMUSG00000015095"	8.08369592365281	6.83278908687861	8.0336419857578	3.15405108914083	6.52670759347705
"ENSMUSG00000015222"	0	0	3.04211801711072	10.4975954855034	0.127190835680878
"ENSMUSG00000015314"	1.70502525668197	1.68038066281674	0.0348004919034214	0	0
"ENSMUSG00000015335"	2.0428972998845	2.72928135373274	1.9988939832211	1.4901383266526	3.71585390284849
"ENSMUSG00000015355"	109.589781038544	115.390847702204	0	0	0
"ENSMUSG00000015488"	9.56802517800268	6.08803115859144	14.1795498618835	2.76456429644769	3.73333174032846
"ENSMUSG00000015619"	0	0	0	0	0.467557910408822
"ENSMUSG00000015790"	11.2350255948767	10.0704141370874	17.8458542336468	5.62783852169457	12.9704660074644
"ENSMUSG00000015846"	10.5124410725854	11.2754215377872	9.71128864862969	2.86202444636725	7.0305115150989
"ENSMUSG00000015962"	0	0.960400185990039	0	0.40561591355374	0.751400691496753
"ENSMUSG00000016179"	0	0	0.415731621590449	0.186043492290375	0
"ENSMUSG00000016181"	1.28717977671326	2.50711899784967	2.46812522079316	3.10796438318052	2.83004401285609
"ENSMUSG00000016194"	0	0.246433331739752	9.25876547492379	0.496022948228222	0
"ENSMUSG00000016200"	0	0	0	0.514051402965428	0
"ENSMUSG00000016262"	0	0	29.9900381949311	6.03202796007093	0
"ENSMUSG00000016493"	0	0	0.848442928349793	0.537108287189829	3.27826527842277
"ENSMUSG00000016494"	0	0.342992568415489	55.0741149685622	2.31642247169294	249.144208176637
"ENSMUSG00000016526"	0	0.804155317635018	0	0	0
"ENSMUSG00000016529"	20.1639257694168	15.2218042348489	3.26280909357903	0.500438494667434	0.790676095196317
"ENSMUSG00000016918"	0	0	95.4965989613058	10.9608651512844	14.9776873981083
"ENSMUSG00000017418"	19.5331240326953	12.6301546485426	19.4828804641399	5.44735683921548	16.0266638271097
"ENSMUSG00000018196"	4.44594907438072	4.21660126804345	3.62473062016958	2.1142130910012	4.71398538230603
"ENSMUSG00000018199"	2.31145574859111	3.17753002126902	8.78174052902289	4.16779365872611	8.72810719701214
"ENSMUSG00000018417"	0.494866436364265	0.848625629383919	21.9535127386556	12.0755095164494	51.850192672043
"ENSMUSG00000019230"	0	0	0.254357523892795	0.0269546888255379	0
"ENSMUSG00000019699"	10.0555732307617	9.47250643529727	19.6636764427646	5.67715110587559	24.7478675500258
"ENSMUSG00000022995"	0.128073332084676	0.1068290352571	17.8415502712387	11.4472222515842	18.0648725022475
"ENSMUSG00000023094"	0	1.9010569851444	1.91557242032587	0.524576533806291	1.37000436113282
"ENSMUSG00000023150"	60.9034744374231	42.8635999852534	38.6988180646107	43.4525033646221	35.243441998177
"ENSMUSG00000023206"	2.45081016781309	1.24586829951482	8.88944125147127	1.42817682157789	5.00977517541942
"ENSMUSG00000025776"	0	0	0.957899324482678	0	1.91440869310849
"ENSMUSG00000025779"	21.356840763206	25.7644367482522	7.04079773322692	1.29006785500521	10.7374861141092
"ENSMUSG00000025780"	0	0	19.6098026441388	2.62148871922778	3.23462984359681
"ENSMUSG00000025781"	104.437085815685	117.747368392775	86.1864871764934	74.6110632178359	54.5525351317505
"ENSMUSG00000025782"	4.48422051534131	5.36312658119481	3.3224321424313	1.98721160334855	5.12949462845936
"ENSMUSG00000025815"	0	0	0.93840918646775	0.567634800548821	0
"ENSMUSG00000025816"	6.7545826510093	8.0997161396172	12.1381798275293	7.91367822233432	10.0170554138019
"ENSMUSG00000025817"	7.54308314069555	11.4727746331479	10.2286733654121	7.1398232878227	6.97641526757024
"ENSMUSG00000025902"	0	0	0	0	43.2894549219084
"ENSMUSG00000025903"	36.8223160409271	38.4262840369893	25.7242461523913	13.0882491198844	31.4791785114304
"ENSMUSG00000025911"	0	0.559838901609438	0.764180576080527	0.197095930716279	2.04246740563068
"ENSMUSG00000025912"	0	0.854868044625838	2.11140857196668	2.67309980567721	3.09423954840505
"ENSMUSG00000025915"	40.2380871720084	33.8188368453155	6.0611954570422	1.09688855676296	8.11226219230539
"ENSMUSG00000025917"	23.1743009756792	30.8306323205098	22.3996920047127	14.9600850720441	15.6816499604466
"ENSMUSG00000025921"	1.64277241006772	2.11422893891095	8.72823813945353	2.20084425102488	3.200142921093
"ENSMUSG00000025925"	4.48835334284862	4.8830251829989	9.26210015196389	4.62267639450437	9.4085123712236
"ENSMUSG00000025930"	0	0	6.75780960832591	3.65299741322983	0
"ENSMUSG00000025931"	0	0	2.65245360102692	0.675665689632913	2.82473995534381
"ENSMUSG00000025934"	0	0	0.110910625133525	0	0
"ENSMUSG00000025935"	77.8088767467846	85.0340655065111	90.0057291709269	15.6876543439395	33.7145324782287
"ENSMUSG00000025937"	6.17819545541831	7.41784715730378	3.37791729660487	1.55435185967083	2.45607718577701
"ENSMUSG00000025938"	0	0	4.59633354760814	0.417196170767411	0
"ENSMUSG00000025949"	19.4088839448081	20.5086548456257	8.65865183253113	3.78225268003596	9.63177938945111
"ENSMUSG00000025956"	1.903632068621	2.01026191515522	7.12364895177493	2.52930552456424	2.2868345674676
"ENSMUSG00000025958"	27.6446802743743	21.4716785354301	22.6473296944532	10.2852259764395	23.4410561784037
"ENSMUSG00000025969"	20.8993781078458	39.8695375459458	10.8039332891305	2.1521300675325	54.6972304867492
"ENSMUSG00000025971"	2.10477275379257	2.59184911808	1.59827636982882	1.7071272645606	2.24626708947046
"ENSMUSG00000025977"	0	0	0	0.273522510726704	0
"ENSMUSG00000025978"	0.492950568259809	0.483473827485233	9.49907752802252	1.60132418157842	2.18187423027165
"ENSMUSG00000025979"	19.031755100446	19.9788619368411	13.2250183962059	9.9097328446192	15.2668131936298
"ENSMUSG00000025981"	48.5551374822302	35.0831392964001	24.6154443397347	10.6129576709974	18.2632674485394
"ENSMUSG00000025982"	109.426616246246	83.8444475967475	71.9326112144087	33.166258350587	78.8916172535319
"ENSMUSG00000025983"	0	0.0941474702662387	0	0.178100507574881	0
"ENSMUSG00000025995"	6.60421676443268	9.23879961688395	12.4572647066992	9.13944111029795	7.69543906213298
"ENSMUSG00000025997"	0	0	3.76275219532522	0.429372131033684	0
"ENSMUSG00000026000"	1.1972483446149	1.45122545221767	2.60872902032709	1.2795362517237	1.25876895784441
"ENSMUSG00000026003"	16.7709537519341	18.993952380476	17.0538063628645	16.0482258456595	16.8778989507079
"ENSMUSG00000026004"	45.8274201859673	39.7704803564196	21.1595553914122	11.443388201711	18.4838332844725
"ENSMUSG00000026020"	8.19170118035197	10.024878014657	51.9625345510964	18.9645691292829	18.8111069851221
"ENSMUSG00000026023"	0	0	0.366825334925307	0	0
"ENSMUSG00000026024"	4.61065900875508	5.99373366451179	3.19853853586399	1.74317591910529	4.84415848065717
"ENSMUSG00000026028"	12.0414316596623	11.3952789568997	12.2939233631832	6.86906615667773	16.5486364377924
"ENSMUSG00000026029"	22.4390025639435	23.5089146797927	11.7241920282837	2.68470558431131	26.0188993763808
"ENSMUSG00000026032"	9.6418568746439	14.9325217835883	9.48359027297707	5.95335668927316	7.08920529805799
"ENSMUSG00000026036"	2.04835893595142	3.18467092908379	2.84172114592697	2.66279866559089	3.18027577127683
"ENSMUSG00000026037"	3.62120583814707	5.82877671170097	4.54334548022397	4.29629110394346	4.21018662543768
"ENSMUSG00000026039"	0	1.42494541585095	3.59225664366466	5.12002453529693	8.38120031431977
"ENSMUSG00000026042"	0	0	478.009099259445	28.1148027012755	14.4444644189856
"ENSMUSG00000026043"	0.274231462591379	0.215784338536759	2965.27213265818	46.2018723605547	46.4470523289221
"ENSMUSG00000026047"	2.9006149510077	4.69801705589352	16.7661569396589	6.04192969294904	6.95677450226234
"ENSMUSG00000026049"	7.72153305194888	7.91520207207051	5.47534879476518	5.52099571827774	4.67985627336172
"ENSMUSG00000026062"	0	0	0	0.465967982036215	0
"ENSMUSG00000026069"	0.32437916705867	0	7.27864035650258	0.131364837122465	0
"ENSMUSG00000026072"	0.31455437288889	0.253874954159661	71.1701162231372	7.74658333644318	17.602066569673
"ENSMUSG00000026074"	38.7686637049448	40.8465449641938	52.6977947965442	42.4826542537826	71.7658535169853
"ENSMUSG00000026078"	7.35579924715396	6.19643157817948	5.64973060999263	3.64906707562357	6.20541192369678
"ENSMUSG00000026080"	0	0	0.912139675182002	0.0183916667840554	0
"ENSMUSG00000026082"	8.24631543670423	9.94739942369164	10.36569491114	4.97016562281407	9.67824420966301
"ENSMUSG00000026083"	22.9502252346548	24.8054848429638	17.9920239118665	9.23286327269611	15.0089877269534
"ENSMUSG00000026087"	20.3274219576667	22.4952729381706	23.8187241643228	10.8061259737862	13.3707889139503
"ENSMUSG00000026088"	8.75339796593459	6.1267118038	12.4237861643997	2.90829892716322	17.3526702921269
"ENSMUSG00000026090"	0	0	0	0	0.380544958867405
"ENSMUSG00000026094"	52.304540911936	34.6217611902674	23.744312879686	11.2239865828954	9.28326004588722
"ENSMUSG00000026095"	13.8090722104378	15.6397295377831	15.6233472359362	6.92114960542305	8.17453480442887
"ENSMUSG00000026096"	1.62965595873092	1.78265999907976	4.24261964472973	2.29237144427569	3.30956963089681
"ENSMUSG00000026097"	5.95342095484336	8.30574145752246	2.19985446819369	1.37161603690606	0.865374571924332
"ENSMUSG00000026107"	57.3726625745034	41.3199745570332	40.9585018963498	4.93489709800813	23.6066142732196
"ENSMUSG00000026109"	0	0	6.14003468886619	0.967609700372107	0
"ENSMUSG00000026110"	13.8024295102338	10.9993918059461	5.66010170159136	1.75507228468131	40.6681906229195
"ENSMUSG00000026111"	11.3751271166073	14.025403161636	19.4733208600907	4.67198081235605	18.3049037817323
"ENSMUSG00000026113"	24.1821099161362	20.5680549733748	7.28468843688478	2.22333500299258	9.68876064395966
"ENSMUSG00000026116"	31.9439711755507	26.0811007401852	22.977924544538	11.0738363183805	22.7562441233431
"ENSMUSG00000026121"	0	0.414639733206301	6.81095375263508	3.70414299870167	13.9912071756307
"ENSMUSG00000026123"	28.8284801576934	33.0801725530589	2.31135527201223	2.02385366048057	4.97429472411501
"ENSMUSG00000026126"	19.3781267615925	21.0232142730735	0.773423305881963	0	2.36082766123384
"ENSMUSG00000026127"	7.35507275622826	8.37994283829995	2.68291004258367	2.72203890566136	4.95717350040616
"ENSMUSG00000026134"	4.435693480005	6.85725833885517	6.7494370052933	3.61668948115569	4.43430308601077
"ENSMUSG00000026141"	0	0	0	1.97752422499071	0
"ENSMUSG00000026142"	5.12986075284202	4.93687473284759	3.91004603336457	2.40577952949059	4.90387460240775
"ENSMUSG00000026149"	0	0.836509181289892	0.55918822906202	0.630072859566034	0
"ENSMUSG00000026150"	36.1240906346001	41.267019486629	39.363614282447	18.6891183397692	35.7472846146609
"ENSMUSG00000026153"	0.602568979542422	0.641970512225339	9.23023590956228	5.01663721190703	9.62364872813553
"ENSMUSG00000026154"	3.53283837473887	7.7101882292228	6.84724955327853	2.8158605890165	2.94397734116518
"ENSMUSG00000026155"	20.6099532671639	24.0930363454086	30.7490266301615	8.33239675435443	17.2395649899894
"ENSMUSG00000026156"	0	0.643217333259961	0	0.282950071712972	0
"ENSMUSG00000026158"	12.5403538462788	10.1300191355658	4.60685566442821	0.605980272456402	4.00436248289851
"ENSMUSG00000026159"	28.9446054690699	36.1212854497967	25.2763026824677	7.46393406964416	17.8517232799802
"ENSMUSG00000026162"	0	1.0347159910315	0	0.499790768402946	0
"ENSMUSG00000026163"	0	0	1.47097174631086	0	0
"ENSMUSG00000026175"	0.684377260939017	0.481560649550492	1.32324155976489	0	0.780477469346584
"ENSMUSG00000026179"	4.62688009270957	4.42322182780868	6.83914663955153	4.95780963957544	19.5691524015044
"ENSMUSG00000026185"	0	0	27.9225178721191	86.9530140188253	12.7163283022227
"ENSMUSG00000026187"	0.372099258255875	0.442478642503802	6.59827334386341	7.59174793015887	1.00168379246099
"ENSMUSG00000026189"	0	0	2.47522203643901	1.394488849308	0
"ENSMUSG00000026192"	8.24140471641276	14.6284871171086	21.9477190363394	11.8589543327601	6.40979680938147
"ENSMUSG00000026193"	133.49876153682	241.126779126896	1361.3754564882	24.8635304977225	55.5590947699235
"ENSMUSG00000026196"	0.758388079623356	0.927792824785416	1.10682749416038	1.79955678317346	1.41721510355839
"ENSMUSG00000026197"	6.96436149034811	6.66008851190325	5.03199855733754	1.91948425829226	4.01489661772867
"ENSMUSG00000026199"	4.35880722989277	3.39086346700222	5.61638047464369	1.01185082164376	4.27208497653183
"ENSMUSG00000026200"	5.18096811210335	5.50505284182012	7.61115581499082	1.13079796238536	5.1043679006572
"ENSMUSG00000026202"	13.6947277295997	16.8643962851126	2.77192879099074	5.43991349634454	2.23955708203652
"ENSMUSG00000026204"	0	0	2.77132544449475	1.51161007681071	0.420184148978457
"ENSMUSG00000026207"	0	0	4.57350314131314	3.96573963746064	0.480940178028292
"ENSMUSG00000026208"	0	0	4.32659383297547	40.9469895090483	3.75007351923056
"ENSMUSG00000026209"	7.72048348581157	8.67575548750139	17.0407750259776	4.3816351644768	7.81786341200387
"ENSMUSG00000026211"	0	0	17.8392035627798	2.43357255450877	0.427971740318395
"ENSMUSG00000026219"	65.020924212591	67.3846917357319	64.7813674313099	24.8368939635805	50.2435342922885
"ENSMUSG00000026222"	130.977658995507	78.8643719248584	63.7199328840431	2.33972533697682	137.764332292353
"ENSMUSG00000026224"	0.298344033464319	0.0898130171978789	0.441811280317606	0	1.69016662946828
"ENSMUSG00000026229"	32.4756204910636	52.1660896510343	26.1041358029883	17.8917324446644	25.3773475294982
"ENSMUSG00000026234"	68.8253175470685	75.0756271935657	69.2899601190127	59.6640479092677	54.8776746652267
"ENSMUSG00000026235"	0	0	11.1790713620364	0.4779193315584	7.48556067080587
"ENSMUSG00000026239"	7.53186882738133	8.00016252808995	11.776797116572	4.85024719610344	11.9620896543805
"ENSMUSG00000026240"	2.54538109585365	3.55955925680457	3.28558640590023	1.59404648585937	2.18323128469677
"ENSMUSG00000026241"	0	0	1.31864297400947	0	0
"ENSMUSG00000026245"	17.5619007907728	21.5799597334005	14.1076272925265	10.6199169728983	14.7236170715246
"ENSMUSG00000026249"	0	1.78521243571459	90.9543918020269	11.0618745044209	1.53871559623156
"ENSMUSG00000026251"	0	0	0	7.48212044456215	0
"ENSMUSG00000026253"	0	0	0	4.1655554041742	0.631083876188206
"ENSMUSG00000026254"	23.9204568629592	30.9724271654669	37.2319430681621	16.4579273988484	19.7738008973243
"ENSMUSG00000026255"	0	0	1.26271399690851	0	0
"ENSMUSG00000026259"	0	0	0	0.117347959402367	0
"ENSMUSG00000026269"	16.3513741429531	16.1204324259282	7.24480549128037	2.56459156203455	13.9845712563465
"ENSMUSG00000026271"	32.7245686564552	24.394191861708	0	0	0
"ENSMUSG00000026273"	1.71905223051872	1.98805996650645	6.83067466256337	1.84255722423504	3.41369518954072
"ENSMUSG00000026274"	0	0.355765021276576	3.44319232192975	1.00746348468289	1.19687423974786
"ENSMUSG00000026275"	2.7174717827294	3.30937766539525	4.24025315654855	1.80588205540658	2.96197736633512
"ENSMUSG00000026276"	23.9990722026874	27.9722270046309	67.19432991106	22.0372574652527	63.8314320858808
"ENSMUSG00000026277"	7.78212849378629	7.64733773755037	17.8335480508397	5.60128441047296	19.1656803123743
"ENSMUSG00000026279"	1.9240575670675	2.43138236459868	3.64089064166179	2.98079315333647	4.33966041605732
"ENSMUSG00000026281"	6.97197055169458	8.90406026943216	15.60004340705	11.5938047732623	8.16062369984755
"ENSMUSG00000026283"	2.28642257569213	3.01912841002425	2.65336047424396	1.81315129126057	2.48587520509825
"ENSMUSG00000026288"	80.810242271934	68.3972084151499	0	0.104910145106521	8.6998623083944
"ENSMUSG00000026303"	0	0	0	0.0820529996045131	0
"ENSMUSG00000026307"	9.7453337867525	10.4545191550683	4.42218296276887	1.72549314989204	4.72346178957454
"ENSMUSG00000026309"	9.30946671637423	9.33649564366223	13.0376568016251	9.83207167268547	12.3098779943707
"ENSMUSG00000026313"	7.10804779579877	12.0958054786051	6.0741756364823	3.58771631038885	6.22840013235711
"ENSMUSG00000026315"	16.5117715253885	10.8903086292568	0	0	1.89212513859907
"ENSMUSG00000026319"	21.6690314001101	20.2911563071163	12.0384402275869	5.10007658717435	16.6201730609277
"ENSMUSG00000026321"	29.6868600639589	32.5394277340851	0	0	3.02013292104141
"ENSMUSG00000026339"	8.68285800618766	8.65712266233625	8.36395520923262	1.96519998859174	5.36072489013085
"ENSMUSG00000026341"	309.681476144447	283.898785651286	95.6981066728171	39.2747010072477	88.267915485425
"ENSMUSG00000026342"	13.2705236439991	14.1362664907269	20.8592158960227	3.42226179230233	7.49189456093581
"ENSMUSG00000026347"	1.81537023616148	2.61352248002283	0	0	0
"ENSMUSG00000026353"	29.0475249542074	30.938014762458	31.7897204751643	11.6649925347147	19.8516249509039
"ENSMUSG00000026354"	0	0.274786350725099	0.481760282059556	0.156635663517947	0.33881741007982
"ENSMUSG00000026355"	12.6085602923438	29.6050907042091	19.7383694203547	18.8256822930868	20.0008722388973
"ENSMUSG00000026356"	24.636410795215	35.4368506129347	28.2392529913608	21.5258493315823	22.4089411219934
"ENSMUSG00000026357"	11.5913663700668	9.35596157134658	0	0	0
"ENSMUSG00000026358"	78.0718543334188	138.374804337453	0	0.0955571758081114	0
"ENSMUSG00000026361"	9.09938761876095	9.84378752491281	8.66888181236144	4.71166247484766	10.1910231974144
"ENSMUSG00000026374"	7.11315059119149	7.66174304927904	10.4120110919688	4.42077162725522	7.68762775407998
"ENSMUSG00000026377"	8.72516537701779	11.2477181008735	10.3739585603964	6.87113726555699	6.7875207779301
"ENSMUSG00000026380"	0	0	0	0.0527454735398782	0
"ENSMUSG00000026384"	1.9764330083124	2.96982522906544	1.58488436311183	2.62299164658987	8.54304040649261
"ENSMUSG00000026385"	60.1862129244989	67.7130183485909	26.9631845578071	17.25171648911	19.3376410835599
"ENSMUSG00000026388"	1.24247252862781	2.1487276079563	0	0.62695285549584	0
"ENSMUSG00000026395"	245.628914213803	126.773838160473	0	0.122494061235655	0.26410876202681
"ENSMUSG00000026398"	0	0	0	0	6.9101396878333
"ENSMUSG00000026399"	0.257844974121583	0	11.3444188605745	0.760193574441428	13.0639605950032
"ENSMUSG00000026413"	0	0	0	1.44086104077816	0
"ENSMUSG00000026414"	0	0	0	7.06991626218831	1.18021329621367
"ENSMUSG00000026421"	7.12082131823037	11.8574047198882	39.0792369952309	12.8323495358881	72.4478785422469
"ENSMUSG00000026425"	62.2510564386867	44.3076763847123	19.8490773227521	5.01299630281551	41.9531765466058
"ENSMUSG00000026426"	40.5989051746472	45.2550143735513	10.4013058464331	3.73679419204963	9.19478691768948
"ENSMUSG00000026427"	3.29361059073803	3.20857078913555	7.39680553715629	2.4503571658934	3.58236770151101
"ENSMUSG00000026429"	0.930400618079328	1.34145851921016	1.22199160597617	1.30293167501984	1.52418069000343
"ENSMUSG00000026430"	15.7721454359931	9.55286310684476	6.49019698977142	0.362809099727115	0
"ENSMUSG00000026433"	9.89386694034723	10.1208879004002	6.73587480597135	0.697045231413026	5.13524787473566
"ENSMUSG00000026435"	0	0	0.235302559364254	0	0
"ENSMUSG00000026439"	8.01035157476805	8.58887134946937	6.13216512171756	3.13487435914798	5.98501318945877
"ENSMUSG00000026443"	0	0	5.1134623514188	0	0
"ENSMUSG00000026447"	0	0	0.77739073835142	2.51545611592998	19.6229755761582
"ENSMUSG00000026452"	0	0.501437280554966	0.730489240365297	0	0
"ENSMUSG00000026455"	0.582703689541336	1.61169480937204	3.11167519816925	2.04435901127613	4.56884627558488
"ENSMUSG00000026456"	14.4721751142203	15.2239041085435	4.84591195793843	4.54574202567171	12.1099421764976
"ENSMUSG00000026458"	5.71698478947981	2.37161655553855	0.501191468806478	0.774158615083776	0.279355248426335
"ENSMUSG00000026459"	0	0	0	12.7619338650981	0
"ENSMUSG00000026463"	4.67246990435664	5.11054055457825	4.00257409904287	11.565334543921	23.4644429146908
"ENSMUSG00000026469"	24.7866491491938	21.7053123746797	12.0252694206522	7.02713436065059	20.7403118158406
"ENSMUSG00000026471"	3.42107626204723	3.00026829223428	5.94161447881519	1.09127290337351	3.26039646333037
"ENSMUSG00000026473"	43.3527437638603	43.6345204883194	23.8629566772814	13.8784668541285	52.7048131338387
"ENSMUSG00000026475"	0	0	11.4934673509674	3.3870132801269	13.3407565536272
"ENSMUSG00000026478"	6.31634266169359	10.5040166529291	119.340118660668	15.8208374041334	89.7093078528931
"ENSMUSG00000026479"	0	0	3.59447244289348	0.401294182425593	1.17708244238246
"ENSMUSG00000026483"	12.8451325006133	6.54519265609886	22.6559189697644	3.44898051840445	11.1547405841078
"ENSMUSG00000026484"	19.5318852804076	17.4760742963741	20.5350403378947	7.95984641133677	12.1542017200827
"ENSMUSG00000026489"	0	0	2.13826606666413	1.70216676901311	0
"ENSMUSG00000026490"	0.28409213042548	0.560429842097399	35.7493688240807	17.7009889939781	58.5524109052488
"ENSMUSG00000026492"	5.61240868489699	5.76604018269357	5.79023117392076	4.62638782527314	6.20964976791182
"ENSMUSG00000026495"	0	0.472626035578759	0.715297794742189	0.493774658618034	0
"ENSMUSG00000026502"	5.25861938586801	5.53985730917912	9.50427022869913	3.95268227173258	5.70203730839049
