Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
ECs,Agt,Mas1,ECs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,3,1.0,1.316251,3.948753,0.2348117009309627,0.2348117009309626,0.1587771643783333,0.02346560136024855,1.428994479405,0.02346560136024855
ECs,Agt,Mas1,FAPs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,3,1.0,3.062384333333333,9.187152999999999,0.5463119680169907,0.5463119680169907,0.369410318156111,0.05459497464987339,3.324692863405,0.05459497464987339
ECs,Agt,Mas1,MuSCs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,3,1.0,1.226924333333334,3.680773,0.2188763310520467,0.2188763310520466,0.1480018374561111,0.0218731209360439,1.332016537105,0.02187312093604389
FAPs,Agt,Mas1,ECs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,3,1.0,1.316251,3.948753,0.2348117009309627,0.2348117009309626,0.6164784408593333,0.09110905461142439,5.548305967734001,0.09110905461142436
FAPs,Agt,Mas1,FAPs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,3,1.0,3.062384333333333,9.187152999999999,0.5463119680169907,0.5463119680169907,1.434296284770444,0.2119739635273493,12.908666562934,0.2119739635273493
FAPs,Agt,Mas1,MuSCs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,3,1.0,1.226924333333334,3.680773,0.2188763310520467,0.2188763310520466,0.5746414628104446,0.08492598758880497,5.171773165294001,0.08492598758880497
MuSCs,Agt,Mas1,ECs,3,1.0,0.618096,1.854288,0.5120572973262555,0.5120572973262555,3,1.0,1.316251,3.948753,0.2348117009309627,0.2348117009309626,0.813569478096,0.1202370449592897,7.322125302863999,0.1202370449592897
MuSCs,Agt,Mas1,FAPs,3,1.0,0.618096,1.854288,0.5120572973262555,0.5120572973262555,3,1.0,3.062384333333333,9.187152999999999,0.5463119680169907,0.5463119680169907,1.892847506896,0.279743029839768,17.035627562064,0.279743029839768
MuSCs,Agt,Mas1,MuSCs,3,1.0,0.618096,1.854288,0.5120572973262555,0.5120572973262555,3,1.0,1.226924333333334,3.680773,0.2188763310520467,0.2188763310520466,0.758357022736,0.1120772225271978,6.825213204624,0.1120772225271978
ECs,Agt,Agtr1a,ECs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,1,0.3333333333333333,0.1356863333333333,0.407059,0.004454204096299941,0.004454204096299941,0.01636761624611111,0.0004451250822960088,0.147308546215,0.0004451250822960088
ECs,Agt,Agtr1a,FAPs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,3,1.0,17.195945,51.587835,0.564494940478519,0.5644949404785189,2.074318185441666,0.05641206630942425,18.668863668975,0.05641206630942423
ECs,Agt,Agtr1a,MuSCs,1,0.3333333333333333,0.1206283333333333,0.361885,0.09993369694616584,0.09993369694616584,3,1.0,13.13090033333333,39.392701,0.4310508554251812,0.4310508554251811,1.583958622376111,0.0430765055544456,14.255627601385,0.04307650555444559
FAPs,Agt,Agtr1a,ECs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,1,0.3333333333333333,0.1356863333333333,0.407059,0.004454204096299941,0.004454204096299941,0.06354996062244445,0.001728271302713048,0.571949645602,0.001728271302713048
FAPs,Agt,Agtr1a,FAPs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,3,1.0,17.195945,51.587835,0.564494940478519,0.5644949404785189,8.053881336236666,0.2190291205933189,72.48493202613,0.2190291205933188
FAPs,Agt,Agtr1a,MuSCs,2,0.6666666666666666,0.4683593333333333,1.405078,0.3880090057275787,0.3880090057275787,3,1.0,13.13090033333333,39.392701,0.4310508554251812,0.4310508554251811,6.149979726186445,0.1672516138315468,55.34981753567801,0.1672516138315468
MuSCs,Agt,Agtr1a,ECs,3,1.0,0.618096,1.854288,0.5120572973262555,0.5120572973262555,1,0.3333333333333333,0.1356863333333333,0.407059,0.004454204096299941,0.004454204096299941,0.08386717988799999,0.002280807711290884,0.754804618992,0.002280807711290884
