"gene"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.MuSCs.D0_2"	"Young.MuSCs.D0_1"	"Young.MuSCs.D0_3"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"
"ENSMUSG00000050217"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050526"	0	0	0	0	0	0	1.944896	0.654609	0
"ENSMUSG00000050530"	16.305857	12.444292	14.682235	3.630358	1.23018	5.817923	0	13.471136	21.905798
"ENSMUSG00000050534"	0	0	0	0.214633	0	0	0	0	0
"ENSMUSG00000050565"	23.76391	23.278782	27.836554	51.970058	22.592918	36.065552	40.121151	15.206479	42.987274
"ENSMUSG00000050592"	1.643916	0.950852	1.410667	0.518154	0	0.341536	0	0.486951	1.723371
"ENSMUSG00000050625"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050711"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050714"	0.214069	1.615758	1.323016	4.838203	1.939653	3.040653	0.338874	2.017807	2.204429
"ENSMUSG00000050737"	18.239729	22.953951	16.78447	0.52137	0	0.118919	0.976871	0	0
"ENSMUSG00000050777"	0	0	0	0.694994	0	0.192792	0.671272	0	0
"ENSMUSG00000050788"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050840"	0	0	0	0.230462	0.426301	0.075819	0	0	0
"ENSMUSG00000050967"	0	0	0	0	0.08997	0	0.980619	0	0
"ENSMUSG00000051079"	0	0	0	0	0	0	0.065156	0	0
"ENSMUSG00000051154"	25.748491	20.92975	29.614679	48.241154	19.250132	33.867939	24.38895	20.908567	35.335899
"ENSMUSG00000051185"	5.629607	6.233705	4.935082	3.328122	2.908398	2.067763	7.670569	4.723747	4.868719
"ENSMUSG00000051285"	18.712898	13.599318	15.029539	11.334696	6.598136	3.32583	23.125513	25.024319	29.213581
"ENSMUSG00000051344"	4.215672	6.482641	4.754375	4.505104	2.82258	1.916621	48.854748	2.58056	3.540943
"ENSMUSG00000051373"	0	1.17779	2.105041	1.387802	0.782423	0	0	0	0
"ENSMUSG00000051396"	0.964009	1.299855	1.504339	1.760156	1.124673	2.108657	1.69337	1.522166	2.216432
"ENSMUSG00000051509"	0	0	0	0	0	0	0.001775	0	0
"ENSMUSG00000051528"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000051590"	0.622652	0.420814	0.695062	0.947805	0.406703	0.279717	0	0.273046	0.956483
"ENSMUSG00000051703"	1.091761	0.84615	1.149413	0.807452	0.524836	0.269079	0	0	0
"ENSMUSG00000051985"	0	0	0	0.186617	0	0	0	0	0
"ENSMUSG00000051998"	1.873721	1.775011	1.459424	2.313594	0.59271	0	0	0	2.114549
"ENSMUSG00000052331"	7.566357	7.776426	5.846207	7.06047	12.580356	5.236454	134.111908	23.310041	13.220765
"ENSMUSG00000052406"	7.098369	6.135679	3.734337	8.328217	3.848946	6.002831	4.882145	4.328088	4.352116
"ENSMUSG00000052423"	8.817268	7.537716	7.042188	10.284163	5.551785	7.991084	9.979216	4.645516	20.260366
"ENSMUSG00000052477"	0.104779	0.116205	0	0	0	0	57.176987	0.010603	1.474972
"ENSMUSG00000052533"	6.672903	6.213415	9.728317	10.636024	4.694797	15.58752	6.417615	4.527141	10.398755
"ENSMUSG00000052534"	22.30015	16.779047	18.086714	16.6408	12.743777	4.974544	31.503391	10.82905	14.080075
"ENSMUSG00000052688"	11.308272	13.467444	12.537621	0.531186	0.430482	0.380861	17.992146	0.027637	0.227319
"ENSMUSG00000052748"	11.089668	12.621753	12.308648	21.525753	12.845895	12.749671	28.188473	14.772181	12.316283
"ENSMUSG00000052760"	0	0.252316	0	0.43638	0.067407	0.257035	8.396377	0.824841	3.376532
"ENSMUSG00000053024"	0.230874	0.184364	0.335192	0.205362	0	0	0	0.032599	0
"ENSMUSG00000053146"	0.002432	0	0.000592	0	0	0	0.00063	0	0
"ENSMUSG00000053161"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000053164"	1.762622	0	1.897453	3.550405	4.026346	1.749783	4.178918	3.298354	4.006662
"ENSMUSG00000053318"	0	0	0	0.038287	0	0	0	0	0.265907
"ENSMUSG00000053333"	8.514674	9.994291	7.090618	12.486173	8.044222	5.583396	3.241881	6.843441	10.356657
"ENSMUSG00000053461"	0	0.81472	0.820115	1.068205	0.044618	0	1.239391	0	0.698315
"ENSMUSG00000053475"	18.517981	22.66857	47.868729	4.784951	11.392443	3.448575	3.038124	1.268859	0.720659
"ENSMUSG00000053746"	3.57541	0.994734	1.48306	0.661353	1.330631	4.383359	0.503752	0	2.105623
"ENSMUSG00000053963"	0.864233	0.207344	0	1.169172	1.958991	0.671064	1.200141	3.966304	8.13166
"ENSMUSG00000054203"	71.655746	126.003632	156.790817	3.474695	0.269048	3.084609	12.185312	0.95792	4.710833
"ENSMUSG00000054387"	31.859478	28.743647	25.112766	42.108185	27.908983	17.698299	31.910131	31.270506	28.679373
"ENSMUSG00000054545"	2.674302	1.87122	0.508917	0.174075	0.576731	0.122463	17.15213	0	0
"ENSMUSG00000054702"	0	0	0	0.079412	0.411084	0.606506	1.482867	0.079532	0.944845
"ENSMUSG00000054766"	21.062717	17.663927	21.114916	47.236259	14.63335	156.261398	25.559292	14.643769	37.431171
"ENSMUSG00000054770"	12.347431	9.762723	8.351973	25.977909	5.557098	2.520632	2.769973	8.404357	8.268935
"ENSMUSG00000055033"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055067"	5.860301	3.895393	0.818143	4.794691	2.786078	3.51388	12.734835	3.576556	5.534488
"ENSMUSG00000055088"	0	0	0	0.004238	0	0	0	0	0
"ENSMUSG00000055197"	0	0	0	0	0	0	0	1.841807	0
"ENSMUSG00000055322"	49.446701	49.672176	49.077812	24.984903	91.81456	14.165783	6.279446	131.311615	86.380005
"ENSMUSG00000055371"	9.630766	8.259254	11.327464	7.496381	5.011461	8.777908	17.801764	9.736444	9.708916
"ENSMUSG00000055547"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055838"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056050"	55.844376	50.973804	59.223255	26.076244	11.216554	17.98402	38.352348	22.375393	29.330345
"ENSMUSG00000056115"	0	0	0.224606	0	0	0	0	0	0
"ENSMUSG00000056220"	14.016775	15.503077	16.961185	0.266708	0.527018	0.448184	12.17303	0	0
"ENSMUSG00000056536"	5.319651	7.170383	5.978187	9.642407	4.565237	4.675049	11.566942	4.789656	6.002056
"ENSMUSG00000056708"	11.907637	10.391911	9.29701	6.531768	3.542428	7.835749	121.92865	16.807144	21.234838
"ENSMUSG00000056718"	0	1.588988	1.352492	3.610574	0.758646	2.042997	0.720354	0.934258	0.976802
"ENSMUSG00000056763"	19.452827	20.305771	21.615942	32.236588	11.893785	23.407619	56.944176	15.176152	26.050339
"ENSMUSG00000056870"	34.293095	31.925055	29.884321	8.07357	10.408086	5.247598	0	15.566601	13.928558
"ENSMUSG00000057037"	0	0.29216	0	0	0	0	0	0	0
"ENSMUSG00000057072"	0	0	0	0.528678	0.246805	0.202165	0.629444	0	0.112437
"ENSMUSG00000057110"	11.243876	11.346659	13.158753	12.564802	6.432032	11.432089	36.89399	13.164869	15.992238
"ENSMUSG00000057329"	10.879162	5.702216	5.373127	8.298171	5.597143	1.835223	0.314636	4.310071	5.679184
"ENSMUSG00000057335"	35.033344	45.822327	42.910015	41.952717	16.216167	34.326302	47.64727	19.222208	24.340431
"ENSMUSG00000057363"	7.434065	8.662479	7.430134	13.625705	2.546825	9.164526	6.522379	4.858364	4.89717
"ENSMUSG00000057715"	0	0	0	0.020515	0	0	0	0	0.000572
"ENSMUSG00000057738"	80.172867	87.786636	89.810249	73.454445	43.855103	42.495331	96.887741	168.965698	167.934021
"ENSMUSG00000058248"	0	0	0	0	0.166338	0.219779	0	0	0.712248
"ENSMUSG00000058267"	3.952782	3.563935	4.034317	5.102638	3.889847	7.250039	4.208444	5.147928	6.659626
"ENSMUSG00000058407"	11.63881	11.07381	13.95262	15.441443	7.7478	15.316129	18.457571	9.615064	15.318099
"ENSMUSG00000058594"	12.488841	13.641135	13.436836	8.13968	5.422884	4.531265	7.207644	7.08966	8.635851
"ENSMUSG00000058665"	1.104288	2.266504	2.125322	1.915504	0.832751	0.269829	0	0	0
"ENSMUSG00000058729"	1.155628	0.85802	1.204492	4.297788	0.794527	8.161569	1.853074	1.139513	2.366844
"ENSMUSG00000058835"	29.960384	32.554451	36.899551	26.258411	16.522932	26.068382	144.36882	24.748697	31.911629
"ENSMUSG00000059013"	0.225433	0.352714	0.154663	3.189776	1.470496	0.305477	82.494171	39.781384	37.15823
"ENSMUSG00000059089"	0	0	0	0	0	0	47.901443	0	0
"ENSMUSG00000059149"	1.991037	13.229527	2.144496	2.301175	5.039415	1.215295	17.116014	6.840208	5.967794
"ENSMUSG00000059316"	4.612439	3.884354	4.271106	3.866769	1.91516	2.814306	9.308681	2.338539	2.685501
"ENSMUSG00000059371"	0	0	0	0.003399	0	0	0	0	0
"ENSMUSG00000059429"	0	0	0	0.007651	0	0.025168	0.00924	0	0.012616
"ENSMUSG00000059555"	4.320884	5.355181	0	3.318046	2.080086	2.335348	16.50563	8.659368	12.313876
"ENSMUSG00000060244"	2.663299	0.968446	2.254321	0.336292	0	0.337201	2.410654	0	0
"ENSMUSG00000060519"	6.838035	10.386405	9.193564	8.270774	3.875773	5.164424	17.683847	13.78378	10.922709
"ENSMUSG00000060568"	6.766959	6.29793	5.820318	1.059422	4.598251	3.010709	0.047477	2.1556	3.69446
"ENSMUSG00000060679"	6.334533	6.589669	5.280517	13.546949	6.188046	13.136033	4.534312	6.772708	9.034328
"ENSMUSG00000060703"	71.970718	46.777714	66.180405	12.965294	6.836013	8.257119	26.198656	3.821435	6.997805
"ENSMUSG00000060715"	0	0	0	0.346472	0.211693	0.238447	0	0	0
"ENSMUSG00000060743"	29.680149	28.661369	22.967909	45.62772	20.662785	25.511423	145.515015	30.307333	35.992313
"ENSMUSG00000060771"	3.539163	3.416189	5.256027	7.399624	3.480623	1.598079	6.427644	2.334555	3.008111
"ENSMUSG00000060985"	0	0	0.001236	0	0	0	0.136786	0	0
"ENSMUSG00000061531"	0	0.295481	0.063633	0.766585	0	0	0	0	0
"ENSMUSG00000061584"	0	0.27829	0	0	0	0	0	0	0
"ENSMUSG00000061616"	0	0	0	0.040994	0	0	0	0	0
"ENSMUSG00000061815"	0	0	0	0	0	0	11.815337	0	0
"ENSMUSG00000061816"	1.501634	4.861772	1.86987	247.294067	7.437296	0.647505	0	0.597205	15.286121
"ENSMUSG00000062169"	5.400447	7.453195	7.354785	12.654846	3.069078	17.636274	12.611002	5.591295	9.639924
"ENSMUSG00000062209"	0	0	0	0	0.019051	0	0	0	0
"ENSMUSG00000062310"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062497"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062510"	0	0.313852	0	0.537372	0	3.215666	0	0.065948	1.262231
"ENSMUSG00000062527"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062580"	2.738761	2.663599	2.594963	3.537041	2.36059	6.143203	1.106228	2.147019	2.659027
"ENSMUSG00000062590"	1.843885	4.17819	2.694433	6.586804	3.05789	2.665265	1.165084	0.936537	1.789032
"ENSMUSG00000062647"	132.856201	136.799652	146.541763	207.191193	90.289246	420.267792	95.223328	69.034592	146.385132
"ENSMUSG00000062729"	2.846246	2.451265	3.008207	2.762249	2.392672	1.925579	2.944537	2.428819	4.056333
"ENSMUSG00000062939"	0	0	0	0.123522	0	0	14.152866	0	0
"ENSMUSG00000062963"	11.081512	11.288747	10.164503	9.958361	4.400304	6.048541	6.46297	3.510851	14.024477
"ENSMUSG00000062997"	65.961266	77.92662	76.978653	151.401825	54.761745	230.873703	66.167496	43.758846	124.916367
"ENSMUSG00000063275"	7.273352	3.815049	6.039714	18.588011	7.45992	14.494036	0	1.296204	4.138047
"ENSMUSG00000063558"	15.927958	12.004492	11.616095	5.342448	4.300198	0.754399	0	2.13505	3.224753
"ENSMUSG00000063659"	9.026594	8.698349	6.782998	32.755871	8.335517	12.984938	14.496202	18.109833	22.492603
"ENSMUSG00000063681"	0.237601	0.148708	0.274832	0.418935	0.05279	0.08748	0.609001	0.013809	0.093658
"ENSMUSG00000064246"	0	0	0.148595	0.23699	0	0	29.612232	0	0
"ENSMUSG00000064294"	0	1.810034	0.13934	0	0.118495	0	0	0	0
"ENSMUSG00000066595"	7.597323	5.279017	5.410336	6.190778	5.632997	9.625938	39.03186	4.98281	7.633473
"ENSMUSG00000066652"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066671"	0	0.002294	0	0	0	0	0	0	0
"ENSMUSG00000066672"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066677"	0	0.406979	0	0.353283	0.141223	0.6501	6.426526	5.957841	9.770367
"ENSMUSG00000066798"	5.185371	4.224699	5.372975	5.006448	3.200124	5.852734	9.975558	3.851414	4.434721
"ENSMUSG00000066800"	3.088473	2.046895	3.861326	6.603512	3.030613	2.62359	15.410211	1.843858	5.666026
"ENSMUSG00000066877"	3.564332	4.318775	3.628435	6.669901	4.692394	4.571485	0.243456	12.921749	14.099604
"ENSMUSG00000066936"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067028"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067064"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067071"	1.853723	1.148207	0	7.134966	1.036285	4.649071	1.362238	1.13538	0
"ENSMUSG00000067081"	0	0	0	0.257575	0.155161	0	0	0	0
"ENSMUSG00000067299"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067336"	38.971577	38.191078	41.982414	41.738667	20.154991	20.22307	20.956026	51.490639	49.676338
"ENSMUSG00000067653"	4.680782	5.384953	1.709955	8.206815	4.549929	0.74364	4.173101	1.056013	2.369365
"ENSMUSG00000067750"	0	0	0	0	0	0.134955	0	0	0
"ENSMUSG00000067780"	18.441469	6.922355	12.807156	1.383628	2.522243	0.63053	0	0	0.481985
"ENSMUSG00000067795"	0	0	0	0.464277	0	0	0	0	0
"ENSMUSG00000067851"	21.156944	21.551353	19.213066	29.233267	14.468706	18.472687	80.458138	19.108622	27.794266
"ENSMUSG00000068947"	0	0	0	0	0.000458	0	0	0	0
"ENSMUSG00000068950"	0.014869	0.009207	0	0.014048	0.000875	0.008177	0.007527	0.002303	0.003192
"ENSMUSG00000068966"	1.68208	2.363294	2.085963	2.636251	2.405933	1.627316	6.28918	1.972385	3.097833
"ENSMUSG00000069020"	1.823027	3.074216	2.406402	3.41619	1.487296	4.970554	2.01773	2.929271	3.638471
"ENSMUSG00000069132"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070031"	4.855535	4.523374	8.291592	2.846491	2.270346	1.767703	128.06723	3.972921	9.019226
"ENSMUSG00000070034"	5.052156	4.087888	4.156757	0.720526	0.269742	0.951013	45.182796	8.761921	18.832273
"ENSMUSG00000070501"	0	0	0	0.04619	0	0	1.147539	0	0
"ENSMUSG00000070504"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070524"	0	0	0	0.041172	0	0	0	0	0
"ENSMUSG00000070532"	0	0.131516	0	0.487256	0.432364	0	0	0	0
"ENSMUSG00000070594"	3.19436	1.76397	1.677812	0.321	0.192559	0	0	0	0
"ENSMUSG00000070644"	0.41346	1.349667	0.407238	0.421009	1.761829	0.200291	0	3.65347	4.299139
"ENSMUSG00000070645"	0	0	0	0.081822	0	0	0	0.046695	1.613621
"ENSMUSG00000070732"	0.338239	0.324709	0.191117	1.365395	0.011795	0.862726	1.056269	0.153505	3.221033
"ENSMUSG00000070871"	10.042663	8.825049	13.976785	7.708478	3.700114	11.524499	42.38179	18.432926	35.846466
"ENSMUSG00000070939"	7.834	7.944624	7.089303	5.681515	4.414124	3.067542	7.925026	5.930959	8.537971
"ENSMUSG00000070942"	9.61384	13.852499	15.687381	0.755623	1.071059	2.53974	2.679429	0	1.247731
"ENSMUSG00000070943"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070953"	10.514435	7.089621	8.974852	6.107569	2.645582	10.073759	3.626054	8.453953	8.202328
"ENSMUSG00000072258"	6.293769	6.938806	5.25574	7.434387	6.801385	6.552806	4.109735	5.148632	8.28427
"ENSMUSG00000072295"	0	0.151355	0	0	0	0	0	0	0
"ENSMUSG00000073490"	38.643135	49.479939	58.160023	2.423455	1.719656	5.319058	91.64077	1.067687	4.830972
"ENSMUSG00000073491"	0	0	0.121427	0.357146	0	0	7.302422	2.620316	15.132451
"ENSMUSG00000073492"	0	0	0	0	0	0	21.117983	0	0.007346
"ENSMUSG00000073494"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073530"	0.233258	1.413282	0.790837	0.044651	0.135539	0.074672	0	0	0
"ENSMUSG00000073557"	22.479227	24.515543	28.088902	17.490356	47.010391	8.945146	3.854259	6.781974	7.561529
"ENSMUSG00000073608"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073609"	4.589922	7.560638	5.669345	6.105119	4.959797	2.128699	2.105448	3.686823	4.601503
"ENSMUSG00000073616"	7.820809	17.718021	24.633307	28.576841	9.360045	27.188814	24.806683	15.872982	18.79143
"ENSMUSG00000073643"	9.112883	11.010927	9.309049	14.725963	11.0867	9.220773	47.047161	9.011102	23.706364
"ENSMUSG00000073676"	15.664056	22.44055	25.076101	42.99781	23.185854	148.207886	12.267343	6.429568	15.021084
"ENSMUSG00000073678"	1.970164	1.219761	1.252876	5.885154	6.772563	1.61928	0.810376	3.212334	2.388305
"ENSMUSG00000073702"	74.367317	85.715195	82.643967	134.320129	54.271126	160.597778	49.514347	46.448166	91.672722
"ENSMUSG00000073730"	0	0	0	0	0	0	0	0	0.14139
"ENSMUSG00000075334"	0	0.046776	0	0	0	0	0	0	0
"ENSMUSG00000075376"	26.517138	25.926846	22.532713	29.686342	16.47003	21.042009	50.76218	21.250141	27.019907
"ENSMUSG00000075378"	0	0	0	0.026479	0	0.004179	0	0	0
"ENSMUSG00000075380"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075383"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075415"	30.57625	22.05258	21.193312	9.278389	13.198124	8.678806	46.980694	9.147767	9.105992
"ENSMUSG00000075467"	4.080661	2.905813	3.355203	3.091076	1.507015	2.251808	2.688617	1.519092	2.561545
"ENSMUSG00000075520"	0	0	0	0	0	0.00062	0	0	0
"ENSMUSG00000076441"	9.928478	10.326261	8.843398	3.859479	1.635558	23.099129	0	2.742719	3.291407
"ENSMUSG00000078184"	0.064231	0.046401	0.157344	0.231896	0.038703	0.076887	0.043233	0.017281	0.037916
"ENSMUSG00000078185"	2.883391	3.496577	3.092057	4.403389	3.134342	8.273553	4.063741	4.013596	4.084343
"ENSMUSG00000078193"	26.975689	34.950703	44.410629	60.661953	24.297464	108.676598	42.7486	30.5182	54.120522
"ENSMUSG00000078202"	1.432769	0.890365	1.247338	5.988795	10.759606	3.893118	0.518265	35.068039	35.793015
"ENSMUSG00000079144"	0.754034	0.963627	0.939302	2.301126	0.683687	2.485086	2.16258	0.710618	0
"ENSMUSG00000079164"	0.996128	1.073895	2.227147	0.072786	0.068832	0.36856	15.094062	0	0.148458
"ENSMUSG00000079283"	2.843147	4.420373	3.743836	2.724909	1.66615	3.32156	5.053408	0.727173	3.549568
"ENSMUSG00000079330"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079353"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079421"	0	0	0	0.390599	0	0	0	0.218	0
"ENSMUSG00000079429"	0.819616	1.514238	1.302758	1.858675	0.521254	1.266739	1.650769	0.924167	2.001477
"ENSMUSG00000079434"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079440"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079442"	3.587113	3.43736	3.677349	3.539222	1.277054	2.443426	7.329207	6.095407	8.282341
"ENSMUSG00000079445"	0	0	0	0.209163	0	0	0.071156	0	0
"ENSMUSG00000079457"	0.131547	0.137635	0.091376	0	0.005047	0.014664	2.767835	0.741231	2.08253
"ENSMUSG00000079470"	5.694807	4.64988	4.751368	15.176202	6.43764	7.038664	4.712116	2.273193	4.097896
"ENSMUSG00000079484"	2.687935	4.342258	2.842758	4.535056	0.816405	0.924198	1.41524	2.19714	8.476665
"ENSMUSG00000079497"	0.437846	0.43818	0.877931	1.007741	0	0	0	2.154444	4.934121
"ENSMUSG00000079502"	0	0	0	0.004513	0	0	0	0	0
"ENSMUSG00000079550"	1.021829	0.458011	0.286141	1.66635	0.395377	0	3.631708	0.347346	0.967839
"ENSMUSG00000079554"	0	0.39928	0.142296	0.193625	0	0.048095	0	0	0
"ENSMUSG00000079588"	0	0	0	6.791204	4.708534	4.785168	0	12.501178	2.789275
"ENSMUSG00000079602"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079610"	4.234255	6.117933	4.216887	3.314343	2.888748	2.506799	2.974795	3.329563	5.675143
"ENSMUSG00000079658"	17.008736	15.716187	18.778072	38.296074	16.451263	58.498501	59.250668	17.615	24.674326
"ENSMUSG00000084989"	0	0.1746	0	0	0	0	0	0	0
"ENSMUSG00000085079"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000086277"	0	0	0	0.078384	0	0	0	0	0
"ENSMUSG00000086727"	0	0	0	0	0	0	2.33354	0	0
"ENSMUSG00000087230"	0	0	0	0	0	0	0.482435	0	0
"ENSMUSG00000087236"	0.588202	0.355644	0.179967	0.290203	0	0.368705	0.155287	0.167001	0
"ENSMUSG00000087364"	0	0.12724	0.4133	0	0	0	0	0	0
"ENSMUSG00000087679"	8.517224	7.601031	10.523456	11.090416	6.658108	9.033843	4.004669	4.126973	9.239454
"ENSMUSG00000089675"	0	0	0	0	0	0	1.971762	0	0
"ENSMUSG00000089762"	12.162189	6.669161	6.558283	4.724729	1.916035	6.250372	0.435068	15.625509	20.71154
"ENSMUSG00000089844"	1.317226	1.206058	3.540056	1.563381	1.631965	0.959703	28.248026	2.89487	3.971348
"ENSMUSG00000089872"	3.567803	6.046038	5.321627	6.241219	5.521049	4.209218	3.350708	2.628486	3.695001
"ENSMUSG00000089943"	0	0	0	0	0	0	6.689732	0	0
"ENSMUSG00000089953"	0.195931	0.160811	0.065341	0.029148	0.069897	0.254528	0	0.03816	0.051334
"ENSMUSG00000089960"	0	0.509352	0	0	0.025566	0.048755	3.800468	0	0
"ENSMUSG00000090071"	0	0.002218	0.032045	0.060488	0	0.04459	0	0	0
"ENSMUSG00000090124"	2.441648	1.230974	2.24278	0.78808	0.283721	0.110637	40.484219	0	0.291637
"ENSMUSG00000090145"	0.595424	0.30332	0.1353	0.115261	0.058345	0.06203	16.44788	0	0
"ENSMUSG00000090165"	0	0	0	0	0	0	2.078231	0	0
"ENSMUSG00000090171"	0	0.090144	0	0	0.004711	0	4.327939	0	0
"ENSMUSG00000090175"	0	0	0	0	0	0	2.086147	0	0
"ENSMUSG00000090272"	43.241432	41.632793	48.135941	14.388126	15.791129	21.325787	21.19961	84.567932	123.668953
"ENSMUSG00000090394"	10.407169	7.906601	10.405941	7.21663	16.75733	2.606012	13.862193	21.17807	14.828613
"ENSMUSG00000090553"	16.85899	22.450338	34.442005	58.715595	12.813661	123.862915	47.21603	12.320719	36.140026
"ENSMUSG00000091013"	0	0	0.310834	0.093565	0	0	0.031135	0	0
"ENSMUSG00000091017"	3.085266	4.770918	3.450579	1.91026	1.678395	1.749546	7.586018	4.52288	7.005945
"ENSMUSG00000091060"	12.492908	11.304742	8.698587	1.93761	0	0.137072	0	0	0.482907
"ENSMUSG00000091318"	0	0.014622	0	0.013499	0.009463	0	0.008219	0	0.078336
"ENSMUSG00000091476"	0.608771	0.356269	1.152703	0.79723	0.220939	0.030639	0	0	0
"ENSMUSG00000091844"	0.056959	0.101363	0.518044	2.562124	0.147072	2.775598	2.414533	0.143342	0.317562
"ENSMUSG00000091937"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000092356"	0	0	1.949218	0	0	2.010791	0	0	1.869715
"ENSMUSG00000093805"	0	0	0	0.076183	0	0	0	0	0
"ENSMUSG00000094127"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094266"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094410"	43.434174	41.45369	43.732777	62.486206	29.088097	26.420534	39.963783	26.471054	31.683872
"ENSMUSG00000094464"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094638"	0	0.282718	0.036962	0.122666	0.026322	0.042469	0	0	0.455033
"ENSMUSG00000094651"	0	0	0	0.580651	0	0	0	0	0
"ENSMUSG00000095576"	0.286544	0	0	0	0.026971	0	0	0.097315	0.208094
"ENSMUSG00000096094"	0	0	0	0	0	0.100045	0	0	0
"ENSMUSG00000096141"	0.014885	0.01943	0.008432	0.647494	0.014027	0.00956	0.075745	0	0
"ENSMUSG00000096822"	0	0	0.002937	0	0.001734	0	0	0.000747	0.006199
"ENSMUSG00000096968"	0.003227	0	0.085208	0.042779	0.000121	0.054151	0.107583	0.001479	0.025833
"ENSMUSG00000097638"	0.084583	0	0.043332	0.082286	0	0	0.02958	0	0
"ENSMUSG00000097918"	0	0.090727	0	0	0	0	0	0	0
"ENSMUSG00000098306"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000098549"	0.218008	0	0.148914	0.39325	0.049152	0.073705	6.400521	0.037841	0.110836
"ENSMUSG00000098794"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000098923"	2.83681	2.159692	1.726472	4.507201	1.660635	2.061752	12.582856	1.402388	4.685491
"ENSMUSG00000099032"	0.595683	0.416578	0.378623	0.326158	0.175554	0.166715	0.548359	0.136042	0.078993
"ENSMUSG00000099041"	2.686937	6.712643	14.832264	2.392339	12.341715	0.464957	1.677543	40.302601	8.151977
"ENSMUSG00000099913"	0	0	0	1.21901	0.075106	0	0	0	0.782465
"ENSMUSG00000100190"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100679"	0	0	0	0	0.010399	0	0	0	0
"ENSMUSG00000100846"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101315"	0	0	0	0	0.165436	0.582486	0	0	0.283136
"ENSMUSG00000101337"	0.365931	0.229144	0.109861	0.486258	0.071212	0.121765	0	0.032345	0.052592
"ENSMUSG00000101904"	0	0	0	0	0.256053	0	0	0	0
"ENSMUSG00000102030"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102416"	0	0	0	0.238641	0	0.102111	0.2038	0.252405	0
"ENSMUSG00000102418"	0	0	0	0	0	0	0.43202	0	0
"ENSMUSG00000102483"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102752"	0.778174	1.023789	0.779302	0	0	0	3.085776	0	0.863482
"ENSMUSG00000103421"	0	0.055047	0	0	0	0	0	0	0
"ENSMUSG00000103711"	0	0.336478	0.249914	0	0	0	0	0.257324	0.875621
"ENSMUSG00000104158"	0	0.294642	0	0.102954	0	0.286253	0	0	0.182536
"ENSMUSG00000104217"	0	0	3.116515	0	0	0.479785	2.975642	0	0.868544
"ENSMUSG00000104423"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000107167"	0	0	0	0.418042	0	0	0	0	0
"ENSMUSG00000109510"	0	0	0	0	0.443599	0	0	1.217626	0
"ENSMUSG00000109809"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109865"	7.40278	7.485538	8.344971	10.023575	4.774977	12.54431	10.06517	8.36021	13.096984
"ENSMUSG00000109946"	2.087024	2.06148	1.375847	1.376074	0.620453	0.420135	0	0.203301	0.629351
"ENSMUSG00000110100"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000111021"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000111863"	0	0	0	0	0	0	0	0	0
