"gene"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.MuSCs.D0_2"	"Young.MuSCs.D0_1"	"Young.MuSCs.D0_3"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"
"ENSMUSG00000095098"	2.412672	0.807321	1.742391	1.903418	1.007187	5.642046	0.513688	3.372185	5.605428
"ENSMUSG00000095250"	0	0	0	0.083076	0	0	0.849276	0	1.439767
"ENSMUSG00000095450"	0	0	0	0	0	0	0.920914	0	0
"ENSMUSG00000095462"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095484"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095500"	0	0	0	0	0	0	0.335064	0	0
"ENSMUSG00000095640"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095672"	0	0	0.076186	0.082132	0	0.083468	1.583047	0.310781	2.626003
"ENSMUSG00000095742"	15.073948	16.337523	22.566593	13.116005	8.401792	8.276309	3.525826	7.606335	12.636144
"ENSMUSG00000095759"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095769"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095785"	0	0	0	0.021209	0	0	0	0	0
"ENSMUSG00000095787"	0	0	0	0	0	0	1.499341	0	0
"ENSMUSG00000095852"	0	0	0	0	0.004729	0	0	0	0
"ENSMUSG00000095879"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095948"	0	0	0	0	0.000765	0	0	0	0
"ENSMUSG00000095993"	0	0	0	0	0.126728	0	0	0	0
"ENSMUSG00000096100"	0	0	0	0	0	0	0.580042	0	0
"ENSMUSG00000096120"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096273"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096289"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096320"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096370"	8.942414	3.742438	3.442499	7.522435	3.502366	5.078478	7.953189	5.573427	7.386182
"ENSMUSG00000096436"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096520"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096597"	0	0	0	0.414089	0.10934	0	0	0	0
"ENSMUSG00000096708"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096740"	3.012531	3.118137	3.625086	3.07585	1.034005	9.709569	3.745255	1.74351	3.130894
"ENSMUSG00000096808"	0.114588	0	0.018125	0.061341	0.013717	0	0.467294	0.009945	0
"ENSMUSG00000096850"	2.225012	3.139889	2.713488	5.965893	1.689862	6.191366	10.824346	1.546461	14.690003
"ENSMUSG00000096872"	0	0	0	1.006597	0	0.185864	0	0	0
"ENSMUSG00000099398"	0	0	0	0	0	0	5.190142	0	0
"ENSMUSG00000099530"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099655"	0	0	0	0	0.262801	0	0	0	0
"ENSMUSG00000100231"	0	0	0	0	0	0	0.599487	0	0
"ENSMUSG00000100621"	0	0.929099	3.066819	2.180036	0.199732	0.56742	1.177944	0.653523	1.232693
"ENSMUSG00000100937"	11.107401	3.834385	3.34465	3.333712	2.252929	1.332379	2.987243	5.602703	11.104032
"ENSMUSG00000101031"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101389"	0	0	0	0	0.054648	0	14.573667	0	0
"ENSMUSG00000102053"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102206"	0.25806	0.017749	0.030908	0.038264	0	0	0	0.069582	0
"ENSMUSG00000102222"	0	2.665262	0	0	0.057252	0	0	0.05834	0
"ENSMUSG00000102428"	6.050756	6.981476	5.350852	3.110421	1.934156	0.88603	0.038057	4.80173	6.382491
"ENSMUSG00000102440"	6.190012	5.644656	6.290894	2.875888	2.483662	0.886596	0	5.466177	6.263868
"ENSMUSG00000102543"	2.745341	3.315593	2.279833	2.494408	0.841858	0.873364	0.678764	1.15672	2.359604
"ENSMUSG00000102697"	0.338141	0.255743	0	0	0	0	0	0	0
"ENSMUSG00000102742"	6.715862	6.181717	7.093367	2.494339	1.681204	1.671066	0	2.373534	3.907815
"ENSMUSG00000102748"	5.467338	5.221262	6.539865	3.389978	2.317908	2.063664	0.0235	6.024087	10.474423
"ENSMUSG00000102918"	42.919388	37.550392	36.092159	31.727779	7.983178	17.617579	0.225724	3.830219	13.794182
"ENSMUSG00000103088"	10.984692	9.118527	8.874458	3.123727	2.391903	1.520904	2.221575	5.185056	8.347708
"ENSMUSG00000103092"	0	0.163903	0	0	0	0	0	0	0.016659
"ENSMUSG00000103144"	2.034718	1.334901	0.652807	1.167528	1.238916	0.103011	0	2.011127	1.490413
"ENSMUSG00000103255"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103310"	0	0.253202	0	0	0	0	0	0	0
"ENSMUSG00000103332"	0	2.278195	0	1.749667	0	0.14213	0	0.860767	0.631795
"ENSMUSG00000103442"	0	0.125811	0	0	0	0	0	0	0.00025
"ENSMUSG00000103458"	0	0	0	0	0	0	0.426629	0	0
"ENSMUSG00000103472"	3.255086	4.853625	3.047362	4.085567	2.687221	1.53745	0	3.370117	4.325697
"ENSMUSG00000103567"	4.759798	5.421356	5.629764	3.927845	2.139789	0.921265	0	4.850662	6.919518
"ENSMUSG00000103585"	7.384489	6.358402	6.852319	5.043305	3.295755	0.860952	0	4.629192	8.705173
"ENSMUSG00000103677"	1.748057	3.171203	2.190191	1.485116	0.962426	0	0	2.140488	2.785922
"ENSMUSG00000103707"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103749"	8.269169	9.465644	9.84281	5.976243	4.242088	1.888488	0.038955	8.807705	11.62218
"ENSMUSG00000103770"	0	0	0	0	0	0.064978	0	0	0.001579
"ENSMUSG00000103793"	6.382055	6.511651	6.132411	4.114116	2.909849	0.96046	0	3.933692	6.013999
"ENSMUSG00000103800"	0	0	0	0.127127	0	0.036813	0	0	0
"ENSMUSG00000103897"	6.566995	4.215218	4.693528	2.9651	0	0	0	3.810663	0
"ENSMUSG00000104063"	8.540731	6.860646	8.039089	3.387847	2.15822	1.387785	0	4.709849	6.303185
"ENSMUSG00000104252"	0	0.041067	0	0.056592	0.018392	0.000226	0	0	0
"ENSMUSG00000104318"	0	0	0	0	0.081456	0	0	0	0
"ENSMUSG00000104346"	5.70331	4.882588	4.12198	2.020419	1.251598	0	0	1.174976	3.406057
"ENSMUSG00000108889"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000108929"	0	0.11976	0	0.053257	0.064036	0.257489	5.707658	0	1.524273
"ENSMUSG00000109022"	0	0	0	0	0	0	0.232848	0	0
"ENSMUSG00000109238"	1.179262	0.957884	0.717103	1.728858	0	0.03513	0	0	0
"ENSMUSG00000109901"	12.072285	10.893876	12.117043	8.0336	6.924816	5.597729	34.11208	10.620732	8.702316
"ENSMUSG00000110185"	10.465158	10.913544	10.866727	8.534071	5.062956	2.950517	4.001899	6.406096	6.15464
"ENSMUSG00000110277"	2.981983	2.292821	2.735464	2.295501	1.137565	1.263109	2.712066	2.268585	2.264097
"ENSMUSG00000110576"	0	0	0	0	0	0.085312	0	0	0
"ENSMUSG00000110949"	2.168853	0.477126	1.102119	0.96593	0.403444	0.630108	0	0.585824	0.617093
"ENSMUSG00000116166"	0	0	0	0.020261	0	0	0	0	0.049738
"ENSMUSG00000116347"	6.437767	0	3.271043	6.621015	2.573711	20.188585	8.04979	0	2.586794
"ENSMUSG00000117621"	0.89835	0.720738	0.794114	2.440447	0.31845	2.299755	0	0	0.290601
"ENSMUSG00000117666"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000117679"	8.018291	5.880634	9.061452	10.848349	5.315781	4.195843	34.581131	11.966416	15.170678
"ENSMUSG00000117694"	0	1.574658	0	14.609502	0.262603	12.573812	0.75697	0	4.609828
"ENSMUSG00000117732"	0.106208	0	0.757141	0.382895	0.581796	0	0	0.60374	0
"ENSMUSG00000117781"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000117789"	4.180223	2.564954	4.024856	2.649023	1.310453	2.797646	2.142892	2.318162	3.142138
"ENSMUSG00000117873"	0	0	0.827296	0	0	0	0	0	0
"ENSMUSG00000117874"	0	0	0	0	0	0	0	0.316634	0
"ENSMUSG00000117924"	9.909662	6.588534	10.424275	8.43961	5.380393	5.847816	5.988364	4.436357	7.896816
"ENSMUSG00000117942"	6.165686	2.505211	2.843103	4.098788	2.750905	3.833248	10.008662	3.524365	4.40115
"ENSMUSG00000117975"	3.343562	2.117802	0	0	1.165906	5.933756	53.634823	0	1.6797
"ENSMUSG00000118124"	0	0	0	1.234697	0	3.168432	2.819133	0	2.506765
"ENSMUSG00000118125"	2.856755	4.803777	1.400708	4.750566	1.723375	5.822374	0.717996	2.073686	0.573578
"ENSMUSG00000118346"	10.588411	12.421919	15.531901	7.648823	4.761945	6.18368	48.745674	12.563302	16.245777
"ENSMUSG00000118407"	0	0	0.570663	3.130967	0.014572	0	0	1.190285	0.827698
"ENSMUSG00000118491"	0	0	0	0	0	0	1.764637	0	0
"ENSMUSG00000000194"	14.283749	15.407634	13.559999	12.767882	9.906393	6.924017	19.762514	12.263847	14.270844
"ENSMUSG00000000544"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001864"	1.528394	3.132335	5.930372	11.740102	1.889222	21.473362	0	1.487718	1.582407
"ENSMUSG00000002107"	105.610191	90.55085	109.040703	86.701324	24.334812	36.570786	158.537567	0.382174	1.882249
"ENSMUSG00000003051"	0	0	0	0.216548	0	0	0	0	0
"ENSMUSG00000003134"	2.692393	6.370374	6.391471	8.589067	3.987222	1.446053	16.398794	6.236188	13.421265
"ENSMUSG00000004113"	0.035971	0	0	0.050359	0	0	0.30298	0.320562	0.102842
"ENSMUSG00000004451"	11.252196	8.975504	8.731816	9.218297	4.97221	7.573835	38.846638	13.195665	38.244095
"ENSMUSG00000004768"	11.875728	14.810975	16.500511	6.507652	3.543784	4.722284	0.900402	4.598866	5.289084
"ENSMUSG00000006005"	41.697987	32.661198	36.649368	38.716053	21.763523	59.508034	62.347313	35.496368	43.648766
"ENSMUSG00000006014"	427.916382	375.017212	477.163666	1.40812	2.27565	6.334127	0.349891	50.939068	11.683951
"ENSMUSG00000006304"	45.554375	49.355198	59.290878	41.373253	20.257662	70.613106	377.52063	53.508698	92.382812
"ENSMUSG00000006403"	10.953484	12.403887	16.366043	34.599167	5.549576	13.876113	0	2.090766	27.172396
"ENSMUSG00000006411"	0	0	0	0.105385	0	0	0.781119	0	0
"ENSMUSG00000006476"	18.747547	21.868813	18.039036	21.419525	13.050205	6.881128	37.054188	7.31901	13.389951
"ENSMUSG00000007122"	1.002337	0.609697	1.372578	12.303716	2.556989	0.755608	0	0.684358	1.684383
"ENSMUSG00000007476"	17.942896	13.758309	10.836346	12.593064	2.530376	13.640963	9.073577	8.363931	40.489029
"ENSMUSG00000007805"	10.471705	7.939991	12.374465	0.114733	0.216944	0.146322	0	0	0.048951
"ENSMUSG00000009555"	14.238081	10.286359	10.696903	13.251586	7.086465	16.956503	36.714802	12.465513	16.794367
"ENSMUSG00000009566"	6.902702	7.785514	5.105845	4.889768	2.769743	5.504241	2.332953	13.765108	26.985451
"ENSMUSG00000009621"	5.788399	5.420759	5.556735	9.825002	4.728515	4.703259	0.893241	1.28327	3.576728
"ENSMUSG00000013593"	14.254338	13.155339	14.853092	27.565996	14.580785	26.471117	15.169621	10.720536	25.840759
"ENSMUSG00000014226"	15.702766	12.5491	19.406326	28.415173	10.141195	85.032562	24.15741	10.387671	16.442852
"ENSMUSG00000015083"	0.537568	0.173447	0.745162	0.439677	0.25415	0	0.478766	0.963043	0
"ENSMUSG00000015337"	2.031045	1.340957	1.915029	0.493465	1.438696	2.515968	0	1.647953	1.076855
"ENSMUSG00000015484"	0	0	0	0	0	0	0	0	0.710215
"ENSMUSG00000015776"	5.3518	5.087368	4.513358	5.03432	2.727424	7.042278	6.16118	3.656355	4.417329
"ENSMUSG00000015843"	0.265426	0.33738	0.065501	0.862163	1.147993	0.949136	0	0	0
"ENSMUSG00000015961"	12.628614	11.198285	11.008775	20.736696	6.645556	41.365944	12.322676	10.283286	25.599409
"ENSMUSG00000016481"	30.830629	47.379345	34.461708	16.553482	17.528372	13.968591	50.775497	47.233612	50.910625
"ENSMUSG00000016528"	12.752912	14.7033	16.148111	15.463727	7.787654	13.868064	213.906921	8.902034	17.627726
"ENSMUSG00000017144"	51.151676	47.081558	44.592049	28.025217	23.054436	13.216723	2.452798	2.438813	9.007475
"ENSMUSG00000017412"	2.697286	2.581603	1.605343	0.314752	0.930005	0.19644	0	0	0
"ENSMUSG00000018189"	7.062867	4.124404	4.183622	9.33748	3.22837	28.577015	26.488464	5.373361	6.268275
"ENSMUSG00000019715"	5.3012	6.347545	4.159616	6.430669	3.331779	4.320675	5.75979	9.640902	9.422259
"ENSMUSG00000020423"	52.777744	44.322548	37.26825	28.741037	75.68782	6.670845	382.67688	95.625206	56.945499
"ENSMUSG00000025777"	0	0.072786	0.060365	0.001784	0	0	0	0	0
"ENSMUSG00000025907"	39.365353	38.785164	40.321892	44.968143	23.122957	18.989401	95.519493	39.796303	30.873619
"ENSMUSG00000025916"	0	0	0.844028	0	0	0	2.040436	0	0
"ENSMUSG00000025920"	3.18034	1.977528	3.939746	4.481896	1.373737	2.451751	0.299781	0.864428	2.267442
"ENSMUSG00000025932"	0	0.857152	0.172541	10.517072	7.465051	7.934793	0.467909	5.931777	5.202666
"ENSMUSG00000025933"	4.199907	1.424098	3.900802	1.12911	0.608739	1.279148	0	0	0.590673
"ENSMUSG00000025939"	17.000803	18.970978	17.441792	22.797747	9.3553	10.765949	24.405779	12.353158	16.744038
"ENSMUSG00000025940"	5.204883	5.553213	6.469561	14.10924	4.066314	17.965338	7.814473	3.828838	7.589619
"ENSMUSG00000025946"	0	0.292363	0	0	0.204686	0	0	0	0
"ENSMUSG00000025950"	31.316427	30.807343	29.862968	11.800268	6.016268	3.215837	13.673782	7.337816	8.888813
"ENSMUSG00000025959"	14.662409	13.530231	10.679638	8.929318	8.768152	5.22778	27.130671	28.161631	23.509188
"ENSMUSG00000025962"	3.288798	1.988376	2.12874	4.567362	2.484091	9.62002	0.850162	1.334538	1.917588
"ENSMUSG00000025964"	4.415715	3.587602	5.202967	2.541675	5.412254	0.890805	0.03619	0.081598	0
"ENSMUSG00000025967"	38.004284	42.594822	47.951847	94.173126	21.193735	139.54332	41.875217	18.899197	49.747627
"ENSMUSG00000025968"	16.815945	22.670103	17.51301	33.614536	12.632785	42.675129	16.468304	9.896462	18.350527
"ENSMUSG00000025980"	23.084978	20.445322	22.904127	49.953331	20.287971	219.569016	18.091585	11.961962	18.973963
"ENSMUSG00000025986"	10.044729	9.214908	9.370267	9.523139	5.208914	13.235197	1.647682	10.254857	16.279718
"ENSMUSG00000025991"	0	5.454976	0	0	0	0	0	0	0
"ENSMUSG00000025993"	1.533707	2.476998	0.783524	20.388468	2.183954	0.836884	99.751198	0.072664	0.460846
"ENSMUSG00000026005"	8.689854	7.545381	7.149696	7.022826	3.61263	8.500496	16.255764	6.903825	9.549547
"ENSMUSG00000026009"	0	0	0.321057	0	0.407786	0	0	0.143382	0
"ENSMUSG00000026012"	0.126117	0	0	0	0	0	1.271324	0	0
"ENSMUSG00000026014"	21.522215	21.963966	18.843351	33.858353	28.213566	24.564781	3.895015	24.797968	33.941776
"ENSMUSG00000026017"	4.679965	5.668057	5.084223	7.694943	3.421396	2.769441	2.924324	2.226891	4.11403
"ENSMUSG00000026018"	1.49136	1.079989	0	1.88774	1.373966	0	5.462176	2.490453	0.627351
"ENSMUSG00000026019"	0.886499	1.821681	1.489484	6.670302	1.602903	13.792039	0.980783	0.837998	1.581587
"ENSMUSG00000026021"	20.137392	19.908875	18.471447	27.388121	12.004303	39.53894	44.67651	14.809996	21.262451
"ENSMUSG00000026027"	6.160031	3.959216	3.099303	7.282499	3.134164	2.465275	5.667358	2.767415	3.584262
"ENSMUSG00000026031"	37.51503	37.691532	30.889675	30.009178	18.866446	22.099924	156.750198	36.920406	45.208549
"ENSMUSG00000026034"	106.940559	96.793816	97.561668	144.805496	107.470131	59.068169	422.024292	102.739899	114.473785
"ENSMUSG00000026035"	4.011744	6.177673	7.371279	7.740017	4.147065	11.676867	4.861641	1.643826	4.679225
"ENSMUSG00000026048"	8.477121	8.619782	12.035864	8.063438	6.905745	4.999173	1.057529	7.606113	9.79097
"ENSMUSG00000026051"	1.441087	4.20554	5.784482	2.698276	0.603117	0.481684	1.464574	0	0.621751
"ENSMUSG00000026064"	24.557957	18.068464	19.281851	14.578206	14.297697	8.702043	47.864868	6.79798	8.505661
"ENSMUSG00000026065"	0	0	0	0	0	0.057271	0.381154	0	0
"ENSMUSG00000026068"	0	0	0.136883	0.260253	0	2.620404	79.989456	0	0
"ENSMUSG00000026070"	0	0	0	0	0	0	10.200294	0	0
"ENSMUSG00000026073"	1.119497	2.329488	2.379362	1.692823	0	0.083907	797.527893	0	0
"ENSMUSG00000026077"	24.560987	33.071526	30.30085	4.251979	14.55007	0.865543	0	2.23429	1.834249
"ENSMUSG00000026098"	1.748881	2.396347	2.451725	3.816295	1.943639	2.740541	3.994651	1.939942	1.706789
"ENSMUSG00000026102"	5.965629	5.768733	4.898722	1.743012	1.660701	0.591075	24.377617	18.897528	11.585194
"ENSMUSG00000026103"	91.807114	85.727737	95.982071	90.565331	47.131943	61.165504	360.13089	80.993042	152.79483
"ENSMUSG00000026104"	11.49243	9.264871	12.113853	19.852123	6.791495	14.721317	86.00338	27.969282	74.483047
"ENSMUSG00000026112"	11.876287	14.904637	14.752296	13.925614	6.421932	14.253556	32.990463	7.545944	9.952393
"ENSMUSG00000026131"	48.59502	47.58279	48.21785	75.76754	40.902748	36.184673	0.36671	82.772552	117.037453
"ENSMUSG00000026135"	8.38743	7.373888	9.031925	7.321901	5.491164	8.883765	5.095056	6.393646	5.722607
"ENSMUSG00000026167"	0	0	0	0.12894	0.118166	0.110769	0	0	0
"ENSMUSG00000026170"	11.100935	9.59847	11.737948	1.413553	3.19265	0.77614	0.560258	3.45973	1.441128
"ENSMUSG00000026171"	9.757592	8.762208	11.783854	12.913831	7.911891	7.692588	9.837845	9.217011	12.576818
"ENSMUSG00000026172"	4.706383	2.978073	5.105516	5.275888	2.124474	5.149786	1.147295	2.395934	3.787807
"ENSMUSG00000026173"	0.902265	1.197079	1.622939	1.844377	0.584962	0.821819	0.827109	0.516121	1.400645
"ENSMUSG00000026174"	5.922228	6.774195	6.206903	11.448402	3.862444	22.540524	5.147307	2.977685	8.155841
"ENSMUSG00000026176"	27.238615	19.939392	20.756935	15.773982	13.597842	11.7665	22.921543	15.518792	16.337719
"ENSMUSG00000026177"	1.159804	1.7851	3.284092	0.81545	1.11523	1.022975	90.881447	0.461315	0.47152
"ENSMUSG00000026180"	0	0	0	0	0	0	340.207916	0	0
"ENSMUSG00000026198"	1.141102	3.513999	2.973618	2.889374	0.317201	1.590858	0.417889	1.011334	0.960331
"ENSMUSG00000026201"	10.439941	7.544138	8.41026	8.109955	7.897566	10.016678	8.449654	11.676544	8.924176
"ENSMUSG00000026203"	3.509941	5.497882	3.595881	2.96782	7.024661	2.988624	4.526573	5.464721	3.032403
"ENSMUSG00000026205"	1.238961	0.948097	0.525904	0.877548	0.30051	0.400725	5.875214	0.715083	1.280564
"ENSMUSG00000026213"	2.056929	2.930133	2.165736	2.90915	2.154883	1.672769	7.264441	1.823965	2.338829
"ENSMUSG00000026223"	30.582176	27.721703	29.304857	13.438952	9.033109	7.307826	13.140168	8.284899	32.237091
"ENSMUSG00000026228"	0	0.669189	1.807916	2.360507	0.76513	3.117056	4.967319	1.724566	1.632787
"ENSMUSG00000026237"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026238"	197.916611	203.013107	208.167709	267.785309	138.320526	703.8349	137.7323	157.840179	306.319702
"ENSMUSG00000026248"	0.692036	2.243662	1.93129	2.057657	0.522043	4.13625	0.917014	0.821321	1.93407
"ENSMUSG00000026260"	17.663683	16.089539	11.629905	28.920864	13.182547	31.393415	13.556544	8.051056	15.561532
"ENSMUSG00000026270"	5.159305	2.482587	3.901639	2.865843	2.165403	1.139674	2.265869	1.224585	2.851657
"ENSMUSG00000026278"	1.799223	1.629265	1.451878	4.76281	1.516448	2.784816	0.357854	2.994448	7.994957
"ENSMUSG00000026280"	5.646113	8.107803	8.538019	9.77163	5.634856	4.467553	5.449701	5.272315	6.942259
"ENSMUSG00000026289"	11.283482	8.473342	11.287505	11.609833	8.131806	11.07716	31.731768	11.616128	13.140192
"ENSMUSG00000026305"	11.64657	10.140737	9.351668	31.869535	13.255106	34.153099	95.389069	15.727266	36.940693
"ENSMUSG00000026308"	0.303488	0.844722	0.580131	2.072898	0.929024	0.751364	0	0	0.209026
"ENSMUSG00000026311"	4.923852	2.531229	2.068135	2.23854	2.432069	1.632984	0	1.217774	1.158304
"ENSMUSG00000026333"	0.986505	3.002291	2.79349	3.932366	1.980781	3.473181	2.606557	2.510769	2.087961
"ENSMUSG00000026335"	135.663223	113.562851	115.676483	41.001934	24.981232	25.849167	6.019311	26.59079	37.776665
"ENSMUSG00000026343"	0.24671	0	0	0	0	0	0	0	0
"ENSMUSG00000026348"	0.120724	0.571591	0	0	0	0	0	0	0
"ENSMUSG00000026349"	19.044014	18.630108	18.590157	22.354263	16.446581	15.404259	32.654125	17.471462	21.687525
"ENSMUSG00000026360"	6.059854	2.534441	3.684822	4.939749	7.16733	5.250987	199.054611	5.772506	5.672372
"ENSMUSG00000026365"	339.017914	149.033524	213.959717	29.859669	21.323217	1.556247	4.066753	0.726128	1.92625
"ENSMUSG00000026383"	2.165452	1.598762	2.262084	9.556726	2.516654	2.561104	0.08895	2.44355	2.145959
"ENSMUSG00000026389"	34.118019	38.78751	32.359444	0.526654	0.498368	1.185579	0.461718	0.034464	1.151261
"ENSMUSG00000026390"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026393"	24.374788	22.821005	20.897154	16.254087	9.559844	10.741796	22.561026	19.451527	19.456041
"ENSMUSG00000026401"	4.407955	5.421034	5.237756	0.150856	0	0	0.603732	0.286465	0.450584
"ENSMUSG00000026404"	2.398936	0.971809	1.22628	1.261191	1.109324	1.535976	2.127409	1.806909	1.072875
"ENSMUSG00000026405"	0	0.646376	0.144437	0.038102	0	0	0	0	0.135421
"ENSMUSG00000026407"	0.194196	0.244185	0.106835	2.594046	0.095233	0.010025	0	0.023387	0.092078
"ENSMUSG00000026409"	7.523124	5.465197	4.237746	4.820232	2.970069	1.898343	3.83763	2.973863	5.487726
"ENSMUSG00000026411"	8.365787	8.109629	8.303986	6.867366	2.691582	3.659285	0	1.911022	3.075965
"ENSMUSG00000026418"	1.912687	3.049977	1.290901	12.015116	0.932248	0.157117	0	0	2.754508
"ENSMUSG00000026434"	27.231081	24.028954	24.074448	36.414043	12.44622	51.606697	6.341845	12.972012	20.833786
"ENSMUSG00000026436"	38.868401	52.166042	38.048386	44.407776	22.331276	30.673346	69.0737	81.615089	113.281067
"ENSMUSG00000026437"	0.624489	0.708423	1.655617	1.607118	4.075395	0.930276	19.556664	0.420214	0.565513
"ENSMUSG00000026442"	0.490124	1.766556	1.834906	0.110727	0.751753	0.381982	0	0	0
"ENSMUSG00000026457"	13.924098	12.85112	13.922587	12.646797	7.912305	17.687054	142.814499	30.62697	33.180683
"ENSMUSG00000026466"	48.430721	37.989296	37.903435	40.644657	25.674715	25.420935	83.486038	31.393936	40.715431
"ENSMUSG00000026470"	5.912202	10.840503	8.051658	16.038561	4.171849	2.735198	20.663076	13.768473	25.566305
"ENSMUSG00000026480"	0.968564	1.780692	0.787274	3.34667	5.900503	1.496437	248.225296	1.267367	4.503609
"ENSMUSG00000026482"	24.419987	26.933926	24.338734	4.616127	9.338956	3.330493	10.14351	32.898689	34.594135
"ENSMUSG00000026491"	18.703358	14.907855	18.449162	24.012203	13.670506	29.864332	20.586988	16.977175	19.538624
"ENSMUSG00000026494"	0	0	0	3.839578	0.099185	0.020225	0.08454	0.01302	0.208947
"ENSMUSG00000026496"	3.058984	3.048676	2.709832	9.806929	2.730927	15.724022	2.738938	2.136221	4.199041
"ENSMUSG00000026499"	15.27033	15.897781	16.140324	16.107452	5.816845	10.030033	18.223913	7.895167	13.026643
"ENSMUSG00000026500"	1.725354	2.607228	0	1.706316	0.787981	1.533074	2.039206	0.801306	2.244015
"ENSMUSG00000026510"	7.052236	6.806595	6.44225	9.265529	5.833704	5.122882	12.939851	3.666846	6.464314
"ENSMUSG00000026511"	15.130331	16.100626	17.251263	18.161411	6.564609	20.279768	31.367895	11.656544	19.428905
"ENSMUSG00000026514"	0	0	0	0	0	0	0.173509	0	0
"ENSMUSG00000026519"	28.747015	23.066307	28.665388	7.023108	8.976017	8.881256	8.770522	5.826705	10.927608
"ENSMUSG00000026520"	1.401514	2.558424	1.931185	2.953236	1.215334	9.340464	1.146748	1.681273	1.944557
"ENSMUSG00000026525"	0	0.89782	1.158829	1.142591	0.553365	2.290429	0.228583	0.142779	1.227183
"ENSMUSG00000026532"	0.481115	0.35895	0.38501	0.177283	0.015909	0	0	0	0
"ENSMUSG00000026547"	52.555103	72.266548	82.64743	62.547211	24.868256	154.304703	37.643219	52.23901	108.500023
"ENSMUSG00000026554"	27.787758	22.859436	27.680895	48.507641	21.779388	14.887359	16.628792	15.601219	24.903666
"ENSMUSG00000026556"	2.726912	1.821446	3.437278	3.073293	0.730431	3.352118	0	1.190337	1.96826
"ENSMUSG00000026563"	5.583862	4.487127	4.519961	6.561848	2.864546	3.312522	6.588714	3.203159	7.111162
"ENSMUSG00000026566"	12.665591	10.009754	10.450911	10.451443	7.305869	9.799201	0.409375	26.629271	34.126442
"ENSMUSG00000026571"	17.094778	15.922947	16.869598	15.661521	9.33441	4.425014	11.597008	11.823532	15.544541
"ENSMUSG00000026575"	2.940928	4.623023	6.520258	5.989369	3.467289	8.929873	3.882149	2.460232	7.274597
"ENSMUSG00000026581"	0	0	0	0	0	0	347.014771	0	0.25288
"ENSMUSG00000026585"	12.954063	12.22376	12.989671	10.077004	5.892586	6.339115	0.470866	6.295401	7.546569
"ENSMUSG00000026589"	12.278247	11.0721	11.127897	1.097437	0.679179	0.4202	0	0	0.239456
"ENSMUSG00000026604"	4.039786	4.547879	3.149213	9.152741	4.181386	4.238473	0	8.872444	17.102423
"ENSMUSG00000026615"	25.539942	23.501627	31.382496	33.577206	17.723263	42.520061	22.306072	8.280023	16.938442
"ENSMUSG00000026618"	11.7342	9.155009	10.193974	11.260188	6.677648	12.461574	6.713371	7.911958	13.260281
"ENSMUSG00000026622"	0.424335	0.404869	0.393017	2.355136	0.134494	8.770792	0	0	0.805746
"ENSMUSG00000026623"	11.65385	10.087858	10.897625	8.963063	3.840948	12.111938	20.617096	4.444419	6.648664
"ENSMUSG00000026626"	26.877825	26.344496	27.760275	24.755983	28.985023	25.965649	142.89238	116.34716	99.248405
"ENSMUSG00000026628"	20.92795	22.081146	31.135744	12.575789	27.236849	10.321029	333.206665	18.875374	29.545622
"ENSMUSG00000026630"	0.164325	0	0	0	0	0	0	0	0.260931
"ENSMUSG00000026632"	3.329914	7.681829	3.64186	7.108866	5.27898	2.567093	2.464809	7.643332	7.293801
"ENSMUSG00000026639"	0.977143	1.022298	0.141961	0.229816	0.274477	0.132296	8.707143	0	0
"ENSMUSG00000026640"	4.468845	4.196689	3.575402	36.756424	10.395703	2.829376	0.065572	42.424923	45.771347
"ENSMUSG00000026643"	18.008604	15.511873	17.853798	12.329401	6.225201	15.642076	9.541851	8.07313	15.697701
"ENSMUSG00000026646"	0.623568	0.932127	1.082399	2.261007	0.864679	4.227523	16.967106	0.421825	1.165021
