"gene"	"Old.Resolving-Mac.D4_2"	"Old.Inflammatory-Mac.D4_3"	"Old.Resolving-Mac.D4_3"	"Old.Inflammatory-Mac.D4_2"	"Old.Inflammatory-Mac.D4_1"	"Old.Resolving-Mac.D4_1"	"Old.FAPs.D4_1"	"Old.FAPs.D4_2"	"Old.FAPs.D4_3"	"Old.MuSCs.D4_2"	"Old.MuSCs.D4_1"	"Old.ECs.D4_1"	"Old.ECs.D4_3"	"Old.ECs.D4_2"
"ENSMUSG00000015519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000015957"	3.076344	0.263478	0.886048	0.604141	1.06082	0.922386	4.186921	3.105354	9.018747	0.768532	0.203158	0	0.812868	0.43093
"ENSMUSG00000015981"	0	0	0	0	0	0	0.496356	0	0	0.243416	0	0.058583	2.184609	1.053252
"ENSMUSG00000018909"	18.321554	7.950554	20.635193	19.899958	21.987593	19.973282	3.865533	1.274271	3.590502	4.630699	4.432827	2.315555	27.478079	19.569523
"ENSMUSG00000018995"	3.057801	1.013319	2.610078	2.965095	2.178831	3.051034	2.403584	1.234647	2.284512	3.259881	2.203712	1.323527	1.683048	3.136566
"ENSMUSG00000019194"	0	0.656123	1.41672	8.387977	3.431667	5.922975	21.997673	9.692168	22.579672	11.573089	6.031561	0.947802	17.881235	6.985715
"ENSMUSG00000019539"	0.623053	0.302184	0.248368	1.296988	1.539642	2.152314	159.633102	64.820671	155.060455	16.880405	8.634788	0.923814	3.943231	4.459583
"ENSMUSG00000019782"	31.64106	10.546428	24.779753	17.256618	35.269894	14.333776	34.485344	17.337355	43.650444	33.609177	11.154897	9.072097	25.122704	37.538391
"ENSMUSG00000019790"	9.367207	6.681227	9.320325	11.532888	10.847432	14.511201	8.300361	3.141971	8.544629	7.441527	7.874005	10.90102	18.60008	19.210312
"ENSMUSG00000019802"	20.695269	7.096603	15.57094	13.695809	17.32357	10.725147	36.241817	13.547525	35.137768	22.561573	13.887138	8.392689	21.485083	17.915915
"ENSMUSG00000019804"	79.891747	58.428448	99.851791	55.992619	65.967392	63.668701	57.291508	24.859747	57.968437	39.1329	22.681829	22.58239	57.737637	47.138985
"ENSMUSG00000019809"	4.442199	3.405326	5.251613	7.612169	9.480992	6.888433	11.2275	3.890029	13.620133	7.352059	4.692056	3.655542	5.394238	6.353644
"ENSMUSG00000019813"	0	0.608774	1.163934	2.717165	1.140353	2.227301	4.598066	1.537492	2.017001	3.577283	1.657052	0.538001	1.709766	1.080364
"ENSMUSG00000019826"	1.188084	1.29635	2.851767	3.709564	6.13638	3.216989	5.492162	2.772777	6.478445	3.252112	4.678389	3.799978	5.472477	2.380628
"ENSMUSG00000019832"	54.11404	16.160856	40.260635	18.2481	34.866108	16.981131	22.648123	6.072904	15.536771	0.894199	0	0.393775	1.642017	3.462413
"ENSMUSG00000019841"	12.665967	3.952191	8.256152	6.739249	11.20673	6.649724	25.238613	8.518013	23.074638	11.16031	13.63828	3.851632	14.928021	8.467622
"ENSMUSG00000019843"	26.930138	2.443905	12.77741	7.171516	18.526312	5.730459	16.67329	6.834082	16.385984	10.751725	9.139432	8.123606	32.203625	23.680941
"ENSMUSG00000019846"	0.016337	0.013029	0.040893	0.197964	0.226307	0.225077	106.516899	55.13689	131.151337	22.551239	25.403368	39.179192	118.710289	82.477493
"ENSMUSG00000019848"	0	0	0	0	0	0.102315	0	0	0	8.136051	0.759091	0.014361	0	0
"ENSMUSG00000019849"	4.952354	1.532775	4.104442	2.334109	3.269418	2.420474	5.409582	2.466975	4.259198	5.513054	2.122371	1.116476	2.508633	4.733878
"ENSMUSG00000019857"	5.521964	5.069437	11.222252	14.028707	13.240934	9.583993	9.063606	4.355704	11.094887	17.747364	10.206237	6.835405	13.198782	10.468625
"ENSMUSG00000019861"	5.824363	2.593518	5.173692	4.189404	5.676072	4.148307	8.644585	5.073414	9.115991	6.176807	5.26337	11.732738	22.584854	19.292217
"ENSMUSG00000019864"	3.097658	1.312746	2.293983	2.898169	4.522143	2.703328	2.347094	0.794842	1.864443	2.306833	1.482587	0.671774	3.876517	2.369751
"ENSMUSG00000019866"	18.217091	4.791934	15.220596	7.14	25.58897	8.353469	0.482534	0.235105	0	0.846111	3.657247	3.760315	3.332741	4.404329
"ENSMUSG00000019872"	100.892487	46.104038	70.530876	66.708672	96.477844	47.654709	22.319124	10.493464	26.411779	4.780087	9.065408	10.797736	10.798156	10.748565
"ENSMUSG00000019878"	7.306011	4.471254	8.093728	9.670698	12.308589	5.471226	8.979537	4.479081	12.443118	14.080152	8.88596	4.682717	10.650868	9.45185
"ENSMUSG00000019889"	0	0	0.025415	0.098574	0	0.007271	2.510496	1.134127	2.532051	26.531326	28.424044	11.580964	37.920738	30.13139
"ENSMUSG00000019917"	2.253729	1.927423	3.796145	6.897474	6.013388	5.400693	18.064161	8.187261	20.09301	12.862943	7.847992	5.217982	25.467632	25.06056
"ENSMUSG00000019977"	16.387695	5.798307	16.341814	13.596558	18.075718	10.773774	14.015531	7.361653	13.763674	19.920254	10.649154	4.747016	17.593567	17.161797
"ENSMUSG00000019982"	0	0.047561	0.302062	0.175158	0.691108	0.293904	0.071887	0.038509	0.129681	1.159143	0.125175	0	0.026264	0.072065
"ENSMUSG00000019984"	12.048902	4.820417	8.926842	8.480992	10.356795	8.243567	10.363302	3.523819	10.179611	8.701585	6.5995	4.81089	9.113166	10.501867
"ENSMUSG00000019990"	19.087088	4.064499	16.314751	15.174071	50.380562	18.21537	5.648464	1.686273	6.170813	9.832755	31.747824	4.094115	6.709492	3.557294
"ENSMUSG00000020000"	0	0	0	0	0	0	0	0	0.944488	1.429582	2.091743	0.088928	0.337928	0
"ENSMUSG00000020072"	0	0	0	0	0	0	0.184859	0	0	0	0	0.214316	0	0
"ENSMUSG00000020079"	9.656198	1.795854	4.007821	4.249038	5.575249	5.001701	5.843931	2.095528	3.643143	5.624084	2.822806	1.596377	3.431389	4.14275
"ENSMUSG00000020092"	1.501534	1.039837	1.356169	3.367229	2.848976	3.206927	0.760324	0.607235	0.967244	2.627312	4.727077	6.580026	19.125858	11.218996
"ENSMUSG00000020097"	84.642899	48.310593	80.846779	83.369225	83.49987	85.883858	18.866276	8.389665	18.719151	18.18924	7.01683	2.010337	6.15139	12.736122
"ENSMUSG00000020101"	51.15189	21.983574	67.226105	58.859135	70.989433	74.229767	4.998097	5.224961	5.348862	0.944631	0.813608	13.903126	23.408888	9.546108
"ENSMUSG00000020109"	8.607736	4.524135	8.358771	9.120002	19.209389	8.743662	8.777932	4.819286	11.987561	12.143425	6.325019	3.743989	9.34761	7.435767
"ENSMUSG00000020111"	17.809517	7.371172	17.735321	18.911037	19.251534	22.530348	20.485258	7.635775	17.724632	18.047438	11.724434	5.265523	8.423537	10.127981
"ENSMUSG00000025103"	15.134059	7.132314	18.769142	17.30608	16.162607	16.731333	18.013988	8.604683	19.212547	15.164792	6.607312	6.802827	11.518764	13.773816
"ENSMUSG00000025104"	6.247561	2.607718	6.545685	8.287225	5.001554	6.095097	10.425479	5.774891	11.668808	5.472084	6.330243	6.701603	14.589684	8.394879
"ENSMUSG00000025147"	2.78959	1.825578	3.84082	5.6069	5.953876	5.792338	3.930459	2.062459	3.642769	10.671161	13.16965	7.003976	14.93752	11.083134
"ENSMUSG00000025326"	22.321213	15.654143	21.504782	31.354036	23.836891	29.969481	20.639984	10.340295	38.495651	25.632654	39.843014	13.588332	15.846658	18.023863
"ENSMUSG00000025464"	3.630589	2.580173	5.076163	7.156194	5.862594	8.194858	1.864439	0.641264	4.12244	2.197079	0.575564	0.263768	1.795215	0.599763
"ENSMUSG00000025473"	135.048431	56.112724	60.630039	25.469963	16.39163	32.270748	1.714415	0.636351	2.851862	4.453883	0.386402	0.183568	0.619941	1.961566
"ENSMUSG00000025475"	0	0	0	0	0	0	0.47518	0.984931	2.268872	0	0	0	0	0
"ENSMUSG00000025479"	0	0	0	0	0	0	0	0	0	0	0	0.07047	0	0
"ENSMUSG00000025480"	0	0	0	0.699397	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000025485"	9.921459	4.753696	10.656595	9.908264	11.617632	10.482988	14.095057	5.656707	12.936709	7.802855	7.668386	6.102497	11.443586	8.683847
"ENSMUSG00000025486"	1.515393	0.710444	1.443967	2.184605	3.108853	2.830949	3.354926	1.355064	1.967045	2.270455	2.170747	1.414192	3.554317	1.671937
"ENSMUSG00000025487"	15.545758	7.611389	16.999992	9.545249	18.696047	10.37223	18.739998	7.603969	15.075243	22.579308	9.363142	6.641786	12.130474	16.903652
"ENSMUSG00000025491"	21.59684	1.684827	17.872669	9.566291	19.341599	9.792791	3.489741	0.587109	3.201693	8.54817	7.82548	0.504156	1.557766	0
"ENSMUSG00000025498"	64.355591	13.642882	70.313698	77.961914	485.023224	78.7771	106.269043	26.225681	102.655327	5.015565	3.029515	9.486286	28.356489	20.04213
"ENSMUSG00000025504"	0	0	0	0	0	0	0.22435	0.107871	0	0.104502	0.20255	3.462127	7.06701	4.593542
"ENSMUSG00000025584"	15.631621	5.465859	10.587473	7.964171	9.50224	8.228264	19.696142	8.384411	22.215181	11.812411	7.579822	9.010411	31.385132	17.54637
"ENSMUSG00000025723"	1.239072	0.151256	1.016511	0.292359	4.006498	0.449416	4.692849	5.757219	5.723166	4.814286	1.093434	0.82964	3.07545	1.513998
"ENSMUSG00000030417"	27.301121	12.140468	24.180895	17.435034	23.690954	17.284262	25.250128	9.153605	32.272038	32.274166	11.94953	8.101093	14.366809	23.166351
"ENSMUSG00000030423"	3.969268	2.606423	5.412389	6.541299	11.304435	5.122267	13.109797	3.837558	7.890861	13.271889	6.150851	2.714314	6.670264	7.581534
"ENSMUSG00000030447"	108.216316	48.409904	93.518379	84.18576	108.057114	78.988571	36.150276	17.749357	37.330368	36.642838	17.968853	23.347965	52.783619	52.180637
"ENSMUSG00000030469"	0	0.600699	1.248195	2.367496	1.916916	2.785066	4.397844	1.739021	6.18257	2.969102	3.886585	1.91496	4.071244	3.597926
"ENSMUSG00000030499"	0	0	0	0	0	0	4.133698	1.336186	1.569161	4.010002	3.868934	0.032472	0.115893	0.071284
"ENSMUSG00000030500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000030523"	0	0.023046	0	1.919315	0	0.372005	0	0	0.084223	0	0	0.000157	0	0
"ENSMUSG00000030525"	0	0	0	0	0	0	0	0.234553	0.218599	0.606721	2.048785	0	0	0
"ENSMUSG00000030527"	18.173912	3.911141	15.093481	9.643066	11.798957	10.742033	10.565379	4.472066	7.840596	15.735885	21.338741	2.21615	9.446967	6.696822
"ENSMUSG00000030530"	48.809414	18.949533	40.56958	32.839699	46.210491	30.171299	29.510794	14.656569	30.92872	19.147799	8.395327	7.145655	18.128286	23.536289
"ENSMUSG00000030532"	0	1.623089	4.107751	4.959675	1.566597	3.669534	5.202633	2.004999	4.716098	3.007197	2.450977	0.971335	5.245028	0
"ENSMUSG00000030533"	9.196019	2.242322	5.069566	4.363214	11.616353	6.499957	8.192757	3.079028	8.148936	8.51197	11.226452	2.373969	4.586364	7.033175
"ENSMUSG00000030534"	4.56428	1.867845	5.058066	3.934696	5.242089	3.870566	6.023079	1.607193	3.83117	4.470271	3.17098	1.580959	5.979351	3.56502
"ENSMUSG00000030536"	234.597748	94.121582	185.078125	168.902481	271.028778	168.179764	94.247818	44.664383	105.397507	75.883545	33.076115	19.550072	84.66423	79.527527
"ENSMUSG00000030538"	27.395166	7.606756	19.033695	12.643547	24.393053	12.017163	11.407633	4.17206	7.333744	5.9515	3.381549	3.609946	4.309924	9.270548
"ENSMUSG00000030541"	13.720351	7.824366	17.232746	14.546627	18.619314	12.60371	18.874716	7.167148	21.476105	15.766482	10.099892	2.615955	12.79631	8.078209
"ENSMUSG00000030554"	0	0.004468	0.007175	0.075577	0	0	6.272155	2.521606	6.320148	5.710196	4.336377	5.265996	5.154925	7.636034
"ENSMUSG00000030562"	0	0	0	0.27414	0	0	39.210789	27.999874	65.90062	3.350902	10.002489	0.29661	4.339739	1.407253
"ENSMUSG00000030577"	0.720893	3.50135	1.597785	17.042938	6.123373	17.722965	0	0	0	0	0	0	0	0
"ENSMUSG00000030584"	0.374998	0.042914	0.036251	0.264696	1.110318	0.216519	1.74263	1.33802	2.499819	3.01721	1.554782	0.099712	0.571078	0.959437
"ENSMUSG00000030589"	15.735657	2.210853	16.496431	6.829274	23.453815	8.184823	0.382658	0.203147	0	0.313817	0	0.120878	0.36394	0.643474
"ENSMUSG00000030592"	0.376258	0.06895	0.173123	0.337807	0.320411	0.426006	0.213169	0.174868	0.591309	0.903642	0.553995	0.010723	0.345123	0.028632
"ENSMUSG00000030607"	0	0.020131	0	0	0	0	0.170292	0.093428	0.594094	5.617666	0.94191	0	0.110446	0.97465
"ENSMUSG00000030615"	12.415994	8.008752	16.227034	10.968141	15.266403	14.666401	20.827219	7.938137	23.028896	16.851446	11.114347	7.241093	11.469505	13.398606
"ENSMUSG00000030629"	29.111748	14.355134	29.637892	40.023193	40.794861	37.423389	32.637604	12.978599	34.99704	25.342026	22.342316	13.099841	38.076775	25.414816
"ENSMUSG00000030649"	5.47695	5.747297	4.284242	17.380606	17.906038	17.148951	5.616724	4.220866	6.064217	7.292902	1.702524	4.847615	7.422682	1.113218
"ENSMUSG00000030654"	42.390541	25.845503	46.929039	49.165642	72.209618	45.199669	31.95085	9.416434	23.989889	24.30022	11.208201	11.766109	31.0902	26.243771
"ENSMUSG00000030655"	52.181023	14.611134	36.515377	32.046253	59.362003	27.632273	31.137142	12.562237	26.347277	28.080454	20.03021	15.225822	36.721596	28.786844
"ENSMUSG00000030657"	28.896786	6.756147	17.219824	10.340015	24.036598	7.607056	8.066249	3.97191	7.941483	6.461349	3.46353	1.979462	3.015336	2.059501
"ENSMUSG00000030660"	37.92329	10.582499	26.953602	21.988651	37.465755	22.806665	22.622044	5.968797	16.263767	14.881933	12.960496	21.09561	39.225929	48.075768
"ENSMUSG00000030666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000030671"	8.851724	3.272466	8.822461	20.758709	13.031797	17.239714	1.538609	0.821606	2.315023	4.011149	1.765935	0.390702	1.373331	1.874949
"ENSMUSG00000030678"	19.519117	9.072604	19.12245	16.444313	18.743614	15.402341	27.001717	10.295627	24.455816	26.806557	13.201756	7.616794	25.326939	17.310232
"ENSMUSG00000030682"	19.357969	9.486542	16.633343	10.759862	16.800467	13.578058	14.27691	5.43395	11.309244	11.219028	7.581851	9.875328	43.270096	21.233665
"ENSMUSG00000030685"	3.055154	1.457445	2.488258	2.250726	7.885655	2.345519	4.017716	1.530295	2.611359	3.207335	1.628706	0.724938	1.533027	1.158492
"ENSMUSG00000030688"	0.028173	0.006341	0.365734	0.142054	0.790784	0.308321	1.920263	0.887227	3.377312	3.138925	3.366154	0.407052	1.056598	0.183997
"ENSMUSG00000030689"	8.235224	4.286779	8.314629	5.114865	8.176008	4.657013	5.958672	6.15268	10.915982	11.768496	5.780946	4.612363	10.091117	12.581698
"ENSMUSG00000030695"	135.44339	107.416397	141.163055	84.784653	124.877083	91.07888	173.07106	54.582737	140.84697	186.90683	97.856392	37.974876	57.299328	101.31118
"ENSMUSG00000030707"	197.794647	37.060299	159.523117	49.098789	184.572495	47.305153	1.134323	0.313907	0.646835	1.494663	0.457579	0.370311	0	1.205623
"ENSMUSG00000030714"	10.11671	3.019654	5.724781	5.120293	4.62282	5.066151	3.628311	1.581721	2.588144	11.840941	8.108423	14.319114	14.229949	13.547678
"ENSMUSG00000030722"	1.246108	1.298308	2.444049	1.580218	2.553848	1.461569	1.70951	1.018949	1.007248	3.304264	1.5956	1.117611	2.317822	1.909579
"ENSMUSG00000030724"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000030726"	9.167753	5.319278	12.712162	9.898664	17.953445	11.913351	5.887425	3.052236	7.531178	10.194625	6.22363	4.08184	11.013615	11.325139
"ENSMUSG00000030730"	0.332391	0.092925	0.175424	1.817928	0.714106	2.703642	0.631983	0.152553	0.690451	3.138198	2.978659	0.744383	1.24236	0.807689
"ENSMUSG00000030733"	4.611537	1.708444	4.645618	3.038754	4.642791	3.690008	5.949306	1.700653	6.372089	7.053475	4.76447	1.845506	4.420389	4.761686
"ENSMUSG00000030737"	2.240937	3.586197	4.762155	21.725399	2.784996	18.666279	2.190079	1.377299	2.573469	1.693994	2.648214	9.342731	20.661688	4.581721
"ENSMUSG00000030739"	0	0	0	0	0	0	0	0	0	0.259461	0.688142	0	0.013936	0
"ENSMUSG00000030741"	3.650807	1.867499	4.445642	3.225086	5.140913	4.358813	1.824934	2.322103	2.291992	3.464501	2.216043	1.42101	1.741223	2.305475
"ENSMUSG00000030742"	0.556085	0.072981	0.270476	0.709291	0.759885	0.502838	0	0	0	0.174492	0.127447	0.178382	0	0.195424
"ENSMUSG00000030745"	10.074685	4.098177	11.005623	12.664903	17.076937	15.636586	2.78862	1.420205	3.812251	0	0.250487	0	0.793156	0
"ENSMUSG00000030750"	5.737995	3.872126	9.623672	5.322621	7.16789	5.457614	14.553915	2.986809	10.842755	9.760175	4.923595	3.147902	11.278303	13.873129
"ENSMUSG00000030752"	0.324044	0.305314	0.562939	0.318981	0.701578	0.187992	2.180955	0.704253	1.547728	1.286797	0.874737	0.666768	1.253293	1.507065
"ENSMUSG00000030759"	70.667236	23.876467	54.272423	52.403126	68.170723	38.599052	48.331371	23.378885	43.800114	54.514877	36.453228	12.522282	38.715122	30.154337
"ENSMUSG00000030761"	5.250773	3.039117	7.571248	4.840216	3.721466	5.533669	9.880839	5.298458	11.446606	2.323379	0.405477	9.414895	5.613985	7.923372
"ENSMUSG00000030766"	43.063286	15.858071	41.927448	55.322166	81.877029	55.318016	15.003704	4.727716	13.071173	12.114183	12.410351	11.991965	24.432674	20.164442
"ENSMUSG00000030772"	0	0	0	0	0	0	2.237844	2.581907	8.215399	1.137667	1.027453	0.189164	0	0.73635
"ENSMUSG00000030774"	10.833767	3.814321	13.166987	14.063384	22.231209	18.607395	29.359411	9.518204	20.352842	21.509956	1.649392	0	0	2.436661
"ENSMUSG00000030782"	0.441634	0.180078	0.617579	1.219648	0	0.392949	44.646454	19.453865	47.716427	31.214426	29.347269	7.507127	24.168482	21.320562
"ENSMUSG00000030786"	199.237869	59.101799	158.810883	48.834599	106.938965	47.017433	2.332555	0.333027	0.225308	0.648722	0	0	0	0
"ENSMUSG00000030792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421605
"ENSMUSG00000030795"	75.449974	24.197607	73.235786	57.199196	85.865974	52.467453	69.013603	36.461243	73.81353	102.11882	70.737503	47.963387	103.669823	108.446213
"ENSMUSG00000030800"	0	0	0	0.199571	0	0.2252	0	0.208977	0	0.290081	0.293511	0.268579	0.274589	0
"ENSMUSG00000030801"	6.368706	3.66341	6.364462	6.701036	9.35151	8.935971	9.908454	3.227257	9.260995	8.105035	7.939572	3.932289	7.540756	8.434207
"ENSMUSG00000030811"	1.355868	1.038332	2.001526	2.308639	1.603987	1.321934	3.982946	1.652534	3.880178	3.06634	1.973879	1.033051	2.103966	1.995382
"ENSMUSG00000030815"	18.460699	6.655221	16.813063	14.915105	21.659246	13.089961	15.456644	6.687435	16.319983	9.219063	9.658923	5.105292	14.234016	10.844918
"ENSMUSG00000030816"	6.988853	3.414808	7.092125	7.552782	10.147879	6.313624	10.241871	3.950887	8.81902	8.220952	5.16917	3.706719	9.132467	7.901499
"ENSMUSG00000030842"	18.240814	13.334268	22.000774	20.79497	31.249668	17.761608	16.305067	5.698459	16.948973	10.75605	5.845528	4.138725	5.816639	5.383626
"ENSMUSG00000030846"	25.429155	10.795244	27.40453	24.615061	27.933149	25.867577	34.203705	12.767642	33.956486	23.657873	17.099854	11.294939	34.272861	29.229115
"ENSMUSG00000030847"	17.452787	6.00878	9.998289	10.476	14.15236	8.676623	48.497593	20.126516	47.817085	27.711905	42.170578	13.286561	29.535078	29.914234
"ENSMUSG00000030854"	0	0.016094	0	0.27757	0.098597	0.409851	0	0	0	0	0	0	0	0
"ENSMUSG00000030861"	4.380824	2.407604	5.540347	6.066465	7.081954	4.49479	18.88121	7.316216	18.531956	6.305098	12.246518	3.981508	11.301646	6.164153
"ENSMUSG00000030865"	0	0	0.216508	5.791624	0.669938	6.017776	0	0	0	0.189887	0.478647	0.993504	7.906547	1.599243
"ENSMUSG00000030867"	0	0.611392	0.34511	1.16486	0	0.762235	4.600595	1.936414	4.345374	10.526727	0.60307	0.178386	3.334125	2.772251
"ENSMUSG00000030868"	9.170264	8.109121	14.897391	14.996908	18.950226	15.25799	14.773179	6.514571	15.074032	10.75612	8.77966	4.388071	14.293517	11.802812
"ENSMUSG00000030873"	0	0	0	0	0	0	0.233444	0	0	0.445951	0.247486	0	0.1899	0.691231
"ENSMUSG00000030888"	3.891721	0.905023	1.980029	2.082365	3.074218	3.338965	6.859408	3.294122	9.92438	9.296471	3.283232	1.851878	3.006001	3.67582
"ENSMUSG00000030890"	0	1.137021	2.123178	0	0	0	4.075377	1.39474	0	3.121978	1.208583	2.008371	2.881127	4.647252
"ENSMUSG00000030898"	0	0	0	0	0	0	0.647975	0.423133	0.362372	0	0	0	0.275041	0
"ENSMUSG00000030905"	0	0	0	0	0	0	0	0	0	0.468657	0.047714	0	0	0
"ENSMUSG00000030956"	16.973118	5.843137	10.669177	16.71903	20.298916	18.881899	7.868543	2.598247	8.112298	11.571507	15.013957	7.962751	16.809935	9.206856
"ENSMUSG00000030965"	14.926567	6.787014	17.06662	13.743723	22.178005	15.639053	10.128369	4.553876	10.368288	9.816913	6.102785	3.492216	6.568703	9.931651
"ENSMUSG00000030966"	3.70832	1.333605	3.741426	5.031956	10.630801	4.731168	9.69814	2.571297	10.269952	1.92253	1.682648	3.325866	4.73833	3.678373
"ENSMUSG00000030967"	15.196659	3.885487	11.760192	13.695983	16.62042	12.933187	11.646601	6.112864	14.203362	10.953748	14.619621	6.784355	15.724646	15.187211
"ENSMUSG00000030970"	42.486076	12.040127	33.293571	24.049229	32.503929	22.576855	22.96769	8.373585	24.505974	27.099871	16.135303	11.194808	42.003578	32.041248
"ENSMUSG00000030978"	5.885096	6.085801	8.137523	5.348034	10.204324	7.814535	17.297707	8.157896	16.42211	43.977276	7.716702	4.293303	16.810009	24.403269
"ENSMUSG00000030979"	3.141801	0.982665	2.784487	2.138457	1.555074	1.817312	3.308403	0.90283	7.395788	2.885745	1.460933	1.308694	2.080458	1.242035
"ENSMUSG00000030980"	5.886024	2.606562	4.964883	6.541293	8.902663	5.683238	8.551494	2.624178	5.399551	9.539279	5.58141	4.678229	15.3995	14.013276
"ENSMUSG00000030983"	13.111367	6.43597	13.465038	11.420978	11.985235	6.496974	14.253756	6.626312	17.435331	17.40147	7.313237	4.609395	10.880267	17.960787
"ENSMUSG00000030987"	11.579429	4.994549	10.329579	8.320035	12.916836	9.604188	8.837506	3.168343	8.271287	12.837987	15.340866	6.754897	12.171337	9.262874
"ENSMUSG00000030990"	48.252106	11.250461	32.817299	45.57283	81.511688	47.512299	30.24469	11.057101	24.341261	14.700464	6.048739	7.673925	22.118727	12.865957
"ENSMUSG00000030996"	0	0	0	0	0	0	0	0	0	0	0	0.065384	0	0
"ENSMUSG00000031016"	2.158645	4.215632	2.908466	3.551937	1.786629	4.355929	5.275576	2.337687	5.364846	8.575438	2.590121	1.350936	5.610056	6.765058
"ENSMUSG00000031021"	17.675341	9.738595	14.773743	15.471902	20.772949	16.546833	17.414104	7.924612	18.624596	11.614264	7.707198	7.114813	11.613007	13.014452
"ENSMUSG00000031026"	0	0	0	0	0	0	0.277643	0.076938	0.446775	0.981048	0.116169	0	0.059838	0
"ENSMUSG00000031027"	0	0	0	0	0	0	0.573978	0	0.366862	0.275707	0	0	0	0
"ENSMUSG00000031029"	40.638477	13.186253	35.387405	37.772633	50.220016	33.601006	59.530025	24.04941	53.919136	33.307228	14.054495	8.425349	37.084957	30.383036
"ENSMUSG00000031068"	19.275969	7.371179	16.400311	12.065396	22.598419	11.777584	31.666286	13.045086	25.64094	26.319613	9.822976	5.283122	12.061572	19.314869
"ENSMUSG00000031073"	0.150253	0	0	0	0	0	0	0	0	0	0	0	0.037889	0
"ENSMUSG00000031077"	0.446655	0.870471	1.299268	1.790148	1.424646	0	0.952837	0.788433	0	3.390634	1.553232	0.708803	1.746572	2.190651
"ENSMUSG00000031078"	0.428913	0.277737	0.476614	0.98007	0.543786	0.613128	47.571396	19.75934	53.720978	34.112438	11.92495	10.036851	28.578417	30.807241
"ENSMUSG00000031090"	0.740377	0.598545	0.846852	1.205328	2.341542	1.931613	1.453255	0.53405	0.667197	1.355284	0.661261	1.549535	2.423023	1.607784
"ENSMUSG00000031097"	1.710358	1.286345	2.057686	6.890975	3.456407	10.999363	0.665251	0	1.859546	4.435948	1.405548	1.255034	0.219768	0
"ENSMUSG00000032743"	3.891107	1.262593	3.40082	4.136711	5.718094	3.793322	6.556716	2.463884	6.406693	3.00734	2.724093	1.542303	3.540328	2.81968
"ENSMUSG00000032777"	10.205522	4.140625	8.308979	9.031514	7.195563	7.966748	15.433686	6.988101	13.764026	13.545661	8.203547	6.611738	15.941424	11.235313
"ENSMUSG00000032812"	69.372253	22.562532	54.105915	59.645653	83.625084	61.035545	21.396545	12.081788	30.864584	5.062325	3.992143	0.605962	1.681846	1.901345
"ENSMUSG00000032875"	0.525208	0.135626	0.171593	1.337581	0.371827	1.26618	11.181603	5.094039	11.883865	36.838177	29.643421	1.601434	1.461639	4.926427
"ENSMUSG00000033458"	0.850973	1.008072	1.910364	2.766706	2.393004	2.293401	3.099449	1.301796	1.829093	1.628945	1.187936	1.37966	3.150833	2.950473
"ENSMUSG00000033510"	0	0.000413	0	0	0	0	0	0	0	0	0	0.004451	0	0
"ENSMUSG00000033917"	38.701931	20.076557	25.119101	28.417585	35.218277	27.265936	15.759027	6.844454	19.896332	16.027752	12.022327	5.047404	8.105573	11.836498
"ENSMUSG00000034867"	4.120974	2.378234	5.877169	7.698595	10.65686	6.550163	13.564512	7.763877	15.042328	7.919643	6.680489	3.908087	7.418971	7.771492
"ENSMUSG00000034875"	3.713781	2.953175	5.30508	4.521957	7.972677	2.387796	6.11969	2.753036	9.817334	6.966832	3.823843	1.071385	1.238781	2.58931
"ENSMUSG00000034951"	6.419143	3.705037	6.855886	6.587651	7.210347	5.509286	7.095615	2.949977	4.986719	6.397887	9.797505	2.236578	2.767246	2.992907
"ENSMUSG00000034990"	0.448032	0.13513	0.129105	0.462847	0.126885	1.804035	1.451156	0.995364	2.680486	0.731501	0.688782	0.197371	1.168391	0.282279
"ENSMUSG00000035314"	0.980095	2.019039	2.505453	5.854691	3.24145	5.517029	1.462023	0.679427	1.633206	2.581236	2.15843	3.95312	17.806293	10.217311
"ENSMUSG00000035547"	1.022774	0.329497	0.590068	0.541988	1.567212	0.48911	2.899575	1.270632	4.281049	1.794771	1.595165	0.254085	3.608446	2.174232
"ENSMUSG00000035623"	20.371138	5.434824	14.905724	17.207197	28.411779	15.071525	18.463104	5.593919	16.45162	13.618964	10.735312	6.323896	21.75082	16.082636
"ENSMUSG00000035704"	4.930236	2.693182	3.790638	4.002288	8.506929	5.859319	4.914612	2.425113	5.487526	8.065402	1.687522	0.749945	2.473868	5.979202
"ENSMUSG00000036111"	0.747478	0	0	0.259249	0	0.470992	2.139842	0.917266	1.136385	1.473278	1.426332	3.49914	8.804849	8.03336
"ENSMUSG00000036459"	0	0.214613	0.653938	0.869211	0.785631	0.714056	7.569558	2.627689	6.401379	8.42576	16.257099	1.514068	2.574024	6.655342
"ENSMUSG00000036528"	2.862082	1.610118	3.32173	9.219596	7.52271	11.160696	1.139186	0.561946	0.951528	6.320172	6.935439	0.460755	0	0.287039
