"gene"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.sCs.D0_2"	"Young.sCs.D0_1"	"Young.sCs.D0_3"
"ENSMUSG00000000001"	857.310969339586	893.487882357878	890.782405917645	810.638603004633	958.020953868717	946.164017254181	737.668292193219	731.642143528146	843.007658357261
"ENSMUSG00000000028"	103.785438911224	342.707680904392	157.196895161937	10.849847458953	13.9420928837443	24.8717813955097	26.2411645444228	21.556181005162	37.9488978038638
"ENSMUSG00000000037"	0	0	0	63.5491065452962	34.8552322093608	35.2350236436387	24.2973745781693	16.4841384157121	18.9744489019319
"ENSMUSG00000000049"	0	0	0	9.29986925053116	43.8180062060536	2.07264844962581	0	1.26801064736247	2.71063555741885
"ENSMUSG00000000056"	218.381861042366	383.506214345391	328.501203992254	178.247493968514	211.123120810986	178.247766667819	239.086165849186	285.302395656556	215.043754221895
"ENSMUSG00000000058"	9790.42640395876	9885.48465275406	9870.15120584087	365.794857187559	321.66400010353	385.5126116304	971.894983126771	1217.29022146797	1285.74479940234
"ENSMUSG00000000078"	7503.90345294586	6012.68386586723	6810.8577846124	1735.97559343248	2092.30979633906	2050.88564090474	2346.15448926803	2609.56591227197	2708.82846704723
"ENSMUSG00000000085"	790.282873376088	711.934408545432	600.572753310991	475.843309985511	394.362055854482	385.5126116304	495.666441394653	511.008290887076	523.152662581837
"ENSMUSG00000000088"	151.353765078868	130.555307011197	187.427067308464	79.0488886295148	110.540879292544	121.24993430311	166.194042114678	138.213160562509	148.18141047223
"ENSMUSG00000000093"	101.62324226724	70.3774701857233	118.905343776337	158.09777725903	125.478835953699	70.4700472872775	1252.77263325041	1719.42243782351	1083.35067778173
"ENSMUSG00000000094"	0	0	1.00767240488421	162.747711884295	111.536743069955	94.3055044579743	137.037192620875	36.7723087735117	56.9233467057958
"ENSMUSG00000000120"	0	4.0798533440999	3.02301721465264	88.348757880046	37.8428235415917	31.0897267443871	52.4823290888456	45.648383305049	51.5020755909581
"ENSMUSG00000000125"	9.72988489792721	2.03992667204995	4.03068961953685	12.3998256673749	11.9503653289237	8.29059379850323	0	10.1440851788998	8.13190667225654
"ENSMUSG00000000126"	14.0542781858949	41.818496777024	26.1994825269896	247.996513347498	210.127257033575	231.100302133278	37.9039043419441	63.4005323681236	56.0198015199895
"ENSMUSG00000000127"	724.335875734581	713.974335217482	666.071459628465	644.790934703494	592.538947559134	598.995401941858	681.298383171867	621.325217207611	584.593735216664
"ENSMUSG00000000131"	891.906115643327	892.467919021853	864.582923390655	781.189017044617	694.117052854986	641.484695159187	1209.0373590097	1122.18942291579	1251.4100823417
"ENSMUSG00000000134"	481.088753286401	445.723977842914	399.038272334149	497.543004903417	487.973250931051	437.328822871045	396.533153115723	447.607758518953	389.427975082507
"ENSMUSG00000000142"	32.4329496597574	36.7186800968991	32.2455169562948	61.9991283368744	38.8386873190021	36.2713478684516	68.032648818874	109.048915673173	101.197060810304
"ENSMUSG00000000148"	143.786076824924	167.273987108096	122.936033395874	113.148409214796	134.441609950392	81.8696137602194	169.109727064058	186.397565162283	155.40977195868
"ENSMUSG00000000149"	503.791818048231	583.419028206286	647.933356340549	416.94413806548	399.341374741534	368.931424033394	450.959272170822	522.420386713338	543.934201855382
"ENSMUSG00000000154"	7.56768825394338	13.2595233683247	24.1841377172211	26.3496295431716	24.8965944352577	20.7264844962581	4.85947491563386	0	8.13190667225654
"ENSMUSG00000000167"	28.1085563717897	36.7186800968991	19.1457756928001	15.4997820842186	11.9503653289237	50.7798870158323	21.381689628789	29.1642448893369	35.238262246445
"ENSMUSG00000000168"	263.787990566027	197.872887188845	232.772325528253	299.145794225419	293.779814336041	261.153704652852	383.898518335075	476.772003408289	449.965502531528
"ENSMUSG00000000171"	101.62324226724	100.976370266473	187.427067308464	61.9991283368744	140.416792614854	136.794797675303	162.306462182171	178.789501278109	158.120407516099
"ENSMUSG00000000182"	0	0	0	0	0	0	3.88757993250708	0	0.903545185806282
"ENSMUSG00000000183"	0	0	0	0	0	4.14529689925162	0	0	0
"ENSMUSG00000000184"	1794.62321450657	1843.07374819713	2008.29110293424	1343.83110670175	1414.12656392264	1235.29847597698	1503.52153889712	2344.55168697321	1683.3046811571
"ENSMUSG00000000194"	905.960393829222	944.486049159127	836.368096053897	649.440869328759	781.753065267093	818.696137602194	712.399022631923	768.414452301658	762.592136820502
"ENSMUSG00000000197"	1.08109832199191	4.0798533440999	0	323.945445560169	169.296842159753	213.482790311458	38.8757993250708	76.0806388417483	50.5985304051518
"ENSMUSG00000000202"	5.40549160995956	1.01996333602497	2.01534480976843	18.5997385010623	8.96277399669278	0	17.4941096962819	7.60806388417483	2.71063555741885
"ENSMUSG00000000204"	23.7841630838221	9.17967002422477	27.2071549318738	0	0	0	4.85947491563386	0	0
"ENSMUSG00000000223"	55.1360144215875	9.17967002422477	23.1764653123369	111.598431006374	109.545015515134	71.5063715120904	3490.07488440824	2174.63826022664	2749.48800040852
"ENSMUSG00000000244"	17.2975731518706	25.4990834006244	5.03836202442107	27.8996077515935	17.9255479933856	12.4358906977548	23.3254795950425	32.9682768314243	31.6240815032199
"ENSMUSG00000000247"	2.16219664398382	0	5.03836202442107	9.29986925053116	29.8759133223093	13.4722149225678	9.71894983126771	6.34005323681236	6.32481630064397
"ENSMUSG00000000248"	0	2.03992667204995	1.00767240488421	0	0	0	0	0	0.903545185806282
"ENSMUSG00000000253"	125.407405351062	105.056223610572	138.051119469137	12.3998256673749	4.97931888705155	7.25426957369033	11.6627397975213	15.2161277683497	9.9389970438691
"ENSMUSG00000000263"	0	0	4.03068961953685	3.09995641684372	6.97104644187216	16.5811875970065	0	5.07204258944989	2.71063555741885
"ENSMUSG00000000266"	1002.1781444865	1092.38073288275	1115.49335220682	582.791806366619	496.936024927744	551.324487600465	604.518679504852	663.169568570573	599.954003375371
"ENSMUSG00000000275"	3094.10339754085	3268.98249196004	3728.38789807159	399.89437777284	468.055975382845	369.967748258207	422.774317660145	349.970938672042	407.498878798633
"ENSMUSG00000000276"	2928.69535427609	3384.23834893087	3536.93014114359	145.697951591655	95.6029226313897	68.3973988376517	192.435206659101	333.48680025633	223.175660894152
"ENSMUSG00000000278"	45.4061295236603	26.5190467366493	36.2762065758317	623.091239785588	428.221424286433	639.412046709562	188.547626726594	174.985469336021	219.561480150926
"ENSMUSG00000000282"	142.704978502932	237.651457293819	201.534480976843	223.196862012748	193.1975728176	196.901602714452	242.973745781693	286.570406303919	250.28201646834
"ENSMUSG00000000290"	9.72988489792721	3.05989000807492	13.0997412634948	1.54997820842186	3.98345510964124	4.14529689925162	0	0	0.903545185806282
"ENSMUSG00000000295"	45.4061295236603	34.6787534248491	24.1841377172211	74.3989540042493	53.7766439801567	81.8696137602194	48.5947491563386	57.0604791313112	48.7914400335392
"ENSMUSG00000000296"	0	4.0798533440999	0	10.849847458953	5.97518266446186	13.4722149225678	5.83136989876063	1.26801064736247	2.71063555741885
"ENSMUSG00000000301"	8.6487865759353	5.09981668012487	10.0767240488421	12.3998256673749	24.8965944352577	31.0897267443871	12.634634780648	13.9481171209872	6.32481630064397
"ENSMUSG00000000303"	0	0	2.01534480976843	0	0	0	24.2973745781693	54.5244578365863	30.7205363174136
"ENSMUSG00000000305"	31.3518513377654	13.2595233683247	39.2992237904843	30.9995641684372	22.9048668804371	29.0170782947613	105.936553160818	91.296766610098	66.8623437496648
"ENSMUSG00000000308"	0	0	0	0	0	7.25426957369033	0	2.53602129472494	2.71063555741885
"ENSMUSG00000000317"	3204.37542638403	3731.02588317936	1906.51619004093	71.2989975874055	59.7518266446186	48.7072385662065	36.9320093588173	57.0604791313112	58.7304370774083
"ENSMUSG00000000318"	10.8109832199191	0	7.05370683418949	0	2.98759133223093	0	3.88757993250708	0	0
"ENSMUSG00000000320"	154.597060044843	283.549807414943	162.235257186358	204.597123511685	191.205845262779	98.4508013572259	80.667283599522	54.5244578365863	64.151708192246
"ENSMUSG00000000325"	51.8927194556118	48.9582401291988	41.3145686002528	210.797036345373	275.854266342656	226.955005234026	321.697239414961	361.383034498304	324.372721704455
"ENSMUSG00000000326"	132.975093605005	80.577103545973	107.820947322611	319.295510934903	408.304148738227	374.113045157458	272.130595275496	237.117991056782	233.114657938021
"ENSMUSG00000000339"	169.73243655273	213.17233722922	212.618877430569	148.797908008499	111.536743069955	97.414477132413	149.671827401523	135.677139267784	131.917597127717
"ENSMUSG00000000340"	88.6500624033368	115.255856970822	143.089481493558	136.398082341124	122.491244621468	164.775551745252	217.704476220397	290.374438246006	243.957200167696
"ENSMUSG00000000346"	1529.75412561856	1747.19719461078	1561.89222757053	650.990847537181	547.72507757567	719.209012020155	687.129753070627	953.544006816579	891.7990983908
"ENSMUSG00000000355"	312.437415055663	224.391933925494	230.756980718485	187.547363219045	205.147938146524	213.482790311458	222.563951136031	251.066108177769	193.358669762544
"ENSMUSG00000000359"	41.0817362356927	37.7386434329241	78.5984475809687	159.647755467452	125.478835953699	86.014910659471	853.323795185305	996.656368826903	941.494083610146
"ENSMUSG00000000365"	6.48658993195147	8.1597066881998	12.0920688586106	4.64993462526558	8.96277399669278	4.14529689925162	1.94378996625354	2.53602129472494	4.51772592903141
"ENSMUSG00000000374"	543.792455961932	621.15767163921	572.357925974233	536.292460113963	477.018749379538	510.907842832762	624.928474150514	715.158005112434	721.029058273413
"ENSMUSG00000000378"	305.950825123711	294.769404111218	239.826032362443	213.896992762217	210.127257033575	181.356739342258	207.013631406002	221.901863288433	215.043754221895
"ENSMUSG00000000381"	0	0	4.03068961953685	0	0	3.10897267443871	3.88757993250708	0	0
"ENSMUSG00000000384"	203.246484534479	60.1778368254735	146.112498708211	99.198605338999	164.317523272701	177.211442443007	297.399864836792	211.757778109533	253.896197211565
"ENSMUSG00000000385"	90.8122590473206	82.617030218023	135.028102254485	60.4491501284525	77.6773746380041	76.6879926361549	64.1450688863669	68.4725749575735	77.7048859793402
"ENSMUSG00000000392"	147.0293717909	112.195966962747	114.8746541568	2183.9192956664	2666.92319590481	2398.05425621706	1287.76085264297	1455.67622317212	1329.11496832104
"ENSMUSG00000000394"	4.32439328796765	0	0	21.699694917906	10.9545015515134	23.8354571706968	0.971894983126771	3.80403194208742	4.51772592903141
"ENSMUSG00000000399"	103.785438911224	145.854757051571	147.120171113095	83.6988232547804	59.7518266446186	94.3055044579743	173.969201979692	133.14111797306	155.40977195868
"ENSMUSG00000000402"	0	2.03992667204995	1.00767240488421	17.0497602926405	11.9503653289237	14.5085391473807	22.3535846119157	90.0287559627355	53.3091659625706
"ENSMUSG00000000409"	31.3518513377654	8.1597066881998	20.1534480976843	3.09995641684372	7.96691021928247	9.32691802331614	14.5784247469016	8.8760745315373	6.32481630064397
"ENSMUSG00000000411"	7.56768825394338	18.3593400484495	13.0997412634948	4.64993462526558	3.98345510964124	2.07264844962581	6.8032648818874	1.26801064736247	0
"ENSMUSG00000000416"	246.490417414156	174.413730460271	215.641894645222	38.7494552105465	28.880049544899	33.1623751940129	330.444294263102	552.852642250038	325.276266890261
"ENSMUSG00000000420"	1285.42590484838	1153.57853304425	1250.52145446131	761.039300335133	831.546254137608	925.437532757923	807.644730978347	916.771698043067	871.017559117256
"ENSMUSG00000000435"	14.0542781858949	5.09981668012487	5.03836202442107	0	0	0	2356.84533408242	1037.2327095425	1502.59564399585
"ENSMUSG00000000439"	352.438052969363	307.008964143517	272.071549318738	300.695772433841	220.085894807678	214.519114536271	323.641029381215	320.806693782705	306.30181798833
"ENSMUSG00000000440"	958.934211606826	1012.8235926728	1087.27852487007	3.09995641684372	14.9379566611546	7.25426957369033	46.650959190085	103.976873083723	65.9587985638586
"ENSMUSG00000000441"	638.92910829722	674.195765112508	687.232580131034	523.892634446589	459.093201386153	468.418549615433	777.515986501417	768.414452301658	795.119763509528
"ENSMUSG00000000486"	46.4872278456522	73.4373601937982	47.360603029558	38.7494552105465	19.9172755482062	23.8354571706968	11.6627397975213	26.6282235946119	29.8169911316073
"ENSMUSG00000000489"	3525.46162801563	3258.78285859979	3046.19367996498	1.54997820842186	3.98345510964124	1.0363242248129	104.964658177691	92.5647772574604	79.5119763509528
"ENSMUSG00000000530"	1831.3805574543	1373.89061362564	1715.05843311293	971.836336680506	850.467665908404	891.238833339097	231.311005984172	214.293799404258	254.799742397371
