"gene"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.sCs.D0_2"	"Young.sCs.D0_1"	"Young.sCs.D0_3"
"ENSMUSG00000000531"	855.148772695602	878.188432317503	856.521544151581	433.993898358121	255.936990794449	267.371650001729	127.318242789607	150.893267036134	172.577130489
"ENSMUSG00000000532"	274.598973785946	232.551640613694	233.779997933138	192.197297844311	167.305114604932	148.194364148245	233.254795950425	233.313959114695	243.05365498189
"ENSMUSG00000000538"	1524.3486340086	1092.38073288275	1211.22223067082	598.291588450838	734.947467728808	635.26674981031	1302.33927738987	1261.67059412566	1142.98466004495
"ENSMUSG00000000552"	4.32439328796765	12.2395600322997	15.1150860732632	424.69402910759	439.175925837946	558.578757174155	135.093402654621	121.729022146797	126.496326012879
"ENSMUSG00000000555"	1121.09895990561	1512.60562732504	1014.7261117184	1030.73550860054	1469.89493545762	1701.64437714279	313.922079549947	265.014225298757	358.707438765094
"ENSMUSG00000000560"	0	0	0	3.09995641684372	14.9379566611546	2.07264844962581	0	0	0
"ENSMUSG00000000561"	143.786076824924	97.9164802583976	94.7212060591161	113.148409214796	136.433337505212	175.138793993381	203.126051473495	158.501330920309	138.242413428361
"ENSMUSG00000000562"	0	0	3.02301721465264	15.4997820842186	0	6.21794534887742	1.94378996625354	0	4.51772592903141
"ENSMUSG00000000563"	556.765635825835	564.039724821811	644.910339125897	593.641653825572	527.807802027464	661.174855430633	827.082630640882	897.75153833263	810.480031668235
"ENSMUSG00000000567"	4.32439328796765	3.05989000807492	0	441.74378940023	310.709498552016	246.645165505471	176.884886929072	150.893267036134	217.754389779314
"ENSMUSG00000000568"	1207.58682566497	1228.03585657407	1129.6007658752	685.090368122462	624.406588436264	724.39063314422	1003.96751756995	953.544006816579	1049.9195059069
"ENSMUSG00000000579"	14.0542781858949	47.9382767931738	34.2608617660633	63.5491065452962	49.7931888705155	35.2350236436387	26.2411645444228	36.7723087735117	26.2028103883822
"ENSMUSG00000000581"	291.896546937816	248.871053990094	288.194307796885	215.446970970638	290.79222300381	308.824618994245	234.226690933552	204.149714225358	188.840943833513
"ENSMUSG00000000594"	214.057467754399	373.306580985141	300.286376655496	1142.33393960691	929.140904323819	895.384130238349	374.179568503807	448.875769166315	345.154260978
"ENSMUSG00000000600"	1658.40482593559	1324.93237349644	1514.53162454097	1041.58535605949	1056.61146783234	1028.0336310144	1491.85879909959	1503.86062777189	1442.96166173263
"ENSMUSG00000000605"	646.496796551163	622.177634975235	579.411632808423	604.491501284525	631.377634878136	704.700472872775	697.820597885022	647.953440802223	808.672941296622
"ENSMUSG00000000617"	0	0	0	7.7498910421093	2.98759133223093	4.14529689925162	3.88757993250708	0	2.71063555741885
"ENSMUSG00000000627"	0	0	1.00767240488421	0	3.98345510964124	0	26.2411645444228	22.8241916525245	37.9488978038638
"ENSMUSG00000000628"	11.892081541911	6.11978001614985	6.04603442930528	370.444791812824	329.630910322812	383.439963180774	118.571187941466	65.9365536628485	81.3190667225654
"ENSMUSG00000000631"	3917.90031889869	2320.41658945682	3497.6309173531	331.695336602278	298.759133223093	223.846032559587	500.525916310287	459.019854345215	507.79239442313
"ENSMUSG00000000632"	38.9195395917088	99.9564069304475	45.3452582197896	0	0.995863777410309	2.07264844962581	0	0	0
"ENSMUSG00000000673"	1.08109832199191	7.13974335217482	8.06137923907371	21.699694917906	48.7973250931052	35.2350236436387	8.74705484814094	17.7521490630746	10.8425422296754
"ENSMUSG00000000682"	3.24329496597574	0	2.01534480976843	0	0	2.07264844962581	0	0	0
"ENSMUSG00000000686"	25.9463597278059	20.3992667204995	14.107413668379	17.0497602926405	40.8304148738227	5.18162112406452	17.4941096962819	34.2362874787867	13.5531777870942
"ENSMUSG00000000690"	275.680072107938	313.128744159667	348.654652089938	0	2.98759133223093	0	16.5222147131551	17.7521490630746	5.42127111483769
"ENSMUSG00000000693"	22.7030647618302	40.798533440999	33.253189361179	420.044094482324	436.188334505715	524.380057755329	208.957421372256	289.106427598644	217.754389779314
"ENSMUSG00000000706"	6.48658993195147	0	2.01534480976843	0	2.98759133223093	0	0.971894983126771	0	1.80709037161256
"ENSMUSG00000000708"	940.555540132964	1108.70014625915	905.897491990908	883.48757880046	920.178130327126	926.473856982736	863.042745016573	891.411485095818	709.282970857931
"ENSMUSG00000000711"	565.41442240177	568.119578165911	595.53439128657	376.644704646512	421.250377844561	415.566014149974	569.530460112288	571.872801960475	562.908650757313
"ENSMUSG00000000724"	150.272666756876	118.315746978897	119.913016181221	108.49847458953	99.5863777410309	122.286258527923	90.3862334307897	67.204564310211	98.4864252528847
"ENSMUSG00000000730"	0	0	0	15.4997820842186	9.95863777410309	8.29059379850323	0	0	0.903545185806282
"ENSMUSG00000000732"	47.5683261676441	54.0580568093237	42.322241005137	416.94413806548	290.79222300381	273.589595350607	188.547626726594	181.325522572833	159.023952701906
"ENSMUSG00000000738"	315.680710021638	328.428194200042	334.547238421559	268.146230056982	285.812904116759	202.083223838516	331.416189246229	327.146747019518	296.36282094446
"ENSMUSG00000000739"	12.9731798639029	5.09981668012487	8.06137923907371	150.34788621692	181.247207488676	195.865278489639	5.83136989876063	17.7521490630746	12.6496326012879
"ENSMUSG00000000740"	816.229233103894	859.829092269054	851.48318212716	761.039300335133	930.136768101229	881.911915315781	1138.08902524145	636.541344975961	1030.04151181916
"ENSMUSG00000000743"	215.138566076391	254.990834006244	185.411722498695	362.694900770715	510.878117811489	510.907842832762	188.547626726594	182.593533220196	240.343019424471
"ENSMUSG00000000751"	183.786714738625	157.074353747846	173.319653640085	175.14753755167	144.400247724495	170.993497094129	226.451531068538	262.478204004032	226.789841637377
"ENSMUSG00000000753"	25.9463597278059	3.05989000807492	23.1764653123369	9823.76188497775	8904.01803382557	9580.8174583953	431.521372508286	182.593533220196	292.748640201235
"ENSMUSG00000000759"	705.957204260719	705.814628529283	612.664822169602	303.795728850684	298.759133223093	316.078888567936	538.429820652231	504.668237650264	496.046307007649
"ENSMUSG00000000766"	0	0	0	0	0	0	0	7.60806388417483	3.61418074322513
"ENSMUSG00000000776"	70.2713909294743	37.7386434329241	74.5677579614318	167.397646509561	196.185164149831	192.7563058152	120.51497790772	110.316926320535	92.1616089522407
"ENSMUSG00000000782"	45.4061295236603	76.4972502018731	88.6751716298108	34.0995205852809	50.7890526479258	40.4166447677033	54.4261190550992	69.740585604936	64.151708192246
"ENSMUSG00000000787"	9096.36128123995	8815.54311326386	8094.63242843489	4133.7918818611	3528.34536336473	3728.69456087683	5158.8185704369	5662.9355511208	5309.23151179771
"ENSMUSG00000000791"	5.40549160995956	18.3593400484495	32.2455169562948	54.2492372947651	26.8883219900783	23.8354571706968	22.3535846119157	2.53602129472494	30.7205363174136
"ENSMUSG00000000792"	15.1353765078868	31.6188634167742	51.3912926490949	58.8991719200307	63.7352817542598	26.9444298451355	82.6110735657756	106.512894378448	117.460874154817
"ENSMUSG00000000794"	83.2445707933772	68.3375435136733	89.682844034695	105.398518172686	83.652557302466	111.923016279794	1185.71187941466	640.345376918048	936.976357681114
"ENSMUSG00000000804"	936.231146844996	1050.56223610572	870.62895781996	544.042351156073	551.708532685311	564.796702523033	693.933017952515	953.544006816579	781.566585722434
"ENSMUSG00000000805"	2285.4418526909	2883.4363509426	2450.65928867841	3.09995641684372	2.98759133223093	18.6538360466323	9.71894983126771	6.34005323681236	21.6850844593508
"ENSMUSG00000000811"	62.7037026755309	57.1179468173986	75.575430366316	48.0493244610776	28.880049544899	27.9807540699484	135.093402654621	229.509927172607	197.876395691576
"ENSMUSG00000000817"	0	0	0	4.64993462526558	1.99172755482062	0	1.94378996625354	2.53602129472494	3.61418074322513
"ENSMUSG00000000823"	231.355040906269	254.990834006244	215.641894645222	440.193811191808	336.601956764685	408.311744576284	558.839615297893	580.748876492012	524.056207767643
"ENSMUSG00000000826"	1160.01849949732	1176.0177264368	1140.68516232893	692.840259164571	763.827517273707	748.226090314917	803.75715104584	777.290526833195	877.3423754179
"ENSMUSG00000000827"	345.951463037412	302.929110799418	398.030599929264	406.094290606527	440.171789615357	469.454873840245	507.329181192175	401.959375213904	484.300219592167
"ENSMUSG00000000838"	1147.04531963342	1259.65471999084	1251.52912686619	1046.23529068476	1102.42120159321	987.616986246697	1111.84786069703	1162.76576363139	1218.88245565267
"ENSMUSG00000000861"	0	0	1.00767240488421	0	0.995863777410309	0	0	1.26801064736247	0
"ENSMUSG00000000869"	25.9463597278059	22.4391933925494	8.06137923907371	35.6494987937028	36.8469597641814	16.5811875970065	32.0725344431835	35.5042981261492	44.2737141045078
"ENSMUSG00000000876"	122.164110385086	161.154207091946	137.043447064253	162.747711884295	149.379566611546	123.322582752736	89.4143384476629	129.337086030972	83.1261570941779
"ENSMUSG00000000881"	25.9463597278059	49.9782034652238	47.360603029558	223.196862012748	160.33406816306	151.303336822684	178.828676895326	355.042981261492	228.596932008989
"ENSMUSG00000000884"	22.7030647618302	7.13974335217482	11.0843964537263	18.5997385010623	22.9048668804371	17.6175118218194	18.4660046794087	31.7002661840618	21.6850844593508
"ENSMUSG00000000889"	0	0	0	20.1497167094842	14.9379566611546	5.18162112406452	2.91568494938031	1.26801064736247	4.51772592903141
"ENSMUSG00000000901"	43.2439328796765	56.0979834813736	37.2838789807159	110.048452797952	163.321659495291	153.37598527231	208.957421372256	285.302395656556	211.42957347867
"ENSMUSG00000000902"	462.710081812538	283.549807414943	399.038272334149	327.045401977012	422.246241621971	433.183525971794	468.453381867104	565.532748723663	487.914400335392
"ENSMUSG00000000903"	0	0	0	0	4.97931888705155	0	0	0	0
"ENSMUSG00000000915"	1318.93995283013	1164.79812974052	1184.01507573895	75.9489322126711	88.6318761895175	71.5063715120904	192.435206659101	266.282235946119	193.358669762544
"ENSMUSG00000000916"	108.109832199191	96.8965169223726	120.920688586106	54.2492372947651	66.7228730864907	40.4166447677033	91.3581284139165	73.5446175470234	79.5119763509528
"ENSMUSG00000000934"	16.2164748298787	11.2195966962747	27.2071549318738	12.3998256673749	30.8717770997196	18.6538360466323	19.4378996625354	17.7521490630746	35.238262246445
"ENSMUSG00000000938"	15.1353765078868	11.2195966962747	36.2762065758317	272.796164682247	198.176891704652	216.591762985897	336.275664161863	363.919055793029	326.179812076068
"ENSMUSG00000000942"	38.9195395917088	32.6388267527992	62.4756891028212	24.7996513347498	19.9172755482062	10.363242248129	33.0444294263102	21.556181005162	27.1063555741885
"ENSMUSG00000000948"	6.48658993195147	23.4591567285744	15.1150860732632	49.5993026694995	6.97104644187216	39.3803205428903	58.3136989876063	81.1526814311982	72.2836148645025
"ENSMUSG00000000957"	116.758618775127	142.794867043496	102.78258529819	2920.15894466678	2570.32440949601	2828.12880951441	965.091718244884	1510.2006810087	1145.69529560237
"ENSMUSG00000000958"	124.32630702907	206.032593877045	194.480774142653	97.6486271305772	83.652557302466	66.3247503880258	77.7515986501417	41.8443513629616	43.3701689187015
"ENSMUSG00000000959"	270.274580497978	414.10511442614	283.155945772464	263.496295431716	257.92871834927	209.337493412207	269.214910326116	329.682768314243	301.784092059298
"ENSMUSG00000000976"	361.086839545299	378.406397665266	375.861807021812	278.996077515935	280.833585229707	299.497700970929	398.476943081976	386.743247445554	389.427975082507
"ENSMUSG00000000982"	0	2.03992667204995	2.01534480976843	0	0	2.07264844962581	0	7.60806388417483	0
"ENSMUSG00000001016"	405.411870746967	394.725811041665	452.444909793012	385.944573897043	346.560594538788	365.822451358955	472.340961799611	462.823886287302	461.71158994701
"ENSMUSG00000001017"	1206.50572734297	1204.5766998455	1029.84119779167	736.239649000383	777.769610157451	907.820020936104	1154.6112399546	980.172230411191	1202.61864230816
"ENSMUSG00000001018"	294.0587435818	335.567937552217	315.401462728759	367.344835395981	372.453052751456	350.277587986761	357.657353790652	371.527119677204	302.687637245104
"ENSMUSG00000001020"	0	0	7.05370683418949	21.699694917906	34.8552322093608	67.3610746128387	2.91568494938031	3.80403194208742	10.8425422296754
"ENSMUSG00000001021"	0	0	3.02301721465264	3.09995641684372	10.9545015515134	6.21794534887742	0	5.07204258944989	0
"ENSMUSG00000001023"	0	4.0798533440999	0	1.54997820842186	10.9545015515134	6.21794534887742	0	1.26801064736247	1.80709037161256
"ENSMUSG00000001025"	823.796921357837	746.613161970282	841.406458078318	2701.6120172793	4060.13662050183	4213.69429808927	949.541398514855	947.203953579767	1152.92365708882
"ENSMUSG00000001027"	11.892081541911	7.13974335217482	16.1227584781474	27.8996077515935	9.95863777410309	2.07264844962581	22.3535846119157	15.2161277683497	22.588629645157
"ENSMUSG00000001029"	627.037026755309	660.936241744184	608.634132550065	13.9498038757967	40.8304148738227	24.8717813955097	17.4941096962819	7.60806388417483	11.7460874154817
"ENSMUSG00000001034"	272.436777141962	292.729477439168	233.779997933138	336.345271227544	227.056941249551	211.410141861832	253.664590596087	194.005629046458	175.287766046419
"ENSMUSG00000001036"	2282.19855772493	2507.06987994939	2172.54170493036	709.890019457212	706.067418183909	664.283828105071	1650.27768134926	1976.82859923809	1704.98976561645
"ENSMUSG00000001039"	139.461683536957	216.232227237295	200.526808571958	68.1990411705618	71.7021919735423	83.9422622098452	155.503197300283	163.573373509759	176.191311232225
"ENSMUSG00000001052"	1603.26881151401	1528.92504070144	1682.81291615664	1247.7324577796	1310.55673107197	1163.79210446489	1718.31033016813	1609.10551150298	1757.39538639322
"ENSMUSG00000001053"	444.331410338676	665.016095088284	434.306806505096	15.4997820842186	10.9545015515134	12.4358906977548	14.5784247469016	40.5763407155991	5.42127111483769
"ENSMUSG00000001054"	175.13792816269	276.410064062768	250.910428816169	96.0986489221553	120.499517066647	136.794797675303	131.205822722114	120.461011499435	180.709037161256
"ENSMUSG00000001056"	77.8390791834177	38.758606768949	84.6444820102739	55.7992155031869	79.6691021928247	67.3610746128387	74.8359137007614	50.7204258944989	74.9942504219214
"ENSMUSG00000001062"	167.570239908746	129.535343675172	169.288964020548	102.298561755843	176.267888601625	211.410141861832	172.997306996565	205.41772487272	215.947299407701
"ENSMUSG00000001065"	241.084925804196	217.25219057332	208.588187811032	139.498038757967	132.449882395571	108.814043605355	252.692695612961	206.685735520083	196.972850505769
"ENSMUSG00000001076"	0	0	0	3.09995641684372	0	0	0	0	0
"ENSMUSG00000001082"	91.8933573693125	85.6769202260979	115.882326561685	123.998256673749	143.404383947085	189.647333140761	86.4986534982826	100.172841141635	97.5828800670784
"ENSMUSG00000001089"	4110.33582021325	3754.48503990793	3950.07582714612	1111.33437543847	906.236037443381	999.016552719639	1805.78087864954	2557.57747573011	1917.32288428093
"ENSMUSG00000001098"	984.880571334632	820.05052216408	832.33740643436	220.096905595904	243.986625465526	255.972083528787	285.737125039271	342.362874787867	257.51037795479
"ENSMUSG00000001100"	414.060657322902	435.524344482664	364.777410568085	280.546055724357	259.920445904091	265.299001552103	405.280207963864	414.639481687528	448.158412159916
"ENSMUSG00000001103"	6.48658993195147	7.13974335217482	9.06905164395792	12.3998256673749	10.9545015515134	16.5811875970065	52.4823290888456	44.3803726576865	45.1772592903141
"ENSMUSG00000001105"	184.867813060617	167.273987108096	155.181550352169	137.948060549546	192.20170904019	220.737059885149	153.55940733403	112.85294761526	146.374320100618
