"gene"	"Young.Resolving-Mac.D2_2"	"Young.Resolving-Mac.D2_3"	"Young.Inflammatory-Mac.D2_3"	"Young.Resolving-Mac.D2_1"	"Young.Inflammatory-Mac.D2_1"	"Young.Inflammatory-Mac.D2_2"	"Young.FAPs.D2_1"	"Young.FAPs.D2_2"	"Young.FAPs.D2_3"	"Young.MuSCs.D2_1"	"Young.MuSCs.D2_2"	"Young.MuSCs.D2_3"	"Young.ECs.D2_1"	"Young.Neutrophils.D2_1"	"Young.ECs.D2_2"	"Young.Neutrophils.D2_2"	"Young.Neutrophils.D2_3"	"Young.ECs.D2_3"
"ENSMUSG00000078453"	22.113754	24.331049	21.938284	18.244284	37.386211	8.946659	14.976888	14.894796	18.783058	4.086181	11.420604	18.462206	13.46666	21.465815	1.860578	29.091806	18.184235	1.689106
"ENSMUSG00000078580"	0.918522	0	0.556359	0	0	0	0	1.152163	0.635949	0.227724	0.781314	0.55084	0	0.029165	0.840924	0	0.221512	0.425765
"ENSMUSG00000078591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078606"	122.99614	124.490852	100.512642	49.468258	107.873985	29.365248	0.368722	0.848419	1.369738	0.091607	0.559671	0.748026	147.945572	16.981138	60.212074	28.325146	11.627402	23.562635
"ENSMUSG00000078616"	12.212578	10.407308	8.930997	3.321036	17.041424	3.785031	0	0	0	0	0	0	1.064178	1.96519	0	1.608549	2.541544	0.098566
"ENSMUSG00000078624"	0.004968	0.029139	0.002514	0	0	0.005041	0	0	0	0	0.003356	0.002822	0.003831	0	0	0.002599	0.003831	8.8e-05
"ENSMUSG00000078630"	2.340326	4.797435	3.244582	1.545426	1.278267	1.34928	0.724594	3.368098	2.33602	1.056018	1.406243	0.568842	1.480396	3.004951	0	1.73151	4.809679	0.619061
"ENSMUSG00000078670"	0	0	0	0	0	0	2.161208	3.978438	1.893783	0	0.061504	0.003122	1.69744	0	0.346491	0	0	0.136797
"ENSMUSG00000078677"	1.029211	1.650244	3.827367	0.616388	1.308399	0.828384	0.219203	0.47088	0.445085	0.204914	0.298082	0	0.877563	0.117916	1.014733	0.472711	0	0.234527
"ENSMUSG00000078752"	0	0	0	0	0	0	0	0	0	0	0.637112	0.537105	0	0	0	0	0	0
"ENSMUSG00000078762"	0.677805	1.423237	0.858974	1.382893	0	0.663996	2.72193	3.163332	3.811332	1.779638	1.478683	2.302631	1.081938	0.738571	1.091374	1.006889	1.816793	0.911231
"ENSMUSG00000078765"	3.157513	3.072411	7.050484	0.794272	4.108851	0.780404	6.792892	4.025893	4.140461	2.50668	3.502447	5.195926	2.773531	4.939767	2.240892	1.91182	3.165154	1.010618
"ENSMUSG00000078768"	0.379329	1.773866	0	0	0	0.659241	0	1.970477	1.330851	1.740981	2.936424	3.526468	0.227988	1.351862	0.978167	0	0.491939	0.365021
"ENSMUSG00000078776"	0	0.080578	0	0	0	0	0	0	0	0	0	0.039351	0.05509	0	0	0	0	0
"ENSMUSG00000078779"	1.645237	0.984644	0	0.995908	0.375526	0.467274	0	1.284906	1.368365	0.419275	1.48361	1.576182	1.76784	0.18642	0.699435	0	0	0.335914
"ENSMUSG00000078786"	3.738895	4.251516	2.912441	2.27696	3.391221	0.766166	2.039227	4.836297	2.767668	1.122504	4.326179	6.037327	2.005701	3.269513	0.864678	3.229005	4.544817	0.663556
"ENSMUSG00000078787"	1.801144	1.251326	1.817035	0.984411	0.439704	0.589613	1.0631	1.624521	1.194398	0.30148	1.880175	2.162916	2.139703	0	0.961852	1.12048	0.685556	0.339449
"ENSMUSG00000079685"	3.210184	3.769327	7.149515	3.778193	0.555369	2.379531	3.395707	4.617701	3.148617	1.439367	2.06572	4.697384	7.286059	0.785351	1.339419	1.909765	0.964432	0.464516
"ENSMUSG00000081945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000084174"	0	0	0.010842	0.011167	0	0.01533	0	0	0	0.003483	0.04228	0	0	0	0	0	0.013504	0
"ENSMUSG00000084234"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000084262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022273	0
"ENSMUSG00000087376"	0.00102	0.343226	6.4e-05	0	0	0.000952	0.001415	0.033769	0.007733	0.000996	0.001398	0	0.000108	0.735118	0.002809	0.054853	0.001276	0.000434
"ENSMUSG00000089661"	1.505016	0	0	0	0	0.0856	0	0	0	0.106554	0.49984	1.194272	1.808574	0.333597	0.331148	0.897571	0	0
"ENSMUSG00000089832"	10.731777	10.289588	8.702253	6.667912	13.984571	2.916419	1.499134	2.939517	3.000552	1.110118	2.034829	1.508774	9.114627	7.127121	3.028781	12.183121	10.493376	1.102905
"ENSMUSG00000089847"	9.784302	11.18254	7.643494	4.110045	5.509225	2.333519	4.554109	10.156372	5.383476	2.479741	2.385274	1.69124	6.008548	3.845949	3.044949	7.582348	6.832852	0.967915
"ENSMUSG00000089989"	0	0	0	0	0	0	0	0	0	0	0	0.092837	0	1.161273	0	0	0	0
"ENSMUSG00000090215"	3.100719	2.097345	2.517161	1.697211	1.658119	0.746886	0	0.383027	0.977845	0.079665	0.33257	0.222975	1.65242	1.448144	1.244573	2.375299	2.491785	0.664171
"ENSMUSG00000090219"	0	0	0	0	0	0	0	0	0	0	0	0.001698	0.002732	0	0	0	0.004571	0.000203
"ENSMUSG00000090362"	0	0	0	0.000537	0.004614	0	0	0.007752	0	0	0.007656	0	0	0	0.00283	0.005827	0	0.001135
"ENSMUSG00000090439"	2.128474	9.628172	2.791736	3.121037	5.3143	1.455466	0.162889	0	0	0	0.486414	1.472518	0	27.718168	1.141083	22.898163	34.997532	0.16278
"ENSMUSG00000090619"	0	0.01527	0.019873	0	0	0	0	0	0	0	0.033811	0.014567	0	0.01179	0.004647	0	0	0.000807
"ENSMUSG00000090744"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018445	0	0	0
"ENSMUSG00000090751"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000090862"	293.830353	308.47818	262.017212	255.975647	282.352875	111.47084	275.771088	280.884827	305.536621	103.256042	214.335678	227.075867	138.575134	75.894814	33.596302	116.647697	112.508865	14.427263
"ENSMUSG00000090958"	0	0.403251	0	1.102263	0.311718	0	8.403943	6.983615	8.887054	3.313365	2.969301	7.178548	24.658701	0	3.196647	0	0.156386	1.396909
"ENSMUSG00000091239"	0	0	0	0	0	0.000789	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000091415"	0	0.000737	0.005871	0.001405	0.002629	0	0	0.024602	0	0.033663	0	0.009412	0.041415	0	0.001866	0	0	0
"ENSMUSG00000091474"	4.606109	3.194685	3.704654	3.705017	1.926148	1.968094	3.66324	4.038908	5.49646	2.854944	5.148085	6.76086	5.280875	0.583988	3.685037	1.885943	0.54655	1.212626
"ENSMUSG00000091594"	0	0	0	0	0	0.003257	0.005358	0	0	0	0.017289	0.044544	0	0	0.013537	0	0	0
"ENSMUSG00000091867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000091924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000092032"	0.006454	0	0	0	0	0	0	0	0.00561	0.003035	0.004431	0.008903	0.004163	0.009687	0	0.002443	0.009059	0
"ENSMUSG00000092118"	0.690198	0.440998	0.500054	0.336299	0.879924	0.033804	0.816662	1.816737	1.593162	0.640246	0.98322	2.223169	0.384027	0.421737	0.721052	0.304702	0	0
"ENSMUSG00000092225"	0	0	0	0	0	0	0	0.039601	0	0	0.020576	0	0.032752	0	0	0	0	0.008907
"ENSMUSG00000092335"	0	0	0	0	0	0	0	0	0	0	0	0	0.409431	0	0.150944	0	0	0
"ENSMUSG00000092367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000092416"	3.454388	2.498442	1.418372	2.583252	1.683212	1.53809	1.619771	2.690009	2.993358	0.812836	3.642824	2.928941	3.209559	3.399328	1.257267	3.05038	2.456755	0.541332
"ENSMUSG00000092534"	4.258039	1.532524	0	4.542874	3.835347	1.065282	2.220911	0	0	1.818847	0	2.17644	3.656604	3.640978	0	0	5.463444	0
"ENSMUSG00000092592"	0	0.009419	0.000246	0.036479	0	0	0.007813	0	0	0	0	0.044196	0	0	0	0	0.007055	0
"ENSMUSG00000093639"	0	0	0	0	0	0	0	0	0	0	0	0	0.01172	0	0	0	0	0
"ENSMUSG00000093942"	0.029579	0.03123	0.056313	0.022833	0	0	0.01699	0.016705	0.018701	0.004731	0.029453	0.067015	0.006485	0.040895	0.015816	0.056647	0.043226	0.005373
"ENSMUSG00000093973"	0	0	0	0.252568	0	0	0	0	0	0	0	0	0	17.176403	0	35.883968	27.30052	0
"ENSMUSG00000094063"	0	0	0	0	0	0	0	0.041488	0	0	0.077763	0	0	0	0	0	0	0
"ENSMUSG00000094152"	0	0	0	0	0	0	0	0.106383	0	0	0	0	0.354446	0	0	0	0	0
"ENSMUSG00000094311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094462"	0	0	0	0	0	0	0	0	0	0	0	0	0.19069	0	0	0	0	0
"ENSMUSG00000094493"	0	0	0.002264	0.001826	0	0	0	0	0	0	0	0.093408	0	0	0	0	0	0
"ENSMUSG00000094520"	0.002366	0.006194	0	0.00822	0	0	0	0.041082	0.004747	0	0.078018	0.01985	0.004597	0	0	0.006136	0.007013	0
"ENSMUSG00000094822"	0	0	0	0	0	0	0	0	0.004812	0	0	0	0	0.000569	0	0	0	0.001596
"ENSMUSG00000095061"	2.672266	4.779595	7.470012	3.98169	2.194316	0.595788	0.844912	1.709879	0	0.740998	2.584147	1.671061	6.490114	0.832529	6.066121	3.430269	6.110641	3.888053
"ENSMUSG00000095115"	11.351418	11.79389	14.872749	15.106755	10.595991	5.164919	18.262568	22.993568	27.896933	6.882432	15.22697	17.17836	14.686227	10.359519	4.348893	14.965028	17.665762	1.883411
"ENSMUSG00000095171"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095276"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095538"	0	0	0	0	0	0	0.669549	0	0	0.328196	0	0	0	0	0.226342	0	0	0
"ENSMUSG00000095647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096029"	0.000625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096054"	1.464425	2.691972	5.341921	5.030354	1.090395	2.03426	4.36759	5.770205	5.527659	2.658909	17.728304	20.237463	27.317171	14.286699	45.287621	18.834627	19.029898	14.946731
"ENSMUSG00000096068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001112	0	0
"ENSMUSG00000096145"	7.39747	7.845277	13.720957	8.942891	4.121645	5.798532	34.038822	41.804405	31.108162	4.171958	8.033865	15.722167	9.848563	2.234078	4.050447	3.315676	0	1.50678
"ENSMUSG00000096151"	0.009232	0	0.017635	0.006465	0	0	0	0.001609	0	0	0	0	0	0.020156	0	0	0	0
"ENSMUSG00000096209"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096257"	0	0.635205	0	0	0.389001	0	0	0	0	0	0.325629	0	0.121579	0	0	1.237685	0.844221	0
"ENSMUSG00000096442"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096516"	0	0	0	0	0	0	0	0	0	0	0.015913	0	0	0	0	0	0	0.000292
"ENSMUSG00000096546"	0.149665	0.040244	0.065068	0.038947	1.553863	0.074595	0.173731	1.418879	0.146561	0.153449	1.015395	0.242034	0.377933	0	0.024683	0	0	0.036283
"ENSMUSG00000096606"	0.917255	0	0.359908	1.200371	0.119985	0.624002	1.429871	2.528243	1.808892	0.066558	0.271706	0.645236	0	0.873219	0.758648	1.068791	1.248896	0.47269
"ENSMUSG00000096714"	0.006959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006316	0
"ENSMUSG00000096719"	0	0.111272	0	0.308307	0	0	0	0	0	0	0	0	0	26.529428	0	57.682446	44.104458	0
"ENSMUSG00000096916"	0.427148	0.988382	0.587566	0.615788	0.321206	0.220122	0.816822	0.588511	0.83105	0.65964	0.668905	0.828003	1.366921	0	1.345067	0.29249	0.506478	0.304329
"ENSMUSG00000097075"	2.392959	1.050723	1.956556	1.383886	1.099788	0.848024	0	1.4094	0.864292	0	0	0.284875	4.96985	0.873348	1.750582	1.571604	2.839283	0.352831
"ENSMUSG00000097327"	1.263539	0.402758	0	1.03457	1.2657	0.441655	0.156728	0.731095	0.395785	0.003088	0.020542	0.476424	3.832946	6.049264	2.139558	9.77065	9.278114	0.458852
"ENSMUSG00000097789"	0	0	0	0	0	0	0.091774	0.3595	0.442813	0.54585	0.764284	0.721983	0.256696	0	0	0	0	0.033037
"ENSMUSG00000098022"	0.016442	0.031118	0.026568	0.176359	0.091327	0.012464	0.047114	0.489172	0.323945	0.053188	1.375472	0.359081	0.23523	0.013265	0.093287	0	0.005857	0.009974
"ENSMUSG00000098132"	0	0	0	0	0	0	0.797438	0.384603	0.246436	0.118055	0.060784	0.217569	0.645747	0	1.313966	0	0.017038	0.399262
"ENSMUSG00000098188"	35.453743	48.114933	37.947132	40.591885	30.108459	10.161478	3.385192	2.758154	3.093701	2.115019	6.798687	12.157261	9.864627	6.898334	1.593875	8.943144	7.815352	0.768209
"ENSMUSG00000100254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100512"	0	0	0	0	0	0.327303	0	0	0.213851	0	0.714918	0.447633	0.325444	0	0.113046	0	0	0
"ENSMUSG00000100689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000100950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000102252"	0	0	0	0.113575	0	0	0.577415	0.910305	0.894404	0.762615	1.566817	1.99424	0.662005	0	0.171684	0	0	0.089374
"ENSMUSG00000102627"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106715"	0	0.05641	0.107153	0.013798	0	0.010135	0	0	0.025749	0	0.059132	0.083172	0.004334	0.070604	0	0.100537	0.04264	0
"ENSMUSG00000107023"	1.823463	11.236291	3.279373	8.98748	2.620507	5.275424	1.100449	3.233432	5.015633	0.664008	8.859747	9.048393	14.053919	5.392314	0.680415	10.147605	9.967039	0.645726
"ENSMUSG00000107068"	1.528799	0.882527	1.451052	1.49983	1.052517	0.515145	3.314956	4.125313	4.520789	1.269127	2.47539	2.577374	1.973176	0.916872	1.467878	1.604805	1.255919	0.460272
"ENSMUSG00000107482"	0	0	0	0	0	0	0	0	0	0	0.758804	0	0	0	0.873271	0	0.11891	0
"ENSMUSG00000108596"	0.538538	0.936473	0.872506	2.881299	8.387227	1.026494	0.258484	0.148081	0.441697	0.039743	0	0	0.073509	19.315601	0.063613	39.401653	33.527111	0.007728
"ENSMUSG00000108622"	0	0	0.090019	0	0	0.035416	0	0	0	0.023976	0.057487	0	0	0	0.288431	0	0.080498	0.039711
"ENSMUSG00000108815"	2.324584	1.239507	2.595631	0	1.681253	1.206072	0	1.973424	0	0	0	0	2.894457	2.904666	1.212768	1.658111	0	0
"ENSMUSG00000108948"	0	0	0	0	0.041048	0	0	0	0	0	0	0	0	0.05215	0	0	0	0
"ENSMUSG00000108995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001102	0	0
"ENSMUSG00000109058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109305"	0.744532	0	0	0	0	0.343311	0	0.515136	0	0	0	0	0	0.814136	0.028584	2.272261	1.435734	0
"ENSMUSG00000109336"	10.870496	11.135956	12.207441	7.757322	15.370546	4.481173	15.825189	20.118418	20.790712	5.260674	11.820221	14.620361	13.569956	9.01962	5.142475	19.708607	17.732107	1.900958
"ENSMUSG00000109354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109378"	1.81811	5.422131	1.757462	3.013826	2.490443	1.31959	0.969899	1.228237	1.416301	1.239255	3.981164	3.783259	2.992165	1.658648	1.594896	2.295233	2.240928	0.676778
"ENSMUSG00000109392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025113	0.343548	0	0	0.160065
"ENSMUSG00000109542"	0.005146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109859"	0	0	0	0	0	0	0.167391	0	0	0	0	0	0.732965	0	0	0	0	0
"ENSMUSG00000109926"	0	0.861294	0	0	0	0	0	0	0	0	0.12973	0	0	0	0.069008	0	0.428241	0
"ENSMUSG00000110008"	0	0	0	0	0	0	0	0	0	0.287619	0.798619	1.574842	0	0	0	0	0	0.098634
"ENSMUSG00000110012"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110040"	0	0	2.346197	4.669604	10.036135	1.60451	0	0	0	0	0.777114	0	0	6.138273	0	4.679377	4.651853	0
"ENSMUSG00000110061"	0	0	0	0	0	0	0	0	0.03541	0	0	0	0	0	0	0	0	0.021593
"ENSMUSG00000110091"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110104"	20.56908	29.497078	16.747656	21.186674	27.317457	7.870555	36.923141	20.001179	15.69805	2.571505	2.168778	5.536078	8.410198	79.487076	5.623032	116.548256	144.865311	2.097673
"ENSMUSG00000110136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042015	0	0	0	0
"ENSMUSG00000110206"	5.238397	7.195287	7.65635	2.648727	4.120014	1.794328	3.910799	5.756965	4.951125	1.509599	2.978161	4.319396	7.103792	2.76739	7.053635	3.830979	4.202363	3.229896
"ENSMUSG00000110234"	8.54143	14.134593	6.25812	4.442517	7.126618	4.36973	8.289291	8.524394	7.729855	2.288445	3.350824	5.757358	6.625966	7.731983	2.719118	13.232935	18.125433	0.725571
"ENSMUSG00000110253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110723"	0	0	0	0	0	0	0	0	0	0.014095	0	0	0	0	0	0	0	0
"ENSMUSG00000112023"	304.605042	341.969086	296.383484	271.771698	655.913635	76.436203	0	0.014511	0	0	0	0	0	451.220428	0.320123	805.587769	805.552185	0.012231
"ENSMUSG00000112129"	0	0.040912	0	0	0.056198	0.018265	0.02762	0.09136	0.723156	0.1096	0.75649	0.081906	0.147698	0	0.901023	0	0.021939	0.949605
"ENSMUSG00000112148"	274.876465	295.469452	187.347122	245.604568	540.081543	65.075119	0	0.120834	0	0	0	0	0	423.489075	0.12354	826.0401	834.530823	0
"ENSMUSG00000115302"	0.47793	0	0.349698	0	0	0	0	1.057425	0	0	0	0	0	0	0	0	0.528651	0
"ENSMUSG00000116179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000118454"	0	0	0	0	0	0.013538	0	0	0	0	0	0	0	0	0	0	0	0.052834
"ENSMUSG00000118462"	0	0.584539	0	0.930223	0.360383	0	0	0	0	0.103597	0	0	0	0	0	0	0	0.085795
"ENSMUSG00000118528"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240089	0
"ENSMUSG00000118560"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000290"	102.739304	116.121407	108.695656	80.222054	275.436066	35.265202	0	0	0	0	0	0	0	132.85788	0.10348	210.560944	220.912766	0.065092
"ENSMUSG00000000435"	0.030156	0	0	0.324956	0	0.127282	0	0	0	16.604479	122.538071	122.925591	0	0	0	0	0	0.027538
"ENSMUSG00000000711"	15.091364	14.795133	19.089643	13.437551	13.88159	7.649148	6.474708	7.466051	8.602795	3.469745	11.53072	13.081167	12.281133	14.705908	7.101088	22.506664	24.971422	3.03115
"ENSMUSG00000000732"	16.381004	23.299408	17.815567	12.886822	8.220938	2.786705	0.773056	1.52303	0.80352	0.382868	0.759894	0.595833	0.432957	17.518402	0.600638	28.599878	28.91803	0.164062
"ENSMUSG00000000738"	5.769835	8.038267	6.988896	3.94978	8.291988	2.371877	7.331122	9.182421	9.920536	3.413344	7.68254	9.820192	8.486028	5.131294	3.868776	4.243429	5.835428	1.456358
"ENSMUSG00000000739"	0	0.001237	0	0.240625	0	0.005687	5.769905	4.073913	1.151253	0	0.429779	0.00622	3.263718	0	0.075092	0	0.015984	0.02884
"ENSMUSG00000000740"	223.965134	221.613525	203.613159	168.743774	228.542648	94.289619	266.263428	273.276428	295.120331	87.940231	169.053879	182.81105	136.734848	63.863297	42.713963	102.636795	62.914497	18.1472
"ENSMUSG00000000743"	10.846684	14.053042	14.364572	11.251914	12.838647	5.658857	12.414117	14.212741	13.300256	3.528986	7.183361	8.905436	7.461659	10.696226	4.049028	14.671507	11.008104	1.529443
"ENSMUSG00000000759"	12.287486	12.508589	12.964219	6.209893	10.775293	3.7644	11.740732	8.684693	10.671874	5.184953	8.28863	13.505002	11.359656	7.145196	6.347228	11.691628	12.59815	2.325203
"ENSMUSG00000000903"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001062"	9.399549	12.78928	10.121728	6.988128	12.342448	3.716655	2.986321	4.817816	3.755987	0.886226	5.442049	4.801163	3.179715	6.021177	2.917479	7.010919	8.164111	1.000742
"ENSMUSG00000001065"	7.382113	7.241549	4.974962	6.32225	13.735888	2.979976	5.882099	6.556055	4.337697	2.196821	8.350578	10.15005	5.457171	10.097897	4.695861	9.478909	12.376682	1.303829
"ENSMUSG00000001119"	0	0	0.357065	0.537556	0	0.110547	171.310318	197.180939	126.666946	18.896761	38.005848	88.236809	5.420975	0.218241	0.953689	0	0	0.572114
"ENSMUSG00000001120"	1.371575	0.666988	0.230691	0.393522	0.63215	0.102291	3.814485	8.39762	4.796	1.529424	3.150513	2.841804	5.210477	0.2631	1.588143	0.139787	0	0.8289
"ENSMUSG00000001150"	4.680593	6.194988	6.409144	4.478491	4.332107	1.86348	4.987772	7.470018	8.92096	3.108895	6.580089	9.232113	8.653795	5.664329	5.391872	6.809638	6.831486	1.999292
"ENSMUSG00000001151"	7.022571	7.608914	7.032601	5.745275	4.261185	2.735297	4.132152	5.893969	5.512915	3.35671	4.698588	6.748555	5.600061	4.239717	5.335398	5.404864	4.623786	1.81284
"ENSMUSG00000001155"	0	0	0	0	0	0	0.310911	1.104189	0.979562	0	0.115153	0	0	0	0	0	0	0
"ENSMUSG00000001300"	0.805977	0.301675	0.166853	0.239752	1.704392	0.179703	10.498029	9.157383	14.606019	6.361242	11.276634	12.060582	41.561474	0.666687	38.68594	0.380761	0.923048	15.483693
"ENSMUSG00000001436"	0.519339	0.511871	1.827702	1.217659	1.164234	0.568519	6.755309	7.352866	10.934503	5.342204	5.273982	8.805238	16.301859	0.096394	0	0.301534	0.911349	0
"ENSMUSG00000001482"	3.373922	3.346091	3.862387	2.481825	1.882782	1.68973	4.908704	4.817846	6.326767	1.238701	3.087954	5.193771	2.490834	1.158157	0.905097	1.659286	1.689725	0.158683
"ENSMUSG00000001665"	0.924706	0.669909	1.747584	0.559801	0.056788	0.420909	3.43053	3.601703	3.480424	0.367691	0.937752	0.241114	2.169639	0	3.336053	0.028682	0	1.07951
"ENSMUSG00000001672"	0	0	0	0	0	0	0	0.164258	0.444326	0.035505	0	0	0	0	0	0	0	0
"ENSMUSG00000001783"	21.283434	25.185316	36.366684	33.293861	18.071976	15.70554	22.063635	26.341875	29.294182	9.105645	17.125051	19.271286	19.309359	8.043202	7.189963	9.116668	6.490384	2.536921
"ENSMUSG00000001995"	9.389372	8.062586	10.369123	7.920455	16.616795	4.257575	1.981477	2.604118	3.534109	1.899958	3.239127	5.502707	13.172018	16.70698	8.987611	23.820885	30.086826	3.327002
"ENSMUSG00000002147"	30.397705	33.041142	31.301098	20.455023	40.281185	12.019299	13.150927	18.225288	17.076971	3.652015	5.660407	9.334054	14.622141	33.032429	8.265215	52.55056	64.421913	3.689293
"ENSMUSG00000002190"	0	0	0	0	0	0.089254	0	0	0.171749	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002341"	0	0	0	0	0.032969	0.008897	0.139009	0.128225	0	0	0.098288	0.085749	0	0	0	0	0.017601	0
"ENSMUSG00000002342"	3.682042	3.169203	3.346301	1.794388	3.498059	1.204788	2.762327	4.276173	5.258623	2.449493	5.030309	4.857834	2.691212	2.188488	2.247128	3.723025	1.79024	1.364595
"ENSMUSG00000002343"	0.140623	1.9383	0.880191	0.166476	2.426691	0.499227	2.407364	4.511883	3.81083	1.348489	2.206547	3.876786	1.460074	1.030597	1.085605	1.258543	2.215053	0.404814
"ENSMUSG00000002346"	0.16711	0	0.519353	0.865637	0.383503	0.117233	0.584375	1.134781	0.531992	0.216167	2.049905	1.266194	0.435215	0.442027	0.704932	0.751463	0.660813	0.305813
"ENSMUSG00000002395"	42.721294	42.769173	49.706131	37.212685	28.4039	15.208079	20.149401	24.867119	18.7199	5.60721	25.418446	23.417835	20.433283	18.384888	6.939758	26.97456	20.293682	3.96876
"ENSMUSG00000002396"	4.857986	3.762944	5.112093	5.555058	5.092184	2.645399	3.216221	4.071107	2.557359	1.386478	3.791585	5.422731	10.853437	3.308768	5.88802	4.524902	4.33618	2.672873
"ENSMUSG00000002578"	0.006792	0	0.034522	0.070089	0	0	1.543952	1.024387	0.704556	0.136349	2.14032	1.454158	0.507796	0	0.636677	0	0	0.130645
"ENSMUSG00000002885"	107.875999	145.834656	142.333572	101.442635	163.292542	47.660439	10.430568	8.610806	6.777877	15.642135	24.078848	45.053844	44.51635	176.705322	33.101463	313.379669	313.803864	13.582808
"ENSMUSG00000002908"	0	0	0	0	0	0.12127	0.342409	1.121771	0.466212	0.082522	0.439428	0.300097	0.163519	0	0	0	0	0.113897
"ENSMUSG00000002949"	8.692047	6.480202	9.046863	7.485391	6.165208	3.594748	9.043732	9.533175	9.316883	5.772161	13.621436	10.02304	11.009568	3.340249	2.789523	8.214537	7.752998	1.395901
"ENSMUSG00000003033"	12.270115	13.52799	17.069397	8.636403	19.752935	5.127296	13.515566	20.358221	21.507362	6.836597	13.745422	15.753958	14.279131	16.151089	10.649219	32.511234	34.60033	4.410248
"ENSMUSG00000003068"	14.308619	18.701866	10.945036	10.859676	18.457977	5.934391	10.034798	11.888582	13.471557	5.220601	14.980758	18.017393	10.008716	14.96441	4.649366	23.13574	26.698597	1.476365
"ENSMUSG00000003072"	45.150337	40.520145	38.962528	25.279457	41.69746	16.706478	38.489933	46.28492	41.662533	22.450586	31.760719	47.486465	27.677469	16.538847	7.33756	28.155176	20.51861	3.042297
"ENSMUSG00000003341"	0	0.173774	0	0	0.202052	0.04684	0.150633	0.58653	1.876253	0.096442	0.213884	0.17405	1.635755	0	0	0	0.129448	0
