"gene"	"Young.ECs.D7_2"	"Young.ECs.D7_1"	"Young.ECs.D7_3"	"Young.FAPs.D7_1"	"Young.FAPs.D7_2"	"Young.FAPs.D7_3"	"Young.M2.D7_2"	"Young.M2.D7_1"	"Young.M2.D7_3"	"Young.sCs.D7_3"	"Young.sCs.D7_1"	"Young.sCs.D7_2"
"ENSMUSG00000000148"	163.906543365634	140.414456218864	134.592735722801	141.888350391227	168.171354078601	166.598089183693	155.646362204021	172.408397856824	193.696829327956	164.240264727167	126.386965500525	155.945771634486
"ENSMUSG00000000149"	776.858823880903	808.358223648874	754.300295885339	417.263767268936	476.31141279405	385.071032484464	2793.22120279648	2381.33146211082	2455.2669519758	611.794986108698	509.265125693293	595.612237468489
"ENSMUSG00000000154"	21.3369464736328	27.3028109314457	4.84146531376982	17.7360437989033	29.2471920136698	12.9687135292695	10.5166460948663	7.62026067875464	7.44987805107525	2.05300330908959	5.57589553678788	0
"ENSMUSG00000000167"	10.6684732368164	9.75100390408775	21.3024473805872	28.9377556718949	10.4454257191678	24.9398337101337	7.3616522664064	4.76266292422165	25.542439032258	46.1925744545158	46.465796139899	25.1525438120139
"ENSMUSG00000000168"	132.870984858532	211.596784718704	227.548869747182	291.244508697781	241.289334112776	282.318917598714	348.100985740074	244.800874304993	273.516951303763	649.775547326856	706.280101326465	635.856307567711
"ENSMUSG00000000171"	165.846265772328	143.33975739009	159.768355354404	183.894769914945	136.835076921098	256.381490540174	419.614179185165	453.405510385901	361.851219623655	391.097130381567	392.171319420748	441.678669338964
"ENSMUSG00000000182"	2.90958361004084	7.8008031232702	0	14.9356158306554	1.04454257191678	6.98315343883744	0	0	0	6.15900992726878	0	7.04271226736388
"ENSMUSG00000000183"	0	0	0	1.86695197883193	0	0	0	0	3.19280487903225	2.05300330908959	0	0
"ENSMUSG00000000184"	1122.12941227242	1393.41845789414	1403.05664793049	1220.05311816667	1706.78256251201	1619.09400446188	155.646362204021	139.069757387272	210.725122016128	1193.8214242356	912.588236187617	1094.63870669884
"ENSMUSG00000000194"	785.587574711026	825.910030676232	824.985689466378	984.817168833843	1007.98358189969	1051.46338921924	1142.10776590248	1183.04547037666	1197.30182963709	957.726043690295	925.598659106789	710.307837251272
"ENSMUSG00000000197"	0	0	0	17.7360437989033	49.0935008800885	39.9037339362139	0	0	0	69.8021125090461	26.0208458383435	51.3111893765083
"ENSMUSG00000000202"	0	1.95020078081755	0	14.0021398412395	10.4454257191678	5.98556009043209	8.41331687589303	2.85759775453299	8.514146344086	60.563597618143	55.7589553678788	102.622378753017
"ENSMUSG00000000204"	110.564177181552	88.7341355271985	106.512236902936	0.933475989415965	0	0	318.654376674448	664.867744221342	382.072317190859	0	5.57589553678788	0
"ENSMUSG00000000216"	4.84930601673473	0	3.87317225101586	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000223"	25.2163912870206	55.5807222533001	7.74634450203172	65.3433192591176	99.2315443320938	115.72082841502	3.15499382845988	19.0506516968866	15.9640243951612	3393.6144699251	3923.57182605307	3409.6788391566
"ENSMUSG00000000244"	8.72875083012251	2.92530117122632	15.4926890040634	35.4720875978067	40.7371603047543	15.9614935744856	164.059679079914	200.031842817309	218.175000067204	17.4505281272615	9.2931592279798	12.0732210297667
"ENSMUSG00000000247"	2.90958361004084	7.8008031232702	0	14.9356158306554	19.8463088664188	7.98074678724278	7.3616522664064	0	0	22.5830363999855	23.2328980699495	33.2013578318583
"ENSMUSG00000000248"	7.75888962677556	0	1.93658612550793	0	0	0	13.6716399233262	58.1044876755041	24.4781707392472	0	0	1.00610175248055
"ENSMUSG00000000253"	127.05181763845	95.5598382600599	95.8610132126425	43.8733715025504	48.0489583081718	42.89651398143	41.0149197699785	27.6234449604856	40.4421951344085	43.1130694908814	51.1123757538889	53.3233928814694
"ENSMUSG00000000263"	31.0355585071022	37.0538148355334	13.5561028785555	14.0021398412395	41.7817028766711	16.9590869228909	5.25832304743314	20.9557168665753	21.285365860215	20.5300330908959	29.7381095295354	34.2074595843389
"ENSMUSG00000000266"	1205.53747576025	1337.83773564084	1191.96876025013	566.619925575491	679.997214317822	510.767794383538	12.6199753138395	13.3354561878206	7.44987805107525	603.58297287234	805.716905065849	834.05835280638
"ENSMUSG00000000275"	3378.99643246076	3219.78148912977	2781.90596929214	733.712127680949	875.326675266259	786.103558543414	4484.29789485098	4570.25134208309	4429.48463551074	1078.85323892658	698.845573944081	897.442763212655
"ENSMUSG00000000276"	2463.44745650124	2065.26262688578	2091.51301554856	209.098621629176	291.427377564781	179.566802712963	563.692230684833	594.380332942862	561.933658709676	305.897493054349	183.075236791202	324.970866051219
"ENSMUSG00000000278"	28.1259748970614	31.2032124930808	61.0024629534998	779.452451162331	870.103962406676	788.098745240225	1280.92749435471	1186.85560071603	1139.83134181451	160.134258108988	161.700970566849	191.159332971305
"ENSMUSG00000000282"	225.977660379838	205.746182376251	173.32445823296	206.298193660928	260.091100407278	220.468129997582	555.27891380894	417.209272161816	435.285731841397	174.505281272615	301.098358986546	170.031196169214
"ENSMUSG00000000290"	0.969861203346945	0.975100390408774	7.74634450203172	27.070803693063	13.5790534349181	0.997593348405348	3639.81121343322	3386.25333912159	3534.4350010887	1.0265016545448	0.92931592279798	0
"ENSMUSG00000000295"	20.3670852702858	28.2779113218545	32.9219641336348	32.6716596295588	50.1380434520053	31.9229871489711	36.808261332032	19.0506516968866	25.542439032258	45.166072799971	59.4762190590708	68.4149191686777
"ENSMUSG00000000296"	0	3.9004015616351	0	3.73390395766386	7.31179800341744	14.9639002260802	0	3.81013033937732	4.257073172043	12.3180198545376	18.5863184559596	11.0671192772861
"ENSMUSG00000000301"	12.6081956435103	11.7012046849053	8.71463756478568	10.2682358835756	25.0690217260027	15.9614935744856	2.10332921897326	9.52532584844329	6.3856097580645	35.9275579090679	34.3846891435253	22.1342385545722
"ENSMUSG00000000303"	2.90958361004084	0	0	0	5.22271285958389	1.9951866968107	10.5166460948663	21.9082494514196	6.3856097580645	6.15900992726878	17.6570025331616	21.1281368020917
"ENSMUSG00000000305"	30.0656973037553	40.9542163971685	32.9219641336348	11.2017118729916	19.8463088664188	14.9639002260802	0	0	2.1285365860215	32.8480529454335	26.9501617611414	28.1708490694555
"ENSMUSG00000000308"	0.969861203346945	0	1.93658612550793	12.1351878624075	5.22271285958389	12.9687135292695	0	0	0	2.05300330908959	0	9.05491577232499
"ENSMUSG00000000317"	2878.54805153373	2779.03611266501	2595.99370124338	42.9398955131344	34.4699048732537	39.9037339362139	53.634895083818	18.0981191120423	48.9563414784945	80.0671290544941	43.6778483715051	58.3539016438722
"ENSMUSG00000000318"	131.901123655185	39.9791160067598	66.8122213300236	0.933475989415965	0	0	317.602712064962	507.699867722028	553.41951236559	3.07950496363439	0	5.03050876240277
"ENSMUSG00000000320"	304.536417850941	183.31887339685	201.404957052825	133.487066486483	92.9642889005932	111.730455021399	19.9816275802459	4.76266292422165	19.1568292741935	48.2455777636054	44.6071642943031	34.2074595843389
"ENSMUSG00000000325"	17.457501660245	47.77991913003	52.2878253887141	159.62439419013	149.369587784099	128.68954194429	103.06313172969	87.6329978056783	109.619634180107	194.008812708966	159.842338721253	159.970178644408
"ENSMUSG00000000326"	175.544877805797	180.393572225623	229.48545587269	291.244508697781	293.516462708614	299.278004521604	519.522317086394	555.326496964244	621.532683118278	252.51940701802	253.703246923849	263.598659149905
"ENSMUSG00000000339"	132.870984858532	166.7421667599	156.863476166142	119.484926645244	129.52327891768	128.68954194429	154.594697594534	155.262811329626	124.519390282258	234.042377236214	216.530610011929	233.415606575489
"ENSMUSG00000000340"	104.74500996147	54.6056218628914	95.8610132126425	155.890490232466	165.037726362851	184.554769454989	110.424783996096	145.737485481182	190.504024448924	308.976998017984	220.247873703121	396.404090477339
"ENSMUSG00000000346"	1521.71222805136	1172.07066927135	1157.11020999099	559.152117660163	696.70989546849	505.779827641511	3207.57705893422	2789.0154084242	2790.51146427419	621.033500999602	543.649814836819	746.527500340572
"ENSMUSG00000000355"	200.761269092818	212.571885109113	284.678160449666	228.701617406912	226.665738105941	248.400743752932	383.857582462619	412.446609237595	341.630122056451	315.136007945252	306.674254523334	261.586455644944
"ENSMUSG00000000359"	25.2163912870206	11.7012046849053	2.90487918826189	94.2810749310125	81.4743206095086	76.8146878272118	11.5683107043529	1.90506516968866	5.32134146505375	377.752608872485	391.24200349795	271.64747316975
"ENSMUSG00000000365"	7.75888962677556	10.7261042944965	29.0487918826189	9.33475989415965	22.9799365821691	24.9398337101337	18.9299629707593	44.7690314876835	35.1208536693547	4.10600661817918	13.0104229191717	10.0610175248055
"ENSMUSG00000000374"	236.646133616655	354.936542108794	294.361091077205	470.471898665647	466.910529646799	494.806300809053	852.899998293655	814.415360041902	717.316829489245	954.64653872666	858.687912665334	920.583103519708
"ENSMUSG00000000378"	266.71183092041	217.447387061157	249.819610190523	271.641512920046	226.665738105941	229.44647013323	394.374228557486	341.959197959114	433.157195255375	277.155446727095	250.915299155455	317.928153783855
"ENSMUSG00000000381"	0	8.77590351367897	3.87317225101586	10.2682358835756	24.0244791540859	14.9639002260802	0	4.76266292422165	3.19280487903225	0	13.9397388419697	3.01830525744166
"ENSMUSG00000000384"	269.621414530451	154.065861684586	191.722026425285	219.366857512752	235.022078681275	144.651035518775	230.314549477572	256.231265323125	259.681463494623	469.111256126972	362.433209891212	404.452904497183
"ENSMUSG00000000385"	896.151751892577	580.184732293221	625.517318539061	402.328151438281	542.117594824807	466.873687053703	152.491368375561	232.417950702016	282.031097647849	157.054753145354	99.4368037393839	123.750515555108
"ENSMUSG00000000392"	70.799867844327	117.012046849053	101.670771589166	6146.00591431472	4008.95439101659	4497.15081461131	67.3065350071442	64.7722157694144	93.655609784946	712.392148254089	631.934827502627	693.204107459102
"ENSMUSG00000000394"	4.84930601673473	3.9004015616351	0	160.557870179546	97.1424591882603	118.713608460236	0	0	0	24.6360397090751	15.7983706875657	20.1220350496111
"ENSMUSG00000000399"	70.799867844327	100.435340212104	98.7658924009044	56.9420353543739	69.9843523184241	68.833941039969	182.989642050673	175.265995611357	119.198048817204	210.432839181683	158.913022798455	178.080010189058
"ENSMUSG00000000402"	0	1.95020078081755	0.968293062753965	194.163005798521	235.022078681275	223.460910042798	0	0	0	0	0	0
"ENSMUSG00000000409"	214.339325939675	100.435340212104	132.656149597293	70.0106992061974	120.122395770429	74.8195011304011	30.4982736751122	19.0506516968866	94.7198780779567	8.21201323635837	16.7276866103636	9.05491577232499
"ENSMUSG00000000411"	48.4930601673473	41.9293167875773	17.4292751295714	22.4034237459832	3.13362771575033	13.9663068776749	2.10332921897326	0.95253258484433	4.257073172043	5.13250827272398	9.2931592279798	4.02440700992222
"ENSMUSG00000000416"	518.875743790616	389.065055773101	364.078191595491	3.73390395766386	7.31179800341744	8.97834013564813	0	0	0	52.3515843817846	93.860908202596	71.4332244261194
"ENSMUSG00000000420"	1349.0769338556	1545.53411879791	1373.03956298512	799.988922929482	678.952671745905	1032.50911559954	1522.81035453664	1540.24518969328	1442.08353702957	1154.8143613629	1026.89409469177	1050.3702295897
"ENSMUSG00000000435"	11.6383344401633	4.87550195204387	9.68293062753965	8.40128390474369	1.04454257191678	0.997593348405348	9.46498148537965	5.71519550906598	7.44987805107525	2572.41314628926	3573.21972315823	3777.91208056448
"ENSMUSG00000000439"	268.651553327104	254.50120189669	226.580576684428	278.175844845958	356.189017023621	219.470536649177	225.056226430138	212.414766420286	243.717439099462	261.757921908923	280.65340868499	292.775609971841
"ENSMUSG00000000440"	601.313946075106	746.926899053121	542.24411514222	99.8819308675083	43.8707880205046	49.8796674202674	612.068802721218	643.912027354767	589.604634327955	47.2190761090606	64.1227986730607	40.2440700992222
"ENSMUSG00000000441"	441.28684752286	604.56224205344	551.92704576976	635.697148792272	497.202264232386	518.748541170781	740.371885078586	834.418544323633	854.607439287632	916.665977508503	831.737750904193	893.418356202733
"ENSMUSG00000000486"	50.4327825740411	74.1076296710669	49.3829462004522	11.2017118729916	22.9799365821691	38.9061405878086	8.41331687589303	14.2879887726649	15.9640243951612	19.5035314363511	31.5967413751313	23.1403403070528
"ENSMUSG00000000489"	1782.60489175169	1691.79917735922	1907.53733362531	7.46780791532772	17.7572237225852	5.98556009043209	880.243278140308	738.212753254355	737.537927056449	130.365710127189	106.871331121768	152.927466377044
"ENSMUSG00000000530"	959.192730110129	1126.24095092213	1107.72726379054	662.767952485335	637.170968869234	703.30331062577	501.644018725122	537.228377852202	419.321707446235	158.081254799899	103.154067430576	123.750515555108
"ENSMUSG00000000531"	458.744349183105	499.251399889293	343.744037277657	311.780980464932	269.491983554529	230.444063481635	95.7014794632832	105.731116917721	91.5270731989245	104.703168763569	86.4263808202122	152.927466377044
"ENSMUSG00000000532"	226.947521583185	282.779113218545	175.261044358468	280.04279682479	265.313813266861	225.456096739609	236.624537134491	347.67439346818	310.766341559139	228.90986896349	192.368396019182	180.092213694019
"ENSMUSG00000000538"	696.360344003107	839.561436141955	887.924738545386	526.480458030604	593.300180848729	506.777420989917	269.226140028577	281.949645113922	319.280487903225	746.266702854067	841.96022605497	748.539703845533
"ENSMUSG00000000544"	0	0	0	0	0	0	1.05166460948663	9.52532584844329	6.3856097580645	0	0	0
"ENSMUSG00000000552"	72.7395902510209	41.9293167875773	25.1756196316031	145.622254348891	175.483152082019	177.571616016152	390.167570119539	377.202903598355	385.265122069891	78.0141257454045	56.6882712906768	77.4698349410027
"ENSMUSG00000000555"	2468.29676251798	2408.49796430967	2279.36186972283	1964.03348173119	1739.16338224143	1688.92553885025	1559.61861586867	1269.72593559749	1351.62073212365	681.597098617745	717.431892400041	808.905808994366
"ENSMUSG00000000560"	0	0	0	0	1.04454257191678	0.997593348405348	0	0	0	0	0	0
"ENSMUSG00000000561"	88.257369504572	124.812849972323	99.7341854636584	179.227389967865	154.592300643683	186.5499561518	129.354746966855	138.117224802428	107.491097594086	425.99818663609	425.626692641475	331.007476566103
"ENSMUSG00000000562"	5.81916722008167	7.8008031232702	3.87317225101586	6.53433192591176	10.4454257191678	3.99037339362139	16.8266337517861	50.4842269967495	40.4421951344085	6.15900992726878	10.2224751507778	1.00610175248055
"ENSMUSG00000000563"	803.045076371271	660.14296430674	724.283210939966	689.838756178398	707.155321187658	791.091525285441	1310.37410342034	1219.24170860074	1164.30951255376	1271.835549981	1645.81849927522	1535.31127428533
"ENSMUSG00000000567"	6.78902842342862	2.92530117122632	3.87317225101586	411.662911332441	587.032925417229	400.034932710545	1.05166460948663	0	0	452.687229654255	581.751767671536	739.484788073208
"ENSMUSG00000000568"	951.433840483353	1063.83452593597	1182.28582962259	651.566240612344	716.556204334909	595.563228997993	1292.49580505907	1323.06776034877	1099.3891466801	1806.64291199884	1890.22858697109	2111.80757845668
"ENSMUSG00000000579"	19.3972240669389	24.3775097602194	21.3024473805872	28.004279682479	27.1581068698362	29.9278004521604	37.8599259415186	26.6709123756412	56.4062195295697	24.6360397090751	18.5863184559596	23.1403403070528
"ENSMUSG00000000581"	272.530998140492	216.472286670748	274.995229822126	281.909748803622	269.491983554529	320.227464838117	363.875954882373	342.911730543959	350.144268400537	336.692542690693	249.985983232657	320.946459041297
"ENSMUSG00000000594"	148.388764112083	181.368672616032	132.656149597293	695.439612114894	634.037341153484	725.250364290688	6461.42736068584	6084.77815198558	5923.71731889783	190.929307745332	302.956990832142	255.549845130061
"ENSMUSG00000000600"	1358.77554588907	1457.77508366112	1456.31276638196	1039.89225220939	846.07948325259	959.684801165945	1056.92293253406	1061.12129951658	1093.00353692204	1656.7736704353	1878.14747997472	1606.74449871145
"ENSMUSG00000000605"	485.90046287682	533.3799135536	510.290444071339	713.175655913798	678.952671745905	688.33941039969	898.12157650158	998.254148916857	922.72061004032	625.139507617781	719.290524245637	740.490889825688
"ENSMUSG00000000617"	0	5.85060234245265	3.87317225101586	33.6051356189747	43.8707880205046	23.9422403617284	0	0	0	13.3445215090823	2.78794776839394	5.03050876240277
"ENSMUSG00000000627"	0	0	0	0.933475989415965	5.22271285958389	2.99278004521604	6.30998765691977	2.85759775453299	2.1285365860215	84.1731356726733	124.528333654929	102.622378753017
"ENSMUSG00000000628"	7.75888962677556	17.5518070273579	4.84146531376982	1130.43942318273	1110.34875394753	798.074678724278	946.498148537965	895.38062975367	814.165244153223	531.727857054204	552.013658142	670.06376715205
"ENSMUSG00000000631"	2026.04005379177	2196.90117959097	2340.36433267633	247.371137195231	266.358355838778	334.193771715792	982.254745260511	1071.59915794987	1027.01890275537	771.929244217687	705.350785403667	624.789188290425
"ENSMUSG00000000632"	32.9752809137961	21.452208588993	24.2073265688491	2.8004279682479	2.08908514383355	9.97593348405348	5.25832304743314	4.76266292422165	1.06426829301075	0	0	1.00610175248055
"ENSMUSG00000000673"	30.0656973037553	41.9293167875773	32.9219641336348	33.6051356189747	19.8463088664188	25.9374270585391	24.1882860181924	42.8639663179948	28.7352439112902	21.5565347454407	22.3035821471515	6.03661051488333
"ENSMUSG00000000682"	0.969861203346945	0	0	0.933475989415965	4.17817028766711	5.98556009043209	1271.46251286933	1219.24170860074	1251.57951258064	0	0	0
"ENSMUSG00000000686"	54.3122273874289	16.5767066369492	53.2561184514681	40.1394675448865	24.0244791540859	22.944647013323	94.6498148537965	81.9178022966123	102.169756129032	36.9540595636127	11.1517910735758	31.1891543268972
"ENSMUSG00000000690"	286.109054987349	292.530117122632	274.995229822126	0	0	0	4.20665843794651	0	0	1.0265016545448	7.43452738238384	0
"ENSMUSG00000000693"	5.81916722008167	9.75100390408775	26.143912694357	710.37522794555	721.778917194493	702.305717277365	91.4948210253366	132.402029293362	101.105487836021	181.690792854429	144.973283956485	179.086111941539
"ENSMUSG00000000706"	0.969861203346945	0	6.77805143927775	0	0	0	0	0	3.19280487903225	0	0	0
"ENSMUSG00000000708"	940.765367246537	802.507621306421	770.761277952156	754.2485994481	634.037341153484	643.44770972145	1032.73464651587	1080.17195121347	896.113902715051	754.478716090425	716.502576477243	762.625128380261
"ENSMUSG00000000711"	431.588235489391	448.546179588036	359.236726281721	463.937566739735	406.327060475626	475.852027189351	777.180146410618	705.826645369648	641.753780685482	496.826800799681	630.076195657031	576.496304171358
"ENSMUSG00000000724"	134.810707265225	162.841765198265	186.880561111515	82.1458870686049	74.1625226060912	122.703981853858	88.3398271968768	67.6298135239474	61.7275609946235	157.054753145354	94.790224125394	111.677294525342
"ENSMUSG00000000730"	0	0	0	2.8004279682479	4.17817028766711	1.9951866968107	5.25832304743314	4.76266292422165	2.1285365860215	0	0	0
"ENSMUSG00000000732"	38.7944481338778	35.1036140547159	53.2561184514681	65.3433192591176	43.8707880205046	61.8507876011316	469.042415831036	424.829532840571	524.6842684543	41.0600661817918	21.3742662243536	24.1464420595333
"ENSMUSG00000000738"	289.988499800737	285.704414389771	380.539173662308	237.102901311655	331.119995297618	318.232278141306	355.46263800648	302.905361980497	300.123658629031	519.409837199667	400.53516272593	452.74578861625
"ENSMUSG00000000739"	63.0409782175514	124.812849972323	57.1292907024839	243.637233237567	158.77047093135	180.564396061368	3.15499382845988	10.4778584332876	2.1285365860215	10.265016545448	4.6465796139899	6.03661051488333
"ENSMUSG00000000740"	1154.13483198286	779.105211936611	998.310147699338	1194.84926645244	1207.49121313579	1265.94595912639	1989.7494411487	1876.48919214333	1707.08634198924	1426.83729981727	1888.3699551255	1876.37976837623
"ENSMUSG00000000743"	206.580436312899	208.671483547478	199.468370927317	320.182264369676	255.91293011961	259.37427058539	373.340936367753	305.76295973503	338.437317177418	281.261453345274	250.915299155455	259.574252139983
"ENSMUSG00000000751"	171.665432992409	246.70039877342	235.295214249213	123.218830602907	130.567821489597	128.68954194429	212.436251116299	215.272364174818	245.845975685483	493.747295836047	480.456332086556	515.124097270044
"ENSMUSG00000000753"	76.6190350644087	69.232127719023	76.4951519575632	8486.23021978054	7392.22778145503	7655.53135566264	79.9265103209837	87.6329978056783	70.2417073387095	595.370959635982	689.552414716102	800.856994974522
"ENSMUSG00000000759"	537.303106654208	521.678708868694	648.756352045156	256.70589708939	204.730344095688	268.352610721039	458.52576973617	454.358042970745	418.257439153225	727.78967307226	801.070325451859	723.387160033519
"ENSMUSG00000000766"	2.90958361004084	0	0	0	0	0	17.8782983612727	31.4335752998629	18.0925609811827	0	0	0
"ENSMUSG00000000776"	73.7094514543678	68.2570273286142	80.3683242085791	293.111460676613	329.030910153785	324.217838231738	86.2364979779035	95.2532584844329	60.6632927016127	181.690792854429	210.025398552344	226.372894308125
"ENSMUSG00000000782"	138.690152078613	177.468271054397	109.417116091198	98.9484548780923	85.6524908971757	76.8146878272118	44.1699135984384	57.1519550906598	25.542439032258	273.049440108916	230.470348853899	237.440013585411
"ENSMUSG00000000787"	6709.49980475417	6880.30835472431	6073.13408959287	4325.72773495358	4897.86011971777	4601.89811619387	8656.25140068444	7994.60598459846	7583.9758559946	6422.82085248679	6704.08506706463	7779.17875017965
"ENSMUSG00000000791"	89.2272307079189	32.1783128834896	26.143912694357	53.20813139671	96.0979166163435	53.8700408138888	38.9115905510052	38.1013033937732	64.9203658736557	24.6360397090751	34.3846891435253	47.2867823665861
"ENSMUSG00000000792"	105.714871164817	110.186344116192	78.4317380830711	93.3475989415965	75.207065178008	90.7809947048867	18.9299629707593	8.57279326359897	29.799512204301	163.213763072623	128.245597346121	161.982382149369
"ENSMUSG00000000794"	24.2465300836736	23.4024093698106	30.9853780081269	458.336710803239	322.763654722284	206.501823119907	4.20665843794651	0	13.8354878091397	967.991060235743	1034.32862207415	1176.13294864977
"ENSMUSG00000000804"	712.847984460005	746.926899053121	833.700327031164	913.87299363823	910.84112271143	777.125218407766	1187.3293441104	1225.90943669465	1067.46109788978	859.181884853994	956.266084559122	1049.36412783722
"ENSMUSG00000000805"	277.380304157226	356.886742889611	270.153764508356	0	10.4454257191678	1.9951866968107	0	0.95253258484433	2.1285365860215	7.18551158181357	0	4.02440700992222
"ENSMUSG00000000811"	39.7643093372248	54.6056218628914	57.1292907024839	28.004279682479	18.801766294502	33.9181738457818	27.3432798466523	40.0063685634618	39.3779268413977	122.153696890831	155.195759107263	92.5613612282111
"ENSMUSG00000000817"	0	7.8008031232702	11.6195167530476	2.8004279682479	3.13362771575033	1.9951866968107	3.15499382845988	28.5759775453299	13.8354878091397	7.18551158181357	8.36384330518182	5.03050876240277
"ENSMUSG00000000823"	250.224190463512	242.799997211785	224.64399055892	562.886021617827	585.988382845312	606.536755830452	184.04130666016	205.747038326375	195.825365913978	499.906305763316	482.314963932152	530.215623557252
"ENSMUSG00000000826"	1122.12941227242	1198.39837981238	1135.8077626104	849.463150368528	834.589514961505	802.0650521179	1713.16164885372	1776.47327073467	1720.92182979838	1134.284328272	1098.45142074721	1352.20075533387
"ENSMUSG00000000827"	473.292267233309	434.894774122313	684.583195367053	506.877462252869	428.262454485879	453.904973524433	448.009123641304	396.253555295241	384.200853776881	546.098880217832	602.196717973091	482.928841190666
"ENSMUSG00000000838"	923.307865586292	1194.49797825075	1153.23703773997	2200.20290705343	1987.76451435763	2059.03267110864	1081.11121855225	882.997706150693	995.090853965051	1606.47508936261	1888.3699551255	1903.54451569321
"ENSMUSG00000000861"	0	0	0	0.933475989415965	6.26725543150066	0	115.683107043529	78.107671957235	60.6632927016127	0	0	1.00610175248055
"ENSMUSG00000000869"	27.1561136937145	19.5020078081755	14.5243959413095	41.0729435343025	30.2917345855865	72.8243144335904	9.46498148537965	34.2911730543959	38.313658548387	62.6166009272326	39.0312687575152	36.2196630893
"ENSMUSG00000000876"	148.388764112083	118.96224762987	128.782977346277	182.961293925529	156.681385787517	125.696761899074	97.8048086822564	132.402029293362	110.683902473118	127.286205163555	111.517910735758	90.5491577232499
"ENSMUSG00000000881"	24.2465300836736	27.3028109314457	8.71463756478568	162.424822158378	201.596716379938	138.665475428343	55.7382243027913	50.4842269967495	26.6067073252687	194.008812708966	215.601294089131	215.305775030839
