"gene"	"Old.Inflammatory-Mac.D2_1"	"Old.Resolving-Mac.D2_3"	"Old.Inflammatory-Mac.D2_2"	"Old.Resolving-Mac.D2_2"	"Old.Inflammatory-Mac.D2_3"	"Old.Resolving-Mac.D2_1"	"Old.FAPs.D2_1"	"Old.FAPs.D2_2"	"Old.FAPs.D2_3"	"Old.MuSCs.D2_1"	"Old.MuSCs.D2_2"	"Old.ECs.D2_2"	"Old.Neutrophils.D2_2"	"Old.Neutrophils.D2_1"	"Old.Neutrophils.D2_3"	"Old.ECs.D2_1"
"ENSMUSG00000034269"	26.717764	32.062637	33.809559	31.573551	27.371634	29.820257	16.278713	40.273422	41.349514	35.352913	70.16301	53.947666	46.343803	33.388138	27.193432	63.766418
"ENSMUSG00000034456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000034639"	0.637542	0.758066	1.682479	0.545898	0.515285	1.191487	0.30451	0.335015	0.481866	0.905438	0.923751	0	0.987312	0.533234	0.474187	0.482477
"ENSMUSG00000034744"	18.487978	16.215918	16.600161	10.046457	9.062497	12.107523	5.896857	8.830279	10.458148	3.480816	3.904564	8.540195	5.443591	4.689525	2.345509	5.678648
"ENSMUSG00000035228"	0.085484	0.035925	0.262383	0.689538	0	0.095617	0.28351	0	0.079619	0	0.276476	1.460016	0.239095	0.752064	0.561378	0.34357
"ENSMUSG00000035245"	4.38874	8.653706	8.598884	6.918797	5.379697	7.516069	4.819825	7.89168	8.393727	3.363888	4.328807	20.387156	14.271177	14.710787	9.487893	22.412493
"ENSMUSG00000035357"	0	0.131311	0.036354	0.139023	0	0.153041	4.77066	13.991236	9.91891	2.966918	2.623119	0.552806	0.744336	0.298744	0.270009	0.202083
"ENSMUSG00000035596"	7.482399	8.79626	10.232339	10.580024	9.697783	10.814781	3.66746	9.670856	7.646767	7.297224	7.344725	7.157685	5.426956	4.273166	2.81952	5.611654
"ENSMUSG00000036555"	2.459258	3.720362	7.018258	3.43526	1.703508	6.508188	1.86541	4.952358	4.193478	1.87207	2.230448	5.496982	2.479766	5.0844	1.988233	7.52527
"ENSMUSG00000036817"	5.070353	5.695412	2.970447	3.890816	3.45222	8.010062	3.816277	7.007889	6.909594	9.430897	17.253117	7.564772	12.130603	6.204766	5.227461	9.478742
"ENSMUSG00000037788"	2.066874	3.168245	2.992372	3.309568	2.773224	3.703255	2.080977	4.323144	3.11216	2.633488	2.812831	3.900551	4.992754	3.09869	3.09666	5.101297
"ENSMUSG00000037997"	2.720715	20.762438	18.029076	12.210469	5.414594	13.201077	1.264589	3.326065	2.16019	1.707861	3.969488	7.400599	5.055342	7.449862	5.620398	6.266179
"ENSMUSG00000038022"	0.238806	0.231325	0.464501	0.163201	0	0.142868	0.99348	1.620977	2.561482	2.301483	3.395115	4.487583	2.349737	1.839717	1.872297	2.645468
"ENSMUSG00000038065"	0	0	0.172425	0	0	0.259039	0	0.881109	1.103937	1.567423	3.204876	0	0	0.408769	0.806788	0.540174
"ENSMUSG00000038077"	0	0	0	0	0	0	0	0.018972	0.064773	3.39452	0.633825	0.394606	0.19525	0	0	0.018819
"ENSMUSG00000038213"	1.909768	6.12146	6.952444	5.278209	1.974298	6.80029	1.031831	2.211038	2.58061	1.17273	1.402108	3.292361	2.556349	3.771381	2.796187	3.07389
"ENSMUSG00000038252"	3.926606	11.091152	60.194431	5.910477	23.405441	620.092957	7.940537	20.236677	20.561293	21.234016	18.89765	11.080358	7.33212	7.981836	7.377842	17.971857
"ENSMUSG00000038301"	25.172806	44.1493	40.849743	31.044565	27.250874	32.549805	4.53987	9.357871	8.330823	8.432343	7.872149	11.565208	11.68819	10.654859	9.01792	8.600439
"ENSMUSG00000038429"	14.874703	15.118883	14.041755	11.508246	12.027846	11.514695	8.307429	20.897264	18.842176	16.471376	12.861236	8.529409	7.468987	5.295089	4.234231	8.003192
"ENSMUSG00000038507"	17.378576	35.516289	33.372112	32.609001	24.03097	32.40958	3.869021	9.798293	8.673649	5.004471	6.762383	19.941635	13.103825	12.731853	17.461113	18.50178
"ENSMUSG00000038527"	0.74931	1.730143	1.837235	1.830877	0.912781	1.753838	0.79778	1.941731	1.705729	0.411789	0.218508	0	0	0	0	0
"ENSMUSG00000038600"	0	0	0	0	0	0	0.068628	0.439733	0	0	0.213633	0	0	0	0	0
"ENSMUSG00000038641"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124996	0
"ENSMUSG00000038665"	0	0.058333	0	0	0	0.031536	0	0	0	0	0	0	0	0	0.012803	0
"ENSMUSG00000038780"	6.729336	6.490975	5.413794	6.395426	5.644875	5.933932	4.738391	10.111237	9.188741	11.713676	11.458761	14.538559	8.310999	4.66012	5.435735	9.441975
"ENSMUSG00000038784"	16.3475	20.955746	21.517357	21.222857	16.340776	16.899445	5.791262	12.819407	14.753362	15.043531	19.825085	17.58812	15.821048	11.861236	7.642273	17.510685
"ENSMUSG00000038859"	10.445646	12.256598	13.137975	8.92739	9.220535	8.59205	0.546108	1.165677	1.42338	7.338706	9.67085	1.751736	1.492197	0.81268	0.462994	1.868032
"ENSMUSG00000038970"	2.166689	1.621756	1.130862	1.491071	1.69595	1.943383	1.721378	3.580788	4.005719	4.611485	5.201558	9.174645	7.233665	5.656329	3.88213	7.045194
"ENSMUSG00000039032"	0	0	0	0	0	0	0	0	0	0	1.722954	0	0	0	0.052927	0.064773
"ENSMUSG00000039130"	1.868814	3.274486	2.344153	3.437682	2.920796	2.753226	1.922028	2.63624	3.823702	5.17928	5.222879	4.63778	4.453201	1.918848	2.069356	3.405943
"ENSMUSG00000039264"	0	0	0.154447	0	0	0.439318	0	0	0	0	0	0	0	0.267171	0	0.945464
"ENSMUSG00000039623"	5.462554	7.716918	10.308055	9.508178	5.957059	9.503192	1.43202	3.454522	1.733737	2.167375	4.235776	5.457282	2.150147	1.211479	1.34382	2.851026
"ENSMUSG00000039629"	0	0	0.235393	0.302167	0.341143	0.775509	0	0.364618	0	0.710459	1.39594	0	0	0	0.096772	0.168723
"ENSMUSG00000039985"	2.188407	2.152628	3.503686	2.070335	2.778417	2.367404	1.090735	2.311452	3.824482	7.848411	3.691629	6.181584	7.908122	1.831578	2.020195	9.74552
"ENSMUSG00000040029"	7.768935	11.188478	9.417791	9.70764	7.610822	7.721163	5.775139	11.594362	11.617586	12.391218	9.749368	11.415628	12.737716	7.517505	7.164995	11.371269
"ENSMUSG00000040102"	1.492996	1.591357	1.318745	1.138682	0.58308	1.760834	1.493524	2.992171	2.873098	2.312994	3.165364	1.633538	2.976736	0.93179	1.005329	2.280947
"ENSMUSG00000040112"	1.821384	2.123031	1.793158	2.217473	0.982394	1.829754	1.462333	2.440573	4.727292	5.157362	3.588197	4.565423	5.037673	1.490024	1.539079	3.504467
"ENSMUSG00000040121"	0.066039	0.101878	0	0	0	0.268175	0.454145	0.57707	0.159143	1.034554	1.750347	0.765208	1.341808	0.500727	0.712191	2.147467
"ENSMUSG00000040552"	280.36676	271.513733	253.963959	194.320297	158.577621	173.104813	0	0.325333	0	0.341146	0	1.866953	0	1.49583	3.357957	0
"ENSMUSG00000040627"	0.785203	1.416795	4.718542	4.167993	1.110006	3.784944	0.139186	0.80295	0.271544	0.136244	0.365211	0	0	0	0	0
"ENSMUSG00000040649"	0	0	0	0	0	0	0	0	0	0.388592	0	0	0	0	0	0
"ENSMUSG00000040797"	0	0.039411	0.079851	0	0	0	0.004641	0	0	12.551637	32.748302	0	1.070611	0.284059	0.169556	0
"ENSMUSG00000040811"	1.782611	1.791304	1.140151	1.292575	1.151278	1.185529	0.588833	1.46521	1.408456	2.752808	3.10473	1.281879	2.554102	1.169851	0.750594	0.992341
"ENSMUSG00000040857"	4.139504	5.109561	6.770484	7.345833	3.829146	7.675317	6.168229	13.62487	11.730493	10.870547	14.739289	13.503091	12.538644	10.980778	5.280052	12.69244
"ENSMUSG00000040907"	21.065418	27.566658	20.513897	16.407272	14.375583	19.203136	0.258058	0.441524	0.593607	0.047573	0.104162	0	0.075461	0.152187	0.166186	0
"ENSMUSG00000040940"	22.737242	28.566816	29.021587	28.26531	26.469913	27.101521	9.542311	20.460869	19.432234	14.223561	19.863071	30.457993	21.140686	17.411966	13.60017	29.408041
"ENSMUSG00000041117"	0.463588	0.441978	0.794994	0.377258	0.149175	0.816984	1.998959	3.55942	2.799668	1.885919	4.73516	0.861921	0.65766	0.442917	0.330012	0.629735
"ENSMUSG00000041187"	1.872853	4.352137	5.072714	4.413507	1.914715	3.168607	1.948081	5.417029	4.614951	4.43414	5.576433	45.264286	32.492348	31.605345	22.849264	44.394581
"ENSMUSG00000041372"	0	0	0	0	0	0	0	0	0.033642	0.195689	0	0	0	0	0	0
"ENSMUSG00000041377"	0	0	0	0	0	0.297487	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041460"	0	0	0	0	0	0	0	0	0	0.11704	0.607997	0	0	0	0	0.765808
"ENSMUSG00000041571"	34.290558	43.697498	26.089895	31.596209	26.80287	35.619183	24.474932	53.034176	44.668125	24.535387	16.596893	41.688061	32.97456	19.469347	18.916338	32.895527
"ENSMUSG00000041671"	4.747027	2.918043	2.127352	1.672804	2.485405	2.148253	0.995537	4.626697	1.828719	4.510159	4.6843	2.299163	3.184888	1.340832	1.454696	3.840332
"ENSMUSG00000042279"	0.528869	1.324202	1.708621	0.903247	0.313081	1.798004	0.500394	0.834766	1.780976	1.177744	2.300078	13.353094	10.239726	9.046306	3.989193	9.569283
"ENSMUSG00000042460"	8.129761	8.121342	8.177626	9.880675	11.054516	7.227447	6.515126	12.961589	12.156362	7.651181	7.784922	13.430406	14.098337	10.423599	7.011909	16.305681
"ENSMUSG00000042505"	0.896338	1.176092	0.833822	1.298874	0.450724	0.134716	0.537795	2.060473	1.490182	1.652093	1.379964	0.924076	0	1.293477	0.30779	1.488384
"ENSMUSG00000042599"	24.924067	31.927303	40.554798	44.146885	50.543518	42.629673	2.002097	3.677027	4.575266	4.774603	10.934653	14.075678	11.396835	8.704473	6.573017	11.947823
"ENSMUSG00000042607"	0	0	0.245303	0.192335	0	0	0	0.478453	0.339488	1.529913	1.273461	0.315889	1.070318	0.44333	0.305643	0
"ENSMUSG00000043088"	0	0.178642	0.002223	0	0.158921	0	0.099584	0	0.041998	0	0.060783	0	0.046314	0.003404	0	0.039578
"ENSMUSG00000043832"	36.855026	99.634499	129.134674	167.77916	107.865967	139.654419	0	0	0	0	0	0.431682	0	0	1.012682	0
"ENSMUSG00000043843"	0	0	0	0	0	0.341154	0	0	0.44354	0	0.321673	1.78309	0.536115	0.521273	0.250123	0.363861
"ENSMUSG00000044086"	0	0.382365	0.193056	0	0	0	0	0	0	0.606965	4.222814	1.020477	0	0.483016	0.276077	1.028681
"ENSMUSG00000044155"	4.936085	5.743449	5.151697	7.750342	4.999066	5.530337	3.660383	6.817498	10.043926	12.53931	7.61157	6.286159	4.96028	5.136384	2.936558	7.652497
"ENSMUSG00000044197"	7.628288	8.220405	12.926086	11.347664	7.397639	11.18553	0.032659	0.032039	0.504064	0.703476	1.379411	11.526117	7.647704	5.765558	4.917576	7.816963
"ENSMUSG00000044903"	0	0	0	0	0	0	0	0	0	0	0	0.288816	0	0	0.181694	0.158748
"ENSMUSG00000044927"	0	0.383287	0.303107	0	0.126221	0.160585	1.229131	1.714146	1.280497	0	0	0.184144	0.173579	0.274625	0.255811	0
"ENSMUSG00000045078"	16.050062	20.113817	24.790419	22.087513	17.899672	24.031708	5.54352	11.627497	11.631982	11.81439	17.95805	18.866697	17.633411	12.635535	7.855492	17.288841
"ENSMUSG00000045438"	3.997483	3.834642	4.266438	3.53881	3.656552	3.352859	2.035082	4.336833	4.218967	3.087742	2.908403	2.983706	3.432449	1.665638	1.148035	2.422216
"ENSMUSG00000045482"	17.988804	19.031563	25.564062	21.81974	17.487885	21.382351	11.154015	24.011257	23.377319	19.560053	34.201271	27.199131	19.613775	17.190899	11.755003	24.422873
"ENSMUSG00000046192"	0	0	0	0	0	0	0	0.177352	0	0	0.062747	0	0	0	0.03621	0
"ENSMUSG00000046223"	30.768618	41.127518	40.211895	59.348843	68.034004	62.874638	3.177416	8.470599	8.520275	9.291425	5.590849	17.081911	20.74914	9.096556	10.232255	11.805638
"ENSMUSG00000046456"	0	2.147147	4.757464	2.049102	1.457988	3.674645	0.161824	0.288738	0.212081	0.447404	1.131503	0	0.296556	0	0	0
"ENSMUSG00000046500"	0	0	0	0	0	0	0.02162	0	0	0.001461	0	0	0	0	0	0
"ENSMUSG00000046806"	8.967907	5.335944	9.559753	3.68232	3.678299	4.884259	1.032765	2.47745	2.875308	2.4289	3.669507	3.583554	6.510622	9.368295	1.443119	3.391337
"ENSMUSG00000046947"	2.421415	2.13208	4.434136	3.206904	1.417595	2.444957	1.277826	3.358953	2.72357	1.98739	3.032877	3.635184	2.761664	2.495313	1.674346	3.725604
"ENSMUSG00000047013"	0	0	0.234347	0	0	0	0	0	0	0.424408	0.329284	0.512671	0.314503	0.323977	0.311713	0.225201
"ENSMUSG00000047603"	1.811923	2.817576	1.116893	1.116767	0.808873	1.177878	1.229883	1.882614	1.913695	1.376496	4.373891	1.479739	2.269893	0.816038	2.873085	3.117098
"ENSMUSG00000047649"	1.579558	2.394408	1.856304	1.513728	1.300753	2.066799	1.779335	4.41807	3.818528	4.714737	1.748845	4.884292	6.67343	1.847776	1.594081	1.685529
"ENSMUSG00000047749"	5.197663	5.483667	6.048185	7.610491	6.459916	10.647224	1.887826	5.686737	4.514955	2.114333	4.056137	3.39901	1.779732	2.42357	1.548707	3.216181
"ENSMUSG00000047867"	0	0	0	0.580293	0	0.832321	0	0.366631	1.004911	1.411183	1.046434	45.839474	41.380112	33.045765	24.962679	51.149712
"ENSMUSG00000048108"	0.056216	0.161842	0.184122	0.140127	0.072796	0.158343	0.01379	0.026907	0	0	0.069429	0.198142	0.099532	0.241644	0.125329	0.371184
"ENSMUSG00000048776"	0	0	0	0	0	0	0.69982	1.145735	0.679929	0.314282	0	0.546226	0	0	0.143861	0.536945
"ENSMUSG00000048988"	0	0	0	0.045132	0	0.029987	0.142548	0	0	0	0.746042	0.069344	0	0	0	0.467472
"ENSMUSG00000049093"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000049409"	4.319179	0.770239	0.715699	0.491884	1.608996	0	0.923906	1.60314	2.171015	0.374996	0	2.454875	0.242464	0	0.628596	0
"ENSMUSG00000049553"	8.804239	2.212126	3.14311	3.034427	7.168522	4.181651	6.4261	11.050275	13.143937	16.856314	16.354523	6.266999	9.562634	1.591533	1.80437	2.763704
"ENSMUSG00000049600"	1.682197	4.006117	3.754677	2.432829	2.999718	2.656412	1.36537	1.318494	1.559228	2.872936	1.052622	2.961498	2.75908	1.911341	1.010775	3.888065
"ENSMUSG00000050605"	0.325971	0.334035	1.559155	0.363625	0.246422	0.272843	0.428604	0.797898	2.759675	1.037175	1.03891	1.751915	1.511854	0.400386	0.217719	0.606637
"ENSMUSG00000050822"	0.17219	0.471771	0.758475	0.60034	0.120211	0.255553	0.300048	0.761089	0.675166	0.351931	0.635265	0.647617	0.637249	0.482928	0.420055	0.666991
"ENSMUSG00000051306"	3.81272	5.041995	4.739027	4.01829	4.385316	4.558818	3.120095	6.240384	6.946583	7.471562	9.454614	5.12446	9.916045	6.274039	4.203103	6.393925
"ENSMUSG00000051331"	0	0.013618	0.642581	0.453804	0.002325	0.285448	2.057924	5.101811	4.839021	14.889581	4.597911	1.535347	4.324345	2.100957	0.863292	1.272823
"ENSMUSG00000051343"	9.640806	17.210352	20.527233	13.175042	10.584179	13.33949	2.061611	4.230474	4.058554	1.444674	2.071928	12.101789	10.747207	7.047717	6.592486	8.728319
"ENSMUSG00000051397"	0	0	0	0.058147	0.246139	0.119414	0	0.001337	0	0	0	0	0	0	0	0
"ENSMUSG00000051527"	0	0	0	0	0	0	0	0	0	2.148208	9.241458	0.038562	0.120669	0.118645	0.036322	0.005679
"ENSMUSG00000051896"	0	0	0	0	0	0	0	0.139148	0	0	0	0	0	0	0	0.53234
"ENSMUSG00000051965"	0.017764	0.441758	0.360249	0.342451	0.087677	0.180732	0.110782	0	0.073203	0.188234	0.071394	0.820139	1.127036	0.576613	0.720248	2.921382
"ENSMUSG00000052144"	17.512669	17.965704	13.513672	16.699631	22.157606	15.884765	8.499789	21.059067	21.410234	20.620317	28.598366	11.614485	11.976892	6.568557	6.057142	11.021252
"ENSMUSG00000052738"	13.788672	13.639444	7.920677	9.15941	9.44395	9.937043	8.13905	16.526369	17.622311	17.332771	16.45433	9.089662	9.519557	3.41883	4.536092	8.040965
"ENSMUSG00000052861"	0.028404	0.051343	0	0	0.048515	0.033783	0	0	0	0.156232	0.118075	0.93671	0.35213	0.095811	0.172016	0.223916
"ENSMUSG00000052955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000053119"	15.884293	19.448778	19.329529	19.104967	14.37196	15.097049	6.988005	19.397034	16.81645	12.573406	10.463597	16.851107	19.950861	9.816958	9.462905	22.424007
"ENSMUSG00000053175"	9.336493	24.185341	27.405592	32.116859	23.172071	46.013573	12.10837	24.433964	28.600418	10.250547	46.580738	31.020199	21.174072	14.697096	10.93374	13.998054
"ENSMUSG00000053368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000053470"	12.387823	19.066011	20.435123	19.249731	18.612535	20.154392	6.439846	11.751827	7.648231	14.123694	26.547501	24.921635	17.240885	17.704964	10.161303	23.565208
"ENSMUSG00000053550"	0	0	0	0.072629	0	0	0	0.239935	0	0	0.668186	0	0	0	0	0
"ENSMUSG00000053604"	3.555511	2.702193	3.455551	3.210828	4.965967	3.72402	2.391414	4.792416	5.75929	3.954324	3.660811	5.209094	2.651124	3.420832	1.857105	3.896736
"ENSMUSG00000053647"	0.884395	1.565769	0.633619	0.617367	0	1.644278	0	0.352442	0.176589	2.166429	3.72355	2.788303	2.297504	1.436241	0.423069	1.985955
"ENSMUSG00000053907"	70.315247	46.868839	56.536106	82.39782	79.675804	78.612587	24.335283	62.822769	61.018856	77.271759	90.882553	72.625557	94.102844	54.631905	34.21867	53.8871
"ENSMUSG00000054422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000054446"	0	0	0	0	0	0	0	0	0	0.308749	0.451897	0	0	0	0	0
"ENSMUSG00000054594"	0	0	0	0	0	0	0	0.449347	0	0	0	1.185246	0.310729	0	0	0.391307
"ENSMUSG00000054641"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139614	0.127398	0
"ENSMUSG00000055172"	1.40415	3.377247	2.241117	1.250613	0.689188	1.443467	14.812189	33.278225	32.720177	5.080559	2.596292	0.925294	2.856255	1.470839	1.008454	1.352835
"ENSMUSG00000056305"	9.391357	7.700354	6.217189	6.379906	8.388763	6.353437	4.101772	11.318205	13.64549	12.97327	6.90197	8.270335	8.996047	5.576376	4.67613	7.259588
"ENSMUSG00000056698"	2.87401	2.748222	4.135345	2.291031	2.343689	3.57765	0.945685	3.976315	4.59884	2.848755	2.256094	3.333162	2.802276	3.903749	2.180085	3.540178
"ENSMUSG00000056755"	0	0	0	0	0	0	0	0	0	0	0.095228	0	0	0	0	0
"ENSMUSG00000056952"	27.850218	20.288544	17.533466	19.318649	23.541405	21.703539	2.935067	7.332708	7.595239	7.032304	4.621546	5.295941	6.859224	3.959667	2.745793	6.651026
"ENSMUSG00000057163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057177"	11.423279	11.294126	13.658933	13.69521	8.869676	14.024929	10.411688	20.247116	19.862823	17.852495	21.873129	19.323059	19.219545	15.319877	8.351642	17.266386
"ENSMUSG00000057230"	6.152186	11.331908	9.66248	7.15059	5.148812	6.045008	7.691623	15.924898	16.504595	9.958992	6.557784	10.824928	9.399012	5.65842	7.608082	7.868449
"ENSMUSG00000057454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057699"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057716"	0	0.002713	0	0.038862	0	0	0.033667	0.074207	0.102385	0.173895	5.673152	0	0	0.012282	0	0
"ENSMUSG00000057841"	661.941223	771.472656	661.106567	775.214539	556.993652	617.529175	487.609711	831.639404	951.724854	581.84845	700.62793	544.894531	500.516968	246.890533	211.31546	419.251556
"ENSMUSG00000057894"	1.062753	1.61831	2.128683	1.733779	0.713381	0.715653	0.692295	1.619629	1.453789	2.457095	4.265837	7.357027	3.377942	1.634016	2.197094	4.7694
"ENSMUSG00000058028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000058250"	0	0.101959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059187"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059273"	11.655	13.81505	16.040016	14.671699	13.02142	16.201929	6.413752	14.877737	14.03883	10.164163	14.257581	12.642325	14.147072	6.829925	6.783592	13.190559
"ENSMUSG00000059430"	0	0	0	0	0	0.113631	0.112628	0	0	0.537043	0.066527	0	0	0	0.406699	0
"ENSMUSG00000059639"	1.408794	3.897534	5.988539	8.785621	7.339094	6.153378	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059689"	3.136656	3.162125	4.176983	4.138551	2.430687	2.391444	3.990774	7.296577	9.314725	5.493296	5.298726	4.05005	4.705839	1.850058	3.61069	4.796353
"ENSMUSG00000059878"	4.45789	5.926171	6.394018	9.057345	5.619615	7.097489	2.294955	3.000897	3.084683	3.523187	6.955697	4.592059	4.522492	3.156439	2.233596	7.456605
"ENSMUSG00000060188"	0.027933	0.740619	0.118867	0	0	0.71552	0	0	0.27434	0	0	0.064548	0.045739	0.344275	0.101621	0.010536
"ENSMUSG00000060376"	2.210691	8.211895	8.535593	6.754893	2.403345	6.115507	1.601543	3.011776	3.183465	5.142782	8.518732	5.87859	3.96032	1.79639	2.759064	4.158157
"ENSMUSG00000060780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000061353"	0	0.467404	0.330703	0.73455	0.211671	1.014362	188.654785	382.77417	316.493774	38.953083	22.558161	150.369156	201.381256	109.038918	102.400467	139.634888
"ENSMUSG00000061436"	21.451502	31.20577	26.008751	23.647078	16.83007	23.150724	3.884392	8.482821	8.168643	8.17146	13.179139	4.269163	4.708527	3.087532	2.84058	3.688098
"ENSMUSG00000061838"	3.561009	4.959856	4.887863	5.418504	3.572764	3.950312	6.493486	13.966591	14.43929	10.247167	7.70244	5.31275	6.361199	4.970239	3.847817	3.306301
"ENSMUSG00000062190"	5.483972	7.050672	5.169475	5.290635	3.753868	5.024333	5.150647	7.929858	8.615605	6.247886	5.403186	7.656471	10.694643	4.711861	4.920964	9.770392
"ENSMUSG00000062694"	0	0	0	0	0	0	0	0	0	0.668845	3.280154	0	0	0.122799	0	0.109073
"ENSMUSG00000062773"	0	0	0	0	0.0512	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062995"	0.205306	0.16183	0.121724	0	0	0.358067	0	0.128361	0.106521	0	0.22544	16.516562	11.241359	12.597993	7.608142	20.120985
"ENSMUSG00000063439"	2.189972	3.585322	2.364669	4.352583	1.910211	2.873595	0.517734	2.930582	4.099917	2.033885	2.856894	0.721818	0.832894	1.461786	0.639649	1.478153
"ENSMUSG00000063455"	0	0	0.065194	0	0	0	0.796387	2.062204	2.830553	1.528782	2.319813	0.275603	0.478808	0	0.116946	0.176022
"ENSMUSG00000063810"	2.023702	4.481391	5.078202	4.177223	1.115924	2.870406	3.102678	5.152052	5.318125	5.377573	6.784822	2.953178	2.726965	2.128753	1.622646	2.925976
"ENSMUSG00000063838"	0	0	0	0.096807	0	0.145006	6.708819	16.009846	12.742273	6.302862	7.716343	6.492134	1.93769	1.390525	1.34112	3.274232
"ENSMUSG00000063870"	39.561306	47.583752	49.829231	54.835613	42.747898	50.402473	22.490282	52.929474	52.581848	48.017548	71.689995	39.857956	38.333199	31.712036	20.806154	34.149834
"ENSMUSG00000063884"	9.658979	9.342033	7.817829	8.068388	8.137139	7.870451	7.296793	16.633026	21.024946	31.31282	23.677237	12.49097	17.277122	12.039356	8.001413	14.757791
"ENSMUSG00000064254"	4.534928	4.478576	5.624798	3.882669	5.029542	3.383532	0.690691	1.157359	1.969803	2.643175	2.544673	1.857983	1.984394	0.936038	0.76533	0.610776
"ENSMUSG00000064262"	0	0	0	0	0	0.26789	0	0	0	0	0	27.558891	19.94809	13.890936	12.177919	29.264969
"ENSMUSG00000066640"	3.110869	6.631981	11.583482	9.590149	2.521334	12.84271	2.776355	9.765047	8.050992	7.019194	5.956877	16.655855	20.601135	12.578938	6.703252	13.814331
"ENSMUSG00000067599"	0	0	0	0	0	0	0	0	0	0	0	0.723769	0	0	0	0
"ENSMUSG00000067702"	0	0	0	0	0	0	0	0	0	0	0	0.525576	0	0	0	0.202776
"ENSMUSG00000067825"	0.564164	0.565719	0.63321	0	0.514744	0	0.250449	0.459267	0.944818	0.167911	0	0.41623	1.364761	0.583359	0.273055	0.82423
"ENSMUSG00000068329"	8.881479	7.688302	10.587552	6.867765	7.785501	5.948228	4.353082	11.670269	12.55838	8.273254	5.087687	2.944344	2.718331	2.89874	1.856578	2.624245
"ENSMUSG00000068699"	0	0.080225	0.357511	0.092769	0	0.205061	9.975628	18.990028	21.445713	25.738401	61.638714	8.779571	6.773645	1.482023	2.498984	4.066518
"ENSMUSG00000069678"	2.796215	5.059878	4.410264	4.261517	2.499405	4.685807	2.927772	3.428926	5.085221	4.053101	3.845226	3.489336	4.284993	2.043018	0.674874	2.453196
"ENSMUSG00000071112"	0.242057	0	0.517593	0	0.403953	0	0.719837	2.767902	2.781373	0.614885	0.284629	0	0	0	0.102219	0.702107
"ENSMUSG00000071226"	0.728842	1.005564	1.027977	1.326644	0.700223	1.489766	0.509423	1.12686	1.278933	5.556591	11.885283	4.599978	7.166734	4.022044	4.216055	3.62603
"ENSMUSG00000071341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000071553"	0	0	0	0	0	0	0	0	0	0	1.631021	0.54435	0.177056	0	0.26261	0.068567
"ENSMUSG00000072772"	8.811259	16.263618	10.181898	16.072422	11.73663	11.782853	4.316242	9.299924	8.228733	9.298296	10.08378	9.992085	12.215838	8.017982	4.680484	8.998144
"ENSMUSG00000074336"	0.423595	0.480464	2.651451	1.036555	0.353713	2.886594	0	0	0.003486	0	0.081269	0	0.119396	0.027675	0	0.0321
"ENSMUSG00000074364"	0.554922	1.027087	1.421486	1.170751	1.670862	2.411829	25.071995	49.683483	55.37487	39.240513	35.618423	167.826248	184.121246	128.980118	85.558754	226.120682
"ENSMUSG00000074817"	0	0.011579	0	0	0.009022	0	0.233879	0.876836	0.896673	0.236742	0.149491	0.162985	0.735758	0.067315	0.20124	0.103128
"ENSMUSG00000075552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078794"	0	0	0.344953	0	0	0	2.127836	5.520934	5.554947	2.552299	2.413805	2.191584	1.231583	2.034783	0.870693	1.864707
"ENSMUSG00000078810"	0	0	0	0	0	0.007279	0	0	0.113648	0	0	0	0	0	0	0
"ENSMUSG00000078815"	0	0	0	0	0	0	0	0	0	0	0.482948	0	0	0	0	0
"ENSMUSG00000079111"	29.065868	19.420637	16.190205	19.904099	31.451273	15.714343	84.150993	183.913376	176.807709	44.259586	38.644005	32.71162	40.928967	18.622076	21.398651	28.592476
"ENSMUSG00000079494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
