"gene"	"Young.Resolving-Mac.D7_2"	"Young.Resolving-Mac.D7_1"	"Young.Resolving-Mac.D7_3"	"Young.FAPs.D7_1"	"Young.FAPs.D7_2"	"Young.FAPs.D7_3"	"Young.MuSCs.D7_3"	"Young.MuSCs.D7_1"	"Young.MuSCs.D7_2"	"Young.ECs.D7_2"	"Young.ECs.D7_1"	"Young.ECs.D7_3"
"ENSMUSG00000063838"	0	0	0.242944	13.387374	15.295623	11.353079	6.243635	7.846956	8.853575	0	0.165063	5.396719
"ENSMUSG00000063870"	45.958851	48.771561	28.153276	54.264011	55.474159	50.014084	53.473083	76.356117	51.465797	132.676193	14.438563	49.333076
"ENSMUSG00000063884"	8.777117	8.447907	3.034612	11.89337	9.372758	13.594378	25.365082	26.026278	23.323532	6.851805	8.246056	16.211592
"ENSMUSG00000064254"	5.920196	4.515234	1.33422	0.663367	1.718266	2.027644	3.43923	2.190018	2.904555	2.644335	0.559322	1.153185
"ENSMUSG00000064262"	0	0	0	0	0.118496	0	0.184016	0	0.14687	0	14.582512	29.597754
"ENSMUSG00000066640"	6.985435	2.948705	2.365947	18.886847	21.124783	17.398518	4.473148	8.731801	5.060921	5.415529	4.838614	21.212706
"ENSMUSG00000067599"	0	0	0.179959	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067702"	0	0.494718	0	0.399362	0.787669	1.290149	0	0	0	0	0	0.810305
"ENSMUSG00000067825"	0.310324	0.871574	0.147979	0.720896	1.389892	0.645097	1.02437	1.324236	0.713003	0.747918	0.729374	1.12742
"ENSMUSG00000068329"	8.411081	7.873244	2.938222	6.93677	7.766838	5.969243	3.736627	4.992188	5.256678	5.567252	1.785541	1.641033
"ENSMUSG00000068699"	0.183223	0	0.259535	34.382629	35.639614	31.672089	54.097431	55.465748	41.281281	0	0.30993	5.996735
"ENSMUSG00000069678"	4.972595	3.614132	2.045124	8.263526	4.850012	5.904809	4.181223	2.729898	2.457916	5.829605	1.814551	4.576439
"ENSMUSG00000071112"	0	0	0	1.094477	2.305671	2.18625	0.836719	1.658812	1.14436	0	0	0
"ENSMUSG00000071226"	1.126077	0.827668	0.384952	2.529186	2.80015	2.343366	10.109971	8.565603	5.324947	8.436534	6.787891	8.262112
"ENSMUSG00000071341"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000071553"	0	0	0	1.258561	0.581648	1.606437	0.181701	0	0.8705	0.675159	0	0.32299
"ENSMUSG00000072772"	18.881054	12.937558	7.536203	14.131217	13.050371	16.41884	10.284785	13.157464	8.995776	14.354224	4.85236	6.188813
"ENSMUSG00000074336"	0.724638	0	1.086235	0	0.013939	0.108637	0.014287	0	0.048027	0	0	0.090869
"ENSMUSG00000074364"	1.354354	1.108087	0.494519	42.021034	50.395874	50.257397	45.400269	50.090576	23.67174	3.092118	128.24205	258.242584
"ENSMUSG00000074817"	0.011578	0	0.031681	1.730747	1.236217	1.75537	0.119206	0.212984	0.063253	0.013817	0.114873	0.268727
"ENSMUSG00000075552"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078794"	0	0	0	5.888877	8.20057	7.753496	2.147591	1.906972	1.033511	0	0.256511	2.775495
"ENSMUSG00000078810"	0	0	0	0	0.042998	0.116953	0	0	0	0	0	0
"ENSMUSG00000078815"	0	0	0	0	0	0	0.894509	0	0	0	0	0
"ENSMUSG00000079111"	19.933712	25.828218	7.746825	149.694382	140.019531	151.127197	45.758026	50.671787	52.687943	14.443565	9.786531	30.699575
"ENSMUSG00000079494"	0	0	0	0	0.179892	0.072546	0	0	0	0	0	0
"ENSMUSG00000087598"	1.248884	1.341576	0.534677	4.405088	3.125096	3.466892	2.400901	2.92415	2.439554	0.069124	1.652575	2.945358
"ENSMUSG00000094626"	1.131068	1.374098	0.215397	1.572389	2.089573	1.392107	0.641047	0.459993	0.34558	1.332231	0.004769	0.123733
"ENSMUSG00000000295"	2.957648	1.900848	1.546481	2.16185	4.94795	3.335356	3.745809	3.316525	5.284137	1.526257	1.697049	1.821768
"ENSMUSG00000001773"	0	0	0	0	0.401697	0.232558	0	0	0	0	0	0
"ENSMUSG00000001827"	0.436058	0	0.322264	0	0	0	0	0.102859	0.347043	0	0	0
"ENSMUSG00000002205"	9.34471	8.244321	4.095309	7.135649	9.68068	8.711437	5.289043	4.424559	3.568198	18.343391	4.767821	11.689567
"ENSMUSG00000002409"	5.457823	3.457132	1.851281	9.281821	10.890532	8.148256	16.904913	16.516903	8.564249	3.139029	4.98952	10.122063
"ENSMUSG00000002771"	0	0	0	2.569004	4.297386	2.470414	0.233566	0.888059	0.614901	0	0.188629	0
"ENSMUSG00000002957"	41.870827	56.397552	14.926141	33.484188	34.721428	41.36021	11.916297	14.481198	18.031181	22.329723	6.011344	11.863638
"ENSMUSG00000002968"	7.590098	6.788592	3.68723	17.710428	17.165928	18.576157	21.786421	25.187241	18.760309	6.672952	4.333206	14.675949
"ENSMUSG00000003184"	11.800486	8.587708	3.909361	19.410889	24.875824	24.306421	19.776503	24.006346	12.445235	13.531525	14.393299	32.864296
"ENSMUSG00000003190"	1.43978	0.663183	0.836695	7.986957	7.257751	4.217958	2.832513	4.948634	2.589749	1.826559	2.423195	7.981451
"ENSMUSG00000003226"	59.373741	61.657097	18.96101	34.000393	32.991631	31.939547	42.547215	45.17654	28.391428	53.857903	17.796452	37.367153
"ENSMUSG00000003227"	0	0	0	0	0	0	0	0.212426	0	0	0	0
"ENSMUSG00000003363"	127.641197	80.709877	102.588974	47.821751	46.847149	42.165176	13.377777	15.327086	15.616475	28.135174	3.478575	13.557995
"ENSMUSG00000003435"	25.182554	21.436619	9.405788	31.23658	36.824394	34.915928	19.113539	27.023329	15.431522	28.028645	8.594499	33.923756
"ENSMUSG00000003437"	32.751465	35.959881	11.505882	20.310026	29.171211	29.649401	10.964695	23.202858	13.633731	32.886738	9.36787	19.213362
"ENSMUSG00000003438"	8.790145	9.146445	3.139867	7.399474	6.592536	8.461916	6.683712	7.868587	9.090165	6.689755	2.552492	10.621338
"ENSMUSG00000003762"	5.23881	3.16265	2.009453	13.893757	15.139033	9.234034	8.128901	8.084576	5.607794	6.423888	0.990962	2.251145
"ENSMUSG00000003863"	0.002035	0.002161	0.095185	1.016899	0.875907	0.500175	0.946269	1.224288	0.580189	0.079153	0.19071	0.213342
"ENSMUSG00000004056"	20.816484	28.95801	5.033297	23.845181	24.857109	21.542269	22.083063	30.703388	14.050694	17.023525	3.087669	6.806679
"ENSMUSG00000004508"	24.186886	18.39831	10.015238	19.508226	11.351357	14.437404	5.250801	4.864438	2.56115	42.779419	5.26693	15.831088
"ENSMUSG00000004609"	24.099691	18.688911	22.88801	0	0	0	0	0	0	190.109695	0	0
"ENSMUSG00000004612"	0.905847	0	0.811818	0.235399	0	0	0	0	0	0	0	0
"ENSMUSG00000005609"	8.501969	9.050621	4.16218	23.633663	17.897984	20.012648	18.504278	22.387354	12.400381	10.759762	4.51551	20.167002
"ENSMUSG00000005610"	165.373459	178.693481	60.734535	146.161102	158.200241	154.591537	223.431519	231.023895	173.704453	255.060623	89.220261	163.352692
"ENSMUSG00000006307"	10.520795	6.963001	3.267384	7.356189	7.864511	5.948164	9.27673	8.111092	7.02774	12.384045	4.644091	8.048882
"ENSMUSG00000006310"	0	0	0.112989	0	0	1.741076	0.226892	0.342941	0.169877	0	0.319343	0
"ENSMUSG00000006948"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000007783"	0.136732	0.025163	0	14.44754	13.323706	13.591768	3.857164	4.553552	4.751933	0	0.565966	3.486533
"ENSMUSG00000007833"	6.426608	5.242225	2.77961	2.077033	3.844211	2.750426	4.568534	2.53503	2.849036	7.755838	1.618239	5.855221
"ENSMUSG00000007837"	3.68703	0.737268	1.319692	5.041067	3.642525	4.915626	3.081026	2.94973	0.43862	8.359031	3.521422	7.570149
"ENSMUSG00000007891"	822.950439	679.533142	515.330078	81.478531	73.839249	76.346092	32.387341	33.624054	25.885601	853.072693	17.579636	45.884174
"ENSMUSG00000008028"	0	0	0	0	0.197991	0.729084	0	0.061976	0	0	0	0
"ENSMUSG00000008140"	14.906926	14.332275	6.046093	20.873384	26.1395	24.641026	11.332397	14.570229	13.987622	9.032723	6.981319	16.870173
"ENSMUSG00000008461"	0	0	0	0	0.158028	0	0	0	0	0	0	0
"ENSMUSG00000008734"	0	0.318148	0	13.864015	13.302788	11.938706	4.011059	3.522922	2.438175	0.229566	6.664818	17.621473
"ENSMUSG00000009487"	0	0	0	0	0	0	0.115256	0.248526	0.184843	0	0	0
"ENSMUSG00000009647"	3.71906	5.289448	1.770383	21.155275	20.579617	19.771294	23.469711	22.263027	17.10829	15.566646	2.963485	6.545736
"ENSMUSG00000010307"	47.083466	21.549679	21.381018	4.093626	6.015204	2.545541	0	1.229124	0.379905	8.291716	1.195737	5.149462
"ENSMUSG00000010461"	6.691624	1.380419	2.551111	5.247176	6.150049	9.227613	18.600143	21.702005	17.175505	0.134631	0	0.038724
"ENSMUSG00000011154"	0	0	0.01579	0	0	0	0	0	0	0	0.007794	0
"ENSMUSG00000011658"	1.522966	1.154921	0.580052	4.423412	5.521618	3.303018	3.491025	3.31137	2.43847	2.21104	1.631875	2.798829
"ENSMUSG00000012819"	4.578435	2.55254	1.500702	1.417543	0.833278	0.225067	1.19953	1.498882	0.785289	4.086776	23.895094	4.373597
"ENSMUSG00000013668"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000014402"	33.193394	20.64192	8.795934	18.707876	18.463184	22.383017	21.275169	23.539602	16.216112	17.549248	10.277812	22.349354
"ENSMUSG00000015133"	20.979239	11.581104	6.576177	22.293072	21.963646	23.17222	6.344193	11.018598	12.938271	11.284963	4.807405	9.887301
"ENSMUSG00000015134"	0	0	0	2.678476	3.479872	5.926968	0	0.389744	0.105735	0	0.080501	0
"ENSMUSG00000015305"	29.061819	22.822557	21.670702	48.818699	46.595661	49.311485	23.9928	25.158978	11.244882	9.073635	18.853489	33.609535
"ENSMUSG00000015519"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000015957"	0.611729	1.955677	0.125102	4.186401	2.363644	3.967953	0.368954	0	1.067878	0.193338	0	0
"ENSMUSG00000015981"	0.077775	0	0.060198	0.347524	0	0	0.251288	0.226182	0.053619	0	0	2.852439
"ENSMUSG00000018909"	16.627941	13.920135	9.949365	3.303977	2.937373	4.021325	6.001544	6.77084	1.404745	42.283108	3.783756	29.825348
"ENSMUSG00000018995"	1.788427	3.11942	1.070512	1.431605	1.71965	2.56755	1.482517	5.027611	2.906075	2.342713	1.340711	1.461979
"ENSMUSG00000019194"	2.575786	1.547453	3.951511	22.511389	20.851093	20.102901	8.705708	7.346896	3.460555	6.503915	0.484341	24.1133
"ENSMUSG00000019539"	0.649248	0.109079	0.701687	117.292953	109.234718	119.457947	17.395359	21.511932	18.438198	0	1.538419	8.125621
"ENSMUSG00000019782"	21.732809	29.669823	6.804414	28.054834	20.014603	32.407299	24.910254	24.823814	21.829449	34.39489	12.924584	35.417774
"ENSMUSG00000019790"	7.483778	10.967838	6.166956	13.766037	8.147775	13.813586	9.428839	10.487406	6.11067	29.299809	11.385362	20.59157
"ENSMUSG00000019802"	15.748923	15.121946	5.78183	30.921766	28.315845	30.171194	23.316814	26.117374	18.123589	16.723217	9.226692	21.476151
"ENSMUSG00000019804"	79.804848	88.959877	31.839231	44.038647	50.175526	44.571014	28.688528	32.307831	33.320793	67.258568	27.450888	63.504959
"ENSMUSG00000019809"	6.876663	8.466745	3.738019	12.023567	12.158761	13.52386	8.479313	7.216258	7.85386	2.539468	3.348278	5.08253
"ENSMUSG00000019813"	1.200194	1.137578	0.720701	2.548678	1.389419	5.740705	4.154234	4.78867	3.031792	0.867	1.035062	1.02973
"ENSMUSG00000019826"	4.618145	3.459791	1.93204	6.709918	5.433172	5.87563	4.638243	5.274317	2.537921	5.305842	3.43318	6.064503
"ENSMUSG00000019832"	35.044083	43.949963	10.043906	13.728185	8.93274	13.258376	0.468442	0	0.177244	81.877838	0.60679	1.117236
"ENSMUSG00000019841"	8.814701	8.363163	3.380832	21.363798	20.717693	20.786526	26.253918	26.684208	12.884402	15.904125	4.455191	11.972921
"ENSMUSG00000019843"	7.087106	13.356793	4.542254	25.351528	17.320755	27.870277	13.538758	11.578741	6.60467	3.04831	6.849648	29.540787
"ENSMUSG00000019846"	0	0	0.127496	151.930679	126.472893	140.838913	16.14398	21.008005	4.286006	0.296677	50.37711	114.343658
"ENSMUSG00000019848"	0	0	0.067554	0	0	0	12.558456	12.363023	16.917583	0	0	0
"ENSMUSG00000019849"	3.431901	3.996457	1.225185	3.530912	3.794284	4.099833	5.939362	7.208888	6.695855	2.229613	1.032317	2.998733
"ENSMUSG00000019857"	9.554206	11.080943	5.601357	10.146958	9.86215	13.017871	16.820683	16.878611	13.546936	5.402114	6.166947	13.202289
"ENSMUSG00000019861"	5.59918	5.247694	1.795264	8.065092	6.901379	9.915188	6.335508	9.023717	4.779812	3.597733	11.139589	21.504641
"ENSMUSG00000019864"	3.134242	2.033282	0.642611	0.945739	1.366084	1.276068	4.007159	5.161649	2.299721	6.860703	1.081133	3.688639
"ENSMUSG00000019866"	17.489088	16.875271	3.531009	0.187498	0.407355	0	8.330609	6.105807	2.856718	7.723378	3.114014	3.590384
"ENSMUSG00000019872"	85.251114	100.509407	33.261402	41.523449	36.364452	36.560112	3.636327	6.054161	2.517887	37.804951	10.606236	11.974299
"ENSMUSG00000019878"	6.630996	11.320075	4.54244	14.162735	12.66222	13.006508	15.652534	19.41437	11.396374	3.500105	4.156632	10.026056
"ENSMUSG00000019889"	0.031849	0.142977	0	7.066824	8.33774	5.569733	22.048092	21.655666	9.336803	0.010154	16.328367	34.393318
"ENSMUSG00000019917"	6.438721	3.85448	2.188685	8.014431	11.243154	8.55275	14.747798	19.67461	15.038873	2.504705	5.150642	29.588001
"ENSMUSG00000019977"	12.723902	17.925938	5.09802	19.027615	12.915646	18.416363	24.519999	27.514345	19.157625	15.904271	6.833227	15.28362
"ENSMUSG00000019982"	0.300252	0.097341	0.030259	0	0.06263	0	1.233999	1.651677	0.686893	1.499987	0	0
"ENSMUSG00000019984"	10.117702	9.433883	3.860906	10.70687	6.993176	9.609978	12.534364	12.83565	8.538482	4.818605	5.120513	9.236307
"ENSMUSG00000019990"	38.434814	26.653191	6.188931	7.804255	7.179071	9.052378	21.962557	24.763737	4.621091	13.02988	4.18082	8.461077
"ENSMUSG00000020000"	0	0	0	0	0	0.138121	1.267494	0.162225	0.077452	0	0.087596	0.805341
"ENSMUSG00000020072"	0	0	0	2.774237	0.875679	0.825879	0	0.491149	0	0	0.228654	0
"ENSMUSG00000020079"	8.724034	5.506774	2.579684	2.478858	3.70459	4.208449	5.112105	6.170405	5.161519	28.001652	1.307171	3.473247
"ENSMUSG00000020092"	1.788896	1.223314	1.669698	1.308988	1.659219	1.617356	6.730175	6.008993	5.21574	5.423755	7.121289	18.381002
"ENSMUSG00000020097"	89.373215	89.483757	45.709263	22.478706	21.9793	17.887041	15.342822	20.986202	15.35858	80.10096	2.278908	6.587377
"ENSMUSG00000020101"	62.730877	47.941483	28.927076	5.703005	5.572635	5.387798	5.535625	4.60372	3.999166	116.659836	15.524482	28.388939
"ENSMUSG00000020109"	10.407743	8.501332	4.55678	15.774896	10.298088	11.812365	9.34007	10.186852	9.698538	6.262098	4.838526	10.638638
"ENSMUSG00000020111"	20.145025	19.511421	9.490173	24.688194	19.057667	20.170498	29.732824	36.03894	18.663563	26.47534	6.083447	9.100089
"ENSMUSG00000025103"	17.903185	13.666731	5.591769	18.579681	18.665888	23.586409	20.025911	26.113153	17.706512	18.277033	9.210108	15.906163
"ENSMUSG00000025104"	6.119679	8.237215	2.992198	13.701733	16.698217	14.087073	3.515749	6.269965	1.532474	2.520862	8.354959	17.076286
"ENSMUSG00000025147"	4.698357	3.147777	3.213371	5.51642	3.412623	5.940921	9.536387	9.412953	5.117444	4.060167	8.15231	16.322866
"ENSMUSG00000025326"	20.517548	21.066242	8.298483	27.660439	31.790136	25.779497	31.433325	36.696663	23.948418	17.855299	9.476615	15.633786
"ENSMUSG00000025464"	8.287836	3.457445	3.349478	1.389992	1.153723	1.296261	0.365168	1.072345	0.637785	0.476445	0.337975	0.745276
"ENSMUSG00000025473"	25.683569	70.267036	13.407219	2.22971	3.063483	3.533828	1.128345	1.732733	3.626348	83.033722	0.224149	0.683674
"ENSMUSG00000025475"	0	0	0	2.188135	2.698599	1.451031	0.102057	0	0.586019	0	0	0
"ENSMUSG00000025479"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000025480"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000025485"	10.87615	10.775406	4.089151	12.590827	14.487845	15.761345	7.405076	7.5369	13.015452	13.573021	5.258117	12.865875
"ENSMUSG00000025486"	2.546278	0.968256	1.063051	5.288644	3.95261	4.449701	2.09089	3.269126	3.694561	2.10851	1.301663	3.947989
"ENSMUSG00000025487"	19.94141	19.515263	4.377601	10.148052	10.587142	13.656593	14.924052	18.23143	12.146824	10.074458	4.985615	14.25149
"ENSMUSG00000025491"	8.959044	17.76511	4.667267	2.572207	3.792426	1.918817	1.695182	3.577912	6.234857	527.481323	0.553618	0.773812
"ENSMUSG00000025498"	446.580872	165.320847	38.121838	15.952589	22.47847	17.375776	5.48489	7.091053	5.84914	49.640289	10.261523	40.316216
"ENSMUSG00000025504"	0	0	0	0	0.659416	0	0	0.007905	0	0	3.548269	5.635779
"ENSMUSG00000025584"	8.018517	10.643253	3.478186	23.311045	19.52927	22.099409	3.983802	4.727275	2.321866	13.576712	9.226207	36.031944
"ENSMUSG00000025723"	1.107492	1.415253	0.227278	6.29862	5.064048	6.728011	0	0.880936	1.082506	0	0.555427	5.811752
"ENSMUSG00000030417"	25.788702	27.00832	8.159356	18.218937	22.27643	20.173077	30.446463	28.746687	24.604815	11.174782	8.380221	18.095474
"ENSMUSG00000030423"	7.835554	4.903708	2.686275	5.915418	7.061511	6.561889	9.264083	9.014679	8.782399	7.370954	3.216783	4.167933
"ENSMUSG00000030447"	95.190498	108.474243	36.117706	35.759243	32.088028	28.973255	31.968918	26.965483	31.617735	60.935398	24.957205	52.342541
"ENSMUSG00000030469"	2.179773	1.635762	0.763117	4.713555	5.48021	5.488997	4.429583	4.541925	3.571658	13.66618	2.025948	2.662347
"ENSMUSG00000030499"	0	0	0	3.023685	3.157971	2.951657	8.017101	6.791238	5.151913	0	0.032245	0
"ENSMUSG00000030500"	0.001695	0	0	0	0	0	0.041656	0.16264	0.24851	0	0	0
"ENSMUSG00000030523"	0.109986	0.001252	0.074911	0.082499	0.066248	0.188829	0	0	0	0	0.004036	0.00968
"ENSMUSG00000030525"	0	0	0	0.735564	0	0.467687	6.697656	4.662204	2.961044	0	0	0
"ENSMUSG00000030527"	11.379239	14.34473	3.573825	14.100125	9.865083	11.582649	17.648693	18.030294	9.0936	15.41433	2.77151	6.699552
"ENSMUSG00000030530"	36.090534	40.54966	15.974989	21.555784	21.267363	22.858599	18.682755	20.545328	19.035393	50.908279	7.906221	22.16119
"ENSMUSG00000030532"	1.868092	1.3761	2.161554	3.279568	6.033776	5.77141	3.890127	4.987436	3.425239	0	0	9.601769
"ENSMUSG00000030533"	8.564971	6.810999	2.630009	7.244715	8.635882	6.643627	11.861076	13.540164	8.301343	7.763106	3.25185	4.844061
"ENSMUSG00000030534"	4.832976	4.851492	1.548458	4.210991	3.85494	7.407505	4.741066	5.019805	2.630073	4.447509	2.251168	2.360604
"ENSMUSG00000030536"	203.391006	205.298325	83.07177	61.232166	66.638916	65.990013	49.306976	58.280865	58.109451	277.306335	23.640554	84.497421
"ENSMUSG00000030538"	28.006229	29.22625	5.593367	4.956206	5.480797	7.15379	4.997038	6.701359	6.012192	14.036638	2.733382	7.48716
"ENSMUSG00000030541"	23.429045	14.646983	5.96448	18.732855	19.641586	18.363222	29.9823	38.459068	38.422638	14.557396	3.945014	13.142008
"ENSMUSG00000030554"	0	0	0	4.925693	4.571106	5.455531	2.859599	2.626686	0.812491	0	6.833082	4.405311
"ENSMUSG00000030562"	0	0	0.124933	71.508835	47.255653	58.724239	4.528736	4.67647	1.628313	0	0.57462	5.069932
"ENSMUSG00000030577"	7.492391	1.522566	10.38562	0	0	0	0	0	0	1.725487	0	0
"ENSMUSG00000030584"	0.193444	0.096486	0.034132	2.952233	1.995787	1.560382	1.497565	1.723043	0.882435	0.132263	0.193489	0.862618
"ENSMUSG00000030589"	13.261827	14.878534	2.547619	0.981028	1.411635	0.740863	0	0	0.253639	52.391895	0.056777	1.6177
"ENSMUSG00000030592"	0.444545	0.243452	0.286392	0.641665	0.536533	0.510047	19.305832	19.442127	17.114399	0.1116	0.034381	0.077162
"ENSMUSG00000030607"	0	0	0	0.585524	0.676271	1.146423	0.77641	1.497425	0.239648	0	0	0.31914
"ENSMUSG00000030615"	18.368109	14.82759	4.110987	17.585434	16.659983	21.096743	25.915117	26.173445	15.113383	13.942349	6.659319	19.292814
"ENSMUSG00000030629"	37.608139	36.330917	17.42021	40.061489	37.522141	35.824757	37.605015	43.04483	25.208864	30.266754	18.582167	35.385605
"ENSMUSG00000030649"	18.461557	9.436956	9.635687	3.149731	4.384133	8.13123	3.130905	5.57901	1.951862	12.512002	5.492195	5.668375
"ENSMUSG00000030654"	62.101757	46.304981	22.177692	17.798971	18.462944	22.721407	18.309534	22.511578	25.403139	46.371113	14.125655	27.100386
"ENSMUSG00000030655"	41.085163	41.279926	13.930547	35.90126	29.299339	28.898487	33.169163	40.340221	25.20735	54.251514	17.82633	34.326355
"ENSMUSG00000030657"	14.87535	24.077875	5.557774	8.077447	6.926712	6.722959	2.824844	2.609207	0.453706	48.883995	1.456377	4.442477
"ENSMUSG00000030660"	31.925098	29.997114	10.516202	16.34564	17.991825	15.685014	14.689776	18.451981	13.469674	41.307579	21.704775	40.895866
"ENSMUSG00000030666"	0	0	0	0	0	0.259252	0	0	0	0	0	0
"ENSMUSG00000030671"	9.032454	6.323326	4.311938	3.064393	3.275676	3.072284	3.564654	4.413893	4.413785	10.74208	0.328046	0.938848
"ENSMUSG00000030678"	20.231783	14.540524	8.737194	25.726988	25.662407	21.472414	34.115105	32.700264	21.619652	16.713192	7.931699	25.625017
"ENSMUSG00000030682"	19.400087	19.303934	7.024016	10.871998	10.804782	15.138562	10.394197	9.548478	10.842268	23.218437	12.65381	38.164627
"ENSMUSG00000030685"	3.908668	2.915811	1.159445	3.384553	2.902931	3.852538	1.521419	2.756337	1.391877	7.72682	1.103191	3.029938
"ENSMUSG00000030688"	0.164685	0	0.094604	0.693857	1.781388	0.850865	4.340447	3.837504	3.643662	0.994209	0.299013	0.714361
"ENSMUSG00000030689"	9.071721	7.987517	3.18142	7.556123	9.037114	8.784575	5.02392	7.822485	5.648754	10.465327	4.401915	14.123779
"ENSMUSG00000030695"	114.215691	125.320114	43.37645	85.88752	80.431404	77.310913	213.355133	175.855484	126.228508	134.204254	33.79044	71.969109
"ENSMUSG00000030707"	145.01886	184.147247	23.055067	0.785773	0	0.431147	0.447333	0.303085	0.862372	186.149506	0	0.688547
"ENSMUSG00000030714"	6.966761	6.132939	2.309312	3.947202	5.453875	3.214895	9.163486	8.48941	4.080047	5.175292	15.081685	9.8127
"ENSMUSG00000030722"	2.695474	1.834767	0.9166	1.27047	1.918439	0.865762	2.10674	2.170065	1.131741	3.681839	1.447765	2.773217
"ENSMUSG00000030724"	0	0	0	0	0	0.050651	0	0	0	0.034339	0	0
"ENSMUSG00000030726"	14.767063	11.452912	5.541823	4.456169	3.843259	6.601607	9.668403	14.937809	7.360435	7.791795	4.674288	7.357403
"ENSMUSG00000030730"	0.338446	0.324287	1.10511	2.143135	0.944462	2.041882	55.153603	55.251507	20.912535	0.450801	1.074086	0.976289
"ENSMUSG00000030733"	5.706969	3.586351	1.999421	7.180297	6.03925	7.123884	10.703961	11.243032	8.058116	4.684237	2.057632	3.436159
"ENSMUSG00000030737"	5.49492	4.923719	7.667998	2.833654	1.279237	2.35059	1.762274	1.21747	0.616237	2.501662	7.899365	19.574448
"ENSMUSG00000030739"	0	0	0.007143	0	0	0	0.400788	0.38518	0.227102	0	0	0
"ENSMUSG00000030741"	5.954988	3.771183	1.863968	3.12852	3.904852	1.758228	3.06608	3.434334	1.555697	3.525646	1.654927	2.436756
"ENSMUSG00000030742"	1.231781	0.103748	0.392629	0	0	0.199759	0	0.424946	0.123417	0.937467	0	0
"ENSMUSG00000030745"	14.98314	6.516286	8.621517	0.826754	1.873755	1.353914	0	0.520268	0.11036	2.982685	0	0.924591
"ENSMUSG00000030750"	10.493254	6.097724	2.276132	6.058674	8.735373	9.804396	7.525235	7.533782	9.524	6.23614	4.606291	9.923499
"ENSMUSG00000030752"	0.768234	0.548678	0.103371	0.942914	0.76861	1.095653	1.129613	1.430446	0.791419	0	0.896874	1.930103
"ENSMUSG00000030759"	58.205853	61.842052	18.364279	55.164932	42.831127	52.339931	43.596935	48.467831	33.399437	56.267857	17.428278	27.148275
"ENSMUSG00000030761"	5.384505	5.208028	3.074512	7.124861	6.581596	6.771165	1.781932	2.791462	3.034834	2.247357	9.508038	4.619012
"ENSMUSG00000030766"	76.452194	44.742661	26.830252	17.965553	10.945495	15.041875	9.802386	14.296371	8.668744	32.115803	14.748928	23.79635
"ENSMUSG00000030772"	0	0	0.148498	15.421861	20.819643	17.439459	1.448429	2.105727	0.781002	0	0.129451	0
"ENSMUSG00000030774"	20.004236	11.986869	6.352005	13.636901	13.453609	9.286179	16.419647	19.910414	28.540548	27.129303	0	0
"ENSMUSG00000030782"	1.053523	0.910444	0.252765	22.511375	30.565395	29.090694	13.212406	18.121017	13.400342	0.351932	8.533792	26.010424
"ENSMUSG00000030786"	100.02948	157.263794	21.003933	0	0	0	0	0	0	199.154846	0	0
"ENSMUSG00000030792"	0.098861	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000030795"	79.313591	68.650993	27.681767	89.663773	71.820053	76.200745	93.382271	112.651436	68.014977	161.33905	54.547253	90.879272
"ENSMUSG00000030800"	0.042245	0	0	0	0	0.7202	0	0.646786	0	0	0	0
"ENSMUSG00000030801"	6.755847	8.261316	3.296644	7.107927	9.384488	10.341104	8.915013	11.31323	9.107051	8.163608	5.127764	8.746063
"ENSMUSG00000030811"	1.877326	1.522673	0.674639	3.28182	2.683442	2.487956	1.896688	3.127525	2.81043	0.870741	0.985121	2.319045
"ENSMUSG00000030815"	18.567583	17.963055	7.028842	12.214127	15.543434	15.840541	13.986384	15.3164	11.03193	21.373861	6.197878	14.344038
"ENSMUSG00000030816"	8.707331	7.213617	2.713997	8.094257	10.864983	6.306582	8.995192	9.670725	6.150809	11.102255	4.464564	7.598465
"ENSMUSG00000030842"	35.141182	20.707739	9.917792	14.603316	14.748532	10.57522	8.974449	8.967551	7.608594	26.40003	3.934042	8.744252
"ENSMUSG00000030846"	23.474979	25.014421	10.528069	38.090279	28.978769	27.072628	38.37878	37.122879	31.415565	15.801199	14.004325	28.55262
"ENSMUSG00000030847"	11.74474	12.706339	5.308086	37.413723	47.317413	39.98748	28.381907	28.599888	20.776056	4.947705	14.858928	31.398912
"ENSMUSG00000030854"	0.141333	0	0.104235	0	0.093368	0.322926	0	0	0.002789	0	0.000591	0.443446
"ENSMUSG00000030861"	6.93412	4.186239	2.628894	26.031361	14.725764	16.542171	11.21989	14.085095	7.431432	7.458696	3.77595	6.932118
"ENSMUSG00000030865"	1.383168	0	2.400065	0	0	0	0	0	0	0	0.802816	10.287033
"ENSMUSG00000030867"	2.35282	0.308205	0.410827	0.306802	1.272347	0.868916	3.576756	5.197126	6.044013	0.399926	0.242864	3.13304
