Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
ECs,Serping1,Sele,ECs,1,5.50665997833097,0.0041530058767089,1,3.12570219519085,1.0,17.21217918243871,0.0041530058767089
FAPs,Serping1,Sele,ECs,1,1200.68090417364,0.9055280098475664,1,3.12570219519085,1.0,3752.970937899282,0.9055280098475664
sCs,Serping1,Sele,ECs,1,119.758062174661,0.0903189842757246,1,3.12570219519085,1.0,374.3280378311403,0.0903189842757246
ECs,Serping1,Lrp1,ECs,1,5.50665997833097,0.0041530058767089,1,9.97966302114608,0.0335178719427578,54.95461095577466,0.000139199919153
ECs,Serping1,Lrp1,FAPs,1,5.50665997833097,0.0041530058767089,1,255.664805713016,0.8586803181631695,1407.859153487628,0.0035661044075459
ECs,Serping1,Lrp1,sCs,1,5.50665997833097,0.0041530058767089,1,32.0970775725202,0.1078018098940727,176.7476924899815,0.0004477015500099
FAPs,Serping1,Lrp1,ECs,1,1200.68090417364,0.9055280098475664,1,9.97966302114608,0.0335178719427578,11982.39081957792,0.030351371874651
FAPs,Serping1,Lrp1,FAPs,1,1200.68090417364,0.9055280098475664,1,255.664805713016,0.8586803181631695,306971.8500888821,0.7775590796015699
FAPs,Serping1,Lrp1,sCs,1,1200.68090417364,0.9055280098475664,1,32.0970775725202,0.1078018098940727,38538.34812110502,0.0976175583713453
sCs,Serping1,Lrp1,ECs,1,119.758062174661,0.0903189842757246,1,9.97966302114608,0.0335178719427578,1195.145104568578,0.0030273001489536
sCs,Serping1,Lrp1,FAPs,1,119.758062174661,0.0903189842757246,1,255.664805713016,0.8586803181631695,30617.921698452,0.0775551341540535
sCs,Serping1,Lrp1,sCs,1,119.758062174661,0.0903189842757246,1,32.0970775725202,0.1078018098940727,3843.883811554791,0.0097365499727174
ECs,Serping1,Selp,ECs,1,5.50665997833097,0.0041530058767089,1,7.69417104994304,1.0,42.36918378715411,0.0041530058767089
FAPs,Serping1,Selp,ECs,1,1200.68090417364,0.9055280098475664,1,7.69417104994304,1.0,9238.244253112254,0.9055280098475664
sCs,Serping1,Selp,ECs,1,119.758062174661,0.0903189842757246,1,7.69417104994304,1.0,921.4390149815551,0.0903189842757246
ECs,Col1a2,Cd44,ECs,1,1.10573052631686,0.0008020768709054,1,47.8227860038808,0.3806232427642833,52.87911433800969,0.0003052890995502
ECs,Col1a2,Cd44,FAPs,1,1.10573052631686,0.0008020768709054,1,31.9201308328135,0.2540534486230001,35.2950630658699,0.0002037703951142
ECs,Col1a2,Cd44,sCs,1,1.10573052631686,0.0008020768709054,1,45.9004507531747,0.3653233086127166,50.75352956948898,0.0002930173762409
FAPs,Col1a2,Cd44,ECs,1,1308.15334255235,0.9489107107804025,1,47.8227860038808,0.3806232427642833,62559.53736114241,0.3611774718309978
