Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
ECs,Ccl4,Ccr1,ECs,1.0,0.3333333333333333,335.6132,0.80464917790985,2.0,0.6666666666666666,114.5606336666667,0.7368570786832789,38448.06085889773,0.592911442599554
ECs,Ccl4,Ccr5,M2,1.0,0.3333333333333333,335.6132,0.80464917790985,3.0,1.0,59.71602933333333,0.931048291061722,20041.48769585387,0.7491672419971854
sCs,Rps19,C5ar1,ECs,3.0,1.0,167.4648336666667,0.3479839591519657,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,14989.09579127353,0.2297493247426978
ECs,Gnai2,C5ar1,ECs,3.0,1.0,162.399297,0.3910371682630009,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,14535.7002175974,0.2581743295773227
ECs,Ccl4,Ccr1,M2,1.0,0.3333333333333333,335.6132,0.80464917790985,3.0,1.0,40.91135266666667,0.263142921316721,13730.38998478853,0.2117377353102959
M2,Gnai2,C5ar1,ECs,3.0,1.0,126.3069433333333,0.3041313008456065,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,11305.22051271193,0.2007964998521159
FAPs,Rps19,C5ar1,ECs,3.0,1.0,123.7964656666667,0.2572431674667577,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,11080.51787273905,0.1698395643413854
M2,Rps19,C5ar1,ECs,3.0,1.0,123.057224,0.2557070584443177,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,11014.35135937647,0.1688253796315591
ECs,Icam1,Itgam,ECs,3.0,1.0,144.843106,0.6517202749316883,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,9615.402156530556,0.2718456233951894
FAPs,App,Fpr2,ECs,3.0,1.0,184.841802,0.4184661617850055,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,6628.680499444476,0.2836768143350574
ECs,Rps19,C5ar1,ECs,3.0,1.0,66.92444566666667,0.1390658149369589,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,5990.134793745767,0.0918153731982988
FAPs,Gnai2,C5ar1,ECs,3.0,1.0,65.41736466666667,0.1575168212364948,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,5855.242106250716,0.1039972744803933
sCs,Gnai2,C5ar1,ECs,3.0,1.0,61.180387,0.1473147096548978,1.0,0.3333333333333333,89.50593066666666,0.6602296419139412,5476.007476981834,0.0972615380041093
FAPs,Anxa1,Fpr2,ECs,3.0,1.0,151.42276,0.3901337131747328,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,5430.227824678213,0.2644703419890253
FAPs,C3,Itgam,ECs,3.0,1.0,79.68771233333334,0.5027335710876245,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,5290.064692612434,0.2097002752420585
ECs,App,Fpr2,ECs,3.0,1.0,110.8604276666667,0.2509786052589675,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,3975.606962726473,0.1701375587990754
sCs,Anxa1,Fpr2,ECs,3.0,1.0,101.3126446666667,0.2610273267727979,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,3633.210371153386,0.1769495535730952
M2,App,Fpr2,ECs,3.0,1.0,95.23175666666668,0.2155966197102082,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,3415.141388548976,0.1461522288920953
M2,Anxa1,Fpr2,ECs,3.0,1.0,85.147481,0.2193785328573129,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,3053.505434238944,0.1487159751914048
ECs,Icam1,Itgal,ECs,3.0,1.0,144.843106,0.6517202749316883,3.0,1.0,19.43258433333333,0.5025299392457537,2814.67587244694,0.3275089501666472
M2,Icam1,Itgam,ECs,3.0,1.0,41.33760066666667,0.1859981687460937,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2744.194498259832,0.0775835739319992
ECs,C3,Itgam,ECs,3.0,1.0,40.942832,0.2583000005785167,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2717.987800587957,0.1077421209392399
ECs,Cxcl2,Cxcr1,ECs,3.0,1.0,1201.777349666667,0.8719100374736847,1.0,0.3333333333333333,2.161116666666667,0.9584259542460944,2597.181059987127,0.8356612096824642
M2,C3,Itgam,ECs,3.0,1.0,37.53186833333334,0.2367809244903433,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2491.551152672425,0.0987660818637467
FAPs,Cfh,Itgam,ECs,3.0,1.0,36.796554,0.5210717033819111,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2442.737348400228,0.2173494787380926
FAPs,Icam1,Itgam,ECs,3.0,1.0,33.793597,0.1520539909422453,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2243.38620210702,0.0634247752408098
ECs,Hp,Itgam,ECs,1.0,0.3333333333333333,33.102689,0.6442155376576643,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,2197.520309993631,0.2687152466658664
ECs,Icam1,Itgax,ECs,3.0,1.0,144.843106,0.6517202749316883,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,2179.056718218101,0.2324016157695055
FAPs,Spon2,Itgam,ECs,3.0,1.0,27.59461233333333,0.940378880151086,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,1831.8669232249,0.3922509284050392
sCs,App,Fpr2,ECs,3.0,1.0,50.778675,0.1149586132458188,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,1820.99291998965,0.0779300602152494
ECs,Anxa1,Fpr2,ECs,3.0,1.0,50.24752933333333,0.1294604271951564,1.0,0.3333333333333333,35.86137133333333,0.6778966622414776,1801.945308005225,0.0877607914879523
ECs,Icam2,Itgam,ECs,3.0,1.0,25.59758166666667,0.7690757955240869,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,1699.294144932474,0.3207969693658999
ECs,Pglyrp1,Trem1,ECs,3.0,1.0,20.10143733333333,0.8016682866829874,1.0,0.3333333333333333,71.97801199999999,0.9574677988575694,1446.861497595914,0.7675715698642789
ECs,Ccl4,Ccr5,ECs,1.0,0.3333333333333333,335.6132,0.80464917790985,1.0,0.3333333333333333,4.021407666666667,0.062698822703246,1349.637495514533,0.0504505561440823
FAPs,C3,Itgax,ECs,3.0,1.0,79.68771233333334,0.5027335710876245,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,1198.842317834453,0.179273376502801
M2,Cfh,Itgam,ECs,3.0,1.0,17.68148033333333,0.2503853778156443,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,1173.784164279009,0.1044407727356164
ECs,Cirbp,Trem1,ECs,3.0,1.0,15.80625466666667,0.3671299365398357,1.0,0.3333333333333333,71.97801199999999,0.9574677988575694,1137.702788072389,0.3515150922335156
M2,Hp,Itgam,ECs,3.0,1.0,16.56216866666666,0.3223184192792793,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,1099.478716745341,0.1344454898689655
ECs,Ltf,Lrp1,FAPs,1.0,0.3333333333333333,5.728763666666667,0.9826199396658932,3.0,1.0,181.2883913333334,0.5237009467675041,1038.558349458848,0.514598992715656
sCs,Cfh,Itgam,ECs,3.0,1.0,14.56572533333333,0.2062635351786761,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,966.9449285460994,0.086036665516076
FAPs,Cirbp,Trem1,ECs,3.0,1.0,12.34551533333333,0.2867477689345658,1.0,0.3333333333333333,71.97801199999999,0.9574677988575694,888.6056508088506,0.2745517551490976
M2,Icam1,Itgal,ECs,3.0,1.0,41.33760066666667,0.1859981687460937,3.0,1.0,19.43258433333333,0.5025299392457537,803.2964110926563,0.0934696484397959
ECs,C1qa,Cd93,ECs,1.0,0.3333333333333333,5.392385333333333,0.0499814767226454,3.0,1.0,135.955556,0.6947679994035034,733.1247461595786,0.0347255305898251
FAPs,Icam1,Itgal,ECs,3.0,1.0,33.793597,0.1520539909422453,3.0,1.0,19.43258433333333,0.5025299392457537,656.6969236291803,0.0764116828302809
sCs,Cirbp,Trem1,ECs,3.0,1.0,9.108991,0.2115734156064423,1.0,0.3333333333333333,71.97801199999999,0.9574677988575694,655.6470635058919,0.202574732537478
ECs,Ccl12,Ccr2,M2,1.0,0.3333333333333333,3.288126333333333,0.0581330663086693,3.0,1.0,194.1975953333333,0.953114947542438,638.5462270855437,0.0554074944452684
ECs,Ltf,Lrp1,M2,1.0,0.3333333333333333,5.728763666666667,0.9826199396658932,3.0,1.0,111.1005463333333,0.3209442197221123,636.4687731812165,0.3153661898194591
M2,Icam1,Itgax,ECs,3.0,1.0,41.33760066666667,0.1859981687460937,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,621.8934330759038,0.0663264234817494
ECs,C3,Itgax,ECs,3.0,1.0,40.942832,0.2583000005785167,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,615.9544323253814,0.0921090532191953
M2,C3,Itgax,ECs,3.0,1.0,37.53186833333334,0.2367809244903433,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,564.6390228543372,0.0844354112517383
ECs,Ly86,Cd180,M2,1.0,0.3333333333333333,5.143831666666666,0.0365565090992133,3.0,1.0,108.2172113333333,0.8660268397079084,556.6511185347589,0.0316589180459451
FAPs,Icam1,Itgax,ECs,3.0,1.0,33.793597,0.1520539909422453,1.0,0.3333333333333333,15.04425566666667,0.3565971854932169,508.3995131642997,0.0542220252130157
ECs,Icam2,Itgal,ECs,3.0,1.0,25.59758166666667,0.7690757955240869,3.0,1.0,19.43258433333333,0.5025299392457537,497.4271644668872,0.3864836128000991
ECs,Slamf7,Slamf7,M2,1.0,0.3333333333333333,4.884668666666667,0.0493624623662327,3.0,1.0,94.014282,0.9500698560748632,459.228617504564,0.0468977875157876
M2,Slamf7,Slamf7,ECs,3.0,1.0,94.014282,0.9500698560748632,1.0,0.3333333333333333,4.884668666666667,0.0493624623662327,459.228617504564,0.0468977875157876
ECs,Slpi,Plscr4,FAPs,1.0,0.3333333333333333,21.51428233333333,0.7719797236879435,3.0,1.0,20.18211666666667,0.5440593903177002,434.2037560509389,0.4200028178072893
ECs,Csf3,Csf3r,ECs,3.0,1.0,1.414388666666667,0.5586801917371232,2.0,0.6666666666666666,300.1573296666667,0.8617605198060754,424.5391252974638,0.4814485324367412
FAPs,Cxcl1,Cxcr1,ECs,3.0,1.0,195.050573,0.5724844147482752,1.0,0.3333333333333333,2.161116666666667,0.9584259542460944,421.5270441531833,0.5486839214961325
M2,Cirbp,Trem1,ECs,3.0,1.0,5.792809666666667,0.1345488789191562,1.0,0.3333333333333333,71.97801199999999,0.9574677988575694,416.9549237010493,0.1288262189374781
ECs,Wnt8a,Fzd4,sCs,1.0,0.3333333333333333,17.26090233333333,0.9873351240828326,3.0,1.0,23.275017,0.3680864926557428,401.7477952436731,0.3634247228994725
M2,Icam2,Itgam,ECs,3.0,1.0,5.877983333333333,0.1766031950607049,1.0,0.3333333333333333,66.38494866666666,0.4171200956172241,390.2096218468555,0.0736647416100285
ECs,Ccl12,Ccr1,ECs,1.0,0.3333333333333333,3.288126333333333,0.0581330663086693,2.0,0.6666666666666666,114.5606336666667,0.7368570786832789,376.6898363227199,0.0428357614151074
M2,Ccl2,Cxcr3,ECs,3.0,1.0,199.1856246666667,0.7508559835661449,1.0,0.3333333333333333,1.863797,0.5455000708290748,371.2415696968593,0.4095919922177667
M2,Cxcl2,Cxcr1,ECs,3.0,1.0,168.4290313333333,0.1221981451574502,1.0,0.3333333333333333,2.161116666666667,0.9584259542460944,363.9947867649889,0.1171178738796319
ECs,Wnt8a,Fzd4,FAPs,1.0,0.3333333333333333,17.26090233333333,0.9873351240828326,3.0,1.0,20.343383,0.3217236961512193,351.1451470925937,0.3176491054598516
ECs,Gnai2,Cxcr1,ECs,3.0,1.0,162.399297,0.3910371682630009,1.0,0.3333333333333333,2.161116666666667,0.9584259542460944,350.96382740165,0.3747801711381573
ECs,Wnt8a,Fzd4,ECs,1.0,0.3333333333333333,17.26090233333333,0.9873351240828326,2.0,0.6666666666666666,19.48350866666667,0.3081250754721727,336.3029402059869,0.3042227096243498
FAPs,Col1a1,Gp6,FAPs,3.0,1.0,5771.873535333333,0.9822909543423312,2.0,0.6666666666666666,0.053317,1.0,307.7389812833674,0.9822909543423312
ECs,C1qa,Cd93,M2,1.0,0.3333333333333333,5.392385333333333,0.0499814767226454,3.0,1.0,56.38366533333333,0.2881350899898248,304.0424499830418,0.0144014172933037
M2,Gnai2,Cxcr1,ECs,3.0,1.0,126.3069433333333,0.3041313008456065,1.0,0.3333333333333333,2.161116666666667,0.9584259542460944,272.9640403533889,0.2914873322290564
FAPs,Gnas,Lhcgr,FAPs,3.0,1.0,930.1503093333332,0.6383115534299679,2.0,0.6666666666666666,0.2640186666666667,0.7009959279618303,245.5770444697742,0.4474537997253978
FAPs,Gnas,Gcgr,sCs,3.0,1.0,930.1503093333332,0.6383115534299679,3.0,1.0,0.2555663333333333,0.1405131678805576,237.7151040051858,0.0896911784672046
ECs,Slpi,Plscr4,ECs,1.0,0.3333333333333333,21.51428233333333,0.7719797236879435,2.0,0.6666666666666666,11.03432966666667,0.2974579312053251,237.3956838077425,0.2296314915406742
FAPs,Cxcl12,Cxcr3,ECs,3.0,1.0,123.018252,0.5381309351710768,1.0,0.3333333333333333,1.863797,0.5455000708290748,229.281049022844,0.2935504632511386
ECs,Cd177,Pecam1,ECs,1.0,0.3333333333333333,1.003692666666667,0.1365333949040219,3.0,1.0,218.9722396666667,0.9460661569256378,219.7808311570091,0.1291696242088584
ECs,Sema6d,Trem2,ECs,3.0,1.0,24.44575933333333,0.4034052273345712,1.0,0.3333333333333333,8.781144333333334,0.1283382517649557,214.6617410439304,0.0517723216289633
ECs,Wnt8a,Fzd8,FAPs,1.0,0.3333333333333333,17.26090233333333,0.9873351240828326,3.0,1.0,11.50585933333333,0.6658271614778302,198.6015142137385,0.6573945430954337
ECs,Ccl12,Ccr5,M2,1.0,0.3333333333333333,3.288126333333333,0.0581330663086693,3.0,1.0,59.71602933333333,0.931048291061722,196.3538485730391,0.0541246920408644
FAPs,Csf3,Csf3r,ECs,2.0,0.6666666666666666,0.6471403333333333,0.255618907325916,2.0,0.6666666666666666,300.1573296666667,0.8617605198060754,194.2439143729299,0.2202822824494423
