Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Bgn,Tlr2,sCs,3.0,1.0,4010.868571,0.9644998806575644,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,3487.868689772075,0.0142484925213807
FAPs,Dcn,Tlr2,sCs,3.0,1.0,3042.696044666667,0.9758504625825,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,2645.941665458327,0.0144161739124458
sCs,C1qb,Lrp1,FAPs,1.0,0.3333333333333333,7.781221333333334,0.0145849455191898,3.0,1.0,243.3763986666667,0.625857000534647,1893.765625334905,0.0091280902556014
sCs,C1qb,Lrp1,M2,1.0,0.3333333333333333,7.781221333333334,0.0145849455191898,3.0,1.0,103.9426383333333,0.2672947262403034,808.8006748422845,0.0038984790197816
sCs,C1qa,Cd93,ECs,1.0,0.3333333333333333,4.186764,0.0213856411048128,3.0,1.0,169.629438,0.7428377317484701,710.198424358632,0.015886061130286
ECs,Sema6d,Tyrobp,sCs,3.0,1.0,46.96651666666666,0.5808027674561179,2.0,0.6666666666666666,8.823689666666667,0.01634348133466,414.4179677909943,0.0094923391890379
sCs,C1qb,Lrp1,sCs,1.0,0.3333333333333333,7.781221333333334,0.0145849455191898,3.0,1.0,33.41874933333333,0.0859383174948912,260.0386852458524,0.0012534056786738
sCs,C1qa,Cd93,M2,1.0,0.3333333333333333,4.186764,0.0213856411048128,3.0,1.0,54.620752,0.2391940691454494,228.684198126528,0.0051153185171443
M2,Cd84,Cd84,sCs,3.0,1.0,137.294019,0.987491808124098,1.0,0.3333333333333333,1.639197,0.0117899790623916,225.051944062743,0.0116425077420663
sCs,Cd84,Cd84,M2,1.0,0.3333333333333333,1.639197,0.0117899790623916,3.0,1.0,137.294019,0.987491808124098,225.051944062743,0.0116425077420663
FAPs,Fn1,Tnfrsf11b,ECs,3.0,1.0,1637.343343333333,0.96303207230527,1.0,0.3333333333333333,0.1085253333333333,0.0411078835732858,177.6932321163644,0.0395882103056652
ECs,Gnai2,P2ry12,sCs,3.0,1.0,150.0354306666667,0.4152507364956075,2.0,0.6666666666666666,1.122507666666667,0.0421400328190716,168.4159211949684,0.0174986796640685
sCs,Sema6d,Tyrobp,sCs,3.0,1.0,17.80387266666667,0.2201683081933832,2.0,0.6666666666666666,8.823689666666667,0.01634348133466,157.0958472755158,0.0035983166354422
FAPs,C3,Itgam,sCs,3.0,1.0,259.5505726666667,0.9479162344201304,3.0,1.0,0.5850973333333334,0.0125782985274588,151.8623479324063,0.011923173375561
FAPs,Sema6d,Tyrobp,sCs,3.0,1.0,14.34807866666667,0.1774328689611448,2.0,0.6666666666666666,8.823689666666667,0.01634348133466,126.6029934675871,0.0028998707820216
FAPs,Vcan,Tlr2,sCs,3.0,1.0,145.2141163333334,0.8940240311559332,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,126.2788248246375,0.0132073574889146
M2,Gnai2,P2ry12,sCs,3.0,1.0,104.737245,0.2898796499701289,2.0,0.6666666666666666,1.122507666666667,0.0421400328190716,117.568360498045,0.0122155379633222
FAPs,Tff3,Cxcr4,M2,2.0,0.6666666666666666,0.4482143333333333,0.3182853663951962,3.0,1.0,231.2048796666667,0.8658735673532548,103.6293410032086,0.2755948856369463
FAPs,Anxa2,Tlr2,sCs,3.0,1.0,113.1680936666667,0.3133779150241075,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,98.41146464760588,0.0046295110742187
ECs,Has2,Cd44,M2,1.0,0.3333333333333333,0.772687,0.0274392736203374,3.0,1.0,122.2478306666667,0.4393704929064738,94.45930953433468,0.0120560071755632
FAPs,Fn1,Col13a1,FAPs,3.0,1.0,1637.343343333333,0.96303207230527,1.0,0.3333333333333333,0.0537786666666666,0.118355019575939,88.05414188000888,0.1139796797699474
ECs,Gnai2,Ccr5,sCs,3.0,1.0,150.0354306666667,0.4152507364956075,2.0,0.6666666666666666,0.573836,0.017854802763531,86.09573139203732,0.00741421999754
ECs,Anxa2,Tlr2,sCs,3.0,1.0,98.47161033333336,0.272681344498213,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,85.63133905617812,0.0040283033473824
sCs,Anxa2,Tlr2,sCs,3.0,1.0,91.235724,0.2526441865058685,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,79.338980945204,0.0037322957464183
FAPs,Gnas,Vipr1,FAPs,3.0,1.0,531.1103823333333,0.5576551459273178,1.0,0.3333333333333333,0.146504,0.0210148986542942,77.80979545336265,0.0117190663757082
FAPs,Gnai2,P2ry12,sCs,3.0,1.0,68.382243,0.1892604742946246,2.0,0.6666666666666666,1.122507666666667,0.0421400328190716,76.759592031363,0.0079754425981285
sCs,C1qa,Cspg4,sCs,1.0,0.3333333333333333,4.186764,0.0213856411048128,3.0,1.0,17.94362233333333,0.5329293134854368,75.12571201479601,0.0113970350324338
FAPs,Gdf2,Eng,ECs,2.0,0.6666666666666666,0.3360833333333333,1.0,3.0,1.0,218.7785543333333,0.7837094150017259,73.52782580219444,0.7837094150017259
FAPs,Ccl11,Ccr5,sCs,3.0,1.0,122.458089,0.9284434546632696,2.0,0.6666666666666666,0.573836,0.017854802763531,70.270859959404,0.016577174760104
ECs,Has2,Cd44,FAPs,1.0,0.3333333333333333,0.772687,0.0274392736203374,3.0,1.0,85.46317833333335,0.307162904935779,66.03628687684835,0.0084283269945505
M2,Ccl3,Ccr5,sCs,3.0,1.0,113.4865826666667,0.9831377798476648,2.0,0.6666666666666666,0.573836,0.017854802763531,65.12268665110933,0.0175537311485558
ECs,Fgf18,Fgfr1,FAPs,2.0,0.6666666666666666,0.7403513333333334,0.0908379088255778,3.0,1.0,86.98680366666667,0.7157670466966058,64.40079607702157,0.0650187817281793
sCs,Bgn,Tlr2,sCs,3.0,1.0,73.63686100000001,0.0177075719109863,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,64.03493341866434,0.000261592780886
sCs,C1qb,Lrp1,ECs,1.0,0.3333333333333333,7.781221333333334,0.0145849455191898,3.0,1.0,8.131234,0.0209099557301582,63.27093146712533,0.000304970565133
M2,Slamf7,Slamf7,sCs,3.0,1.0,94.418046,0.9930721842318496,1.0,0.3333333333333333,0.658674,0.0069278157681501,62.190712031004,0.0068798211368327
sCs,Slamf7,Slamf7,M2,1.0,0.3333333333333333,0.658674,0.0069278157681501,3.0,1.0,94.418046,0.9930721842318496,62.190712031004,0.0068798211368327
M2,Gnai2,Ccr5,sCs,3.0,1.0,104.737245,0.2898796499701289,2.0,0.6666666666666666,0.573836,0.017854802763531,60.10200172182,0.005175743975378
ECs,Bgn,Tlr2,sCs,3.0,1.0,66.27558733333333,0.0159373948415299,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,57.63353793927844,0.0002354420728958
FAPs,Cfh,Itgam,sCs,3.0,1.0,97.08941133333332,0.7631890669640694,3.0,1.0,0.5850973333333334,0.0125782985274588,56.80675566603644,0.0095996199171668
sCs,Ccl3,Ccr5,M2,3.0,1.0,1.781516,0.0154333282741232,3.0,1.0,31.453153,0.9786591345021298,56.03429531994799,0.0151039676912407
sCs,Ccl12,Ccr2,M2,1.0,0.3333333333333333,1.104681666666667,0.061698147902229,3.0,1.0,50.32711433333333,0.984261461535736,55.59544054027056,0.060727109228296
M2,Pgf,Flt1,ECs,1.0,0.3333333333333333,0.2551043333333333,0.0093562020308713,3.0,1.0,203.0691603333333,0.9796789863919256,51.80382276739478,0.0091660745220821
M2,Anxa2,Tlr2,sCs,3.0,1.0,58.24795766666667,0.1612965539718111,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,50.65267639474989,0.0023828232528395
sCs,Tff3,Cxcr4,M2,1.0,0.3333333333333333,0.2167346666666667,0.1539073333008257,3.0,1.0,231.2048796666667,0.8658735673532548,50.11011252626178,0.1332642917270123
ECs,Sema6d,Trem2,sCs,3.0,1.0,46.96651666666666,0.5808027674561179,1.0,0.3333333333333333,1.051096333333333,0.0110150173184181,49.36633345777221,0.0063975525421143
ECs,Clec11a,Itgb1,FAPs,2.0,0.6666666666666666,0.2864006666666667,0.0133698428367117,3.0,1.0,168.7997026666667,0.3487728915577651,48.34434737686846,0.0046630387458328
sCs,Osm,Il6st,FAPs,2.0,0.6666666666666666,0.467502,0.0244230924549318,3.0,1.0,99.76728333333334,0.5745264004968147,46.64140449290001,0.0140317113971329
FAPs,F13a1,Itgb1,FAPs,2.0,0.6666666666666666,0.2742633333333334,0.0055180891437881,3.0,1.0,168.7997026666667,0.3487728915577651,46.29556911903557,0.0019245599065525
sCs,Ccl4,Ccr5,M2,2.0,0.6666666666666666,1.418502333333333,0.0250420154072725,3.0,1.0,31.453153,0.9786591345021298,44.61637092119033,0.0245075971246703
M2,Rtn4,Rtn4rl1,M2,3.0,1.0,67.444722,0.2943576685488177,3.0,1.0,0.6530106666666667,0.1493821938570989,44.042122876368,0.0439717943064831
sCs,Dcn,Tlr2,sCs,3.0,1.0,50.63053333333333,0.016238174516556,1.0,0.3333333333333333,0.8696043333333333,0.014772933420859,44.02853118564444,0.0002398854710093
ECs,Clec11a,Itgb1,ECs,2.0,0.6666666666666666,0.2864006666666667,0.0133698428367117,3.0,1.0,153.5290173333333,0.3172206968818489,43.97081291694489,0.0042411908618625
sCs,C1qa,Cspg4,FAPs,1.0,0.3333333333333333,4.186764,0.0213856411048128,3.0,1.0,10.354856,0.3075413758051058,43.353338325984,0.0065769694878483
FAPs,Ccl12,Ccr2,M2,3.0,1.0,0.857148,0.0478730168824803,3.0,1.0,50.32711433333333,0.984261461535736,43.137785396588,0.047119565564875
sCs,Gnai2,P2ry12,sCs,3.0,1.0,38.15794,0.105609139239639,2.0,0.6666666666666666,1.122507666666667,0.0421400328190716,42.83258019420667,0.0044503725935522
FAPs,Agrp,Sdc3,M2,3.0,1.0,0.7091626666666667,0.5301262941134843,3.0,1.0,60.03138866666666,0.4977506538398792,42.57201967055644,0.2638707095126989
FAPs,F13a1,Itgb1,ECs,2.0,0.6666666666666666,0.2742633333333334,0.0055180891437881,3.0,1.0,153.5290173333333,0.3172206968818489,42.10738005723111,0.0017504520836486
M2,Ptprc,Cd22,sCs,3.0,1.0,231.9004236666667,0.9810476161216116,1.0,0.3333333333333333,0.1762576666666667,0.0120542800396006,40.87422757449811,0.0118258226969125
sCs,Cd22,Ptprc,M2,1.0,0.3333333333333333,0.1762576666666667,0.0120542800396006,3.0,1.0,231.9004236666667,0.9810476161216116,40.87422757449811,0.0118258226969125
FAPs,C3,Itgax,sCs,3.0,1.0,259.5505726666667,0.9479162344201304,1.0,0.3333333333333333,0.156783,0.0034419103526326,40.69311743439801,0.0032626427006792
FAPs,Gnai2,Ccr5,sCs,3.0,1.0,68.382243,0.1892604742946246,2.0,0.6666666666666666,0.573836,0.017854802763531,39.240192794148,0.0033792084394628
ECs,Rtn4,Rtn4rl1,M2,3.0,1.0,57.045267,0.2489699905037019,3.0,1.0,0.6530106666666667,0.1493821938570989,37.25116783384801,0.037191683386024
FAPs,Rtn4,Rtn4rl1,M2,3.0,1.0,54.09018966666667,0.2360727666969011,3.0,1.0,0.6530106666666667,0.1493821938570989,35.32147081435645,0.0352650677990981
sCs,Ccl12,Ccr5,M2,1.0,0.3333333333333333,1.104681666666667,0.061698147902229,3.0,1.0,31.453153,0.9786591345021298,34.74572147796167,0.0603814560263799
sCs,Osm,Osmr,FAPs,2.0,0.6666666666666666,0.467502,0.0244230924549318,3.0,1.0,73.95503733333332,0.5109633144485465,34.57412786340799,0.0124793042698552
sCs,Slitrk3,Ptprs,FAPs,1.0,0.3333333333333333,0.7029529999999999,1.0,3.0,1.0,47.24901333333333,0.6426570597336346,33.21383566970666,0.6426570597336346
sCs,Rtn4,Rtn4rl1,M2,3.0,1.0,50.54489333333333,0.2205995742505793,3.0,1.0,0.6530106666666667,0.1493821938570989,33.00635449219556,0.0329536483654935
sCs,Ifnk,Ifnar2,M2,1.0,0.3333333333333333,0.547355,0.449822529847502,3.0,1.0,59.944937,0.4732416057236266,32.81116099163501,0.2128747363156958
FAPs,Nid1,Col13a1,FAPs,3.0,1.0,597.374756,0.8773093221949784,1.0,0.3333333333333333,0.0537786666666666,0.118355019575939,32.12601787800534,0.1038339620025405
M2,Ccl4,Ccr5,sCs,3.0,1.0,54.92910633333333,0.9697097387740472,2.0,0.6666666666666666,0.573836,0.017854802763531,31.52029866189466,0.0173139761236858
M2,Ly9,Ly9,sCs,3.0,1.0,44.76975266666667,0.98480520975466,1.0,0.3333333333333333,0.690763,0.0151947902453401,30.92528866128467,0.0149639085947402
sCs,Ly9,Ly9,M2,1.0,0.3333333333333333,0.690763,0.0151947902453401,3.0,1.0,44.76975266666667,0.98480520975466,30.92528866128467,0.0149639085947402
FAPs,Ifna11,Ifnar2,M2,2.0,0.6666666666666666,0.513119,0.7299256539949538,3.0,1.0,59.944937,0.4732416057236266,30.758886128503,0.3454311885554402
M2,Pgf,Nrp1,ECs,1.0,0.3333333333333333,0.2551043333333333,0.0093562020308713,3.0,1.0,118.0470123333333,0.4657216250363638,30.11430438328678,0.0043573856139859
ECs,Has2,Cd44,sCs,1.0,0.3333333333333333,0.772687,0.0274392736203374,3.0,1.0,38.69562533333333,0.1390758092255191,29.89960665193733,0.0038161391833088
FAPs,Ren1,Atp6ap2,M2,3.0,1.0,0.5451546666666667,0.6567698580374056,3.0,1.0,53.717676,0.5671553756640626,29.284441753888,0.3724905555600379
FAPs,C3,C3ar1,FAPs,3.0,1.0,259.5505726666667,0.9479162344201304,1.0,0.3333333333333333,0.1103976666666667,0.0006044781733521,28.65377760439712,0.0005729946738731
FAPs,Pf4,Sdc2,FAPs,2.0,0.6666666666666666,0.319587,0.0020415638161507,3.0,1.0,89.02756,0.7848102735793893,28.45205081772,0.001602240257083
ECs,Gnas,Vipr1,FAPs,3.0,1.0,190.664594,0.2001939625490346,1.0,0.3333333333333333,0.146504,0.0210148986542942,27.933125679376,0.0042070558341695
sCs,Osm,Lifr,FAPs,2.0,0.6666666666666666,0.467502,0.0244230924549318,3.0,1.0,57.80064033333333,0.5021809252974907,27.021914957114,0.0122648111676438
FAPs,Ccl12,Ccr5,M2,3.0,1.0,0.857148,0.0478730168824803,3.0,1.0,31.453153,0.9786591345021298,26.960007187644,0.046851365268214
sCs,Osm,Osmr,ECs,2.0,0.6666666666666666,0.467502,0.0244230924549318,3.0,1.0,57.55293433333333,0.3976394190790964,26.906111906702,0.0097115842958941
FAPs,Icam1,Itgam,sCs,3.0,1.0,45.91529066666667,0.4692032864180593,3.0,1.0,0.5850973333333334,0.0125782985274588,26.86491412829156,0.0059017790066311
