"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown","GeneDayType"
"3564","ENSMUSG00000035273","Hpse","D2","Neutrophils",156.942786275918,87.0576,226.828,"2.7516e-03",1.2126,1,"D2","1_UP.","D2_UP","Hpse_D2_Neutrophils"
"3565","ENSMUSG00000052139","Babam2","D2","Neutrophils",1314.54773182934,1637.8209,991.2746,"7.6970e-04",-0.6537,1,"D2","1_DOWN","D2_DOWN","Babam2_D2_Neutrophils"
"3566","ENSMUSG00000058427","Cxcl2","D2","Neutrophils",46351.6788819547,54460.7718,38242.5859,"2.7849e-02",-0.414,1,"D2","1_DOWN","D2_DOWN","Cxcl2_D2_Neutrophils"
"3567","ENSMUSG00000029560","Snx8","D2","Neutrophils",548.528456759832,447.9624,649.0945,"3.6430e-02",0.4321,1,"D2","1_UP.","D2_UP","Snx8_D2_Neutrophils"
"3568","ENSMUSG00000029816","Gpnmb","D2","Neutrophils",6203.33119108527,4191.3884,8215.2739,"1.0579e-04",0.8939,1,"D2","1_UP.","D2_UP","Gpnmb_D2_Neutrophils"
"3569","ENSMUSG00000029919","Hpgds","D2","Neutrophils",501.795954112578,372.2792,631.3127,"4.6373e-02",0.5885,1,"D2","1_UP.","D2_UP","Hpgds_D2_Neutrophils"
"3570","ENSMUSG00000030105","Arl8b","D2","Neutrophils",2374.17848332599,2003.0606,2745.2963,"3.5007e-02",0.3725,1,"D2","1_UP.","D2_UP","Arl8b_D2_Neutrophils"
"3571","ENSMUSG00000030203","Dusp16","D2","Neutrophils",3847.7437174804,4667.8469,3027.6406,"6.3697e-03",-0.5363,1,"D2","1_DOWN","D2_DOWN","Dusp16_D2_Neutrophils"
"3572","ENSMUSG00000030259","Rassf8","D2","Neutrophils",304.083290690221,218.3086,389.8579,"2.2628e-02",0.6786,1,"D2","1_UP.","D2_UP","Rassf8_D2_Neutrophils"
"3573","ENSMUSG00000052861","Dnah6","D2","Neutrophils",201.583717760345,129.9496,273.2178,"3.3110e-03",0.9395,1,"D2","1_UP.","D2_UP","Dnah6_D2_Neutrophils"
"3574","ENSMUSG00000053175","Bcl3","D2","Neutrophils",1008.49913703356,1198.7978,818.2005,"3.8830e-02",-0.4369,1,"D2","1_DOWN","D2_DOWN","Bcl3_D2_Neutrophils"
"3575","ENSMUSG00000066640","Fbxl18","D2","Neutrophils",432.999622563568,540.6029,325.3963,"1.2773e-02",-0.6182,1,"D2","1_DOWN","D2_DOWN","Fbxl18_D2_Neutrophils"
"3576","ENSMUSG00000008734","Gprc5b","D2","Neutrophils",39.4808880158252,18.4061,60.5557,"3.0101e-02",1.3482,1,"D2","1_UP.","D2_UP","Gprc5b_D2_Neutrophils"
"3577","ENSMUSG00000019790","Stxbp5","D2","Neutrophils",2897.32747175697,2166.1545,3628.5005,"1.7841e-03",0.6614,1,"D2","1_UP.","D2_UP","Stxbp5_D2_Neutrophils"
"3578","ENSMUSG00000020079","Supv3l1","D2","Neutrophils",510.203874368713,680.7678,339.64,"1.2027e-02",-0.8353,1,"D2","1_DOWN","D2_DOWN","Supv3l1_D2_Neutrophils"
"3579","ENSMUSG00000030469","Zfp719","D2","Neutrophils",483.461514859436,584.6325,382.2906,"2.7849e-02",-0.4938,1,"D2","1_DOWN","D2_DOWN","Zfp719_D2_Neutrophils"
"3580","ENSMUSG00000030979","Uros","D2","Neutrophils",83.5721286356305,120.8733,46.271,"2.0202e-02",-1.1102,1,"D2","1_DOWN","D2_DOWN","Uros_D2_Neutrophils"
"3581","ENSMUSG00000044786","Zfp36","D2","Neutrophils",21436.9775646628,24732.4468,18141.5084,"2.0202e-02",-0.3759,1,"D2","1_DOWN","D2_DOWN","Zfp36_D2_Neutrophils"
"3582","ENSMUSG00000055978","Fut2","D2","Neutrophils",1415.71772611,1737.5363,1093.8992,"3.3054e-02",-0.5319,1,"D2","1_DOWN","D2_DOWN","Fut2_D2_Neutrophils"
"3583","ENSMUSG00000063317","Usp31","D2","Neutrophils",746.074326666259,600.5884,891.5603,"2.2039e-02",0.4707,1,"D2","1_UP.","D2_UP","Usp31_D2_Neutrophils"
"3584","ENSMUSG00000005054","Cstb","D2","Neutrophils",3118.0604521245,2471.1365,3764.9844,"1.6482e-02",0.5078,1,"D2","1_UP.","D2_UP","Cstb_D2_Neutrophils"
"3585","ENSMUSG00000025278","Flnb","D2","Neutrophils",403.951937630184,496.9736,310.9303,"1.1392e-02",-0.5735,1,"D2","1_DOWN","D2_DOWN","Flnb_D2_Neutrophils"
"3586","ENSMUSG00000031443","F7","D2","Neutrophils",279.018451757441,193.6597,364.3772,"1.5310e-03",0.8116,1,"D2","1_UP.","D2_UP","F7_D2_Neutrophils"
"3587","ENSMUSG00000031444","F10","D2","Neutrophils",2113.02056999656,1500.3766,2725.6646,"6.3714e-05",0.7977,1,"D2","1_UP.","D2_UP","F10_D2_Neutrophils"
"3588","ENSMUSG00000031805","Jak3","D2","Neutrophils",385.517002314149,475.7169,295.3171,"3.4645e-02",-0.5423,1,"D2","1_DOWN","D2_DOWN","Jak3_D2_Neutrophils"
"3589","ENSMUSG00000031825","Crispld2","D2","Neutrophils",239.896206207659,322.8691,156.9233,"1.8017e-02",-0.8417,1,"D2","1_DOWN","D2_DOWN","Crispld2_D2_Neutrophils"
"3590","ENSMUSG00000031842","Pde4c","D2","Neutrophils",131.34575687929,192.0614,70.6301,"1.5602e-03",-1.2818,1,"D2","1_DOWN","D2_DOWN","Pde4c_D2_Neutrophils"
"3591","ENSMUSG00000034112","Atp2c2","D2","Neutrophils",65.580266103184,101.9023,29.2582,"6.3697e-03",-1.5398,1,"D2","1_DOWN","D2_DOWN","Atp2c2_D2_Neutrophils"
"3592","ENSMUSG00000035759","Bbs10","D2","Neutrophils",320.510718908302,236.2829,404.7385,"4.0512e-02",0.6087,1,"D2","1_UP.","D2_UP","Bbs10_D2_Neutrophils"
"3593","ENSMUSG00000038508","Gdf15","D2","Neutrophils",419.574183322888,221.3632,617.7852,"3.7962e-07",1.4043,1,"D2","1_UP.","D2_UP","Gdf15_D2_Neutrophils"
"3594","ENSMUSG00000079057","Cyp4v3","D2","Neutrophils",393.199949417747,291.5433,494.8566,"2.0202e-02",0.6254,1,"D2","1_UP.","D2_UP","Cyp4v3_D2_Neutrophils"
"3595","ENSMUSG00000021963","Sap18","D2","Neutrophils",2073.74770333862,2590.6818,1556.8136,"3.9031e-03",-0.6421,1,"D2","1_DOWN","D2_DOWN","Sap18_D2_Neutrophils"
"3596","ENSMUSG00000032549","Rab6b","D2","Neutrophils",27.8042724450615,43.8289,11.7796,"4.5769e-02",-0.0974,1,"D2","1_DOWN","D2_DOWN","Rab6b_D2_Neutrophils"
"3597","ENSMUSG00000032602","Slc25a20","D2","Neutrophils",349.961823921604,433.609,266.3146,"2.8374e-02",-0.5625,1,"D2","1_DOWN","D2_DOWN","Slc25a20_D2_Neutrophils"
"3598","ENSMUSG00000079427","Mthfsl","D2","Neutrophils",3821.56567091938,4681.262,2961.8693,"1.5325e-02",-0.5504,1,"D2","1_DOWN","D2_DOWN","Mthfsl_D2_Neutrophils"
"3599","ENSMUSG00000000276","Dgke","D2","Neutrophils",305.548762399637,387.8108,223.2867,"1.2484e-02",-0.6711,1,"D2","1_DOWN","D2_DOWN","Dgke_D2_Neutrophils"
"3600","ENSMUSG00000007850","Hnrnph1","D2","Neutrophils",7604.17688069156,8754.8549,6453.4989,"2.4537e-02",-0.368,1,"D2","1_DOWN","D2_DOWN","Hnrnph1_D2_Neutrophils"
"3601","ENSMUSG00000017466","Timp2","D2","Neutrophils",1317.39975634499,1075.6078,1559.1917,"3.5192e-02",0.433,1,"D2","1_UP.","D2_UP","Timp2_D2_Neutrophils"
"3602","ENSMUSG00000017715","Pgs1","D2","Neutrophils",1021.56064045869,1185.6982,857.4231,"4.7171e-02",-0.3728,1,"D2","1_DOWN","D2_DOWN","Pgs1_D2_Neutrophils"
"3603","ENSMUSG00000018425","Dhx40","D2","Neutrophils",16677.8511612995,21547.0843,11808.618,"2.1187e-11",-0.8397,1,"D2","1_DOWN","D2_DOWN","Dhx40_D2_Neutrophils"
"3604","ENSMUSG00000020300","Cpeb4","D2","Neutrophils",6565.42195679913,5538.9663,7591.8776,"4.0512e-02",0.3708,1,"D2","1_UP.","D2_UP","Cpeb4_D2_Neutrophils"
"3605","ENSMUSG00000020422","Tns3","D2","Neutrophils",4907.47151939918,3495.8576,6319.0854,"9.3864e-05",0.789,1,"D2","1_UP.","D2_UP","Tns3_D2_Neutrophils"
"3606","ENSMUSG00000033987","Dnah17","D2","Neutrophils",521.135416328846,662.4716,379.7992,"1.4153e-03",-0.7129,1,"D2","1_DOWN","D2_DOWN","Dnah17_D2_Neutrophils"
"3607","ENSMUSG00000034156","Tspoap1","D2","Neutrophils",861.591075555847,1143.1313,580.0508,"6.3200e-04",-0.8807,1,"D2","1_DOWN","D2_DOWN","Tspoap1_D2_Neutrophils"
"3608","ENSMUSG00000034247","Plekhm1","D2","Neutrophils",2361.78179941552,1929.5469,2794.0167,"1.6482e-02",0.4503,1,"D2","1_UP.","D2_UP","Plekhm1_D2_Neutrophils"
"3609","ENSMUSG00000039989","Cbx4","D2","Neutrophils",1525.1029758195,1865.1677,1185.0383,"1.2094e-02",-0.5535,1,"D2","1_DOWN","D2_DOWN","Cbx4_D2_Neutrophils"
"3610","ENSMUSG00000056749","Nfil3","D2","Neutrophils",988.046745497,1187.1396,788.9539,"1.8017e-02",-0.4889,1,"D2","1_DOWN","D2_DOWN","Nfil3_D2_Neutrophils"
"3611","ENSMUSG00000057531","Dtnbp1","D2","Neutrophils",729.886334153588,582.962,876.8107,"5.1886e-03",0.5139,1,"D2","1_UP.","D2_UP","Dtnbp1_D2_Neutrophils"
"3612","ENSMUSG00000059552","Trp53","D2","Neutrophils",298.553675696741,228.9372,368.1701,"4.5769e-02",0.533,1,"D2","1_UP.","D2_UP","Trp53_D2_Neutrophils"
"3613","ENSMUSG00000020661","Dnmt3a","D2","Neutrophils",1159.08202477518,985.0826,1333.0815,"4.7498e-02",0.3509,1,"D2","1_UP.","D2_UP","Dnmt3a_D2_Neutrophils"
"3614","ENSMUSG00000021062","Rab15","D2","Neutrophils",561.747167189488,353.4945,769.9998,"1.3783e-03",0.9979,1,"D2","1_UP.","D2_UP","Rab15_D2_Neutrophils"
"3615","ENSMUSG00000022272","Myo10","D2","Neutrophils",378.324989877433,476.9476,279.7023,"4.7520e-03",-0.6717,1,"D2","1_DOWN","D2_DOWN","Myo10_D2_Neutrophils"
"3616","ENSMUSG00000022295","Atp6v1c1","D2","Neutrophils",4086.48750547583,3380.7931,4792.182,"8.5166e-03",0.436,1,"D2","1_UP.","D2_UP","Atp6v1c1_D2_Neutrophils"
"3617","ENSMUSG00000022556","Hsf1","D2","Neutrophils",1493.86368550184,1927.7892,1059.9382,"2.3348e-07",-0.8212,1,"D2","1_DOWN","D2_DOWN","Hsf1_D2_Neutrophils"
"3618","ENSMUSG00000022672","Prkdc","D2","Neutrophils",542.009096002559,650.1737,433.8445,"1.9937e-02",-0.4828,1,"D2","1_DOWN","D2_DOWN","Prkdc_D2_Neutrophils"
"3619","ENSMUSG00000022822","Abcc5","D2","Neutrophils",482.166527331952,340.6855,623.6476,"1.0842e-03",0.7845,1,"D2","1_UP.","D2_UP","Abcc5_D2_Neutrophils"
"3620","ENSMUSG00000024190","Dusp1","D2","Neutrophils",42721.6959180659,49060.3375,36383.0543,"1.7833e-02",-0.3658,1,"D2","1_DOWN","D2_DOWN","Dusp1_D2_Neutrophils"
"3621","ENSMUSG00000035107","Dcbld2","D2","Neutrophils",214.302123785465,295.5493,133.055,"5.6469e-03",-0.9894,1,"D2","1_DOWN","D2_DOWN","Dcbld2_D2_Neutrophils"
"3622","ENSMUSG00000042265","Trem1","D2","Neutrophils",7988.08615729616,9234.1971,6741.9752,"2.7181e-02",-0.3757,1,"D2","1_DOWN","D2_DOWN","Trem1_D2_Neutrophils"
"3623","ENSMUSG00000050410","Tcf19","D2","Neutrophils",60.3084930263061,86.0199,34.5971,"4.1591e-02",-0.9919,1,"D2","1_DOWN","D2_DOWN","Tcf19_D2_Neutrophils"
"3624","ENSMUSG00000073418","C4b","D2","Neutrophils",106.221341174891,42.3539,170.0887,"1.6812e-03",1.7635,1,"D2","1_UP.","D2_UP","C4b_D2_Neutrophils"
"3625","ENSMUSG00000024413","Npc1","D2","Neutrophils",2887.59752761775,2402.2003,3372.9947,"3.7373e-02",0.3963,1,"D2","1_UP.","D2_UP","Npc1_D2_Neutrophils"
"3626","ENSMUSG00000024736","Tmem132a","D2","Neutrophils",1406.79501798834,1676.0561,1137.534,"2.7321e-03",-0.4957,1,"D2","1_DOWN","D2_DOWN","Tmem132a_D2_Neutrophils"
"3627","ENSMUSG00000025041","Nt5c2","D2","Neutrophils",2114.42856882316,2480.6932,1748.1639,"1.1075e-02",-0.4328,1,"D2","1_DOWN","D2_DOWN","Nt5c2_D2_Neutrophils"
"3628","ENSMUSG00000038418","Egr1","D2","Neutrophils",30958.356663397,37080.3387,24836.3746,"3.3855e-04",-0.5286,1,"D2","1_DOWN","D2_DOWN","Egr1_D2_Neutrophils"
"3629","ENSMUSG00000064105","Cnnm2","D2","Neutrophils",746.523857777931,911.7644,581.2833,"1.0807e-03",-0.5824,1,"D2","1_DOWN","D2_DOWN","Cnnm2_D2_Neutrophils"
"3630","ENSMUSG00000036086","Zranb3","D2","Resolving-Mac",1080.14067958045,1274.7925,885.4889,"5.3616e-03",-0.4624,1,"D2","1_DOWN","D2_DOWN","Zranb3_D2_Resolving-Mac"
"3631","ENSMUSG00000040710","St8sia4","D2","Resolving-Mac",2184.09750455994,1790.22,2577.975,"5.1729e-05",0.4888,1,"D2","1_UP.","D2_UP","St8sia4_D2_Resolving-Mac"
"3632","ENSMUSG00000041439","Mfsd6","D2","Resolving-Mac",683.259981297889,799.2793,567.2406,"4.0295e-02",-0.4066,1,"D2","1_DOWN","D2_DOWN","Mfsd6_D2_Resolving-Mac"
"3633","ENSMUSG00000089844","A530032D15Rik","D2","Resolving-Mac",58.67740755452,32.691,84.6638,"9.7033e-03",1.1871,3,"D2.D4.D7","3_UP.","D2_UP.D4_UP.D7_UP","A530032D15Rik_D2_Resolving-Mac"
"3634","ENSMUSG00000017002","Slpi","D2","Resolving-Mac",64.4563996502631,38.0096,90.9032,"4.0670e-02",1.0226,1,"D2","1_UP.","D2_UP","Slpi_D2_Resolving-Mac"
"3635","ENSMUSG00000017754","Pltp","D2","Resolving-Mac",904.52901034099,693.5702,1115.4878,"2.8577e-04",0.6257,1,"D2","1_UP.","D2_UP","Pltp_D2_Resolving-Mac"
"3636","ENSMUSG00000035967","Ints6l","D2","Resolving-Mac",1183.68757802368,1028.0887,1339.2865,"1.9215e-02",0.3262,1,"D2","1_UP.","D2_UP","Ints6l_D2_Resolving-Mac"
"3637","ENSMUSG00000075014","Gm10800","D2","Resolving-Mac",343.332879016707,441.3143,245.3515,"3.1672e-02",-0.7011,1,"D2","1_DOWN","D2_DOWN","Gm10800_D2_Resolving-Mac"
"3638","ENSMUSG00000015852","Fcrls","D2","Resolving-Mac",1408.4837219133,1876.5168,940.4506,"1.8203e-11",-0.9616,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Fcrls_D2_Resolving-Mac"
"3639","ENSMUSG00000027848","Olfml3","D2","Resolving-Mac",948.988809043678,1079.32,818.6576,"4.1069e-02",-0.3282,1,"D2","1_DOWN","D2_DOWN","Olfml3_D2_Resolving-Mac"
"3640","ENSMUSG00000027864","Ptgfrn","D2","Resolving-Mac",350.644770594959,216.3969,484.8926,"1.5166e-04",1.074,1,"D2","1_UP.","D2_UP","Ptgfrn_D2_Resolving-Mac"
"3641","ENSMUSG00000028480","Glipr2","D2","Resolving-Mac",223.779425341398,282.2263,165.3325,"4.7854e-02",-0.6232,1,"D2","1_DOWN","D2_DOWN","Glipr2_D2_Resolving-Mac"
"3642","ENSMUSG00000061143","Maml3","D2","Resolving-Mac",420.158145499288,496.2019,344.1144,"4.0670e-02",-0.435,1,"D2","1_DOWN","D2_DOWN","Maml3_D2_Resolving-Mac"
"3643","ENSMUSG00000069114","Zbtb10","D2","Resolving-Mac",85.0036364843533,113.1721,56.8352,"4.0670e-02",-0.8009,1,"D2","1_DOWN","D2_DOWN","Zbtb10_D2_Resolving-Mac"
"3644","ENSMUSG00000004952","Rasa4","D2","Resolving-Mac",868.634904909323,729.6189,1007.6509,"1.2129e-02",0.4007,1,"D2","1_UP.","D2_UP","Rasa4_D2_Resolving-Mac"
"3645","ENSMUSG00000005514","Por","D2","Resolving-Mac",3237.57464242283,3676.9447,2798.2046,"2.3716e-02",-0.334,1,"D2","1_DOWN","D2_DOWN","Por_D2_Resolving-Mac"
"3646","ENSMUSG00000015882","Lcorl","D2","Resolving-Mac",1178.14897136464,1031.4655,1324.8325,"3.6884e-02",0.3023,1,"D2","1_UP.","D2_UP","Lcorl_D2_Resolving-Mac"
"3647","ENSMUSG00000029084","Cd38","D2","Resolving-Mac",747.511846467861,470.2126,1024.8111,"1.3152e-07",1.0693,1,"D2","1_UP.","D2_UP","Cd38_D2_Resolving-Mac"
"3648","ENSMUSG00000029108","Pcdh7","D2","Resolving-Mac",88.0697870273785,125.2004,50.9392,"2.8736e-03",-1.1485,1,"D2","1_DOWN","D2_DOWN","Pcdh7_D2_Resolving-Mac"
"3649","ENSMUSG00000029189","Sel1l3","D2","Resolving-Mac",312.908127774097,428.0749,197.7414,"2.4424e-08",-1.066,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Sel1l3_D2_Resolving-Mac"
"3650","ENSMUSG00000029312","Klhl8","D2","Resolving-Mac",285.13730855709,355.0429,215.2317,"4.7721e-02",-0.5783,1,"D2","1_DOWN","D2_DOWN","Klhl8_D2_Resolving-Mac"
"3651","ENSMUSG00000001930","Vwf","D2","Resolving-Mac",277.17382075844,209.7992,344.5484,"4.3760e-03",0.6327,1,"D2","1_UP.","D2_UP","Vwf_D2_Resolving-Mac"
"3652","ENSMUSG00000029810","Tmem176b","D2","Resolving-Mac",102.646939429071,69.0503,136.2436,"1.4470e-02",0.8417,1,"D2","1_UP.","D2_UP","Tmem176b_D2_Resolving-Mac"
"3653","ENSMUSG00000043421","Hilpda","D2","Resolving-Mac",325.246773674494,246.7486,403.745,"7.6323e-03",0.6166,1,"D2","1_UP.","D2_UP","Hilpda_D2_Resolving-Mac"
"3654","ENSMUSG00000049037","Clec4a1","D2","Resolving-Mac",1161.62368647394,972.6238,1350.6235,"2.5673e-02",0.397,1,"D2","1_UP.","D2_UP","Clec4a1_D2_Resolving-Mac"
"3655","ENSMUSG00000053063","Clec12a","D2","Resolving-Mac",1856.71785106457,1499.2211,2214.2146,"9.5791e-03",0.4888,1,"D2","1_UP.","D2_UP","Clec12a_D2_Resolving-Mac"
"3656","ENSMUSG00000056602","Fry","D2","Resolving-Mac",1436.30768075133,1216.6505,1655.9649,"3.1672e-02",0.3731,1,"D2","1_UP.","D2_UP","Fry_D2_Resolving-Mac"
"3657","ENSMUSG00000058818","Pirb","D2","Resolving-Mac",2913.48436913367,2553.4833,3273.4855,"9.6044e-03",0.3133,1,"D2","1_UP.","D2_UP","Pirb_D2_Resolving-Mac"
"3658","ENSMUSG00000038587","Akap12","D2","Resolving-Mac",30.9568846501504,46.6947,15.2191,"4.7721e-02",-0.0359,1,"D2","1_DOWN","D2_DOWN","Akap12_D2_Resolving-Mac"
"3659","ENSMUSG00000069662","Marcks","D2","Resolving-Mac",4384.90860982212,3802.5326,4967.2846,"3.3199e-02",0.3214,1,"D2","1_UP.","D2_UP","Marcks_D2_Resolving-Mac"
"3660","ENSMUSG00000002885","Adgre5","D2","Resolving-Mac",1882.09331845644,1608.104,2156.0827,"4.0670e-02",0.3492,1,"D2","1_UP.","D2_UP","Adgre5_D2_Resolving-Mac"
"3661","ENSMUSG00000019960","Dusp6","D2","Resolving-Mac",859.904408657842,1041.2736,678.5352,"2.7787e-04",-0.5667,1,"D2","1_DOWN","D2_DOWN","Dusp6_D2_Resolving-Mac"
"3662","ENSMUSG00000019966","Kitl","D2","Resolving-Mac",113.430437354045,72.9038,153.9571,"1.8326e-03",0.9635,2,"D2.D7","2_UP.","D2_UP.D7_UP","Kitl_D2_Resolving-Mac"
"3663","ENSMUSG00000031584","Gsr","D2","Resolving-Mac",436.220870718728,321.072,551.3697,"1.5166e-04",0.7156,1,"D2","1_UP.","D2_UP","Gsr_D2_Resolving-Mac"
"3664","ENSMUSG00000037868","Egr2","D2","Resolving-Mac",542.678310370425,386.61,698.7466,"6.9010e-06",0.8032,1,"D2","1_UP.","D2_UP","Egr2_D2_Resolving-Mac"
"3665","ENSMUSG00000056758","Hmga2","D2","Resolving-Mac",129.864692142839,168.806,90.9234,"3.3799e-02",-0.7341,1,"D2","1_DOWN","D2_DOWN","Hmga2_D2_Resolving-Mac"
"3666","ENSMUSG00000060044","Tmem26","D2","Resolving-Mac",205.319329704318,309.0899,101.5487,"1.3942e-11",-1.5542,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Tmem26_D2_Resolving-Mac"
"3667","ENSMUSG00000014496","Ankrd28","D2","Resolving-Mac",2505.20494183588,2926.9222,2083.4877,"5.5730e-03",-0.4302,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Ankrd28_D2_Resolving-Mac"
"3668","ENSMUSG00000015656","Hspa8","D2","Resolving-Mac",18669.4230996715,21147.7806,16191.0656,"3.3544e-02",-0.326,1,"D2","1_DOWN","D2_DOWN","Hspa8_D2_Resolving-Mac"
"3669","ENSMUSG00000021796","Bmpr1a","D2","Resolving-Mac",58.3591198485961,8.1682,108.55,"2.9733e-14",3.6219,3,"D2.D4.D7","3_UP.","D2_UP.D4_UP.D7_UP","Bmpr1a_D2_Resolving-Mac"
"3670","ENSMUSG00000022180","Slc7a8","D2","Resolving-Mac",5330.24759919225,5952.2561,4708.2391,"3.6285e-02",-0.2829,1,"D2","1_DOWN","D2_DOWN","Slc7a8_D2_Resolving-Mac"
"3671","ENSMUSG00000034593","Myo5a","D2","Resolving-Mac",10924.0552384751,9672.3699,12175.7405,"1.9615e-02",0.2852,1,"D2","1_UP.","D2_UP","Myo5a_D2_Resolving-Mac"
"3672","ENSMUSG00000037833","Sh2d4b","D2","Resolving-Mac",145.344583089182,184.5112,106.178,"3.6907e-02",-0.649,1,"D2","1_DOWN","D2_DOWN","Sh2d4b_D2_Resolving-Mac"
"3673","ENSMUSG00000043953","Ccrl2","D2","Resolving-Mac",891.634921432032,738.3663,1044.9035,"3.6285e-02",0.417,2,"D2.D7","2_UP.","D2_UP.D7_UP","Ccrl2_D2_Resolving-Mac"
"3674","ENSMUSG00000045875","Adra1a","D2","Resolving-Mac",151.783188103482,90.1451,213.4212,"4.4498e-04",1.1177,1,"D2","1_UP.","D2_UP","Adra1a_D2_Resolving-Mac"
"3675","ENSMUSG00000000318","Clec10a","D2","Resolving-Mac",198.432520376568,147.9286,248.9364,"1.4274e-02",0.6452,1,"D2","1_UP.","D2_UP","Clec10a_D2_Resolving-Mac"
"3676","ENSMUSG00000011256","Adam19","D2","Resolving-Mac",531.646771225742,329.5648,733.7288,"2.1566e-05",1.075,2,"D2.D7","2_UP.","D2_UP.D7_UP","Adam19_D2_Resolving-Mac"
"3677","ENSMUSG00000018217","Pmp22","D2","Resolving-Mac",1486.97344426441,1230.2309,1743.716,"2.9814e-03",0.4481,1,"D2","1_UP.","D2_UP","Pmp22_D2_Resolving-Mac"
"3678","ENSMUSG00000020326","Ccng1","D2","Resolving-Mac",2297.30456514566,2646.4851,1948.124,"1.1623e-02",-0.3812,1,"D2","1_DOWN","D2_DOWN","Ccng1_D2_Resolving-Mac"
"3679","ENSMUSG00000039115","Itga9","D2","Resolving-Mac",267.321854122472,344.2492,190.3945,"4.3175e-04",-0.7768,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Itga9_D2_Resolving-Mac"
"3680","ENSMUSG00000064373","Selenop","D2","Resolving-Mac",17170.0211621314,13741.4105,20598.6318,"1.8201e-03",0.5242,3,"D2.D4.D7","1_UP.2_DOWN","D2_UP.D4_DOWN.D7_DOWN","Selenop_D2_Resolving-Mac"
"3681","ENSMUSG00000022901","Cd86","D2","Resolving-Mac",1268.31970207078,1032.0256,1504.6138,"3.2793e-03",0.4826,1,"D2","1_UP.","D2_UP","Cd86_D2_Resolving-Mac"
"3682","ENSMUSG00000023951","Vegfa","D2","Resolving-Mac",1015.8757018156,686.3655,1345.3859,"2.4424e-08",0.9287,1,"D2","1_UP.","D2_UP","Vegfa_D2_Resolving-Mac"
"3683","ENSMUSG00000024084","Qpct","D2","Resolving-Mac",415.640232405854,501.4261,329.8544,"3.2869e-02",-0.5029,1,"D2","1_DOWN","D2_DOWN","Qpct_D2_Resolving-Mac"
"3684","ENSMUSG00000024095","Hnrnpll","D2","Resolving-Mac",2354.48890070303,2065.6913,2643.2865,"2.0777e-02",0.3047,1,"D2","1_UP.","D2_UP","Hnrnpll_D2_Resolving-Mac"
"3685","ENSMUSG00000048027","Rgmb","D2","Resolving-Mac",206.853575604641,155.216,258.4911,"2.2227e-02",0.6164,1,"D2","1_UP.","D2_UP","Rgmb_D2_Resolving-Mac"
"3686","ENSMUSG00000071714","Csf2rb2","D2","Resolving-Mac",1115.45180963012,836.5411,1394.3625,"2.3522e-07",0.6982,1,"D2","1_UP.","D2_UP","Csf2rb2_D2_Resolving-Mac"
"3687","ENSMUSG00000024533","Spire1","D2","Resolving-Mac",1101.67023657143,1331.4435,871.897,"2.2035e-04",-0.5611,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Spire1_D2_Resolving-Mac"
"3688","ENSMUSG00000024610","Cd74","D2","Resolving-Mac",9879.81369299853,7984.5785,11775.0489,"3.3628e-03",0.4936,1,"D2","1_UP.","D2_UP","Cd74_D2_Resolving-Mac"
"3689","ENSMUSG00000024621","Csf1r","D2","Resolving-Mac",8055.37256793708,7129.3459,8981.3993,"3.2869e-02",0.2756,1,"D2","1_UP.","D2_UP","Csf1r_D2_Resolving-Mac"
"3690","ENSMUSG00000036908","Unc93b1","D2","Resolving-Mac",3515.02175632645,3001.3519,4028.6916,"2.3926e-03",0.3764,1,"D2","1_UP.","D2_UP","Unc93b1_D2_Resolving-Mac"
"3691","ENSMUSG00000045094","Arhgef37","D2","Resolving-Mac",47.8943318631579,27.456,68.3327,"3.6029e-02",1.0813,1,"D2","1_UP.","D2_UP","Arhgef37_D2_Resolving-Mac"
"3692","ENSMUSG00000054008","Ndst1","D2","Resolving-Mac",1024.80309113076,862.5343,1187.0719,"1.9215e-02",0.3943,1,"D2","1_UP.","D2_UP","Ndst1_D2_Resolving-Mac"
"3693","ENSMUSG00000054072","Iigp1","D2","Resolving-Mac",30.1350100107731,10.651,49.619,"2.6371e-03",1.9678,1,"D2","1_UP.","D2_UP","Iigp1_D2_Resolving-Mac"
"3694","ENSMUSG00000073555","Gm4951","D2","Resolving-Mac",26.5281338193381,6.777,46.2792,"3.4319e-04",2.5503,2,"D2.D7","2_UP.","D2_UP.D7_UP","Gm4951_D2_Resolving-Mac"
"3695","ENSMUSG00000026365","Cfh","D2","Resolving-Mac",931.634274522673,653.5098,1209.7587,"5.8655e-04",0.8061,1,"D2","1_UP.","D2_UP","Cfh_D2_Resolving-Mac"
"3696","ENSMUSG00000026640","Plxna2","D2","Resolving-Mac",71.0267224766233,115.5304,26.523,"6.9010e-06",-1.9843,2,"D2.D4","2_DOWN","D2_DOWN.D4_DOWN","Plxna2_D2_Resolving-Mac"
