"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown"
"4375","ENSMUSG00000033327","Tnxb","D4","FAPs",2413.16156910151,1344.14655765328,3482.17658054975,5.88548053599345e-15,1.33758035181405,1,"D4","1_UP.","D4_UP"
"4376","ENSMUSG00000041736","Tspo","D4","FAPs",212.571610156563,146.344271229658,278.798949083467,0.0115364777410235,0.779518787668603,1,"D4","1_UP.","D4_UP"
"4377","ENSMUSG00000052516","Robo2","D4","FAPs",38.1501245231218,66.042184661384,10.2580643848597,8.60823050221591e-05,-2.45883991018422,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"4378","ENSMUSG00000057880","Abat","D4","FAPs",410.810046185133,508.771645715599,312.848446654666,0.0238908098087305,-0.571358152823747,1,"D4","1_DOWN","D4_DOWN"
"4379","ENSMUSG00000071713","Csf2rb","D4","FAPs",13.5851761471092,1.96908463999117,25.2012676542273,0.0127797000533058,3.06061564132901,1,"D4","1_UP.","D4_UP"
"4380","ENSMUSG00000073418","C4b","D4","FAPs",2105.71915881865,1399.78501643112,2811.65330120618,1.35176274617256e-09,0.966484752469744,1,"D4","1_UP.","D4_UP"
"4381","ENSMUSG00000090231","Cfb","D4","FAPs",179.554954653818,118.735381550381,240.374527757255,0.00334172776402699,0.887601900324444,2,"D4.D7","2_UP.","D4_UP.D7_UP"
"4382","ENSMUSG00000024529","Lox","D4","FAPs",37504.3021789484,31628.7216529596,43379.8827049371,0.00487478816211513,0.401454971971126,3,"D2.D4.D7","3_UP.","D2_UP.D4_UP.D7_UP"
"4383","ENSMUSG00000024642","Tle4","D4","FAPs",122.616556426121,88.8011250663251,156.431987785916,0.0348796254772621,0.643666698160175,1,"D4","1_UP.","D4_UP"
"4384","ENSMUSG00000024661","Fth1","D4","FAPs",5079.80322327511,3965.86527972898,6193.74116682124,0.00124956402174588,0.576319976680049,1,"D4","1_UP.","D4_UP"
"4385","ENSMUSG00000024737","Slc15a3","D4","FAPs",91.4319245080204,56.8373664255601,126.026482590481,0.0245143591462474,0.923163921457157,1,"D4","1_UP.","D4_UP"
"4386","ENSMUSG00000024827","Gldc","D4","FAPs",117.05651524366,58.5837485031381,175.529281984181,6.77768952885393e-06,1.47812690709115,1,"D4","1_UP.","D4_UP"
"4387","ENSMUSG00000024924","Vldlr","D4","FAPs",240.627704334973,162.5796474194,318.675761250546,0.000398786822781977,0.877515402731466,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"4388","ENSMUSG00000025212","Sfxn3","D4","FAPs",573.645539074798,468.097341380587,679.193736769009,0.0104870188899953,0.458849294842655,1,"D4","1_UP.","D4_UP"
"4389","ENSMUSG00000034295","Fhod3","D4","FAPs",52.4253903040333,81.5162091942701,23.3345714137966,0.002262256601848,-1.5778433542908,1,"D4","1_DOWN","D4_DOWN"
"4390","ENSMUSG00000041482","Piezo2","D4","FAPs",1060.19108800876,1392.97904676179,727.403129255731,8.83331477573916e-07,-0.884820002174522,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"4391","ENSMUSG00000052387","Trpm3","D4","FAPs",169.710122683372,121.011566078938,218.408679287805,0.0257349986073438,0.686076577819006,3,"D0.D4.D7","3_UP.","D0_UP.D4_UP.D7_UP"
"4392","ENSMUSG00000056481","Cd248","D4","FAPs",2189.77713814005,1776.96015372178,2602.59412255833,0.00188570130354837,0.489224255559629,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4393","ENSMUSG00000058624","Gda","D4","FAPs",392.21168151967,185.860897938856,598.562465100483,0.042540623297983,1.28236044578784,1,"D4","1_UP.","D4_UP"
"4394","ENSMUSG00000069833","Ahnak","D4","FAPs",28128.7706335349,25057.5511205705,31199.9901464993,0.0390344326362466,0.268548825195012,1,"D4","1_UP.","D4_UP"
"4395","ENSMUSG00000026748","Plxdc2","D4","Inflammatory-Mac",59.3751945505554,101.45782877494,17.2925603261712,1.80165010596841e-06,-2.41615869350592,1,"D4","1_DOWN","D4_DOWN"
"4396","ENSMUSG00000089844","A530032D15Rik","D4","Inflammatory-Mac",226.435447189764,137.615770778021,315.255123601508,0.00231865434982962,1.08734164014872,2,"D2.D4","2_UP.","D2_UP.D4_UP"
"4397","ENSMUSG00000054293","P2ry10b","D4","Inflammatory-Mac",450.213413501102,342.279004824898,558.147822177306,0.0227614167300664,0.615987198909243,1,"D4","1_UP.","D4_UP"
"4398","ENSMUSG00000075014","Gm10800","D4","Inflammatory-Mac",356.980278795356,482.042608847998,231.917948742714,0.0100576580138493,-0.935670302834083,1,"D4","1_DOWN","D4_DOWN"
"4399","ENSMUSG00000023274","Cd4","D4","Inflammatory-Mac",351.796077724966,506.442505392563,197.14965005737,1.34738504785737e-08,-1.30352669010243,1,"D4","1_DOWN","D4_DOWN"
"4400","ENSMUSG00000068263","Efcc1","D4","Inflammatory-Mac",48.216191958688,76.3424204657429,20.0899634516331,0.0413126321122456,-1.63919265300732,1,"D4","1_DOWN","D4_DOWN"
"4401","ENSMUSG00000089997","1810020O05Rik","D4","Inflammatory-Mac",22.5674543782926,41.8635388732412,3.27136988334403,0.0356177005876509,-0.00047015960631658,1,"D4","1_DOWN","D4_DOWN"
"4402","ENSMUSG00000051504","Siglech","D4","Inflammatory-Mac",187.567372297952,262.090383588272,113.044361007633,0.0374640681956011,-1.03771007874847,1,"D4","1_DOWN","D4_DOWN"
"4403","ENSMUSG00000031613","Hpgd","D4","Inflammatory-Mac",465.696533040766,642.709811219835,288.683254861697,0.000268099727261263,-1.06641407991417,1,"D4","1_DOWN","D4_DOWN"
"4404","ENSMUSG00000052270","Fpr2","D4","Inflammatory-Mac",139.817144140153,75.0392554339231,204.595032846383,0.00608382584988456,1.30418916075691,1,"D4","1_UP.","D4_UP"
"4405","ENSMUSG00000012282","Wnt8a","D4","Inflammatory-Mac",26.1931275245948,44.0070794015738,8.37917564761589,0.029855012242243,-2.081127524908,1,"D4","1_DOWN","D4_DOWN"
"4406","ENSMUSG00000034765","Dusp5","D4","Inflammatory-Mac",572.469432425777,703.112251988379,441.826612863175,0.0349149850770979,-0.580556341939655,1,"D4","1_DOWN","D4_DOWN"
"4407","ENSMUSG00000079808","AC168977.1","D4","Inflammatory-Mac",37.4291177209179,12.7068359930711,62.1513994487647,0.00867417085206925,2.04542552682367,1,"D4","1_UP.","D4_UP"
"4408","ENSMUSG00000108929","Cc2d2b","D4","Inflammatory-Mac",131.813825102345,198.581543130552,65.0461070741375,2.42454212044976e-05,-1.50677645406524,1,"D4","1_DOWN","D4_DOWN"
"4409","ENSMUSG00000026640","Plxna2","D4","Inflammatory-Mac",75.4945874158255,125.495554588672,25.4936202429786,1.12286617929682e-06,-2.18203418332912,2,"D2.D4","2_DOWN","D2_DOWN.D4_DOWN"
"4410","ENSMUSG00000010461","Eya4","D4","Inflammatory-Mac",193.232351864755,119.223814837656,267.240888891855,0.0374640681956011,0.998946686665993,1,"D4","1_UP.","D4_UP"
"4411","ENSMUSG00000021822","Plau","D4","Inflammatory-Mac",2160.56203424062,1766.02419722768,2555.09987125355,0.00867417085206925,0.47591919566443,1,"D4","1_UP.","D4_UP"
"4412","ENSMUSG00000033083","Tbc1d4","D4","Inflammatory-Mac",298.181363107611,381.642346351111,214.72037986411,0.029855012242243,-0.00256556063130327,1,"D4","1_DOWN","D4_DOWN"
"4413","ENSMUSG00000073418","C4b","D4","Inflammatory-Mac",762.465213055892,520.715427906923,1004.21499820486,0.0112502470567319,0.839727525936414,2,"D2.D4","2_UP.","D2_UP.D4_UP"
"4414","ENSMUSG00000004880","Lbr","D4","MuSCs",778.736748184132,673.26066786932,936.95086865635,0.00741447463436054,0.41614032111022,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4415","ENSMUSG00000009214","Mymk","D4","MuSCs",628.457755154509,466.592331144447,871.255891169602,1.14372331976925e-06,0.848594333155231,1,"D4","1_UP.","D4_UP"
"4416","ENSMUSG00000009418","Nav1","D4","MuSCs",3871.84637945282,4498.22078048981,2932.28477789733,9.25100743180786e-07,-0.583389186909376,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"4417","ENSMUSG00000010175","Prox1","D4","MuSCs",1900.28204605888,2157.1099250758,1515.04022753349,1.42319533108064e-05,-0.479439678860873,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"4418","ENSMUSG00000015222","Map2","D4","MuSCs",1281.23711284423,1432.10466184792,1054.93578933868,0.00316403087252812,-0.395558641902298,1,"D4","1_DOWN","D4_DOWN"
"4419","ENSMUSG00000016494","Cd34","D4","MuSCs",66.202000790915,28.1824806125396,123.231281058478,0.000188892747888778,1.89773894997339,1,"D4","1_UP.","D4_UP"
"4420","ENSMUSG00000016526","Dyrk3","D4","MuSCs",35.836646918546,20.674599187715,58.5797185147925,0.0389671197070725,1.00699652727101,1,"D4","1_UP.","D4_UP"
"4421","ENSMUSG00000018199","Ro60","D4","MuSCs",1049.73367478045,941.716025162389,1211.76014920754,0.0129925276616853,0.320263982842379,1,"D4","1_UP.","D4_UP"
"4422","ENSMUSG00000025780","Itih5","D4","MuSCs",955.724488469709,1140.29017464397,678.875959208314,0.000396291473320659,-0.674071616714586,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4423","ENSMUSG00000025781","Atp5c1","D4","MuSCs",2430.03783197954,2195.73218865732,2781.49629696287,0.0109859343553007,0.303488496543827,1,"D4","1_UP.","D4_UP"
"4424","ENSMUSG00000025930","Msc","D4","MuSCs",209.970631550063,249.331090366435,150.929943325505,0.0399391924182742,-0.532073791985571,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"4425","ENSMUSG00000025969","Nrp2","D4","MuSCs",386.998775311551,315.573023006568,494.137403769027,0.0112638123259505,0.537909942801391,2,"D2.D4","2_UP.","D2_UP.D4_UP"
"4426","ENSMUSG00000026042","Col5a2","D4","MuSCs",6877.76107571091,7443.97268177379,6028.4436666166,0.00747743552377726,-0.27575491545823,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"4427","ENSMUSG00000026043","Col3a1","D4","MuSCs",8704.13942712615,10005.9994305488,6751.34942199213,6.44055427751615e-12,-0.546786260020144,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"4428","ENSMUSG00000026123","Plekhb2","D4","MuSCs",199.569961460389,162.027586437136,255.883523995268,0.0466755359258572,0.483631702981395,1,"D4","1_UP.","D4_UP"
"4429","ENSMUSG00000026185","Igfbp5","D4","MuSCs",25171.6893501738,26488.3988859916,23196.6250464469,0.0429518714757651,-0.17621569206417,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4430","ENSMUSG00000026192","Atic","D4","MuSCs",678.416030757407,585.292611589045,818.101159509952,0.0234901238624564,0.401527776172044,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4431","ENSMUSG00000026193","Fn1","D4","MuSCs",7948.01854478661,10812.1936036925,3651.75595642784,4.1425463157368e-07,-1.4700374922248,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN"
"4432","ENSMUSG00000026202","Tuba4a","D4","MuSCs",298.698272666849,160.253038698371,506.366123619566,3.99753687013471e-15,1.61657017981963,1,"D4","1_UP.","D4_UP"
"4433","ENSMUSG00000026207","Speg","D4","MuSCs",1098.38267841658,1268.63007230854,843.01158757864,6.36573750153939e-07,-0.559099022534704,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4434","ENSMUSG00000026229","Psmd1","D4","MuSCs",1362.44205387207,1183.57219144647,1630.74684751047,0.00205129435308099,0.416304228092657,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4435","ENSMUSG00000026234","Ncl","D4","MuSCs",8609.87260846501,7336.07360194205,10520.5711182495,4.48386084679836e-07,0.495987993063826,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4436","ENSMUSG00000026251","Chrnd","D4","MuSCs",772.034075525528,685.523181058067,901.80041722672,0.0298700646993459,0.333492568097587,1,"D4","1_UP.","D4_UP"
"4437","ENSMUSG00000026313","Hdac4","D4","MuSCs",707.118128091478,813.058125942878,548.208131314378,0.000236320057901306,-0.521252836129902,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"4438","ENSMUSG00000026341","Actr3","D4","MuSCs",2597.72170115495,2340.30841316961,2983.84163313295,0.000731983380700331,0.325783706146291,1,"D4","1_UP.","D4_UP"
"4439","ENSMUSG00000026355","Mcm6","D4","MuSCs",1386.43097535393,1188.00323593286,1684.07258448555,0.000154332271031341,0.466093578626743,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4440","ENSMUSG00000026452","Syt2","D4","MuSCs",45.8319712722501,60.8418918837859,23.3170903549464,0.0339897933342248,-0.942651724625197,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4441","ENSMUSG00000026458","Ppfia4","D4","MuSCs",323.48795216726,274.030889102281,397.673546764729,0.0267291284470384,0.434798537989093,1,"D4","1_UP.","D4_UP"
"4442","ENSMUSG00000026459","Myog","D4","MuSCs",1003.72062160839,912.119225242228,1141.12271615763,0.0221243496725723,0.28409985732891,2,"D0.D4","1_UP.1_DOWN","D0_DOWN.D4_UP"
"4443","ENSMUSG00000026478","Lamc1","D4","MuSCs",3161.84890208024,3482.95546378584,2680.18905952186,8.76298586228306e-05,-0.355563493394148,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"4444","ENSMUSG00000026553","Copa","D4","MuSCs",4344.4254812989,4745.0677026618,3743.46214925455,4.72054906680473e-05,-0.315979271370397,1,"D4","1_DOWN","D4_DOWN"
"4445","ENSMUSG00000026576","Atp1b1","D4","MuSCs",461.965755639133,362.010146075634,611.899169984382,0.00299636784151159,0.65513312895722,1,"D4","1_UP.","D4_UP"
"4446","ENSMUSG00000026601","Axdnd1","D4","MuSCs",144.939963723606,178.297843093865,94.9031446682183,0.00899351910299122,-0.735446180628957,1,"D4","1_DOWN","D4_DOWN"
"4447","ENSMUSG00000026605","Cenpf","D4","MuSCs",1636.92626954857,1421.34018496194,1960.30539642851,0.00149103977559461,0.420168719886443,4,"D0.D2.D4.D7","1_UP.3_DOWN","D0_DOWN.D2_DOWN.D4_UP.D7_DOWN"
"4448","ENSMUSG00000026657","Frmd4a","D4","MuSCs",1416.44368999397,1535.0050538739,1238.60164417407,0.0223791147906392,-0.271932546516301,1,"D4","1_DOWN","D4_DOWN"
"4449","ENSMUSG00000026678","Rgs5","D4","MuSCs",9015.33887378294,10683.2384931468,6513.48944473723,0.0366260307813491,-0.530058559860606,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"4450","ENSMUSG00000026683","Nuf2","D4","MuSCs",424.165355369926,338.32477000514,552.926233417106,0.000182072233029813,0.646060960200571,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4451","ENSMUSG00000026701","Prdx6","D4","MuSCs",536.144634422698,447.000179380324,669.861316986259,0.00092346613290681,0.524872208084252,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4452","ENSMUSG00000026718","Stam","D4","MuSCs",1826.08548598024,1684.76613622007,2038.06451062049,0.0404923420465793,0.241049496769753,1,"D4","1_UP.","D4_UP"
"4453","ENSMUSG00000026749","Nek6","D4","MuSCs",708.873104516627,805.943525775802,563.267472627863,0.000709319280770687,-0.468908003950898,1,"D4","1_DOWN","D4_DOWN"
"4454","ENSMUSG00000026767","Mindy3","D4","MuSCs",336.892935683621,281.040566153005,420.671489979545,0.0386183238839304,0.446971020255427,1,"D4","1_UP.","D4_UP"
"4455","ENSMUSG00000026779","Mastl","D4","MuSCs",337.928614224273,256.94566778539,459.403033882598,0.00014370339286586,0.765087166803022,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4456","ENSMUSG00000026826","Nr4a2","D4","MuSCs",501.764992911805,393.079266126935,664.79358308911,1.33156197689757e-05,0.704538795477778,2,"D2.D4","2_UP.","D2_UP.D4_UP"
"4457","ENSMUSG00000026827","Gpd2","D4","MuSCs",721.56737972383,568.486294363829,951.189007763833,6.19111909464378e-07,0.701504190958868,1,"D4","1_UP.","D4_UP"
"4458","ENSMUSG00000026837","Col5a1","D4","MuSCs",4592.53164510798,5486.96083797428,3250.88785580852,3.30307808951261e-10,-0.726229337181051,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"4459","ENSMUSG00000026869","Psmd5","D4","MuSCs",465.273946795943,405.863237093163,554.390011350114,0.0363492902772685,0.365520905076671,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4460","ENSMUSG00000026883","Dab2ip","D4","MuSCs",536.014074713458,627.887494014751,398.203945761519,0.00032136946225384,-0.596397018748894,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4461","ENSMUSG00000026924","Sec16a","D4","MuSCs",2363.24113168952,2636.47270738278,1953.39376814964,4.04012791879661e-05,-0.405161009190791,1,"D4","1_DOWN","D4_DOWN"
"4462","ENSMUSG00000026980","Ly75","D4","MuSCs",373.488527212336,252.844665103544,554.454320375523,2.07891419186771e-06,1.05889060163995,1,"D4","1_UP.","D4_UP"
"4463","ENSMUSG00000032666","1700025G04Rik","D4","MuSCs",359.86564245631,409.869593058694,284.859716552734,0.0258083325785688,-0.42919628243155,1,"D4","1_DOWN","D4_DOWN"
"4464","ENSMUSG00000033722","BC034090","D4","MuSCs",734.287796084873,828.074081480191,593.608367991894,0.00489945078792013,-0.419948880655157,1,"D4","1_DOWN","D4_DOWN"
"4465","ENSMUSG00000033845","Mrpl15","D4","MuSCs",296.661982216127,247.205107609985,370.84729412534,0.03432155658121,0.457992167986974,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4466","ENSMUSG00000036155","Mgat5","D4","MuSCs",662.891460888027,738.350838878928,549.702393901676,0.0456542510218637,-0.343786618759203,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"4467","ENSMUSG00000036617","Etl4","D4","MuSCs",652.656278145134,737.360419285078,525.600066435218,0.00187164304697891,-0.437768093327924,1,"D4","1_DOWN","D4_DOWN"
"4468","ENSMUSG00000038305","Spats2l","D4","MuSCs",2263.97786776581,2831.02340527261,1413.4095615056,1.07791062365127e-16,-0.979014684177208,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"4469","ENSMUSG00000038323","1700066M21Rik","D4","MuSCs",183.749678510005,149.986073720078,234.395085694896,0.0345166219327103,0.494212750366524,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4470","ENSMUSG00000038740","Mvb12b","D4","MuSCs",326.749247110082,374.844749380251,254.605993704829,0.0355245874003072,-0.43732998089764,1,"D4","1_DOWN","D4_DOWN"
"4471","ENSMUSG00000039630","Hnrnpu","D4","MuSCs",9656.1242363092,9099.81050068638,10490.5948397434,0.0346754743250871,0.188597678424514,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4472","ENSMUSG00000040181","Fmo1","D4","MuSCs",327.583351903563,263.066067343949,424.359278742984,0.039307115958233,0.516054853631386,1,"D4","1_UP.","D4_UP"
"4473","ENSMUSG00000040265","Dnm3","D4","MuSCs",188.537023970593,229.06311115666,127.747893191492,0.0228140666022541,-0.650130934457214,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN"
"4474","ENSMUSG00000040596","Pogk","D4","MuSCs",398.508052071793,456.499790575056,311.520444316898,0.0127520511287799,-0.460369692683551,1,"D4","1_DOWN","D4_DOWN"
"4475","ENSMUSG00000040710","St8sia4","D4","MuSCs",43.6603797377694,15.5649857940093,85.8034706534097,0.0142035136034255,1.88487142880769,2,"D2.D4","2_UP.","D2_UP.D4_UP"
"4476","ENSMUSG00000040918","Slc19a2","D4","MuSCs",211.736327506967,170.593840388396,273.450058184824,0.0187136889717463,0.54741359616998,1,"D4","1_UP.","D4_UP"
"4477","ENSMUSG00000041498","Kif14","D4","MuSCs",415.1276053062,357.875711650445,501.005445789832,0.0446777213406493,0.383928050921736,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4478","ENSMUSG00000041859","Mcm3","D4","MuSCs",603.956227630599,437.429682823078,853.746044841881,7.37512339811436e-07,0.910249136414485,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4479","ENSMUSG00000042686","Jph1","D4","MuSCs",246.402610512265,192.249042546848,327.632962460391,0.00279234900172463,0.663777887866312,1,"D4","1_UP.","D4_UP"
"4480","ENSMUSG00000042699","Dhx9","D4","MuSCs",3900.22004573473,3620.90065188189,4319.19913651399,0.0098906280204603,0.234721912134846,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4481","ENSMUSG00000043415","Otud1","D4","MuSCs",169.008226440023,118.786399980173,244.340966129797,0.00315945518736774,0.883657996565186,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"4482","ENSMUSG00000046618","Olfml2a","D4","MuSCs",2298.58441727534,2591.78070240281,1858.78998958412,0.00249001579059312,-0.428726989619494,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP"
"4483","ENSMUSG00000048402","Gli2","D4","MuSCs",208.933970510503,255.259141487344,139.446214045242,0.00670798854289576,-0.722689916945611,1,"D4","1_DOWN","D4_DOWN"
"4484","ENSMUSG00000049866","Arl4c","D4","MuSCs",583.198553245342,497.130806457809,712.300173426641,0.00125869660635555,0.466535235820502,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4485","ENSMUSG00000054766","Set","D4","MuSCs",2656.20856249574,2244.23860374039,3274.16350062877,3.19937138728344e-05,0.509440649421931,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4486","ENSMUSG00000054770","Kctd18","D4","MuSCs",679.882969241386,795.406216573263,506.598098243571,1.61918399531082e-05,-0.605346603641157,1,"D4","1_DOWN","D4_DOWN"
"4487","ENSMUSG00000055322","Tns1","D4","MuSCs",1503.06627389871,1340.41835225841,1747.03815635916,0.00113123989276884,0.350985755779402,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_UP.D7_DOWN"
"4488","ENSMUSG00000057335","Cep170","D4","MuSCs",3008.32387840951,3182.85538885878,2746.52661273561,0.0478287065347243,-0.192205069256683,1,"D4","1_DOWN","D4_DOWN"
"4489","ENSMUSG00000062590","Armc9","D4","MuSCs",214.91646684775,256.066071430385,153.192059973798,0.00994288075615292,-0.612950121261566,1,"D4","1_DOWN","D4_DOWN"
"4490","ENSMUSG00000067336","Bmpr2","D4","MuSCs",5925.74432478613,6397.39154941395,5218.27348784441,0.00425289313905248,-0.270078106490454,1,"D4","1_DOWN","D4_DOWN"
"4491","ENSMUSG00000073676","Hspe1","D4","MuSCs",864.013239636587,739.306923518929,1051.07271381307,0.00019449980616974,0.467786888798192,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4492","ENSMUSG00000079470","Utp14b","D4","MuSCs",1968.1616567804,2134.06992960007,1719.2992475509,0.00907859350963709,-0.281342623736427,1,"D4","1_DOWN","D4_DOWN"
"4493","ENSMUSG00000079588","Tmem182","D4","MuSCs",194.575001515092,129.696146892644,291.893283448763,0.00171084494885376,1.0104960905123,1,"D4","1_UP.","D4_UP"
"4494","ENSMUSG00000094410","Gm38394","D4","MuSCs",3945.54791690769,4238.89491709887,3505.52741662093,0.00224111950262778,-0.248621116567706,1,"D4","1_DOWN","D4_DOWN"
"4495","ENSMUSG00000000223","Drp2","D4","MuSCs",2201.01334303706,2435.62214089017,1849.1001462574,0.000143565667691944,-0.37154179890674,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"4496","ENSMUSG00000000392","Fap","D4","MuSCs",411.026100793051,493.225965914972,287.72630311017,0.000237065520319144,-0.704159233059274,1,"D4","1_DOWN","D4_DOWN"
"4497","ENSMUSG00000001924","Uba1","D4","MuSCs",3172.13230328006,2953.69529124281,3499.78782133594,0.0397005782830245,0.219157341815312,1,"D4","1_UP.","D4_UP"
"4498","ENSMUSG00000001986","Gria3","D4","MuSCs",89.9152600487456,64.7886122099188,127.605231806986,0.0168272451731548,0.766199687988224,1,"D4","1_UP.","D4_UP"
"4499","ENSMUSG00000002102","Psmc3","D4","MuSCs",1028.63600509592,928.534687408605,1178.7879816269,0.033304038639645,0.295483189305969,1,"D4","1_UP.","D4_UP"
"4500","ENSMUSG00000002718","Cse1l","D4","MuSCs",2405.71346770355,2125.23405657767,2826.43258439238,0.00155045909257581,0.375132897679723,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4501","ENSMUSG00000005087","Cd44","D4","MuSCs",5784.15829514041,5345.2755392899,6442.48242891617,0.00960540381347324,0.247037139962454,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4502","ENSMUSG00000005233","Spc25","D4","MuSCs",209.49415490298,173.17309273063,263.975748161505,0.0475917173642866,0.455702409947361,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4503","ENSMUSG00000006678","Pola1","D4","MuSCs",679.874917232032,581.471078151005,827.480675853573,0.0141638228420424,0.430931220315047,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4504","ENSMUSG00000006800","Sulf2","D4","MuSCs",132.140439390974,90.5990914848344,194.452461250184,0.0357329242493064,0.776778970382299,1,"D4","1_UP.","D4_UP"
"4505","ENSMUSG00000008333","Snrpb2","D4","MuSCs",368.7215036123,321.292381851192,439.865186253961,0.0377609464092895,0.36716264493931,1,"D4","1_UP.","D4_UP"
"4506","ENSMUSG00000015217","Hmgb3","D4","MuSCs",431.314797544935,339.773989418742,568.626009734225,0.000633732700176606,0.666537259554151,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4507","ENSMUSG00000016257","Prelid3b","D4","MuSCs",398.665028788693,345.683673077322,478.13706235575,0.0235927197882737,0.388767953697124,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4508","ENSMUSG00000016319","Slc25a5","D4","MuSCs",3173.72109308658,2574.52129925758,4072.52078383009,1.02242579071731e-08,0.634202145852921,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP"
"4509","ENSMUSG00000016933","Plcg1","D4","MuSCs",1154.71441928201,1291.25987537252,949.896235146249,0.00614585499557538,-0.388424745502141,1,"D4","1_DOWN","D4_DOWN"
"4510","ENSMUSG00000017057","Il13ra1","D4","MuSCs",363.842168539999,416.08399504065,285.479428789022,0.03623982363986,-0.427517214669352,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"4511","ENSMUSG00000018770","Atp5g3","D4","MuSCs",1021.69261368296,835.277211038407,1301.3157176498,1.00160637514417e-05,0.599508688103748,3,"D2.D4.D7","1_UP.2_DOWN","D2_DOWN.D4_UP.D7_DOWN"
"4512","ENSMUSG00000025059","Gk","D4","MuSCs",132.029608901945,103.899901376753,174.224170189734,0.0388759696717118,0.55187002848607,1,"D4","1_UP.","D4_UP"
"4513","ENSMUSG00000025151","Maged1","D4","MuSCs",4229.27204586927,4491.9247858162,3835.29293594888,0.0330767442689662,-0.206269926898409,1,"D4","1_DOWN","D4_DOWN"
"4514","ENSMUSG00000025525","Apool","D4","MuSCs",238.587764837448,199.592397902613,297.080815239701,0.0486526372026626,0.433266533627961,1,"D4","1_UP.","D4_UP"
