Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand expressing cells in condition 1,Ligand detection rate in condition 1,Ligand expression in condition 1,Ligand specificity in condition 1,Receptor expressing cells in condition 1,Receptor detection rate in condition 1,Receptor expression in condition 1,Receptor specificity in condition 1,Edge expression weight in condition 1,Edge specificity weight in condition 1,Ligand expressing cells in condition 2,Ligand detection rate in condition 2,Ligand expression in condition 2,Ligand specificity in condition 2,Receptor expressing cells in condition 2,Receptor detection rate in condition 2,Receptor expression in condition 2,Receptor specificity in condition 2,Edge expression weight in condition 2,Edge specificity weight in condition 2,Delta ligand expression,Fold change of ligand expression,Log2-transformed fold change of ligand expression,Delta ligand specificity,Fold change of ligand specificity,Log2-transformed fold change of ligand specificity,Delta receptor expression,Fold change of receptor expression,Log2-transformed fold change of receptor expression,Delta receptor specificity,Fold change of receptor specificity,Log2-transformed fold change of receptor specificity,Delta edge expression weight,Delta edge specificity weight,Fold change of edge expression weight,Log2-transformed fold change of edge expression weight,Fold change of edge specificity weight,Log2-transformed fold change of edge specificity weight
sCs,Lgi1,Adam22,sCs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,3.0,1.0,4.776152666666666,0.3172453796418847,0.0080685139048888,0.0032539172981531,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,15.55565633333333,0.7316196070296923,4.962093628551222,0.3267121533713572,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,10.779503666666663,0.30703639655705944,-1.7035184099108123,0.4143742273878076,0.4336206637898504,-1.205494586265663,4.954025114646333,0.32345823607320406,614.9947421599702,9.264430266093004,100.40579505717513,6.64969872857511
sCs,Lgi1,Adam23,ECs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,2.0,0.6666666666666666,0.0392626666666666,0.0053132315741316,6.632773155555556e-05,5.449666799774017e-05,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,0.1145763333333333,0.00655705387906,0.0365486663778888,0.0029281188913144,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,0.0753136666666667,0.3426769344454493,-1.5450790074395593,0.0012438223049284006,0.8103077498111528,-0.3034581562684167,0.03648233864633324,0.0028736222233166596,551.0314542760434,9.10599086362173,53.730237074967974,5.747662298577769
sCs,Lgi1,Adam23,sCs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,3.0,1.0,2.948244666666667,0.3989720510883627,0.0049805679902222,0.0040921701049879,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,7.968512,0.4560275320377672,2.541872986709333,0.2036437180703358,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,5.020267333333333,0.36998685158115685,-1.4344540930531129,0.05705548094940449,0.8748858853007163,-0.19283324188195952,2.536892418719111,0.19955154796534788,510.3580538805036,8.995365949235296,49.764235807821564,5.6370373841913946
FAPs,Pspn,Gfra4,ECs,1.0,0.3333333333333333,0.4194516666666666,0.1861377998535873,1.0,0.3333333333333333,0.0025873333333333,0.002703238278857,0.0010852612788888,0.0005031748257064,2.0,0.6666666666666666,2.059271,0.588102809346872,1.0,0.3333333333333333,0.2317793333333333,0.1410137876894167,0.4772964595326668,0.0829306046967893,1.6398193333333333,0.20368939623132004,-2.2955572171985743,0.4019650094932847,0.31650554443075346,-1.6596973223974392,0.229192,0.011162916452142556,-6.485142191159828,0.1383105494105597,0.019170028145126423,-5.705003734625494,0.476211198253778,0.0824274298710829,439.7986630660693,8.780699408358503,164.81469354188022,7.364701057023049
sCs,Lgi1,Adam23,FAPs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,3.0,1.0,4.402094666666667,0.5957147173375057,0.0074366052568888,0.0061101171140682,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,9.390663666666669,0.5374154140831726,2.995524672808778,0.2399883019851149,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,4.988569000000002,0.4687735417777181,-1.0930369505181412,-0.05829930325433308,1.1084808915534947,0.1485839006530124,2.9880880675518893,0.2338781848710467,402.8080783276635,8.653948806700335,39.277201648484834,5.295620241656398
sCs,Lgi1,Adam11,sCs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,3.0,1.0,1.199921666666667,0.7471024024646026,0.0020270676688888,0.0076628678835782,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,2.066403333333334,0.8067501316992219,0.6591613104988889,0.3602624509069257,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,0.866481666666667,0.5806812480945153,-0.7841816489608643,0.05964772923461936,0.9260641840752031,-0.11081590697635203,0.6571342428300001,0.35259958302334754,325.17972666409736,8.345093505143105,47.0140496195923,5.555020049285763
sCs,Lgi1,Rtn4r,sCs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,1.0,0.3333333333333333,0.0258623333333333,0.1413324638230279,4.369010177777778e-05,0.0014496165376576,3.0,1.0,0.3189896666666667,0.4465601389467652,1.0,0.3333333333333333,0.0413316666666666,1.0,0.0131843745727777,0.4465601389467652,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,0.0154693333333333,0.625726843824348,-0.6763950975761058,0.8586675361769721,0.1413324638230279,-2.8228352065893683,0.013140684470999923,0.4451105224091076,301.77028746322827,8.237306953758274,308.0539765835942,8.267039348898841
sCs,Lgi1,Adam11,FAPs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,2.0,0.6666666666666666,0.292138,0.181892708261126,0.0004935184613333,0.0018656341992653,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,0.4213883333333333,0.1645153624799848,0.1344185239872222,0.0734660031279394,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,0.1292503333333333,0.6932750076137214,-0.5285003422095705,-0.017377345781141196,1.1056274959322134,0.1448653997749421,0.1339250055258889,0.0716003689286741,272.3677724721265,8.089412198391845,39.3785679726877,5.299338742534479
sCs,Lgi1,Adam22,FAPs,1.0,0.3333333333333333,0.0016893333333333,0.0102567838870539,3.0,1.0,3.860692,0.256437929165941,0.0065219956853333,0.0026302284198987,3.0,1.0,0.3189896666666667,0.4465601389467652,3.0,1.0,4.873409,0.2292080450398417,1.554567112440333,0.1023551764407081,0.3173003333333334,0.005295887327593579,-7.560911856182205,0.4363033550597113,0.02296842685342459,-5.444204142309412,1.0127169999999999,0.7921953605781907,-0.3360718426355342,-0.02722988412609928,1.11879986202651,0.16195198100961503,1.5480451167549998,0.0997249480208094,238.35758063076494,7.896983698817718,38.91493821082284,5.282252161299793
sCs,Rspo3,Lgr6,sCs,1.0,0.3333333333333333,0.0151923333333333,0.0060219799559777,2.0,0.6666666666666666,0.2574026666666667,0.8535231505532037,0.0039105471128888,0.0051398993045943,3.0,1.0,0.5836756666666667,0.5679012625959595,3.0,1.0,1.010147,0.9884260089773856,0.5895982236563333,0.5613283784809425,0.5684833333333335,0.026028724856898208,-5.263751553702717,0.5618792826399818,0.010603920703486995,-6.559258402943695,0.7527443333333332,0.25481703818025175,-1.9724663491756311,0.13490285842418193,0.8635174942798693,-0.2117026888122038,0.5856876765434444,0.5561884791763482,150.77128765769686,7.236217902878377,109.2099952190112,6.7709610917559075
