Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Dcn,Tlr2,sCs,3.0,1.0,7285.701009,0.9820406017477924,2.0,0.6666666666666666,0.1758903333333333,0.0029814844274702,1281.484379040013,0.0029279387612545
ECs,Cxcl5,Cxcr2,ECs,1.0,0.3333333333333333,1.783579666666667,0.9681786442775064,1.0,0.3333333333333333,157.26769,0.9999730784752148,280.4994541076366,0.9681525794321378
ECs,Psap,Gpr37l1,FAPs,3.0,1.0,339.4154793333333,0.5189044318468032,2.0,0.6666666666666666,0.6162516666666668,0.2229389881401,209.1653548316322,0.1156840289773398
FAPs,Bgn,Tlr2,sCs,3.0,1.0,1112.909261,0.9101674599595008,2.0,0.6666666666666666,0.1758903333333333,0.0029814844274702,195.7499808870437,0.0027136501082594
FAPs,Psap,Gpr37l1,FAPs,3.0,1.0,243.634776,0.3724731861573274,2.0,0.6666666666666666,0.6162516666666668,0.2229389881401,150.14033676796,0.0830387952312336
FAPs,Il1b,Il1r2,ECs,1.0,0.3333333333333333,0.3524213333333333,0.0001673338051705,3.0,1.0,373.8120643333334,0.9916504392533644,131.7393461284391,0.0001659366413993
ECs,Ctf1,Il6st,FAPs,1.0,0.3333333333333333,0.9581143333333334,0.3094343388498081,3.0,1.0,94.96115633333334,0.6128871635375853,90.98364499287412,0.1896483342387869
ECs,Ctf1,Lifr,FAPs,1.0,0.3333333333333333,0.9581143333333334,0.3094343388498081,3.0,1.0,80.77474466666666,0.6691786071115035,77.39144063647356,0.2070668398639836
FAPs,Prn,Rpsa,ECs,1.0,0.3333333333333333,0.6340866666666667,0.4893796995382657,3.0,1.0,106.5625623333333,0.4373345410925676,67.56989994140223,0.2140226463175861
FAPs,Prn,Rpsa,FAPs,1.0,0.3333333333333333,0.6340866666666667,0.4893796995382657,3.0,1.0,102.9000496666667,0.4223035277493257,65.24754949297112,0.2066667735239147
sCs,Inha,Tgfbr3,FAPs,2.0,0.6666666666666666,0.5316996666666666,1.0,3.0,1.0,114.2734143333333,0.7143556381787382,60.75913630989521,0.7143556381787382
