Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Serpina1e,Lrp1,FAPs,1.0,0.3333333333333333,10.07790633333333,0.9814109291188732,3.0,1.0,256.4443053333333,0.8370788162388805,2584.421688866067,0.8215182987907262
ECs,Il1b,Il1r2,sCs,3.0,1.0,1413.335253,0.9999668843963776,2.0,0.6666666666666666,0.5922433333333333,0.0022067535006049,837.03838135423,0.0022066804226307
FAPs,Serpina1e,Lrp1,sCs,1.0,0.3333333333333333,10.07790633333333,0.9814109291188732,3.0,1.0,32.74538866666666,0.1068866440482915,330.0049598312615,0.1048997206458321
FAPs,Fgg,Itgb1,sCs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,124.6916553333333,0.3629827433189773,230.1245182448929,0.3629827433189773
FAPs,Fgg,Itgb1,ECs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,112.513392,0.3275312977368564,207.648940587744,0.3275312977368564
FAPs,Fgg,Itgb1,FAPs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,106.314466,0.3094859589441663,196.2085209736787,0.3094859589441663
ECs,Il1rn,Il1r2,sCs,3.0,1.0,305.026516,0.9998851412135497,2.0,0.6666666666666666,0.5922433333333333,0.0022067535006049,180.6499205908933,0.0022065000355759
sCs,Cxcl5,Cxcr2,ECs,1.0,0.3333333333333333,1.537684333333333,0.2426595028667211,1.0,0.3333333333333333,113.4026386666667,1.0,174.3774608363942,0.2426595028667211
FAPs,Serpina1e,Lrp1,ECs,1.0,0.3333333333333333,10.07790633333333,0.9814109291188732,3.0,1.0,17.16653,0.0560345397128279,173.0026814083566,0.0549929096823148
FAPs,Fga,Itgb1,sCs,1.0,0.3333333333333333,1.326562,1.0,3.0,1.0,124.6916553333333,0.3629827433189773,165.4112116822974,0.3629827433189773
FAPs,Has2,Hmmr,sCs,3.0,1.0,17.78255766666667,0.8729342402798459,3.0,1.0,9.212845,0.7358330192432398,163.8279474865616,0.6423338376259228
ECs,Apoe,Lrp8,sCs,3.0,1.0,100.8373843333333,0.6551985585448407,3.0,1.0,1.576726666666667,0.4025021234795486,158.9929928752822,0.2637188111150377
sCs,Ccl5,Ccr1,ECs,2.0,0.6666666666666666,0.997796,0.4306851524101214,1.0,0.3333333333333333,151.722402,1.0,151.388005825992,0.4306851524101214
FAPs,Fga,Itgb1,ECs,1.0,0.3333333333333333,1.326562,1.0,3.0,1.0,112.513392,0.3275312977368564,149.255990318304,0.3275312977368564
FAPs,Fga,Itgb1,FAPs,1.0,0.3333333333333333,1.326562,1.0,3.0,1.0,106.314466,0.3094859589441663,141.032730645892,0.3094859589441663
FAPs,Fgg,Itgb2,ECs,1.0,0.3333333333333333,1.845548666666667,1.0,1.0,0.3333333333333333,76.13138833333333,0.9985083984418028,140.5041822300656,0.9985083984418028
FAPs,Il33,Il1rl1,FAPs,3.0,1.0,37.79047733333334,0.9345728771499232,3.0,1.0,3.249118,0.6759903762772405,122.7857201323253,0.6317622708830798
ECs,Icam1,Spn,ECs,3.0,1.0,99.11651100000002,0.799346251215574,1.0,0.3333333333333333,1.110107333333333,0.9231753941272872,110.029965715514,0.7379367905101071
FAPs,Il11,Il6st,FAPs,3.0,1.0,1.218041,0.6985119939686074,3.0,1.0,85.119611,0.5571899111219771,103.679176102051,0.3892038358370034
FAPs,Fga,Itgb2,ECs,1.0,0.3333333333333333,1.326562,1.0,1.0,0.3333333333333333,76.13138833333333,0.9985083984418028,100.9930067702433,0.9985083984418028
sCs,Fndc5,Itgav,FAPs,3.0,1.0,2.292013666666667,0.8231631904111398,3.0,1.0,40.62063066666667,0.5209011059384622,93.10304063661914,0.4287866162529956
ECs,Gnai2,Agtr2,sCs,3.0,1.0,184.0626906666667,0.6510505751503485,1.0,0.3333333333333333,0.472411,0.9125311719493986,86.95323976053066,0.5941039443402775
sCs,Areg,Egfr,FAPs,1.0,0.3333333333333333,1.074794,0.9265665208301904,3.0,1.0,80.22623699999998,0.77105616682495,86.22667817017799,0.7144348298596568
sCs,Fndc5,Itgb5,FAPs,3.0,1.0,2.292013666666667,0.8231631904111398,3.0,1.0,37.153391,0.6863556906301786,85.15607993501034,0.5649827400559791
FAPs,Plg,F3,FAPs,1.0,0.3333333333333333,0.465759,1.0,3.0,1.0,173.637756,0.962238263842902,80.87334759680401,0.962238263842902
FAPs,Fga,Itgam,ECs,1.0,0.3333333333333333,1.326562,1.0,1.0,0.3333333333333333,57.20386266666667,1.0,75.88447046681867,1.0
FAPs,Fgg,Itgav,FAPs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,40.62063066666667,0.5209011059384622,74.96735076602579,0.5209011059384622
FAPs,Hp,Itgb2,ECs,3.0,1.0,0.925855,0.0347343693274646,1.0,0.3333333333333333,76.13138833333333,0.9985083984418028,70.48662654535833,0.0346825594880528
FAPs,Fgb,Itgb1,sCs,1.0,0.3333333333333333,0.5575706666666667,1.0,3.0,1.0,124.6916553333333,0.3629827433189773,69.52440939197689,0.3629827433189773
ECs,Timp3,Agtr2,sCs,2.0,0.6666666666666666,134.6741433333333,0.4097716001282303,1.0,0.3333333333333333,0.472411,0.9125311719493986,63.62154672624332,0.3739293584965944
FAPs,Fgb,Itgb1,ECs,1.0,0.3333333333333333,0.5575706666666667,1.0,3.0,1.0,112.513392,0.3275312977368564,62.734166986368,0.3275312977368564
FAPs,Timp3,Agtr2,sCs,3.0,1.0,131.625918,0.4004967969516487,1.0,0.3333333333333333,0.472411,0.9125311719493986,62.18153154829799,0.3654658114842683
FAPs,Fgb,Itgb1,FAPs,1.0,0.3333333333333333,0.5575706666666667,1.0,3.0,1.0,106.314466,0.3094859589441663,59.27782768393067,0.3094859589441663
FAPs,Plg,Itgb1,sCs,1.0,0.3333333333333333,0.465759,1.0,3.0,1.0,124.6916553333333,0.3629827433189773,58.07626069639801,0.3629827433189773
FAPs,Fgg,Itga5,FAPs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,30.56986233333333,0.4505269713084062,56.41816866946689,0.4505269713084062
FAPs,Il11,Il11ra1,FAPs,3.0,1.0,1.218041,0.6985119939686074,3.0,1.0,46.01708333333334,0.8402054937183234,56.05069420041668,0.5868936147605643
FAPs,Fga,Itgav,FAPs,1.0,0.3333333333333333,1.326562,1.0,3.0,1.0,40.62063066666667,0.5209011059384622,53.88578505843467,0.5209011059384622
FAPs,Fgg,Itga5,ECs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,28.72417333333333,0.4233259107972328,53.01185979643555,0.4233259107972328
FAPs,Hp,Itgam,ECs,3.0,1.0,0.925855,0.0347343693274646,1.0,0.3333333333333333,57.20386266666667,1.0,52.96248226924667,0.0347343693274646
FAPs,Plg,Itgb1,ECs,1.0,0.3333333333333333,0.465759,1.0,3.0,1.0,112.513392,0.3275312977368564,52.404124944528,0.3275312977368564
FAPs,Plg,Itgb1,FAPs,1.0,0.3333333333333333,0.465759,1.0,3.0,1.0,106.314466,0.3094859589441663,49.516919369694,0.3094859589441663
ECs,Serpina1e,Lrp1,FAPs,2.0,0.6666666666666666,0.1908873333333333,0.0185890708811268,3.0,1.0,256.4443053333333,0.8370788162388805,48.95196959359911,0.0155605174481543
ECs,Chad,Itgb1,sCs,2.0,0.6666666666666666,0.3922333333333334,0.0256613752229096,3.0,1.0,124.6916553333333,0.3629827433189773,48.90822361024446,0.0093146363757493
FAPs,Il11,Il6st,ECs,3.0,1.0,1.218041,0.6985119939686074,3.0,1.0,39.96608766666667,0.2616165719423124,48.68033338759435,0.1827423133226563
FAPs,Fgg,Tlr4,ECs,1.0,0.3333333333333333,1.845548666666667,1.0,3.0,1.0,25.94532566666667,0.5401813355606462,47.88336119034911,0.5401813355606462
sCs,Fndc5,Itgav,sCs,3.0,1.0,2.292013666666667,0.8231631904111398,3.0,1.0,20.825229,0.2670535794123827,47.73170947946301,0.2198286764398116
sCs,Apoe,Lrp8,sCs,3.0,1.0,29.15819666666667,0.1894575960302029,3.0,1.0,1.576726666666667,0.4025021234795486,45.97450623624444,0.0762570847114871
ECs,Ptn,Ptprb,ECs,1.0,0.3333333333333333,0.3206776666666667,0.030019774614146,3.0,1.0,141.7673063333333,0.9653621431809044,45.46160900459189,0.0289799539593197
sCs,Apln,Aplnr,ECs,1.0,0.3333333333333333,0.956474,0.092344323577384,3.0,1.0,47.237054,0.9751595101457012,45.181013987596,0.0900504453444579
ECs,Chad,Itgb1,ECs,2.0,0.6666666666666666,0.3922333333333334,0.0256613752229096,3.0,1.0,112.513392,0.3275312977368564,44.13150278880001,0.0084049035284719
FAPs,C3,Cd19,sCs,3.0,1.0,154.8642143333334,0.8145606273154508,1.0,0.3333333333333333,0.284271,1.0,44.02340507275101,0.8145606273154508
FAPs,Fn1,Itgb8,ECs,3.0,1.0,385.0524703333334,0.8846641374295412,1.0,0.3333333333333333,0.1126243333333333,0.0108293690316321,43.36627776964477,0.009580354413275
FAPs,Fgb,Itgb2,ECs,1.0,0.3333333333333333,0.5575706666666667,1.0,1.0,0.3333333333333333,76.13138833333333,0.9985083984418028,42.44862894727556,0.9985083984418028
FAPs,Npnt,Itgb1,sCs,2.0,0.6666666666666666,0.3352123333333334,0.0716936393128471,3.0,1.0,124.6916553333333,0.3629827433189773,41.79818073148245,0.0260235538762985
ECs,Chad,Itgb1,FAPs,2.0,0.6666666666666666,0.3922333333333334,0.0256613752229096,3.0,1.0,106.314466,0.3094859589441663,41.70007738073333,0.0079418353186882
sCs,Ccl5,Sdc4,sCs,2.0,0.6666666666666666,0.997796,0.4306851524101214,3.0,1.0,41.655263,0.6837778356393953,41.563454800348,0.2944929613570159
FAPs,Anxa1,Fpr2,sCs,3.0,1.0,165.03522,0.5939241598059933,1.0,0.3333333333333333,0.246708,0.0044362511157025,40.71550905576,0.002634796716582
