"FAPs.D0"	"sCs.D0"	"ECs.D0"	"id"	"M2.D2"	"M1.D2"	"FAPs.D2"	"sCs.D2"	"ECs.D2"	"Neutro.D2"	"M2.D4"	"M1.D4"	"FAPs.D4"	"sCs.D4"	"ECs.D4"	"M2.D7"	"FAPs.D7"	"sCs.D7"	"ECs.D7"
"1"	0	0.250863716425481	0	"ENSMUSG00000000247"	0	0	0.626515422927095	0.429140465941028	0	0	0	0	0.577340426886596	0	0	0	0	0.437907890948191	0
"2"	7.53262823173596	5.78252045951753	6.28676414653259	"ENSMUSG00000001138"	4.57829794864646	3.69161221872787	3.23771283584885	4.91484997350925	3.02332890554356	6.72156672622015	3.5681243169016	3.49833736792535	4.94992186946392	2.81429568212646	6.74201515759121	3.36881459595356	6.99001722646316	6.82659590223299	4.95792009630208
"3"	2.6118998166266	4.82055051413663	3.97133455243295	"ENSMUSG00000001143"	7.72852784069113	6.34670932683064	2.30243488005858	3.15962222459947	1.79959014823267	4.45752419336172	5.4565176392321	5.08216267411606	2.86949825710078	2.31075469322439	2.8458934767621	5.23869641548229	3.28867426644781	6.44887002295069	3.20762404866894
"4"	4.12743542685705	6.13113949469201	1.63786850602429	"ENSMUSG00000001305"	2.41191844201365	2.34484740450397	9.02604973863947	4.93154506104843	1.45331239230657	0.841392501625133	3.72459769470655	5.40417483274001	4.57803705048382	3.36844226363484	2.8027425248215	1.68494082364308	3.0866616293308	5.94152110145751	1.5224378890009
"5"	9.53445230023023	12.6134701381881	8.22160622288595	"ENSMUSG00000001674"	9.10929765634668	7.65946939441451	22.9918026829113	11.7261970447071	3.9705516627898	5.86387444409292	11.4864982036557	13.0573537875756	13.3627295902604	10.2392736841043	9.58401082872721	7.22432356959585	10.4743070228861	12.1745243834354	6.24325489958597
"6"	8.86437811981778	11.6604448229124	10.3317233584281	"ENSMUSG00000001855"	14.1789198066742	10.7137222681354	9.70748577247148	10.6431730851105	6.09098182985029	9.87540201231814	12.4274540099449	13.2806550461997	9.15405581971423	6.58222236560336	10.9352007518931	9.47604420895617	8.94944758867357	13.7812315398614	9.28774878795132
"7"	0.942738347160562	0.999001494041012	0.614734554637699	"ENSMUSG00000002459"	0	0	0.731676235176149	0.86833790334737	0.509445782173137	0	0	0	1.73992138818881	0.669994594213434	0	0	1.32414264777475	1.36692353728041	0
"8"	21.981158308506	7.60342335998426	10.9802748935812	"ENSMUSG00000002546"	8.11569486307848	7.99899403551654	16.2382095737176	6.83023117578214	5.1504494397218	11.1675295681408	8.71009891105297	10.6536945281936	23.7978231848204	5.41127981455779	11.7882900909781	6.43002735270965	27.0541133207976	11.8094758641198	8.67504050445076
"9"	7.68855843213953	4.40315537523658	3.05145840526406	"ENSMUSG00000002550"	6.07732102482823	3.13647678334651	5.82920545315626	4.25138222636403	1.39100032323782	3.57356562705449	4.74277188922637	3.84457502307879	7.04020267204079	3.14205464804276	4.67407218195449	3.89562477260408	9.64506305503592	5.28863146616265	2.6437382088169
"10"	13.2917141394757	17.0215318557646	23.9218417005531	"ENSMUSG00000002881"	23.1369726326927	20.2311506888341	18.4399692100399	15.6611899116067	9.12170252238364	36.8103887845851	26.3576525547373	21.6354267383627	14.5782786374877	8.82282270392972	17.3831995594212	20.3358007626636	14.7796829847265	20.5446670887768	18.4971548366089
"11"	5.12186513184452	5.54104010757713	8.89384597775928	"ENSMUSG00000003135"	12.3619459715628	11.3216636086558	6.98004668252999	4.95813775019781	2.99190530051086	26.3258480803663	13.0796950050564	10.2084534427878	6.54888983595519	4.56195698980538	6.86840661330126	8.26954035725647	6.71439794702256	6.63615078564638	7.86138571869297
"12"	25.9722167161494	19.2928383165359	23.4838729859323	"ENSMUSG00000003458"	40.0364929564534	36.8931194210668	27.1906815765744	17.1966508542147	10.7497171380252	28.9756106409394	45.5418339071618	42.9802676779049	33.2826620823591	9.40400702208618	24.3960536932213	33.7158161083243	31.2610294023359	22.6168252574614	21.1881691411637
"13"	9.36452123900036	13.2240716224686	6.80388874063412	"ENSMUSG00000003464"	5.00298455512637	4.95402290256519	8.15362630378602	10.7374518184295	3.49731003564879	4.73772661538533	7.59775816361621	7.2655455481743	12.3612158752359	7.20475565528438	8.85556446716995	4.94152663650431	13.6701043782716	19.233752579971	5.62874299989026
"14"	13.5985648860158	10.0600702818055	6.44601153541836	"ENSMUSG00000003721"	6.21835974911938	4.13983703478808	9.95338013214411	12.2193300301708	3.92138503101733	4.50566278034265	4.97645272038557	6.87148529367796	11.7860828293291	4.87536198628576	7.00078185377964	4.0843407849698	15.0811063898779	20.1774412301066	4.39610368081045
"15"	0	0.158076254981779	0	"ENSMUSG00000004031"	0	0	0	0.0951937684295663	0	0	0	0	0	0	0	0	0	0.131189369371598	0
"16"	37.09896645274	28.3453151740963	5.37988750396842	"ENSMUSG00000004105"	1.98796377215767	2.70548754371517	51.49231418283	23.0657100099444	1.10781461671941	6.57209592327151	4.62787076554791	5.44446657870606	64.6949537409778	12.090369067705	2.85038229164661	2.50663857226157	128.740956455536	28.4882795829504	3.30975589121097
"17"	22.6464218086915	26.3309743705668	33.499589499976	"ENSMUSG00000004364"	30.3005681363043	24.9649722524182	35.6739890412011	27.1684035730429	12.8817731324277	50.9039538207454	36.7599880443218	37.2142213202473	29.8462861567139	17.1560065525762	25.6872769997914	24.6520007107207	27.435091846029	31.6821932176194	28.3988016614647
"18"	0	1.0123553797852	0	"ENSMUSG00000004872"	0	0	0	0.802834765580284	0	0	0	0	0	0.45096523287459	0	0	0	1.25835780333089	0
"19"	8.36986536567764	15.7620225265036	54.555564179853	"ENSMUSG00000004880"	18.0675205483096	12.899928216269	20.5706304595577	13.9309600109146	19.7910802898867	66.1249254457335	16.0485914889895	11.063099471751	8.8207484506212	10.5377916462015	37.1231426590156	14.4050138477263	6.58261656409197	16.5041532994121	42.6898717834017
"20"	37.1949807219897	1.86498894481282	1.49007182514885	"ENSMUSG00000005338"	0.250459002799507	0	6.11115892327693	1.96822066460058	1.79021299751102	0	0	0	2.42055881350906	0.878610738646454	7.54359313463895	0	5.82460108543568	2.27406742202449	0
"21"	10.92595599468	11.4931428419022	16.1807255925981	"ENSMUSG00000005501"	17.5067516366211	12.7389564308409	9.54647119038853	10.3856045512869	7.27260265585607	28.0318251522607	13.5526834784385	11.2032102217753	13.7707913378327	7.17896088883135	9.89688036820125	10.8014404544106	12.3919214420257	15.2624538723246	13.0018543453795
"22"	1.15332448689498	2.24343086105814	0	"ENSMUSG00000005674"	2.32575582973695	2.16701205080506	1.31497466150791	1.60047804161389	0.764551131426474	1.02136893514185	2.11697779203878	2.15446317175606	0	0.662491897563057	1.26053783010697	1.80856592702239	0.562106763104091	1.17158186235974	2.0360504470515
"23"	1.67594964631959	1.24216868661408	0	"ENSMUSG00000005677"	2.50394435568712	2.3201182033217	1.22367329442636	1.38864046897045	0.814509844021364	0	2.06890191998025	2.70531880691693	0.970773969908906	0.650299478079023	2.3606606497186	2.12193384547693	1.16190112351489	1.46546908684532	1.52398014398713
"24"	0	0.455603987523707	4.62195727698859	"ENSMUSG00000005763"	1.07854199137739	0	0	0.423194995830821	4.26640275702317	0	0.149510342019027	0	0	0	4.95183457830064	0	0.70917666810351	0.545103018661881	3.09650197633856
"25"	17.6246263565117	14.1990280613123	27.3507171987991	"ENSMUSG00000005886"	28.7227231659952	16.0479851569844	14.0704888325108	13.0806344376009	9.53867321595562	48.5459701798736	20.669832951547	20.5959600624333	17.6772904665596	6.86334398734574	14.9404150371644	17.7514690120195	23.1956634995489	19.4597502873726	22.4062367819585
"26"	11.210002879641	5.89200024045898	7.36733257569633	"ENSMUSG00000006010"	10.087148132943	7.26482522614546	11.5495519079716	6.09138679408212	4.36464450128928	9.29490320269587	8.47839061774264	9.55716234110702	15.2937558281417	3.54670052251918	8.47687945069938	7.30189249274846	16.5308687695028	7.38523365567281	5.69062130757259
"27"	14.0534207592253	10.5156050666405	10.3205888722319	"ENSMUSG00000006299"	14.0621658386054	12.811276313585	11.9821688512436	10.9145314992055	4.03642718246382	12.4791156519342	15.0556499434014	18.4696748578878	14.7470243019537	7.15387134313102	11.3803596854855	10.4002562614131	14.8883203411693	16.9017608978638	8.5485369381246
"28"	22.1840277140004	11.5007017074182	11.1251213650778	"ENSMUSG00000006301"	11.9338906087749	12.1992868246523	13.8270631918558	11.7383066574873	8.64193603121192	5.30798542162337	11.3142135312695	16.1347653051402	10.7302373595041	6.63069774368685	16.6876439229055	9.21712659493805	15.9806122021665	16.7427885433028	10.0270298470797
"29"	2.53710749691705	2.83741774477012	1.94368628930774	"ENSMUSG00000006412"	1.74613049738042	1.63767224416108	2.46481341948347	3.0746772905014	1.09623656370009	3.23537873998187	2.40377199206663	3.35874716405155	1.81733391724512	1.3536018925321	0.69241998989998	2.06235790365004	2.45639985763667	3.28082704409408	1.14136994686799
"30"	4.50628340521199	6.45984603346582	5.01139214504691	"ENSMUSG00000006471"	7.70051352057868	3.28416733867914	4.1792286890806	3.70011714668719	2.31773661984619	7.56843632092993	4.7469009861392	4.67176090491848	4.55539777979933	1.19171907414233	3.35156472414303	4.29817271932465	4.43760056393336	4.38988567114019	3.53913032438728
"31"	0	0.401006227734825	0	"ENSMUSG00000006542"	0	0.21934426185465	0	0.818297895516091	0	0	0	0	0	0.638936265343461	0	0	0	2.31314717392983	0
"32"	3.48575901126295	5.02327651281177	0	"ENSMUSG00000006576"	0	0	2.58081720095536	2.46307446711568	0.169150653709571	0	0	0	4.19569201907876	1.50239301285225	0	0	4.44026909041961	4.24529250438713	0
"33"	12.1317871417528	15.9485893122081	0	"ENSMUSG00000007097"	0	0	0.404977238853088	12.1387892663961	0.71590429510013	0	0	0	0.671295772061952	2.56697878216167	0	0	2.42461127329421	12.4810983993224	0
"34"	0.719164964202037	0	0	"ENSMUSG00000007107"	0	0	0.144931061938254	0.528021068654495	0	0	0	0	0.595883656293258	0.131059927839977	0	0	0.976797363453051	0.860689626383026	0
"35"	7.20629837373267	1.20617427288962	0	"ENSMUSG00000008136"	0	0	12.6310695542793	1.39831629282551	0.176181149834856	0	0	0	22.4114050034008	0.825291958014246	1.36417244272037	0	19.6396350978582	1.94346381319443	0
"36"	29.4112006818525	17.5115304924347	57.6281556442283	"ENSMUSG00000008475"	106.191217202296	105.636365435825	44.1299094855392	15.1059138751959	19.1907333863608	124.753664727521	138.319067617777	149.203414284491	50.6646876317503	11.609016946632	44.3733929996634	99.1308970583549	33.9189254349193	21.263110972974	46.4280780820974
"37"	8.33842291376601	5.82103874356777	9.93251694775641	"ENSMUSG00000009030"	6.43106378722222	6.26941213716481	7.35668119911715	5.1008570101318	4.32028102493573	9.93824910350184	7.5979506233816	9.73301648471495	5.54469280979494	3.1959012579674	7.77323489295187	4.99904068878617	7.30332531262887	6.54700279775466	7.39957172253619
"38"	0	1.52553296164538	0	"ENSMUSG00000009214"	0	0	0	13.097214257019	0	0	0	0	0	8.22626145072396	0	0	0	31.9805078124053	0
"39"	1.2285741737181	0	0	"ENSMUSG00000009216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40"	75.5914355464621	14.4147886939477	17.2647385960909	"ENSMUSG00000009418"	15.6597700199693	13.1165842149119	23.7512059841251	14.8572836045813	24.8004780319522	4.88126808616896	17.9954189969303	24.0160579607608	43.5944933314436	7.86973058758763	48.9233258614569	12.4735958855269	53.0807452175373	31.5617487727311	19.5803705905141
"41"	0	0	12.8482382826838	"ENSMUSG00000009551"	0	0	0	0.349149678791442	8.66720272905078	17.2785731066798	0.714671706790441	0.663374077343108	0	0	8.06019076978514	0.775825514189851	0	0	10.4504175259571
