"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"maxlog10TPM"
"1"	"ENSMUSG00000000247"	"Lhx2"	0.814571843925019	"specific"	"FAPs.D2"	1	0.211258185699874
"2"	"ENSMUSG00000001138"	"Cnnm3"	0.19307966083578	"housekeeping"	"FAPs.D0"	1	0.931082823750191
"3"	"ENSMUSG00000001143"	"Lman2l"	0.286232462423479	"housekeeping"	"M2.D2"	1	0.940941001485873
"4"	"ENSMUSG00000001305"	"Rrp15"	0.400614527994899	"housekeeping"	"FAPs.D2"	1	1.0011298547916
"5"	"ENSMUSG00000001674"	"Ddx18"	0.269737566705897	"housekeeping"	"FAPs.D2"	1	1.38006288097441
"6"	"ENSMUSG00000001855"	"Nup214"	0.121140794015962	"housekeeping"	"M2.D2"	1	1.18124086650724
"7"	"ENSMUSG00000002459"	"Rgs20"	0.6602266089505	"intermediate"	"FAPs.D4"	1	0.43773810254098
"8"	"ENSMUSG00000002546"	"Golga2"	0.284248278642892	"housekeeping"	"FAPs.D7"	1	1.44799654693111
"9"	"ENSMUSG00000002550"	"Uck1"	0.306483585591036	"housekeeping"	"FAPs.D7"	1	1.02714823828473
"10"	"ENSMUSG00000002881"	"Nab1"	0.201162638674557	"housekeeping"	"Neutro.D2"	1	1.57761114301003
"11"	"ENSMUSG00000003135"	"Cnot11"	0.365540859983935	"housekeeping"	"Neutro.D2"	1	1.43657364952047
"12"	"ENSMUSG00000003418"	"St8sia6"	0.923741762605935	"specific"	"ECs.D4"	1	0.788753672149819
"13"	"ENSMUSG00000003458"	"Ncstn"	0.155492402647077	"housekeeping"	"M2.D4"	1	1.66784349197325
"14"	"ENSMUSG00000003464"	"Pex19"	0.292720703778514	"housekeeping"	"sCs.D7"	1	1.30607643510098
"15"	"ENSMUSG00000003721"	"Insig2"	0.319468838202804	"housekeeping"	"sCs.D7"	1	1.32587348519656
"16"	"ENSMUSG00000004031"	"Brinp2"	0.910771569848518	"specific"	"sCs.D0"	1	0.0637371569971698
"17"	"ENSMUSG00000004105"	"Angptl2"	0.528690101972677	"intermediate"	"FAPs.D7"	1	2.11307709524235
"18"	"ENSMUSG00000004110"	"Cacna1e"	0.965521076781991	"specific"	"Neutro.D2"	1	0.329174942391368
"19"	"ENSMUSG00000004364"	"Cul3"	0.156533465792341	"housekeeping"	"Neutro.D2"	1	1.71520044180085
"20"	"ENSMUSG00000004872"	"Pax3"	0.879944419598448	"specific"	"sCs.D7"	1	0.353792750565823
"21"	"ENSMUSG00000004880"	"Lbr"	0.320941774799779	"housekeeping"	"Neutro.D2"	1	1.82688381634598
"22"	"ENSMUSG00000005338"	"Cadm3"	0.78234817763041	"intermediate"	"FAPs.D0"	1	1.58200629516392
"23"	"ENSMUSG00000005501"	"Usp40"	0.246625549350486	"housekeeping"	"Neutro.D2"	1	1.46287433960842
"24"	"ENSMUSG00000005674"	"Tomm40l"	0.351427011856323	"housekeeping"	"M2.D2"	1	0.521890361031883
"25"	"ENSMUSG00000005677"	"Nr1i3"	0.375654148588696	"housekeeping"	"M1.D4"	1	0.568825580771012
"26"	"ENSMUSG00000005681"	"Apoa2"	0.747543554781375	"intermediate"	"M1.D2"	1	0.531051342415167
"27"	"ENSMUSG00000005763"	"Cd247"	0.750401738378038	"intermediate"	"ECs.D4"	1	0.774650852186752
"28"	"ENSMUSG00000005886"	"Ncoa2"	0.259576149232491	"housekeeping"	"Neutro.D2"	1	1.69500833692795
"29"	"ENSMUSG00000006010"	"Odr4"	0.242548765639836	"housekeeping"	"FAPs.D7"	1	1.24380343876647
"30"	"ENSMUSG00000006299"	"Aamp"	0.154624465186578	"housekeeping"	"M1.D4"	1	1.28935869889526
"31"	"ENSMUSG00000006301"	"Tmbim1"	0.201674344568851	"housekeeping"	"FAPs.D0"	1	1.36518888727954
"32"	"ENSMUSG00000006412"	"Pfdn2"	0.252143283608766	"housekeeping"	"M1.D4"	1	0.639361677817434
"33"	"ENSMUSG00000006471"	"Ndor1"	0.25183238875431	"housekeeping"	"M2.D2"	1	0.939544886247588
"34"	"ENSMUSG00000006542"	"Prkag3"	0.916766886370996	"specific"	"sCs.D7"	1	0.520240728186806
"35"	"ENSMUSG00000006576"	"Slc4a3"	0.667081425517638	"intermediate"	"sCs.D0"	1	0.779832800947739
"36"	"ENSMUSG00000007097"	"Atp1a2"	0.753524036848606	"intermediate"	"sCs.D0"	1	1.22913355626066
"37"	"ENSMUSG00000007107"	"Atp1a4"	0.796613621569332	"intermediate"	"FAPs.D7"	1	0.29596215315558
"38"	"ENSMUSG00000008136"	"Fhl2"	0.773424826606681	"intermediate"	"FAPs.D4"	1	1.36942747806715
"39"	"ENSMUSG00000008475"	"Arpc5"	0.242648302945115	"housekeeping"	"M1.D4"	1	2.1766798047591
"40"	"ENSMUSG00000009030"	"Pdcl"	0.158927899018672	"housekeeping"	"Neutro.D2"	1	1.03894780960768
"41"	"ENSMUSG00000009214"	"Mymk"	0.900958466507531	"specific"	"sCs.D7"	1	1.5182573383439
"42"	"ENSMUSG00000009216"	"Fam163b"	0.998956731861392	"specific"	"FAPs.D0"	1	0.348027093302334
"43"	"ENSMUSG00000009418"	"Nav1"	0.305145658765963	"housekeeping"	"FAPs.D0"	1	1.88418020954303
"44"	"ENSMUSG00000009551"	"6330409D20Rik"	0.764407651525531	"intermediate"	"Neutro.D2"	1	1.2619422900804
"45"	"ENSMUSG00000009563"	"Tor2a"	0.230285113569586	"housekeeping"	"M1.D4"	1	1.07506941313424
"46"	"ENSMUSG00000009614"	"Sardh"	0.685015702904345	"intermediate"	"FAPs.D4"	1	0.761009964215193
"47"	"ENSMUSG00000009633"	"G0s2"	0.72149976442378	"intermediate"	"Neutro.D2"	1	1.38506921850043
"48"	"ENSMUSG00000009772"	"Nuak2"	0.532378107466446	"intermediate"	"Neutro.D2"	1	1.62235205132092
"49"	"ENSMUSG00000009905"	"Kdsr"	0.258302110143541	"housekeeping"	"FAPs.D7"	1	0.928196519687809
"50"	"ENSMUSG00000009907"	"Vps4b"	0.296014514772447	"housekeeping"	"Neutro.D2"	1	1.74585272558616
"51"	"ENSMUSG00000010175"	"Prox1"	0.864258921822548	"specific"	"sCs.D7"	1	1.43421474295535
"52"	"ENSMUSG00000010290"	"AI597479"	0.284535088675142	"housekeeping"	"FAPs.D4"	1	0.754942707345622
"53"	"ENSMUSG00000010311"	"Optc"	0.897709376860458	"specific"	"FAPs.D0"	1	0.936775023823848
"54"	"ENSMUSG00000010453"	"Kansl3"	0.176829285382845	"housekeeping"	"sCs.D7"	1	1.19354011452088
"55"	"ENSMUSG00000010609"	"Psen2"	0.363152304736202	"housekeeping"	"Neutro.D2"	1	1.19524178892279
"56"	"ENSMUSG00000013275"	"Slc41a1"	0.325875148864841	"housekeeping"	"sCs.D7"	1	1.05957514079152
"57"	"ENSMUSG00000013465"	"Nelfb"	0.230780124895539	"housekeeping"	"FAPs.D4"	1	1.28363369904638
"58"	"ENSMUSG00000013698"	"Pea15a"	0.16112288939458	"housekeeping"	"ECs.D4"	1	1.68054478166562
"59"	"ENSMUSG00000013973"	"Dedd"	0.210018496435334	"housekeeping"	"ECs.D4"	1	1.01902367675905
"60"	"ENSMUSG00000013997"	"Nit1"	0.142846362473872	"housekeeping"	"FAPs.D7"	1	0.96199524995232
"61"	"ENSMUSG00000014602"	"Kif1a"	0.761107094218068	"intermediate"	"M2.D2"	1	0.476601694836451
"62"	"ENSMUSG00000014867"	"Surf4"	0.267086809313906	"housekeeping"	"FAPs.D2"	1	2.03400397498699
"63"	"ENSMUSG00000014873"	"Surf2"	0.157100741205435	"housekeeping"	"FAPs.D7"	1	1.2656000986896
"64"	"ENSMUSG00000014980"	"Tsen15"	0.348949226070277	"housekeeping"	"FAPs.D2"	1	1.25726291764772
"65"	"ENSMUSG00000015085"	"Entpd2"	0.821046535353607	"specific"	"FAPs.D0"	1	1.89071334510275
"66"	"ENSMUSG00000015087"	"Rabl6"	0.160730464194781	"housekeeping"	"sCs.D7"	1	1.26725080890444
"67"	"ENSMUSG00000015092"	"Edf1"	0.197860927218972	"housekeeping"	"FAPs.D2"	1	1.72017006822176
"68"	"ENSMUSG00000015093"	"Clic3"	0.879874944530456	"specific"	"sCs.D7"	1	0.292524639647899
"69"	"ENSMUSG00000015094"	"Npdc1"	0.599523927998864	"intermediate"	"FAPs.D0"	1	1.77347855343825
"70"	"ENSMUSG00000015095"	"Fbxw5"	0.148878082332017	"housekeeping"	"M2.D2"	1	1.00307826722394
"71"	"ENSMUSG00000015222"	"Map2"	0.759454951588857	"intermediate"	"sCs.D7"	1	1.67382136947558
"72"	"ENSMUSG00000015335"	"Zdhhc12"	0.365222351179166	"housekeeping"	"ECs.D4"	1	0.673560342188628
"73"	"ENSMUSG00000015355"	"Cd48"	0.728026174610449	"intermediate"	"M2.D2"	1	2.1243088616266
"74"	"ENSMUSG00000015488"	"Cacfd1"	0.433678169473657	"housekeeping"	"Neutro.D2"	1	1.61325901459183
"75"	"ENSMUSG00000015619"	"Gata3"	0.945927928438642	"specific"	"ECs.D4"	1	0.16659524768781
"76"	"ENSMUSG00000015790"	"Surf1"	0.234121813416537	"housekeeping"	"FAPs.D7"	1	1.41735955534929
"77"	"ENSMUSG00000015846"	"Rxra"	0.185704667885127	"housekeeping"	"M1.D4"	1	1.08903641471692
"78"	"ENSMUSG00000015962"	"1700016C15Rik"	0.850990417747007	"specific"	"M1.D4"	1	0.292344735043634
"79"	"ENSMUSG00000016179"	"Camk1g"	0.910171880491025	"specific"	"FAPs.D7"	1	0.231083939345884
"80"	"ENSMUSG00000016181"	"Utp25"	0.367661937285795	"housekeeping"	"sCs.D7"	1	0.840830158581261
"81"	"ENSMUSG00000016194"	"Hsd11b1"	0.83471818108968	"specific"	"FAPs.D0"	1	1.72665737858927
"82"	"ENSMUSG00000016200"	"Syt14"	0.85040612017891	"specific"	"sCs.D7"	1	0.191573260840159
"83"	"ENSMUSG00000016262"	"Sertad4"	0.715648042630572	"intermediate"	"FAPs.D4"	1	1.49122211150348
"84"	"ENSMUSG00000016493"	"Cd46"	0.667468195118466	"intermediate"	"Neutro.D2"	1	1.1910053743791
"85"	"ENSMUSG00000016494"	"Cd34"	0.597104960104301	"intermediate"	"FAPs.D0"	1	2.46969326079658
"86"	"ENSMUSG00000016526"	"Dyrk3"	0.952160324631707	"specific"	"Neutro.D2"	1	0.358999851184798
"87"	"ENSMUSG00000016529"	"Il10"	0.699730797969157	"intermediate"	"Neutro.D2"	1	1.8059332531692
"88"	"ENSMUSG00000016918"	"Sulf1"	0.622618939464298	"intermediate"	"FAPs.D7"	1	2.05638871426473
"89"	"ENSMUSG00000017418"	"Arl5b"	0.239966550089473	"housekeeping"	"M2.D2"	1	1.60241232667957
"90"	"ENSMUSG00000018196"	"Glrx2"	0.222616962883099	"housekeeping"	"FAPs.D7"	1	0.853821970414324
"91"	"ENSMUSG00000018199"	"Ro60"	0.261046662288209	"housekeeping"	"FAPs.D0"	1	1.04431249809965
"92"	"ENSMUSG00000018417"	"Myo1b"	0.48286412154092	"housekeeping"	"ECs.D4"	1	1.72304657492164
"93"	"ENSMUSG00000019230"	"Lhx9"	0.923434789134215	"specific"	"FAPs.D7"	1	0.21016364252592
"94"	"ENSMUSG00000019699"	"Akt3"	0.226168942411656	"housekeeping"	"ECs.D4"	1	1.41074126640221
"95"	"ENSMUSG00000022995"	"Enah"	0.490236414422402	"housekeeping"	"sCs.D7"	1	1.57652050950734
"96"	"ENSMUSG00000023094"	"Msrb2"	0.472926598350582	"housekeeping"	"FAPs.D7"	1	0.59592259198658
"97"	"ENSMUSG00000023150"	"Ivns1abp"	0.157040587021942	"housekeeping"	"M2.D2"	1	1.96944171248395
"98"	"ENSMUSG00000023206"	"Il15ra"	0.352569843733975	"housekeeping"	"FAPs.D4"	1	0.995171754867372
"99"	"ENSMUSG00000025776"	"Crispld1"	0.869558993136497	"specific"	"FAPs.D0"	1	0.959014771460458
"100"	"ENSMUSG00000025779"	"Ly96"	0.358507497311459	"housekeeping"	"M1.D4"	1	1.42755810818274
"101"	"ENSMUSG00000025780"	"Itih5"	0.68580134897512	"intermediate"	"FAPs.D0"	1	2.09507191754279
"102"	"ENSMUSG00000025781"	"Atp5c1"	0.101443608699433	"housekeeping"	"FAPs.D2"	1	2.0752707093914
"103"	"ENSMUSG00000025782"	"Taf3"	0.130211917767304	"housekeeping"	"ECs.D0"	1	0.818671727189646
"104"	"ENSMUSG00000025815"	"Dhtkd1"	0.755562147332269	"intermediate"	"sCs.D7"	1	0.513031291066797
"105"	"ENSMUSG00000025816"	"Sec61a2"	0.244938754108435	"housekeeping"	"sCs.D7"	1	1.27110355514868
"106"	"ENSMUSG00000025817"	"Nudt5"	0.20911817215983	"housekeeping"	"FAPs.D2"	1	1.17188162560521
"107"	"ENSMUSG00000025902"	"Sox17"	0.930844096082477	"specific"	"ECs.D4"	1	1.64630033537927
"108"	"ENSMUSG00000025903"	"Lypla1"	0.124748668754885	"housekeeping"	"M1.D4"	1	1.59578584635346
"109"	"ENSMUSG00000025911"	"Adhfe1"	0.62204045283441	"intermediate"	"ECs.D4"	1	0.483225934270858
"110"	"ENSMUSG00000025912"	"Mybl1"	0.452576538896521	"housekeeping"	"FAPs.D2"	1	0.6993507422573
"111"	"ENSMUSG00000025915"	"Sgk3"	0.406328038140571	"housekeeping"	"M2.D2"	1	1.68004012969849
"112"	"ENSMUSG00000025917"	"Cops5"	0.189630765766992	"housekeeping"	"FAPs.D2"	1	1.52849458056738
"113"	"ENSMUSG00000025921"	"Rdh10"	0.483671686875434	"housekeeping"	"FAPs.D7"	1	1.15861452599756
"114"	"ENSMUSG00000025925"	"Terf1"	0.18571857754477	"housekeeping"	"FAPs.D2"	1	1.07996696947199
"115"	"ENSMUSG00000025930"	"Msc"	0.755740548000611	"intermediate"	"sCs.D7"	1	1.27395949958719
