"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"id"	"TimeCondtion"	"type"	"age"	"symbol"
6.25199955494117	5.71359444286539	2.68093017289775	0.000132466214965189	0.000505126824794543	"ENSMUSG00000026166"	"D0_D2"	"FAPs"	"Young"	"Ccl20"
14478.2025891735	-3.05781069749469	0.367760975586301	7.25025144490077e-18	1.13201232153418e-16	"ENSMUSG00000026185"	"D0_D2"	"FAPs"	"Young"	"Igfbp5"
704.545813596983	1.68875330911059	0.159731171676958	8.27382234597285e-27	2.22961290918639e-25	"ENSMUSG00000026192"	"D0_D2"	"FAPs"	"Young"	"Atic"
117.241378054758	3.13470926024962	0.355460738845309	6.38251397783386e-20	1.14725515124959e-18	"ENSMUSG00000026196"	"D0_D2"	"FAPs"	"Young"	"Bard1"
91.8684991138952	1.66323707564695	0.336660498742713	1.26681677938456e-07	7.6235141634439e-07	"ENSMUSG00000026204"	"D0_D2"	"FAPs"	"Young"	"Ptprn"
1069.36090129635	1.46132093251286	0.149695427624468	4.25608866267735e-23	9.38669273948828e-22	"ENSMUSG00000026229"	"D0_D2"	"FAPs"	"Young"	"Psmd1"
7501.99542339908	2.14195181485509	0.14683578783593	4.50452182277493e-49	3.64755862698132e-47	"ENSMUSG00000026234"	"D0_D2"	"FAPs"	"Young"	"Ncl"
316.367774566994	-1.3364481848926	0.278487292601192	3.97262576123875e-07	2.23742942209011e-06	"ENSMUSG00000026235"	"D0_D2"	"FAPs"	"Young"	"Epha4"
2455.67308913867	-2.40077564565665	0.135739697471159	5.68800332416384e-71	1.32338206918116e-68	"ENSMUSG00000026249"	"D0_D2"	"FAPs"	"Young"	"Serpine2"
256.125618281186	-2.4072862531067	0.288802846016256	9.08773927689265e-18	1.40562139620777e-16	"ENSMUSG00000026255"	"D0_D2"	"FAPs"	"Young"	"Efhd1"
58.9632753390223	-1.90912925799435	0.360372144042793	1.74394347465168e-08	1.17249500438629e-07	"ENSMUSG00000026259"	"D0_D2"	"FAPs"	"Young"	"Ngef"
348.058609534693	-1.28355168447306	0.197069934169143	2.13082179811616e-11	1.93827341867185e-10	"ENSMUSG00000026269"	"D0_D2"	"FAPs"	"Young"	"Rnpepl1"
7.86079583090676	-3.34593592213427	1.35957274083579	0.00102775217464788	0.00331202461432079	"ENSMUSG00000026303"	"D0_D2"	"FAPs"	"Young"	"Mlph"
42.0498587280365	-2.69041141266214	0.543545666867299	6.49661563678486e-08	4.05259335200469e-07	"ENSMUSG00000026315"	"D0_D2"	"FAPs"	"Young"	"Serpinb8"
2169.14212879363	1.2923000647404	0.146825930146764	4.05451733253923e-19	6.82737735129618e-18	"ENSMUSG00000026341"	"D0_D2"	"FAPs"	"Young"	"Actr3"
985.172234729765	2.86201322211397	0.169783269886599	6.06488993250924e-65	1.04360329994917e-62	"ENSMUSG00000026355"	"D0_D2"	"FAPs"	"Young"	"Mcm6"
241.092639976339	1.34332695584907	0.224147422794812	6.02733618939085e-10	4.79372010171148e-09	"ENSMUSG00000026377"	"D0_D2"	"FAPs"	"Young"	"Nifk"
28.3230302190996	-1.34628616365942	0.508505283602053	0.0017537210843753	0.00535682666286901	"ENSMUSG00000026388"	"D0_D2"	"FAPs"	"Young"	"3110009E18Rik"
1705.1962492671	-2.41795687406159	0.14610112467519	1.91419303747763e-62	2.90096832899936e-60	"ENSMUSG00000026399"	"D0_D2"	"FAPs"	"Young"	"Cd55"
7.25755140679954	-2.76236027869944	1.29768708859892	0.00229656518658501	0.00683425694779278	"ENSMUSG00000026424"	"D0_D2"	"FAPs"	"Young"	"Gpr37l1"
29.2417353882967	2.34400774420849	0.592854634032437	7.49952010843178e-06	3.52545738961823e-05	"ENSMUSG00000026429"	"D0_D2"	"FAPs"	"Young"	"Ube2t"
152.490680886915	-2.26263726261927	0.272495468486401	1.16784623509468e-17	1.78626407014157e-16	"ENSMUSG00000026443"	"D0_D2"	"FAPs"	"Young"	"Lrrn2"
188.069095897042	-2.39624693214877	0.241962524958069	4.55286648592576e-24	1.0713504484474e-22	"ENSMUSG00000026447"	"D0_D2"	"FAPs"	"Young"	"Pik3c2b"
1638.74765929478	-1.81373150952397	0.132863968184237	3.40969905685614e-43	2.10954377229238e-41	"ENSMUSG00000026463"	"D0_D2"	"FAPs"	"Young"	"Atp2b4"
77.6388932586227	3.85551298603862	1.18664318592451	5.26364613751362e-05	0.00021607895264808	"ENSMUSG00000026475"	"D0_D2"	"FAPs"	"Young"	"Rgs16"
15146.3153774708	-1.26061252622904	0.104635711737396	8.30653915868752e-34	3.09742032420675e-32	"ENSMUSG00000026478"	"D0_D2"	"FAPs"	"Young"	"Lamc1"
272.720150019036	1.22158290324044	0.1811604447082	4.98370022133103e-12	4.80313558670755e-11	"ENSMUSG00000026526"	"D0_D2"	"FAPs"	"Young"	"Fh1"
275.094872280467	2.19369522969303	0.205419547548716	2.08241268148081e-27	5.71418190787069e-26	"ENSMUSG00000026558"	"D0_D2"	"FAPs"	"Young"	"Uck2"
2650.97697226022	-1.32720612969585	0.145120134738235	1.5359255961621e-20	2.84438956535893e-19	"ENSMUSG00000026574"	"D0_D2"	"FAPs"	"Young"	"Dpt"
11.1361130971853	-1.68123768874702	1.48068420733581	0.0161562151864626	0.0380014977452905	"ENSMUSG00000026579"	"D0_D2"	"FAPs"	"Young"	"F5"
120.299111251293	-1.7024024741025	0.307721452487107	5.45322889834499e-09	3.87282408305077e-08	"ENSMUSG00000026594"	"D0_D2"	"FAPs"	"Young"	"Ralgps2"
710.854482401105	3.40176574598514	0.19810004696339	5.7775953438985e-67	1.07236064590853e-64	"ENSMUSG00000026605"	"D0_D2"	"FAPs"	"Young"	"Cenpf"
126.41402939771	-2.22151748488861	0.332747852412331	2.74671749354001e-12	2.70560681429859e-11	"ENSMUSG00000026637"	"D0_D2"	"FAPs"	"Young"	"Traf5"
10.8447740518363	-1.66459439459602	1.03777598154056	0.0110538839822227	0.0274833096782566	"ENSMUSG00000026638"	"D0_D2"	"FAPs"	"Young"	"Irf6"
119.598106459332	1.26152592918769	0.305638339928454	1.09195371368702e-05	5.00360149691981e-05	"ENSMUSG00000026655"	"D0_D2"	"FAPs"	"Young"	"Fam107b"
452.666696435086	-3.1750886376412	0.262048730054914	6.43528918313787e-35	2.56155522930734e-33	"ENSMUSG00000026676"	"D0_D2"	"FAPs"	"Young"	"Ccdc3"
265.444221438432	4.12422508890851	0.262671539796646	1.13017682996509e-56	1.3727493422201e-54	"ENSMUSG00000026683"	"D0_D2"	"FAPs"	"Young"	"Nuf2"
35.2385542916496	-3.45080954336041	0.61337640958466	1.60955300727488e-09	1.21407333914035e-08	"ENSMUSG00000026692"	"D0_D2"	"FAPs"	"Young"	"Fmo4"
4214.92543005129	-3.29242654884069	0.124114186401618	3.71692076060707e-156	2.04666046814894e-152	"ENSMUSG00000026697"	"D0_D2"	"FAPs"	"Young"	"Myoc"
871.275727973205	-1.44492927331271	0.151782330198909	4.09392953692682e-22	8.43237182300425e-21	"ENSMUSG00000026721"	"D0_D2"	"FAPs"	"Young"	"Rabgap1l"
5411.10877734768	-1.54559896370294	0.0965304287376813	2.31150341719115e-58	3.00659251563627e-56	"ENSMUSG00000026748"	"D0_D2"	"FAPs"	"Young"	"Plxdc2"
841.215502669258	1.84965262014808	0.138104207974062	1.15984834980618e-41	6.65261628140564e-40	"ENSMUSG00000026749"	"D0_D2"	"FAPs"	"Young"	"Nek6"
224.729023739584	1.31461039299141	0.216857820454763	3.67562366735159e-10	2.98954344465686e-09	"ENSMUSG00000026750"	"D0_D2"	"FAPs"	"Young"	"Psmb7"
259.500108508554	1.91536742610366	0.229922272756032	1.33347451596491e-17	2.03207246579561e-16	"ENSMUSG00000026779"	"D0_D2"	"FAPs"	"Young"	"Mastl"
919.106857090223	1.37559803650038	0.139435261333485	1.55245592442474e-23	3.53724405732031e-22	"ENSMUSG00000026796"	"D0_D2"	"FAPs"	"Young"	"Fam129b"
1226.45566031117	1.95897847588212	0.201684172926899	3.67118407852294e-23	8.11837882103352e-22	"ENSMUSG00000026826"	"D0_D2"	"FAPs"	"Young"	"Nr4a2"
58.175668855741	1.27618457336776	0.385175103473143	0.000245066170384183	0.000888163244531882	"ENSMUSG00000026828"	"D0_D2"	"FAPs"	"Young"	"Galnt5"
48.9589399912265	-3.30311165351143	0.520950920423174	1.68526028208302e-11	1.54402743204267e-10	"ENSMUSG00000026840"	"D0_D2"	"FAPs"	"Young"	"Lamc3"
68121.1654388053	-4.20389731893184	0.164774995072507	5.60968978716093e-146	1.32380665134445e-142	"ENSMUSG00000026879"	"D0_D2"	"FAPs"	"Young"	"Gsn"
20.3710768153363	2.08595229647355	0.675572145494583	0.000236935079542155	0.000862099246466267	"ENSMUSG00000026955"	"D0_D2"	"FAPs"	"Young"	"Sapcd2"
112.878534085868	-1.27051359602664	0.267025548447887	5.35974672462662e-07	2.97405630312755e-06	"ENSMUSG00000026956"	"D0_D2"	"FAPs"	"Young"	"Uap1l1"
106.083144742388	-1.21666975534917	0.263522181345448	1.16547842856776e-06	6.16870815812589e-06	"ENSMUSG00000026958"	"D0_D2"	"FAPs"	"Young"	"Dpp7"
88.1364142585043	-1.53592009272195	0.356595365551357	3.24006375303428e-06	1.61212690169799e-05	"ENSMUSG00000026969"	"D0_D2"	"FAPs"	"Young"	"Fam166a"
18.1196276726694	2.37043913354572	0.811504494457911	0.000327931689266358	0.00116396724860141	"ENSMUSG00000026980"	"D0_D2"	"FAPs"	"Young"	"Ly75"
27.1772948637193	3.5452376600427	0.731793833429731	9.90232142904896e-08	6.04942484047558e-07	"ENSMUSG00000027520"	"D0_D2"	"FAPs"	"Young"	"Zdbf2"
1392.73911939936	1.57377962169854	0.381589948122117	7.42794138219e-06	3.49578813938452e-05	"ENSMUSG00000032487"	"D0_D2"	"FAPs"	"Young"	"Ptgs2"
471.989351769683	-1.94954687663213	0.168433363083245	8.15085904741221e-32	2.80508417925421e-30	"ENSMUSG00000032649"	"D0_D2"	"FAPs"	"Young"	"Colgalt2"
107.459856173051	-1.88211316657973	0.299359680409843	4.88146514251139e-11	4.30752792142872e-10	"ENSMUSG00000035513"	"D0_D2"	"FAPs"	"Young"	"Ntng2"
110.970123544965	2.9907875662529	1.30263550453402	0.000960421462475918	0.00310960252069923	"ENSMUSG00000035778"	"D0_D2"	"FAPs"	"Young"	"Ggta1"
395.882245363864	-5.36187588453137	0.563869090187303	9.53737354454291e-23	2.04342248485479e-21	"ENSMUSG00000036040"	"D0_D2"	"FAPs"	"Young"	"Adamtsl2"
75.5741281808662	1.37041397733832	0.334529969018708	1.09964959635586e-05	5.03607199395686e-05	"ENSMUSG00000036086"	"D0_D2"	"FAPs"	"Young"	"Zranb3"
25.8338872339855	-1.93101519661265	0.556216922204251	6.54820636052229e-05	0.000265317196147824	"ENSMUSG00000036587"	"D0_D2"	"FAPs"	"Young"	"Fut7"
506.204698325219	-3.07757146020668	0.195523006151515	4.63230274242112e-57	5.71052305985482e-55	"ENSMUSG00000036617"	"D0_D2"	"FAPs"	"Young"	"Etl4"
390.763652481074	1.2210288257817	0.164681810109216	4.14039157241893e-14	4.80978399330438e-13	"ENSMUSG00000037197"	"D0_D2"	"FAPs"	"Young"	"Rbm17"
98.4090581693631	-2.80464016686381	0.301728605697311	1.52908144881452e-21	3.03592505444316e-20	"ENSMUSG00000037254"	"D0_D2"	"FAPs"	"Young"	"Itih2"
9.08091376553679	-1.47089442228498	0.985439449135706	0.0170080274196967	0.0396829950488659	"ENSMUSG00000037708"	"D0_D2"	"FAPs"	"Young"	"Spag6"
12.6577637666182	4.42679579715251	1.20541710458955	5.31244918309686e-05	0.000217919910741438	"ENSMUSG00000037849"	"D0_D2"	"FAPs"	"Young"	"Ifi206"
15.7616268838806	-1.2502809426187	0.685750829994386	0.0143399120117327	0.0343305806553352	"ENSMUSG00000037860"	"D0_D2"	"FAPs"	"Young"	"Aim2"
150.565793188403	-2.41923569519483	0.338765326132331	1.03403789181717e-13	1.15883798744423e-12	"ENSMUSG00000037872"	"D0_D2"	"FAPs"	"Young"	"Ackr1"
5.59987805408858	-2.42291287772316	1.61057365221267	0.00759425595510948	0.0196968934090836	"ENSMUSG00000038370"	"D0_D2"	"FAPs"	"Young"	"Pcp4l1"
8.73255958412694	2.13543685104225	1.3460889119243	0.00821203645125426	0.0210807506042376	"ENSMUSG00000038496"	"D0_D2"	"FAPs"	"Young"	"Slc19a3"
7.2760430640073	2.12519366377012	1.38712403135058	0.00946302293209421	0.0239754104011141	"ENSMUSG00000038768"	"D0_D2"	"FAPs"	"Young"	"9130409I23Rik"
185.245249631952	-1.83998156067226	0.321233361014396	1.46226721408834e-09	1.11007316679804e-08	"ENSMUSG00000039157"	"D0_D2"	"FAPs"	"Young"	"Fam102a"
12.8954281552839	-3.73081001930762	0.958687120926179	1.03520774577576e-05	4.76074519834905e-05	"ENSMUSG00000039323"	"D0_D2"	"FAPs"	"Young"	"Igfbp2"
72.4626808185583	5.08842948999994	0.540216304037284	1.36478606789668e-21	2.7195296810115e-20	"ENSMUSG00000039748"	"D0_D2"	"FAPs"	"Young"	"Exo1"
1614.77318457576	-4.86715053820873	0.731463998269992	1.43854664507821e-12	1.44898487988091e-11	"ENSMUSG00000040170"	"D0_D2"	"FAPs"	"Young"	"Fmo2"
712.990517140464	-3.03584074937489	0.401985148563223	3.33200673127469e-15	4.27340211132971e-14	"ENSMUSG00000040181"	"D0_D2"	"FAPs"	"Young"	"Fmo1"
281.292461373995	-1.46124067323558	0.188216636864966	1.86976909812035e-15	2.45132664538492e-14	"ENSMUSG00000040265"	"D0_D2"	"FAPs"	"Young"	"Dnm3"
58.2053687255004	-2.54218613859754	0.447521770790713	1.22126690797746e-09	9.37894377167809e-09	"ENSMUSG00000040723"	"D0_D2"	"FAPs"	"Young"	"Rcsd1"
271.975304673779	-1.85108934732831	0.202088012784774	8.16587431112853e-21	1.53810807007448e-19	"ENSMUSG00000040848"	"D0_D2"	"FAPs"	"Young"	"Sft2d2"
95.9347811566355	-1.25531799542438	0.283113048700719	2.62229324462644e-06	1.32348494066557e-05	"ENSMUSG00000041439"	"D0_D2"	"FAPs"	"Young"	"Mfsd6"
190.015608356626	3.80689151201879	0.294002753893821	2.17040615887384e-39	1.09978341528948e-37	"ENSMUSG00000041498"	"D0_D2"	"FAPs"	"Young"	"Kif14"
926.044134285744	-4.22958602350639	0.182498263231445	3.93850184129323e-120	5.91455562875662e-117	"ENSMUSG00000041757"	"D0_D2"	"FAPs"	"Young"	"Plekha6"
399.239928853469	3.37710405376909	0.204391233622618	1.16636814650065e-62	1.81766371811738e-60	"ENSMUSG00000041859"	"D0_D2"	"FAPs"	"Young"	"Mcm3"
10.7952465951876	1.96398128744368	1.0215926694317	0.00528270485988506	0.0143480765505494	"ENSMUSG00000042793"	"D0_D2"	"FAPs"	"Young"	"Lgr6"
164.272184053671	-1.74417184170943	0.261397852171634	4.5239938193519e-12	4.39082572866475e-11	"ENSMUSG00000043629"	"D0_D2"	"FAPs"	"Young"	"1700019D03Rik"
4298.00197443666	1.48966702059689	0.111892838181254	4.70234457169607e-41	2.61542188484335e-39	"ENSMUSG00000043716"	"D0_D2"	"FAPs"	"Young"	"Rpl7"
9.83763062658328	-2.15466870500845	0.99285982947612	0.00251348040381939	0.00739846450297442	"ENSMUSG00000045319"	"D0_D2"	"FAPs"	"Young"	"Proser2"
859.969930319988	-2.78491239478248	0.204906486384551	3.65515525646822e-43	2.25296677916412e-41	"ENSMUSG00000045658"	"D0_D2"	"FAPs"	"Young"	"Pid1"
15.3336787116551	-1.51825083235466	0.781804081274558	0.00749759934941401	0.0194859728843565	"ENSMUSG00000045968"	"D0_D2"	"FAPs"	"Young"	"Teddm2"
995.477465378889	1.35856056307931	0.159872447862927	5.63360289869569e-18	8.87991281331622e-17	"ENSMUSG00000046330"	"D0_D2"	"FAPs"	"Young"	"Rpl37a"
602.023793673194	-4.00896372081814	0.182678619800328	7.3409890793201e-108	6.06328993006444e-105	"ENSMUSG00000046618"	"D0_D2"	"FAPs"	"Young"	"Olfml2a"
104.691889718041	1.34231893318762	0.280890691042295	4.63466627359068e-07	2.59086470976124e-06	"ENSMUSG00000047330"	"D0_D2"	"FAPs"	"Young"	"Kcne4"
18.9461423597375	-1.20672662349155	0.64661944702355	0.0137816000167834	0.0332105398508017	"ENSMUSG00000048174"	"D0_D2"	"FAPs"	"Young"	"Tmem81"
324.552038141849	-2.56314277572623	0.190248482596221	2.44632680372265e-42	1.45887626247995e-40	"ENSMUSG00000048402"	"D0_D2"	"FAPs"	"Young"	"Gli2"
66.8913098109872	-2.72085789359397	0.382033048781334	1.15508309700105e-13	1.28787086270116e-12	"ENSMUSG00000048814"	"D0_D2"	"FAPs"	"Young"	"Lonrf2"
115.372068715172	-2.07149666572535	0.323082480416427	2.02772321094948e-11	1.84754328304878e-10	"ENSMUSG00000049690"	"D0_D2"	"FAPs"	"Young"	"Nckap5"
14.2263919944352	-1.81734231168137	0.890551858556489	0.00431234881881613	0.0119683619183508	"ENSMUSG00000050122"	"D0_D2"	"FAPs"	"Young"	"Vwa3b"
29.989989582899	-1.43874887001424	0.555431560775617	0.00181639705340351	0.00553803302421052	"ENSMUSG00000050592"	"D0_D2"	"FAPs"	"Young"	"Fam78a"
513.450113376676	-1.52529912373609	0.17298674787567	2.40369547424352e-19	4.13180494682921e-18	"ENSMUSG00000051285"	"D0_D2"	"FAPs"	"Young"	"Pcmtd1"
37.4162651232088	-1.31074481637574	0.438098504181125	0.000667429100420861	0.00223002858208985	"ENSMUSG00000051998"	"D0_D2"	"FAPs"	"Young"	"Lax1"
272.637551240693	-1.57589735479489	0.249242789422694	5.21128043256605e-11	4.59365749549406e-10	"ENSMUSG00000052688"	"D0_D2"	"FAPs"	"Young"	"Rab7b"
6.35433636905818	5.64313257487478	2.76055715865577	0.000241104658640473	0.000875150045282788	"ENSMUSG00000053161"	"D0_D2"	"FAPs"	"Young"	"Daw1"
57.7004259104112	-1.57656390785491	0.376779656871198	5.43392378757153e-06	2.61318739583389e-05	"ENSMUSG00000053164"	"D0_D2"	"FAPs"	"Young"	"Gpr21"
6.6532617198942	1.95585286726473	1.3874825393786	0.0127364564867315	0.0309903556789392	"ENSMUSG00000053318"	"D0_D2"	"FAPs"	"Young"	"Slamf8"
1625.38568946632	2.09738081269431	0.146398161561334	2.21038187849257e-47	1.66727389273145e-45	"ENSMUSG00000054766"	"D0_D2"	"FAPs"	"Young"	"Set"
192.006060040322	-1.43193437833591	0.244979324158421	1.14125680190926e-09	8.80131704516293e-09	"ENSMUSG00000054770"	"D0_D2"	"FAPs"	"Young"	"Kctd18"
2813.33900967269	-1.758603909343	0.107314530149887	4.12091035556332e-61	5.97134369855706e-59	"ENSMUSG00000055322"	"D0_D2"	"FAPs"	"Young"	"Tns1"
289.196311290369	-1.62957174919525	0.231977325729029	3.90856565653487e-13	4.13882026155766e-12	"ENSMUSG00000057329"	"D0_D2"	"FAPs"	"Young"	"Bcl2"
121.228068070565	1.82606929428396	0.27354684888635	3.89940099366637e-12	3.79800737113058e-11	"ENSMUSG00000058729"	"D0_D2"	"FAPs"	"Young"	"Lin9"
191.132111982594	-1.27170582510298	0.214195243801814	8.19008629708111e-10	6.43022982611611e-09	"ENSMUSG00000060568"	"D0_D2"	"FAPs"	"Young"	"Fam78b"
14.0708733301534	-3.34701631438642	0.913829172562685	2.10976415794726e-05	9.23455064258898e-05	"ENSMUSG00000061816"	"D0_D2"	"FAPs"	"Young"	"Myl1"
44.2290428946832	2.89601660468639	0.538273336233316	9.21511106984469e-09	6.39329776408082e-08	"ENSMUSG00000062510"	"D0_D2"	"FAPs"	"Young"	"Nsl1"
2713.16664459712	1.57886493428312	0.120593875412028	8.14940495208639e-40	4.26012722795934e-38	"ENSMUSG00000062647"	"D0_D2"	"FAPs"	"Young"	"Rpl7a"
917.286019134328	1.705180548408	0.14567335348824	2.41995627075414e-32	8.57838146707888e-31	"ENSMUSG00000062997"	"D0_D2"	"FAPs"	"Young"	"Rpl35"
480.720624634305	-3.50341495922508	0.198041250568796	3.08378238454374e-71	7.27728588718259e-69	"ENSMUSG00000063558"	"D0_D2"	"FAPs"	"Young"	"Aox1"
14.3705161777125	-1.81076931681391	0.875451115068912	0.00406334096249389	0.0113582829148607	"ENSMUSG00000067653"	"D0_D2"	"FAPs"	"Young"	"Ankrd23"
611.635212465536	-1.70815881798666	0.424732854638292	9.03535905107504e-06	4.19138152666972e-05	"ENSMUSG00000067780"	"D0_D2"	"FAPs"	"Young"	"Pi15"
4.72714213249535	-5.5909573137703	2.90180227788297	0.000428752488290596	0.00149075191624339	"ENSMUSG00000070594"	"D0_D2"	"FAPs"	"Young"	"Gm4788"
511.966434545769	1.99665863642615	0.178210787472547	7.19523592529187e-30	2.23838233992272e-28	"ENSMUSG00000073676"	"D0_D2"	"FAPs"	"Young"	"Hspe1"
1190.28863413444	1.39541006069989	0.131744489856158	9.1162327157189e-27	2.44465987387923e-25	"ENSMUSG00000073702"	"D0_D2"	"FAPs"	"Young"	"Rpl31"
