Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
sCs,Agt,Mas1,ECs,1,0.27733419548490396,1.0,1,0.284201315384811,0.07366440669526902,0.07881874315799803,0.07366440669526902
sCs,Agt,Mas1,FAPs,1,0.27733419548490396,1.0,1,2.74277821288402,0.7109225707672774,0.7606661890637123,0.7109225707672774
sCs,Agt,Mas1,sCs,1,0.27733419548490396,1.0,1,0.831075238404032,0.2154130225374536,0.23048558263020702,0.2154130225374536
sCs,Agt,Agtr1a,FAPs,1,0.27733419548490396,1.0,1,17.1561176825066,0.6968060159873856,4.7579780951223025,0.6968060159873856
sCs,Agt,Agtr1a,sCs,1,0.27733419548490396,1.0,1,7.4649637790191,0.3031939840126144,2.070289723978211,0.3031939840126144
sCs,Agt,Agtr2,FAPs,1,0.27733419548490396,1.0,1,64.0937663472954,0.9719729462311509,17.775393125524577,0.9719729462311509
sCs,Agt,Agtr2,sCs,1,0.27733419548490396,1.0,1,1.8481578552459899,0.02802705376884896,0.5125573719137522,0.02802705376884896
FAPs,Serping1,Sele,ECs,1,765.807313381763,0.902643060626864,1,2.42675531301565,0.6276739193831573,1858.426966495434,0.5665655076676727
FAPs,Serping1,Sele,FAPs,1,765.807313381763,0.902643060626864,1,1.43951224737706,0.3723260806168428,1102.38900674397,0.3360775529591915
M2,Serping1,Sele,ECs,1,0.332579589489433,0.0003920054735872111,1,2.42675531301565,0.6276739193831573,0.8070892857940453,0.0002460516120261356
M2,Serping1,Sele,FAPs,1,0.332579589489433,0.0003920054735872111,1,1.43951224737706,0.3723260806168428,0.4787523922976737,0.0001459538615610756
sCs,Serping1,Sele,ECs,1,82.2655806718154,0.09696493389954873,1,2.42675531301565,0.6276739193831573,199.6384349736456,0.060862360103458524
sCs,Serping1,Sele,FAPs,1,82.2655806718154,0.09696493389954873,1,1.43951224737706,0.3723260806168428,118.4223109146638,0.036102573796090213
FAPs,Serping1,Lrp1,ECs,1,765.807313381763,0.902643060626864,1,7.0790646664901615,0.022177502407259592,5421.199493500596,0.02001836864994844
FAPs,Serping1,Lrp1,FAPs,1,765.807313381763,0.902643060626864,1,180.914034162936,0.5667728177633442,138545.2904553745,0.5115935509060169
FAPs,Serping1,Lrp1,M2,1,765.807313381763,0.902643060626864,1,101.162170664531,0.3169238295076338,77470.73013247189,0.28606909545235704
FAPs,Serping1,Lrp1,sCs,1,765.807313381763,0.902643060626864,1,30.0449964554177,0.0941258503217627,23008.67801608802,0.08496204561854198
M2,Serping1,Lrp1,ECs,1,0.332579589489433,0.0003920054735872111,1,7.0790646664901615,0.022177502407259592,2.354352420750447,8.69370233413931e-06
M2,Serping1,Lrp1,FAPs,1,0.332579589489433,0.0003920054735872111,1,180.914034162936,0.5667728177633442,60.16831521478651,0.00022217804684367782
M2,Serping1,Lrp1,M2,1,0.332579589489433,0.0003920054735872111,1,101.162170664531,0.3169238295076338,33.64447319146969,0.0001242358758772125
M2,Serping1,Lrp1,sCs,1,0.332579589489433,0.0003920054735872111,1,30.0449964554177,0.0941258503217627,9.992352587354286,3.689784853218153e-05
sCs,Serping1,Lrp1,ECs,1,82.2655806718154,0.09696493389954873,1,7.0790646664901615,0.022177502407259592,582.3633654021443,0.002150440054977009
sCs,Serping1,Lrp1,FAPs,1,82.2655806718154,0.09696493389954873,1,180.914034162936,0.5667728177633442,14882.99807209458,0.05495708881048364
sCs,Serping1,Lrp1,M2,1,82.2655806718154,0.09696493389954873,1,101.162170664531,0.3169238295076338,8322.164711738933,0.030730498179399563
sCs,Serping1,Lrp1,sCs,1,82.2655806718154,0.09696493389954873,1,30.0449964554177,0.0941258503217627,2471.669079687572,0.009126906854688536
FAPs,Serping1,Selp,ECs,1,765.807313381763,0.902643060626864,1,7.65593378014908,1.0,5862.970079604652,0.902643060626864
M2,Serping1,Selp,ECs,1,0.332579589489433,0.0003920054735872111,1,7.65593378014908,1.0,2.5462073137602643,0.0003920054735872111
sCs,Serping1,Selp,ECs,1,82.2655806718154,0.09696493389954873,1,7.65593378014908,1.0,629.8198380089308,0.09696493389954873
