Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
FAPs,Agt,Mas1,ECs,1.0,3.276419666666667,0.9798567925543612,0.6666666666666666,0.4579486666666666,0.2208676086263131,1.500432017790444,0.2164186265677311
FAPs,Agt,Mas1,FAPs,1.0,3.276419666666667,0.9798567925543612,1.0,1.254922333333333,0.6052462097827989,4.111652213072555,0.5930546098234574
FAPs,Agt,Mas1,M1,1.0,3.276419666666667,0.9798567925543612,0.6666666666666666,0.070985,0.0342359053307405,0.2325766500383334,0.0335462843875741
FAPs,Agt,Mas1,sCs,1.0,3.276419666666667,0.9798567925543612,1.0,0.289552,0.1396502762601476,0.9486938673226668,0.1368372717755987
FAPs,Agt,Agtr1a,FAPs,1.0,3.276419666666667,0.9798567925543612,1.0,7.236132333333333,0.6305513932830891,23.70860628753589,0.6178500657630512
FAPs,Agt,Agtr1a,sCs,1.0,3.276419666666667,0.9798567925543612,1.0,3.678708333333333,0.3205600116487796,12.05299233126389,0.3141029048353618
FAPs,Agt,Agtr2,FAPs,1.0,3.276419666666667,0.9798567925543612,1.0,2.002414333333333,0.8176262304899502,6.560749702548556,0.8011566157161955
FAPs,Agt,Agtr2,sCs,1.0,3.276419666666667,0.9798567925543612,0.6666666666666666,0.446644,0.1823737695100498,1.463393185598667,0.1787001768381657
ECs,Serping1,Sele,ECs,1.0,22.63233633333333,0.0374450040810979,1.0,13.27954633333333,0.9815483547588713,300.5471589700834,0.0367540821497408
FAPs,Serping1,Sele,ECs,1.0,551.8375956666666,0.9130105136961888,1.0,13.27954633333333,0.9815483547588713,7328.152920130766,0.896163967596046
M1,Serping1,Sele,ECs,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,13.27954633333333,0.9815483547588713,1.414448745117778,0.0001729737374753
M2,Serping1,Sele,ECs,1.0,0.536369,0.0008874178563878,1.0,13.27954633333333,0.9815483547588713,7.122736987263667,0.000871043536921
sCs,Serping1,Sele,ECs,1.0,29.30256466666667,0.0484808389805492,1.0,13.27954633333333,0.9815483547588713,389.1247651764963,0.0475862877386879
ECs,Serping1,Lrp1,ECs,1.0,22.63233633333333,0.0374450040810979,1.0,6.744736333333333,0.0104927307134252,152.6491411756534,0.000392900344386
ECs,Serping1,Lrp1,FAPs,1.0,22.63233633333333,0.0374450040810979,1.0,182.5316823333334,0.283963033503136,4131.118426057158,0.0106329969484058
ECs,Serping1,Lrp1,M1,1.0,22.63233633333333,0.0374450040810979,1.0,249.1329143333333,0.3875740210972192,5638.45990889552,0.0145127108017129
ECs,Serping1,Lrp1,M2,1.0,22.63233633333333,0.0374450040810979,1.0,186.9310863333334,0.2908071500393791,4230.68721705137,0.010889274920037
ECs,Serping1,Lrp1,sCs,1.0,22.63233633333333,0.0374450040810979,1.0,17.46044133333334,0.0271630646468404,395.1705807844351,0.001017121066556
FAPs,Serping1,Lrp1,ECs,1.0,551.8375956666666,0.9130105136961888,1.0,6.744736333333333,0.0104927307134252,3721.999081592276,0.0095799734587401
FAPs,Serping1,Lrp1,FAPs,1.0,551.8375956666666,0.9130105136961888,1.0,182.5316823333334,0.283963033503136,100727.8447118184,0.2592612350894263
FAPs,Serping1,Lrp1,M1,1.0,551.8375956666666,0.9130105136961888,1.0,249.1329143333333,0.3875740210972192,137480.9084471363,0.3538591560972696
FAPs,Serping1,Lrp1,M2,1.0,551.8375956666666,0.9130105136961888,1.0,186.9310863333334,0.2908071500393791,103155.6012375448,0.2655099854439782
FAPs,Serping1,Lrp1,sCs,1.0,551.8375956666666,0.9130105136961888,1.0,17.46044133333334,0.0271630646468404,9635.327964665556,0.0248001636067745
M1,Serping1,Lrp1,ECs,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,6.744736333333333,0.0104927307134252,0.7184043493177777,1.849085517818981e-06
M1,Serping1,Lrp1,FAPs,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,182.5316823333334,0.283963033503136,19.44205792426445,5.004149512526555e-05
M1,Serping1,Lrp1,M1,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,249.1329143333333,0.3875740210972192,26.53597714869111,6.830038138468426e-05
M1,Serping1,Lrp1,M2,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,186.9310863333334,0.2908071500393791,19.91065310898445,5.124760220216215e-05
M1,Serping1,Lrp1,sCs,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,17.46044133333334,0.0271630646468404,1.859769807884445,4.786821546252875e-06
M2,Serping1,Lrp1,ECs,1.0,0.536369,0.0008874178563878,1.0,6.744736333333333,0.0104927307134252,3.617667482373666,9.311436597362292e-06
M2,Serping1,Lrp1,FAPs,1.0,0.536369,0.0008874178563878,1.0,182.5316823333334,0.283963033503136,97.90433592144768,0.0002519938664847
M2,Serping1,Lrp1,M1,1.0,0.536369,0.0008874178563878,1.0,249.1329143333333,0.3875740210972192,133.6271721280557,0.0003439401069936
M2,Serping1,Lrp1,M2,1.0,0.536369,0.0008874178563878,1.0,186.9310863333334,0.2908071500393791,100.2640398455237,0.0002580674577101
M2,Serping1,Lrp1,sCs,1.0,0.536369,0.0008874178563878,1.0,17.46044133333334,0.0271630646468404,9.365239457518667,2.410498860182238e-05
sCs,Serping1,Lrp1,ECs,1.0,29.30256466666667,0.0484808389805492,1.0,6.744736333333333,0.0104927307134252,197.6380725671162,0.0005086963881838
sCs,Serping1,Lrp1,FAPs,1.0,29.30256466666667,0.0484808389805492,1.0,182.5316823333334,0.283963033503136,5348.646425287959,0.0137667661036938
sCs,Serping1,Lrp1,M1,1.0,29.30256466666667,0.0484808389805492,1.0,249.1329143333333,0.3875740210972192,7300.233332847627,0.0187899137098583
sCs,Serping1,Lrp1,M2,1.0,29.30256466666667,0.0484808389805492,1.0,186.9310863333334,0.2908071500393791,5477.56024549275,0.0140985746154515
sCs,Serping1,Lrp1,sCs,1.0,29.30256466666667,0.0484808389805492,1.0,17.46044133333334,0.0271630646468404,511.6357112785396,0.0013168881633617
ECs,Serping1,Selp,ECs,1.0,22.63233633333333,0.0374450040810979,1.0,35.234003,0.9905698604484152,797.4278062656756,0.0370918924671034
ECs,Serping1,Selp,M1,1.0,22.63233633333333,0.0374450040810979,0.6666666666666666,0.1289146666666666,0.0036243109637515,2.917640094299555,0.0001357123388288
FAPs,Serping1,Selp,ECs,1.0,551.8375956666666,0.9130105136961888,1.0,35.234003,0.9905698604484152,19443.44750123212,0.9044006971399696
FAPs,Serping1,Selp,M1,1.0,551.8375956666666,0.9130105136961888,0.6666666666666666,0.1289146666666666,0.0036243109637515,71.1399596995031,0.0033090340148095
M1,Serping1,Selp,ECs,0.6666666666666666,0.1065133333333333,0.0001762253857761,1.0,35.234003,0.9905698604484152,3.752891106206667,0.0001745635557957
M1,Serping1,Selp,M1,0.6666666666666666,0.1065133333333333,0.0001762253857761,0.6666666666666666,0.1289146666666666,0.0036243109637515,0.0137311308622222,6.386955977599642e-07
M2,Serping1,Selp,ECs,1.0,0.536369,0.0008874178563878,1.0,35.234003,0.9905698604484152,18.898426955107,0.0008790493821614
M2,Serping1,Selp,M1,1.0,0.536369,0.0008874178563878,0.6666666666666666,0.1289146666666666,0.0036243109637515,0.0691458308453333,3.216278266335177e-06
sCs,Serping1,Selp,ECs,1.0,29.30256466666667,0.0484808389805492,1.0,35.234003,0.9905698604484152,1032.446651373027,0.0480236579033848
sCs,Serping1,Selp,M1,1.0,29.30256466666667,0.0484808389805492,0.6666666666666666,0.1289146666666666,0.0036243109637515,3.777530356481777,0.000175709636249
ECs,Col1a2,Cd44,ECs,1.0,65.399996,0.0234573392998008,1.0,22.34478233333333,0.0316588481081207,1461.348675220871,0.000742632341913
ECs,Col1a2,Cd44,FAPs,1.0,65.399996,0.0234573392998008,1.0,92.44713066666668,0.1309822411400946,6046.041975811478,0.0030724948726715
ECs,Col1a2,Cd44,M1,1.0,65.399996,0.0234573392998008,1.0,243.96462,0.3456573768818275,15955.28517214152,0.0081082023709961
ECs,Col1a2,Cd44,M2,1.0,65.399996,0.0234573392998008,1.0,281.5837096666667,0.3989573834764815,18415.57348586516,0.0093584787103685
ECs,Col1a2,Cd44,sCs,1.0,65.399996,0.0234573392998008,1.0,65.45872566666667,0.0927441503934757,4281.000396765097,0.0021755310038515
FAPs,Col1a2,Cd44,ECs,1.0,2623.51945,0.9409906676183404,1.0,22.34478233333333,0.0316588481081207,58621.97105751638,0.0297906806172881
FAPs,Col1a2,Cd44,FAPs,1.0,2623.51945,0.9409906676183404,1.0,92.44713066666668,0.1309822411400946,242536.8454006915,0.1232530665365641
FAPs,Col1a2,Cd44,M1,1.0,2623.51945,0.9409906676183404,1.0,243.96462,0.3456573768818275,640045.925681859,0.3252603658392352
FAPs,Col1a2,Cd44,M2,1.0,2623.51945,0.9409906676183404,1.0,281.5837096666667,0.3989573834764815,738740.339113653,0.3754151746288006
FAPs,Col1a2,Cd44,sCs,1.0,2623.51945,0.9409906676183404,1.0,65.45872566666667,0.0927441503934757,171732.2399587142,0.0872713799964525
M1,Col1a2,Cd44,ECs,1.0,0.220081,7.89375383209421e-05,1.0,22.34478233333333,0.0316588481081207,4.917662040702332,2.499071535731668e-06
M1,Col1a2,Cd44,FAPs,1.0,0.220081,7.89375383209421e-05,1.0,92.44713066666668,0.1309822411400946,20.34585696425066,1.03394156793591e-05
M1,Col1a2,Cd44,M1,1.0,0.220081,7.89375383209421e-05,1.0,243.96462,0.3456573768818275,53.69197753421999,2.728534243352558e-05
M1,Col1a2,Cd44,M2,1.0,0.220081,7.89375383209421e-05,1.0,281.5837096666667,0.3989573834764815,61.97122440714966,3.149271374659755e-05
M1,Col1a2,Cd44,sCs,1.0,0.220081,7.89375383209421e-05,1.0,65.45872566666667,0.0927441503934757,14.40622180344566,7.320994925728207e-06
M2,Col1a2,Cd44,ECs,0.6666666666666666,0.250186,8.973544723244271e-05,1.0,22.34478233333333,0.0316588481081207,5.590351712847333,2.840920893846189e-06
M2,Col1a2,Cd44,FAPs,0.6666666666666666,0.250186,8.973544723244271e-05,1.0,92.44713066666668,0.1309822411400946,23.12897783297067,1.175374998821405e-05
M2,Col1a2,Cd44,M1,0.6666666666666666,0.250186,8.973544723244271e-05,1.0,243.96462,0.3456573768818275,61.03653241932,3.101771930368379e-05
M2,Col1a2,Cd44,M2,0.6666666666666666,0.250186,8.973544723244271e-05,1.0,281.5837096666667,0.3989573834764815,70.44830198666467,3.580061923294722e-05
M2,Col1a2,Cd44,sCs,0.6666666666666666,0.250186,8.973544723244271e-05,1.0,65.45872566666667,0.0927441503934757,16.37685673964067,8.32243781375147e-06
sCs,Col1a2,Cd44,ECs,1.0,98.65010533333331,0.0353833200963053,1.0,22.34478233333333,0.0316588481081207,2204.315130833739,0.0011201951564899
sCs,Col1a2,Cd44,FAPs,1.0,98.65010533333331,0.0353833200963053,1.0,92.44713066666668,0.1309822411400946,9119.919178031096,0.0046345865651914
sCs,Col1a2,Cd44,M1,1.0,98.65010533333331,0.0353833200963053,1.0,243.96462,0.3456573768818275,24067.13546060664,0.0122305056098589
sCs,Col1a2,Cd44,M2,1.0,98.65010533333331,0.0353833200963053,1.0,281.5837096666667,0.3989573834764815,27778.26261876742,0.0141164368043327
sCs,Col1a2,Cd44,sCs,1.0,98.65010533333331,0.0353833200963053,1.0,65.45872566666667,0.0927441503934757,6457.510182002437,0.0032815959604322
ECs,Col1a2,Itga2,ECs,1.0,65.399996,0.0234573392998008,1.0,4.548265666666667,0.8016112714390143,297.4565564069374,0.0188036675806896
ECs,Col1a2,Itga2,FAPs,1.0,65.399996,0.0234573392998008,1.0,0.8541786666666665,0.1505451302110428,55.86328138328533,0.0035313881992931
ECs,Col1a2,Itga2,sCs,1.0,65.399996,0.0234573392998008,1.0,0.2529803333333334,0.0445866406042682,16.54491278807867,0.0010458839568925
FAPs,Col1a2,Itga2,ECs,1.0,2623.51945,0.9409906676183404,1.0,4.548265666666667,0.8016112714390143,11932.46344026722,0.7543087254817848
FAPs,Col1a2,Itga2,FAPs,1.0,2623.51945,0.9409906676183404,1.0,0.8541786666666665,0.1505451302110428,2240.954345775066,0.1416615625839791
FAPs,Col1a2,Itga2,sCs,1.0,2623.51945,0.9409906676183404,1.0,0.2529803333333334,0.0445866406042682,663.6988249674835,0.0419556127090693
M1,Col1a2,Itga2,ECs,1.0,0.220081,7.89375383209421e-05,1.0,4.548265666666667,0.8016112714390143,1.000986856185667,6.327722045771632e-05
