Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (3 cells),M1 (3 cells),8706793.534842825,67.52029815417349,756,11516.922665136011,0.08931256369599667
FAPs (3 cells),M2 (3 cells),7747461.109313686,75.7543472284549,742,10441.322249748904,0.10209480758551874
M1 (3 cells),M2 (3 cells),7325364.662779626,40.96506872761725,615,11911.162053300206,0.06660986784978415
M1 (3 cells),M1 (3 cells),7282309.3154149065,33.35395563823114,632,11522.64132185903,0.05277524626302396
FAPs (3 cells),ECs (3 cells),6550385.532172739,115.28318836891921,876,7477.609054991711,0.13160181320652878
M2 (3 cells),M1 (3 cells),5024430.222691034,36.852066174228376,581,8647.900555406255,0.06342868532569428
FAPs (3 cells),FAPs (3 cells),5008677.910771404,157.23182653154498,897,5583.8103799012315,0.1752863172035061
M1 (3 cells),FAPs (3 cells),4910364.19289941,43.46448995989112,650,7554.406450614477,0.06686844609214018
M2 (3 cells),M2 (3 cells),4851703.446271653,46.473562059429035,568,8541.731419492347,0.08181965151307928
M1 (3 cells),ECs (3 cells),3322264.7935812776,32.29655492622404,647,5134.876033355916,0.04991739555830609
M2 (3 cells),FAPs (3 cells),3260283.135481358,42.052120544750686,591,5516.553528733262,0.07115418027876597
M2 (3 cells),ECs (3 cells),2489371.1935806777,32.70842234594062,597,4169.800994272492,0.054787977128878756
FAPs (3 cells),sCs (3 cells),1905149.066590317,68.23250235059194,943,2020.3065393322556,0.07235684236542093
M1 (3 cells),sCs (3 cells),1564493.8039974018,15.848132761970458,690,2267.3823246339157,0.022968308350681824
ECs (3 cells),M2 (3 cells),1437681.7926240582,39.31842098330221,705,2039.2649540766784,0.05577080990539321
ECs (3 cells),M1 (3 cells),1421581.6653050785,32.904978715053886,712,1996.6034625071327,0.046214857745862196
ECs (3 cells),ECs (3 cells),1266697.7829280708,68.8736902536777,799,1585.3539210614151,0.08619986264540387
M2 (3 cells),sCs (3 cells),946493.3691037719,16.52166924689644,631,1499.9894914481329,0.026183311009344595
ECs (3 cells),FAPs (3 cells),907782.1607196988,73.4866028567098,806,1126.2805964264253,0.09117444523164987
sCs (3 cells),M2 (3 cells),727392.9849123624,20.037967851107418,745,976.3664227011576,0.026896601142426063
sCs (3 cells),M1 (3 cells),678999.2918987046,16.633113970854993,759,894.5972225279376,0.02191451116054676
sCs (3 cells),FAPs (3 cells),419025.82360285503,45.78540674448207,883,474.5479316000623,0.05185210276838286
sCs (3 cells),ECs (3 cells),381278.0671274365,31.906946263055495,873,436.744635884807,0.03654862114897537
ECs (3 cells),sCs (3 cells),339751.5427915437,35.23159707167155,859,395.5198402695503,0.04101466480986211
sCs (3 cells),sCs (3 cells),163591.04854093603,21.947604989516684,933,175.33874441686606,0.0235236923789032
