Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
ECs,Agt,Mas1,FAPs,1.0,0.257198,0.1969864112529235,1.0,0.4413913333333333,0.1840898969127774,0.1135249681506667,0.0362632081407686
ECs,Agt,Mas1,Neutro,1.0,0.257198,0.1969864112529235,1.0,0.6431576666666666,0.2682400391987664,0.1654188655513333,0.0528396426761085
ECs,Agt,Mas1,sCs,1.0,0.257198,0.1969864112529235,1.0,0.7787655,0.3247976337268989,0.200296929069,0.0639807202513033
FAPs,Agt,Mas1,FAPs,1.0,0.8072116666666668,0.6182385918170351,1.0,0.4413913333333333,0.1840898969127774,0.3562962338322223,0.1138114786350986
FAPs,Agt,Mas1,Neutro,1.0,0.8072116666666668,0.6182385918170351,1.0,0.6431576666666666,0.2682400391987664,0.5191643720394444,0.1658363441031916
FAPs,Agt,Mas1,sCs,1.0,0.8072116666666668,0.6182385918170351,1.0,0.7787655,0.3247976337268989,0.6286285971975001,0.2008024317008231
sCs,Agt,Mas1,FAPs,1.0,0.176565,0.1352300783943593,1.0,0.4413913333333333,0.1840898969127774,0.07793426077,0.0248944911911244
sCs,Agt,Mas1,Neutro,1.0,0.176565,0.1352300783943593,1.0,0.6431576666666666,0.2682400391987664,0.113559133415,0.0362741215293552
sCs,Agt,Mas1,sCs,1.0,0.176565,0.1352300783943593,1.0,0.7787655,0.3247976337268989,0.1375027305075,0.0439224094711909
ECs,Agt,Agtr1a,FAPs,1.0,0.257198,0.1969864112529235,1.0,10.610183,0.2942855720124992,2.728917847234,0.057970258714256
ECs,Agt,Agtr1a,Neutro,1.0,0.257198,0.1969864112529235,1.0,4.698895333333333,0.130329241352092,1.208546481942667,0.0256730895352647
ECs,Agt,Agtr1a,sCs,1.0,0.257198,0.1969864112529235,1.0,19.829841,0.55000334128091,5.100195445518001,0.1083431843760434
FAPs,Agt,Agtr1a,FAPs,1.0,0.8072116666666668,0.6182385918170351,1.0,10.610183,0.2942855720124992,8.564663503068333,0.1819386976330782
FAPs,Agt,Agtr1a,Neutro,1.0,0.8072116666666668,0.6182385918170351,1.0,4.698895333333333,0.130329241352092,3.793003133512222,0.0805745666460998
FAPs,Agt,Agtr1a,sCs,1.0,0.8072116666666668,0.6182385918170351,1.0,19.829841,0.55000334128091,16.006879003345,0.340033291208174
sCs,Agt,Agtr1a,FAPs,1.0,0.176565,0.1352300783943593,1.0,10.610183,0.2942855720124992,1.873386961395,0.0397962609735791
sCs,Agt,Agtr1a,Neutro,1.0,0.176565,0.1352300783943593,1.0,4.698895333333333,0.130329241352092,0.8296604545299999,0.0176244335251207
sCs,Agt,Agtr1a,sCs,1.0,0.176565,0.1352300783943593,1.0,19.829841,0.55000334128091,3.501255876165,0.074376994958577
ECs,Agt,Agtr2,FAPs,1.0,0.257198,0.1969864112529235,1.0,0.9663516666666668,0.872697941612829,0.2485437159633334,0.1719096356261245
FAPs,Agt,Agtr2,FAPs,1.0,0.8072116666666668,0.6182385918170351,1.0,0.9663516666666668,0.872697941612829,0.7800503394361112,0.5395355465043405
sCs,Agt,Agtr2,FAPs,1.0,0.176565,0.1352300783943593,1.0,0.9663516666666668,0.872697941612829,0.170623882025,0.1180150110588989
ECs,Serping1,Sele,ECs,1.0,15.719429,0.0365555718272689,1.0,15.06014,0.7457123055135437,236.73680146006,0.0272599397466787
ECs,Serping1,Sele,FAPs,1.0,15.719429,0.0365555718272689,1.0,0.1104133333333333,0.0054671856542791,1.735634553986667,0.000199856097878
ECs,Serping1,Sele,Neutro,1.0,15.719429,0.0365555718272689,1.0,4.970515333333334,0.2461181933773804,78.13366287574469,0.0089969912960045
FAPs,Serping1,Sele,ECs,1.0,256.32429,0.596082783552044,1.0,15.06014,0.7457123055135437,3860.279692800601,0.4445062667995254
FAPs,Serping1,Sele,FAPs,1.0,256.32429,0.596082783552044,1.0,0.1104133333333333,0.0054671856542791,28.3016192732,0.0032588952429985
FAPs,Serping1,Sele,Neutro,1.0,256.32429,0.596082783552044,1.0,4.970515333333334,0.2461181933773804,1274.06381375078,0.1467068177911891
M1,Serping1,Sele,ECs,0.6666666666666666,0.2855083333333333,0.0006639503500063,1.0,15.06014,0.7457123055135437,4.299795471166666,0.0004951159462497
M1,Serping1,Sele,FAPs,0.6666666666666666,0.2855083333333333,0.0006639503500063,1.0,0.1104133333333333,0.0054671856542791,0.0315239267777777,3.62993982870852e-06
M1,Serping1,Sele,Neutro,0.6666666666666666,0.2855083333333333,0.0006639503500063,1.0,4.970515333333334,0.2461181933773804,1.419123548627778,0.0001634102606358
M2,Serping1,Sele,ECs,1.0,0.5736413333333333,0.0013340043689727,1.0,15.06014,0.7457123055135437,8.639118789786666,0.0009947834735518
M2,Serping1,Sele,FAPs,1.0,0.5736413333333333,0.0013340043689727,1.0,0.1104133333333333,0.0054671856542791,0.0633376517511111,7.293249548793535e-06
M2,Serping1,Sele,Neutro,1.0,0.5736413333333333,0.0013340043689727,1.0,4.970515333333334,0.2461181933773804,2.851293043167112,0.0003283227452491
Neutro,Serping1,Sele,ECs,1.0,32.233823,0.0749598367691329,1.0,15.06014,0.7457123055135437,485.44588711522,0.055898472698029
Neutro,Serping1,Sele,FAPs,1.0,32.233823,0.0749598367691329,1.0,0.1104133333333333,0.0054671856542791,3.559043843506666,0.0004098193442313
Neutro,Serping1,Sele,Neutro,1.0,32.233823,0.0749598367691329,1.0,4.970515333333334,0.2461181933773804,160.2187114734527,0.0184489796014823
sCs,Serping1,Sele,ECs,1.0,124.877892,0.2904038531325749,1.0,15.06014,0.7457123055135437,1880.67853642488,0.216557726849509
sCs,Serping1,Sele,FAPs,1.0,124.877892,0.2904038531325749,1.0,0.1104133333333333,0.0054671856542791,13.78818431536,0.0015876917797937
sCs,Serping1,Sele,Neutro,1.0,124.877892,0.2904038531325749,1.0,4.970515333333334,0.2461181933773804,620.7074769803442,0.0714736716828194
