Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand expressing cells in condition 1,Ligand detection rate in condition 1,Ligand expression in condition 1,Ligand specificity in condition 1,Receptor expressing cells in condition 1,Receptor detection rate in condition 1,Receptor expression in condition 1,Receptor specificity in condition 1,Edge expression weight in condition 1,Edge specificity weight in condition 1,Ligand expressing cells in condition 2,Ligand detection rate in condition 2,Ligand expression in condition 2,Ligand specificity in condition 2,Receptor expressing cells in condition 2,Receptor detection rate in condition 2,Receptor expression in condition 2,Receptor specificity in condition 2,Edge expression weight in condition 2,Edge specificity weight in condition 2,Delta ligand expression,Fold change of ligand expression,Log2-transformed fold change of ligand expression,Delta ligand specificity,Fold change of ligand specificity,Log2-transformed fold change of ligand specificity,Delta receptor expression,Fold change of receptor expression,Log2-transformed fold change of receptor expression,Delta receptor specificity,Fold change of receptor specificity,Log2-transformed fold change of receptor specificity,Delta edge expression weight,Delta edge specificity weight,Fold change of edge expression weight,Log2-transformed fold change of edge expression weight,Fold change of edge specificity weight,Log2-transformed fold change of edge specificity weight
FAPs,Robo2,Robo2,FAPs,1.0,0.3333333333333333,0.020314,0.08161455996678743,1.0,0.3333333333333333,0.020314,0.08161455996678743,0.00041265859599999983,0.006660936398572339,3.0,1.0,0.661303,0.261135113213977,3.0,1.0,0.661303,0.261135113213977,0.437321657809,0.06819154735327658,0.640989,0.03071814281804256,-5.024765194685495,0.17952055324718955,0.31253767048903747,-1.6778980051051533,0.640989,0.03071814281804256,-5.024765194685495,0.17952055324718955,0.31253767048903747,-1.6778980051051533,0.436908999213,0.06153061095470424,1059.7662621064126,10.04953038937099,10.237531673158191,3.355796010210307
ECs,Vtn,Itgb6,MuSCs,3.0,1.0,2.021590333333334,0.011162623476506409,2.0,0.6666666666666666,0.024693,0.06788627795260725,0.049919130101,0.0007577889600064134,2.0,0.6666666666666666,7.1346180000000015,0.09653179209260772,3.0,1.0,3.5026333333333333,0.8206950841161891,24.989950827399998,0.07922316723132916,5.113027666666667,0.28334948463019793,-1.8193455164813346,0.0853691686161013,0.11563675794807117,-3.112328028536785,3.477940333333333,0.007049838692793042,-7.148194037047098,0.7528088061635818,0.08271802678788352,-3.59565441874094,24.940031697299,0.07846537827132274,500.6087000482284,8.967539553528432,104.5451588931286,6.7079824472777245
MuSCs,Fn1,Col13a1,MuSCs,3.0,1.0,8.428738666666668,0.0221206866746274,1.0,0.3333333333333333,0.004932,0.028474544957680783,0.041570539104,0.0006298764872114481,3.0,1.0,28.350478999999996,0.06513567366166338,3.0,1.0,0.7023119999999999,0.6786077779123368,19.910881607448,0.0442015747663645,19.92174033333333,0.29730498263068744,-1.7499844528448103,0.043014986987035986,0.33960939422427244,-1.558051727829984,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,19.869311068344,0.043571698279153054,478.9661629750704,8.903779928758375,70.17498773775648,6.132885001531404
MuSCs,Fn1,Itgb6,MuSCs,3.0,1.0,8.428738666666668,0.0221206866746274,2.0,0.6666666666666666,0.024693,0.06788627795260725,0.208130843896,0.001501691084096291,3.0,1.0,28.350478999999996,0.06513567366166338,3.0,1.0,3.5026333333333333,0.8206950841161891,99.30133276136664,0.05345652717472345,19.92174033333333,0.29730498263068744,-1.7499844528448103,0.043014986987035986,0.33960939422427244,-1.558051727829984,3.477940333333333,0.007049838692793042,-7.148194037047098,0.7528088061635818,0.08271802678788352,-3.59565441874094,99.09320191747064,0.051954836090627156,477.11012410532527,8.898178489891908,35.5975524799052,5.153706146570923
FAPs,Robo2,Robo2,ECs,1.0,0.3333333333333333,0.020314,0.08161455996678743,2.0,0.6666666666666666,0.1588893333333333,0.6383618698147193,0.003227677917333333,0.05209962310450395,3.0,1.0,0.661303,0.261135113213977,2.0,0.6666666666666666,1.847863,0.7296835394802672,1.2219973454889999,0.19054599369255498,0.640989,0.03071814281804256,-5.024765194685495,0.17952055324718955,0.31253767048903747,-1.6778980051051533,1.6889736666666668,0.0859854509416192,-3.5397636186815724,0.09132166966554789,0.8748475678503126,-0.1928964291012314,1.2187696675716666,0.13844637058805104,378.5995309279802,8.564528813367067,3.6573391962999153,1.8707944342063847
ECs,Robo2,Robo2,FAPs,2.0,0.6666666666666666,0.1588893333333333,0.6383618698147193,1.0,0.3333333333333333,0.020314,0.08161455996678743,0.003227677917333333,0.05209962310450395,2.0,0.6666666666666666,1.847863,0.7296835394802672,3.0,1.0,0.661303,0.261135113213977,1.2219973454889999,0.19054599369255498,1.6889736666666668,0.0859854509416192,-3.5397636186815724,0.09132166966554789,0.8748475678503126,-0.1928964291012314,0.640989,0.03071814281804256,-5.024765194685495,0.17952055324718955,0.31253767048903747,-1.6778980051051533,1.2187696675716666,0.13844637058805104,378.5995309279802,8.564528813367067,3.6573391962999153,1.8707944342063847
MuSCs,Slit1,Robo2,FAPs,2.0,0.6666666666666666,0.02133733333333333,0.0353528352353091,1.0,0.3333333333333333,0.020314,0.08161455996678743,0.0004334465893333333,0.002885306091308089,1.0,0.3333333333333333,0.210796,0.3481346586630142,3.0,1.0,0.661303,0.261135113213977,0.13940002718800001,0.09091018350367544,0.1894586666666667,0.10122266709678233,-3.3043957016303382,0.3127818234277051,0.1015493124731651,-3.2997476228053686,0.640989,0.03071814281804256,-5.024765194685495,0.17952055324718955,0.31253767048903747,-1.6778980051051533,0.13896658059866668,0.08802487741236735,321.60831488466795,8.329160896315832,31.50798585201759,4.977645627910523
MuSCs,Spp1,Cd44,MuSCs,3.0,1.0,1.7990903333333332,0.006154907491150983,3.0,1.0,14.277234,0.042436714555789935,25.686033676138,0.0002611940523192674,3.0,1.0,99.18134533333333,0.3203641332046737,3.0,1.0,81.69901899999999,0.2178183668945166,8103.0186168335595,0.0697811923062194,97.38225499999999,0.018139402397566458,-5.784729262699305,0.3142092257135227,0.019212224007669254,-5.701831654679854,67.421785,0.174754044476348,-2.5166022494242855,0.17538165233872668,0.1948261533718176,-2.359740737758731,8077.332583157421,0.06951999825390014,315.46398790098766,8.30133151212359,267.1622561333181,8.061572392438585
MuSCs,Hspg2,Col13a1,MuSCs,3.0,1.0,42.586595,0.0960906401910534,1.0,0.3333333333333333,0.004932,0.028474544957680783,0.21003708654,0.002736137254132478,3.0,1.0,68.87942233333334,0.1437146716334625,3.0,1.0,0.7023119999999999,0.6786077779123368,48.374844857768004,0.09752589397058516,26.292827333333335,0.6182774703583823,-0.6936736592298899,0.04762403144240909,0.6686209494054167,-0.5807395363277797,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,48.164807771228006,0.09478975671645268,230.31572973449798,7.847469135143455,35.64364098448957,5.155572810029201
MuSCs,Tgfb1,Itgb6,MuSCs,3.0,1.0,5.839988000000001,0.0479468100641207,2.0,0.6666666666666666,0.024693,0.06788627795260725,0.144206823684,0.0032549304749537647,3.0,1.0,8.960212333333333,0.07751117190518901,3.0,1.0,3.5026333333333333,0.8206950841161891,31.38433839247778,0.06361303774667347,3.120224333333332,0.6517689294342245,-0.6175675160842554,0.02956436184106831,0.6185793465072212,-0.6929694302106507,3.477940333333333,0.007049838692793042,-7.148194037047098,0.7528088061635818,0.08271802678788352,-3.59565441874094,31.240131568793778,0.0603581072717197,217.63421168786152,7.7657615531313535,19.543593399664573,4.28862384895159
FAPs,Cxcl5,Cxcr1,ECs,1.0,0.3333333333333333,0.05862133333333334,0.03182135572249355,1.0,0.3333333333333333,2.3462330000000002,0.9997937544237332,0.1375393067706667,0.03181479270864497,3.0,1.0,4.799114,0.757340497133279,1.0,0.3333333333333333,5.973506333333333,0.9996971429349232,28.66753787338867,0.7571111312130534,4.740492666666667,0.012215032469187715,-6.355198491288357,0.7255191414107854,0.042017237745697274,-4.572874868829287,3.6272733333333327,0.3927731668932134,-1.3482317225474019,-9.661148881001669e-05,1.000096640757146,0.0001394164045374941,28.529998566618005,0.7252963385044084,208.43160072915722,7.703430213835759,23.797456049660983,4.57273545242475
MuSCs,Nid2,Col13a1,MuSCs,3.0,1.0,8.995339666666666,0.098921863516656,1.0,0.3333333333333333,0.004932,0.028474544957680783,0.044365015236,0.002816755050002583,3.0,1.0,10.22880766666667,0.1317194437015911,3.0,1.0,0.7023119999999999,0.6786077779123368,7.183814369992001,0.08938583899818588,1.2334680000000038,0.8794123381535863,-0.1853883211858768,0.032797580184935116,0.7510042613052811,-0.4131070010671827,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,7.139449354756001,0.08656908394818329,161.9252091265528,7.339183797099442,31.733621636039636,4.9879402747686035
ECs,Hspg2,Col13a1,MuSCs,3.0,1.0,117.9639543333333,0.2661690114309019,1.0,0.3333333333333333,0.004932,0.028474544957680783,0.581798222772,0.007579041482330666,3.0,1.0,133.9646796666667,0.2795129415517745,3.0,1.0,0.7023119999999999,0.6786077779123368,94.08500210605601,0.1896796561641906,16.000725333333406,0.8805601194796517,-0.18350658871362704,0.013343930120872594,0.9522600633559541,-0.07057246581151627,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,93.50320388328402,0.18210061468185995,161.71414491055748,7.337302064627192,25.02686607619165,4.645405739512937
FAPs,Fn1,Col13a1,MuSCs,3.0,1.0,345.566579,0.9069174311350352,1.0,0.3333333333333333,0.004932,0.028474544957680783,1.704334367628,0.02582406116575892,3.0,1.0,385.05247033333336,0.8846641374295412,3.0,1.0,0.7023119999999999,0.6786077779123368,270.4269705447441,0.6003399644997951,39.48589133333337,0.8974532190401191,-0.15609135641720925,-0.022253293705494004,1.0251545109199889,0.03584136859761735,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,268.7226361771161,0.5745159033340361,158.67013872466214,7.309886832330775,23.2473103531759,4.538991905103804
FAPs,Fn1,Itgb6,MuSCs,3.0,1.0,345.566579,0.9069174311350352,2.0,0.6666666666666666,0.024693,0.06788627795260725,8.533075535246999,0.06156724881009756,3.0,1.0,385.05247033333336,0.8846641374295412,3.0,1.0,3.5026333333333333,0.8206950841161891,1348.697617671878,0.7260395086823129,39.48589133333337,0.8974532190401191,-0.15609135641720925,-0.022253293705494004,1.0251545109199889,0.03584136859761735,3.477940333333333,0.007049838692793042,-7.148194037047098,0.7528088061635818,0.08271802678788352,-3.59565441874094,1340.164542136631,0.6644722598722154,158.0552770335741,7.3042853934643075,11.79262550648903,3.559813050143321
FAPs,Tgfb1,Itgb6,MuSCs,3.0,1.0,17.04862266666667,0.1399706767982279,2.0,0.6666666666666666,0.024693,0.06788627795260725,0.420981639508,0.009502088270339056,3.0,1.0,17.91585,0.1549827702197958,3.0,1.0,3.5026333333333333,0.8206950841161891,62.752653405,0.1271935976420953,0.8672273333333287,0.9515944075590425,-0.07158130169781614,0.015012093421567924,0.9031370171001728,-0.1469832158242122,3.477940333333333,0.007049838692793042,-7.148194037047098,0.7528088061635818,0.08271802678788352,-3.59565441874094,62.331671765492,0.11769150937175626,149.06268472501282,7.219775338744914,13.385857300350754,3.7426376345651513
FAPs,Hspg2,Col13a1,MuSCs,3.0,1.0,282.64136733333333,0.6377403483780447,1.0,0.3333333333333333,0.004932,0.028474544957680783,1.3939872236880002,0.01815936622121763,3.0,1.0,276.4348856666667,0.5767723868147631,3.0,1.0,0.7023119999999999,0.6786077779123368,194.1435374223281,0.3914022277775612,-6.206481666666662,1.0224518756078804,0.032032940520807685,-0.06096796156328166,1.1057054098931096,0.1449670634229178,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,192.74955019864012,0.37324286155634356,139.27210674764476,7.121762535392758,21.553738330374212,4.429866210278504
ECs,Robo2,Robo2,ECs,2.0,0.6666666666666666,0.1588893333333333,0.6383618698147193,2.0,0.6666666666666666,0.1588893333333333,0.6383618698147193,0.025245820247111108,0.4075058768333447,2.0,0.6666666666666666,1.847863,0.7296835394802672,2.0,0.6666666666666666,1.847863,0.7296835394802672,3.414597666769,0.5324380677884507,1.6889736666666668,0.0859854509416192,-3.5397636186815724,0.09132166966554789,0.8748475678503126,-0.1928964291012314,1.6889736666666668,0.0859854509416192,-3.5397636186815724,0.09132166966554789,0.8748475678503126,-0.1928964291012314,3.389351846521889,0.12493219095510599,135.25397999931232,7.079527237363145,1.3065776423298032,0.3857928582024627
FAPs,Nid1,Col13a1,MuSCs,3.0,1.0,439.82086166666664,0.8239280291378236,1.0,0.3333333333333333,0.004932,0.028474544957680783,2.16919648974,0.023460975707578283,3.0,1.0,412.4720866666667,0.84818836320749,3.0,1.0,0.7023119999999999,0.6786077779123368,289.68409613104,0.5755872204073369,-27.348774999999932,1.0663045473477128,0.09261954522483969,0.024260334069666434,0.9713974688618409,-0.041866367703437296,0.6973799999999999,0.007022519905682945,-7.153795475913565,0.6501332329546561,0.041960239603029054,-4.574833273701421,287.5148996413,0.5521262446997586,133.54442416867528,7.061175930688725,24.533814261672532,4.616699641404858
