Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand expressing cells in condition 1,Ligand detection rate in condition 1,Ligand expression in condition 1,Ligand specificity in condition 1,Receptor expressing cells in condition 1,Receptor detection rate in condition 1,Receptor expression in condition 1,Receptor specificity in condition 1,Edge expression weight in condition 1,Edge specificity weight in condition 1,Ligand expressing cells in condition 2,Ligand detection rate in condition 2,Ligand expression in condition 2,Ligand specificity in condition 2,Receptor expressing cells in condition 2,Receptor detection rate in condition 2,Receptor expression in condition 2,Receptor specificity in condition 2,Edge expression weight in condition 2,Edge specificity weight in condition 2,Delta ligand expression,Fold change of ligand expression,Log2-transformed fold change of ligand expression,Delta ligand specificity,Fold change of ligand specificity,Log2-transformed fold change of ligand specificity,Delta receptor expression,Fold change of receptor expression,Log2-transformed fold change of receptor expression,Delta receptor specificity,Fold change of receptor specificity,Log2-transformed fold change of receptor specificity,Delta edge expression weight,Delta edge specificity weight,Fold change of edge expression weight,Log2-transformed fold change of edge expression weight,Fold change of edge specificity weight,Log2-transformed fold change of edge specificity weight
ECs,Nlgn3,Nrxn2,ECs,3.0,1.0,0.2210183333333333,0.111623447733668,1.0,0.3333333333333333,0.0077423333333333,0.0012176764236308,0.0017111976094444,0.0001359212406296,1.0,0.3333333333333333,0.0076303333333333,0.0055448718958006,1.0,0.3333333333333333,0.0037106666666666,0.0016420242565864,2.831362355555555e-05,9.104814152569492e-06,0.213388,28.96575073172875,4.856276152022282,0.1060785758378674,20.130933560107284,4.331342172825063,0.0040316666666667,2.0865073661516633,1.0610900138635735,-0.00042434783295560016,0.7415703018676619,-0.4313446262828233,0.0016828839858888443,0.0001268164264770305,60.43725226786233,5.917366165885793,14.928502477037528,3.8999975465413623
FAPs,Efna1,Epha5,MuSCs,3.0,1.0,1.63134,0.0621487053705481,1.0,0.3333333333333333,0.0139996666666666,0.6220875979440996,0.02283821622,0.0386619388392998,3.0,1.0,1.359006333333333,0.0681253397478575,1.0,0.3333333333333333,0.0002903333333333,1.0,0.0003945648387777,0.0681253397478575,0.2723336666666669,1.2003917568203633,0.2635053169885124,-0.0059766343773094074,0.9122700246423745,-0.13246718107521566,0.013709333333333299,48.21928817451736,5.591538448551282,-0.3779124020559004,0.6220875979440996,-0.6848103501884555,0.0224436513812223,-0.029463400908557702,57.88203604444129,5.85504376553992,0.567511868306179,-0.8172775312636721
ECs,Lgi2,Adam23,ECs,3.0,1.0,0.0597089999999999,0.0036882746461349,3.0,1.0,0.0727123333333333,0.0041712253620108,0.004341580711,1.538462474601996e-05,1.0,0.3333333333333333,0.0034553333333333,0.0002701214697109,1.0,0.3333333333333333,0.022792,0.0019163279148266,7.875395733333334e-05,5.176413128011083e-07,0.056253666666666605,17.280243102450456,4.111051608698505,0.003418153176424,13.654133638774844,3.771265872213152,0.049920333333333296,3.190256815256814,1.673672565427193,0.0022548974471842,2.1766761991713905,1.122126809182485,0.004262826753666666,1.4866983433218852e-05,55.12841332688669,5.784724174125686,29.72062771182088,4.8933926813953565
FAPs,Efna2,Epha5,MuSCs,3.0,1.0,2.015377,0.7554960962715589,1.0,0.3333333333333333,0.0139996666666666,0.6220875979440996,0.0282146062076666,0.4699847517857183,3.0,1.0,1.843761666666667,0.7704314695358874,1.0,0.3333333333333333,0.0002903333333333,1.0,0.0005353054705555,0.7704314695358874,0.171615333333333,1.0930789138509405,0.12839755884303888,-0.014935373264328478,0.9806142741374185,-0.02824233277693444,0.013709333333333299,48.21928817451736,5.591538448551282,-0.3779124020559004,0.6220875979440996,-0.6848103501884555,0.0276793007371111,-0.30044671775016907,52.70748714446649,5.719936007394309,0.6100279783078435,-0.7130526829653899
ECs,Dkk2,Kremen1,ECs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,3.636278,0.1254799416243108,0.4702131686433333,0.0019027060565189,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,3.112844666666666,0.0962303687181678,0.0093125936277777,3.431972952500323e-05,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,0.5234333333333341,1.1681527314672735,0.2242289133661923,0.02924957290614301,1.3039536613624223,0.38289260138609876,0.4609005750155556,0.0018683863269938967,50.492181602424544,5.657988107768635,55.44059008777171,5.792870707921136
ECs,Dkk2,Lrp6,FAPs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,43.97212233333332,0.6097142007069145,5.686108425793887,0.0092453573647971,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,37.74750533333334,0.5765403197090441,0.1129279534555556,0.0002056181234286,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,6.224616999999974,1.1649014138823965,0.22020786413167717,0.03317388099787044,1.0575395681166095,0.08071164316335902,5.573180472338332,0.0090397392413685,50.351646796040946,5.653967058534109,44.9637279566337,5.490689749698503
FAPs,Il7,Il2rg,FAPs,3.0,1.0,0.8078343333333334,0.8547824019796645,3.0,1.0,0.7369563333333332,0.066944697920116,0.5953386282341111,0.0572231496879598,2.0,0.6666666666666666,0.2977416666666666,0.6204562851740659,1.0,0.3333333333333333,0.041337,0.003787629702975,0.012307747275,0.0023500586551228,0.5100926666666667,2.7132055193260385,1.4399983327220733,0.23432611680559856,1.3776674076882944,0.4622276389902856,0.6956193333333333,17.828007192910302,4.156073543022249,0.063157068217141,17.67456250211951,4.143602599379787,0.5830308809591112,0.054873091032837,48.37104751438854,5.596071875744322,24.349668704319917,4.605830238370085
FAPs,Efna4,Epha5,MuSCs,2.0,0.6666666666666666,0.3851916666666667,0.4682720202225272,1.0,0.3333333333333333,0.0139996666666666,0.6220875979440996,0.0053925549361111,0.2913062162446628,2.0,0.6666666666666666,0.401547,0.4195022558883632,1.0,0.3333333333333333,0.0002903333333333,1.0,0.000116582479,0.4195022558883632,-0.016355333333333277,0.9592691930624976,-0.059992369321399994,0.04876976433416397,1.1162562623909762,0.15866826913826726,0.013709333333333299,48.21928817451736,5.591538448551282,-0.3779124020559004,0.6220875979440996,-0.6848103501884555,0.0052759724571111,-0.1281960396437004,46.25527765721211,5.53154607922972,0.694409176960861,-0.5261420810501881
ECs,Dkk2,Lrp5,MuSCs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,6.093084,0.1991482794240958,0.7879068471799999,0.0030197705904266,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,5.969012333333333,0.1891636006124168,0.0178572952305555,6.746356369066073e-05,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,0.12407166666666747,1.0207859625241185,0.029680394936337,0.009984678811678999,1.0527832985804542,0.07420850736372113,0.7700495519494445,0.0029523070267359394,44.12240694950362,5.463439589338773,44.76150421393526,5.484186613898739
ECs,Nlgn3,Nrxn2,MuSCs,3.0,1.0,0.2210183333333333,0.111623447733668,3.0,1.0,0.3114883333333334,0.0489893657901654,0.0688446322861111,0.005468361911784,1.0,0.3333333333333333,0.0076303333333333,0.0055448718958006,2.0,0.6666666666666666,0.206493,0.0913761717971566,0.001575610421,0.0005066691669439,0.213388,28.96575073172875,4.856276152022282,0.1060785758378674,20.130933560107284,4.331342172825063,0.10499533333333341,1.5084692136456606,0.593085252816093,-0.0423868060069912,0.5361284547892368,-0.8993493873303495,0.06726902186511109,0.0049616927448400995,43.693943228946885,5.449361404838369,10.792766303044989,3.4319927854946974
ECs,Dkk2,Kremen1,FAPs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,17.985402,0.620636594080475,2.32572230829,0.0094109782899787,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,17.99270566666667,0.5562258596073433,0.0538281777861111,0.0001983731467603,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,-0.007303666666668818,0.9995940762438971,-0.0005857430814691662,0.06441073447313173,1.1157996043524498,0.15807794493843672,2.271894130503889,0.0092126051432184,43.206409801412406,5.433173451320963,47.44078744362641,5.568056051474199
ECs,Dkk2,Lrp5,ECs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,15.01856033333333,0.4908713633047416,1.942075067637222,0.0074432925600809,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,15.24491733333333,0.4831257321597052,0.0456077110222222,0.0001723026179277,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,-0.22635700000000014,0.9851519693383273,-0.021581803313752944,0.007745631145036402,1.0160323299494136,0.022946309113631564,1.8964673566149999,0.0072709899421531995,42.58216481618542,5.4121773910886795,43.198952224882525,5.432924415648845
ECs,Dkk2,Kremen2,ECs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,0.52656,0.96862550564216,0.0680903512,0.0146876830848554,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,0.5503976666666667,0.8380541753160734,0.0016466063527777,0.0002988847804208,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,-0.023837666666666646,0.9566901022472842,-0.06387642237578676,0.1305713303260866,1.1558029709437834,0.20889548341891528,0.06644374484722229,0.0143887983044346,41.35193034153958,5.369882772026713,49.14162261516497,5.618873589954217
ECs,Lgi2,Adam22,ECs,3.0,1.0,0.0597089999999999,0.0036882746461349,3.0,1.0,8.521337333333333,0.2943426187002489,0.508800530836,0.0010856164178291,1.0,0.3333333333333333,0.0034553333333333,0.0002701214697109,3.0,1.0,3.618510333333333,0.1815566256530994,0.0125031593717777,4.904234255717705e-05,0.056253666666666605,17.280243102450456,4.111051608698505,0.003418153176424,13.654133638774844,3.771265872213152,4.902827,2.3549296667293382,1.235683972374771,0.11278599304714951,1.621216618459576,0.6970768690776628,0.49629737146422226,0.001036574075271923,40.69375713025552,5.346735581073273,22.13630836584552,4.4683427412905425
ECs,Dkk2,Lrp5,FAPs,1.0,0.3333333333333333,0.1293116666666667,0.0151634279701504,3.0,1.0,9.484070666666666,0.3099803572711625,1.226400984691111,0.0047003648196427,1.0,0.3333333333333333,0.0029916666666666,0.0003566413595017,3.0,1.0,10.340832,0.327710667227878,0.0309363224,0.0001168751778833,0.12632000000000013,43.223955431755854,5.433759194402464,0.014806786610648699,42.51730082942924,5.4099781065353,-0.8567613333333348,0.9171477369196855,-0.12477394868545925,-0.017730309956715484,0.9458964515659587,-0.08024583625807478,1.195464662291111,0.0045834896417594004,39.64275290495134,5.308985245716973,40.216963984739515,5.329732270277943
FAPs,Rspo1,Lgr5,MuSCs,2.0,0.6666666666666666,1.52558,0.8891290081558957,3.0,1.0,0.3053773333333333,0.4353215379461581,0.4658775521866667,0.3870570072629667,2.0,0.6666666666666666,0.2179573333333333,1.0,1.0,0.3333333333333333,0.0542663333333333,0.0611875187218796,0.0118277453031111,0.0611875187218796,1.3076226666666666,6.999443316123034,2.807240185342589,-0.11087099184410432,0.8891290081558957,-0.16953533283614772,0.251111,5.6273810035688205,2.4924636448155915,0.37413401922427847,7.114547983631417,2.8307720993394034,0.4540498068835556,0.3258694885410871,39.38853435270753,5.299703830158181,6.32575099216373,2.661236766503256
ECs,Efna4,Epha5,MuSCs,2.0,0.6666666666666666,0.2988413333333333,0.3632971504731247,1.0,0.3333333333333333,0.0139996666666666,0.6220875979440996,0.0041836790528888,0.2260026516777622,3.0,1.0,0.3747116666666667,0.3914669751594584,1.0,0.3333333333333333,0.0002903333333333,1.0,0.0001087912872222,0.3914669751594584,-0.07587033333333343,0.7975234291255051,-0.3264011928290646,-0.028169824686333667,0.92804035468162,-0.1077405543693961,0.013709333333333299,48.21928817451736,5.591538448551282,-0.3779124020559004,0.6220875979440996,-0.6848103501884555,0.0040748877656666006,-0.16546432348169618,38.456012054934824,5.2651372557223235,0.5773223950390791,-0.7925509045578519
