Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Fn1,Itgb8,ECs,3.0,1.0,1637.343343333333,0.9471112884046844,2.0,0.6666666666666666,0.1591403333333333,0.0126032698687789,260.5673654391811,0.0119366991635311
ECs,C1qb,Lrp1,FAPs,1.0,0.3333333333333333,1.030015666666667,0.0019466855380322,3.0,1.0,243.3763986666667,0.6696287328350964,250.6815035235791,0.0013035565700609
Resolving-Mac,Bmp10,Eng,ECs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,218.721583,0.7793342808141792,154.0346019205557,0.7793342808141792
ECs,Cxcl14,Cxcr4,Resolving-Mac,2.0,0.6666666666666666,0.5984806666666667,0.0027638452098041,3.0,1.0,220.538579,0.7518519741313753,131.9880757856393,0.0020780024771847
FAPs,Tff3,Cxcr4,Resolving-Mac,2.0,0.6666666666666666,0.4482143333333333,0.1480805917660089,3.0,1.0,220.538579,0.7518519741313753,98.84855216076566,0.111334685249816
ECs,C1qb,Lrp1,Resolving-Mac,1.0,0.3333333333333333,1.030015666666667,0.0019466855380322,3.0,1.0,86.47679266666667,0.2379332811655844,89.07245124975178,0.0004631812774615
FAPs,Fn1,Col13a1,FAPs,3.0,1.0,1637.343343333333,0.9471112884046844,1.0,0.3333333333333333,0.0537786666666666,0.0487192533998481,88.05414188000888,0.0461425548576444
Resolving-Mac,Psap,Gpr37l1,Resolving-Mac,3.0,1.0,1597.720744,0.7854379119898224,1.0,0.3333333333333333,0.0535696666666666,0.0636685112465493,85.58936768249866,0.0500076625329902
FAPs,Gnas,Vipr1,FAPs,3.0,1.0,531.1103823333333,0.464799214434963,1.0,0.3333333333333333,0.146504,0.0425650644206355,77.80979545336265,0.019784208505085
FAPs,Gdf2,Eng,ECs,2.0,0.6666666666666666,0.3360833333333333,1.0,3.0,1.0,218.721583,0.7793342808141792,73.50867868658332,0.7793342808141792
FAPs,Gnas,Gcgr,Resolving-Mac,3.0,1.0,531.1103823333333,0.464799214434963,1.0,0.3333333333333333,0.1322646666666667,0.0624380802517702,70.24713768252421,0.02902117065185
Resolving-Mac,B2m,Gm11127,MuSCs,3.0,1.0,2852.789998333333,0.4712768877470153,1.0,0.3333333333333333,0.0231716666666666,0.0413297335669495,66.10389891138054,0.0194777482068453
ECs,Col4a1,Itgb8,ECs,3.0,1.0,338.6742503333333,0.5849329800180821,2.0,0.6666666666666666,0.1591403333333333,0.0126032698687789,53.89673308946344,0.0073720682023169
MuSCs,Gnas,Vipr1,FAPs,3.0,1.0,360.115397,0.3151536087398187,1.0,0.3333333333333333,0.146504,0.0425650644206355,52.758346122088,0.0134145336584061
MuSCs,Gnas,Gcgr,Resolving-Mac,3.0,1.0,360.115397,0.3151536087398187,1.0,0.3333333333333333,0.1322646666666667,0.0624380802517702,47.63054294573934,0.0196775863141318
FAPs,F13a1,Itgb1,FAPs,2.0,0.6666666666666666,0.2742633333333334,0.0058712415792453,3.0,1.0,168.7997026666667,0.3320294904365841,46.29556911903557,0.0019494253497869
FAPs,Ccl12,Ccr2,Resolving-Mac,3.0,1.0,0.857148,0.023949636547619,3.0,1.0,51.241888,0.9944494595991876,43.92188181542399,0.0238167031223767
ECs,Serpina1e,Lrp1,FAPs,1.0,0.3333333333333333,0.1767853333333333,1.0,3.0,1.0,243.3763986666667,0.6696287328350964,43.0253777637529,0.6696287328350964
ECs,B2m,Gm11127,MuSCs,3.0,1.0,1809.511841,0.2989288062794902,1.0,0.3333333333333333,0.0231716666666666,0.0413297335669495,41.92940520903834,0.0123546479190176
FAPs,F13a1,Itgb1,ECs,2.0,0.6666666666666666,0.2742633333333334,0.0058712415792453,3.0,1.0,145.7007446666667,0.2865937750105843,39.96037190142889,0.001682661288195
FAPs,Fn1,Tnfrsf11b,Resolving-Mac,3.0,1.0,1637.343343333333,0.9471112884046844,1.0,0.3333333333333333,0.0243466666666666,0.0096865453036965,39.86385259902222,0.0091742364027743
MuSCs,Tff2,Cxcr4,Resolving-Mac,2.0,0.6666666666666666,0.1599346666666667,0.1447458130254459,3.0,1.0,220.538579,0.7518519741313753,35.27176411950533,0.1088274252704324
FAPs,F13a1,Itgb1,MuSCs,2.0,0.6666666666666666,0.2742633333333334,0.0058712415792453,3.0,1.0,128.1261546666667,0.2520245069956105,35.14030626606223,0.0014796967644614
FAPs,Agrp,Sdc3,Resolving-Mac,3.0,1.0,0.7091626666666667,0.5197685398391702,3.0,1.0,47.79503400000001,0.4637252825399149,33.89445376486401,0.2410298129922782
Resolving-Mac,Bmp10,Bmpr2,FAPs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,46.81622333333333,0.3169204109998198,32.97030967709222,0.3169204109998198
Resolving-Mac,Bmp10,Eng,FAPs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,46.29469433333333,0.164954193449581,32.60302305268522,0.164954193449581
Resolving-Mac,Bmp10,Bmpr2,ECs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,46.29121633333333,0.3133663986859022,32.60057367234455,0.3133663986859022
FAPs,Nid1,Col13a1,FAPs,3.0,1.0,597.374756,0.8498168837991085,1.0,0.3333333333333333,0.0537786666666666,0.0487192533998481,32.12601787800534,0.041402444105278
Resolving-Mac,Clec11a,Itgb1,FAPs,2.0,0.6666666666666666,0.183981,0.008612056264005,3.0,1.0,168.7997026666667,0.3320294904365841,31.05593809631601,0.0028594566529487
ECs,C1qb,Lrp1,MuSCs,1.0,0.3333333333333333,1.030015666666667,0.0019466855380322,3.0,1.0,29.801371,0.0819958484421923,30.69587901814567,0.000159620132341
Resolving-Mac,Bmp10,Bmpr1a,FAPs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,41.286995,0.5401386314560596,29.07635246641833,0.5401386314560596
FAPs,C3,C3ar1,FAPs,3.0,1.0,259.5505726666667,0.9046276674881552,1.0,0.3333333333333333,0.1103976666666667,0.0007216619689517,28.65377760439712,0.0006528353836877
FAPs,Pf4,Sdc2,FAPs,2.0,0.6666666666666666,0.319587,0.00353851859075,3.0,1.0,89.02756,0.726618572334523,28.45205081772,0.0025711533265899
MuSCs,C1qb,Lrp1,FAPs,1.0,0.3333333333333333,0.1159013333333333,0.0002190485608522,3.0,1.0,243.3763986666667,0.6696287328350964,28.20764910733156,0.0001466812102328
ECs,Cxcl14,Cxcr4,MuSCs,2.0,0.6666666666666666,0.5984806666666667,0.0027638452098041,3.0,1.0,46.92720933333334,0.1599825079935015,28.08502752661956,0.0004421668883702
FAPs,Gnas,Lhcgr,ECs,3.0,1.0,531.1103823333333,0.464799214434963,1.0,0.3333333333333333,0.052798,0.1385348856125547,28.04156596643533,0.0643909060045528
FAPs,Ccl12,Ccr5,Resolving-Mac,3.0,1.0,0.857148,0.023949636547619,3.0,1.0,32.353591,0.9957520014958524,27.731815818468,0.0238478985273898
Resolving-Mac,Bmp10,Bmpr2,MuSCs,3.0,1.0,0.7042496666666667,1.0,3.0,1.0,38.53544233333333,0.2608640200510233,27.13857241810255,0.2608640200510233
Resolving-Mac,Clec11a,Itgb1,ECs,2.0,0.6666666666666666,0.183981,0.008612056264005,3.0,1.0,145.7007446666667,0.2865937750105843,26.80616870451801,0.0024681617153047
FAPs,B2m,Gm11127,MuSCs,3.0,1.0,1149.586873333333,0.1899101315469672,1.0,0.3333333333333333,0.0231716666666666,0.0413297335669495,26.63784383325556,0.0078489351385004
FAPs,Ren1,Atp6ap2,Resolving-Mac,3.0,1.0,0.5451546666666667,0.4007643483166056,3.0,1.0,48.47144533333333,0.5172597469305403,26.42443462354489,0.2072992653890303
ECs,Sema6d,Tyrobp,ECs,3.0,1.0,57.38695133333332,0.6542464432660997,1.0,0.3333333333333333,0.4526816666666666,0.0009417166111561,25.97802077449222,0.0006161147434135
FAPs,Col4a1,Itgb8,ECs,3.0,1.0,161.9384456666667,0.279688040971731,2.0,0.6666666666666666,0.1591403333333333,0.0126032698687789,25.77093822287522,0.0035249838594368
ECs,Gnas,Vipr1,FAPs,3.0,1.0,175.411433,0.1535106429347505,1.0,0.3333333333333333,0.146504,0.0425650644206355,25.698476580232,0.0065341904057708
FAPs,Ifna11,Ifnar2,Resolving-Mac,2.0,0.6666666666666666,0.513119,0.9474452914149606,3.0,1.0,48.89716966666666,0.3992799941685959,25.09006680219033,0.3782959504312292
ECs,C1qa,Cd93,ECs,1.0,0.3333333333333333,0.1161373333333333,0.0005423317774654,3.0,1.0,209.26237,0.8127157202241573,24.30317361881333,0.0004407615611233
