Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Col1a1,Gp6,FAPs,3.0,1.0,5771.873535333333,0.972603248264352,2.0,0.6666666666666666,0.053317,0.5209400637695697,307.7389812833674,0.5066679981733222
FAPs,Gnas,Lhcgr,FAPs,3.0,1.0,930.1503093333332,0.5818103152093762,2.0,0.6666666666666666,0.2640186666666667,0.4210262213814106,245.5770444697742,0.2449573985733311
FAPs,Col1a2,Gp6,FAPs,3.0,1.0,3580.644531333333,0.935387345833368,2.0,0.6666666666666666,0.053317,0.5209400637695697,190.9092244770993,0.4872807435876834
Resolving-Mac,Cxcl16,Cxcr6,FAPs,3.0,1.0,113.65184,0.9170669406068972,3.0,1.0,1.141707,0.4241570254330428,129.75710129088,0.3889803856508025
FAPs,Fn1,Tnfrsf11b,ECs,3.0,1.0,1689.289306666667,0.9215900675332436,1.0,0.3333333333333333,0.0686173333333333,0.0165404869179558,115.9145274519822,0.0152435484557516
MuSCs,Gnas,Lhcgr,FAPs,3.0,1.0,420.6651306666666,0.2631266256807295,2.0,0.6666666666666666,0.2640186666666667,0.4210262213814106,111.0634469117724,0.1107832089551984
FAPs,Fn1,Itgb8,Resolving-Mac,3.0,1.0,1689.289306666667,0.9215900675332436,1.0,0.3333333333333333,0.0538923333333333,0.0038026801395558,91.03974241131554,0.0035045122466206
FAPs,Lif,Il6st,FAPs,2.0,0.6666666666666666,0.8189326666666666,0.9129640027751632,3.0,1.0,88.87708033333332,0.3956886215996139,72.78434440292422,0.3612494678281704
FAPs,Lif,Il6st,ECs,2.0,0.6666666666666666,0.8189326666666666,0.9129640027751632,3.0,1.0,82.43338033333333,0.3670006993429558,67.50738797872422,0.3350584274934291
MuSCs,Rtn4,Rtn4r,FAPs,3.0,1.0,99.152003,0.3759503393701321,2.0,0.6666666666666666,0.6668756666666665,1.0,66.12205810196032,0.3759503393701321
MuSCs,Slitrk6,Ptprs,FAPs,3.0,1.0,1.089534333333333,0.2895113395675438,3.0,1.0,57.80210733333333,0.5598845502029881,62.97738047868511,0.1620929261324388
Resolving-Mac,Ltf,Lrp1,FAPs,2.0,0.6666666666666666,0.325391,0.665405846081277,3.0,1.0,181.2883913333334,0.6163557430885885,58.98961094434468,0.4101267147169164
ECs,Gnai2,Lhcgr,FAPs,3.0,1.0,201.4397426666667,0.4833500233086392,2.0,0.6666666666666666,0.2640186666666667,0.4210262213814106,53.18385227252978,0.2035030339182531
ECs,Sema6d,Tyrobp,FAPs,3.0,1.0,58.62893533333334,0.5702456571409142,2.0,0.6666666666666666,0.8937520000000001,0.0019826312280338,52.39972821203735,0.0011305868474982
FAPs,Cntf,Il6st,FAPs,2.0,0.6666666666666666,0.5813396666666667,0.2901829546991739,3.0,1.0,88.87708033333332,0.3956886215996139,51.66777225528655,0.1148220933566193
ECs,Gnas,Lhcgr,FAPs,3.0,1.0,189.0573523333333,0.1182556374491171,2.0,0.6666666666666666,0.2640186666666667,0.4210262213814106,49.91467008657689,0.0497887241922518
FAPs,Cntf,Il6st,ECs,2.0,0.6666666666666666,0.5813396666666667,0.2901829546991739,3.0,1.0,82.43338033333333,0.3670006993429558,47.92179384518656,0.1064973473120021
Resolving-Mac,Ly86,Cd180,FAPs,3.0,1.0,121.813021,0.9985937018923948,2.0,0.6666666666666666,0.3877869999999999,0.0073383145553063,47.23750597452699,0.0073279946974341
FAPs,Lif,Lifr,FAPs,2.0,0.6666666666666666,0.8189326666666666,0.9129640027751632,3.0,1.0,53.74150833333334,0.4383510712400526,44.01067673010556,0.4001987486200991
Resolving-Mac,Rtn4,Rtn4r,FAPs,3.0,1.0,64.87322933333333,0.2459770034489679,2.0,0.6666666666666666,0.6668756666666665,1.0,43.26237806048621,0.2459770034489679
FAPs,Rtn4,Rtn4r,FAPs,3.0,1.0,57.66057933333332,0.2186291119973147,2.0,0.6666666666666666,0.6668756666666665,1.0,38.45243728330288,0.2186291119973147
MuSCs,Slitrk6,Ptprs,MuSCs,3.0,1.0,1.089534333333333,0.2895113395675438,3.0,1.0,32.95839133333334,0.3192425840231603,35.90929892910246,0.0924243481475493
FAPs,Lif,Il6st,MuSCs,2.0,0.6666666666666666,0.8189326666666666,0.9129640027751632,3.0,1.0,42.93483766666667,0.1911496942879982,35.16074110326378,0.1745127900264195
FAPs,Lif,Lifr,ECs,2.0,0.6666666666666666,0.8189326666666666,0.9129640027751632,3.0,1.0,38.745275,0.3160319337595895,31.72977137648333,0.2885257792499301
FAPs,Cntf,Lifr,FAPs,2.0,0.6666666666666666,0.5813396666666667,0.2901829546991739,3.0,1.0,53.74150833333334,0.4383510712400526,31.24207054066389,0.1272020090479865
ECs,Col4a1,Itgb8,Resolving-Mac,3.0,1.0,546.7765096666667,0.6285526459909564,1.0,0.3333333333333333,0.0538923333333333,0.0038026801395558,29.46706191779255,0.0023901846635751
MuSCs,Prn,Rpsa,MuSCs,1.0,0.3333333333333333,0.173119,0.1733942344481473,3.0,1.0,167.6324513333334,0.348684957750095,29.02036234237534,0.0604599613126623
ECs,Rtn4,Rtn4r,FAPs,3.0,1.0,42.05115733333333,0.1594435451835853,2.0,0.6666666666666666,0.6668756666666665,1.0,28.04289358077155,0.1594435451835853
Resolving-Mac,Ltf,Lrp1,Resolving-Mac,2.0,0.6666666666666666,0.325391,0.665405846081277,3.0,1.0,81.87450533333333,0.2783621234850603,26.64122716491867,0.1852237842945574
FAPs,Amh,Egfr,FAPs,1.0,0.3333333333333333,0.294587,0.2010206147344287,3.0,1.0,88.14978533333333,0.7416121699579786,25.96778081199066,0.1490793342994865
FAPs,Cntf,Il6st,MuSCs,2.0,0.6666666666666666,0.5813396666666667,0.2901829546991739,3.0,1.0,42.93483766666667,0.1911496942879982,24.95972421752745,0.0554683830783351
MuSCs,Prn,Rpsa,FAPs,1.0,0.3333333333333333,0.173119,0.1733942344481473,3.0,1.0,142.7363333333333,0.296899627499751,24.71037129033333,0.0514806836182594
ECs,Proc,Tek,ECs,2.0,0.6666666666666666,0.347467,0.864291305025554,3.0,1.0,71.05094633333333,0.8240565632932695,24.68785916960433,0.7122249225036129
MuSCs,Sema6d,Tyrobp,FAPs,3.0,1.0,27.27518533333334,0.265288050953297,2.0,0.6666666666666666,0.8937520000000001,0.0019826312280338,24.37725144203734,0.0005259683742442
Resolving-Mac,Gnai2,Lhcgr,FAPs,3.0,1.0,89.46554166666668,0.2146705068098712,2.0,0.6666666666666666,0.2640186666666667,0.4210262213814106,23.62057302344445,0.0903819123241924
FAPs,Cntf,Lifr,ECs,2.0,0.6666666666666666,0.5813396666666667,0.2901829546991739,3.0,1.0,38.745275,0.3160319337595895,22.52416525340833,0.0917070803176512
FAPs,Serping1,Sele,MuSCs,3.0,1.0,771.4717003333334,0.8540056659644313,1.0,0.3333333333333333,0.0280426666666666,0.001852709710176,21.63412373521422,0.0015822245898776
FAPs,Fgf8,Fgfr1,FAPs,2.0,0.6666666666666666,0.2272,0.2423256435708333,3.0,1.0,82.48060333333333,0.520021823355633,18.73959307733333,0.126014623015532
ECs,Proc,Thbd,ECs,2.0,0.6666666666666666,0.347467,0.864291305025554,3.0,1.0,52.47402833333333,0.699720168977827,18.23299320289833,0.6047620579985472
FAPs,Csf3,Csf3r,Resolving-Mac,2.0,0.6666666666666666,0.6471403333333333,0.5960793789591843,3.0,1.0,27.69500466666667,1.0,17.92255455165489,0.5960793789591843
FAPs,Rbp3,Notch1,ECs,2.0,0.6666666666666666,0.2455416666666667,1.0,3.0,1.0,70.462916,0.5276750397950939,17.30158183283334,0.5276750397950939
