"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"id"	"TimeCondtion"	"type"	"age"	"symbol"
306.606892246541	-1.23014499032349	0.182510118565906	5.65499531343973e-12	4.0806620703711e-11	"ENSMUSG00000001138"	"D0_D2"	"FAPs"	"Old"	"Cnnm3"
460.587172990533	1.43050155166682	0.165451326663314	1.59727051891482e-18	1.78552783439117e-17	"ENSMUSG00000001674"	"D0_D2"	"FAPs"	"Old"	"Ddx18"
1230.44286355077	-2.81818488813926	0.146247022945471	1.07415467955499e-83	1.05136011804118e-81	"ENSMUSG00000005338"	"D0_D2"	"FAPs"	"Old"	"Cadm3"
4.4168517245755	1.98723285740499	1.91285219011281	0.0202449056506679	0.042496631749251	"ENSMUSG00000006007"	"D0_D2"	"FAPs"	"Old"	"Pdc"
43.5529537911739	-2.49061611953655	0.485203410606379	3.39270840769904e-08	1.74988498908129e-07	"ENSMUSG00000006542"	"D0_D2"	"FAPs"	"Old"	"Prkag3"
611.974409468009	-4.95279158275752	0.204131597231238	7.120681265795e-131	1.87307295483842e-128	"ENSMUSG00000007097"	"D0_D2"	"FAPs"	"Old"	"Atp1a2"
22.7962444166577	-6.49742288307832	1.39116330941317	8.7696476839102e-08	4.34866034635135e-07	"ENSMUSG00000009216"	"D0_D2"	"FAPs"	"Old"	"Fam163b"
6995.09924816591	-1.83263529370335	0.0754064612946918	3.46423558770647e-131	9.40651711597393e-129	"ENSMUSG00000009418"	"D0_D2"	"FAPs"	"Old"	"Nav1"
126.121955731796	-3.28480402324683	0.296671416486376	2.02391377820394e-29	3.70757219326042e-28	"ENSMUSG00000009633"	"D0_D2"	"FAPs"	"Old"	"G0s2"
180.945828686066	-3.0160117008227	0.25196802720457	6.40098693190492e-34	1.37625306511647e-32	"ENSMUSG00000010311"	"D0_D2"	"FAPs"	"Old"	"Optc"
2953.23327044645	1.45442705397313	0.084929386689572	2.92819134096608e-66	1.79912778194029e-64	"ENSMUSG00000014867"	"D0_D2"	"FAPs"	"Old"	"Surf4"
849.237061118395	-2.99734648915515	0.150245765439274	1.35346588952146e-89	1.47003859678024e-87	"ENSMUSG00000015085"	"D0_D2"	"FAPs"	"Old"	"Entpd2"
310.040976207114	1.21162449232517	0.187321592790365	3.83156488072569e-11	2.589497983421e-10	"ENSMUSG00000015092"	"D0_D2"	"FAPs"	"Old"	"Edf1"
18.8697046484649	-3.65124125499477	0.794097148058611	4.95105853696712e-07	2.252122952441e-06	"ENSMUSG00000015093"	"D0_D2"	"FAPs"	"Old"	"Clic3"
1104.73588703852	-2.64276434067447	0.146820219930628	2.32279845363016e-73	1.7379694207495e-71	"ENSMUSG00000016194"	"D0_D2"	"FAPs"	"Old"	"Hsd11b1"
642.899791092277	-1.70629492925839	0.178856053887265	2.93697732784645e-22	4.07953905233457e-21	"ENSMUSG00000016262"	"D0_D2"	"FAPs"	"Old"	"Sertad4"
142.557893006574	-1.42754988596523	0.243574895694292	1.31217079604859e-09	7.75645904195153e-09	"ENSMUSG00000016493"	"D0_D2"	"FAPs"	"Old"	"Cd46"
5857.24739487863	-2.03485248316449	0.102605630573232	2.53429940637641e-88	2.71751149721954e-86	"ENSMUSG00000016494"	"D0_D2"	"FAPs"	"Old"	"Cd34"
5.01759514318293	3.48598233374268	1.86132424357743	0.00320304777040162	0.00817267493402717	"ENSMUSG00000016526"	"D0_D2"	"FAPs"	"Old"	"Dyrk3"
61.2727186048362	2.9502254221824	0.475701829048009	5.30602671102972e-11	3.54612781580728e-10	"ENSMUSG00000016529"	"D0_D2"	"FAPs"	"Old"	"Il10"
786.236155935712	1.21179464349797	0.128556857187073	1.586181430937e-21	2.11260794223295e-20	"ENSMUSG00000018417"	"D0_D2"	"FAPs"	"Old"	"Myo1b"
649.344872460007	2.51684918690796	0.16139773408623	9.57802907220611e-56	4.31139356766283e-54	"ENSMUSG00000022995"	"D0_D2"	"FAPs"	"Old"	"Enah"
191.527839401406	-4.13159958653988	0.267507344804072	1.14261421037375e-54	4.94496406983089e-53	"ENSMUSG00000025776"	"D0_D2"	"FAPs"	"Old"	"Crispld1"
6758.64069233816	-3.36560695854041	0.112653212572304	3.83837272152023e-197	3.07709546508539e-194	"ENSMUSG00000025780"	"D0_D2"	"FAPs"	"Old"	"Itih5"
