Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (1 cells),ECs (1 cells),7079580.163442731,126.90137212449758,709,9985.303474531356,0.17898642048589222
FAPs (1 cells),FAPs (1 cells),6469082.716855937,205.77618551853686,789,8199.090895888387,0.2608063187814155
FAPs (1 cells),M2 (1 cells),5116139.402178848,118.65738696682902,633,8082.368723821245,0.18745242806766038
FAPs (1 cells),sCs (1 cells),2310593.805765091,83.18784546356098,774,2985.263314941978,0.10747783651622865
M2 (1 cells),FAPs (1 cells),2310557.9495161823,61.326726868844624,523,4417.8928289028345,0.11725951600161495
M2 (1 cells),M2 (1 cells),1545544.1414815662,78.42745937333811,473,3267.5351828362923,0.16580858218464717
M2 (1 cells),ECs (1 cells),1092326.5883121486,38.8994189174625,477,2289.9928476145674,0.08155014448105345
ECs (1 cells),ECs (1 cells),738043.4715955848,62.289771156710415,555,1329.8080569289816,0.11223382190398273
ECs (1 cells),M2 (1 cells),729848.673222809,40.6212807001092,492,1483.4322626479857,0.08256357865875855
ECs (1 cells),FAPs (1 cells),611788.9214071205,71.8532468810212,602,1016.2606667892368,0.11935755295850699
M2 (1 cells),sCs (1 cells),476041.8659920045,21.913058542094515,509,935.2492455638595,0.043051195564036374
sCs (1 cells),FAPs (1 cells),388091.3848400813,53.45675949667393,709,547.3785399719059,0.07539740408557677
sCs (1 cells),M2 (1 cells),386971.15849515266,26.7297949199027,583,663.7584193741898,0.04584870483688285
sCs (1 cells),ECs (1 cells),330832.52067373105,35.17182536217818,650,508.973108728817,0.054110500557197204
ECs (1 cells),sCs (1 cells),229018.88126646145,30.28725382553906,595,384.90568280077554,0.050902947605948004
sCs (1 cells),sCs (1 cells),132729.92574541262,23.500613882700446,710,186.9435573879051,0.03309945617281753
