"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 1.55651895990444
"ENSMUSG00000000817" "ENSMUSG00000000817" 0.650358805743714
"ENSMUSG00000000889" "ENSMUSG00000000889" 0
"ENSMUSG00000001138" "ENSMUSG00000001138" 235.258666431901
"ENSMUSG00000001143" "ENSMUSG00000001143" 231.889324131301
"ENSMUSG00000001305" "ENSMUSG00000001305" 83.3335811742199
"ENSMUSG00000001674" "ENSMUSG00000001674" 380.757673958015
"ENSMUSG00000001855" "ENSMUSG00000001855" 1036.62212369736
"ENSMUSG00000002459" "ENSMUSG00000002459" 17.2864193454455
"ENSMUSG00000002546" "ENSMUSG00000002546" 512.037716864706
"ENSMUSG00000002550" "ENSMUSG00000002550" 118.404428796178
"ENSMUSG00000002881" "ENSMUSG00000002881" 1168.82428799843
"ENSMUSG00000003135" "ENSMUSG00000003135" 467.896424052059
"ENSMUSG00000003418" "ENSMUSG00000003418" 18.2902118082176
"ENSMUSG00000003458" "ENSMUSG00000003458" 1743.12391140954
"ENSMUSG00000003464" "ENSMUSG00000003464" 252.176267412304
"ENSMUSG00000003721" "ENSMUSG00000003721" 223.149166818703
"ENSMUSG00000004031" "ENSMUSG00000004031" 0
"ENSMUSG00000004105" "ENSMUSG00000004105" 258.54519944548
"ENSMUSG00000004110" "ENSMUSG00000004110" 1.57039457079541
"ENSMUSG00000004364" "ENSMUSG00000004364" 2348.91201937842
"ENSMUSG00000004552" "ENSMUSG00000004552" 106.780936511065
"ENSMUSG00000004707" "ENSMUSG00000004707" 1460.89524445287
"ENSMUSG00000004709" "ENSMUSG00000004709" 80.0495765302313
"ENSMUSG00000004872" "ENSMUSG00000004872" 0
"ENSMUSG00000004880" "ENSMUSG00000004880" 550.371580842812
"ENSMUSG00000005338" "ENSMUSG00000005338" 3.83241547116845
"ENSMUSG00000005339" "ENSMUSG00000005339" 0.933911375942666
"ENSMUSG00000005501" "ENSMUSG00000005501" 666.521821671307
"ENSMUSG00000005674" "ENSMUSG00000005674" 25.6297914859149
"ENSMUSG00000005677" "ENSMUSG00000005677" 6.60603906837551
"ENSMUSG00000005681" "ENSMUSG00000005681" 21.2440746234717
"ENSMUSG00000005763" "ENSMUSG00000005763" 8.50118187143599
"ENSMUSG00000005886" "ENSMUSG00000005886" 1733.72777490553
"ENSMUSG00000006007" "ENSMUSG00000006007" 0.622463860426179
"ENSMUSG00000006010" "ENSMUSG00000006010" 436.143505167892
"ENSMUSG00000006299" "ENSMUSG00000006299" 423.391192922327
"ENSMUSG00000006301" "ENSMUSG00000006301" 656.431696965215
"ENSMUSG00000006412" "ENSMUSG00000006412" 48.6999901668312
"ENSMUSG00000006469" "ENSMUSG00000006469" 2.19271470768599
"ENSMUSG00000006471" "ENSMUSG00000006471" 69.0164093520431
"ENSMUSG00000006538" "ENSMUSG00000006538" 1.27282266616989
"ENSMUSG00000006542" "ENSMUSG00000006542" 3.47977229358585
"ENSMUSG00000006546" "ENSMUSG00000006546" 0
"ENSMUSG00000006576" "ENSMUSG00000006576" 3.84665039089841
"ENSMUSG00000007097" "ENSMUSG00000007097" 2.8014466807568
"ENSMUSG00000007107" "ENSMUSG00000007107" 2.85687726255287
"ENSMUSG00000008136" "ENSMUSG00000008136" 1.8813390539373
"ENSMUSG00000008475" "ENSMUSG00000008475" 3674.86275630918
"ENSMUSG00000009030" "ENSMUSG00000009030" 373.182059569688
"ENSMUSG00000009214" "ENSMUSG00000009214" 0.622535722193978
"ENSMUSG00000009216" "ENSMUSG00000009216" 0
"ENSMUSG00000009418" "ENSMUSG00000009418" 2571.33619291174
"ENSMUSG00000009551" "ENSMUSG00000009551" 15.0529401463002
"ENSMUSG00000009563" "ENSMUSG00000009563" 237.361230382596
"ENSMUSG00000009614" "ENSMUSG00000009614" 5.34723573663218
"ENSMUSG00000009633" "ENSMUSG00000009633" 2.84307351342971
"ENSMUSG00000009772" "ENSMUSG00000009772" 681.156833430208
"ENSMUSG00000009905" "ENSMUSG00000009905" 253.705107012194
"ENSMUSG00000009907" "ENSMUSG00000009907" 1641.20355094916
"ENSMUSG00000010175" "ENSMUSG00000010175" 0.311231930213089
"ENSMUSG00000010290" "ENSMUSG00000010290" 125.902033790145
"ENSMUSG00000010311" "ENSMUSG00000010311" 0
"ENSMUSG00000010453" "ENSMUSG00000010453" 424.100000504114
"ENSMUSG00000010609" "ENSMUSG00000010609" 453.175411074793
"ENSMUSG00000012187" "ENSMUSG00000012187" 3.76296555494581
"ENSMUSG00000013275" "ENSMUSG00000013275" 90.0337992224679
"ENSMUSG00000013465" "ENSMUSG00000013465" 276.881491877911
"ENSMUSG00000013698" "ENSMUSG00000013698" 758.981414413779
"ENSMUSG00000013973" "ENSMUSG00000013973" 66.2415641047835
"ENSMUSG00000013997" "ENSMUSG00000013997" 150.656147090857
"ENSMUSG00000014602" "ENSMUSG00000014602" 70.7466976450714
"ENSMUSG00000014852" "ENSMUSG00000014852" 3.50759537713558
"ENSMUSG00000014867" "ENSMUSG00000014867" 2176.68279346945
"ENSMUSG00000014873" "ENSMUSG00000014873" 176.772740348188
"ENSMUSG00000014980" "ENSMUSG00000014980" 82.8782714003955
"ENSMUSG00000015085" "ENSMUSG00000015085" 0.325179402871857
"ENSMUSG00000015087" "ENSMUSG00000015087" 529.828828285624
"ENSMUSG00000015090" "ENSMUSG00000015090" 0
"ENSMUSG00000015092" "ENSMUSG00000015092" 411.563518871079
"ENSMUSG00000015093" "ENSMUSG00000015093" 4.1158961795996
"ENSMUSG00000015094" "ENSMUSG00000015094" 0.311303791980889
"ENSMUSG00000015095" "ENSMUSG00000015095" 252.882559832218
"ENSMUSG00000015222" "ENSMUSG00000015222" 11.5723055115008
"ENSMUSG00000015314" "ENSMUSG00000015314" 78.8598638058717
"ENSMUSG00000015316" "ENSMUSG00000015316" 3.43814546091294
"ENSMUSG00000015335" "ENSMUSG00000015335" 46.6044047353819
"ENSMUSG00000015355" "ENSMUSG00000015355" 1902.29569647881
"ENSMUSG00000015488" "ENSMUSG00000015488" 264.883501822278
"ENSMUSG00000015619" "ENSMUSG00000015619" 1.61202140346832
"ENSMUSG00000015787" "ENSMUSG00000015787" 1.55637523636884
"ENSMUSG00000015790" "ENSMUSG00000015790" 160.321594005325
"ENSMUSG00000015829" "ENSMUSG00000015829" 12.8738854642018
"ENSMUSG00000015846" "ENSMUSG00000015846" 827.296845840598
"ENSMUSG00000015962" "ENSMUSG00000015962" 14.5266713591294
"ENSMUSG00000016179" "ENSMUSG00000016179" 0
"ENSMUSG00000016181" "ENSMUSG00000016181" 131.466825509492
"ENSMUSG00000016194" "ENSMUSG00000016194" 3.154233581875
"ENSMUSG00000016200" "ENSMUSG00000016200" 0
"ENSMUSG00000016262" "ENSMUSG00000016262" 0
"ENSMUSG00000016493" "ENSMUSG00000016493" 32.6447666548826
"ENSMUSG00000016494" "ENSMUSG00000016494" 5.68614702685941
"ENSMUSG00000016524" "ENSMUSG00000016524" 1.55644709813664
"ENSMUSG00000016526" "ENSMUSG00000016526" 32.2694784049163
"ENSMUSG00000016529" "ENSMUSG00000016529" 381.860403445114
"ENSMUSG00000016918" "ENSMUSG00000016918" 2.8016622660602
"ENSMUSG00000017418" "ENSMUSG00000017418" 1101.65277051688
"ENSMUSG00000018196" "ENSMUSG00000018196" 155.87785557356
"ENSMUSG00000018199" "ENSMUSG00000018199" 384.507266934445
"ENSMUSG00000018417" "ENSMUSG00000018417" 41.5589847115599
"ENSMUSG00000019230" "ENSMUSG00000019230" 1.55651895990444
"ENSMUSG00000019699" "ENSMUSG00000019699" 642.280818526489
"ENSMUSG00000022995" "ENSMUSG00000022995" 6.94495035860274
"ENSMUSG00000023094" "ENSMUSG00000023094" 28.7003402318372
"ENSMUSG00000023150" "ENSMUSG00000023150" 2009.65861584203
"ENSMUSG00000023206" "ENSMUSG00000023206" 29.7878893923298
"ENSMUSG00000025776" "ENSMUSG00000025776" 0.311303791980889
"ENSMUSG00000025779" "ENSMUSG00000025779" 229.582442618704
"ENSMUSG00000025780" "ENSMUSG00000025780" 1.61194954170052
"ENSMUSG00000025781" "ENSMUSG00000025781" 1724.49385479587
"ENSMUSG00000025782" "ENSMUSG00000025782" 329.451645451186
"ENSMUSG00000025815" "ENSMUSG00000025815" 3.1960759998513
"ENSMUSG00000025816" "ENSMUSG00000025816" 169.150398579738
"ENSMUSG00000025817" "ENSMUSG00000025817" 369.528086772372
"ENSMUSG00000025900" "ENSMUSG00000025900" 0
"ENSMUSG00000025902" "ENSMUSG00000025902" 0
"ENSMUSG00000025903" "ENSMUSG00000025903" 812.105448236355
"ENSMUSG00000025909" "ENSMUSG00000025909" 0
"ENSMUSG00000025911" "ENSMUSG00000025911" 27.0888218607435
"ENSMUSG00000025912" "ENSMUSG00000025912" 48.5840228538408
"ENSMUSG00000025915" "ENSMUSG00000025915" 1702.10449223801
"ENSMUSG00000025917" "ENSMUSG00000025917" 691.762525122017
"ENSMUSG00000025921" "ENSMUSG00000025921" 88.2968254592131
"ENSMUSG00000025925" "ENSMUSG00000025925" 149.2242211819
"ENSMUSG00000025930" "ENSMUSG00000025930" 0
"ENSMUSG00000025931" "ENSMUSG00000025931" 23.4232011673379
"ENSMUSG00000025934" "ENSMUSG00000025934" 2.80108737191781
"ENSMUSG00000025935" "ENSMUSG00000025935" 3464.77530980008
"ENSMUSG00000025937" "ENSMUSG00000025937" 446.987732252182
"ENSMUSG00000025938" "ENSMUSG00000025938" 1.59800206904175
"ENSMUSG00000025949" "ENSMUSG00000025949" 2551.86828049828
"ENSMUSG00000025956" "ENSMUSG00000025956" 89.1835008207101
"ENSMUSG00000025958" "ENSMUSG00000025958" 1178.88658470678
"ENSMUSG00000025961" "ENSMUSG00000025961" 1.62589701435928
"ENSMUSG00000025969" "ENSMUSG00000025969" 2917.45885939674
"ENSMUSG00000025971" "ENSMUSG00000025971" 88.8290610989325
"ENSMUSG00000025977" "ENSMUSG00000025977" 4.07426934692669
"ENSMUSG00000025978" "ENSMUSG00000025978" 30.016586274875
"ENSMUSG00000025979" "ENSMUSG00000025979" 693.04296349751
"ENSMUSG00000025981" "ENSMUSG00000025981" 931.021916501921
"ENSMUSG00000025982" "ENSMUSG00000025982" 6638.23145226823
"ENSMUSG00000025983" "ENSMUSG00000025983" 9.46363494860638
"ENSMUSG00000025995" "ENSMUSG00000025995" 311.883551507336
"ENSMUSG00000025997" "ENSMUSG00000025997" 53.2382668873072
"ENSMUSG00000026000" "ENSMUSG00000026000" 92.9233182708975
"ENSMUSG00000026003" "ENSMUSG00000026003" 564.348538297109
"ENSMUSG00000026004" "ENSMUSG00000026004" 1736.89562561127
"ENSMUSG00000026011" "ENSMUSG00000026011" 0
"ENSMUSG00000026020" "ENSMUSG00000026020" 512.377136789256
"ENSMUSG00000026023" "ENSMUSG00000026023" 9.70462648315104
"ENSMUSG00000026024" "ENSMUSG00000026024" 464.317504750791
"ENSMUSG00000026028" "ENSMUSG00000026028" 868.908393903253
"ENSMUSG00000026029" "ENSMUSG00000026029" 766.940222534288
"ENSMUSG00000026032" "ENSMUSG00000026032" 168.748794705283
