"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 0.408212698623343
"ENSMUSG00000000817" "ENSMUSG00000000817" 5.91181610322864
"ENSMUSG00000000889" "ENSMUSG00000000889" 1.07376189312681
"ENSMUSG00000001138" "ENSMUSG00000001138" 325.988739198072
"ENSMUSG00000001143" "ENSMUSG00000001143" 150.646017180879
"ENSMUSG00000001305" "ENSMUSG00000001305" 19.8683107514499
"ENSMUSG00000001674" "ENSMUSG00000001674" 176.892444945132
"ENSMUSG00000001855" "ENSMUSG00000001855" 672.949932060187
"ENSMUSG00000002459" "ENSMUSG00000002459" 9.75253556472014
"ENSMUSG00000002546" "ENSMUSG00000002546" 528.794753304913
"ENSMUSG00000002550" "ENSMUSG00000002550" 91.0430910145827
"ENSMUSG00000002881" "ENSMUSG00000002881" 1925.51575764424
"ENSMUSG00000003135" "ENSMUSG00000003135" 894.782367715726
"ENSMUSG00000003418" "ENSMUSG00000003418" 11.1294707826158
"ENSMUSG00000003458" "ENSMUSG00000003458" 1060.09756119663
"ENSMUSG00000003464" "ENSMUSG00000003464" 184.105576870487
"ENSMUSG00000003721" "ENSMUSG00000003721" 161.107807390068
"ENSMUSG00000004031" "ENSMUSG00000004031" 0
"ENSMUSG00000004105" "ENSMUSG00000004105" 354.894437896482
"ENSMUSG00000004110" "ENSMUSG00000004110" 106.424537365804
"ENSMUSG00000004364" "ENSMUSG00000004364" 2867.19653884208
"ENSMUSG00000004552" "ENSMUSG00000004552" 518.133464229056
"ENSMUSG00000004707" "ENSMUSG00000004707" 372.873836710443
"ENSMUSG00000004709" "ENSMUSG00000004709" 484.750582265704
"ENSMUSG00000004872" "ENSMUSG00000004872" 0
"ENSMUSG00000004880" "ENSMUSG00000004880" 2725.00278354729
"ENSMUSG00000005338" "ENSMUSG00000005338" 2.57039782936658
"ENSMUSG00000005339" "ENSMUSG00000005339" 19.456267171117
"ENSMUSG00000005501" "ENSMUSG00000005501" 1622.11998821696
"ENSMUSG00000005674" "ENSMUSG00000005674" 13.7899680578436
