"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 21.7860485311958
"ENSMUSG00000000817" "ENSMUSG00000000817" 8.28842834982209
"ENSMUSG00000000889" "ENSMUSG00000000889" 18.5705008177993
"ENSMUSG00000001138" "ENSMUSG00000001138" 227.756093810282
"ENSMUSG00000001143" "ENSMUSG00000001143" 135.75205744216
"ENSMUSG00000001305" "ENSMUSG00000001305" 82.0324214606233
"ENSMUSG00000001674" "ENSMUSG00000001674" 346.121261575443
"ENSMUSG00000001855" "ENSMUSG00000001855" 591.276960549675
"ENSMUSG00000002459" "ENSMUSG00000002459" 52.4870061270009
"ENSMUSG00000002546" "ENSMUSG00000002546" 834.104198711157
"ENSMUSG00000002550" "ENSMUSG00000002550" 125.6470018992
"ENSMUSG00000002881" "ENSMUSG00000002881" 714.211100323562
"ENSMUSG00000003135" "ENSMUSG00000003135" 262.259128129586
"ENSMUSG00000003418" "ENSMUSG00000003418" 11.1787861905948
"ENSMUSG00000003458" "ENSMUSG00000003458" 1162.80394575249
"ENSMUSG00000003464" "ENSMUSG00000003464" 278.223964011266
"ENSMUSG00000003721" "ENSMUSG00000003721" 397.207384666999
"ENSMUSG00000004031" "ENSMUSG00000004031" 2.63323113126559
"ENSMUSG00000004105" "ENSMUSG00000004105" 2116.64889116451
"ENSMUSG00000004110" "ENSMUSG00000004110" 7.17266226682434
"ENSMUSG00000004364" "ENSMUSG00000004364" 1492.65009875466
"ENSMUSG00000004552" "ENSMUSG00000004552" 2.92262698452718
"ENSMUSG00000004707" "ENSMUSG00000004707" 4.91495074060372
"ENSMUSG00000004709" "ENSMUSG00000004709" 1.02248352734192
"ENSMUSG00000004872" "ENSMUSG00000004872" 0
"ENSMUSG00000004880" "ENSMUSG00000004880" 331.911397321891
"ENSMUSG00000005338" "ENSMUSG00000005338" 251.454029155094
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
