"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 2.40018622280163
"ENSMUSG00000000817" "ENSMUSG00000000817" 0
"ENSMUSG00000000889" "ENSMUSG00000000889" 0
"ENSMUSG00000001138" "ENSMUSG00000001138" 364.896492248573
"ENSMUSG00000001143" "ENSMUSG00000001143" 198.950082829196
"ENSMUSG00000001305" "ENSMUSG00000001305" 53.5878394670128
"ENSMUSG00000001674" "ENSMUSG00000001674" 249.508543838539
"ENSMUSG00000001855" "ENSMUSG00000001855" 993.870341973462
"ENSMUSG00000002459" "ENSMUSG00000002459" 42.9866997694778
"ENSMUSG00000002546" "ENSMUSG00000002546" 415.697466040096
"ENSMUSG00000002550" "ENSMUSG00000002550" 89.2000934835857
"ENSMUSG00000002881" "ENSMUSG00000002881" 1109.15059427122
"ENSMUSG00000003135" "ENSMUSG00000003135" 287.902927214081
"ENSMUSG00000003418" "ENSMUSG00000003418" 531.961552034618
"ENSMUSG00000003458" "ENSMUSG00000003458" 885.848115321236
"ENSMUSG00000003464" "ENSMUSG00000003464" 249.166917799399
"ENSMUSG00000003721" "ENSMUSG00000003721" 271.240878220392
"ENSMUSG00000004031" "ENSMUSG00000004031" 1.03214771058678
"ENSMUSG00000004105" "ENSMUSG00000004105" 140.19188037927
"ENSMUSG00000004110" "ENSMUSG00000004110" 0
"ENSMUSG00000004364" "ENSMUSG00000004364" 1852.94585094047
"ENSMUSG00000004552" "ENSMUSG00000004552" 1.01996333602497
"ENSMUSG00000004707" "ENSMUSG00000004707" 0
"ENSMUSG00000004709" "ENSMUSG00000004709" 0.339987778674992
"ENSMUSG00000004872" "ENSMUSG00000004872" 0.671781603256142
"ENSMUSG00000004880" "ENSMUSG00000004880" 2139.48925067948
"ENSMUSG00000005338" "ENSMUSG00000005338" 132.051228100419
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
"ENSMUSG00000005501" "ENSMUSG00000005501" 860.50926682957
"ENSMUSG00000005674" "ENSMUSG00000005674" 24.8126213811309
"ENSMUSG00000005677" "ENSMUSG00000005677" 5.17302948407466
