"gene"	"Old.ECs.D7_1"	"Old.ECs.D7_2"	"Old.ECs.D7_3"	"Old.FAPs.D7_1"	"Old.FAPs.D7_2"	"Old.FAPs.D7_3"	"Old.MuSCs.D7_1"	"Old.MuSCs.D7_3"	"Old.MuSCs.D7_2"	"Old.Resolving-Mac.D7_3"	"Old.Resolving-Mac.D7_1"	"Old.Resolving-Mac.D7_2"
"ENSMUSG00000000120"	9.02398140578521	4.78298914862073	36.0026713718824	30.6519578345492	29.7010699751046	28.1393367949021	527.234261510809	310.71614009782	270.702565818629	1.84166706863393	0.914408918202871	8.60310790580683
"ENSMUSG00000000125"	5.01332300321401	12.4357717864139	2.18198008314439	4.08692771127323	12.8704636558787	10.6735415428939	7.6534005703182	4.53600204522364	9.33457123512512	5.52500120590179	1.82881783640574	2.15077697645171
"ENSMUSG00000000126"	12.0319752077136	29.6545327214486	12.0008904572941	207.411581347116	151.475456873034	113.527669138053	178.579346640758	188.244084876781	187.728599284183	9.20833534316965	0	0
"ENSMUSG00000000127"	521.385592334257	486.908295329591	526.94819007937	688.647319349539	708.865536739164	752.969839753243	536.58841776342	556.794251051202	624.379098171703	417.137591045585	387.709381318017	317.239604026627
"ENSMUSG00000000131"	764.030425689815	754.755687652352	1027.71261916101	687.62558742172	719.755929063369	873.289762600411	1889.53956302745	1890.37885234695	1930.18189650754	1769.84205295721	1652.33691519259	1738.90318546121
"ENSMUSG00000000134"	445.183082685404	477.342317032349	410.212255631145	421.975286188961	562.340258195314	356.108158749279	520.431238781637	518.238233666801	507.178370441798	1418.08364284813	1288.40216574785	1403.38197713474
"ENSMUSG00000000142"	18.0479628115704	6.69618480806903	20.7288107898717	50.064864463097	40.5914622993097	42.6941661715756	59.5264488802527	78.2460352801078	67.416347809237	2.76250060295089	0	4.30155395290342
"ENSMUSG00000000148"	131.349062684207	121.487924374967	115.644944406653	153.259789172746	116.824208568745	155.251513351184	174.327457435026	173.502078229804	172.170980558975	152.858366696616	245.061590078369	190.343762415976
"ENSMUSG00000000149"	566.505499363183	793.976198671042	694.960656481488	406.649307271686	388.093981008034	425.001017798867	512.777838211319	571.536257698179	513.401417931882	2571.88806134728	2046.44715893803	2550.82149407173
"ENSMUSG00000000154"	17.0452982109276	20.0885544242071	15.2738605820107	32.6954216901858	25.7409273117573	79.5664005924819	5.1022670468788	2.26800102261182	9.33457123512512	11.0500024118036	4.57204459101436	6.45233092935512
"ENSMUSG00000000167"	32.0852672205697	10.5225761269656	42.5486116213156	38.8258132570956	12.8704636558787	32.9909465871266	45.9204034219092	48.7620219861542	37.3382849405005	3.68333413726786	12.8017248548402	7.52771941758098
"ENSMUSG00000000168"	254.676808563272	198.015750752898	246.563749395316	285.063207861307	295.030628419373	225.114694359217	647.137537112461	611.226275593886	582.89211490448	259.675056677384	289.86762707031	309.711884609046
"ENSMUSG00000000171"	135.359721086778	128.184109183036	158.193556027968	161.433644595292	174.24627718728	218.322440650103	380.969272833617	432.054194807552	391.014817293575	372.937581398371	420.628102373321	394.667575178888
"ENSMUSG00000000182"	0	12.4357717864139	7.63693029100537	6.13039156690984	5.94021399502093	2.9109658753347	1.70075568229293	1.13400051130591	0	4.60416767158482	0	0
"ENSMUSG00000000183"	0	0	0	0	0	0	0	1.13400051130591	0	0	2.74322675460861	0
"ENSMUSG00000000184"	2116.62497195695	1958.15575744533	1869.95693125474	1053.40561758067	1050.42784145287	1207.08051630546	843.574818417295	805.140363027196	853.594680723109	178.641705657491	250.548043587587	270.997899032915
"ENSMUSG00000000194"	786.089046903957	886.766188154284	800.786690513991	880.73292177938	798.958782330315	915.013606813542	884.392954792325	802.872362004585	835.962712834539	1023.96689016046	1103.69156427087	1158.19340181924
"ENSMUSG00000000197"	0	0	0	220.694096408754	161.375813531402	115.468313054943	20.4090681875152	24.94801124873	46.6728561756256	0	0	0
"ENSMUSG00000000202"	0	0	1.0909900415722	6.13039156690984	9.90035665836821	23.2877270026776	59.5264488802527	53.2980240313778	37.3382849405005	10.1291688774866	26.5178586278833	23.6585467409688
"ENSMUSG00000000204"	118.314422875851	175.057402839519	105.826034032503	0	0	0	0	0	1.03717458168057	913.466866042429	595.280205750069	1237.77214994796
"ENSMUSG00000000216"	0	4.78298914862073	2.18198008314439	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000223"	35.0932610224981	35.3941196997934	94.916133616781	159.390180739656	115.834172902908	136.815396140731	4489.99500125334	4481.57002068096	4428.73546377603	11.0500024118036	15.5449516094488	11.8292733704844
"ENSMUSG00000000244"	14.0373044089992	14.3489674458622	22.9107908730161	29.6302259067309	16.830606319226	40.7535222546858	13.6060454583435	9.07200409044728	20.7434916336114	173.116704451589	176.480921213154	149.478999863394
"ENSMUSG00000000247"	0	10.5225761269656	0	5.10865963909153	10.890392324205	22.3174050442327	15.3068011406364	11.3400051130591	9.33457123512512	5.52500120590179	1.82881783640574	1.07538848822585
"ENSMUSG00000000248"	4.01065840257121	0	0	0	0	0	0.850377841146467	0	0	31.3083401667768	15.5449516094488	32.2616546467756
"ENSMUSG00000000253"	80.2131680514241	110.965348248001	99.2800937830698	18.3911747007295	19.8007133167364	20.3767611273429	40.8181363750304	48.7620219861542	45.6356815939451	25.783338960875	25.6034497096804	33.3370431350015
"ENSMUSG00000000263"	19.0506274122132	23.9149457431037	21.8198008314439	22.4781024120027	38.611390967636	32.0206246286817	21.2594460286617	13.6080061356709	29.0408882870559	13.8125030147545	10.9729070184345	16.1308273233878
"ENSMUSG00000000266"	1155.06961994051	1112.52327596918	1057.16935028346	684.560391638265	541.549509212741	546.291262604479	495.77028138839	539.784243381613	570.446019924313	10.1291688774866	4.57204459101436	9.67849639403268
"ENSMUSG00000000275"	2702.18109873235	3422.707034753	2918.39836120562	679.451731999174	842.520351627135	724.830502958341	883.542576951179	988.848445858754	872.263823193359	4042.45921565148	3741.76129328615	4140.24567966954
"ENSMUSG00000000276"	1648.38060345677	2152.34511687933	1741.22010634922	269.737228944033	197.017097501527	199.88632343965	238.956173362157	193.914087433311	297.669104942323	515.6667792175	578.820845222417	501.131035513248
"ENSMUSG00000000278"	78.2078388501385	61.2222611023454	64.3684124527595	732.581792245726	918.75309789657	747.147908002574	157.319900612096	209.790094591593	158.687710997127	1376.64613380386	1286.57334791144	1338.85866784119
"ENSMUSG00000000282"	186.495615719561	198.972348582623	187.650287150418	192.085602429842	208.897525491569	256.164997029454	220.247860856935	221.130099704653	216.769487571239	545.133452315643	400.511106172858	476.397100284053
"ENSMUSG00000000290"	2.0053292012856	25.828141402552	0	13.282515061638	24.7508916459205	15.5251513351184	0	0	4.14869832672228	3315.92155707539	3735.36043085873	4158.52728396938
"ENSMUSG00000000295"	55.1465530353541	23.9149457431037	40.3666315381712	75.6081626585547	48.5117476260042	64.0412492573635	54.4241818333739	56.7000255652955	66.3791732275564	48.8041773187991	31.0899032188976	25.8093237174205
"ENSMUSG00000000296"	1.0026646006428	0	3.27297012471659	4.08692771127323	19.8007133167364	12.6141854597837	5.1022670468788	11.3400051130591	12.4460949801668	1.84166706863393	1.82881783640574	0
"ENSMUSG00000000301"	14.0373044089992	18.1753587647588	24.0017809145883	10.2173192781831	29.7010699751046	43.6644881300206	24.6609573932475	51.030023008766	20.7434916336114	9.20833534316965	14.6305426912459	8.60310790580683
"ENSMUSG00000000303"	0	1.91319565944829	1.0909900415722	0	0	0	13.6060454583435	11.3400051130591	5.18587290840285	1.84166706863393	10.0584981002316	3.22616546467756
"ENSMUSG00000000305"	9.02398140578521	14.3489674458622	48.0035618291766	22.4781024120027	7.92028532669457	13.5845074182286	18.7083125052223	30.6180138052596	28.0037137053754	0	7.31527134562297	2.15077697645171
"ENSMUSG00000000308"	0	0.956597829724147	0	7.15212349472814	2.97010699751046	1.9406439168898	2.5511335234394	7.93800357914137	1.03717458168057	3.68333413726786	0	0
"ENSMUSG00000000317"	3148.3668460184	3291.65313208079	3114.77656868862	61.3039156690984	31.6811413067783	37.8425563793511	39.9677585338839	60.1020270992133	61.1933003191536	44.2000096472143	50.2924905011579	41.9401510408083
"ENSMUSG00000000318"	53.1412238340685	71.744837229311	44.73059170446	3.06519578345492	0	0	1.70075568229293	3.40200153391773	4.14869832672228	520.270946889085	502.924905011579	612.971438288737
"ENSMUSG00000000320"	229.610193547202	248.715435728278	201.833157690856	166.542304234384	207.907489825732	199.88632343965	22.1098238698081	31.7520143165655	31.1152374504171	1.84166706863393	2.74322675460861	16.1308273233878
"ENSMUSG00000000325"	47.1252362302117	41.1337066781383	51.2765319538932	157.346716884019	169.296098858096	156.221835309629	221.098238698081	174.63607874111	220.918185897961	75.5083498139911	76.8103491290412	51.618647434841
"ENSMUSG00000000326"	185.492951118918	132.010500501932	148.374645653819	319.80209340713	381.163731347176	307.592060827034	234.704284156425	189.378085388087	192.914472192586	499.091775599795	449.889187755813	501.131035513248
"ENSMUSG00000000339"	165.439659106062	160.708435393657	187.650287150418	130.781686760743	157.415670868055	124.201210680947	244.058440409036	234.738105840323	237.51297920485	139.966697216179	170.080058785734	141.951280445813
"ENSMUSG00000000340"	131.349062684207	104.269163439932	159.284546069541	159.390180739656	187.116740843159	195.034713647425	244.058440409036	248.346111975994	272.77691498199	166.670869711371	203.91318875924	188.192985439524
"ENSMUSG00000000346"	1268.37071981314	1246.44697213056	1231.72775693501	541.517921743702	729.656285721737	619.065409487847	709.215119516153	724.626326724477	612.970177773217	3121.62568133451	2644.4705914427	2945.48906925061
"ENSMUSG00000000355"	213.567559936917	304.198109852279	265.110580102043	190.042138574205	189.096812174833	237.728879819001	303.584889289289	264.222119134277	271.739740400309	332.420905888424	320.043121371005	302.184165191465
"ENSMUSG00000000359"	25.06661501607	67.9184459104144	46.9125717876044	84.8037500089194	72.2726036060879	73.7444688418125	284.02619894292	233.604105329018	315.301072830893	3.68333413726786	7.31527134562297	0
"ENSMUSG00000000365"	6.01598760385681	35.3941196997934	4.36396016628878	16.3477108450929	12.8704636558787	4.85160979222451	29.7632244401263	7.93800357914137	16.5947933068891	22.1000048236072	23.7746318732747	9.67849639403268
"ENSMUSG00000000374"	424.127126071905	387.422121038279	333.842952721092	512.90942776479	450.466227955754	409.475866463748	833.370284323537	882.252397795998	882.635569010165	920.833534316965	715.067774034645	891.497056739233
"ENSMUSG00000000378"	176.468969713133	218.104305177105	177.831376776268	313.67170184022	194.046990504017	246.461777445005	286.577332466359	283.500127826478	313.226723667532	349.916743040447	373.078838626771	418.326121919857
"ENSMUSG00000000381"	8.02131680514241	11.4791739566898	10.909900415722	4.08692771127323	12.8704636558787	8.73289762600411	5.1022670468788	5.67000255652955	6.22304749008342	0.920833534316965	5.48645350921723	2.15077697645171
"ENSMUSG00000000384"	184.490286518275	190.362968115105	233.47186889645	168.585768090021	191.076883506506	222.203728483882	363.111338169541	398.034179468375	433.538975142478	267.962558486237	210.31405118666	220.4546400863
"ENSMUSG00000000385"	704.87321425189	1503.77178832636	763.693029100537	557.865632588795	829.649887971256	619.065409487847	83.3370284323537	109.998049596673	135.869870200155	192.454208672246	286.209991397499	198.946870321783
"ENSMUSG00000000392"	127.338404281636	192.276163774553	139.646725321241	4532.40283180201	4663.06798609143	4962.22649548722	838.472551370416	715.55432263403	923.085377695707	103.1333558435	82.2968026382584	107.538848822585
"ENSMUSG00000000394"	0	0	3.27297012471659	71.5212349472814	95.0434239203348	103.824449553604	31.4639801224193	15.8760071582827	19.7063170519308	0	0	0
"ENSMUSG00000000399"	87.2318202559238	50.6996849753798	109.09900415722	65.3908433803716	78.2128176011089	67.9225370911431	163.272545500122	156.492070560216	176.319678885697	152.858366696616	115.215523693562	148.403611375168
"ENSMUSG00000000402"	2.0053292012856	5.73958697834488	0	46.9996686796421	106.923851910377	52.3973857560247	1.70075568229293	0	3.11152374504171	0	0	0
"ENSMUSG00000000409"	119.317087476493	148.272663607243	103.644053949359	56.1952560300068	92.0733169228243	62.1006053404737	37.4166250104445	12.474005624365	17.6319678885697	60.7750132649197	32.0043121371005	87.1064675462942
"ENSMUSG00000000411"	23.0612858147844	35.3941196997934	8.72792033257756	6.13039156690984	5.94021399502093	5.82193175066941	8.50377841146467	9.07200409044728	11.4089203984863	5.52500120590179	14.6305426912459	1.07538848822585
"ENSMUSG00000000416"	266.708783770985	176.014000669243	376.391564342407	10.2173192781831	3.96014266334728	1.9406439168898	65.4790937682779	64.6380291444369	70.5278715542787	0	0	0
"ENSMUSG00000000420"	1559.14345399956	1372.71788565415	1525.20407811793	947.14549708757	929.643490220775	934.42004598244	918.408068438184	1079.56848676323	987.390201759902	1709.06703969229	1746.52103376748	1718.47080418491
"ENSMUSG00000000435"	19.0506274122132	15.3055652755863	69.8233626606205	3.06519578345492	0	2.9109658753347	4563.12749559194	5098.46629883137	4042.90651939086	18.4166706863393	10.9729070184345	10.7538848822585
"ENSMUSG00000000439"	277.738094378056	256.368218366071	282.566420767199	223.759292192209	240.578666798348	276.541758156797	305.285644971582	257.418116066442	286.260184543837	225.604215907656	316.385485698193	261.319402638882
"ENSMUSG00000000440"	699.859891248676	593.090654428971	518.220269746793	22.4781024120027	47.5217119601674	27.1690148364572	28.9128465989799	23.8140107374241	36.3011103588199	502.775109737063	536.758034985085	578.559006665509
"ENSMUSG00000000441"	578.537474570897	579.698284812833	601.13551290628	539.474457888066	590.061256838745	534.647399103141	825.716883753219	805.140363027196	826.628141599414	798.362674252808	708.666911607225	847.406128721973
"ENSMUSG00000000486"	77.2051742494957	89.9201959940698	72.0053427437649	39.8475451849139	72.2726036060879	13.5845074182286	17.0075568229293	30.6180138052596	41.4869832672228	31.3083401667768	13.7161337730431	23.6585467409688
"ENSMUSG00000000489"	2211.87810901802	2093.03605143643	2246.34849559715	8.17385542254645	6.93024966085775	1.9406439168898	101.19496309643	115.668052153203	118.237902311585	953.062708018058	698.608413506994	820.521416516326
"ENSMUSG00000000530"	1124.98968192122	1073.30276495049	964.435196749821	758.125090441183	624.712505143034	674.373761119206	85.8881619557931	125.874056754956	99.5687598413347	343.470908300228	548.645350921723	409.72301401405
"ENSMUSG00000000531"	420.116467669334	544.30416511304	460.397797543466	251.346054243303	279.190057765984	258.105640946344	163.272545500122	183.708082831558	141.055743108557	148.254199025031	106.071434511533	112.915791263715
"ENSMUSG00000000532"	208.554236933703	205.668533390692	247.654739436888	338.193268107859	298.000735416883	435.674559341761	258.514863708526	305.04613754129	283.148660798795	260.595890211701	284.381173561093	276.374841474044
"ENSMUSG00000000538"	763.027761089172	611.26601319373	952.434306292527	651.864969948079	599.961613497113	757.821449545468	699.860963263542	730.296329281006	824.553792436053	314.004235202085	300.840534088745	298.957999726787
"ENSMUSG00000000544"	0	0	0	0	0	0	0	0	0	1.84166706863393	5.48645350921723	10.7538848822585
"ENSMUSG00000000552"	41.1092486263549	35.3941196997934	34.9116813303103	201.281189780206	157.415670868055	144.57797180829	51.8730483099345	49.8960224974601	64.3048240641953	507.379277408648	420.628102373321	366.707474485016
"ENSMUSG00000000555"	2181.79817099874	1880.67133323767	2028.15048728271	1285.33876519543	1278.13604459534	1150.80184271565	534.887662081127	665.658300136569	589.115162394563	1506.48366214255	1472.19835830662	1395.85425771716
"ENSMUSG00000000561"	112.298435271994	101.39936995076	162.557516194257	129.759954832925	99.0035665836821	120.319922847168	328.245846682536	415.044187137963	422.130054743992	173.116704451589	123.445203957388	97.8603524285527
"ENSMUSG00000000562"	6.01598760385681	3.82639131889659	4.36396016628878	22.4781024120027	9.90035665836821	9.70321958444901	11.0549119349041	15.8760071582827	10.3717458168057	41.4375090442634	37.4907656463177	34.4124316232273
"ENSMUSG00000000563"	710.889201855746	704.056002676972	798.604710430847	662.082289226262	679.164466764059	699.602132038774	1369.95870208696	1368.73861714623	1436.48679562759	1081.05856928812	1233.53763065567	1363.59260307038
"ENSMUSG00000000567"	3.0079938019284	11.4791739566898	6.54594024943317	377.019081364955	565.310365192825	622.946697321627	734.726454750547	689.472310873994	555.925575780785	0	11.8873159366373	4.30155395290342
"ENSMUSG00000000568"	1070.84579348651	1088.60833022608	1213.18092622828	527.213674754246	569.270507856172	680.195692869876	2013.69472783483	1931.20287075397	1883.50904033191	1350.86279484299	1239.02408416489	1233.47059599505
"ENSMUSG00000000579"	15.039969009642	19.1319565944829	14.1828705404385	29.6302259067309	31.6811413067783	21.3470830857878	32.3143579635657	22.6800102261182	31.1152374504171	35.9125078383616	41.1484013191292	31.1862661585498
"ENSMUSG00000000581"	231.615522748487	275.500174960554	270.565530309904	294.258795211672	336.612126384519	293.03723145036	312.088667700753	306.180138052596	302.854977850726	356.362577780665	387.709381318017	337.671985302918
"ENSMUSG00000000594"	129.343733482921	220.974098666278	173.467416609979	894.015436841018	782.128176011089	805.367225509268	309.537534177314	308.448139075208	248.921899603337	6109.73050019306	6334.11057639129	6709.3487780411
"ENSMUSG00000000600"	1299.45332243307	1266.53552655477	1292.82319926305	929.776054314659	793.018568335294	1046.0070712036	1734.77079593879	1747.49478792241	1884.54621491359	991.737716459371	1161.29932611765	952.794200568106
"ENSMUSG00000000605"	486.292331311759	434.295414694763	410.212255631145	688.647319349539	634.612861801402	697.661488121884	735.576832591694	639.576288376534	709.427413869509	932.804370263085	788.220487490875	989.357409167785
"ENSMUSG00000000617"	8.02131680514241	0	1.0909900415722	12.2607831338197	23.7608559800837	5.82193175066941	17.8579346640758	11.3400051130591	8.29739665344455	0	0	0
"ENSMUSG00000000627"	0	0	3.27297012471659	0	0	5.82193175066941	149.666500041778	97.5240439723083	101.643109004696	4.60416767158482	5.48645350921723	8.60310790580683
"ENSMUSG00000000628"	9.02398140578521	11.4791739566898	15.2738605820107	865.406942862105	998.945986829352	728.711790792121	489.817636500365	615.762277639109	400.3493885287	1177.7460903914	930.868278730523	1006.5636249794
"ENSMUSG00000000631"	2103.5903321486	1759.18340886271	2033.60543749057	276.889352438761	331.661948055335	319.235924328372	771.292701919845	857.304386547268	771.657888770344	1030.41272490068	1000.36335651394	1061.40843787892
"ENSMUSG00000000632"	54.1438884347113	18.1753587647588	48.0035618291766	1.02173192781831	13.8604993217155	11.6438635013388	2.5511335234394	3.40200153391773	0	0	8.22968026382584	0
"ENSMUSG00000000673"	10.026646006428	24.8715435728278	10.909900415722	30.6519578345492	33.6612126384519	40.7535222546858	9.35415625261113	12.474005624365	17.6319678885697	14.7333365490714	51.2068994193608	46.2417049937117
"ENSMUSG00000000682"	0	1.91319565944829	4.36396016628878	5.10865963909153	0	1.9406439168898	0	0	3.11152374504171	1400.5878056961	1396.30241809578	1858.27130765428
"ENSMUSG00000000686"	37.0985902237837	32.524326210621	42.5486116213156	29.6302259067309	15.8405706533891	15.5251513351184	24.6609573932475	52.1640235200719	45.6356815939451	73.6666827453572	75.8959402108383	84.9556905698424
"ENSMUSG00000000690"	249.663485560058	258.28141402552	243.2907792706	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000693"	38.1012548244265	15.3055652755863	43.6396016628878	878.689457923743	1024.68691414111	1000.40193915669	127.55667617197	112.266050619285	116.163553148224	94.8458540346474	124.35961287559	129.046618587102
"ENSMUSG00000000706"	3.0079938019284	0	0	0	0	0	0	0	0	0.920833534316965	0	0
"ENSMUSG00000000708"	843.240929140596	1124.00244992587	726.599367687082	935.906445881569	741.536713711779	678.255048952986	748.332500208891	853.902385013351	786.178332913872	1034.09605903795	1116.49328912571	999.035905561818
"ENSMUSG00000000711"	414.100480065477	347.245012189865	426.577106254728	480.214006074604	357.402875367092	431.793271507981	607.169778578577	580.608261788626	509.25271960516	670.36681298275	598.937841422881	692.55018641745
"ENSMUSG00000000724"	165.439659106062	209.494924709588	132.009795030236	96.0428012149208	100.983637915356	122.260566764058	87.5889176380861	123.606055732344	127.57247354671	84.7166851571608	89.6120739838814	86.0310790580683
"ENSMUSG00000000730"	0	0	0	7.15212349472814	10.890392324205	0	0	0	0	0	1.82881783640574	0
"ENSMUSG00000000732"	56.1492176359969	23.9149457431037	31.6387112055937	87.8689457923743	78.2128176011089	43.6644881300206	30.6136022812728	13.6080061356709	11.4089203984863	674.050147120018	560.53266685836	605.443718871156
"ENSMUSG00000000738"	324.863330608268	296.545327214485	288.02137097506	273.824156655306	227.708203142469	228.025660234552	444.747610919602	453.600204522364	443.910720959284	279.933394432357	287.124400315702	219.379251598074
"ENSMUSG00000000739"	60.1598760385681	58.3524676131729	42.5486116213156	295.280527139491	243.548773795858	315.354636494593	11.9052897760505	18.1440081808946	20.7434916336114	5.52500120590179	0	8.60310790580683
"ENSMUSG00000000740"	884.350177766951	1104.87049333139	1047.35043990931	1290.44742483452	1304.86700757293	1232.30888722502	2081.72495512655	2029.86091523758	1732.08155140655	1940.19625680584	1869.96623772487	1957.20704857105
"ENSMUSG00000000743"	221.588876742059	198.015750752898	195.287217441423	258.498177738032	278.200022100147	294.007553408805	252.562218820501	233.604105329018	231.289931714767	380.304249672906	297.182898415933	379.612136343726
"ENSMUSG00000000751"	266.708783770985	194.189359434002	231.289888813305	143.042469894563	122.764422563766	168.836020769413	387.772295562789	405.972183047516	440.799197214242	214.554213495853	245.975998996572	203.248424274686
"ENSMUSG00000000753"	133.354391885493	74.6146307184834	109.09900415722	9567.49777209062	9471.67121506087	8616.45899099072	709.215119516153	802.872362004585	812.107697455886	75.5083498139911	118.873159366373	103.237294869682
"ENSMUSG00000000759"	484.287002110473	654.312915531316	565.132841534397	293.237063283854	259.389344449247	206.678577148764	630.980358130678	613.494276616498	551.776877454063	483.437605516406	407.826377518481	408.647625525824
"ENSMUSG00000000766"	2.0053292012856	4.78298914862073	2.18198008314439	0	0	0	0	1.13400051130591	3.11152374504171	13.8125030147545	39.3195834827235	24.7339352291946
"ENSMUSG00000000776"	82.2184972527097	85.1372068454491	105.826034032503	315.715165695857	200.977240164875	251.313387237229	251.711840979354	184.842083342863	198.100345100989	78.270850416942	85.040029392867	105.388071846134
"ENSMUSG00000000782"	124.330410479707	143.489674458622	121.099894614514	63.347379524735	77.222781935272	148.45925964207	228.7516392684	241.542108908159	238.550153786531	61.6958467992366	47.5492637465493	72.0510287111322
"ENSMUSG00000000787"	6749.93809152734	7852.71158420552	6939.78765444073	4644.79334386202	4749.20108901923	4649.78282486797	7059.83683719797	6920.80512049997	6336.0995194866	8169.63511646011	7569.47702488337	8126.71080552278
"ENSMUSG00000000791"	40.1065840257121	61.2222611023454	40.3666315381712	91.9558735036476	77.222781935272	88.299298218486	7.6534005703182	18.1440081808946	19.7063170519308	103.1333558435	78.6391669654469	113.991179751941
"ENSMUSG00000000792"	81.2158326520669	93.7465873129664	103.644053949359	55.1735241021885	101.973673581193	111.587025221164	106.297230143308	144.018064935851	161.799234742169	26.704172495192	16.4593605276517	15.055438835162
"ENSMUSG00000000794"	62.1652052398537	51.6562828051039	127.645834863947	384.171204859683	302.950913746067	493.893876848455	773.843835443285	848.232382456821	787.215507495552	0	1.82881783640574	3.22616546467756
"ENSMUSG00000000804"	734.953152271174	727.014350590352	760.42005897582	801.037831409552	712.825679402511	782.07949850659	1048.51587813359	1183.89653380337	1111.85115156157	1220.10443296998	1262.79871603817	1214.11360320699
"ENSMUSG00000000805"	295.786057189626	474.472523543177	255.291669727894	5.10865963909153	0	2.9109658753347	3.40151136458587	5.67000255652955	15.5576187252085	0	6.4008624274201	0
"ENSMUSG00000000811"	31.0826026199269	28.6979348917244	42.5486116213156	22.4781024120027	30.6911056409415	20.3767611273429	107.997985825601	148.554066981074	122.386600638307	36.8333413726786	34.7475388917091	40.8647625525824
"ENSMUSG00000000817"	24.0639504154272	7.65278263779317	4.36396016628878	9.19558735036476	13.8604993217155	9.70321958444901	0	1.13400051130591	8.29739665344455	23.0208383579241	27.4322675460861	17.2062158116137
"ENSMUSG00000000823"	265.706119170342	284.109555428072	362.208693801969	502.692108486607	584.121042843724	640.412492573635	602.917889372845	572.670258209485	579.780591159438	232.970884182192	176.480921213154	195.720704857105
"ENSMUSG00000000826"	1067.83779968458	1103.91389550167	1225.18181668558	876.645994068107	907.862705572365	840.298816013284	1167.5687758941	1183.89653380337	1267.42733881366	1588.43784669676	1627.64787440111	1559.31330792749
"ENSMUSG00000000827"	503.337629522686	401.771088484142	454.942847335605	435.257801250599	424.725300643996	434.704237383316	631.830735971825	602.154271503439	596.375384466327	357.283411314982	460.862094774247	367.782862973242
"ENSMUSG00000000838"	1030.7392094608	1266.53552655477	1128.08370298565	2221.245211077	2548.35180386398	3206.9140726604	1645.48112261841	1880.1728477452	1648.07041029042	1162.09192030801	1072.60166105197	1166.79650972505
"ENSMUSG00000000861"	0	3.82639131889659	0	5.10865963909153	7.92028532669457	0.970321958444901	0.850377841146467	0	7.26022207176399	81.9541845542099	86.8688472292728	125.820453122425
"ENSMUSG00000000869"	8.02131680514241	29.6545327214486	15.2738605820107	48.0214006074604	37.6213553017992	57.2489955482492	85.0377841146467	72.5760327235783	49.7843799206673	20.2583377549732	19.2025872822603	10.7538848822585
"ENSMUSG00000000876"	92.2451432591377	111.921946077725	130.918804988663	157.346716884019	159.395742199728	165.925054894078	107.147607984455	107.730048574061	82.9739665344456	112.34169118667	117.95875044817	102.161906381456
"ENSMUSG00000000881"	18.0479628115704	34.4375218700693	31.6387112055937	182.890015079477	164.345920528912	140.696683974511	267.01864211999	200.718090501146	216.769487571239	68.1416815394554	42.0628102373321	68.8248632464546
