"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 26.3390974339311
"ENSMUSG00000000817" "ENSMUSG00000000817" 6.85995454979939
"ENSMUSG00000000889" "ENSMUSG00000000889" 10.8467709413094
"ENSMUSG00000001138" "ENSMUSG00000001138" 402.656929449931
"ENSMUSG00000001143" "ENSMUSG00000001143" 317.208263203351
"ENSMUSG00000001305" "ENSMUSG00000001305" 175.426420955102
"ENSMUSG00000001674" "ENSMUSG00000001674" 389.580356048309
"ENSMUSG00000001855" "ENSMUSG00000001855" 1171.25607136562
"ENSMUSG00000002459" "ENSMUSG00000002459" 66.6545002655666
"ENSMUSG00000002546" "ENSMUSG00000002546" 532.437705381186
"ENSMUSG00000002550" "ENSMUSG00000002550" 118.612192009848
"ENSMUSG00000002881" "ENSMUSG00000002881" 1309.30206667227
"ENSMUSG00000003135" "ENSMUSG00000003135" 306.217913483153
"ENSMUSG00000003418" "ENSMUSG00000003418" 11.7714720197913
"ENSMUSG00000003458" "ENSMUSG00000003458" 1045.78930284214
"ENSMUSG00000003464" "ENSMUSG00000003464" 673.507511002642
"ENSMUSG00000003721" "ENSMUSG00000003721" 888.598752437748
"ENSMUSG00000004031" "ENSMUSG00000004031" 26.0273392708848
"ENSMUSG00000004105" "ENSMUSG00000004105" 1873.00146269479
"ENSMUSG00000004110" "ENSMUSG00000004110" 54.29704060152
"ENSMUSG00000004364" "ENSMUSG00000004364" 2377.65941343987
"ENSMUSG00000004552" "ENSMUSG00000004552" 1.0265016545448
"ENSMUSG00000004707" "ENSMUSG00000004707" 0
"ENSMUSG00000004709" "ENSMUSG00000004709" 1.34146900330741
"ENSMUSG00000004872" "ENSMUSG00000004872" 91.4249184562841
"ENSMUSG00000004880" "ENSMUSG00000004880" 788.087162289661
"ENSMUSG00000005338" "ENSMUSG00000005338" 162.885851368955
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
"ENSMUSG00000005501" "ENSMUSG00000005501" 1082.24518068239
"ENSMUSG00000005674" "ENSMUSG00000005674" 33.9575435942406
"ENSMUSG00000005677" "ENSMUSG00000005677" 11.7932775804553
"ENSMUSG00000005681" "ENSMUSG00000005681" 14.9464211246308
"ENSMUSG00000005763" "ENSMUSG00000005763" 32.3475459532927
"ENSMUSG00000005886" "ENSMUSG00000005886" 1965.8623353118
"ENSMUSG00000006007" "ENSMUSG00000006007" 1.6512409775734
"ENSMUSG00000006010" "ENSMUSG00000006010" 366.623230115851
"ENSMUSG00000006299" "ENSMUSG00000006299" 487.447499003464
"ENSMUSG00000006301" "ENSMUSG00000006301" 1145.73632616839
"ENSMUSG00000006412" "ENSMUSG00000006412" 72.5739230151555
"ENSMUSG00000006469" "ENSMUSG00000006469" 7.60747488113567
"ENSMUSG00000006471" "ENSMUSG00000006471" 85.7270833122022
"ENSMUSG00000006538" "ENSMUSG00000006538" 4.04121613034797
"ENSMUSG00000006542" "ENSMUSG00000006542" 110.57395140066
"ENSMUSG00000006546" "ENSMUSG00000006546" 0
"ENSMUSG00000006576" "ENSMUSG00000006576" 240.881273133114
"ENSMUSG00000007097" "ENSMUSG00000007097" 1683.33375911237
"ENSMUSG00000007107" "ENSMUSG00000007107" 99.620321506475
"ENSMUSG00000008136" "ENSMUSG00000008136" 52.2890703449527
"ENSMUSG00000008475" "ENSMUSG00000008475" 601.975245357558
"ENSMUSG00000009030" "ENSMUSG00000009030" 310.539210060496
"ENSMUSG00000009214" "ENSMUSG00000009214" 746.969659868505
"ENSMUSG00000009216" "ENSMUSG00000009216" 0.92931592279798
"ENSMUSG00000009418" "ENSMUSG00000009418" 4811.05479253707
"ENSMUSG00000009551" "ENSMUSG00000009551" 10.9883472588232
"ENSMUSG00000009563" "ENSMUSG00000009563" 164.911348273812
"ENSMUSG00000009614" "ENSMUSG00000009614" 203.152783636707
"ENSMUSG00000009633" "ENSMUSG00000009633" 64.6915011249468
"ENSMUSG00000009772" "ENSMUSG00000009772" 30.5401046608184
"ENSMUSG00000009905" "ENSMUSG00000009905" 408.19946446864
"ENSMUSG00000009907" "ENSMUSG00000009907" 849.627629932362
"ENSMUSG00000010175" "ENSMUSG00000010175" 3803.6232257409
"ENSMUSG00000010290" "ENSMUSG00000010290" 250.861914046598
"ENSMUSG00000010311" "ENSMUSG00000010311" 30.8682903483683
"ENSMUSG00000010453" "ENSMUSG00000010453" 1044.81273935239
"ENSMUSG00000010609" "ENSMUSG00000010609" 101.139858321922
"ENSMUSG00000012187" "ENSMUSG00000012187" 6.17562011343619
"ENSMUSG00000013275" "ENSMUSG00000013275" 1168.57192662892
