"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 2.80973584351113
"ENSMUSG00000000817" "ENSMUSG00000000817" 22.5531072385413
"ENSMUSG00000000889" "ENSMUSG00000000889" 5.50572735755951
"ENSMUSG00000001138" "ENSMUSG00000001138" 359.063993289451
"ENSMUSG00000001143" "ENSMUSG00000001143" 340.31666961713
"ENSMUSG00000001305" "ENSMUSG00000001305" 37.0955542487463
"ENSMUSG00000001674" "ENSMUSG00000001674" 227.823379677081
"ENSMUSG00000001855" "ENSMUSG00000001855" 1077.62001257076
"ENSMUSG00000002459" "ENSMUSG00000002459" 23.4568323208948
"ENSMUSG00000002546" "ENSMUSG00000002546" 458.752879363006
"ENSMUSG00000002550" "ENSMUSG00000002550" 109.079962985351
"ENSMUSG00000002881" "ENSMUSG00000002881" 1153.69377206711
"ENSMUSG00000003135" "ENSMUSG00000003135" 524.969952710582
"ENSMUSG00000003418" "ENSMUSG00000003418" 223.867564911788
"ENSMUSG00000003458" "ENSMUSG00000003458" 1791.10829685014
"ENSMUSG00000003464" "ENSMUSG00000003464" 215.828746127782
"ENSMUSG00000003721" "ENSMUSG00000003721" 237.160790430143
"ENSMUSG00000004031" "ENSMUSG00000004031" 0
"ENSMUSG00000004105" "ENSMUSG00000004105" 98.7124286510105
"ENSMUSG00000004110" "ENSMUSG00000004110" 9.55185511699356
"ENSMUSG00000004364" "ENSMUSG00000004364" 1886.11672606816
"ENSMUSG00000004552" "ENSMUSG00000004552" 152.988454632252
"ENSMUSG00000004707" "ENSMUSG00000004707" 1802.98635761022
"ENSMUSG00000004709" "ENSMUSG00000004709" 165.867389967459
"ENSMUSG00000004872" "ENSMUSG00000004872" 0
"ENSMUSG00000004880" "ENSMUSG00000004880" 603.354935481831
"ENSMUSG00000005338" "ENSMUSG00000005338" 9.38659246956119
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
"ENSMUSG00000005501" "ENSMUSG00000005501" 811.605219923752
"ENSMUSG00000005674" "ENSMUSG00000005674" 39.7099245139024
"ENSMUSG00000005677" "ENSMUSG00000005677" 18.7516958783667
"ENSMUSG00000005681" "ENSMUSG00000005681" 50.041004974915
"ENSMUSG00000005763" "ENSMUSG00000005763" 31.8774736966094
"ENSMUSG00000005886" "ENSMUSG00000005886" 2206.03280348213
"ENSMUSG00000006007" "ENSMUSG00000006007" 2.49422517725335
"ENSMUSG00000006010" "ENSMUSG00000006010" 454.7302173
"ENSMUSG00000006299" "ENSMUSG00000006299" 381.393671824663
"ENSMUSG00000006301" "ENSMUSG00000006301" 798.841143226163
"ENSMUSG00000006412" "ENSMUSG00000006412" 33.2425768552538
"ENSMUSG00000006469" "ENSMUSG00000006469" 1.27287174761149
"ENSMUSG00000006471" "ENSMUSG00000006471" 79.4735327421531
"ENSMUSG00000006538" "ENSMUSG00000006538" 2.15077697645171
"ENSMUSG00000006542" "ENSMUSG00000006542" 44.0630943161582
"ENSMUSG00000006546" "ENSMUSG00000006546" 0
"ENSMUSG00000006576" "ENSMUSG00000006576" 8.44208062043566
"ENSMUSG00000007097" "ENSMUSG00000007097" 14.1797011033869
"ENSMUSG00000007107" "ENSMUSG00000007107" 4.0160985022201
"ENSMUSG00000008136" "ENSMUSG00000008136" 7.11340747744515
"ENSMUSG00000008475" "ENSMUSG00000008475" 2623.68469922522
"ENSMUSG00000009030" "ENSMUSG00000009030" 306.575660169032
"ENSMUSG00000009214" "ENSMUSG00000009214" 4.38741056385691
"ENSMUSG00000009216" "ENSMUSG00000009216" 0.30480297273429
"ENSMUSG00000009418" "ENSMUSG00000009418" 2300.66135658439
"ENSMUSG00000009551" "ENSMUSG00000009551" 14.1474804914337
"ENSMUSG00000009563" "ENSMUSG00000009563" 145.175370993312
"ENSMUSG00000009614" "ENSMUSG00000009614" 33.7148555871475
"ENSMUSG00000009633" "ENSMUSG00000009633" 2.04774034051245
"ENSMUSG00000009772" "ENSMUSG00000009772" 1169.39487849485
"ENSMUSG00000009905" "ENSMUSG00000009905" 360.448127518324
"ENSMUSG00000009907" "ENSMUSG00000009907" 1455.07271095296
"ENSMUSG00000010175" "ENSMUSG00000010175" 9.20409998110843
"ENSMUSG00000010290" "ENSMUSG00000010290" 131.302566686015
"ENSMUSG00000010311" "ENSMUSG00000010311" 0
"ENSMUSG00000010453" "ENSMUSG00000010453" 529.307721960073
"ENSMUSG00000010609" "ENSMUSG00000010609" 283.453751307409
"ENSMUSG00000012187" "ENSMUSG00000012187" 1.82881783640574
"ENSMUSG00000013275" "ENSMUSG00000013275" 168.86371051544
"ENSMUSG00000013465" "ENSMUSG00000013465" 264.124910772955
"ENSMUSG00000013698" "ENSMUSG00000013698" 1729.10748007445
"ENSMUSG00000013973" "ENSMUSG00000013973" 77.2520849884464
"ENSMUSG00000013997" "ENSMUSG00000013997" 137.30612809388
"ENSMUSG00000014602" "ENSMUSG00000014602" 283.425913404935
"ENSMUSG00000014852" "ENSMUSG00000014852" 10.4190287946362
"ENSMUSG00000014867" "ENSMUSG00000014867" 1345.56095500559
"ENSMUSG00000014873" "ENSMUSG00000014873" 254.568531901124
"ENSMUSG00000014980" "ENSMUSG00000014980" 95.0097708493658
"ENSMUSG00000015085" "ENSMUSG00000015085" 0.613889022877976
"ENSMUSG00000015087" "ENSMUSG00000015087" 485.085666122853
"ENSMUSG00000015090" "ENSMUSG00000015090" 1.38019146096014
"ENSMUSG00000015092" "ENSMUSG00000015092" 324.902258538658
"ENSMUSG00000015093" "ENSMUSG00000015093" 6.21194532285325
"ENSMUSG00000015094" "ENSMUSG00000015094" 5.063525598228
"ENSMUSG00000015095" "ENSMUSG00000015095" 306.90403972382
"ENSMUSG00000015222" "ENSMUSG00000015222" 18.7731372237742
"ENSMUSG00000015314" "ENSMUSG00000015314" 239.878173473564
"ENSMUSG00000015316" "ENSMUSG00000015316" 20.297102271411
"ENSMUSG00000015335" "ENSMUSG00000015335" 44.148877253403
"ENSMUSG00000015355" "ENSMUSG00000015355" 1963.18979963751
"ENSMUSG00000015488" "ENSMUSG00000015488" 297.049742093236
"ENSMUSG00000015619" "ENSMUSG00000015619" 17.7277779927623
"ENSMUSG00000015787" "ENSMUSG00000015787" 0
"ENSMUSG00000015790" "ENSMUSG00000015790" 267.904715884689
"ENSMUSG00000015829" "ENSMUSG00000015829" 3.52023688621427
"ENSMUSG00000015846" "ENSMUSG00000015846" 988.557923858796
"ENSMUSG00000015962" "ENSMUSG00000015962" 9.59264188376561
"ENSMUSG00000016179" "ENSMUSG00000016179" 0.306944511438988
"ENSMUSG00000016181" "ENSMUSG00000016181" 118.161800197526
"ENSMUSG00000016194" "ENSMUSG00000016194" 18.3503047434813
"ENSMUSG00000016200" "ENSMUSG00000016200" 0
"ENSMUSG00000016262" "ENSMUSG00000016262" 34.52399090001
"ENSMUSG00000016493" "ENSMUSG00000016493" 62.2738587343376
"ENSMUSG00000016494" "ENSMUSG00000016494" 15.5276242370456
