"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 14.7277799414115
"ENSMUSG00000000817" "ENSMUSG00000000817" 8.06635559451568
"ENSMUSG00000000889" "ENSMUSG00000000889" 0
"ENSMUSG00000001138" "ENSMUSG00000001138" 229.155058028298
"ENSMUSG00000001143" "ENSMUSG00000001143" 331.839668794557
"ENSMUSG00000001305" "ENSMUSG00000001305" 43.1554457595366
"ENSMUSG00000001674" "ENSMUSG00000001674" 280.977104991981
"ENSMUSG00000001855" "ENSMUSG00000001855" 952.191280539214
"ENSMUSG00000002459" "ENSMUSG00000002459" 16.3531113234202
"ENSMUSG00000002546" "ENSMUSG00000002546" 361.254764316252
"ENSMUSG00000002550" "ENSMUSG00000002550" 109.6100444536
"ENSMUSG00000002881" "ENSMUSG00000002881" 1290.29989170824
"ENSMUSG00000003135" "ENSMUSG00000003135" 480.400075978344
"ENSMUSG00000003418" "ENSMUSG00000003418" 120.745189505062
"ENSMUSG00000003458" "ENSMUSG00000003458" 1478.14624099614
"ENSMUSG00000003464" "ENSMUSG00000003464" 168.905736631239
"ENSMUSG00000003721" "ENSMUSG00000003721" 167.020390842095
"ENSMUSG00000004031" "ENSMUSG00000004031" 0
"ENSMUSG00000004105" "ENSMUSG00000004105" 142.286126184158
"ENSMUSG00000004110" "ENSMUSG00000004110" 37.0546728260706
"ENSMUSG00000004364" "ENSMUSG00000004364" 1712.9498825119
"ENSMUSG00000004552" "ENSMUSG00000004552" 171.690818548409
"ENSMUSG00000004707" "ENSMUSG00000004707" 1560.94292010205
"ENSMUSG00000004709" "ENSMUSG00000004709" 367.299151748483
"ENSMUSG00000004872" "ENSMUSG00000004872" 0
"ENSMUSG00000004880" "ENSMUSG00000004880" 786.422801080899
"ENSMUSG00000005338" "ENSMUSG00000005338" 21.832120405472
"ENSMUSG00000005339" "ENSMUSG00000005339" 0.327890511241466
"ENSMUSG00000005501" "ENSMUSG00000005501" 971.317705217458
"ENSMUSG00000005674" "ENSMUSG00000005674" 53.7139196554846
"ENSMUSG00000005677" "ENSMUSG00000005677" 16.6773033008695
"ENSMUSG00000005681" "ENSMUSG00000005681" 49.8395743956228
"ENSMUSG00000005763" "ENSMUSG00000005763" 34.5041122174879
"ENSMUSG00000005886" "ENSMUSG00000005886" 1953.34102853997
"ENSMUSG00000006007" "ENSMUSG00000006007" 5.24624817986345
"ENSMUSG00000006010" "ENSMUSG00000006010" 387.701005452237
"ENSMUSG00000006299" "ENSMUSG00000006299" 346.965390835756
"ENSMUSG00000006301" "ENSMUSG00000006301" 509.452511144161
"ENSMUSG00000006412" "ENSMUSG00000006412" 34.8837209292656
"ENSMUSG00000006469" "ENSMUSG00000006469" 2.62312408993172
"ENSMUSG00000006471" "ENSMUSG00000006471" 77.2674898954689
"ENSMUSG00000006538" "ENSMUSG00000006538" 2.07384460085101
"ENSMUSG00000006542" "ENSMUSG00000006542" 27.7576650194652
"ENSMUSG00000006546" "ENSMUSG00000006546" 0
"ENSMUSG00000006576" "ENSMUSG00000006576" 5.34426520025236
"ENSMUSG00000007097" "ENSMUSG00000007097" 1.32853107099246
"ENSMUSG00000007107" "ENSMUSG00000007107" 2.97551885627042
"ENSMUSG00000008136" "ENSMUSG00000008136" 1.97582758046209
"ENSMUSG00000008475" "ENSMUSG00000008475" 2780.61868354934
"ENSMUSG00000009030" "ENSMUSG00000009030" 252.375239257341
"ENSMUSG00000009214" "ENSMUSG00000009214" 3.29587413844126
"ENSMUSG00000009216" "ENSMUSG00000009216" 0
"ENSMUSG00000009418" "ENSMUSG00000009418" 1775.65033866615
"ENSMUSG00000009551" "ENSMUSG00000009551" 28.8996944486143
"ENSMUSG00000009563" "ENSMUSG00000009563" 145.447532763772
"ENSMUSG00000009614" "ENSMUSG00000009614" 22.1713432815547
"ENSMUSG00000009633" "ENSMUSG00000009633" 3.77079018026609
"ENSMUSG00000009772" "ENSMUSG00000009772" 1134.86895403566
"ENSMUSG00000009905" "ENSMUSG00000009905" 228.71981530169
"ENSMUSG00000009907" "ENSMUSG00000009907" 1205.30728574716
"ENSMUSG00000010175" "ENSMUSG00000010175" 0.704789532677388
"ENSMUSG00000010290" "ENSMUSG00000010290" 124.238956692658
