"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 13.517474944426
"ENSMUSG00000000817" "ENSMUSG00000000817" 9.7773368149674
"ENSMUSG00000000889" "ENSMUSG00000000889" 16.0259455799499
"ENSMUSG00000001138" "ENSMUSG00000001138" 335.07077062862
"ENSMUSG00000001143" "ENSMUSG00000001143" 302.066316925798
"ENSMUSG00000001305" "ENSMUSG00000001305" 136.522519665092
"ENSMUSG00000001674" "ENSMUSG00000001674" 417.938270585424
"ENSMUSG00000001855" "ENSMUSG00000001855" 1052.00947801354
"ENSMUSG00000002459" "ENSMUSG00000002459" 58.0475138207943
"ENSMUSG00000002546" "ENSMUSG00000002546" 563.353710999351
"ENSMUSG00000002550" "ENSMUSG00000002550" 131.045932565497
"ENSMUSG00000002881" "ENSMUSG00000002881" 1039.08404557661
"ENSMUSG00000003135" "ENSMUSG00000003135" 347.750947063356
"ENSMUSG00000003418" "ENSMUSG00000003418" 23.1988429140125
"ENSMUSG00000003458" "ENSMUSG00000003458" 823.209439799527
"ENSMUSG00000003464" "ENSMUSG00000003464" 511.500523337249
"ENSMUSG00000003721" "ENSMUSG00000003721" 503.205515964198
"ENSMUSG00000004031" "ENSMUSG00000004031" 1.81661203805182
"ENSMUSG00000004105" "ENSMUSG00000004105" 974.574394660077
"ENSMUSG00000004110" "ENSMUSG00000004110" 12.7940701654068
"ENSMUSG00000004364" "ENSMUSG00000004364" 2052.00415752595
"ENSMUSG00000004552" "ENSMUSG00000004552" 1.7068528672266
"ENSMUSG00000004707" "ENSMUSG00000004707" 1.99888579154175
"ENSMUSG00000004709" "ENSMUSG00000004709" 1.29410739243925
"ENSMUSG00000004872" "ENSMUSG00000004872" 79.9007791668558
"ENSMUSG00000004880" "ENSMUSG00000004880" 673.26066786932
"ENSMUSG00000005338" "ENSMUSG00000005338" 79.1850228730876
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
"ENSMUSG00000005501" "ENSMUSG00000005501" 811.413930176839
"ENSMUSG00000005674" "ENSMUSG00000005674" 14.8921970100338
"ENSMUSG00000005677" "ENSMUSG00000005677" 0.326867656912378
"ENSMUSG00000005681" "ENSMUSG00000005681" 2.71703559752741
"ENSMUSG00000005763" "ENSMUSG00000005763" 38.412225517691
"ENSMUSG00000005886" "ENSMUSG00000005886" 1405.95433705621
