"GeneID" "countNormalized"
"ENSMUSG00000000247" "ENSMUSG00000000247" 16.959255059211
"ENSMUSG00000000817" "ENSMUSG00000000817" 8.60416367414953
"ENSMUSG00000000889" "ENSMUSG00000000889" 6.66023678552518
"ENSMUSG00000001138" "ENSMUSG00000001138" 306.711912739482
"ENSMUSG00000001143" "ENSMUSG00000001143" 169.987577153438
"ENSMUSG00000001305" "ENSMUSG00000001305" 215.439757927138
"ENSMUSG00000001674" "ENSMUSG00000001674" 837.890006937964
"ENSMUSG00000001855" "ENSMUSG00000001855" 974.787990729396
"ENSMUSG00000002459" "ENSMUSG00000002459" 59.3573927072386
"ENSMUSG00000002546" "ENSMUSG00000002546" 443.544720874298
"ENSMUSG00000002550" "ENSMUSG00000002550" 143.796123165433
"ENSMUSG00000002881" "ENSMUSG00000002881" 1445.08794646326
"ENSMUSG00000003135" "ENSMUSG00000003135" 369.870565439657
"ENSMUSG00000003418" "ENSMUSG00000003418" 23.7819703495123
"ENSMUSG00000003458" "ENSMUSG00000003458" 788.615608680396
"ENSMUSG00000003464" "ENSMUSG00000003464" 359.734025670748
"ENSMUSG00000003721" "ENSMUSG00000003721" 288.155566565659
"ENSMUSG00000004031" "ENSMUSG00000004031" 15.0965674229747
"ENSMUSG00000004105" "ENSMUSG00000004105" 2482.87838719351
"ENSMUSG00000004110" "ENSMUSG00000004110" 1.15876766112819
"ENSMUSG00000004364" "ENSMUSG00000004364" 2063.56864180768
"ENSMUSG00000004552" "ENSMUSG00000004552" 0
"ENSMUSG00000004707" "ENSMUSG00000004707" 4.54847686020085
"ENSMUSG00000004709" "ENSMUSG00000004709" 0
"ENSMUSG00000004872" "ENSMUSG00000004872" 31.4005539311575
"ENSMUSG00000004880" "ENSMUSG00000004880" 959.945850127434
"ENSMUSG00000005338" "ENSMUSG00000005338" 171.736898345743
"ENSMUSG00000005339" "ENSMUSG00000005339" 0
"ENSMUSG00000005501" "ENSMUSG00000005501" 760.42086731584
"ENSMUSG00000005674" "ENSMUSG00000005674" 45.0839268719921
"ENSMUSG00000005677" "ENSMUSG00000005677" 6.24868599166105
"ENSMUSG00000005681" "ENSMUSG00000005681" 15.6759512535388
"ENSMUSG00000005763" "ENSMUSG00000005763" 28.7094101752691
"ENSMUSG00000005886" "ENSMUSG00000005886" 1081.79056338805
