Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (3 cells),ECs (3 cells),35289954333.30839,122.47473625910288,1291,27335363.542454213,0.09486811484051347
FAPs (3 cells),Resolving-Mac (3 cells),29474838901.75167,117.13298976015633,1246,23655568.942015786,0.0940072148957916
FAPs (3 cells),FAPs (3 cells),22212294344.197933,145.21373062035403,1339,16588718.703657905,0.10844938806598509
FAPs (3 cells),MuSCs (3 cells),19484851508.08985,146.62437913474568,1357,14358770.455482572,0.10805038992980522
Resolving-Mac (3 cells),Resolving-Mac (3 cells),10596876143.482727,123.01539395910532,1089,9730832.087679273,0.1129617942691509
Resolving-Mac (3 cells),FAPs (3 cells),8631406069.449427,73.52135429641866,1138,7584715.351010041,0.06460575948718687
ECs (3 cells),ECs (3 cells),5072154736.05648,75.38624771408553,1186,4276690.33394307,0.06356344663919522
MuSCs (3 cells),ECs (3 cells),4576790504.818822,81.75302222809975,1252,3655583.4703025734,0.06529794107675699
MuSCs (3 cells),Resolving-Mac (3 cells),4381578667.978777,67.56582329568512,1208,3627134.6589228287,0.05593197292689166
ECs (3 cells),Resolving-Mac (3 cells),4320892833.178873,68.12196243344734,1151,3754033.738643678,0.059185023834445995
MuSCs (3 cells),FAPs (3 cells),3559890591.294682,106.06042016941623,1298,2742596.75754598,0.08171064727998169
MuSCs (3 cells),MuSCs (3 cells),3466737370.2985225,112.05532527062486,1321,2624328.0623001684,0.08482613570827015
Resolving-Mac (3 cells),MuSCs (3 cells),3282864221.311019,67.19222776435029,1145,2867130.3242890993,0.05868316835314436
Resolving-Mac (3 cells),ECs (3 cells),3037773238.806638,59.108416148662165,1096,2771690.911319925,0.053931036631991024
ECs (3 cells),MuSCs (3 cells),2949238232.572859,82.91349197623887,1252,2355621.591511868,0.06622483384683617
ECs (3 cells),FAPs (3 cells),2849476613.181,81.4580868898023,1233,2311011.040698297,0.06606495287088589
