Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
ECs,Agt,Mas1,ECs,1.0,5.821626636146139,0.1244242927095673,1.0,55.69346872205867,0.2639500308990538,324.22658097170864,0.0328417959052832
ECs,Agt,Mas1,FAPs,1.0,5.821626636146139,0.1244242927095673,1.0,98.3098066877508,0.4659231523612065,572.3229892077878,0.057972158689555076
ECs,Agt,Mas1,MuSCs,1.0,5.821626636146139,0.1244242927095673,1.0,56.64621595016613,0.2684654196164089,329.77311961237336,0.03340361995274888
FAPs,Agt,Mas1,ECs,1.0,14.821183295834539,0.3167697559395276,1.0,55.69346872205867,0.2639500308990538,825.4431083104591,0.08361138686812404
FAPs,Agt,Mas1,FAPs,1.0,14.821183295834539,0.3167697559395276,1.0,98.3098066877508,0.4659231523612065,1457.067664697214,0.1475903632600347
FAPs,Agt,Mas1,MuSCs,1.0,14.821183295834539,0.3167697559395276,1.0,56.64621595016613,0.2684654196164089,839.5639496128381,0.08504172545009271
MuSCs,Agt,Mas1,ECs,1.0,20.39325427936205,0.4358603528438789,1.0,55.69346872205867,0.2639500308990538,1135.77106934864,0.1150453536008143
MuSCs,Agt,Mas1,FAPs,1.0,20.39325427936205,0.4358603528438789,1.0,98.3098066877508,0.4659231523612065,2004.8568859382299,0.2030774295862878
MuSCs,Agt,Mas1,MuSCs,1.0,20.39325427936205,0.4358603528438789,1.0,56.64621595016613,0.2684654196164089,1155.200685835393,0.117013432520388
Resolving-Mac,Agt,Mas1,ECs,0.6666666666666666,5.752440745121451,0.1229455985070262,1.0,55.69346872205867,0.2639500308990538,320.3733787139173,0.03245149452483222
Resolving-Mac,Agt,Mas1,FAPs,0.6666666666666666,5.752440745121451,0.1229455985070262,1.0,98.3098066877508,0.4659231523612065,565.5213376356309,0.05728320082532889
Resolving-Mac,Agt,Mas1,MuSCs,0.6666666666666666,5.752440745121451,0.1229455985070262,1.0,56.64621595016613,0.2684654196164089,325.8540006886842,0.033006641693179316
ECs,Agt,Agtr1a,ECs,1.0,5.821626636146139,0.1244242927095673,1.0,14.562602236079572,0.0181473516997721,84.77803306916212,0.002257971399795907
ECs,Agt,Agtr1a,FAPs,1.0,5.821626636146139,0.1244242927095673,1.0,372.04807308749537,0.4636319197686834,2165.924972213008,0.05768707369479729
ECs,Agt,Agtr1a,MuSCs,1.0,5.821626636146139,0.1244242927095673,1.0,414.90111178966936,0.5170337192633907,2415.399363761386,0.06433155482634438
