Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
MuSCs,Ptgs2,Cav1,ECs,1.0,0.5,0.271368,0.0030836825359692,3.0,1.0,556.7425436666666,0.7235863858022448,151.082110589736,0.0022313107011635
ECs,Anxa2,Tlr2,MuSCs,3.0,1.0,94.403014,0.1353009388150703,2.0,1.0,1.481899,0.008485984702594,139.895732043586,0.0011481616970312
MuSCs,Ccl12,Ccr5,Inflammatory-Mac,1.0,0.5,1.6570225,0.0151303063043872,3.0,1.0,84.40796133333333,0.630954418587972,139.8658911084633,0.0095465336173425
Inflammatory-Mac,Anxa2,Tlr2,MuSCs,3.0,1.0,91.80301666666666,0.131574552705018,2.0,1.0,1.481899,0.008485984702594,136.0427985953167,0.0011165396415054
Resolving-Mac,Anxa2,Tlr2,MuSCs,3.0,1.0,90.13072433333332,0.1291777783533723,2.0,1.0,1.481899,0.008485984702594,133.5646302588423,0.0010962006510218
Inflammatory-Mac,Ptprc,Cd22,MuSCs,3.0,1.0,487.9781593333334,0.5750047580041945,1.0,0.5,0.2643865,0.012410489837176,129.0148376225823,0.0071360907055389
MuSCs,Cd22,Ptprc,Inflammatory-Mac,1.0,0.5,0.2643865,0.012410489837176,3.0,1.0,487.9781593333334,0.5750047580041945,129.0148376225823,0.0071360907055389
ECs,C1qa,Cd93,Inflammatory-Mac,2.0,0.6666666666666666,1.838251333333333,0.0048015816884013,3.0,1.0,61.580654,0.1979783766474813,113.2007193230387,0.0009506093480099
MuSCs,Bgn,Tlr2,MuSCs,2.0,1.0,76.28726950000001,0.0225700776909332,2.0,1.0,1.481899,0.008485984702594,113.0500283847805,0.0001915293340216
FAPs,Col1a1,Itga2,Inflammatory-Mac,3.0,1.0,2518.056722,0.9851579054959454,1.0,0.3333333333333333,0.0425396666666666,0.0092192850721433,107.1172936016393,0.0090824515718427
FAPs,Serping1,Selp,MuSCs,3.0,1.0,687.9602253333333,0.9305774941043452,1.0,0.5,0.1493315,0.0065151646864431,102.7341323893647,0.0060628656275873
MuSCs,Ccl12,Ccr2,Resolving-Mac,1.0,0.5,1.6570225,0.0151303063043872,3.0,1.0,58.041021,0.1536496690555577,96.1752777199725,0.0023247665563783
ECs,Bgn,Tlr2,MuSCs,3.0,1.0,64.51746766666666,0.0190879063728836,2.0,1.0,1.481899,0.008485984702594,95.60837081776566,0.0001619796814848
MuSCs,Cd22,Ptprc,Resolving-Mac,1.0,0.5,0.2643865,0.012410489837176,3.0,1.0,352.5860493333333,0.415466659920899,93.21899153206732,0.0051561447606338
Resolving-Mac,Ptprc,Cd22,MuSCs,3.0,1.0,352.5860493333333,0.415466659920899,1.0,0.5,0.2643865,0.012410489837176,93.21899153206732,0.0051561447606338
MuSCs,Ccl4,Ccr5,Resolving-Mac,1.0,0.5,1.79836,0.0102222935024778,3.0,1.0,48.13513433333333,0.3598129277996019,86.56430017969332,0.0036781133539534
MuSCs,Il1rn,Il1r1,FAPs,1.0,0.5,0.8953935,0.0062364747633785,3.0,1.0,96.23965333333337,0.7923813923330444,86.17236003692001,0.0049416665562557
FAPs,Col1a2,Itga2,Inflammatory-Mac,3.0,1.0,1964.941406333333,0.9182810852447438,1.0,0.3333333333333333,0.0425396666666666,0.0092192850721433,83.58795244495123,0.0084658951012284
MuSCs,Ccl12,Ccr5,Resolving-Mac,1.0,0.5,1.6570225,0.0151303063043872,3.0,1.0,48.13513433333333,0.3598129277996019,79.76100063085582,0.0054440798098863
FAPs,Fn1,Tnfrsf11b,MuSCs,3.0,1.0,1458.280985666667,0.913374480506715,1.0,0.5,0.0527795,0.022325621727714,76.96734128299383,0.0203916531475402
ECs,Ccl12,Ccr2,Inflammatory-Mac,1.0,0.3333333333333333,0.2401406666666667,0.0021927293339748,3.0,1.0,318.203888,0.8423684015377977,76.41369380024534,0.0018470859040654
MuSCs,Cxcl14,Cxcr4,Inflammatory-Mac,1.0,0.5,0.2477925,0.0013517846810517,3.0,1.0,305.722738,0.4787460161246407,75.75580155586499,0.0006471615307118
MuSCs,Cxcl14,Cxcr4,Resolving-Mac,1.0,0.5,0.2477925,0.0013517846810517,3.0,1.0,296.6213786666667,0.4644937575237376,73.50055297326,0.0006278955458647
Resolving-Mac,C1qa,Cd93,FAPs,3.0,1.0,252.8448076666667,0.66044015662328,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,73.3159760918599,0.0006156749943656
Resolving-Mac,Cxcl16,Cxcr6,MuSCs,3.0,1.0,121.9705986666667,0.5384024614290148,2.0,1.0,0.579661,0.1355604493260888,70.70159919371866,0.0729860795895894
Resolving-Mac,Amelx,Lamp1,Resolving-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,485.9336543333334,0.4649949779817998,68.77710569972267,0.0634452654821366
ECs,Col4a1,Cd93,FAPs,3.0,1.0,236.7946826666667,0.712389954314742,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,68.66201229631822,0.0006641035932026
FAPs,C3,Itgax,MuSCs,3.0,1.0,290.8976950000001,0.7877262822264709,1.0,0.5,0.2351745,0.0026446938153743,68.41171997277752,0.0020832948268121
Inflammatory-Mac,Cd48,Cd2,Resolving-Mac,3.0,1.0,132.4704766666667,0.5342907823042267,3.0,1.0,0.5045649999999999,0.4413345567236464,66.83996605931667,0.2358009855697661
Resolving-Mac,Cd2,Cd48,Inflammatory-Mac,3.0,1.0,0.5045649999999999,0.4413345567236464,3.0,1.0,132.4704766666667,0.5342907823042267,66.83996605931667,0.2358009855697661
FAPs,Fn1,Itga2,Inflammatory-Mac,3.0,1.0,1458.280985666667,0.913374480506715,1.0,0.3333333333333333,0.0425396666666666,0.0092192850721433,62.03478703659811,0.0084206597134122
Inflammatory-Mac,Ccl12,Ccr4,MuSCs,3.0,1.0,60.66100033333333,0.553896833491318,2.0,1.0,0.9494525,1.0,57.59473841898417,0.553896833491318
Inflammatory-Mac,Ly9,Ly9,MuSCs,3.0,1.0,55.14858233333334,0.4962930046674685,1.0,0.5,1.0361445,0.0093244693774087,57.14190026748051,0.0046276689242439
MuSCs,Ly9,Ly9,Inflammatory-Mac,1.0,0.5,1.0361445,0.0093244693774087,3.0,1.0,55.14858233333334,0.4962930046674685,57.14190026748051,0.0046276689242439
Resolving-Mac,Cd2,Cd48,Resolving-Mac,3.0,1.0,0.5045649999999999,0.4413345567236464,3.0,1.0,112.642779,0.4543200872166568,56.835603786135,0.2005071543024116
Resolving-Mac,Cd48,Cd2,Resolving-Mac,3.0,1.0,112.642779,0.4543200872166568,3.0,1.0,0.5045649999999999,0.4413345567236464,56.835603786135,0.2005071543024116
MuSCs,Ly9,Ly9,Resolving-Mac,1.0,0.5,1.0361445,0.0093244693774087,3.0,1.0,54.70535899999999,0.4923043501902022,56.68265684837549,0.0045904768377136
Resolving-Mac,Ly9,Ly9,MuSCs,3.0,1.0,54.70535899999999,0.4923043501902022,1.0,0.5,1.0361445,0.0093244693774087,56.68265684837549,0.0045904768377136
MuSCs,Ccl4,Ccr1,Inflammatory-Mac,1.0,0.5,1.79836,0.0102222935024778,3.0,1.0,30.34606566666666,0.7437342022026642,54.57315065230666,0.0076026693027468
Inflammatory-Mac,Cxcl16,Cxcr6,MuSCs,3.0,1.0,91.71289833333331,0.4048389591199923,2.0,1.0,0.579661,0.1355604493260888,53.16239036079833,0.0548801512030122
ECs,Mmp13,Lrp1,FAPs,2.0,0.6666666666666666,0.2746916666666667,0.0063825079557614,3.0,1.0,185.8027443333333,0.3528665483720876,51.03846551216389,0.0022521735523069
MuSCs,Ccl12,Ccr1,Inflammatory-Mac,1.0,0.5,1.6570225,0.0151303063043872,3.0,1.0,30.34606566666666,0.7437342022026642,50.28411359614417,0.0112529262883753
Resolving-Mac,Amelx,Lamp1,Inflammatory-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,351.3736063333333,0.3362330657350935,49.73201474599466,0.0458766161562086
ECs,Mmp13,Lrp1,Resolving-Mac,2.0,0.6666666666666666,0.2746916666666667,0.0063825079557614,3.0,1.0,171.5584106666666,0.3258144783240821,47.12566575671111,0.0020795135000057
MuSCs,Col1a2,Cd93,FAPs,2.0,1.0,160.0313415,0.0747878554913321,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,46.4033812504865,6.971867480569915e-05
FAPs,Il1rn,Il1r1,FAPs,2.0,0.6666666666666666,0.4718103333333333,0.003286190079484,3.0,1.0,96.23965333333337,0.7923813923330444,45.40686291908445,0.0026039158706526
FAPs,C1qb,Lrp1,MuSCs,2.0,0.6666666666666666,1.546070666666666,0.001408442618725,2.0,1.0,29.2127365,0.0554792531953414,45.16495499571266,7.813934465535866e-05
Resolving-Mac,Ccl12,Ccr4,MuSCs,3.0,1.0,46.31492933333334,0.4229025660661706,2.0,1.0,0.9494525,1.0,43.97382544285667,0.4229025660661706
ECs,Col4a2,Cd93,FAPs,3.0,1.0,151.5090713333333,0.7011959105080696,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,43.93222686312244,0.0006536682906419
MuSCs,Vcan,Tlr2,MuSCs,2.0,1.0,29.1141605,0.1492074581338761,2.0,1.0,1.481899,0.008485984702594,43.1442453307895,0.001266172207237
Inflammatory-Mac,Cd86,Ctla4,Inflammatory-Mac,3.0,1.0,123.540774,0.5939672855455723,2.0,0.6666666666666666,0.343285,0.9867450936054706,42.40969460258999,0.5860943047742531
FAPs,C1qa,Cd93,ECs,1.0,0.3333333333333333,0.2443386666666667,0.0006382217960955,3.0,1.0,162.7225033333333,0.5231437953541009,39.75939950112889,0.0003338817726871
Resolving-Mac,Amelx,Lamp2,Inflammatory-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,277.4609476666666,0.3363272146656126,39.27071268894933,0.0458894621097661
ECs,Mmp13,Lrp1,Inflammatory-Mac,2.0,0.6666666666666666,0.2746916666666667,0.0063825079557614,3.0,1.0,137.0717086666666,0.2603191943704447,37.65245610649443,0.0016614893291067
FAPs,C3,Itgam,ECs,3.0,1.0,290.8976950000001,0.7877262822264709,1.0,0.3333333333333333,0.1287166666666667,0.000673083118738,37.44338164141668,0.0005302052627528
MuSCs,Ptgs2,Cav1,MuSCs,1.0,0.5,0.271368,0.0030836825359692,2.0,1.0,135.006546,0.1754651225976237,36.636456374928,0.0005410787342259
Resolving-Mac,Amelx,Lamp2,Resolving-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,252.9561923333333,0.3066235169862421,35.80240763809067,0.0418366033170792
Inflammatory-Mac,C1qa,Cd93,FAPs,3.0,1.0,121.6353303333333,0.317716062107854,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,35.26990746988478,0.0002961810132022
Resolving-Mac,Amelx,Cd63,Resolving-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,224.5584563333333,0.3210707840493613,31.78310567559467,0.0438078304006259
FAPs,Ccl3,Ccr5,Inflammatory-Mac,1.0,0.3333333333333333,0.3670746666666667,0.0011956689207542,3.0,1.0,84.40796133333333,0.630954418587972,30.98402427044622,0.0007544125887181
FAPs,Serping1,Selp,FAPs,3.0,1.0,687.9602253333333,0.9305774941043452,1.0,0.3333333333333333,0.0444123333333333,0.001937659942985,30.55391884757911,0.0018031427341694
Inflammatory-Mac,Ccl5,Ccr4,MuSCs,3.0,1.0,31.62082666666666,0.4853487562896166,2.0,1.0,0.9494525,1.0,30.02247293073333,0.4853487562896166
Inflammatory-Mac,Ptprc,Cd22,ECs,3.0,1.0,487.9781593333334,0.5750047580041945,1.0,0.3333333333333333,0.0606306666666666,0.0028460464981679,29.58644111915289,0.0016364902779477
ECs,Cd22,Ptprc,Inflammatory-Mac,1.0,0.3333333333333333,0.0606306666666666,0.0028460464981679,3.0,1.0,487.9781593333334,0.5750047580041945,29.58644111915289,0.0016364902779477
Resolving-Mac,Cd86,Ctla4,Inflammatory-Mac,3.0,1.0,82.51906066666666,0.3967404516176207,2.0,0.6666666666666666,0.343285,0.9867450936054706,28.32755574095667,0.3914816940685058
Inflammatory-Mac,Il2,Cd53,Inflammatory-Mac,1.0,0.3333333333333333,0.0796326666666666,1.0,3.0,1.0,348.4578143333333,0.5738086722217269,27.74862497620155,0.5738086722217269
FAPs,C3,Itgax,FAPs,3.0,1.0,290.8976950000001,0.7877262822264709,2.0,0.6666666666666666,0.093981,0.0010568789110328,27.33885627379501,0.0008325312953514
Resolving-Mac,Amelx,Lamp2,FAPs,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,192.2656683333333,0.2330568580918209,27.21251363322667,0.0317989546860159
Resolving-Mac,Amelx,Cd63,FAPs,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,190.4708326666667,0.2723327394629209,26.95847977230933,0.0371578700262411
ECs,Cd34,Selp,MuSCs,3.0,1.0,177.3308206666667,0.7002038395306831,1.0,0.5,0.1493315,0.0065151646864431,26.48107744638434,0.0045619433286221
FAPs,Il13,Il2rg,Inflammatory-Mac,1.0,0.3333333333333333,0.2293223333333333,1.0,3.0,1.0,115.357885,0.4827118914833898,26.45413935659833,0.4827118914833898
Inflammatory-Mac,Slamf7,Slamf7,FAPs,3.0,1.0,146.6047386666667,0.5598321225927243,1.0,0.3333333333333333,0.175801,0.0006713224134432,25.77325966233866,0.000375827851662
FAPs,Slamf7,Slamf7,Inflammatory-Mac,1.0,0.3333333333333333,0.175801,0.0006713224134432,3.0,1.0,146.6047386666667,0.5598321225927243,25.77325966233866,0.000375827851662
ECs,Mmp12,Plaur,Inflammatory-Mac,3.0,1.0,0.3714673333333334,0.0091966469336334,3.0,1.0,66.43651233333334,0.4705815372480596,24.67899407243045,0.0043277722515568
FAPs,Gnas,Lhcgr,FAPs,3.0,1.0,211.2281266666666,0.2954065074566193,1.0,0.3333333333333333,0.114644,0.5024565340298992,24.21603735357333,0.1484289298665305
ECs,Amelx,Lamp1,Resolving-Mac,1.0,0.3333333333333333,0.0497986666666666,0.0480066889825554,3.0,1.0,485.9336543333334,0.4649949779817998,24.19884807426089,0.0223228692864225
FAPs,Gnas,Lhcgr,MuSCs,3.0,1.0,211.2281266666666,0.2954065074566193,1.0,0.5,0.113523,0.4975434659701009,23.97925062358,0.1469775775900888
FAPs,Fn1,Col13a1,FAPs,3.0,1.0,1458.280985666667,0.913374480506715,1.0,0.3333333333333333,0.0159406666666666,0.028914738946863,23.24597109885045,0.0264099846645783
FAPs,Col4a1,Cd93,FAPs,3.0,1.0,78.40049233333333,0.2358656137148928,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,22.73334649244011,0.0002198784536928
Resolving-Mac,Rarres2,Cmklr1,Resolving-Mac,1.0,0.3333333333333333,0.3835953333333333,0.0087280509279624,3.0,1.0,58.98541366666666,0.4467480946237765,22.62652941726955,0.0038992401218465
Resolving-Mac,Amelx,Cd63,MuSCs,1.0,0.3333333333333333,0.141536,0.1364429047330914,2.0,1.0,156.6465685,0.223971242892229,22.171128719216,0.0305592869568964
Inflammatory-Mac,Vcan,Tlr2,MuSCs,3.0,1.0,14.89209833333333,0.076320666659662,2.0,1.0,1.481899,0.008485984702594,22.06858562806833,0.0006476560097656
FAPs,Vcan,Selp,MuSCs,3.0,1.0,146.4311116666667,0.7504462978934635,1.0,0.5,0.1493315,0.0065151646864431,21.86677755185084,0.0048892812191074
Resolving-Mac,Ccl5,Ccr4,MuSCs,3.0,1.0,22.93880666666666,0.3520882424674529,2.0,1.0,0.9494525,1.0,21.77930733668333,0.3520882424674529
Resolving-Mac,Ptprc,Cd22,ECs,3.0,1.0,352.5860493333333,0.415466659920899,1.0,0.3333333333333333,0.0606306666666666,0.0028460464981679,21.37752722844622,0.0011824374325734
ECs,Cd22,Ptprc,Resolving-Mac,1.0,0.3333333333333333,0.0606306666666666,0.0028460464981679,3.0,1.0,352.5860493333333,0.415466659920899,21.37752722844622,0.0011824374325734
ECs,S100a9,Tlr4,Resolving-Mac,1.0,0.3333333333333333,0.7540426666666667,0.0676518353843459,3.0,1.0,27.57585133333333,0.3803178485122005,20.79336847499022,0.025729200481276
FAPs,Kng1,Itgb2,Inflammatory-Mac,1.0,0.3333333333333333,0.1516506666666667,1.0,3.0,1.0,136.1000366666667,0.5700742118164518,20.63966129385778,0.5700742118164518
MuSCs,Ptgs2,Cav1,FAPs,1.0,0.5,0.271368,0.0030836825359692,3.0,1.0,75.879851,0.0986194207087145,20.591363406168,0.0003041109853468
FAPs,C1qa,Cd93,Resolving-Mac,1.0,0.3333333333333333,0.2443386666666667,0.0006382217960955,3.0,1.0,83.559527,0.2686392305754237,20.41682341447734,0.0001714514122395
ECs,Ccl12,Ccr5,Inflammatory-Mac,1.0,0.3333333333333333,0.2401406666666667,0.0021927293339748,3.0,1.0,84.40796133333333,0.630954418587972,20.26978410656089,0.0013835122620389
Inflammatory-Mac,Il2,Cd53,Resolving-Mac,1.0,0.3333333333333333,0.0796326666666666,1.0,3.0,1.0,252.408376,0.4156431829984868,20.09995206988267,0.4156431829984868
FAPs,Slamf7,Slamf7,Resolving-Mac,1.0,0.3333333333333333,0.175801,0.0006713224134432,3.0,1.0,113.7076546666667,0.4342096868493252,19.98991939805467,0.0002914946949161
Resolving-Mac,Slamf7,Slamf7,FAPs,3.0,1.0,113.7076546666667,0.4342096868493252,1.0,0.3333333333333333,0.175801,0.0006713224134432,19.98991939805467,0.0002914946949161
Resolving-Mac,Rarres2,Cmklr1,Inflammatory-Mac,1.0,0.3333333333333333,0.3835953333333333,0.0087280509279624,3.0,1.0,51.381892,0.3891599790905029,19.70985398903733,0.0033966081166267
Resolving-Mac,Rarres2,Ccrl2,Resolving-Mac,1.0,0.3333333333333333,0.3835953333333333,0.0087280509279624,3.0,1.0,51.00119533333333,0.4934899254344846,19.56382052428844,0.0043072052016285
ECs,Col4a5,Cd93,ECs,3.0,1.0,0.1200053333333333,0.015993359852107,3.0,1.0,162.7225033333333,0.5231437953541009,19.52756825335111,0.0083668269734952
Inflammatory-Mac,Ccl2,Ackr4,Resolving-Mac,3.0,1.0,157.1889546666667,0.3755976715691904,1.0,0.3333333333333333,0.1217406666666667,0.1916244387242736,19.13628813375644,0.0719736930005901
MuSCs,Gnas,Lhcgr,FAPs,2.0,1.0,164.799919,0.2304757859153342,1.0,0.3333333333333333,0.114644,0.5024565340298992,18.893321913836,0.1158040645688359
FAPs,Bsg,Slc16a7,ECs,3.0,1.0,141.4996693333333,0.4187622210170216,1.0,0.3333333333333333,0.1332063333333333,0.0040852967566039,18.84865211977245,0.001710767943309
FAPs,C3,Cr2,Resolving-Mac,3.0,1.0,290.8976950000001,0.7877262822264709,1.0,0.3333333333333333,0.0645913333333333,0.1189662423295463,18.78946998364334,0.0937128357807069
Inflammatory-Mac,Gnai2,Lhcgr,FAPs,3.0,1.0,163.8590903333333,0.2750214756820535,1.0,0.3333333333333333,0.114644,0.5024565340298992,18.78546155217467,0.1381863374549928
MuSCs,Gnas,Lhcgr,MuSCs,2.0,1.0,164.799919,0.2304757859153342,1.0,0.5,0.113523,0.4975434659701009,18.708581204637,0.1146717213464983
MuSCs,Ccl4,Ccr1,Resolving-Mac,1.0,0.5,1.79836,0.0102222935024778,3.0,1.0,10.35489433333333,0.2537821265032705,18.62182777329333,0.0025942353827993
Inflammatory-Mac,Gnai2,Lhcgr,MuSCs,3.0,1.0,163.8590903333333,0.2750214756820535,1.0,0.5,0.113523,0.4975434659701009,18.601775511911,0.1368351382270607
Inflammatory-Mac,Gnai2,Lpar3,FAPs,3.0,1.0,163.8590903333333,0.2750214756820535,1.0,0.3333333333333333,0.1120823333333333,0.0697334809242231,18.36570918243745,0.0191782048282261
Resolving-Mac,Rarres2,Ccrl2,Inflammatory-Mac,1.0,0.3333333333333333,0.3835953333333333,0.0087280509279624,3.0,1.0,47.16807033333333,0.4564004306085713,18.09345166220511,0.0039834862018956
Inflammatory-Mac,Selplg,Selp,MuSCs,3.0,1.0,119.514145,0.5393973813316575,1.0,0.5,0.1493315,0.0065151646864431,17.8472265440675,0.0035142627708119
Inflammatory-Mac,Adm,Ramp2,ECs,1.0,0.3333333333333333,0.303044,0.0102776553707253,3.0,1.0,58.57936466666666,0.701482821398898,17.75212498604533,0.0072095986868219
FAPs,Ccl3,Ccr5,Resolving-Mac,1.0,0.3333333333333333,0.3670746666666667,0.0011956689207542,3.0,1.0,48.13513433333333,0.3598129277996019,17.66918839036355,0.0004302171350555
MuSCs,Hp,Itgb2,Inflammatory-Mac,1.0,0.5,0.129484,0.002964249956021,3.0,1.0,136.1000366666667,0.5700742118164518,17.62277714774667,0.0016898424573056
ECs,Amelx,Lamp1,Inflammatory-Mac,1.0,0.3333333333333333,0.0497986666666666,0.0480066889825554,3.0,1.0,351.3736063333333,0.3362330657350935,17.49793709725822,0.0161414362123957
FAPs,Ccl2,Ackr4,Resolving-Mac,3.0,1.0,143.2163033333333,0.3422104954945279,1.0,0.3333333333333333,0.1217406666666667,0.1916244387242736,17.43524824533556,0.0655758941246944
FAPs,Il13,Il2rg,Resolving-Mac,1.0,0.3333333333333333,0.2293223333333333,1.0,3.0,1.0,75.63146466666666,0.3164777801266539,17.34398395077755,0.3164777801266539
ECs,Mmp12,Plaur,Resolving-Mac,3.0,1.0,0.3714673333333334,0.0091966469336334,3.0,1.0,46.41124333333334,0.328739024165117,17.24026079771778,0.0030232967385537
MuSCs,Ccl12,Ccr1,Resolving-Mac,1.0,0.5,1.6570225,0.0151303063043872,3.0,1.0,10.35489433333333,0.2537821265032705,17.15829289545584,0.0038398013085732
MuSCs,Serpina1e,Lrp1,FAPs,1.0,0.5,0.091532,1.0,3.0,1.0,185.8027443333333,0.3528665483720876,17.00689679431867,0.3528665483720876
Resolving-Mac,Gnai2,Lhcgr,FAPs,3.0,1.0,147.8896333333333,0.2482183021684772,1.0,0.3333333333333333,0.114644,0.5024565340298992,16.95465912386667,0.1247189077903593
Resolving-Mac,Gnai2,Lhcgr,MuSCs,3.0,1.0,147.8896333333333,0.2482183021684772,1.0,0.5,0.113523,0.4975434659701009,16.7888748449,0.123499394378118
FAPs,Calr,Mtnr1a,FAPs,3.0,1.0,201.7497736666667,0.3063997713314046,1.0,0.3333333333333333,0.0831456666666666,1.0,16.77461943136411,0.3063997713314046
ECs,Gnai2,Lhcgr,FAPs,3.0,1.0,144.783305,0.2430046335191003,1.0,0.3333333333333333,0.114644,0.5024565340298992,16.59853721842,0.122099265911213
Resolving-Mac,Gnai2,Lpar3,FAPs,3.0,1.0,147.8896333333333,0.2482183021684772,1.0,0.3333333333333333,0.1120823333333333,0.0697334809242231,16.57581517981111,0.0173091262393085
ECs,Gnai2,Lhcgr,MuSCs,3.0,1.0,144.783305,0.2430046335191003,1.0,0.5,0.113523,0.4975434659701009,16.436235133515,0.1209053676078873
ECs,S100a9,Tlr4,Inflammatory-Mac,1.0,0.3333333333333333,0.7540426666666667,0.0676518353843459,3.0,1.0,21.58649266666667,0.2977144150029286,16.27713649435378,0.0201409265953249
ECs,Gnai2,Lpar3,FAPs,3.0,1.0,144.783305,0.2430046335191003,1.0,0.3333333333333333,0.1120823333333333,0.0697334809242231,16.22765065211167,0.016945558976002
Inflammatory-Mac,Csf3,Csf3r,Inflammatory-Mac,2.0,0.6666666666666666,0.22676,0.7013817719921559,3.0,1.0,70.52176533333333,0.5776273044199043,15.99151550698667,0.405137262325085
MuSCs,Serpina1e,Lrp1,Resolving-Mac,1.0,0.5,0.091532,1.0,3.0,1.0,171.5584106666666,0.3258144783240821,15.70308444514133,0.3258144783240821
Resolving-Mac,Amelx,Cd63,Inflammatory-Mac,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,110.8005546666667,0.1584212037293475,15.68226730530133,0.021615449208145
Resolving-Mac,Amelx,Lamp1,FAPs,1.0,0.3333333333333333,0.141536,0.1364429047330914,3.0,1.0,110.577273,0.105812544913079,15.650664911328,0.0144373709851412
FAPs,Ifna11,Ifnar2,Inflammatory-Mac,1.0,0.3333333333333333,0.1544356666666667,1.0,3.0,1.0,100.6030296666667,0.4143122432277931,15.53669595525811,0.4143122432277931
FAPs,Kng1,Itgb2,Resolving-Mac,1.0,0.3333333333333333,0.1516506666666667,1.0,3.0,1.0,100.7253213333333,0.4219022240948613,15.27506213041423,0.4219022240948613
FAPs,C1qa,Cd93,Inflammatory-Mac,1.0,0.3333333333333333,0.2443386666666667,0.0006382217960955,3.0,1.0,61.580654,0.1979783766474813,15.04653489082133,0.000126354115132
FAPs,Col4a2,Cd93,FAPs,3.0,1.0,51.831602,0.2398807347813626,1.0,0.3333333333333333,0.2899643333333333,0.0009322191998643,15.02931591952867,0.0002236214266407
FAPs,Cxcl1,Cxcr2,FAPs,3.0,1.0,260.6166636666667,0.8108637215090658,1.0,0.3333333333333333,0.0567666666666666,0.1567832460116018,14.79433927414444,0.1271298463312388
