Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
Neutrophils (3 cells),Neutrophils (3 cells),8472923.764803397,45.668550689236056,624,13578.403469236213,0.0731867799506988
FAPs (3 cells),Neutrophils (3 cells),6239358.848383633,54.965779855241905,800,7799.198560479542,0.06870722481905238
FAPs (3 cells),Resolving-Mac (3 cells),4008348.0185048785,46.19991444113736,798,5022.992504392078,0.05789462962548541
Inflammatory-Mac (3 cells),Neutrophils (3 cells),4006450.292522281,25.540748405476137,637,6289.560898779091,0.04009536641362031
FAPs (3 cells),Inflammatory-Mac (3 cells),3651282.6069788933,38.61283249997091,788,4633.607369262555,0.0490010564720443
Resolving-Mac (3 cells),Neutrophils (3 cells),3452589.489804177,26.994003151152057,653,5287.273338138097,0.04133844280421448
Inflammatory-Mac (3 cells),Resolving-Mac (3 cells),3150845.596107633,23.865698006168763,646,4877.469963014912,0.03694380496310954
Neutrophils (3 cells),Resolving-Mac (3 cells),3115114.958607162,30.707970031888767,624,4992.171408024298,0.04921149043571918
Neutrophils (3 cells),Inflammatory-Mac (3 cells),2936045.8733195188,26.608206689123968,617,4758.583263078636,0.04312513239728358
Inflammatory-Mac (3 cells),Inflammatory-Mac (3 cells),2839012.7818643665,18.413041892910357,632,4492.108832063871,0.02913455995713664
FAPs (3 cells),FAPs (3 cells),2800157.687189503,96.75688463988153,877,3192.882197479479,0.11032712045596527
Resolving-Mac (3 cells),Resolving-Mac (3 cells),2734715.069961839,27.64267687336113,659,4149.795250321455,0.04194639889736135
Resolving-Mac (3 cells),Inflammatory-Mac (3 cells),2462908.518015675,19.996641528318456,648,3800.7847500241896,0.030859014704195147
Neutrophils (3 cells),FAPs (3 cells),2276752.187288756,38.92945837574081,623,3654.4978929193517,0.06248709209589215
Inflammatory-Mac (3 cells),FAPs (3 cells),2206653.170692217,27.430342061806616,643,3431.8089746379737,0.04265994099814404
Resolving-Mac (3 cells),FAPs (3 cells),1937257.824917868,27.656979270343523,650,2980.396653719797,0.04254919887745157
FAPs (3 cells),ECs (3 cells),1936824.0929667728,73.55565402256451,878,2205.9499919894906,0.08377637132410537
Neutrophils (3 cells),ECs (3 cells),1507779.817473521,22.672560496979433,637,2367.0012833179294,0.03559271663576049
FAPs (3 cells),MuSCs (3 cells),1423297.6087395765,81.5918114426008,940,1514.1463922761452,0.08679979940702212
MuSCs (3 cells),Neutrophils (3 cells),1289142.3236143498,28.53705490185508,786,1640.1301827154577,0.03630668562576982
Inflammatory-Mac (3 cells),ECs (3 cells),1141211.3821579455,17.882067955663864,656,1739.65149719199,0.027259249932414426
MuSCs (3 cells),Resolving-Mac (3 cells),1035786.9349121203,27.23936032426512,801,1293.1172720500879,0.03400669204028105
ECs (3 cells),Resolving-Mac (3 cells),996593.9428973891,19.96172481305848,720,1384.1582540241516,0.027724617795914556
Resolving-Mac (3 cells),ECs (3 cells),990066.1874591765,16.982336403075738,660,1500.1002840290553,0.025730812731932937
ECs (3 cells),Neutrophils (3 cells),976892.3267599191,22.700887811664785,719,1358.6819565506523,0.03157286204682168
Neutrophils (3 cells),MuSCs (3 cells),864123.3258568024,24.889345902961345,662,1305.3222444966805,0.03759719924918632
Inflammatory-Mac (3 cells),MuSCs (3 cells),855577.046388817,20.66434234918484,680,1258.2015388070838,0.030388738748801235
MuSCs (3 cells),Inflammatory-Mac (3 cells),830047.4411010112,23.044455246666043,778,1066.8990245514283,0.02962012242502062
ECs (3 cells),Inflammatory-Mac (3 cells),714396.6941378125,17.008839810697328,706,1011.8933344728222,0.024091841091639275
Resolving-Mac (3 cells),MuSCs (3 cells),679605.6856838956,21.676010095474478,691,983.5103989636694,0.03136904500068666
MuSCs (3 cells),FAPs (3 cells),658903.7730446813,61.390297311666835,881,747.9043961914657,0.06968251681233466
ECs (3 cells),FAPs (3 cells),507773.1904096858,41.51637206162354,770,659.4457018307608,0.05391736631379681
ECs (3 cells),ECs (3 cells),462787.76283991925,40.3240604955785,777,595.6084463834225,0.05189711775492729
MuSCs (3 cells),ECs (3 cells),442520.17915182794,45.19653165255091,874,506.31599445289237,0.05171227877866237
MuSCs (3 cells),MuSCs (3 cells),371507.39353542647,69.50472847936481,954,389.4207479406986,0.07285610951715389
ECs (3 cells),MuSCs (3 cells),285186.0918307227,46.17381180139119,831,343.18422602975056,0.05556415379228783
