Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
MuSCs,Agt,Mas1,ECs,1.0,0.5444336666666667,0.7572383372942318,1.0,0.5952233333333333,0.3251404407432198,0.3240596218522223,0.2462088067355095
MuSCs,Agt,Mas1,FAPs,1.0,0.5444336666666667,0.7572383372942318,1.0,0.3784606666666667,0.2067339451813148,0.2060467284424445,0.1565468689113757
MuSCs,Agt,Mas1,MuSCs,1.0,0.5444336666666667,0.7572383372942318,1.0,0.8302706666666667,0.4535349260997277,0.4520273033791112,0.3434340333446201
MuSCs,Agt,Agtr1a,ECs,1.0,0.5444336666666667,0.7572383372942318,0.6666666666666666,0.8192526666666667,0.03935738656594368,0.4460287332397779,0.02980292196344153
MuSCs,Agt,Agtr1a,FAPs,1.0,0.5444336666666667,0.7572383372942318,1.0,9.221608999999999,0.4430115945178313,5.020554400436334,0.33546536323474896
MuSCs,Agt,Agtr1a,MuSCs,1.0,0.5444336666666667,0.7572383372942318,1.0,10.77486666666667,0.517631018916225,5.866200167177778,0.3919700520960413
MuSCs,Agt,Agtr2,FAPs,1.0,0.5444336666666667,0.7572383372942318,1.0,0.9721403333333332,0.4203533802573702,0.5292659261912223,0.318307694742101
MuSCs,Agt,Agtr2,MuSCs,1.0,0.5444336666666667,0.7572383372942318,0.6666666666666666,1.340533666666667,0.5796466197426298,0.7298316594334444,0.4389306425521308
ECs,Serping1,Sele,ECs,1.0,7.7444206666666675,0.02402057549124297,1.0,8.692291666666666,0.7904374164682153,67.31676322402778,0.01898676163337782
ECs,Serping1,Sele,FAPs,1.0,7.7444206666666675,0.02402057549124297,0.6666666666666666,0.125446,0.01140748791558863,0.9715065949506664,0.00027401442464183845
ECs,Serping1,Sele,MuSCs,1.0,7.7444206666666675,0.02402057549124297,0.6666666666666666,0.04400233333333333,0.004001371791509515,0.3407725796482222,9.611525318648443e-05
ECs,Serping1,Sele,Neutrophils,1.0,7.7444206666666675,0.02402057549124297,1.0,2.040985,0.1855978805493811,15.80624641435667,0.004458167900751102
FAPs,Serping1,Sele,ECs,1.0,215.379898,0.6680356506811497,1.0,8.692291666666666,0.7904374164682153,1872.144892552916,0.5280403738330711
FAPs,Serping1,Sele,FAPs,1.0,215.379898,0.6680356506811497,0.6666666666666666,0.125446,0.01140748791558863,27.018546684508,0.0076206086123276
FAPs,Serping1,Sele,MuSCs,1.0,215.379898,0.6680356506811497,0.6666666666666666,0.04400233333333333,0.004001371791509515,9.477218065095332,0.002673059008358257
FAPs,Serping1,Sele,Neutrophils,1.0,215.379898,0.6680356506811497,1.0,2.040985,0.1855978805493811,439.58714111953,0.1239860008978481
Inflammatory-Mac,Serping1,Sele,ECs,0.6666666666666666,0.3580746666666667,0.001110626595891054,1.0,8.692291666666666,0.7904374164682153,3.1124894411111113,0.0008778808171170134
Inflammatory-Mac,Serping1,Sele,FAPs,0.6666666666666666,0.3580746666666667,0.001110626595891054,0.6666666666666666,0.125446,0.01140748791558863,0.04491903463466666,1.266945947135853e-05
Inflammatory-Mac,Serping1,Sele,MuSCs,0.6666666666666666,0.3580746666666667,0.001110626595891054,0.6666666666666666,0.04400233333333333,0.004001371791509515,0.01575612084088889,4.444029931698703e-06
Inflammatory-Mac,Serping1,Sele,Neutrophils,0.6666666666666666,0.3580746666666667,0.001110626595891054,1.0,2.040985,0.1855978805493811,0.7308250235466668,0.0002061299422791536
MuSCs,Serping1,Sele,ECs,1.0,97.08690133333334,0.301130755038383,1.0,8.692291666666666,0.7904374164682153,843.9076634022223,0.2380250160316625
MuSCs,Serping1,Sele,FAPs,1.0,97.08690133333334,0.301130755038383,0.6666666666666666,0.125446,0.01140748791558863,12.179163424661331,0.0034351454491124327
MuSCs,Serping1,Sele,MuSCs,1.0,97.08690133333334,0.301130755038383,0.6666666666666666,0.04400233333333333,0.004001371791509515,4.272050194769778,0.001204936108766547
MuSCs,Serping1,Sele,Neutrophils,1.0,97.08690133333334,0.301130755038383,1.0,2.040985,0.1855978805493811,198.15290931781342,0.055889229903358734
Neutrophils,Serping1,Sele,ECs,0.6666666666666666,0.7716893333333333,0.002393519500677988,1.0,8.692291666666666,0.7904374164682153,6.7077487613888875,0.001891927370382202
