Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
FAPs,Agt,Mas1,ECs,1.0,1.761113666666667,0.9277541615420762,1.0,0.7936323333333334,0.1780604748250411,1.397676748541889,0.16519634652509
FAPs,Agt,Mas1,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,3.064063333333333,0.6874575910180047,5.396163811865556,0.6377916409506446
FAPs,Agt,Mas1,sCs,1.0,1.761113666666667,0.9277541615420762,1.0,0.5993986666666667,0.1344819341569541,1.055609183648445,0.1247661740663417
FAPs,Agt,Agtr1a,ECs,1.0,1.761113666666667,0.9277541615420762,1.0,7.720721333333333,0.1914196631940246,13.59706785665822,0.177590389129239
FAPs,Agt,Agtr1a,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,18.940215,0.4695843069053151,33.35587148610499,0.4356587949262576
FAPs,Agt,Agtr1a,sCs,1.0,1.761113666666667,0.9277541615420762,1.0,13.673067,0.3389960299006603,24.079825158949,0.3145049774865797
FAPs,Agt,Agtr2,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,34.682839,0.9919940127517238,61.08042176169967,0.9203265735552352
FAPs,Agt,Agtr2,sCs,1.0,1.761113666666667,0.9277541615420762,0.6666666666666666,0.2799113333333333,0.0080059872482762,0.4929556745882223,0.007427587986841
ECs,Serping1,Sele,ECs,1.0,29.82164133333333,0.0233501630971976,1.0,4.699506666666667,0.9660495246229048,140.1470022569422,0.022557413959915
FAPs,Serping1,Sele,ECs,1.0,1160.126729666667,0.9083721465342725,1.0,4.699506666666667,0.9660495246229048,5452.023300246698,0.8775324803401214
M2,Serping1,Sele,ECs,1.0,0.2607933333333334,0.000204199587807,1.0,4.699506666666667,0.9660495246229048,1.225600008622223,0.0001972669147291
sCs,Serping1,Sele,ECs,1.0,86.94000199999999,0.0680734907807228,1.0,4.699506666666667,0.9660495246229048,408.5751189990133,0.0657623634081389
ECs,Serping1,Lrp1,ECs,1.0,29.82164133333333,0.0233501630971976,1.0,8.131234,0.0209099557301582,242.4867439454053,0.0004882508766543
ECs,Serping1,Lrp1,FAPs,1.0,29.82164133333333,0.0233501630971976,1.0,243.3763986666667,0.625857000534647,7257.883670035679,0.0146138630380069
ECs,Serping1,Lrp1,M2,1.0,29.82164133333333,0.0233501630971976,1.0,103.9426383333333,0.2672947262403034,3099.740079617051,0.0062413754527318
ECs,Serping1,Lrp1,sCs,1.0,29.82164133333333,0.0233501630971976,1.0,33.41874933333333,0.0859383174948912,996.601956427239,0.0020066737298044
FAPs,Serping1,Lrp1,ECs,1.0,1160.126729666667,0.9083721465342725,1.0,8.131234,0.0209099557301582,9433.261908574406,0.0189940213705404
FAPs,Serping1,Lrp1,FAPs,1.0,1160.126729666667,0.9083721465342725,1.0,243.3763986666667,0.625857000534647,282347.4654632109,0.5685110669991585
FAPs,Serping1,Lrp1,M2,1.0,1160.126729666667,0.9083721465342725,1.0,103.9426383333333,0.2672947262403034,120586.6330825751,0.2428030842321951
FAPs,Serping1,Lrp1,sCs,1.0,1160.126729666667,0.9083721465342725,1.0,33.41874933333333,0.0859383174948912,38769.98437363009,0.0780639739323781
M2,Serping1,Lrp1,ECs,1.0,0.2607933333333334,0.000204199587807,1.0,8.131234,0.0209099557301582,2.120571618973333,4.26980434116114e-06
M2,Serping1,Lrp1,FAPs,1.0,0.2607933333333334,0.000204199587807,1.0,243.3763986666667,0.625857000534647,63.47094226294224,0.0001277997415353
M2,Serping1,Lrp1,M2,1.0,0.2607933333333334,0.000204199587807,1.0,103.9426383333333,0.2672947262403034,27.10754712641112,5.458147292125759e-05
M2,Serping1,Lrp1,sCs,1.0,0.2607933333333334,0.000204199587807,1.0,33.41874933333333,0.0859383174948912,8.715387034471112,1.754856900928477e-05
