"pathway" "pval" "padj" "log2err" "ES" "NES" "size" "leadingEdge" "day" "type"
"1" "REACTOME_2_LTR_CIRCLE_FORMATION" 0.676528599605523 0.923508771929825 0.0632191170859458 -0.480739731409998 -0.671367508885802 6 
