"id"	"cluster"
"ENSMUSG00000050953"	"cluster_2"
"ENSMUSG00000060962"	"cluster_2"
"ENSMUSG00000025279"	"cluster_1"
"ENSMUSG00000025355"	"cluster_2"
"ENSMUSG00000031584"	"cluster_2"
"ENSMUSG00000034771"	"cluster_1"
"ENSMUSG00000039328"	"cluster_1"
"ENSMUSG00000062991"	"cluster_2"
"ENSMUSG00000004562"	"cluster_1"
"ENSMUSG00000021838"	"cluster_1"
"ENSMUSG00000021986"	"cluster_2"
"ENSMUSG00000022102"	"cluster_2"
"ENSMUSG00000022114"	"cluster_2"
"ENSMUSG00000022122"	"cluster_2"
"ENSMUSG00000032011"	"cluster_1"
"ENSMUSG00000032076"	"cluster_1"
"ENSMUSG00000032420"	"cluster_2"
"ENSMUSG00000032470"	"cluster_1"
"ENSMUSG00000033644"	"cluster_2"
"ENSMUSG00000001506"	"cluster_1"
"ENSMUSG00000018920"	"cluster_1"
"ENSMUSG00000020407"	"cluster_2"
"ENSMUSG00000020826"	"cluster_1"
"ENSMUSG00000021411"	"cluster_1"
"ENSMUSG00000025804"	"cluster_2"
"ENSMUSG00000032528"	"cluster_1"
"ENSMUSG00000035042"	"cluster_1"
"ENSMUSG00000038732"	"cluster_2"
"ENSMUSG00000039115"	"cluster_1"
"ENSMUSG00000040829"	"cluster_1"
"ENSMUSG00000044734"	"cluster_2"
"ENSMUSG00000048852"	"cluster_1"
"ENSMUSG00000059610"	"cluster_2"
"ENSMUSG00000020592"	"cluster_2"
"ENSMUSG00000021097"	"cluster_2"
"ENSMUSG00000021483"	"cluster_2"
"ENSMUSG00000021614"	"cluster_2"
"ENSMUSG00000041481"	"cluster_1"
"ENSMUSG00000042275"	"cluster_2"
"ENSMUSG00000042284"	"cluster_2"
"ENSMUSG00000050103"	"cluster_1"
"ENSMUSG00000066363"	"cluster_1"
"ENSMUSG00000114470"	"cluster_2"
"ENSMUSG00000000489"	"cluster_1"
"ENSMUSG00000001870"	"cluster_1"
"ENSMUSG00000022548"	"cluster_1"
"ENSMUSG00000022686"	"cluster_2"
"ENSMUSG00000023046"	"cluster_2"
"ENSMUSG00000023961"	"cluster_1"
"ENSMUSG00000024044"	"cluster_1"
"ENSMUSG00000037095"	"cluster_2"
"ENSMUSG00000041754"	"cluster_2"
"ENSMUSG00000073409"	"cluster_1"
"ENSMUSG00000024501"	"cluster_1"
"ENSMUSG00000037071"	"cluster_1"
"ENSMUSG00000052942"	"cluster_2"
"ENSMUSG00000071847"	"cluster_2"
"ENSMUSG00000073555"	"cluster_1"
"ENSMUSG00000090942"	"cluster_1"
"ENSMUSG00000025964"	"cluster_1"
"ENSMUSG00000026770"	"cluster_1"
"ENSMUSG00000026822"	"cluster_2"
"ENSMUSG00000038776"	"cluster_1"
"ENSMUSG00000001131"	"cluster_2"
"ENSMUSG00000017737"	"cluster_2"
"ENSMUSG00000031375"	"cluster_1"
"ENSMUSG00000051177"	"cluster_2"
"ENSMUSG00000003617"	"cluster_1"
"ENSMUSG00000004891"	"cluster_1"
"ENSMUSG00000027750"	"cluster_1"
"ENSMUSG00000027797"	"cluster_1"
"ENSMUSG00000036381"	"cluster_1"
"ENSMUSG00000039831"	"cluster_1"
"ENSMUSG00000041220"	"cluster_2"
"ENSMUSG00000105504"	"cluster_1"
"ENSMUSG00000028583"	"cluster_2"
"ENSMUSG00000029070"	"cluster_1"
"ENSMUSG00000029372"	"cluster_2"
"ENSMUSG00000029417"	"cluster_1"
"ENSMUSG00000038552"	"cluster_1"
"ENSMUSG00000040606"	"cluster_1"
"ENSMUSG00000047592"	"cluster_2"
"ENSMUSG00000059434"	"cluster_1"
"ENSMUSG00000029581"	"cluster_1"
"ENSMUSG00000029661"	"cluster_1"
"ENSMUSG00000061353"	"cluster_1"
"ENSMUSG00000025473"	"cluster_2"
"ENSMUSG00000037664"	"cluster_1"
"ENSMUSG00000055320"	"cluster_1"
"ENSMUSG00000055978"	"cluster_2"
"ENSMUSG00000031442"	"cluster_2"
"ENSMUSG00000032014"	"cluster_2"
"ENSMUSG00000032216"	"cluster_1"
"ENSMUSG00000032232"	"cluster_2"
"ENSMUSG00000006930"	"cluster_1"
"ENSMUSG00000017446"	"cluster_1"
"ENSMUSG00000018500"	"cluster_2"
"ENSMUSG00000035441"	"cluster_2"
"ENSMUSG00000003665"	"cluster_2"
"ENSMUSG00000022809"	"cluster_2"
"ENSMUSG00000058624"	"cluster_2"
