"id"	"cluster"
"ENSMUSG00000001305"	"cluster_2"
"ENSMUSG00000006542"	"cluster_4"
"ENSMUSG00000009614"	"cluster_4"
"ENSMUSG00000026043"	"cluster_3"
"ENSMUSG00000026207"	"cluster_4"
"ENSMUSG00000026208"	"cluster_4"
"ENSMUSG00000026414"	"cluster_4"
"ENSMUSG00000026458"	"cluster_1"
"ENSMUSG00000026489"	"cluster_4"
"ENSMUSG00000026748"	"cluster_3"
"ENSMUSG00000034220"	"cluster_2"
"ENSMUSG00000038235"	"cluster_4"
"ENSMUSG00000038305"	"cluster_3"
"ENSMUSG00000038349"	"cluster_4"
"ENSMUSG00000041559"	"cluster_3"
"ENSMUSG00000044103"	"cluster_2"
"ENSMUSG00000050530"	"cluster_2"
"ENSMUSG00000079484"	"cluster_4"
"ENSMUSG00000017002"	"cluster_2"
"ENSMUSG00000017754"	"cluster_4"
"ENSMUSG00000027200"	"cluster_3"
"ENSMUSG00000027204"	"cluster_1"
"ENSMUSG00000027347"	"cluster_4"
"ENSMUSG00000027360"	"cluster_2"
"ENSMUSG00000031169"	"cluster_4"
"ENSMUSG00000031196"	"cluster_1"
"ENSMUSG00000033213"	"cluster_2"
"ENSMUSG00000038963"	"cluster_2"
"ENSMUSG00000041762"	"cluster_4"
"ENSMUSG00000051379"	"cluster_2"
"ENSMUSG00000055612"	"cluster_2"
"ENSMUSG00000063873"	"cluster_2"
"ENSMUSG00000071722"	"cluster_2"
"ENSMUSG00000001020"	"cluster_2"
"ENSMUSG00000008575"	"cluster_3"
"ENSMUSG00000027499"	"cluster_4"
"ENSMUSG00000027803"	"cluster_3"
"ENSMUSG00000036062"	"cluster_1"
"ENSMUSG00000036334"	"cluster_4"
"ENSMUSG00000050395"	"cluster_4"
"ENSMUSG00000056054"	"cluster_2"
"ENSMUSG00000062515"	"cluster_2"
"ENSMUSG00000067276"	"cluster_4"
"ENSMUSG00000074342"	"cluster_1"
"ENSMUSG00000002944"	"cluster_2"
"ENSMUSG00000006442"	"cluster_2"
"ENSMUSG00000012123"	"cluster_1"
"ENSMUSG00000029108"	"cluster_2"
"ENSMUSG00000029314"	"cluster_2"
"ENSMUSG00000029379"	"cluster_2"
"ENSMUSG00000034438"	"cluster_4"
"ENSMUSG00000039713"	"cluster_3"
"ENSMUSG00000040537"	"cluster_3"
"ENSMUSG00000043036"	"cluster_1"
"ENSMUSG00000070868"	"cluster_4"
"ENSMUSG00000079363"	"cluster_4"
"ENSMUSG00000104713"	"cluster_1"
"ENSMUSG00000002265"	"cluster_4"
"ENSMUSG00000002602"	"cluster_4"
"ENSMUSG00000016128"	"cluster_4"
"ENSMUSG00000023274"	"cluster_4"
"ENSMUSG00000029761"	"cluster_4"
"ENSMUSG00000030162"	"cluster_2"
"ENSMUSG00000035390"	"cluster_4"
"ENSMUSG00000035458"	"cluster_4"
"ENSMUSG00000036718"	"cluster_2"
"ENSMUSG00000038390"	"cluster_4"
"ENSMUSG00000040987"	"cluster_4"
"ENSMUSG00000044317"	"cluster_4"
"ENSMUSG00000051124"	"cluster_2"
"ENSMUSG00000055809"	"cluster_4"
"ENSMUSG00000001249"	"cluster_4"
"ENSMUSG00000009654"	"cluster_2"
"ENSMUSG00000019987"	"cluster_2"
"ENSMUSG00000020010"	"cluster_4"
"ENSMUSG00000030672"	"cluster_3"
"ENSMUSG00000030830"	"cluster_4"
"ENSMUSG00000032860"	"cluster_2"
"ENSMUSG00000036862"	"cluster_1"
"ENSMUSG00000038540"	"cluster_1"
"ENSMUSG00000038745"	"cluster_1"
"ENSMUSG00000040428"	"cluster_1"
"ENSMUSG00000046031"	"cluster_4"
"ENSMUSG00000047139"	"cluster_2"
"ENSMUSG00000049580"	"cluster_4"
"ENSMUSG00000050953"	"cluster_2"
"ENSMUSG00000064065"	"cluster_4"
"ENSMUSG00000004359"	"cluster_4"
"ENSMUSG00000006344"	"cluster_4"
"ENSMUSG00000025279"	"cluster_4"
"ENSMUSG00000031613"	"cluster_4"
"ENSMUSG00000031881"	"cluster_4"
"ENSMUSG00000033192"	"cluster_4"
"ENSMUSG00000039328"	"cluster_4"
"ENSMUSG00000095026"	"cluster_4"
"ENSMUSG00000021838"	"cluster_3"
"ENSMUSG00000022018"	"cluster_2"
"ENSMUSG00000022102"	"cluster_2"
"ENSMUSG00000022114"	"cluster_2"
"ENSMUSG00000022122"	"cluster_2"
"ENSMUSG00000032420"	"cluster_2"
"ENSMUSG00000041506"	"cluster_2"
"ENSMUSG00000045322"	"cluster_1"
"ENSMUSG00000046997"	"cluster_2"
"ENSMUSG00000052698"	"cluster_4"
"ENSMUSG00000070287"	"cluster_4"
"ENSMUSG00000091996"	"cluster_4"
"ENSMUSG00000001506"	"cluster_3"
"ENSMUSG00000001707"	"cluster_2"
"ENSMUSG00000016756"	"cluster_3"
"ENSMUSG00000020176"	"cluster_3"
"ENSMUSG00000020908"	"cluster_4"
"ENSMUSG00000021411"	"cluster_4"
"ENSMUSG00000032528"	"cluster_4"
"ENSMUSG00000033857"	"cluster_4"
"ENSMUSG00000035373"	"cluster_2"
"ENSMUSG00000035385"	"cluster_2"
"ENSMUSG00000039607"	"cluster_4"
"ENSMUSG00000040829"	"cluster_3"
"ENSMUSG00000041189"	"cluster_1"
"ENSMUSG00000041592"	"cluster_2"
"ENSMUSG00000041828"	"cluster_4"
"ENSMUSG00000043099"	"cluster_1"
"ENSMUSG00000044734"	"cluster_2"
"ENSMUSG00000047181"	"cluster_1"
"ENSMUSG00000048852"	"cluster_1"
"ENSMUSG00000051043"	"cluster_4"
"ENSMUSG00000055775"	"cluster_4"
"ENSMUSG00000061462"	"cluster_1"
"ENSMUSG00000078921"	"cluster_1"
"ENSMUSG00000078922"	"cluster_4"
"ENSMUSG00000079243"	"cluster_1"
"ENSMUSG00000020577"	"cluster_4"
"ENSMUSG00000021614"	"cluster_2"
"ENSMUSG00000021694"	"cluster_2"
"ENSMUSG00000022607"	"cluster_2"
"ENSMUSG00000036144"	"cluster_3"
"ENSMUSG00000041481"	"cluster_4"
"ENSMUSG00000046768"	"cluster_3"
"ENSMUSG00000047414"	"cluster_2"
"ENSMUSG00000050103"	"cluster_4"
"ENSMUSG00000066363"	"cluster_4"
"ENSMUSG00000000489"	"cluster_3"
"ENSMUSG00000018169"	"cluster_1"
"ENSMUSG00000022504"	"cluster_4"
"ENSMUSG00000022686"	"cluster_2"
"ENSMUSG00000022844"	"cluster_2"
"ENSMUSG00000023903"	"cluster_4"
"ENSMUSG00000023960"	"cluster_4"
"ENSMUSG00000023961"	"cluster_4"
"ENSMUSG00000032915"	"cluster_4"
"ENSMUSG00000033581"	"cluster_2"
"ENSMUSG00000041754"	"cluster_2"
"ENSMUSG00000042644"	"cluster_2"
"ENSMUSG00000053411"	"cluster_4"
"ENSMUSG00000090675"	"cluster_3"
"ENSMUSG00000006457"	"cluster_3"
"ENSMUSG00000024421"	"cluster_2"
"ENSMUSG00000024617"	"cluster_4"
"ENSMUSG00000036412"	"cluster_4"
"ENSMUSG00000037071"	"cluster_3"
"ENSMUSG00000040247"	"cluster_1"
"ENSMUSG00000042834"	"cluster_3"
"ENSMUSG00000048029"	"cluster_1"
"ENSMUSG00000054072"	"cluster_4"
"ENSMUSG00000073555"	"cluster_4"
"ENSMUSG00000083282"	"cluster_4"
"ENSMUSG00000090942"	"cluster_4"
"ENSMUSG00000102428"	"cluster_2"
"ENSMUSG00000025993"	"cluster_3"
"ENSMUSG00000026170"	"cluster_4"
"ENSMUSG00000026180"	"cluster_2"
"ENSMUSG00000026228"	"cluster_2"
"ENSMUSG00000034353"	"cluster_1"
"ENSMUSG00000038776"	"cluster_3"
"ENSMUSG00000044708"	"cluster_4"
"ENSMUSG00000001131"	"cluster_2"
"ENSMUSG00000017950"	"cluster_4"
"ENSMUSG00000027670"	"cluster_4"
"ENSMUSG00000031112"	"cluster_2"
"ENSMUSG00000031375"	"cluster_3"
"ENSMUSG00000040229"	"cluster_3"
"ENSMUSG00000051177"	"cluster_2"
"ENSMUSG00000068614"	"cluster_4"
"ENSMUSG00000003617"	"cluster_4"
"ENSMUSG00000027750"	"cluster_4"
"ENSMUSG00000027797"	"cluster_4"
"ENSMUSG00000028037"	"cluster_4"
"ENSMUSG00000028194"	"cluster_4"
"ENSMUSG00000028270"	"cluster_1"
"ENSMUSG00000036381"	"cluster_4"
"ENSMUSG00000039304"	"cluster_1"
"ENSMUSG00000039813"	"cluster_2"
"ENSMUSG00000105504"	"cluster_1"
"ENSMUSG00000028517"	"cluster_2"
"ENSMUSG00000028583"	"cluster_2"
