Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (3 cells),ECs (3 cells),9747670.825956414,124.51873573434499,892,10927.882091879388,0.13959499521787555
FAPs (3 cells),FAPs (3 cells),7193409.150177853,180.4734158156474,981,7332.73103993665,0.18396882346141427
FAPs (3 cells),Resolving-Mac (3 cells),6482163.722320034,81.81315843040836,827,7838.166532430513,0.09892764018187226
FAPs (3 cells),MuSCs (3 cells),4681694.047278536,128.8756890404304,998,4691.076199677891,0.12913395695433907
ECs (3 cells),ECs (3 cells),2236107.168796632,67.9530832996907,694,3222.0564391882303,0.09791510561915087
Resolving-Mac (3 cells),Resolving-Mac (3 cells),2142581.15871441,60.26887937801345,661,3241.4238407177154,0.09117833491378736
Resolving-Mac (3 cells),ECs (3 cells),2023619.9465463716,45.783303605495824,656,3084.786503881664,0.0697916213498412
Resolving-Mac (3 cells),FAPs (3 cells),1854210.137806897,54.03400283874495,701,2645.0929212651886,0.07708131646040649
ECs (3 cells),Resolving-Mac (3 cells),1446793.0801551552,51.525967432898085,672,2152.9658930880287,0.07667554677514596
ECs (3 cells),FAPs (3 cells),1070699.8117043958,69.02104646537587,743,1441.049544689631,0.09289508272594331
MuSCs (3 cells),ECs (3 cells),1000879.4020849688,54.44926196211522,861,1162.4615587514154,0.06323956093160886
MuSCs (3 cells),Resolving-Mac (3 cells),962028.7741102325,34.18269754639799,801,1201.0346742949218,0.04267502814781272
MuSCs (3 cells),FAPs (3 cells),862915.95836899,86.14799519265398,951,907.3774535951525,0.0905867457336004
Resolving-Mac (3 cells),MuSCs (3 cells),846919.9746246256,33.99856687648525,707,1197.9066119160193,0.04808849628922949
ECs (3 cells),MuSCs (3 cells),720025.2039967778,48.62346915703926,748,962.6005401026441,0.06500463791048029
MuSCs (3 cells),MuSCs (3 cells),582939.8775824792,66.03831442517848,968,602.2106173372719,0.06822139919956455
