"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"id"	"day"	"type"
636.037429987356	0.297097151153598	0.253537239224487	0.00453745653107097	0.242361428949748	"ENSMUSG00000003418"	"D0"	"ECs"
4132.56750806279	-0.520349257716269	0.0978794675286397	4.78925647212853e-09	4.197573094619e-06	"ENSMUSG00000016494"	"D0"	"ECs"
247.516447028782	-0.75424692012419	0.215205432864761	1.7052567260186e-05	0.0050072726777294	"ENSMUSG00000025780"	"D0"	"ECs"
3154.36263588054	-0.175638273392616	0.128029440591626	0.00526269231834705	0.26273142578006	"ENSMUSG00000026110"	"D0"	"ECs"
123.127437583262	0.767434090095948	0.296606505456939	0.000300004176997529	0.0426936978782346	"ENSMUSG00000026208"	"D0"	"ECs"
192.96568172928	-0.813769029031528	0.221481950097483	9.0202984008617e-06	0.00293895564476497	"ENSMUSG00000026399"	"D0"	"ECs"
524.422454966692	0.216471914793691	0.387468831256137	0.00662151518710674	0.302971217140079	"ENSMUSG00000026826"	"D0"	"ECs"
759.376571483609	0.644500755103456	0.199236495768818	4.42923073059984e-05	0.00997060103191938	"ENSMUSG00000026872"	"D0"	"ECs"
283.879708329785	0.441056202204694	0.333813460729061	0.00334930883893841	0.202281915779983	"ENSMUSG00000038530"	"D0"	"ECs"
981.585373270564	0.776435832831327	0.146468941127979	5.08550168962806e-09	4.197573094619e-06	"ENSMUSG00000039157"	"D0"	"ECs"
80.0118526437824	1.37398944006118	0.383782163021456	1.28901970238468e-05	0.00409214177826276	"ENSMUSG00000073490"	"D0"	"ECs"
439.410840826915	1.28405161516071	0.188033300566287	3.91812556705993e-13	2.42551563228845e-09	"ENSMUSG00000079588"	"D0"	"ECs"
1728.66226451112	0.20735620266621	0.157166852277774	0.00553226424961716	0.271657875989108	"ENSMUSG00000004085"	"D0"	"ECs"
1929.082041721	0.142063693591506	0.198354433838828	0.00962354515882741	0.363259489669031	"ENSMUSG00000015839"	"D0"	"ECs"
794.890222874866	0.341106282050155	0.151921257345583	0.000790574565830146	0.0795780788580735	"ENSMUSG00000017754"	"D0"	"ECs"
53.4630021804234	1.12190144904096	0.503227085875866	0.000689597566772152	0.0746817933735121	"ENSMUSG00000017817"	"D0"	"ECs"
17.4097989102446	3.10082361350905	0.882946698108401	2.18486766941427e-05	0.00588061882935176	"ENSMUSG00000026893"	"D0"	"ECs"
4652.9504991859	-0.325428738656544	0.110535260904741	0.000122875152074197	0.0211294063587588	"ENSMUSG00000027074"	"D0"	"ECs"
943.645399100008	-0.25921511245093	0.259049954708371	0.00517622599723765	0.260515666958534	"ENSMUSG00000027204"	"D0"	"ECs"
740.386279471708	-0.452917213692241	0.149178623468567	8.71904731211083e-05	0.0161643322688469	"ENSMUSG00000027293"	"D0"	"ECs"
84.7455212141003	-0.772854234484928	0.486546357664388	0.00217743801614794	0.153175341351861	"ENSMUSG00000031196"	"D0"	"ECs"
540.181310917591	0.70712677375935	0.166805207390032	9.22999448707289e-07	0.000439525237478652	"ENSMUSG00000031391"	"D0"	"ECs"
171.141307958318	0.492551138915905	0.268092751285795	0.00161984810741402	0.12677914755818	"ENSMUSG00000031400"	"D0"	"ECs"
606.798778644452	-0.314439635070643	0.168136869415445	0.0017074683102405	0.129694264718329	"ENSMUSG00000033361"	"D0"	"ECs"
1077.25583011662	0.463128040858683	0.148707842577604	7.13464872909242e-05	0.0144809976909661	"ENSMUSG00000045103"	"D0"	"ECs"
199.693311614988	0.585438333339577	0.276444930436446	0.000920733241922709	0.0890593614706646	"ENSMUSG00000046532"	"D0"	"ECs"
47.5814750877456	0.982818729601101	0.501588988393576	0.0012127118893695	0.104217058735104	"ENSMUSG00000053552"	"D0"	"ECs"
124.755634682288	0.644524511198057	0.457342086399624	0.00285156570526923	0.181908513566697	"ENSMUSG00000054580"	"D0"	"ECs"
3611.46961649779	-0.297569614750941	0.153531937411518	0.00155224772842308	0.125161361675117	"ENSMUSG00000059588"	"D0"	"ECs"
818.45609004831	-0.405735184380589	0.131179128662041	7.48120105242022e-05	0.0147023413063515	"ENSMUSG00000067377"	"D0"	"ECs"
