"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"type"	"contrast"	"id"
7.72734681256337	0.544135098930807	23.2306033938564	0.00036637514020617	0.00264522072952325	"ECs"	"D2vsD0"	"22403"
7.58545257578805	1.1551995630313	29.7275184374241	0.000124178026848804	0.00113261363602412	"ECs"	"D2vsD0"	"20682"
7.53556371145293	-0.0793417222263134	18.904741847963	0.000849939282109344	0.00510991864600657	"ECs"	"D2vsD0"	"69371"
7.49130373268215	1.55944371769101	51.1830955379273	8.88849379665231e-06	0.000151588265211309	"ECs"	"D2vsD0"	"26886"
7.41751661842437	0.908049552115769	15.5829701538384	0.00177141211197028	0.00922581132837143	"ECs"	"D2vsD0"	"245631"
7.39158725563684	-0.277338426703829	11.5194773588277	0.00500216777749413	0.0205784298719577	"ECs"	"D2vsD0"	"271970"
7.32377780931148	0.922965806293454	15.2475971510959	0.00191755795105097	0.00981667056220088	"ECs"	"D2vsD0"	"231602"
7.3161072526089	0.64990836089157	13.0938211651676	0.00327501477785348	0.0148043406410434	"ECs"	"D2vsD0"	"11447"
7.27976955170756	2.91217259201134	55.6636695510704	2.3826687538007e-06	5.76118110923187e-05	"ECs"	"D2vsD0"	"108961"
7.26508581469168	1.10019978972654	19.5016659599943	0.000751452968422737	0.00463406421445667	"ECs"	"D2vsD0"	"333564"
7.13996362321543	0.12127173706891	13.2666571309196	0.00313172483443116	0.0143137604151562	"ECs"	"D2vsD0"	"68279"
7.13603664459991	-0.542522188545606	12.6393763763554	0.00478142110464405	0.0198745484681354	"ECs"	"D2vsD0"	"385380"
7.07573655628903	0.892817382932752	23.9676786573028	0.000320862928907327	0.00237725028841575	"ECs"	"D2vsD0"	"76161"
6.96562855713133	0.61777513087137	12.4129990376293	0.00391903228846683	0.0170111970810529	"ECs"	"D2vsD0"	"666907"
6.88111517916608	3.76711939988394	75.7944499053533	3.70082169837148e-07	1.4855861140733e-05	"ECs"	"D2vsD0"	"12235"
6.8622458814766	1.88832136570827	75.6425262821592	3.74703770396197e-07	1.49996000977211e-05	"ECs"	"D2vsD0"	"13078"
6.83174063254713	0.501615576142238	6.161026565579	0.0280251798009236	0.0784063028753854	"ECs"	"D2vsD0"	"100034251"
6.8047980196515	5.3738805691165	471.738823125067	1.62177507643204e-12	7.19189898542387e-09	"ECs"	"D2vsD0"	"18654"
6.76955385408065	0.839958121942864	23.8849932941517	0.000325627381691496	0.00240894055316024	"ECs"	"D2vsD0"	"16821"
6.62869090504971	0.975431177347232	16.0514753033756	0.00158839560005514	0.00846224362010891	"ECs"	"D2vsD0"	"383491"
6.60134916541816	1.87558646359134	54.1029751536224	2.81412210784795e-06	6.46799261502342e-05	"ECs"	"D2vsD0"	"16153"
6.59882489500834	4.41587239252345	48.9408170466949	5.02271012440736e-06	9.65097008037793e-05	"ECs"	"D2vsD0"	"20750"
6.54233828859885	0.785811356404788	27.6459740209772	0.000105720204205349	0.000995123359113836	"ECs"	"D2vsD0"	"58807"
6.51812610231333	3.62117297541175	106.511551019897	4.2911360798212e-08	3.55399781875306e-06	"ECs"	"D2vsD0"	"69480"
6.49408967461116	-0.556530219659868	10.1211635229851	0.00748516017005918	0.0281300112386911	"ECs"	"D2vsD0"	"12167"
6.48215760904786	-0.31385548594492	12.6961497632105	0.00363472402086476	0.0160232511057455	"ECs"	"D2vsD0"	"72049"
6.40002095363446	0.325097247096944	8.6002507230602	0.0120001766364794	0.0408442478763119	"ECs"	"D2vsD0"	"394432"
6.39411132094765	-0.558848852321621	8.64947552484355	0.0118110303242951	0.0403338289107622	"ECs"	"D2vsD0"	"14663"
6.39180988523315	0.327081346026145	11.5309399478733	0.00498621576649861	0.0205421256177849	"ECs"	"D2vsD0"	"21461"
6.36715673166243	0.970306997195297	12.9221026794932	0.00342500008524399	0.0152999616331219	"ECs"	"D2vsD0"	"93837"
6.35239012951178	0.208734348491553	14.2823638980143	0.00242330933737454	0.0117940935025007	"ECs"	"D2vsD0"	"213248"
6.26173138763561	-0.454587982404113	8.60788616008921	0.0119706061288789	0.040753225826429	"ECs"	"D2vsD0"	"18357"
6.26165725855205	-0.326704247375108	11.4796709497551	0.00637965983437577	0.0249017545702029	"ECs"	"D2vsD0"	"330941"
6.22610470867942	-0.633309430758775	7.22225155913055	0.0217724370403189	0.0647467169187032	"ECs"	"D2vsD0"	"70989"
6.20049353597947	-0.405402778825922	8.97707701863356	0.0106375344561044	0.0372171665566693	"ECs"	"D2vsD0"	"208677"
6.19443068658457	0.25771618599231	6.24262987231567	0.0271821500547315	0.0766461609762552	"ECs"	"D2vsD0"	"80891"
6.19228076565772	0.459187522425848	5.6255878012731	0.0343929547767527	0.0920915777197664	"ECs"	"D2vsD0"	"14131"
6.19039088944201	1.08675589501582	29.5266569171574	7.6224866160077e-05	0.000776857529160445	"ECs"	"D2vsD0"	"20716"
6.18128768045098	-0.219402538306648	9.66026021546865	0.00860204582787353	0.0314514633490326	"ECs"	"D2vsD0"	"83770"
6.17346649214452	-0.138338715962782	12.1190689474916	0.00424198520715973	0.0181022353628602	"ECs"	"D2vsD0"	"71395"
-6.17062468521625	-0.319529957197731	7.2682624094124	0.017762015258863	0.0552218018309113	"ECs"	"D2vsD0"	"71355"
6.14999263507431	0.318801755879199	18.1785011597047	0.000721010614505388	0.00450552353481022	"ECs"	"D2vsD0"	"17392"
6.13638293781979	-0.421479532168393	8.17315336250081	0.0137994139159982	0.0455481800145327	"ECs"	"D2vsD0"	"232813"
6.13262739224248	0.610131632071119	12.2162280654759	0.00413191404315451	0.0177424288233801	"ECs"	"D2vsD0"	"21907"
6.12680033380319	-0.650950315899971	6.89832675723792	0.021392923145877	0.0639198327957946	"ECs"	"D2vsD0"	"57781"
6.11526707828878	-0.294419901388894	8.65574769082688	0.011787181351475	0.0402769905682247	"ECs"	"D2vsD0"	"30938"
6.11038735510069	4.27093777107791	77.6023501936202	3.19781528942855e-07	1.32424471655043e-05	"ECs"	"D2vsD0"	"15366"
6.10004053824626	0.1690373236804	5.4796735634289	0.0364162565549311	0.0958354041660174	"ECs"	"D2vsD0"	"12524"
6.09032189648599	-0.765987291285705	8.0007969914899	0.0146139195865672	0.047636551721787	"ECs"	"D2vsD0"	"77629"
6.08010250736842	0.115865237734268	10.1681855074473	0.00738104798504129	0.0278962188598033	"ECs"	"D2vsD0"	"74748"
6.07620856552184	1.18341365495356	25.5526951514567	0.000154972108259286	0.00135187836085023	"ECs"	"D2vsD0"	"12273"
6.07581184523963	0.0469103416352195	10.1383446861995	0.00744692128730443	0.0280348962046354	"ECs"	"D2vsD0"	"16772"
6.06552527732801	3.28701863506438	80.9469274250987	2.45886871578914e-07	1.11655067868487e-05	"ECs"	"D2vsD0"	"268697"
6.03411784774245	1.84873458468412	33.3793565989994	4.07145694959385e-05	0.000474323088929644	"ECs"	"D2vsD0"	"15117"
6.02520500285591	0.313589819429319	14.8842091233054	0.00209201484583069	0.0105023591210508	"ECs"	"D2vsD0"	"56643"
5.98585353633764	4.68876934879304	133.558286513327	9.75736456701704e-09	1.39221169084438e-06	"ECs"	"D2vsD0"	"208628"
5.98026140195802	0.213700259008494	7.72514282752293	0.0160369966382459	0.0511869675645098	"ECs"	"D2vsD0"	"71828"
5.96580975265343	0.536881003301388	14.8073289833625	0.00213125286317172	0.0106459220142695	"ECs"	"D2vsD0"	"246313"
5.96547874315831	0.675337264444743	11.2558872244212	0.00538596270277206	0.0218086846051273	"ECs"	"D2vsD0"	"20375"
5.95432156940396	-0.37310840019201	8.30836418090511	0.0131975693042167	0.0440765170899342	"ECs"	"D2vsD0"	"99035"
-7.31484170965775	-0.0923689205269488	13.8946597030102	0.00266912268705432	0.0523329619634556	"ECs"	"D4vsD2"	"14560"
7.23171704707164	1.1268260277531	7.62147041058732	0.0177517261534218	0.151878848739173	"ECs"	"D4vsD2"	"17885"
7.15672719540809	0.389604694955227	13.4168008846181	0.00267739353218204	0.0523662433904517	"ECs"	"D4vsD2"	"12154"
-7.13603664459992	-0.542522188545606	11.8157662733962	0.00585824100476933	0.0804055107286611	"ECs"	"D4vsD2"	"385380"
-6.94750662353973	0.0162955886313438	10.4064138319009	0.00687888657128314	0.0882122915512203	"ECs"	"D4vsD2"	"243274"
6.81555991444065	-0.456073758636906	8.48300501394022	0.0116520082826537	0.118168255708179	"ECs"	"D4vsD2"	"56620"
6.79213188120092	-0.225711291251023	7.07760084235974	0.0190288291811144	0.15824052752173	"ECs"	"D4vsD2"	"12180"
6.65106309884682	-0.245873755769835	6.3704944111837	0.0247440946463746	0.181008704542591	"ECs"	"D4vsD2"	"229320"
-6.57366478437033	-0.205969521557448	10.8356578793415	0.00607130577931878	0.0825619142114455	"ECs"	"D4vsD2"	"26913"
-6.50451200295141	0.101531692256945	16.8664269728339	0.00131987388356924	0.0357532002558578	"ECs"	"D4vsD2"	"14409"
6.44377279954446	-0.851507933535967	5.70976345794711	0.0389909682067025	0.230569898574801	"ECs"	"D4vsD2"	"18231"
6.41730595621044	-0.180196650869211	13.0006038207721	0.00380749785040635	0.0634872977449265	"ECs"	"D4vsD2"	"239591"
-6.39117692482325	0.153945186954892	12.9210514886219	0.00342594257946924	0.0595488838036056	"ECs"	"D4vsD2"	"320091"
-6.37340596258863	-0.148294166954141	8.57374553837017	0.0121034923960369	0.120458169143155	"ECs"	"D4vsD2"	"241568"
6.37281036534984	-0.413525900575327	10.4618559433943	0.00746463056401005	0.0932173232737858	"ECs"	"D4vsD2"	"230735"
-6.26165725855205	-0.326704247375108	10.6263545577573	0.00797450585473448	0.0964970433282449	"ECs"	"D4vsD2"	"330941"
6.22872648498536	-0.225820075440613	8.36553194988195	0.013954191338601	0.131864820577429	"ECs"	"D4vsD2"	"270028"
-6.22610470867943	-0.633309430758775	6.68524203021723	0.0260397291030205	0.187535500301663	"ECs"	"D4vsD2"	"70989"
-6.15603282911327	-0.380839464869007	9.31064150331637	0.00958049881143985	0.10559038940594	"ECs"	"D4vsD2"	"15165"
6.02711310144796	-0.861834795913911	5.47566318418199	0.0380811168854417	0.227996250700499	"ECs"	"D4vsD2"	"76925"
6.00451290019417	-0.598483911604228	6.17700682306292	0.0266428485570893	0.190456799794113	"ECs"	"D4vsD2"	"26458"
5.98143152542214	-0.442834048679219	6.16334392142737	0.0267832527739331	0.190604175666741	"ECs"	"D4vsD2"	"74004"
5.96991739022424	-1.10326860415084	4.84901694745214	0.0533767995264977	0.267150318605997	"ECs"	"D4vsD2"	"353346"
-5.87577013552116	0.425538723642864	16.1725968459878	0.00154472288040484	0.0391984796798871	"ECs"	"D4vsD2"	"67866"
5.81712964877201	1.64589153079403	22.696885285514	0.000270470081295478	0.0163359077650169	"ECs"	"D4vsD2"	"18575"
5.7930032501261	-0.335262773231063	4.46049781958423	0.0537189644520872	0.267797001749389	"ECs"	"D4vsD2"	"12269"
-5.65971811221407	-0.145341366893834	9.6116192331455	0.00873091747496895	0.100980137826467	"ECs"	"D4vsD2"	"380701"
-5.5889011968228	2.27180619606983	27.5076488107191	0.00031166574693639	0.0178230757107155	"ECs"	"D4vsD2"	"20311"
-5.55625949501085	-0.0513438677647511	6.52981564352214	0.024444206918605	0.179269957203062	"ECs"	"D4vsD2"	"50779"
5.54782219110579	0.165309577389328	10.2125526748114	0.00728436261432457	0.0916800831838532	"ECs"	"D4vsD2"	"20491"
-5.50508400002775	-0.560477592781188	4.48016026872708	0.0548241361641091	0.270967179213153	"ECs"	"D4vsD2"	"73523"
5.50213872857313	-0.646397903363923	5.53878013048744	0.0342350676180922	0.21544172901499	"ECs"	"D4vsD2"	"636931"
5.47223946368118	-0.0525692223268015	7.95845556971748	0.0139292774386763	0.131715759297089	"ECs"	"D4vsD2"	"80979"
-5.46912713559126	-0.12590542394319	6.90163240232089	0.0213676560382641	0.167583663436675	"ECs"	"D4vsD2"	"73106"
5.35830321161381	-0.358790202944614	6.34972585692852	0.0249401392314475	0.181980934918678	"ECs"	"D4vsD2"	"241116"
5.34415758030447	-0.216865489691092	4.62011314738153	0.050134865041385	0.259075148413703	"ECs"	"D4vsD2"	"226565"
-5.24733720743449	-0.21841427845845	8.07940103672381	0.0142356541301393	0.133648216071294	"ECs"	"D4vsD2"	"58916"
-5.20062204242532	0.318801755879199	14.8068464419855	0.00165564367450483	0.0402906321261005	"ECs"	"D4vsD2"	"17392"
5.1963311206889	-0.0719536754619817	9.64600219301255	0.00863958977564412	0.1006466690561	"ECs"	"D4vsD2"	"26382"
5.13579010773481	-0.233172367942158	5.13035194785329	0.040432964846989	0.234478654490929	"ECs"	"D4vsD2"	"12426"
-5.07517546128783	0.785811356404788	20.7547596414207	0.000405542751460248	0.020222410350497	"ECs"	"D4vsD2"	"58807"
-5.01906640854225	0.502009316560046	18.5660230389444	0.000659228902040813	0.0254014644580485	"ECs"	"D4vsD2"	"94109"
4.92274500598408	0.127736361330748	7.22807875623547	0.0190368141272167	0.15824052752173	"ECs"	"D4vsD2"	"56390"
-4.78761760533365	0.513392726297999	5.18320991027228	0.0409795602693996	0.235959040539281	"ECs"	"D4vsD2"	"19293"
4.75013059058084	0.112324792646167	7.89489022306699	0.0151423937132177	0.138462586168261	"ECs"	"D4vsD2"	"20555"
-4.7404329165074	1.7551806807057	14.2535701072579	0.00191645676052941	0.0442042274504268	"ECs"	"D4vsD2"	"20191"
4.7283469065968	-0.177577368272553	9.30933530732725	0.00829872896454342	0.098742743947948	"ECs"	"D4vsD2"	"243529"
-4.69107356031072	-0.117268892232353	10.9903987708664	0.00486451887896798	0.0729475354472504	"ECs"	"D4vsD2"	"58200"
-4.66346755822115	0.705066841633875	14.4294999100039	0.00182874500813922	0.0431326420823148	"ECs"	"D4vsD2"	"227485"
4.60813698844721	-0.39304053266262	6.67028489343884	0.021154519516102	0.166680033212983	"ECs"	"D4vsD2"	"212937"
-4.5987596921398	-0.687939422722873	4.39431141939341	0.0568732802311166	0.276705213170365	"ECs"	"D4vsD2"	"75870"
-4.56006628009127	2.08568682089627	29.1115095885171	8.18288041236835e-05	0.0091413557847008	"ECs"	"D4vsD2"	"320106"
-4.55281434143544	-0.0570796237513863	9.45917705892604	0.00789905832719069	0.0961430148252914	"ECs"	"D4vsD2"	"30806"
-4.54962938094947	0.391082492719239	13.3568048110352	0.00244556366491967	0.0500611050783486	"ECs"	"D4vsD2"	"211577"
-4.52016689894919	0.688021177266191	14.180527898571	0.00195427784785728	0.0444136212825414	"ECs"	"D4vsD2"	"53422"
4.51638847677655	0.37240962221817	9.78273717571662	0.00710912384414441	0.0901844927094763	"ECs"	"D4vsD2"	"239827"
-4.4519529382548	0.47911403797417	11.0877044263344	0.00472230148547642	0.0719377237919668	"ECs"	"D4vsD2"	"23967"
-4.44052238015568	-0.212556552642855	7.11141476560474	0.0179174229544093	0.152459889586802	"ECs"	"D4vsD2"	"74574"
4.42236094637713	0.607768065694148	6.48287043275414	0.0227314082961306	0.173232324143595	"ECs"	"D4vsD2"	"27052"
-4.40087193997753	-0.0231457060025029	4.50339481743629	0.0542848198226244	0.269572204846258	"ECs"	"D4vsD2"	"16628"
4.36359667916491	-0.382396216437016	4.34003827799324	0.058216111524911	0.280211216828822	"ECs"	"D4vsD2"	"18772"
4.32842758064552	1.35270855664811	5.74156952524388	0.0328792839062485	0.21120209673769	"ECs"	"D4vsD2"	"383435"
4.28621543350237	0.0158689209787643	6.67628106122465	0.0211061994894469	0.166607806067852	"ECs"	"D4vsD2"	"244484"
-4.25847202855313	0.0205312526391815	12.0827986056016	0.00351132486168169	0.0598836716943134	"ECs"	"D4vsD2"	"13488"
4.21907276802357	1.0339293290426	12.1826925834005	0.00341077572872597	0.0594349323176179	"ECs"	"D4vsD2"	"12986"
4.19873855747441	-0.313975670898549	6.84266684379176	0.0218236981183026	0.16926873712748	"ECs"	"D4vsD2"	"328563"
4.19840743159138	0.155547631934617	6.06599830614707	0.0267537845813418	0.190604175666741	"ECs"	"D4vsD2"	"242341"
4.18245914917313	-0.135492203007259	5.09369165854212	0.0398188843521095	0.232750618885783	"ECs"	"D4vsD2"	"20607"
4.14890869125216	0.968799189813539	9.3215546052943	0.00826528033014005	0.0986834754247293	"ECs"	"D4vsD2"	"13193"
4.14540419404955	0.431940133571004	7.44208001946492	0.0158638253800568	0.142703721955548	"ECs"	"D4vsD2"	"637776"
-4.14505143130579	0.238165860763794	8.51817173340412	0.0123235201697518	0.121723268791153	"ECs"	"D4vsD2"	"17082"
-4.12997586251717	0.561130076015985	9.96253528074708	0.00670955120944809	0.087030911322553	"ECs"	"D4vsD2"	"246316"
4.11725187414796	1.6860682038103	10.1834314765775	0.00625344255425471	0.0836753580774045	"ECs"	"D4vsD2"	"233246"
4.1017451754398	0.839093623345066	9.60218760943081	0.00753810084660066	0.0933194460239404	"ECs"	"D4vsD2"	"68312"
4.09352351503452	-0.105830767745613	4.72394124160484	0.0466552221922195	0.251439194843708	"ECs"	"D4vsD2"	"226049"
4.06626633468808	-0.372217132058398	6.59780947921372	0.021748809050952	0.169051826986661	"ECs"	"D4vsD2"	"13142"
4.01459434806184	0.203047327769458	6.32188095625349	0.0241954906702737	0.17826238039331	"ECs"	"D4vsD2"	"258462"
-4.00715740861039	-0.449730895159149	5.87165162869647	0.0289079422992759	0.198224876403771	"ECs"	"D4vsD2"	"232371"
3.96581863158999	0.182758948840944	6.59251295115223	0.0217929927382457	0.169212725404557	"ECs"	"D4vsD2"	"240816"
3.95826277853261	0.307174074556121	9.75965780725239	0.00834555133964424	0.0990673314296649	"ECs"	"D4vsD2"	"83993"
7.13231929683829	0.513392726297999	15.3369721752187	0.00187728259966788	0.0775514151322913	"ECs"	"D7vsD4"	"19293"
6.81956521625824	0.425538723642864	25.3638511770501	0.000251455771805502	0.0313255241401505	"ECs"	"D7vsD4"	"67866"
6.6975629571835	0.173263496692408	13.6613912886148	0.00283099731457567	0.0916797804502248	"ECs"	"D7vsD4"	"238564"
6.69598986782029	-0.19576971641185	13.0564650706071	0.00375481074649834	0.102580708676873	"ECs"	"D7vsD4"	"76757"
-6.64844103017305	-0.645137826113095	8.27710102781684	0.0155979139110355	0.194447696688523	"ECs"	"D7vsD4"	"234911"
6.530309954487	-0.326704247375108	12.6414560237282	0.0047790176805291	0.114401703268362	"ECs"	"D7vsD4"	"330941"
6.46392701370892	-0.803396840250694	12.1750659349762	0.0062103285917186	0.128937913717295	"ECs"	"D7vsD4"	"381884"
6.44758650307103	-0.381871749028213	7.8517578369605	0.0153640322775142	0.194294255811558	"ECs"	"D7vsD4"	"20519"
-6.44377279954446	-0.851507933535967	7.69270897044497	0.0204168009981989	0.218557014655115	"ECs"	"D7vsD4"	"18231"
6.28416947969469	-0.687939422722873	10.1577328388872	0.00740404434738584	0.140159492450583	"ECs"	"D7vsD4"	"75870"
6.17851342214	-0.7845155371067	9.59407879050246	0.00877794300855564	0.149497873275519	"ECs"	"D7vsD4"	"433091"
-6.16851799615306	-0.920849194757286	7.42769326225537	0.0203663522926853	0.21855078029814	"ECs"	"D7vsD4"	"13798"
6.08970126031461	-0.12590542394319	9.6602188983949	0.00860215434716274	0.148158257799991	"ECs"	"D7vsD4"	"73106"
-6.02711310144797	-0.861834795913911	7.31118115033234	0.0196911584580542	0.21565869006308	"ECs"	"D7vsD4"	"76925"
-5.96991739022424	-1.10326860415084	6.47073165643161	0.0300737037637392	0.254896039924376	"ECs"	"D7vsD4"	"353346"
5.69324578782724	0.101531692256945	12.9408472181032	0.00340824442112802	0.0973832742464537	"ECs"	"D7vsD4"	"14409"
5.66831061852958	-0.0513438677647511	7.42124601356416	0.017798630998351	0.205424465753641	"ECs"	"D7vsD4"	"50779"
-5.63982037436472	0.42510240980518	10.6596512850835	0.0079038993791093	0.143635679637256	"ECs"	"D7vsD4"	"20862"
5.58038752461037	0.472032400072309	15.6666558597281	0.00132674640087842	0.0666193114392297	"ECs"	"D7vsD4"	"77905"
5.54648643540502	-0.148294166954141	6.47728441764782	0.024919779884804	0.235139883601927	"ECs"	"D7vsD4"	"241568"
5.54563963474509	-0.633309430758775	5.37878054029738	0.0414851514522418	0.289773862333747	"ECs"	"D7vsD4"	"70989"
5.47444008275606	-0.0923689205269488	7.2767474513614	0.018715554527277	0.210382103192347	"ECs"	"D7vsD4"	"14560"
5.44750649933929	0.0162955886313438	6.05848874464641	0.0291286920521412	0.25180011929181	"ECs"	"D7vsD4"	"243274"
-5.26180581133471	0.61777513087137	12.7053502794349	0.00362589716434827	0.101040554569914	"ECs"	"D7vsD4"	"666907"
5.2072761017465	-0.295080909296094	7.18097166125228	0.0193539615476018	0.214052141107052	"ECs"	"D7vsD4"	"109218"
-5.07937668646397	0.155547631934617	10.3738474181002	0.00588864867935448	0.125482336038562	"ECs"	"D7vsD4"	"242341"
4.97614577512721	0.153945186954892	7.31659396682219	0.0184572700352986	0.209455848003275	"ECs"	"D7vsD4"	"320091"
4.86653397409559	0.00403090021905963	11.4038603118083	0.00429206007050217	0.108824305282176	"ECs"	"D7vsD4"	"69539"
-4.83725740732855	-0.213193136845215	10.4481634037597	0.00575294392460789	0.12355540223178	"ECs"	"D7vsD4"	"11690"
-4.75833452587307	2.07294373439308	16.1135394061291	0.00118568187656437	0.0626895465862958	"ECs"	"D7vsD4"	"74145"
4.7222058258638	-0.21841427845845	6.62783346627632	0.0235851508392168	0.229033429072745	"ECs"	"D7vsD4"	"58916"
-4.72136440638097	-0.618602689076456	9.48575796013569	0.00783049199867534	0.143360928635973	"ECs"	"D7vsD4"	"26888"
4.64736174657106	2.08568682089627	32.9591391393447	4.34842853422961e-05	0.0133330220439964	"ECs"	"D7vsD4"	"320106"
-4.61618584855609	1.87129420184328	18.7895582422129	0.000626347307173235	0.0455873285034014	"ECs"	"D7vsD4"	"319504"
-4.60399484952687	-0.448559787510034	8.68121692967444	0.0102477680579314	0.160052568746768	"ECs"	"D7vsD4"	"328833"
4.58475845550867	1.7551806807057	14.48988398383	0.00179970406805511	0.0761748859086451	"ECs"	"D7vsD4"	"20191"
-4.43129353360712	-0.252362268067673	8.37521218596125	0.0113851041992885	0.168105262926175	"ECs"	"D7vsD4"	"240518"
4.34309856570328	-0.442185531529517	6.99989543614732	0.0186781305919318	0.210382103192347	"ECs"	"D7vsD4"	"71884"
4.27980941850705	-0.513659941436931	6.81195267641803	0.0200462996533705	0.217371876828233	"ECs"	"D7vsD4"	"17364"
4.26064236316265	0.36976571840406	9.48932810949998	0.00782133485483419	0.143360928635973	"ECs"	"D7vsD4"	"381417"
4.12241249270704	0.514860108616609	5.62097652373873	0.0319912815179192	0.261305346006813	"ECs"	"D7vsD4"	"19283"
4.03446020562069	-0.449730895159149	6.51458432339619	0.0224552441313849	0.225723240319075	"ECs"	"D7vsD4"	"232371"
-4.00951549674224	-0.33085185212292	5.91751772119462	0.0283819282552568	0.247886041264549	"ECs"	"D7vsD4"	"103149"
-3.99754868745951	0.459187522425848	5.54978361983501	0.0354269584428378	0.269840326701763	"ECs"	"D7vsD4"	"14131"
-3.90956232203774	0.1690373236804	5.02963026613877	0.0436097757456499	0.294842639783247	"ECs"	"D7vsD4"	"12524"
-3.8770592771468	-0.165509397324027	6.83352875812814	0.0198834799843622	0.216463121893326	"ECs"	"D7vsD4"	"17474"
-3.8635988934023	-0.618261645772276	7.03151121792304	0.0184587417225841	0.209455848003275	"ECs"	"D7vsD4"	"80885"
-3.80178310899783	2.08054731844662	25.3003340741343	0.000254207542005184	0.0313255241401505	"ECs"	"D7vsD4"	"20306"
3.78031462720122	0.785811356404788	12.3763857890105	0.00322505569938498	0.0966622949800457	"ECs"	"D7vsD4"	"58807"
3.75321983522285	0.195485126176101	6.6979631738465	0.0209325376728321	0.218659200521328	"ECs"	"D7vsD4"	"70920"
3.72574619706895	2.05522200370833	22.8773567112181	0.000260775247033651	0.0313255241401505	"ECs"	"D7vsD4"	"242297"
3.65018892741947	0.688021177266191	9.70761721985949	0.00728410743251477	0.138721585367821	"ECs"	"D7vsD4"	"53422"
-3.63226462852771	1.48730726995457	14.6214699503186	0.00222970323242959	0.0819545130635237	"ECs"	"D7vsD4"	"19288"
3.62959840526108	0.432169711580301	13.5777706015736	0.00230114932034815	0.0824921961580526	"ECs"	"D7vsD4"	"19824"
-3.59761293699491	-0.207626206826498	6.05596785354912	0.0268602931850579	0.243974455741017	"ECs"	"D7vsD4"	"100503311"
-3.59543554504658	-0.638604446632533	5.18867770021541	0.0408894516526409	0.287976863776722	"ECs"	"D7vsD4"	"20753"
-3.54277413793185	0.536860064550647	13.5683463716259	0.00230710589205471	0.0825005037478917	"ECs"	"D7vsD4"	"13723"
3.53264064448836	0.100459328438903	8.18452262940234	0.0121672465553881	0.174211671304208	"ECs"	"D7vsD4"	"56222"
-3.52634581537443	0.205932578907361	6.33555859935342	0.0262583312464594	0.241551809269553	"ECs"	"D7vsD4"	"23833"
3.52269564475781	-0.332795371104891	5.40521822026556	0.0349551119471562	0.26789855847468	"ECs"	"D7vsD4"	"18346"
-3.5169539636642	0.579706940576097	8.74078853917209	0.0100418738758173	0.158996009045954	"ECs"	"D7vsD4"	"70350"
