"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"type"	"contrast"	"id"
9.68127337588448	1.83384619718558	31.5526252761268	0.000109248094330808	0.000693543482731944	"ECs"	"D2vsD0"	"20311"
9.48804413234637	1.74918879367736	14.3523980465269	0.00197056049900143	0.00734391714634457	"ECs"	"D2vsD0"	"20288"
9.41907666849521	2.90386795715502	91.9208336159233	1.46923887680969e-07	3.51817949993268e-06	"ECs"	"D2vsD0"	"108961"
9.19098359739186	1.7519786866104	49.9072339632865	1.24815907614807e-05	0.000116831665083906	"ECs"	"D2vsD0"	"19288"
9.07306754302355	2.51760525567292	32.9417032506499	4.96511343001368e-05	0.000361625630581113	"ECs"	"D2vsD0"	"320924"
8.95420895700251	1.27707018017499	25.4930610762117	0.000173460738991292	0.0010077583131018	"ECs"	"D2vsD0"	"236539"
8.68493780971274	1.45750669201412	15.340823968255	0.00152870495211372	0.00597007531963347	"ECs"	"D2vsD0"	"12035"
-8.60984123845471	1.67678625965565	59.7260297296901	1.94430382550839e-06	2.53712763761529e-05	"ECs"	"D2vsD0"	"17879"
8.54460836923527	1.91572241420847	40.4721202550395	1.70041821769692e-05	0.000150995146659091	"ECs"	"D2vsD0"	"12532"
8.16621043744441	1.75565519605865	66.3750105464505	1.04952446096563e-06	1.56002023671034e-05	"ECs"	"D2vsD0"	"217216"
8.14413546092338	0.976027526016578	36.0994290666008	3.10495215047671e-05	0.000248996333340674	"ECs"	"D2vsD0"	"30058"
7.99611053878471	5.3335620880968	752.552943648941	5.95236840281379e-15	4.19820543450456e-11	"ECs"	"D2vsD0"	"18654"
-7.76671897716212	0.0309681357470355	26.091283448284	0.000443242541762936	0.00217701228903481	"ECs"	"D2vsD0"	"14394"
7.61302933619343	3.42635467784993	59.0869949789276	8.87451576322833e-07	1.37263069469407e-05	"ECs"	"D2vsD0"	"20319"
7.58922685033071	0.6043549584884	18.7980850544838	0.000672944176011857	0.00307003575253016	"ECs"	"D2vsD0"	"22403"
-7.54120001611803	0.342034997446603	26.6971149861204	0.000139479827499061	0.000840813011411005	"ECs"	"D2vsD0"	"21953"
-7.33423765786432	0.107787611760471	26.3721150746604	0.000147835764968067	0.000884381382798791	"ECs"	"D2vsD0"	"319942"
7.26636499592648	0.292759062113244	20.7500960725412	0.000440651186560261	0.00216579290509374	"ECs"	"D2vsD0"	"69706"
-7.26204855022163	1.15376494153403	39.4610935634341	1.05956244550936e-05	0.000102231107088612	"ECs"	"D2vsD0"	"14401"
7.19353990831477	0.866918544081332	31.7019148066868	6.02377970922514e-05	0.000424644860461419	"ECs"	"D2vsD0"	"207175"
7.18219203505337	1.74162419594987	32.5990020445652	5.23480778982002e-05	0.000376938227070961	"ECs"	"D2vsD0"	"13070"
7.13335542806582	0.870117648517723	25.7265120977221	0.00016619150814827	0.000972737516157467	"ECs"	"D2vsD0"	"106757"
7.10345705693997	0.515509770295705	23.3028189076132	0.000262691296737707	0.00142629847258741	"ECs"	"D2vsD0"	"21942"
7.08639667081124	-0.075596062754125	18.1868804622696	0.000772603834831121	0.00343796520319489	"ECs"	"D2vsD0"	"226419"
7.06088278203287	0.123594404157416	16.9444013355486	0.00103211109579836	0.00433818805641588	"ECs"	"D2vsD0"	"64292"
7.03051753090343	0.481760085117277	22.4681827673654	0.000309790756868766	0.00163117148801449	"ECs"	"D2vsD0"	"66696"
7.00913764552551	0.0969482802593279	8.94737155096508	0.00965045467572573	0.0270958028773462	"ECs"	"D2vsD0"	"108670"
6.93572712125838	1.04449276179413	10.9739277964505	0.00508406523615421	0.0160438085506021	"ECs"	"D2vsD0"	"69354"
6.92266122178095	0.0310033462998682	10.5820527826915	0.00572745400291703	0.0176631976749339	"ECs"	"D2vsD0"	"70785"
6.90398766575351	0.66738910470209	21.8863868764284	0.000348354181482648	0.00179469835061879	"ECs"	"D2vsD0"	"64059"
6.86073263274877	3.76097888477228	180.161040199276	3.65216047100707e-10	5.8542472277302e-08	"ECs"	"D2vsD0"	"14187"
6.86039039915341	2.67261547172433	127.757133343457	4.52294772170008e-09	2.97894047489099e-07	"ECs"	"D2vsD0"	"320685"
6.86032367474752	0.852485237795146	34.1884438913739	4.10955016713316e-05	0.000312860364062609	"ECs"	"D2vsD0"	"83564"
6.83743187230391	0.269664020102937	16.6128901609857	0.00111737852673384	0.00462628162550853	"ECs"	"D2vsD0"	"108052"
6.82240200521916	-0.160987301742875	11.6626833889752	0.00414423844897315	0.0135091016524345	"ECs"	"D2vsD0"	"68016"
6.80498367266214	0.494029621131412	20.2714871360108	0.000487695453502065	0.00235746303956583	"ECs"	"D2vsD0"	"16199"
6.78607762969049	0.251927254177015	15.2102896553304	0.00157998225869192	0.00613635180096591	"ECs"	"D2vsD0"	"107815"
6.77913576323637	0.0912667022212295	10.9591054137017	0.00510683364348415	0.0161012506425989	"ECs"	"D2vsD0"	"16173"
