"symbol"	"whichMAX"
"277"	"Ago4"	"ECs"
"278"	"Agpat2"	"ECs"
"279"	"Agpat3"	"FAPs"
"280"	"Agpat5"	"sCs"
"281"	"Agt"	"FAPs"
"282"	"Agtr1a"	"FAPs"
"283"	"Agtrap"	"FAPs"
"284"	"Ahcy"	"sCs"
"285"	"Ahnak2"	"FAPs"
"286"	"Ahr"	"ECs"
"287"	"AI429214"	"FAPs"
"288"	"AI467606"	"ECs"
"289"	"Aif1"	"ECs"
"290"	"Aif1l"	"sCs"
"291"	"Aifm2"	"FAPs"
"292"	"Aim2"	"ECs"
"293"	"Ajap1"	"sCs"
"294"	"Ajm1"	"FAPs"
"295"	"Ajuba"	"sCs"
"296"	"Ak1"	"FAPs"
"297"	"Ak4"	"FAPs"
"298"	"Ak5"	"FAPs"
"299"	"Akap1"	"sCs"
"300"	"Akap12"	"FAPs"
"301"	"Akap5"	"ECs"
"302"	"Akap6"	"sCs"
"303"	"Akna"	"ECs"
"304"	"Aknad1"	"FAPs"
"305"	"Akr1b3"	"sCs"
"306"	"Akr1b8"	"FAPs"
"307"	"Alas2"	"sCs"
"308"	"Alcam"	"sCs"
"309"	"Aldh18a1"	"FAPs"
"310"	"Aldh1a1"	"FAPs"
"311"	"Aldh1a2"	"FAPs"
"312"	"Aldh1a3"	"FAPs"
"313"	"Aldh1l1"	"FAPs"
"314"	"Aldh1l2"	"FAPs"
"315"	"Aldh3a1"	"FAPs"
"316"	"Aldh5a1"	"FAPs"
"317"	"Aldh7a1"	"FAPs"
"318"	"Aldoa"	"sCs"
"319"	"Alg8"	"sCs"
"320"	"Alkal2"	"FAPs"
"321"	"Alkbh2"	"FAPs"
"322"	"Alkbh4"	"ECs"
"323"	"Alkbh7"	"FAPs"
"324"	"Alox12"	"FAPs"
"325"	"Alox5"	"FAPs"
"326"	"Alox5ap"	"ECs"
"327"	"Alpk3"	"FAPs"
"328"	"Alpl"	"FAPs"
"329"	"Als2"	"ECs"
"330"	"Als2cl"	"ECs"
"331"	"Alx4"	"FAPs"
"332"	"Alyref2"	"FAPs"
"333"	"Amacr"	"sCs"
"334"	"Amdhd2"	"ECs"
"335"	"Amelx"	"FAPs"
"336"	"Amer1"	"FAPs"
"337"	"Amh"	"ECs"
"338"	"Amigo1"	"FAPs"
"339"	"Amigo2"	"sCs"
"340"	"Amigo3"	"FAPs"
"341"	"Amn"	"FAPs"
"342"	"Amot"	"FAPs"
"343"	"Amotl1"	"FAPs"
"344"	"Ampd3"	"ECs"
"345"	"Amph"	"sCs"
"346"	"Amt"	"FAPs"
"347"	"Amy1"	"FAPs"
"348"	"Amz1"	"ECs"
"349"	"Ang"	"FAPs"
"350"	"Angel1"	"FAPs"
"351"	"Angpt1"	"FAPs"
"352"	"Angpt4"	"FAPs"
"353"	"Angptl1"	"FAPs"
"354"	"Angptl3"	"FAPs"
"355"	"Angptl4"	"sCs"
"356"	"Angptl6"	"FAPs"
"357"	"Angptl7"	"FAPs"
"358"	"Angptl8"	"sCs"
"359"	"Ank1"	"sCs"
"360"	"Ank2"	"FAPs"
"361"	"Ank3"	"sCs"
"362"	"Ankdd1a"	"ECs"
"363"	"Ankle1"	"sCs"
"364"	"Ankrd1"	"sCs"
"365"	"Ankrd13a"	"ECs"
"366"	"Ankrd13b"	"sCs"
"367"	"Ankrd2"	"FAPs"
"368"	"Ankrd26"	"sCs"
"369"	"Ankrd29"	"sCs"
"370"	"Ankrd33b"	"ECs"
"371"	"Ankrd34a"	"sCs"
"372"	"Ankrd35"	"FAPs"
"373"	"Ankrd37"	"ECs"
"374"	"Ankrd42"	"sCs"
"375"	"Ankrd44"	"ECs"
"376"	"Ankrd53"	"FAPs"
"377"	"Ankrd55"	"FAPs"
"378"	"Ankrd6"	"sCs"
"379"	"Ankrd61"	"sCs"
"380"	"Ankrd7"	"FAPs"
"381"	"Ankrd9"	"FAPs"
"382"	"Anks1"	"ECs"
"383"	"Anks1b"	"sCs"
"384"	"Anks6"	"FAPs"
"385"	"Anln"	"sCs"
"386"	"Ano1"	"sCs"
"387"	"Ano3"	"FAPs"
"388"	"Ano4"	"sCs"
"389"	"Ano5"	"sCs"
"390"	"Ano7"	"FAPs"
"391"	"Anp32a"	"ECs"
"392"	"Anpep"	"FAPs"
"393"	"Antxr1"	"FAPs"
"394"	"Antxr2"	"FAPs"
"395"	"Anxa1"	"FAPs"
"396"	"Anxa8"	"FAPs"
"397"	"Aoah"	"ECs"
"398"	"Aoc2"	"sCs"
"399"	"Aoc3"	"sCs"
"400"	"Aox1"	"FAPs"
"401"	"Aox3"	"FAPs"
"402"	"Ap1s3"	"ECs"
"403"	"Ap3b2"	"sCs"
"404"	"Ap3m2"	"FAPs"
"405"	"Ap5b1"	"ECs"
"406"	"Apba1"	"FAPs"
"407"	"Apbb1"	"FAPs"
"408"	"Apbb1ip"	"FAPs"
"409"	"Apbb3"	"ECs"
"410"	"Apc2"	"FAPs"
"411"	"Apcdd1"	"FAPs"
"412"	"Apex1"	"sCs"
"413"	"Aph1c"	"ECs"
"414"	"Aplf"	"FAPs"
"415"	"Aplnr"	"ECs"
"416"	"Apobec2"	"ECs"
"417"	"Apobec3"	"ECs"
"418"	"Apobr"	"FAPs"
"419"	"Apoc1"	"ECs"
"420"	"Apod"	"FAPs"
"421"	"Apoe"	"ECs"
"422"	"Apol6"	"FAPs"
"423"	"Apol7e"	"ECs"
"424"	"Apol9a"	"FAPs"
"425"	"Apol9b"	"ECs"
"426"	"Apold1"	"sCs"
"427"	"Apom"	"FAPs"
"428"	"Apon"	"sCs"
"429"	"Apoo"	"sCs"
"430"	"Aqp7"	"ECs"
"431"	"Ar"	"FAPs"
"432"	"Arap1"	"FAPs"
"433"	"Arap2"	"sCs"
"434"	"Arap3"	"ECs"
"435"	"Arc"	"FAPs"
"436"	"Arfgap3"	"FAPs"
"437"	"Arg1"	"ECs"
"438"	"Arg2"	"ECs"
"439"	"Arhgap11a"	"sCs"
"440"	"Arhgap15"	"sCs"
"441"	"Arhgap18"	"ECs"
"442"	"Arhgap19"	"sCs"
"443"	"Arhgap20"	"FAPs"
"444"	"Arhgap21"	"FAPs"
"445"	"Arhgap22"	"sCs"
"446"	"Arhgap24"	"FAPs"
"447"	"Arhgap25"	"ECs"
"448"	"Arhgap26"	"ECs"
"449"	"Arhgap27"	"ECs"
"450"	"Arhgap28"	"sCs"
"451"	"Arhgap30"	"ECs"
"452"	"Arhgap31"	"ECs"
"453"	"Arhgap32"	"FAPs"
"454"	"Arhgap33"	"FAPs"
"455"	"Arhgap39"	"sCs"
"456"	"Arhgap4"	"ECs"
"457"	"Arhgap42"	"sCs"
"458"	"Arhgap44"	"FAPs"
"459"	"Arhgap45"	"ECs"
"460"	"Arhgap6"	"FAPs"
"461"	"Arhgap8"	"FAPs"
"462"	"Arhgap9"	"FAPs"
"463"	"Arhgdig"	"FAPs"
"464"	"Arhgef10"	"FAPs"
"465"	"Arhgef10l"	"FAPs"
"466"	"Arhgef15"	"ECs"
"467"	"Arhgef16"	"sCs"
"468"	"Arhgef17"	"sCs"
"469"	"Arhgef19"	"sCs"
"470"	"Arhgef25"	"FAPs"
"471"	"Arhgef26"	"sCs"
"472"	"Arhgef28"	"FAPs"
"473"	"Arhgef3"	"ECs"
"474"	"Arhgef39"	"sCs"
"475"	"Arhgef4"	"FAPs"
"476"	"Arhgef40"	"FAPs"
"477"	"Arhgef5"	"sCs"
"478"	"Arhgef9"	"FAPs"
"479"	"Arid3a"	"ECs"
"480"	"Arid3b"	"ECs"
"481"	"Arl14epl"	"FAPs"
"482"	"Arl16"	"FAPs"
"483"	"Arl2"	"ECs"
"484"	"Arl4a"	"FAPs"
"485"	"Arl4c"	"ECs"
"486"	"Arl4d"	"ECs"
"487"	"Arl5c"	"sCs"
"488"	"Armc2"	"FAPs"
"489"	"Armc7"	"FAPs"
"490"	"Armc9"	"sCs"
"491"	"Armcx1"	"FAPs"
"492"	"Armcx2"	"sCs"
"493"	"Armcx4"	"FAPs"
"494"	"Armcx6"	"sCs"
"495"	"Armh4"	"FAPs"
"496"	"Arnt2"	"sCs"
"497"	"Arntl"	"FAPs"
"498"	"Arntl2"	"sCs"
"499"	"Arpin"	"FAPs"
"500"	"Arpp21"	"sCs"
"501"	"Arr3"	"FAPs"
"502"	"Arrb1"	"ECs"
"503"	"Arrb2"	"ECs"
"504"	"Arrdc1"	"ECs"
"505"	"Arrdc2"	"ECs"
"506"	"Arrdc4"	"ECs"
"507"	"Arsa"	"FAPs"
"508"	"Arsb"	"FAPs"
"509"	"Arsg"	"ECs"
"510"	"Arsi"	"FAPs"
"511"	"Arsj"	"FAPs"
"512"	"Arsk"	"FAPs"
"513"	"Art3"	"sCs"
"514"	"Art4"	"FAPs"
"515"	"Artn"	"FAPs"
"516"	"Arvcf"	"FAPs"
"517"	"Arxes2"	"sCs"
"518"	"As3mt"	"sCs"
"519"	"Asap3"	"FAPs"
"520"	"Asb1"	"FAPs"
"521"	"Asb10"	"sCs"
"522"	"Asb11"	"sCs"
"523"	"Asb13"	"FAPs"
"524"	"Asb2"	"sCs"
"525"	"Asb4"	"sCs"
"526"	"Asb5"	"sCs"
"527"	"Asf1b"	"sCs"
"528"	"Asgr1"	"FAPs"
"529"	"Asic1"	"sCs"
"530"	"Asic2"	"sCs"
"531"	"Asic3"	"FAPs"
"532"	"Asl"	"ECs"
"533"	"Aspa"	"FAPs"
"534"	"Aspm"	"sCs"
"535"	"Aspn"	"FAPs"
"536"	"Asrgl1"	"FAPs"
"537"	"Ass1"	"FAPs"
"538"	"Astl"	"ECs"
"539"	"Astn1"	"sCs"
"540"	"Astn2"	"FAPs"
"541"	"Atad5"	"sCs"
"542"	"Atcay"	"FAPs"
"543"	"Atf5"	"FAPs"
"544"	"Atg101"	"ECs"
"545"	"Atg7"	"ECs"
"546"	"Atoh8"	"sCs"
"547"	"Atp10a"	"FAPs"
"548"	"Atp13a2"	"ECs"
"549"	"Atp1a2"	"sCs"
"550"	"Atp1a3"	"FAPs"
"551"	"Atp1a4"	"FAPs"
"552"	"Atp1b1"	"sCs"
"553"	"Atp1b2"	"sCs"
"554"	"Atp23"	"FAPs"
"555"	"Atp2a1"	"sCs"
"556"	"Atp2a3"	"ECs"
"557"	"Atp5g1"	"sCs"
"558"	"Atp6v0a4"	"FAPs"
"559"	"Atp6v0e2"	"FAPs"
"560"	"Atp6v1b1"	"FAPs"
"561"	"Atp6v1c1"	"ECs"
"562"	"Atp6v1g2"	"ECs"
"563"	"Atp8a1"	"ECs"
"564"	"Atp8b1"	"FAPs"
"565"	"Atp9a"	"FAPs"
"566"	"Atxn1"	"ECs"
"567"	"Atxn3"	"ECs"
"568"	"AU041133"	"FAPs"
"569"	"Aunip"	"FAPs"
"570"	"Aurkb"	"sCs"
"571"	"Auts2"	"sCs"
"572"	"Aven"	"FAPs"
"573"	"Avl9"	"ECs"
"574"	"Avpr1a"	"sCs"
"575"	"AW146154"	"FAPs"
"576"	"AW209491"	"sCs"
"577"	"AW551984"	"FAPs"
"578"	"Awat2"	"FAPs"
"579"	"Axin2"	"sCs"
"580"	"Axl"	"FAPs"
"581"	"Azin2"	"FAPs"
"582"	"B230118H07Rik"	"FAPs"
"583"	"B230217C12Rik"	"FAPs"
"584"	"B3galnt1"	"FAPs"
"585"	"B3galt1"	"FAPs"
"586"	"B3galt4"	"ECs"
"587"	"B3galt6"	"FAPs"
"588"	"B3gat2"	"ECs"
"589"	"B3glct"	"FAPs"
"590"	"B3gnt2"	"ECs"
"591"	"B3gnt3"	"FAPs"
"592"	"B3gnt5"	"ECs"
"593"	"B3gnt8"	"FAPs"
"594"	"B3gnt9"	"FAPs"
"595"	"B4galnt1"	"ECs"
"596"	"B4galt1"	"FAPs"
"597"	"B4galt2"	"FAPs"
"598"	"B4galt4"	"ECs"
"599"	"B4galt6"	"sCs"
"600"	"B4gat1"	"FAPs"
"601"	"B630019K06Rik"	"FAPs"
"602"	"B830017H08Rik"	"FAPs"
"603"	"B9d1"	"FAPs"
"604"	"B9d2"	"ECs"
"605"	"Bace1"	"FAPs"
"606"	"Bace2"	"FAPs"
"607"	"Bach2"	"FAPs"
"608"	"Bag2"	"sCs"
"609"	"Baiap2"	"FAPs"
"610"	"Bambi"	"ECs"
"611"	"Bard1"	"sCs"
"612"	"Basp1"	"FAPs"
"613"	"Batf2"	"ECs"
"614"	"Batf3"	"ECs"
"615"	"Bbc3"	"ECs"
"616"	"Bbof1"	"sCs"
"617"	"Bbs1"	"FAPs"
"618"	"Bbs10"	"ECs"
"619"	"Bbs12"	"sCs"
"620"	"Bbs7"	"sCs"
"621"	"BC017158"	"FAPs"
"622"	"BC024063"	"FAPs"
"623"	"BC025920"	"FAPs"
"624"	"BC028528"	"ECs"
"625"	"BC029722"	"FAPs"
"626"	"BC034090"	"FAPs"
"627"	"BC048403"	"FAPs"
"628"	"BC051142"	"FAPs"
"629"	"BC051665"	"FAPs"
"630"	"BC055324"	"sCs"
"631"	"BC067074"	"FAPs"
"632"	"Bcam"	"sCs"
"633"	"Bcar1"	"sCs"
"634"	"Bcar3"	"sCs"
"635"	"Bcas1"	"sCs"
"636"	"Bcat1"	"FAPs"
"637"	"Bche"	"sCs"
"638"	"Bckdhb"	"FAPs"
"639"	"Bcl2"	"FAPs"
"640"	"Bcl2a1b"	"ECs"
"641"	"Bcl2l1"	"ECs"
"642"	"Bcl2l11"	"ECs"
"643"	"Bcl2l12"	"FAPs"
"644"	"Bcl2l15"	"ECs"
"645"	"Bcl6"	"FAPs"
"646"	"Bcl6b"	"FAPs"
"647"	"Bcl7a"	"sCs"
"648"	"Bdh2"	"FAPs"
"649"	"Bdkrb1"	"sCs"
"650"	"Bdkrb2"	"FAPs"
"651"	"Bdnf"	"sCs"
"652"	"Bean1"	"FAPs"
"653"	"Begain"	"FAPs"
"654"	"Bend3"	"sCs"
"655"	"Bend4"	"ECs"
"656"	"Bend6"	"FAPs"
"657"	"Bend7"	"sCs"
"658"	"Best1"	"FAPs"
"659"	"Bet1l"	"FAPs"
"660"	"Bex3"	"sCs"
"661"	"Bfsp1"	"FAPs"
"662"	"Bgn"	"FAPs"
"663"	"Bhlha15"	"ECs"
"664"	"Bhlhb9"	"sCs"
"665"	"Bhlhe41"	"FAPs"
"666"	"Bicc1"	"FAPs"
"667"	"Bicd1"	"sCs"
"668"	"Bicdl1"	"FAPs"
"669"	"Bicdl2"	"sCs"
"670"	"Bid"	"ECs"
"671"	"Bin2"	"ECs"
"672"	"Bin3"	"ECs"
"673"	"Birc5"	"sCs"
"674"	"Blm"	"sCs"
"675"	"Blnk"	"sCs"
"676"	"Blvrb"	"FAPs"
"677"	"Bmp1"	"FAPs"
"678"	"Bmp2"	"FAPs"
"679"	"Bmp3"	"FAPs"
"680"	"Bmp4"	"FAPs"
"681"	"Bmp5"	"FAPs"
"682"	"Bmp6"	"sCs"
"683"	"Bmp7"	"FAPs"
"684"	"Bmper"	"FAPs"
"685"	"Bmpr1b"	"FAPs"
"686"	"Bmx"	"ECs"
"687"	"Bmyc"	"FAPs"
"688"	"Bnc2"	"FAPs"
"689"	"Bnip3"	"ECs"
"690"	"Bnipl"	"FAPs"
"691"	"Boc"	"FAPs"
"692"	"Bora"	"sCs"
"693"	"Borcs6"	"FAPs"
"694"	"Borcs7"	"FAPs"
"695"	"Brca1"	"sCs"
"696"	"Brca2"	"sCs"
"697"	"Brd3os"	"FAPs"
"698"	"Brd8dc"	"sCs"
"699"	"Brdt"	"FAPs"
"700"	"Bri3bp"	"sCs"
"701"	"Brinp2"	"sCs"
"702"	"Brip1"	"sCs"
"703"	"Brms1"	"ECs"
"704"	"Brsk1"	"FAPs"
"705"	"Bst1"	"ECs"
"706"	"Bst2"	"ECs"
"707"	"Btbd11"	"FAPs"
"708"	"Btbd19"	"ECs"
"709"	"Btbd3"	"FAPs"
"710"	"Btc"	"sCs"
"711"	"Btd"	"FAPs"
"712"	"Btnl9"	"ECs"
"713"	"Bub1"	"sCs"
"714"	"Bub1b"	"sCs"
"715"	"Bves"	"sCs"
"716"	"Bzw2"	"sCs"
"717"	"C130026I21Rik"	"ECs"
"718"	"C130050O18Rik"	"FAPs"
"719"	"C130074G19Rik"	"ECs"
"720"	"C1qb"	"ECs"
"721"	"C1qtnf1"	"FAPs"
"722"	"C1qtnf2"	"FAPs"
"723"	"C1qtnf3"	"sCs"
"724"	"C1qtnf6"	"FAPs"
"725"	"C1qtnf7"	"FAPs"
"726"	"C1qtnf9"	"ECs"
"727"	"C1ra"	"FAPs"
"728"	"C1rb"	"FAPs"
"729"	"C1rl"	"FAPs"
"730"	"C1s1"	"FAPs"
"731"	"C1s2"	"FAPs"
"732"	"C2"	"FAPs"
"733"	"C3"	"FAPs"
"734"	"C330018D20Rik"	"sCs"
"735"	"C3ar1"	"ECs"
"736"	"C4b"	"FAPs"
"737"	"C530008M17Rik"	"FAPs"
"738"	"C7"	"FAPs"
"739"	"Cables1"	"FAPs"
"740"	"Cables2"	"ECs"
"741"	"Cabp1"	"sCs"
"742"	"Cabp4"	"sCs"
"743"	"Cabyr"	"FAPs"
